date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),gross_barrels_spilled_(hazliq)_(b),net_barrels_lost_(hazliq)_(b)(c)
04/23/15,HL,CLEARBROOK,MN,CLEARWATER,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$109924,10,0
03/14/15,HL,CLEARBROOK,MN,CLEARWATER,NATURAL FORCE DAMAGE,TEMPERATURE,0,0,$107662,0,0
03/05/15,HL,MARENISCO,MI,GOGEBIC,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$18709,0,0
03/02/15,HL,SUPERIOR,WI,DOUGLAS,ALL OTHER CAUSES,UNKNOWN,0,0,$52380,4,0
02/10/15,HL,REDDICK,IL,LIVINGSTON,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,0,0,$133235,0,0
02/02/15,HL,DEER RIVER,MN,ITASCA,MATERIAL/WELD/EQUIP FAILURE,CONSTRUCTION INSTALLATION OR FABRICATION-RELATED,0,0,$27629,0,0
01/31/15,HL,GRIFFITH,IN,LAKE,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$11911,0,0
01/21/15,HL,SUPERIOR,WI,DOUGLAS,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$40436,2,0
01/13/15,HL,SUPERIOR,WI,DOUGLAS,NATURAL FORCE DAMAGE,TEMPERATURE,0,0,$65770,5,0
12/08/14,HL,MANISTIQUE,MI,SCHOOLCRAFT,MATERIAL/WELD/EQUIP FAILURE,CONSTRUCTION INSTALLATION OR FABRICATION-RELATED,0,0,$214500,0,0
12/03/14,HL,SUPERIOR,WI,DOUGLAS,INCORRECT OPERATION,INCORRECT INSTALLATION,0,0,$41878,5,0
11/07/14,HL,LOCKPORT,IL,WILL,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$32391,0,0
11/01/14,HL,GRIFFITH,IN,LAKE,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$3002,0,0
09/29/14,HL,MOKENA,IL,WILL,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$169096,21,0
08/18/14,HL,SUPERIOR,WI,DOUGLAS,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$266725,2,0
08/10/14,HL,CLEARBROOK,MN,CLEARWATER,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$15826,0,0
06/28/14,HL,BURLINGTON,IL,KANE,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$39300,3,0
04/16/14,HL,DEER RIVER,MN,ITASCA,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$19043,0,0
03/26/14,HL,GRAND MARSH,WI,ADAMS,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$65800,7,0
02/25/14,HL,GRIFFITH,IN,LAKE,CORROSION,INTERNAL,0,0,$942824,747,0
02/13/14,HL,WALWORTH,WI,WALWORTH,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$2500,0,0
02/06/14,HL,GRIFFITH,IN,LAKE,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$101500,5,0
01/18/14,HL,DEER RIVER,MN,ITASCA,INCORRECT OPERATION,INCORRECT INSTALLATION,0,0,$13228,3,0
01/01/14,HL,MOKENA,IL,WILL,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,$150090,1,0
11/06/13,HL,SUPERIOR,WI,DOUGLAS,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$31200,0,0
08/03/13,HL,GRIFFITH,IN,LAKE,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$836469,160,0
07/22/13,HL,DEER RIVER,MN,ITASCA,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$35456,3,0
06/06/13,HL,PONTIAC,IL,LIVINGSTON,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,0,0,$31047,0,0
06/05/13,HL,MACKINAW CITY,MI,EMMET,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,$11020,0,0
05/03/13,HL,PLUMMER,MN,RED LAKE,NATURAL FORCE DAMAGE,TEMPERATURE,0,0,$150000,0,0
04/23/13,HL,VIKING,MN,MARSHALL,NATURAL FORCE DAMAGE,TEMPERATURE,0,0,$240678,33,0
11/20/12,HL,MOKENA,IL,WILL,CORROSION,INTERNAL,0,0,$9800000,900,0
07/27/12,HL,GRAND MARSH,WI,ADAMS,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,0,0,$5014408,1729,629
05/24/12,HL,SUPERIOR,WI,DOUGLAS,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$30100,1,0
04/07/12,HL,CLEARBROOK,MN,CLEARWATER,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$10100,0,0
03/22/12,HL,CLEARBROOK,MN,CLEARWATER,NATURAL FORCE DAMAGE,TEMPERATURE,0,0,$100000,0,0
03/20/12,HL,CASS LAKE,MN,HUBBARD,MATERIAL/WELD/EQUIP FAILURE,CONSTRUCTION INSTALLATION OR FABRICATION-RELATED,0,0,$40000,0,0
03/03/12,HL,NEW LENOX,IL,WILL,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,2,3,$2836777,1500,1245
02/21/12,HL,SCHERERVILLE,IN,LAKE,INCORRECT OPERATION,INCORRECT VALVE POSITION,0,0,$125000,24,0
02/17/12,HL,DYER,IN,LAKE,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,0,0,$58360,0,0
02/16/12,HL,WALWORTH,WI,WALWORTH,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$43660,5,0
02/15/12,HL,STERLING,MI,ARENAC,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,0,0,$300000,20,0
11/20/11,HL,CLEARBROOK,MN,CLEARWATER,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$3100,0,0
11/08/11,HL,CLEARBROOK,MN,CLEARWATER,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$7300,10,0
10/12/11,HL,SCHERERVILLE,IN,LAKE,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,$295000,398,0
09/25/11,HL,SUPERIOR,WI,DOUGLAS,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$120100,15,0
08/17/11,HL,SUPERIOR,WI,DOUGLAS,NATURAL FORCE DAMAGE,TEMPERATURE,0,0,$81300,0,0
04/04/11,HL,SUPERIOR,WI,DOUGLAS,CORROSION,INTERNAL,0,0,$122647,0,0
12/01/10,HL,NORTH BRANCH,MI,LAPEER,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$10050,0,0
11/11/10,HL,FLOODWOOD,MN,ST. LOUIS,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,$31000,0,0
09/23/10,HL,DEER RIVER,MN,ITASCA,INCORRECT OPERATION,INCORRECT VALVE POSITION,0,0,$35100,0,0
09/11/10,HL,FOWLERVILLE,MI,LIVINGSTON,INCORRECT OPERATION,DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR,0,0,$25000,0,0
09/09/10,HL,ROMEOVILLE,IL,WILL,CORROSION,EXTERNAL,0,0,$47393566,7538,0
07/29/10,HL,CASS LAKE,MN,CASS,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$830000,155,0
07/28/10,HL,CASS LAKE,MN,CASS,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$18352,0,0
07/25/10,HL,MARSHALL,MI,CALHOUN,MATERIAL/WELD/EQUIP FAILURE,ENVIRONMENTAL CRACKING-RELATED,0,0,$840526118,20082,1837
07/02/10,HL,DEER RIVER,MN,ITASCA,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$137000,10,0
06/08/10,HL,MARSHFIELD,WI,WOOD,MATERIAL/WELD/EQUIP FAILURE,CONSTRUCTION INSTALLATION OR FABRICATION-RELATED,0,0,$330000,1,0
04/17/10,HL,DEER RIVER,MN,ITASCA,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,0,0,$966350,5,1
03/11/10,HL,SUPERIOR,WI,DOUGLAS,NATURAL FORCE DAMAGE,TEMPERATURE,0,0,$8060,0,0
01/08/10,HL,NECHE,ND,PEMBINA,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,0,0,$4194715,3784,2237
01/06/10,HL,SUPERIOR,WI,DOUGLAS,NATURAL FORCE DAMAGE,TEMPERATURE,0,0,$11540,0,0
12/21/09,HL,LEWISTON,MI,MONTMORENCY,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$4000,0,0
11/13/09,HL,MOKENA,IL,WILL,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$50000,0,0
10/09/09,HL,SUPERIOR,WI,DOUGLAS,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$527000,0,0
10/01/09,HL,FENTON,MI,LIVINGSTON,CORROSION,INTERNAL,0,0,$79388,5,0
06/09/09,HL,GOWAN,MN,ST LOUIS,MATERIAL/WELD/EQUIP FAILURE,FILLET WELD,0,0,$147287,5,5
06/03/09,HL,PONTIAC,IL,LIVINGSTON,MATERIAL/WELD/EQUIP FAILURE,JOINT/FITTING/COMPONENT,0,0,$70600,8,8
05/21/09,HL,SUPERIOR,WI,DOUGLAS,INCORRECT OPERATION,INCORRECT OPERATION,0,0,$117257,154,14
05/10/09,HL,FLOODWOOD,MN,ST LOUIS,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$5000,4,0
04/25/09,HL,SUPERIOR,WI,DOUGLAS,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$35040,1,0
04/13/09,HL,FLOODWOOD,MN,ST LOUIS,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$5080,2,0
03/22/09,HL,SUPERIOR,WI,DOUGLAS,ALL OTHER CAUSES,UNKNOWN,0,0,$15010,0,0
03/13/09,HL,CLEARBROOK,MN,CLEARWATER,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$7100,1,0
02/27/09,HL,VIKING,MN,MARSHALL,INCORRECT OPERATION,INCORRECT OPERATION,0,0,$4006,0,0
02/12/09,HL,SUPERIOR,WI,DOUGLAS,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$27100,2,1
11/21/08,HL,SUPERIOR,WI,DOUGLAS,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$16620,0,0
08/25/08,HL,SUPERIOR,WI,DOUGLAS,CORROSION,INTERNAL,0,0,$50800,115,7
05/27/08,HL,NEW CARLISLE,IN,ST JOSEPH,MATERIAL/WELD/EQUIP FAILURE,JOINT/FITTING/COMPONENT,0,0,$100000,6,6
04/15/08,HL,GRIFFITH,IN,LAKE,INCORRECT OPERATION,INCORRECT OPERATION,0,0,$192002,260,0
