date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),value_of_product_lost_(b)
05/02/15,GT,WELDA,KS,ANDERSON,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$116685,$37685
04/05/15,GT,Not Within a Municipality,MO,BUCHANAN,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,0,0,$140784,$340
02/26/15,GT,Not Within a Municipality,KS,COWLEY,ALL OTHER CAUSES,UNKNOWN,0,0,$382500,$0
12/24/14,GT,WAKITA,OK,GRANT,CORROSION,INTERNAL,0,0,$64178,$5178
12/16/14,GT,WAKITA,OK,GRANT,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0,0,$45463,$44563
11/27/14,GT,WAKITA,OK,GRANT,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$19431,$16031
09/09/14,GT,VERNON,KS,COWLEY,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$20370,$7250
08/12/14,GT,MERRIAM,KS,JOHNSON,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$992781,$770
07/11/14,GT,MULHALL,OK,LOGAN,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$19331,$19331
05/19/14,GT,Not Within a Municipality,OK,NOBLE COUNTY,CORROSION,EXTERNAL,0,0,$220821,$27821
05/03/14,GT,PETROLIA,KS,ALLEN,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$195504,$76504
12/27/13,GT,,KS,TREGO,ALL OTHER CAUSES,UNKNOWN,0,0,$1500477,$477
12/26/13,GT,PERRY,OK,NOBLE,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,$105334,$89562
10/29/13,GT,HESSTON,KS,HARVEY,MATERIAL/WELD/EQUIP FAILURE,CONSTRUCTION INSTALLATION OR FABRICATION-RELATED,0,0,$477034,$85549
09/28/13,GT,PERRY,OK,NOBLE,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$408875,$83875
07/05/13,GT,TOPEKA,KS,SHAWNEE,OTHER OUTSIDE FORCE DAMAGE,ELECTRICAL ARCING FROM OTHER EQUIPMENT/FACILITY,0,0,$145004,$4
01/28/13,GT,PLEASANT HILL,MO,CASS,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$10940,$10940
02/08/12,GT,,CO,YUMA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$13453,$13453
12/07/11,GT,EMPORIA,KS,LYONS,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$4806,$4806
08/15/11,GT,SAVONBURG,KS,ALLEN,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$188335,$61643
02/10/11,GT,WELDA,KS,ANDERSON,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$146202,$146202
03/02/10,GT,ABBYVILLE,KS,RENO,MATERIAL/WELD/EQUIP FAILURE,CONSTRUCTION INSTALLATION OR FABRICATION-RELATED,0,0,$953905,$313880
07/09/09,GT,POND CREEK,OK,GRANT,MATERIAL/WELD/EQUIP FAILURE,RUPTURED OR LEAKING SEAL/PUMP PACKING,0,0,$57442,$27030
04/07/09,GT,CHANUTE,KS,NEOSHO,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,0,1,$110863,$1465
08/15/08,GT,WELDA,KS,ANDERSON,CORROSION,INTERNAL,0,0,$374322,$337322
03/14/08,GT,GOESSEL,KS,MARION,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,0,0,$217889,$213489
08/18/07,GT,MCLOUTH,KS,JEFFERSON,CORROSION,INTERNAL,0,0,$1548870,$1248870
07/08/07,GT,HUTCHINSON,KS,RENO,MATERIAL/WELD/EQUIP FAILURE,BUTT WELD,0,0,$55621,$42930
06/18/07,GT,HUTCHINSON,KS,RENO,MATERIAL/WELD/EQUIP FAILURE,BUTT WELD,0,0,$256875,$26611
02/05/07,GT,HUTCHINSON,KS,RENO,MATERIAL/WELD/EQUIP FAILURE,BUTT WELD,0,0,$6221217,$6118217
10/16/06,GT,WICHITA,KS,SEDGWICK,CORROSION,EXTERNAL,0,0,$120000,$0
09/29/06,GT,MOUND VALLEY,KS,LABETTE,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,1,0,$397000,$97000
07/25/06,GT,JOPLIN,MO,NEWTON,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$297344,$17344
