date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),gross_barrels_spilled_(hazliq)_(b),net_barrels_lost_(hazliq)_(b)(c)
04/06/15,HL,Not Within a Municipality,KS,NESS,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$18757,0,0
06/09/14,HL,SOUTH OF PLAINS KS,KS,MEADE,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0,0,$15630,20,10
05/06/14,HL,NEAR HILL CITY,KS,GRAHAM,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$14955,2,0
12/20/13,HL,PALCO,KS,GRAHAM,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$20079,67,37
12/11/13,HL,ELLIS,KS,ELLIS,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,0,0,$27050,142,42
07/11/13,HL,MCPHERSON,KS,MCPHERSON,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$10000,0,0
06/04/13,HL,NEAR CHASE KS,KS,RICE,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$13325,3,3
02/28/13,HL,NEAR CHASE KS,KS,RICE COUNTY,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$6885,0,0
01/29/13,HL,HAVILAND,KS,KIOWA,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0,0,$8696,14,8
01/17/13,HL,OGALLAH,KS,TREGO,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$23540,391,41
12/31/12,HL,ELKHART,KS,MORTON,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$15466,158,5
12/10/12,HL,MCPHERSON,KS,MCPHERSON,NATURAL FORCE DAMAGE,TEMPERATURE,0,0,$8450,7,5
09/13/12,HL,HAVILAND,KS,KIOWA,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$1475,0,0
06/04/12,HL,EL DORADO,KS,BUTLER,INCORRECT OPERATION,PIPELINE/EQUIPMENT OVERPRESSURED,0,0,$10500,26,10
12/30/11,HL,PLAINVILLE,KS,ELLIS,MATERIAL/WELD/EQUIP FAILURE,CONSTRUCTION INSTALLATION OR FABRICATION-RELATED,0,0,$157300,150,50
10/07/11,HL,HOOKER,OK,TEXAS,CORROSION,INTERNAL,0,0,$6080,17,3
05/19/11,HL,HUDSON,KS,STAFFORD,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$8600,15,0
02/15/11,HL,PALCO,KS,ROOKS,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$54420,400,160
12/13/10,HL,SUBLETTE,KS,HASKELL,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$620,0,0
11/22/10,HL,SUBLETTE,KS,HASKELL,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$1055,0,0
11/15/10,HL,COLDWATER,KS,KIOWA,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$300,2,0
09/03/10,HL,HUGOTON,KS,STEVENS,CORROSION,INTERNAL,0,0,$4120,2,2
05/27/10,HL,,KS,TREGO,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$4765,1,1
01/15/10,HL,ELLIS,KS,ELLIS,CORROSION,INTERNAL,0,0,$3880,5,3
01/11/10,HL,CHASE,KS,RICE,CORROSION,INTERNAL,0,0,$12150,2,1
11/19/09,HL,HILL CITY,KS,GRAHAM,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$535,1,0
11/16/09,HL,ELLIS,KS,ELLIS,CORROSION,INTERNAL,0,0,$12700,40,10
11/10/09,HL,ELLIS,KS,ELLIS,CORROSION,UNSPECIFIED CORROSION,0,0,$1330,2,2
07/03/09,HL,CODELL,KS,ELLIS,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$12500,150,28
06/22/09,HL,CODELL,KS,ELLIS,CORROSION,INTERNAL,0,0,$21700,1000,3
04/26/09,HL,,KS,HASKELL,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$20,0,0
11/05/08,HL,HOOKER,OK,TEXAS,NATURAL FORCE DAMAGE,HIGH WINDS,0,0,$1300,25,4
08/28/08,HL,HUDSON,KS,STAFFORD,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$300,3,2
