date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),gross_barrels_spilled_(hazliq)_(b),net_barrels_lost_(hazliq)_(b)(c)
07/24/14,HL,NEDERLAND,TX,JEFFERSON,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$9562,1,0
03/07/13,HL,EL DORADO,KS,BUTLER,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,$12550,0,0
05/29/11,HL,BENDENA,KS,DONIPHAN,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,$333500,8,0
05/07/11,HL,BRAMPTON,ND,SARGENT,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,$1316000,400,0
03/16/11,HL,SENECA,KS,NEMAHA,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$339300,15,0
02/17/11,HL,UDALL,KS,COWLEY,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$5524,0,0
02/03/11,HL,CUSHING,OK,PAYNE,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,0,0,$25065,0,0
01/30/11,HL,TURNEY,MO,CLINTON,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$20045,0,0
08/19/10,HL,HARTINGTON,NE,CEDAR,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$33018,0,0
06/23/10,HL,HOWARD,SD,MINER,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,$30417,2,0
05/21/10,HL,CARPENTER,SD,BEADLE,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,$207508,0,0
