date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),value_of_product_lost_(b)
03/15/15,GT,DEQUINCY,LA,CALCASIEU,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$1325,$925
03/13/15,GT,CRYSTAL SPRINGS,MS,COPIAH,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$53509,$509
03/07/15,GT,HARRISVILLE,MS,SIMPSON,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$38839,$36839
01/24/15,GT,FLORENCE,MS,RANKIN,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$77737,$75737
01/14/15,GT,BRANDON,MS,RANKIN,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,0,0,$165552,$165552
01/03/15,GT,CARTHAGE,TX,PANOLA,NATURAL FORCE DAMAGE,LIGHTNING,0,0,$13742,$13382
08/21/14,GT,MINDENHALL,MS,SIMPSON,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$61866,$42866
04/25/14,GT,PASCAGOULA,MS,JACKSON,MATERIAL/WELD/EQUIP FAILURE,CONSTRUCTION INSTALLATION OR FABRICATION-RELATED,0,0,$80313,$483
03/30/14,GT,JASPER,TX,JASPER,CORROSION,EXTERNAL,0,0,$94305,$2305
01/29/14,GT,D'LO,MS,SIMPSON,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,0,0,$75698,$198
11/27/13,GT,RINGGOLD,LA,BIENVILLE,NATURAL FORCE DAMAGE,TEMPERATURE,0,0,$40417,$40137
11/25/13,GT,FLOWOOD,MS,RANKIN,MATERIAL/WELD/EQUIP FAILURE,CONSTRUCTION INSTALLATION OR FABRICATION-RELATED,0,0,$111842,$2842
08/29/13,GT,CARTHAGE,TX,PANOLA,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0,0,$17560,$17200
08/13/13,GT,MCCOMB,MS,WALTALL,NATURAL FORCE DAMAGE,LIGHTNING,0,0,$19119,$11619
07/18/13,GT,CLARENCE,LA,NATCHITOCHES,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,0,0,$91936,$11476
06/19/13,GT,ERATH,LA,VERMILION,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,0,0,$50450,$50000
03/03/13,GT,RINGGOLD,LA,BIENVILLE,MATERIAL/WELD/EQUIP FAILURE,COMPRESSOR OR COMPRESSOR-RELATED EQUIPMENT,0,0,$82287,$82107
09/14/12,GT,GLUCKSTADT,MS,MADISON,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$1103250,$2750
07/12/12,GT,NEAR ARNAUDVILLE,LA,ST MARTIN,MATERIAL/WELD/EQUIP FAILURE,CONSTRUCTION INSTALLATION OR FABRICATION-RELATED,0,0,$199300,$76800
05/01/12,GT,MONTPELIER,LA,ST. HELENA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$12664,$12664
06/01/11,GT,JACKSON,MS,HINDS,ALL OTHER CAUSES,UNKNOWN,0,0,$81824,$1624
02/14/11,GT,CARTHAGE,TX,PANOLA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$30065800,$64800
10/14/10,GT,BROOKLIN,MS,FORREST,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,0,0,$180000,$95071
07/31/10,GT,ABBEVILLE,LA,VERMILLIAN,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,0,0,$102925,$15000
02/21/10,GT,CENTERVILLE,LA,ST MARTIN,MATERIAL/WELD/EQUIP FAILURE,CONSTRUCTION INSTALLATION OR FABRICATION-RELATED,0,0,$342747,$7673
01/05/10,GT,FLOWOOD,MS,RANKIN,CORROSION,INTERNAL,0,0,$1400926,$6908
12/22/09,GT,WHARTON,TX,WHARTON,MATERIAL/WELD/EQUIP FAILURE,BODY OF PIPE,0,0,$79363,$34800
09/10/09,GT,COLUMBIA,MS,MARION,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,0,0,$99409,$0
10/08/08,GT,OFFSHORE,N/A,,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,0,0,$70000,$0
08/16/08,GT,WESTLAKE,LA,CALCASIEU,CORROSION,INTERNAL,0,0,$0,$0
08/02/08,GT,FLORENCE,MS,SIMPSON,INCORRECT OPERATION,INCORRECT OPERATION,0,1,$0,$0
05/13/08,GT,BURAS,LA,PLAQUEMINES,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,0,0,$72671,$22671
08/29/07,GT,DONNER,LA,TERREBONNE,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$140500,$86000
07/14/07,GT,BEAUMONT,MS,PERRY,NATURAL FORCE DAMAGE,LIGHTNING,0,0,$0,$0
07/02/07,GT,TURKEY CREEK,LA,EVANGELINE,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,1,0,$138000,$14708
04/03/07,GT,INEZ,TX,VICTORIA,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$68404,$24552
02/03/07,GT,VICKSBURG,MS,WARREN,MATERIAL/WELD/EQUIP FAILURE,BODY OF PIPE,0,0,$165000,$120000
10/18/06,GT,OFFSHORE,N/A,,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$600000,$0
05/06/06,GT,TROUP,TX,CHEROKEE,CORROSION,EXTERNAL,0,0,$55985,$25985
03/22/06,GT,OFFSHORE,N/A,,MATERIAL/WELD/EQUIP FAILURE,THREADS STRIPPED BROKEN PIPE COUPLING,0,0,$250000,$0
02/08/06,GT,CARTHAGE,TX,PANOLA,MATERIAL/WELD/EQUIP FAILURE,JOINT/FITTING/COMPONENT,0,0,$100100,$100
01/31/06,GT,PENSACOLA,FL,ESCAMBIA,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,0,0,$89700,$8890
