date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),gross_barrels_spilled_(hazliq)_(b),net_barrels_lost_(hazliq)_(b)(c)
06/05/15,HL,WILLIAMSBURG,VA,JAMES CITY,ALL OTHER CAUSES,UNKNOWN,0,0,$11700,0,0
06/02/15,HL,OXFORD,AL,CALHOUN,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,$5935,0,0
05/27/15,HL,CHURCH POINT,LA,ACADIA,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$15000,0,0
04/27/15,HL,GREENSBORO,NC,GUILFORD,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,$10540,0,0
04/26/15,HL,WILLIAMSBURG,VA,JAMES CITY,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0,0,$25765,1,0
04/12/15,HL,BALTIMORE,MD,BALTIMORE CITY,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$3502,0,0
04/12/15,HL,FOUNTAIN INN,SC,LAURENS,MATERIAL/WELD/EQUIP FAILURE,CONSTRUCTION INSTALLATION OR FABRICATION-RELATED,0,0,$1461000,71,71
03/28/15,HL,PASADENA,TX,HARRIS,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0,0,$35000,2,0
03/13/15,HL,KANNAPOLIS,NC,CABARRUS,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0,0,$57000,21,0
02/27/15,HL,JACKSON,LA,EAST FELICIANA,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,$53527,0,0
01/30/15,HL,JACKSON,LA,EAST FELICIANA,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,0,0,$16652,2,0
01/20/15,HL,BOOTHWYN,PA,CHESTER,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,$28075,0,0
12/10/14,HL,AUSTELL,GA,COBB,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$81540,22,20
10/24/14,HL,SULPHUR,LA,CALCSIEU,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0,0,$20000,0,0
10/23/14,HL,JACKSON,LA,EAST FELICIANA,INCORRECT OPERATION,INCORRECT INSTALLATION,0,0,$5100,2,0
10/22/14,HL,ORANGE,TX,ORANGE,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,$15000,0,0
09/26/14,HL,KROTZ SPRINGS,LA,ST. LANDRY,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0,0,$16210,0,0
08/25/14,HL,WELSH,LA,JEFFERSON DAVIS,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$30000,2,0
07/22/14,HL,BEAUMONT,TX,JEFFERSON,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,0,0,$5000,0,0
06/30/14,HL,JACKSON,LA,EAST FELICIANA,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$8532,0,0
06/20/14,HL,BELLE CHASSE,LA,PLAQUEMINES,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$306,0,0
06/18/14,HL,COLLINS,MS,COVINGTON,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$26792,1,0
05/28/14,HL,GREENSBORO,NC,GUILFORD,CORROSION,INTERNAL,0,0,$482000,15,0
04/25/14,HL,JACKSON,LA,EAST FELICIANA,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$75558,4,0
04/08/14,HL,COLUMBIA,VA,CUMBERLAND,CORROSION,EXTERNAL,0,0,$18101,0,0
04/08/14,HL,JACKSON,LA,EAST FELICIANA,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0,0,$24090,0,0
03/11/14,HL,DACULA,GA,GWINNETT,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0,0,$13200,8,0
02/21/14,HL,JACKSON,LA,EAST FELICIANA,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$2830,0,0
02/07/14,HL,JACKSON,LA,EAST FELICIANA,INCORRECT OPERATION,INCORRECT VALVE POSITION,0,0,$2815,0,0
02/05/14,HL,CLINTON,LA,EAST FELICIANA,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0,0,$29320,1,0
01/28/14,HL,YORKTOWN,VA,YORK,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$153385,20,3
01/07/14,HL,FOUNTAIN INN,SC,GREENVILLE,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0,0,$1652500,1238,190
01/06/14,HL,GREENSBORO,NC,GUILFORD,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$9075,0,0
01/04/14,HL,COLLINS,MS,COVINGTON,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$9365,14,0
09/05/13,HL,SELMA,NC,JOHNSTON,CORROSION,EXTERNAL,0,0,$620900,5,0
08/12/13,HL,AVENEL,NJ,MIDDLESEX,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$15325,0,0
07/29/13,HL,GREENSBORO,NC,GUILFORD,CORROSION,INTERNAL,0,0,$107500,28,0
07/16/13,HL,GREENSBORO,NC,GUILFORD,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0,0,$30650,6,0
06/20/13,HL,DANIELSVILLE,GA,MADISON,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0,0,$29300,0,0
06/18/13,HL,BEAUMONT,TX,JEFFERSON,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$6000,0,0
06/18/13,HL,CONOWINGO,MD,COLORA,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0,0,$5000,1,0
06/16/13,HL,AUSTELL,GA,COBB,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$19137,2,0
05/15/13,HL,BEAUMONT (FANNETT),TX,JEFFERSON,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,$450000,4,0
05/06/13,HL,NASHVILLE,TN,DAVIDSON,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$40500,4,0
05/03/13,HL,BELTON,SC,ANDERSON,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$520,0,0
04/09/13,HL,PELHAM,AL,SHELBY,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0,0,$72010,0,0
04/02/13,HL,JACKSON,LA,EAST FELICIAN,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0,0,$13876,3,0
02/18/13,HL,AUSTELL,GA,COBB,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0,0,$33581,0,0
01/08/13,HL,ALPINE,AL,TALLADEGA,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$10040,0,0
01/01/13,HL,GREENSBORO,NC,GUILFORD,INCORRECT OPERATION,PIPELINE/EQUIPMENT OVERPRESSURED,0,0,$1552922,131,25
12/14/12,HL,COLUMBIA,VA,CUMBERLAND,CORROSION,INTERNAL,0,0,$14588,0,0
12/01/12,HL,CLINTON,LA,EAST FELICIANA,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,0,0,$25265,2,0
11/28/12,HL,PASADENA,TX,HARRIS,MATERIAL/WELD/EQUIP FAILURE,CONSTRUCTION INSTALLATION OR FABRICATION-RELATED,0,0,$301311,11,0
10/08/12,HL,CLIFTON,VA,FAIRFAX,CORROSION,EXTERNAL,0,0,$85600,3,0
10/03/12,HL,CHATTANOOGA,TN,HAMILTON,EXCAVATION DAMAGE,PREVIOUS DAMAGE DUE TO EXCAVATION,0,0,$1285800,85,23
09/06/12,HL,AVENEL,NJ,MIDDLESEX,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$10564,0,0
08/30/12,HL,BEAUMONT,TX,JEFFERSON,INCORRECT OPERATION,INCORRECT INSTALLATION,0,0,$20200,1,0
08/17/12,HL,AUSTELL,GA,COBB,CORROSION,INTERNAL,0,0,$27170,1,0
08/07/12,HL,BOLIGEE,AL,GREENE,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,$20130,0,0
07/30/12,HL,CLIFTON,VA,FAIRFAX,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$14620,0,0
07/27/12,HL,BEAUMONT,TX,JEFFERSON,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,0,0,$5092,0,0
07/23/12,HL,STATEN ISLAND,NY,RICHMOND,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$62400,27,0
07/19/12,HL,CLINTON,LA,EAST FELICIANA,INCORRECT OPERATION,INCORRECT INSTALLATION,0,0,$2750,0,0
05/22/12,HL,ATHENS,GA,CLARKE,INCORRECT OPERATION,INCORRECT INSTALLATION,0,0,$40283,14,0
05/19/12,HL,PASADENA,TX,HARRIS,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$7055,0,0
04/10/12,HL,LOUIN,MS,JASPER,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$14476,0,0
04/04/12,HL,BEAUMONT,TX,JEFFERSON,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$9315,2,0
02/15/12,HL,AVENEL,NJ,MIDDLESEX,NATURAL FORCE DAMAGE,TEMPERATURE,0,0,$61100,5,0
02/06/12,HL,BEAUMONT,TX,JEFFERSON,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$38540,0,0
01/20/12,HL,PAULDING,MS,JASPER,CORROSION,INTERNAL,0,0,$92523,0,0
01/18/12,HL,BELTON,SC,ANDERSON,CORROSION,INTERNAL,0,0,$1100000,323,23
01/14/12,HL,AUSTELL,GA,COBB,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0,0,$10040,0,0
12/12/11,HL,GREENSBORO,NC,GUILFORD,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$22614,3,1
12/06/11,HL,OXFORD,AL,CALHOUN,INCORRECT OPERATION,INCORRECT INSTALLATION,0,0,$833200,69,1
10/14/11,HL,BELTON,SC,ANDERSON,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$17456,0,0
08/10/11,HL,IOUIN,MS,JASPER,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$127994,8,0
06/13/11,HL,PAULDING,MS,JASPER,CORROSION,INTERNAL,0,0,$28588,0,0
04/07/11,HL,WOODBINE,MD,CARROLL,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0,0,$2592,0,0
03/23/11,HL,CHARLOTTE,NC,MECKLENBURG,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$1237,0,0
03/02/11,HL,COLUMBIA,VA,CUMBERLAND,INCORRECT OPERATION,INCORRECT INSTALLATION,0,0,$4613,0,0
01/22/11,HL,SULPHER,LA,CALCASIEU,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$20000,1,0
01/18/11,HL,WEST DEPTFORD,NJ,GLOUCESTER,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$60075,0,0
01/15/11,HL,WOODBINE,MD,CARROLL,CORROSION,INTERNAL,0,0,$2603,0,0
01/12/11,HL,RICHMOND,VA,,INCORRECT OPERATION,PIPELINE/EQUIPMENT OVERPRESSURED,0,0,$19702,8,0
12/06/10,HL,WOODBINE,MD,CARROLL,INCORRECT OPERATION,INCORRECT VALVE POSITION,0,0,$10395,1,0
11/28/10,HL,AVENEL,NJ,MIDDLESEX,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$20000,0,0
11/24/10,HL,,SC,,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$3087,1,0
11/18/10,HL,MOUNDVILLE,AL,HALE,CORROSION,EXTERNAL,0,0,$13250,0,0
11/08/10,HL,CROSBY,TX,,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$80000,0,0
11/03/10,HL,PORT ARTHUR,TX,JEFFERSON,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$21000,3,0
11/02/10,HL,BEAUMONT,TX,JEFFERSON,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$35000,3,0
06/09/10,HL,NORTH AUGUSTA,SC,EDGEFIELD,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,$26885,10,9
05/31/10,HL,SPARTANBURG,SC,SPARTANBURG,CORROSION,EXTERNAL,0,0,$22058,1,0
05/27/10,HL,,TX,,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,$5000,0,0
05/19/10,HL,AVENEL,NJ,,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0,0,$20050,0,0
04/26/10,HL,AUSTELL,GA,COBB,CORROSION,EXTERNAL,0,0,$28880,3,0
03/31/10,HL,CHARLOTTE COURTHOUSE,VA,CHARLOTTE,NATURAL FORCE DAMAGE,TEMPERATURE,0,0,$123396,1,0
03/23/10,HL,JACKSON,LA,EAST FELICIANA,CORROSION,INTERNAL,0,0,$4773,1,0
03/04/10,HL,SULPHUR,LA,CALCASIEU,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$65000,7,0
02/25/10,HL,,NC,,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$15950,0,0
11/27/09,HL,AUSTELL,GA,COBB,MATERIAL/WELD/EQUIP FAILURE,JOINT/FITTING/COMPONENT,0,0,$46692,98,3
10/15/09,HL,KROTZ SPRINGS,LA,ST. LANDRY,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$9500,2,0
09/30/09,HL,PAULDING,MS,JASPER,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$57851,446,25
09/23/09,HL,AUSTELL,GA,COBB,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$15140,2,0
09/16/09,HL,RALEIGH,NC,WAKE,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$16002,0,0
08/20/09,HL,WEST DEPTFORD,NJ,GLOUCESTER,INCORRECT OPERATION,UNSPECIFIED INCORRECT OPERATION,0,0,$15050,0,0
08/01/09,HL,PASADENA,TX,HARRIS,MATERIAL/WELD/EQUIP FAILURE,JOINT/FITTING/COMPONENT,0,0,$39000,8,0
07/29/09,HL,BAYTOWN,TX,HARRIS,INCORRECT OPERATION,UNSPECIFIED INCORRECT OPERATION,0,0,$41678,0,0
07/16/09,HL,COLLINS,MS,COVINGTON,CORROSION,UNSPECIFIED CORROSION,0,0,$48183,0,0
