date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),gross_barrels_spilled_(hazliq)_(b),net_barrels_lost_(hazliq)_(b)(c)
04/23/15,HL,ORLA,TX,REEVES,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$4000,0,0
03/08/15,HL,ACKERLY,TX,HOWARD,MATERIAL/WELD/EQUIP FAILURE,CONSTRUCTION INSTALLATION OR FABRICATION-RELATED,0,0,$37552,12,12
09/10/14,HL,ORLA,TX,LOVING,CORROSION,EXTERNAL,0,0,$148568,17,17
05/06/14,HL,SNYDER,TX,SCURRY,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,0,0,$60000,3,3
04/15/14,HL,,TX,CULBERSON,CORROSION,EXTERNAL,0,0,$247985,173,173
10/20/13,HL,WINK,TX,WINKLER,CORROSION,INTERNAL,0,0,$62603,1,1
09/24/12,HL,WINK,TX,WINKLER,CORROSION,INTERNAL,0,0,$1600,1,1
02/03/12,HL,MONAHANS,TX,WARD,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0,0,$57600,26,6
05/12/09,HL,WINK,TX,WINKLER,CORROSION,UNSPECIFIED CORROSION,0,0,$6749,4,4
01/21/09,HL,CULBERSON,TX,CULBERSON,MATERIAL/WELD/EQUIP FAILURE,THREADS STRIPPED BROKEN PIPE COUPLING,0,0,$29142,761,51
10/08/08,HL,WINK,TX,WINKLER,CORROSION,UNSPECIFIED CORROSION,0,0,$7500,1,1
06/05/07,HL,,TX,CULBERSON,CORROSION,INTERNAL,0,0,$19140,74,54
06/03/07,HL,,TX,WINKLER,CORROSION,UNSPECIFIED CORROSION,0,0,$90,0,0
