date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),gross_barrels_spilled_(hazliq)_(b),net_barrels_lost_(hazliq)_(b)(c)
09/03/13,HL,THREE RIVERS,TX,LIVE OAK,CORROSION,EXTERNAL,0,0,$1723695,2752,1935
07/16/13,HL,TILDEN,TX,MCMULLEN,INCORRECT OPERATION,INCORRECT VALVE POSITION,0,0,$2505,1,0
04/12/13,HL,COTULLA,TX,LA SALLE,CORROSION,INTERNAL,0,0,$243264,16,0
06/10/11,HL,RINGLING,OK,CARTER,CORROSION,INTERNAL,0,0,$10543,0,0
09/02/10,HL,WICHITA FALLS,TX,WICHITA,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$2222,3,3
01/11/10,HL,TAFT,TX,SAN PATRICO,MATERIAL/WELD/EQUIP FAILURE,CONSTRUCTION INSTALLATION OR FABRICATION-RELATED,0,0,$357269,3,0
09/03/09,HL,WICHITA FALLS,TX,WICHITA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$660887,1240,40
07/30/08,HL,TAFT,TX,SAN PATRICIO,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$302,0,0
06/24/08,HL,CORPUS CHRISTI,TX,NUECES,CORROSION,EXTERNAL,0,0,$857608,181,22
06/05/08,HL,TAFT,TX,SAN PATRICIO,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$310,0,0
05/17/08,HL,CLOUDCROFT,NM,OTERO,CORROSION,EXTERNAL,0,0,$192763,7,7
07/26/07,HL,GROOM,TX,GRAY,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$12576,10,8
11/16/06,HL,HEDLEY,TX,DONLEY,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$1010,1,1
