date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),gross_barrels_spilled_(hazliq)_(b),net_barrels_lost_(hazliq)_(b)(c),value_of_product_lost_(d)
05/26/15,HL,HOUSTON,TX,HARRIS,ALL OTHER CAUSES,UNKNOWN,0,0,$60019,172,0,$4019
05/04/15,HL,EL DORADO,KS,BUTLER,CORROSION,EXTERNAL,0,0,$3218606,1861,1221,$98528
04/29/15,HL,GLENPOOL,OK,TULSA,INCORRECT OPERATION,INCORRECT EQUIPMENT,0,0,$5000,0,0,$0
04/25/15,HL,HOUSTON,TX,HARRIS,ALL OTHER CAUSES,UNKNOWN,0,0,$18230,0,0,$30
04/06/15,HL,HOUSTON,TX,HARRIS,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0,0,$6700,2,0,$100
03/30/15,HL,Not Within a Municipality,KS,JEFFERSON,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$142000,5,0,$0
03/11/15,HL,Not Within a Municipality,TX,MCLENNAN,CORROSION,EXTERNAL,0,0,$657965,25,5,$210
03/11/15,HL,Not Within a Municipality,TX,MCLENNAN,CORROSION,EXTERNAL,0,0,$658170,25,5,$420
03/09/15,HL,SIOUX CITY,IA,WOODBURY,INCORRECT OPERATION,PIPELINE/EQUIPMENT OVERPRESSURED,0,0,$25100,0,0,$100
02/13/15,HL,Not Within a Municipality,TX,ELLIS,CORROSION,EXTERNAL,0,0,$29110,2,0,$260
02/01/15,HL,KANSAS CITY,KS,WYANDOTTE,CORROSION,EXTERNAL,0,0,$196820,300,10,$5000
12/21/14,HL,DUPONT,CO,ADAMS,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$6025,0,0,$25
11/19/14,HL,ENID,OK,GARFIELD,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0,0,$4175,13,0,$1575
10/21/14,HL,OLATHE,KS,JOHNSON,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$19265,0,0,$65
10/06/14,HL,GARDENER,ND,CASS,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$1040,0,0,$15
08/09/14,HL,EL PASO,TX,EL PASO,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,0,0,$13988,6,1,$613
08/02/14,HL,FRANKLIN PARK,IL,COOK,CORROSION,INTERNAL,0,0,$111000,10,6,$1000
07/22/14,HL,EL DORADO,KS,BUTLER,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$1535,0,0,$35
07/15/14,HL,HERMLEIGH,TX,SCURRY,INCORRECT OPERATION,INCORRECT INSTALLATION,0,0,$5515,0,0,$15
06/17/14,HL,PAOLA,KS,MIAMI,CORROSION,INTERNAL,0,0,$17600,0,0,$100
05/29/14,HL,ST. PAUL PARK,MN,WASHINGTON,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,$19014,0,0,$14
05/18/14,HL,KANSAS CITY,KS,WYANDOTTE,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$4625,0,0,$125
05/01/14,HL,RENO,OK,OKLAHOMA,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,$290,0,0,$90
04/08/14,HL,INDIANOLA,IA,WARREN,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0,0,$19785,1,0,$125
03/19/14,HL,VAN HORN,TX,CULBERTSON,INCORRECT OPERATION,INCORRECT VALVE POSITION,0,0,$2556,0,0,$56
03/03/14,HL,MASON CITY,IA,CERRO GORDO,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0,0,$15050,0,0,$50
02/15/14,HL,OLATHE,KS,JOHNSON,NATURAL FORCE DAMAGE,TEMPERATURE,0,0,$214140,7,0,$920
01/26/14,HL,FROST,TX,NAVARRO,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0,0,$7235,2,0,$210
01/24/14,HL,ODESSA,TX,ECTOR,NATURAL FORCE DAMAGE,TEMPERATURE,0,0,$14060,0,0,$60
01/11/14,HL,ROSEMOUNT,MN,DAKOTA,CORROSION,EXTERNAL,0,0,$44451,2,2,$300
01/08/14,HL,TULSA,OK,TULSA,NATURAL FORCE DAMAGE,TEMPERATURE,0,0,$39450,30,0,$2450
12/03/13,HL,SHARON SPRING,KS,WALLACE,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$4750,3,0,$750
10/31/13,HL,PRARIE CITY,IA,JASPER,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0,0,$88030,21,21,$1030
08/29/13,HL,ABILENE,TX,TAYLOR,INCORRECT OPERATION,DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR,0,0,$4650,1,0,$150
08/25/13,HL,EL DORADO,KS,BUTLER,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$10880,17,17,$5880
08/21/13,HL,WARDA,TX,FAYETTE,INCORRECT OPERATION,INCORRECT INSTALLATION,0,0,$3050,0,0,$50
08/13/13,HL,AUSTIN,TX,TRAVIS,INCORRECT OPERATION,DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR,0,0,$33800,7,0,$800
07/11/13,HL,EL DORADO,KS,BUTLER,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$6640,1,0,$100
07/09/13,HL,TEXAS CITY,TX,GALVESTON,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$100,0,0,$50
06/02/13,HL,DES MOINES,IA,POLK,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$12555,0,0,$55
05/23/13,HL,BARNESVILLE,MN,WILKIN,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,0,0,$36835,0,0,$35
03/18/13,HL,CLEAR LAKE,IA,CERRO GORDO,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$44421,10,0,$921
03/04/13,HL,TULSA,OK,TULSA,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$3126,1,0,$126
02/15/13,HL,TEXAS CITY,TX,GALVESTON,INCORRECT OPERATION,INCORRECT VALVE POSITION,0,0,$100000,25,1,$0
02/14/13,HL,RIVERESIDE,MO,PLATTE,INCORRECT OPERATION,INCORRECT INSTALLATION,0,0,$13122,0,0,$122
01/24/13,HL,TOPEKA,KS,SHAWNEE,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$40285,2,0,$285
01/22/13,HL,ALEXANDLRIA,MN,DOUGLAS,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$5417,0,0,$17
01/17/13,HL,HOUSTON,TX,HARRIS,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$780,0,0,$0
01/10/13,HL,INDIANOLA,IA,WARREN,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$156028,0,0,$28
11/25/12,HL,KANSAS CITY,KS,WYANDOTTE,CORROSION,EXTERNAL,0,0,$62477,0,0,$3
11/22/12,HL,CORALVILLE,IA,JOHNSON,ALL OTHER CAUSES,UNKNOWN,0,0,$158100,10,2,$1100
11/13/12,HL,FROST,TX,NARVARRO,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$183450,40,0,$2450
11/07/12,HL,CORALVILLE,IA,JOHNSON,CORROSION,INTERNAL,0,0,$32200,1,0,$200
10/30/12,HL,ALEXANDRIA,MN,DOUGLAS,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$44020,0,0,$20
09/23/12,HL,HOUSTON,TX,HARRIS,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,$2000,0,0,$0
07/25/12,HL,VALLEY CENTER,KS,SEDGWICK,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$2070,0,0,$20
06/22/12,HL,BURLINGTON,CO,KIT CARSON,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$1055,0,0,$55
06/08/12,HL,MORAN,KS,ALLEN,MATERIAL/WELD/EQUIP FAILURE,ENVIRONMENTAL CRACKING-RELATED,0,0,$952518,304,91,$34984
04/16/12,HL,EL DORADO,KS,BUTLER,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0,0,$3600,0,0,$100
04/11/12,HL,NEW BRIGHTON,MN,RAMSEY,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$2050,0,0,$25
03/21/12,HL,ALEXANDRIA,MN,DOUGLAS,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$42700,1,0,$200
03/21/12,HL,WAYNE TOWNSHIP,IL,KANE,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,0,0,$906500,12,0,$8200
03/14/12,HL,GALENA PARK,TX,HARRIS,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$7525,0,0,$25
03/09/12,HL,TULSA,OK,,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$1030,0,0,$30
