date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),gross_barrels_spilled_(hazliq)_(b),net_barrels_lost_(hazliq)_(b)(c)
03/15/15,HL,Not Within a Municipality,OK,PAYNE,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$5550,0,0
02/12/15,HL,Not Within a Municipality,KS,LARNED,CORROSION,INTERNAL,0,0,$38708,3,2
10/28/14,HL,CUSHING,OK,PAYNE,INCORRECT OPERATION,INCORRECT VALVE POSITION,0,0,$2100,2,1
09/04/14,HL,SOUTH HAVEN,KS,SUMNER,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,0,0,$35100,40,1
08/29/14,HL,CUNNINGHAM,KS,KINGMAN,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,$400,0,0
08/09/14,HL,LYONS,KS,RICE,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$1340,2,0
07/10/14,HL,BILLINGS,OK,GARFIELD,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$1550,0,0
04/02/14,HL,BLACKWELL,OK,KAY,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0,0,$32500,160,5
01/15/14,HL,ZENDA,KS,HARPER,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,$14000,35,15
01/07/14,HL,GILL,CO,WELD,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$1000,2,0
11/20/13,HL,PONCA CITY,OK,KAY,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,0,0,$2000,125,0
10/22/13,HL,BILLINGS,OK,NOBLE,CORROSION,EXTERNAL,0,0,$10000,7,7
06/29/13,HL,CUSHING,OK,PAYNE,CORROSION,INTERNAL,0,0,$58100,85,1
05/21/13,HL,CUSHING,OK,PAYNE,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$5100,1,0
04/19/13,HL,,OK,KAY,CORROSION,INTERNAL,0,0,$12400,3,2
01/21/13,HL,HUDSON,KS,STAFFORD,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,$1545,1,1
07/15/12,HL,HUDSON,KS,STAFFORD,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,$10100,99,6
06/25/12,HL,REECE,KS,GREENWOOD,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$6900,142,2
06/15/12,HL,EL DORADO,KS,BUTLER,CORROSION,INTERNAL,0,0,$43720,60,2
08/12/11,HL,HUDSON,KS,STAFFORD,CORROSION,INTERNAL,0,0,$5100,3,1
11/09/10,HL,HAVEN,KS,RENO COUNTY,CORROSION,INTERNAL,0,0,$91950,95,5
07/29/10,HL,HAVEN,KS,RENO COUNTY,CORROSION,INTERNAL,0,0,$45000,20,8
05/20/10,HL,HUDSON,KS,STAFFORD,CORROSION,INTERNAL,0,0,$11012,0,0
02/02/10,HL,HARPER,KS,HARPER,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$6500,15,5
12/31/09,HL,LONGVIEW,TX,GREGG,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$75075,60,1
08/20/09,HL,YODER,KS,RENO,CORROSION,INTERNAL,0,0,$134000,88,48
04/25/09,HL,EL DORADO,KS,BUTLER,CORROSION,INTERNAL,0,0,$4100,5,1
01/21/07,HL,NEW LONDON,TX,RUSK,CORROSION,INTERNAL,0,0,$20000,0,0
02/20/06,HL,CUSHING,OK,PAYNE,CORROSION,INTERNAL,0,0,$705500,49000,100
01/26/06,HL,CUSHING,OK,PAYNE,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,0,0,$7220,30,0
