date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),value_of_product_lost_(b)
05/21/15,GT,RAYNE,LA,ACADIA PARRISH,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$105407,$85407
01/11/15,GT,STANTON,KY,POWELL COUNTY,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$38204,$37889
11/28/14,GT,LIBERTY,KY,CASEY COUNTY,MATERIAL/WELD/EQUIP FAILURE,COMPRESSOR OR COMPRESSOR-RELATED EQUIPMENT,0,0,$60138,$60138
11/19/14,GT,LIBERTY,KY,CASEY,MATERIAL/WELD/EQUIP FAILURE,COMPRESSOR OR COMPRESSOR-RELATED EQUIPMENT,0,0,$71871,$71871
11/17/14,GT,BOURG,LA,LAFROUCHE PARRISH,OTHER OUTSIDE FORCE DAMAGE,MARITIME EQUIPMENT OR VESSEL ADRIFT,0,0,$101460,$1460
05/10/14,GT,CORINTH,MS,ALCORN,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$119076,$119076
04/25/14,GT,DELHI,LA,MADISON,ALL OTHER CAUSES,UNKNOWN,0,0,$259316,$85659
02/13/14,GT,KNIFLEY,KY,ADAIR,NATURAL FORCE DAMAGE,EARTH MOVEMENT,0,0,$1800013,$238362
12/12/13,GT,CORINTH,MS,ALCORN,MATERIAL/WELD/EQUIP FAILURE,COMPRESSOR OR COMPRESSOR-RELATED EQUIPMENT,0,0,$17308,$17058
10/13/13,GT,VILLE PLATTE,LA,EVANGELINE,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$158544,$53544
03/29/13,GT,CORINTH,MS,ALCORN,MATERIAL/WELD/EQUIP FAILURE,COMPRESSOR OR COMPRESSOR-RELATED EQUIPMENT,0,0,$14124,$14124
01/26/13,GT,PECAN ISLAND,LA,VERMILLION,MATERIAL/WELD/EQUIP FAILURE,ENVIRONMENTAL CRACKING-RELATED,0,0,$1225547,$32
05/10/12,GT,LIBERTY,KY,CASEY,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$34725,$33725
01/02/12,GT,IRVINE,KY,ESTILL,NATURAL FORCE DAMAGE,EARTH MOVEMENT,0,0,$1688065,$681065
12/06/09,GT,RAYNE,LA,ACADIA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$114700,$109700
12/26/08,GT,FRANKLIN,LA,ST. MARY,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$86350,$86350
10/19/08,GT,INVERNESS,MS,SUNFLOWER,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$58233,$58233
02/27/08,GT,HARTSVILLE,TN,MACON,NATURAL FORCE DAMAGE,HIGH WINDS,0,0,$78500000,$0
12/14/07,GT,DELHI,LA,MADISON,CORROSION,EXTERNAL,1,0,$3045450,$200450
11/07/07,GT,OFFSHORE,N/A,,CORROSION,INTERNAL,0,0,$77200,$1000
08/16/07,GT,,LA,LAFAYETTE,MATERIAL/WELD/EQUIP FAILURE,THREADS STRIPPED BROKEN PIPE COUPLING,0,0,$107000,$107000
08/03/07,GT,UNKNOWN,LA,UNKNOWN,CORROSION,INTERNAL,0,0,$220200,$50000
06/30/07,GT,OFFSHORE,N/A,,MATERIAL/WELD/EQUIP FAILURE,JOINT/FITTING/COMPONENT,0,0,$180000,$0
01/15/07,GT,OFFSHORE,LA,,MATERIAL/WELD/EQUIP FAILURE,BUTT WELD,0,0,$525000,$50000
10/29/06,GT,OFFSHORE,LA,,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$225000,$0
10/29/06,GT,OFFSHORE,LA,,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$1000000,$0
09/13/06,GT,DELHI,LA,MADISON,CORROSION,EXTERNAL,0,0,$247900,$15000
08/25/06,GT,CORINTH,MS,ALCORN,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$197000,$197000
08/10/06,GT,CENTERVILLE,LA,ST. MARY,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$77646,$77646
08/02/06,GT,,KY,ROWAN,MATERIAL/WELD/EQUIP FAILURE,PIPE SEAM,0,0,$237500,$236500
07/19/06,GT,OFFSHORE,LA,,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$300000,$0
02/08/06,GT,OFFSHORE,N/A,,MATERIAL/WELD/EQUIP FAILURE,JOINT/FITTING/COMPONENT,0,0,$451000,$1000
01/08/06,GT,OFFSHORE,N/A,,CORROSION,INTERNAL,0,0,$165000,$32480
