date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),gross_barrels_spilled_(hazliq)_(b),net_barrels_lost_(hazliq)_(b)(c),value_of_product_lost_(d)
06/10/13,GT,CHAMBERSBURG,PA,FRANKLIN,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0,0,$455000,N/A,N/A,$102000
01/06/12,GT,LUTHERSBURG,PA,CLEARFIELD,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$121301,N/A,N/A,$66301
05/07/09,GT,COXS MILLS,WV,GILMER,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,0,0,$40000,N/A,N/A,$1000
03/31/09,GT,LUSBY,MD,CALVERT,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$200000,N/A,N/A,$43000
12/12/08,GT,CHURCHVILLE,WV,LEWIS,MATERIAL/WELD/EQUIP FAILURE,FILLET WELD,0,0,$40000,N/A,N/A,$20000
11/13/08,GT,LUSBY,MD,CALVERT,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,0,0,$231000,N/A,N/A,$230000
09/30/08,GT,DELMONT,PA,WESTMORELAND,CORROSION,INTERNAL,0,0,$350000,N/A,N/A,$320000
09/14/08,GT,RENOVO,PA,CLINTON,ALL OTHER CAUSES,UNKNOWN,0,0,$0,N/A,N/A,$0
12/01/07,GT,HARRISON VALLEY,PA,POTTER,CORROSION,INTERNAL,0,0,$782000,N/A,N/A,$672000
11/09/06,GT,JANE LEW,WV,LEWIS,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,0,0,$40000,N/A,N/A,$27000
08/20/06,GT,BENEZETTE,PA,ELK,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,0,0,$82330,N/A,N/A,$79000
07/18/06,GT,NEW MARTINSVILLE,WV,MARSHALL,INCORRECT OPERATION,INCORRECT OPERATION,0,0,$0,N/A,N/A,$0
