date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),value_of_product_lost_(b)
06/10/15,GT,Not Within a Municipality,TX,GRAY,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$15545,$14595
08/20/14,GT,WENDEN,AZ,LA PAZ,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,0,0,$131676,$81371
09/16/13,GT,LORDSBURG,NM,HIDALGO,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$31300,$31200
06/15/13,GT,MESITA,NM,CIBOLA,INCORRECT OPERATION,INCORRECT VALVE POSITION,0,0,$89978,$89778
08/16/12,GT,,TX,GRAY,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0,0,$43569,$40560
03/29/12,GT,YAH-TA-HEY,NM,MCKINLEY,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$84132,$532
08/16/11,GT,YA TA HEY,NM,MCKINLEY,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$213997,$111497
07/27/11,GT,GANADO,AZ,APACHE,MATERIAL/WELD/EQUIP FAILURE,CONSTRUCTION INSTALLATION OR FABRICATION-RELATED,0,0,$569150,$409350
04/16/10,GT,,TX,CUMBERSON,CORROSION,EXTERNAL,0,0,$107050,$97800
03/01/10,GT,KINGMAN,AZ,MOJAVE,MATERIAL/WELD/EQUIP FAILURE,CONSTRUCTION INSTALLATION OR FABRICATION-RELATED,0,0,$99567,$99567
11/05/09,GT,BUSHLAND,TX,POTTER,ALL OTHER CAUSES,MISCELLANEOUS,0,3,$436156,$436156
08/30/09,GT,WILLCOX,AZ,COCHISE,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,0,0,$504105,$93605
06/26/09,GT,DENVER CITY,TX,GAINES,MATERIAL/WELD/EQUIP FAILURE,BUTT WELD,0,0,$88968,$47468
06/19/09,GT,DILKON,AZ,NAVAJO,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$92298,$67298
03/20/09,GT,SELIGMAN,AZ,MOHAVE,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$86092,$86092
05/01/07,GT,TUCSON,AZ,PIMA,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,0,0,$223430,$222430
