date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),value_of_product_lost_(b)
05/15/15,GT,OFFSHORE,OCS,,CORROSION,EXTERNAL,0,0,$383104,$8104
04/14/15,GT,OFFSHORE,OCS,,CORROSION,EXTERNAL,0,0,$311405,$1405
03/13/15,GT,OFFSHORE,OCS,,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,$324850,$24850
02/27/15,GT,GRAND CHENIER,LA,CAMERON,CORROSION,EXTERNAL,0,0,$75154,$154
01/27/15,GT,GRAND CHENIER,LA,CAMERON,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$1339179,$109179
11/26/14,GT,OFFSHORE,OCS,,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,0,0,$559865,$59865
09/16/14,GT,BENTON HARBOR,MI,BERRIEN,MATERIAL/WELD/EQUIP FAILURE,ENVIRONMENTAL CRACKING-RELATED,0,0,$3534000,$384000
07/26/14,GT,OFFSHORE,OCS,,CORROSION,INTERNAL,0,0,$243734,$8734
07/12/14,GT,PATTERSON,LA,ST. MARY,INCORRECT OPERATION,INCORRECT VALVE POSITION,0,0,$75950,$75950
06/20/14,GT,OFFSHORE,OCS,,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0,0,$413990,$163990
04/15/14,GT,GOODMAN,WI,MARINETTE,NATURAL FORCE DAMAGE,TEMPERATURE,0,0,$296500,$291500
02/18/14,GT,OFFSHORE,OCS,,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,$170000,$50000
01/17/14,GT,OFFSHORE,OCS,,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$195000,$40000
12/02/13,GT,NEW LONDON,IA,DES MOINES,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$400000,$25000
06/18/13,GT,CHANNAHON,IL,WILL,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$58653,$40000
