date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),gross_barrels_spilled_(hazliq)_(b),net_barrels_lost_(hazliq)_(b)(c)
01/09/15,HL,LIMA,OH,ALLEN,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,$45946,100,5
10/13/14,HL,MOORINGSPORT,LA,CADDO,MATERIAL/WELD/EQUIP FAILURE,ENVIRONMENTAL CRACKING-RELATED,0,0,$11702787,4509,440
04/18/14,HL,LONGVIEW,TX,GREGG,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$4501,3,1
04/04/14,HL,NEW JOHNSVILLE,TN,HUMPHREYS,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$20798,1,0
03/22/14,HL,NEW JOHNSVILLE,TN,HUMPHREYS,CORROSION,INTERNAL,0,0,$25000,2,0
03/17/14,HL,COLERAIN TOWNSHIP,OH,HAMILTON,MATERIAL/WELD/EQUIP FAILURE,ENVIRONMENTAL CRACKING-RELATED,0,0,$7174939,450,8
02/24/14,HL,CLARKSON,KY,GRAYSON,CORROSION,INTERNAL,0,0,$48200,1,0
02/20/14,HL,SAMARIA,MI,MONROE,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,0,0,$1720,0,0
02/17/14,HL,LIMA,OH,ALLEN,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,$5136,0,0
12/22/13,HL,BURLINGTON,KY,BOONE,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,0,0,$2500,0,0
08/08/13,HL,OREGON,OH,LUCAS,CORROSION,INTERNAL,0,0,$10119,2,0
05/16/13,HL,OREGON,OH,LUCAS,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$3658,0,0
04/29/13,HL,KARNACK,TX,HARRISON,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$10984,0,0
03/26/13,HL,CLARKSON,KY,GRAYSON,CORROSION,INTERNAL,0,0,$83848,20,2
01/24/13,HL,NEW JOHNSONVILLE,TN,HUMPHREYS,NATURAL FORCE DAMAGE,TEMPERATURE,0,0,$45000,0,0
01/15/13,HL,MAYERSVILLE,MS,ISSAQUENA,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,0,0,$4800,0,0
12/23/12,HL,MAYERSVILLE,MS,ISSAQUENA,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$37407,7,2
06/11/12,HL,MAYERSVILLE,MS,ISSAQUENA,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$3500,0,0
04/23/12,HL,HEBRON,KY,BOONE,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$9900,0,0
07/24/11,HL,HEBRON,KY,BOONE,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$0,0,0
07/01/11,HL,HAYNESVILLE,LA,CLAIBORNE,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$3992,1,1
06/16/11,HL,LIMA,OH,ALLEN,CORROSION,INTERNAL,0,0,$120888,100,10
12/16/10,HL,MAYERSVILLE,MS,ISSAQUENA,CORROSION,INTERNAL,0,0,$150532,75,17
08/05/10,HL,OREGON,OH,LUCAS,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$21238,1,1
03/01/10,HL,LONGVIEW,TX,GREGG,CORROSION,INTERNAL,0,0,$16018,198,2
10/14/09,HL,MAYERSVILLE,MS,ISSAQUENA,INCORRECT OPERATION,INCORRECT OPERATION,0,0,$666637,220,220
