date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),value_of_product_lost_(b)
04/23/15,GT,WAYNESBURG,PA,GREENE COUNTY,MATERIAL/WELD/EQUIP FAILURE,CONSTRUCTION INSTALLATION OR FABRICATION-RELATED,0,0,$13126,$13126
03/25/15,GT,MATHIAS,WV,HARDY,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$15359,$15359
11/23/14,GT,PERRYSVILLE,OH,RICHLAND,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,0,0,$28059,$16059
10/30/14,GT,,OH,HOCKING COUNTY,CORROSION,EXTERNAL,0,0,$214726,$14726
09/02/14,GT,LONG EDDY,NY,DELAWARE COUNTY,NATURAL FORCE DAMAGE,OTHER NATURAL FORCE DAMAGE,0,0,$35696,$35696
07/09/14,GT,SMITHFIELD,WV,WETZEL,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$47422,$47422
07/02/14,GT,LONG EDDY,NY,SULLIVAN COUNTY,ALL OTHER CAUSES,UNKNOWN,0,0,$36545,$36545
07/01/14,GT,SMITHFIELD,WV,WETZEL,ALL OTHER CAUSES,UNKNOWN,0,0,$16963,$16963
06/15/14,GT,SMITHFIELD,WV,WETZEL COUNTY,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$23129,$22429
01/12/14,GT,,KY,FLOYD,NATURAL FORCE DAMAGE,EARTH MOVEMENT,0,0,$30456,$30456
01/03/14,GT,LANHAM,WV,KANAWHA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$68056,$68056
12/06/13,GT,LONG EDDY,NY,HANCOCK,MATERIAL/WELD/EQUIP FAILURE,CONSTRUCTION INSTALLATION OR FABRICATION-RELATED,0,0,$94662,$44662
12/11/12,GT,SISSONVILLE,WV,KANAWHA,CORROSION,EXTERNAL,0,0,$4376218,$285760
10/30/12,GT,FLAT TOP,WV,SUMMERS,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$20619,$20619
08/25/12,GT,ELYRIA,OH,LORAIN,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,0,4,$56960,$1960
02/29/12,GT,REPUBLIC,OH,SENECA,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,0,0,$17272,$12721
01/21/12,GT,CAMERON,WV,MARSHALL,MATERIAL/WELD/EQUIP FAILURE,COMPRESSOR OR COMPRESSOR-RELATED EQUIPMENT,0,0,$9877,$9877
12/15/11,GT,MINERAL,WV,MINERAL,EXCAVATION DAMAGE,PREVIOUS DAMAGE DUE TO EXCAVATION,0,0,$58331,$53131
12/08/11,GT,RIPLEY,WV,JACKSON,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$56006,$56006
11/03/11,GT,ARTEMAS,PA,BEDFORD,CORROSION,INTERNAL,0,0,$559400,$53400
09/28/11,GT,CORNING,NY,,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$86716,$86266
09/04/11,GT,MANSFIELD,OH,RICHLAND,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$35063,$34421
07/12/11,GT,,OH,GUERNSEY,CORROSION,INTERNAL,0,0,$293179,$261679
05/13/11,GT,8 MILES SSE OF IRVINE KY,KY,ESTILL,MATERIAL/WELD/EQUIP FAILURE,COMPRESSOR OR COMPRESSOR-RELATED EQUIPMENT,0,0,$121248,$248
05/12/11,GT,5.3 MILES SOUTH OF LOUISA KY,KY,LAWRENCE COUNTY KY,NATURAL FORCE DAMAGE,EARTH MOVEMENT,0,0,$171476,$10926
02/27/11,GT,DELBARTON,WV,MINGO,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$38113,$38113
02/22/11,GT,STRASBURG,VA,SHENANDOAH COUNTY,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$1802,$1802
09/09/10,GT,RICHARDSON (NEAR),KY,LAWRENCE,CORROSION,EXTERNAL,0,0,$385823,$91297
09/07/10,GT,LEETONIA,OH,COLUMBIANA,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0,0,$490080,$80
11/16/09,GT,SANDYVILLE,WV,JACKSON,MATERIAL/WELD/EQUIP FAILURE,JOINT/FITTING/COMPONENT,0,0,$5167,$167
11/14/09,GT,CAMERON,WV,MARSHALL,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$5600000,$0
07/12/09,GT,CHESTER SPRINGS,PA,CHESTER,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$115050,$115050
06/26/09,GT,RANSOM,KY,PIKE,NATURAL FORCE DAMAGE,EARTH MOVEMENT,0,0,$396563,$304846
05/07/09,GT,CLENDENIN,WV,KANAWHA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$726553,$726553
04/04/09,GT,SENECA ROCKS,WV,PENDLETON,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$101335,$101335
01/04/09,GT,ELKVIEW,WV,KANAWHA,CORROSION,INTERNAL,0,0,$29011,$29011
11/05/08,GT,,PA,PIKE,MATERIAL/WELD/EQUIP FAILURE,ENVIRONMENTAL CRACKING-RELATED,0,0,$1849692,$164000
10/15/08,GT,LEESBURG,VA,LOUDOUN,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$13000,$0
09/12/08,GT,HAMDEN,OH,VINTON,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$80008,$78811
07/28/07,GT,MARIETTA,OH,WASHINGTON,CORROSION,INTERNAL,0,0,$325000,$311423
07/17/07,GT,MONKTON,MD,BALTIMORE,ALL OTHER CAUSES,MISCELLANEOUS,0,1,$0,$0
12/18/06,GT,HYNER,PA,CLINTON,NATURAL FORCE DAMAGE,LIGHTNING,0,0,$160000,$0
09/18/06,GT,ADDISON,PA,SOMERSET,CORROSION,INTERNAL,0,0,$215100,$149100
08/21/06,GT,LOST RIVER,WV,HARDY,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,0,0,$132908,$129512
07/28/06,GT,MANSFIELD,OH,RICHLAND,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,0,0,$65315,$45315
04/07/06,GT,THURSTON,OH,FAIRFIELD,MATERIAL/WELD/EQUIP FAILURE,JOINT/FITTING/COMPONENT,0,0,$63300,$20985
03/26/06,GT,FORT GAY,WV,WAYNE,NATURAL FORCE DAMAGE,EARTH MOVEMENT,0,0,$72600,$54727
