date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),gross_barrels_spilled_(hazliq)_(b),net_barrels_lost_(hazliq)_(b)(c)
04/20/15,HL,HALFWAY,MO,POLK,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$16580,0,0
04/15/15,HL,AFTON,OK,DELAWARE,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$18135,0,0
04/10/15,HL,OWENSVILLE,MO,GASCONADE,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$300150,1,0
11/25/14,HL,GLENPOOL,OK,TULSA,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$2720,0,0
11/12/14,HL,HEARNE,TX,ROBERTSON,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0,0,$2112500,20,0
08/07/14,HL,GLENPOOL,OK,TULSA,INCORRECT OPERATION,INCORRECT VALVE POSITION,0,0,$11850,0,0
07/11/14,HL,HAMMOND,IN,LAKE,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$119531,10,0
05/20/14,HL,LA BELLE,TX,JEFFERSON,INCORRECT OPERATION,INCORRECT INSTALLATION,0,0,$7487000,250,0
05/14/14,HL,AFTON,OK,DELAWARE,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$60380,2,0
05/11/14,HL,CADDO MILLS,TX,HUNT,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$1020,0,0
02/12/14,HL,HAMMOND,IN,LAKE,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$765,0,0
11/03/13,HL,PASADENA,TX,HARRIS,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$11588,0,0
10/29/13,HL,BLUE MOUND,IL,CHRISTIAN,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$16150,1,0
10/15/13,HL,CADDO MILLS,TX,HUNT,CORROSION,EXTERNAL,0,0,$23150,0,0
10/03/13,HL,HUNTSVILLE,TX,WALKER,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$45250,3,0
08/15/13,HL,DECATUR,IL,MACON,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$45970,0,0
07/10/13,HL,PORT ARTHUR,TX,JEFFERSON,MATERIAL/WELD/EQUIP FAILURE,CONSTRUCTION INSTALLATION OR FABRICATION-RELATED,0,0,$431656,2,0
04/23/13,HL,GLENPOOL,OK,TULSA,INCORRECT OPERATION,INCORRECT INSTALLATION,0,0,$638140,0,0
04/07/13,HL,DECATUR,IL,MACON,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$1743000,30,0
04/03/13,HL,HOUSTON,TX,HARRIS,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,$22150,1,0
11/24/12,HL,HUNTSVILLE,TX,WALKER,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$495700,86,0
11/05/12,HL,AFTON,OK,DELAWARE,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$362000,200,0
07/02/12,HL,HOUSTON,TX,HARRIS,CORROSION,INTERNAL,0,0,$17500,2,0
06/25/12,HL,LEBANON,MO,LACLEDE,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$35020,0,0
05/17/12,HL,GLENPOOL,OK,TULSA,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0,0,$26315,7,0
05/08/12,HL,GERALD,MO,FRANKLIN,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$24525,0,0
04/11/12,HL,STRAWN,IL,LIVINGSTON,CORROSION,INTERNAL,0,0,$53000,41,0
03/21/12,HL,HARTFORD,IL,MADISON,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$100750,11,0
02/15/12,HL,CONROE,TX,MONTGOMERY,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$901600,14,0
12/09/10,HL,PORT ARTHUR,TX,JEFFERSON,CORROSION,EXTERNAL,0,0,$575025,2,0
09/13/10,HL,HOUSTON,TX,HARRIS,INCORRECT OPERATION,PIPELINE/EQUIPMENT OVERPRESSURED,0,0,$364157,189,0
08/23/10,HL,GLENPOOL,OK,TULSA,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$2799,0,0
07/27/10,HL,HARTFORD,IL,MADISON,CORROSION,INTERNAL,0,0,$362045,197,0
06/28/10,HL,STRAWN,IL,LIVINGSTON,CORROSION,INTERNAL,0,0,$135000,3,0
04/13/10,HL,PORT ARTHUR,TX,JEFFERSON,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,$102969,0,0
01/19/10,HL,HARTFORD,IL,MADISON,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,$46185,3,1
11/28/09,HL,GLENPOOL,OK,TULSA,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$11355,0,0
09/09/09,HL,MONTALBA,TX,ANDERSON,CORROSION,INTERNAL,0,0,$45293,7,0
09/08/09,HL,ARLINGTON,TX,TARRANT,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$21752,1,1
08/17/09,HL,CANEY,OK,ATOKA,MATERIAL/WELD/EQUIP FAILURE,ENVIRONMENTAL CRACKING-RELATED,0,0,$2769476,100,100
06/24/09,HL,EAST ALTON,IL,MADISON,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$3000,1,0
05/13/09,HL,TRINITY,TX,WALKER,MATERIAL/WELD/EQUIP FAILURE,THREADS STRIPPED BROKEN PIPE COUPLING,0,0,$370008,1,0
04/09/09,HL,GLENPOOL,OK,TULSA,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$1067,0,0
03/29/09,HL,EAST ALTON,IL,MADISON,MATERIAL/WELD/EQUIP FAILURE,RUPTURED OR LEAKING SEAL/PUMP PACKING,0,0,$554980,252,40
03/07/09,HL,GLENPOOL,OK,TULSA,MATERIAL/WELD/EQUIP FAILURE,RUPTURED OR LEAKING SEAL/PUMP PACKING,0,0,$48135,15,4
01/10/09,HL,COLLEGE STATION,TX,BRAZOS,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$1418713,373,369
12/23/08,HL,SCHERERVILLE,IN,LAKE,INCORRECT OPERATION,UNSPECIFIED INCORRECT OPERATION,0,0,$18108,0,0
10/25/08,HL,EAST ALTON,IL,MADISON,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$561810,0,0
10/22/08,HL,HAMMOND,IN,LAKE,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$29891,0,0
