date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),gross_barrels_spilled_(hazliq)_(b),net_barrels_lost_(hazliq)_(b)(c)
01/19/15,HL,MUSCOY,CA,SAN BERNARDINO,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$62542,3,2
11/12/14,HL,BAKER,CA,SAN BERNARDINO,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0,0,$3532,0,0
11/02/12,HL,BAKER,CA,SAN BERNARDINO,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$7584,0,0
06/06/12,HL,BAKER,CA,SAN BERNARDINO,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$11049,0,0
05/07/10,HL,LAS VEGAS,NV,CLARK,CORROSION,EXTERNAL,0,0,$39518,5,0
04/16/09,HL,COLTON,CA,SAN BERNARDINO,CORROSION,UNSPECIFIED CORROSION,0,0,$10411,0,0
03/04/08,HL,COLTON,CA,SAN BERNARDINO,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED MATERIAL/WELD FAILURE,0,0,$35496,0,0
07/30/07,HL,VICTORVILLE,CA,SAN BERNARDINO,INCORRECT OPERATION,UNSPECIFIED INCORRECT OPERATION,0,0,$7110,1,0
02/05/07,HL,VICTORVILLE,CA,SAN BERNARDINO,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$1702,0,0
04/28/06,HL,VICTORVILLE,CA,SAN BERNARDINO,MATERIAL/WELD/EQUIP FAILURE,RUPTURED OR LEAKING SEAL/PUMP PACKING,0,0,$963617,914,864
