date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),gross_barrels_spilled_(hazliq)_(b),net_barrels_lost_(hazliq)_(b)(c)
01/09/15,HL,CUSHING,OK,PAYNE,CORROSION,INTERNAL,0,0,$525050,1,0
12/22/13,HL,CUSHING,OK,LINCOLN,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$33300,3,0
05/18/13,HL,CUSHING,OK,LINCOLN,CORROSION,INTERNAL,0,0,$13844274,2246,175
02/22/13,HL,CUSHING,OK,PAYNE,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$118550,0,0
01/07/13,HL,CUSHING,OK,PAYNE,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$1500,1,0
10/23/12,HL,CUSHING,OK,PAYNE,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$95100,0,0
07/24/12,HL,CUSHING,OK,PAYNE,CORROSION,INTERNAL,0,0,$27600,1,0
09/19/11,HL,CUSHING,OK,LINCOLN,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$10200,2,0
07/09/11,HL,CUSHING,OK,PAYNE,CORROSION,INTERNAL,0,0,$5050,0,0
03/28/11,HL,CUSHING,OK,PAYNE,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$7500,4,0
09/12/10,HL,EL DORADO,KS,BUTLER,CORROSION,EXTERNAL,0,0,$80000,0,0
08/24/10,HL,RICHLAND,MO,PULASKI,CORROSION,INTERNAL,0,0,$15000,1,0
03/24/10,HL,CUSHING,OK,LINCOLN,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$1350,0,0
03/18/10,HL,CUSHING,OK,PAYNE,CORROSION,EXTERNAL,0,0,$54000,7,0
07/02/09,HL,SKIATOOK,OK,OSAGE,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$22120,2,2
05/08/09,HL,EL DORADO,KS,BUTLER,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$17000,2,0
03/02/09,HL,CUSHING,OK,PAYNE,CORROSION,UNSPECIFIED CORROSION,0,0,$6500,2,0
04/06/08,HL,EL DORADO,KS,BUTLER,CORROSION,INTERNAL,0,0,$476127,550,0
02/27/08,HL,CHELSEA,OK,ROGERS,CORROSION,EXTERNAL,0,0,$35200,3,2
10/17/07,HL,CUSHING,OK,PAYNE,CORROSION,INTERNAL,0,0,$15000,20,0
08/16/07,HL,EL DORADO,KS,BUTLER,CORROSION,UNSPECIFIED CORROSION,0,0,$1500,0,0
05/17/07,HL,CUSHING,OK,PAYNE,CORROSION,UNSPECIFIED CORROSION,0,0,$2202,0,0
05/03/07,HL,CUSHING,OK,LINCOLN,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$1700,3,0
04/10/07,HL,CUSHING,OK,PAYNE,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$7900,2,0
03/07/07,HL,CUSHING,OK,PAYNE,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$2900,0,0
08/29/06,HL,CUSHING,OK,LINCOLN,CORROSION,INTERNAL,0,0,$150035,0,0
08/13/06,HL,EL DORADO,KS,BUTLER,CORROSION,INTERNAL,0,0,$90140,140,2
