date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),value_of_product_lost_(b)
11/24/14,GT,JESSIEVILLE,AR,GARLAND,NATURAL FORCE DAMAGE,EARTH MOVEMENT,0,0,$277865,$64774
11/14/14,GT,OKLONA,AR,CLARK,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$70305,$11280
08/29/14,GT,DAINGERFIELD,TX,MORRIS,NATURAL FORCE DAMAGE,OTHER NATURAL FORCE DAMAGE,0,0,$3953,$3003
04/27/14,GT,VILONIA,AR,FAULKNER,NATURAL FORCE DAMAGE,OTHER NATURAL FORCE DAMAGE,0,0,$250600,$45600
10/01/13,GT,HYDRO,OK,CADDO,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$152625,$92625
02/28/13,GT,CONWAY,AR,FALKNER,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$2208,$1713
02/10/13,GT,CENTER POINT,TX,CAMP,CORROSION,EXTERNAL,0,0,$67434,$24444
11/08/12,GT,CRAWFORDSVILLE,AR,CRITTENDON,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$84564,$11964
11/05/12,GT,LETONA,AR,WHITE,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,$14069,$14069
10/30/12,GT,LETONA,AR,WHITE,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,$14974,$14974
07/24/12,GT,LEWISVILLE,AR,LAFAYETTE,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$59361,$34536
07/14/12,GT,COVE,AR,POLK,INCORRECT OPERATION,INCORRECT VALVE POSITION,0,0,$16575,$15675
06/20/12,GT,EL DORADO,AR,UNION,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$91772,$12
10/23/11,GT,GLENWOOD,AR,PIKE,NATURAL FORCE DAMAGE,LIGHTNING,0,0,$183917,$8841
09/24/11,GT,NORTH LITTLE ROCK,AR,PULASKI,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,0,0,$46293,$21710
08/16/11,GT,AMBER,OK,GRADY,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$196200,$188000
