date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),gross_barrels_spilled_(hazliq)_(b),net_barrels_lost_(hazliq)_(b)(c)
05/31/15,HL,JAL,NM,LEA,NATURAL FORCE DAMAGE,LIGHTNING,0,0,$44470,35,0
05/21/15,HL,GARDENDALE,TX,ECTOR,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,$4350,1,0
05/19/15,HL,GOLETA,CA,SANTA BARBARA,ALL OTHER CAUSES,UNKNOWN,0,0,$79408298,2400,2376
05/13/15,HL,WICHITA FALLS,TX,WICHITA FALLS,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,0,0,$3494,1,0
05/08/15,HL,WICHITA FALLS,TX,WICHITA FALLS,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,0,0,$8180,4,0
04/27/15,HL,DENVER CITY,TX,YOAKUM,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,$39695,25,0
04/17/15,HL,BAKERSFIELD,CA,KERN,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,$5070,0,0
04/02/15,HL,COMANCHE,OK,STEPHENS,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$5618,8,0
03/04/15,HL,MCKITTRICK,CA,KERN,NATURAL FORCE DAMAGE,TEMPERATURE,0,0,$124700,100,10
02/24/15,HL,MIDLAND,TX,MIDLAND,ALL OTHER CAUSES,UNKNOWN,0,0,$160200,15,0
02/21/15,HL,JAL,NM,LEA,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$130500,10,0
02/16/15,HL,BAKERSFIELD,CA,KERN,CORROSION,INTERNAL,0,0,$9803,2,0
01/22/15,HL,MCCAMEY,TX,UPTON,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$8400,2,0
01/05/15,HL,COTULLA,TX,LA SALLE,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,$1050,1,0
01/01/15,HL,MIDLAND,TX,MIDLAND,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,0,0,$376902,500,65
12/17/14,HL,CASPER,WY,NATRONA,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$14015,0,0
12/11/14,HL,COTULLA,TX,LA SALLE,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$12050,1,0
12/02/14,HL,POWELL,WY,PARK,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$13960,4,0
11/30/14,HL,CASPER,WY,NATRONA,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$6400,2,0
11/26/14,HL,DENVER CITY,TX,YOAKUM,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,0,0,$46100,50,0
11/13/14,HL,,OK,CARTER,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$39958,30,0
11/08/14,HL,,TX,DIMMIT,INCORRECT OPERATION,INCORRECT VALVE POSITION,0,0,$535076,790,0
09/25/14,HL,SNYDER,TX,SCURRY,OTHER OUTSIDE FORCE DAMAGE,PREVIOUS MECHANICAL DAMAGE,0,0,$15090,1,0
