date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),gross_barrels_spilled_(hazliq)_(b),net_barrels_lost_(hazliq)_(b)(c)
12/09/10,HL,WOOD RIVER,IL,MADISON,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$3450,0,0
08/17/10,HL,HAMMOND,IN,LAKE,CORROSION,EXTERNAL,0,0,$13184000,920,121
05/29/10,HL,CONSTANTINE,MI,ST. JOSEPH,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,0,0,$1965246,2121,1120
05/20/09,HL,MANHATTAN,IL,WILL,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$15075,0,0
05/06/09,HL,NORTHBORO,IA,PAGE,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,0,0,$252581,36,0
12/05/08,HL,COLON,MI,ST. JOSEPH,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,1,0,$588000,341,341
09/17/08,HL,SHOREWOOD,IL,WILL,INCORRECT OPERATION,INCORRECT OPERATION,0,0,$103000,5,3
09/09/08,HL,HARTFORD,IL,MADISON,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$6050,0,0
08/25/08,HL,SUGAR CREEK,MO,JACKSON,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$5930,0,0
03/11/08,HL,KANSAS CITY,MO,CLAY,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$890000,75,15
