date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),gross_barrels_spilled_(hazliq)_(b),net_barrels_lost_(hazliq)_(b)(c)
01/26/15,HL,GALENA PARK,TX,HARRIS,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$25218,1,0
01/06/15,HL,PASADENA,TX,HARRIS,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$14000,2,0
12/27/14,HL,PASADENA,TX,HARRIS,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$69000,100,1
10/18/14,HL,PASADENA,TX,HARRIS,CORROSION,EXTERNAL,0,0,$37000,2,0
10/02/14,HL,GALENA PARK,TX,HARRIS,INCORRECT OPERATION,INCORRECT VALVE POSITION,0,0,$150,2,0
09/04/14,HL,PASADENA,TX,HARRIS,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$28000,1,1
09/03/14,HL,CARTERET,NJ,MIDDLESEX,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,$3700,0,0
08/31/14,HL,PASADENA,TX,HARRIS,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$8000,0,0
08/07/14,HL,PASADENA,TX,HARRIS,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$59000,1,0
07/08/14,HL,PASADENA,TX,HARRIS,CORROSION,INTERNAL,0,0,$675000,0,0
07/08/14,HL,CARTERET,NJ,MIDDLESEX,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$8000,0,0
05/02/14,HL,PASADENA,TX,HARRIS,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0,0,$1201000,0,0
04/30/14,HL,PASADENA,TX,HARRIS,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$1505,0,0
01/17/14,HL,PERTH AMBOY,NJ,MIDDLESEX,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$1560,0,0
11/12/13,HL,PASADENA,TX,HARRIS,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$19383,1,0
09/26/13,HL,GALENA PARK,TX,HARRIS,INCORRECT OPERATION,INCORRECT VALVE POSITION,0,0,$625,1,0
08/21/13,HL,PASADENA,TX,HARRIS,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,0,0,$2000,6,0
08/01/13,HL,PASADENA,TX,HARRIS,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0,0,$5500,80,0
07/12/13,HL,PASADENA,TX,HARRIS,CORROSION,INTERNAL,0,0,$1000000,0,0
06/29/13,HL,PASADENA,TX,HARRIS,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0,0,$10000,0,0
06/15/13,HL,PASADENA,TX,HARRIS,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,0,0,$560,0,0
05/28/13,HL,PASADENA,TX,HARRIS,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$140,1,0
05/24/13,HL,PASADENA,TX,HARRIS,INCORRECT OPERATION,INCORRECT VALVE POSITION,0,0,$7050,0,0
05/23/13,HL,GALENA PARK,TX,HARRIS,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$7000,3,0
05/03/13,HL,CARTERET,NJ,MIDDLESEX,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$5405,0,0
04/20/13,HL,CARTERET,NJ,MIDDLESEX,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,$15275,0,0
04/05/13,HL,PASADENA,TX,HARRIS,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$40075,1,0
02/19/13,HL,CARTERET,NJ,MIDDLESEX,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$18000,1,0
02/08/13,HL,CARTERET,NJ,MIDDLESEX,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,$30000,2,0
02/04/13,HL,PASADENA,TX,HARRIS,INCORRECT OPERATION,PIPELINE/EQUIPMENT OVERPRESSURED,0,0,$785000,1100,0
01/29/13,HL,CARTERET,NJ,MIDDLESEX,NATURAL FORCE DAMAGE,TEMPERATURE,0,0,$34040,4,0
01/27/13,HL,PASADENA,TX,HARRIS,MATERIAL/WELD/EQUIP FAILURE,CONSTRUCTION INSTALLATION OR FABRICATION-RELATED,0,0,$120500,0,0
10/29/12,HL,PASADENA,TX,HARRIS,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$3463,0,0
09/11/12,HL,PASADENA,TX,HARRIS,CORROSION,INTERNAL,0,0,$1430920,0,0
09/10/12,HL,PERTH AMBOY,NJ,MIDDLESEX,CORROSION,EXTERNAL,0,0,$68901,0,0
07/23/12,HL,PASADENA,TX,HARRIS,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$1820500,16,0
05/19/12,HL,CARTERET,NJ,MIDDLESEX,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$434500,53,0
04/16/12,HL,,NJ,,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$221100,35,0
04/06/12,HL,PASADENA,TX,HARRIS,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$350005,0,0
03/17/12,HL,PASADENA,TX,HARRIS,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$23015,1,0
03/15/12,HL,PERTH AMBOY,NJ,MIDDLESEX,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0,0,$150700,0,0
03/14/12,HL,CARTERET,NJ,MIDDLESEX,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$2220,0,0
02/16/12,HL,,TX,,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,$10003,1,0
01/17/12,HL,PASADENA,TX,HARRIS,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$35005,2,0
12/03/11,HL,PASADENA,TX,HARRIS,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$1150,10,0
12/01/11,HL,PASADENA,TX,HARRIS,INCORRECT OPERATION,DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR,0,0,$3,0,0
10/31/11,HL,CARTERET,NJ,MIDDLESEX,CORROSION,EXTERNAL,0,0,$32100,0,0
10/04/11,HL,CARTERET,NJ,MIDDLESEX,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$54500,1,0
09/14/11,HL,PASADENA,TX,HARRIS,CORROSION,EXTERNAL,0,0,$150004,0,0
09/09/11,HL,CARTERET,NJ,MIDDLESEX,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,0,0,$3830,2,0
07/22/11,HL,,TX,,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$30150,1,0
06/20/11,HL,CARTERET,NJ,MIDDLESEX,CORROSION,EXTERNAL,0,0,$14540,0,0
06/10/11,HL,PASADENA,TX,HARRIS,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$13052,0,0
05/23/11,HL,PASADENA,TX,HARRIS,CORROSION,EXTERNAL,0,0,$11058,1,0
03/14/11,HL,CARTERET,NJ,MIDDLESEX,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0,0,$1380791,23,15
02/16/11,HL,CARTERET,NJ,MIDDLESEX,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,$2500,0,0
02/08/11,HL,PASADENA,TX,HARRIS,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0,0,$97520,40,20
02/06/11,HL,CARTERET,NJ,MIDDLESEX,NATURAL FORCE DAMAGE,OTHER NATURAL FORCE DAMAGE,0,0,$66500,47,0
01/07/11,HL,PASADENA,TX,HARRIS,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$46060,0,0
11/20/10,HL,CARTERET,NJ,MIDDLESEX,INCORRECT OPERATION,INCORRECT VALVE POSITION,0,0,$11700,4,2
11/08/10,HL,ARGO,IL,,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$1760,1,0
10/11/10,HL,PERTH AMBOY,NJ,MIDDLESEX,INCORRECT OPERATION,INCORRECT VALVE POSITION,0,0,$7200,2,0
08/11/10,HL,PASADENA,TX,,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$20243,0,0
07/17/10,HL,CARTERET,NJ,MIDDLESEX,NATURAL FORCE DAMAGE,TEMPERATURE,0,0,$27300,7,0
01/13/10,HL,GALENA PARK,TX,HARRIS,MATERIAL/WELD/EQUIP FAILURE,ENVIRONMENTAL CRACKING-RELATED,0,0,$30504,6,0
01/10/10,HL,,TX,,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$40336,0,0
