date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),gross_barrels_spilled_(hazliq)_(b),net_barrels_lost_(hazliq)_(b)(c)
02/27/15,HL,SNYDER,TX,SCURRY,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$1602,23,23
12/06/14,HL,MCCAMEY,TX,UPTON,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$1641,31,31
10/27/14,HL,SNYDER,TX,SCURRY,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$1697,90,90
05/02/14,HL,MCCAMEY,TX,UPTON,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$11610,2066,2066
07/27/13,HL,FORSAN,TX,HOWARD,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$1200,2,2
01/30/13,HL,SNYDER,TX,SCURRY,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$7515,4,4
04/06/12,HL,DENVER CITY,TX,YOAKUM,INCORRECT OPERATION,INCORRECT EQUIPMENT,0,0,$2912,15,15
04/03/12,HL,DENVER CITY,TX,YOAKUM,INCORRECT OPERATION,INCORRECT EQUIPMENT,0,0,$2911,3,3
11/29/10,HL,KNOX CITY,TX,STONEWALL,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$418,26,26
10/21/10,HL,,TX,,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$1525,299,299
08/09/10,HL,,TX,,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$600,0,0
05/12/10,HL,DENVER CITY,TX,GAINES COUNTY,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0,0,$823,0,0
09/08/09,HL,MCCAMEY,TX,UPTON,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$6,3,3
08/02/09,HL,PLACITAS,NM,SANDOVAL,MATERIAL/WELD/EQUIP FAILURE,RUPTURED OR LEAKING SEAL/PUMP PACKING,0,0,$115001,0,0
07/30/09,HL,MIDKIFF,TX,MIDLAND,MATERIAL/WELD/EQUIP FAILURE,JOINT/FITTING/COMPONENT,0,0,$3050,224,224
10/19/08,HL,BLOOMFIELD,NM,SAN JUAN,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED MATERIAL/WELD FAILURE,0,0,$7006,1,1
08/13/08,HL,TATUM,NM,LEA,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED MATERIAL/WELD FAILURE,0,0,$5,2,2
08/03/08,HL,PLACITAS,NM,SANDOVAL,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED MATERIAL/WELD FAILURE,0,0,$4075,0,0
06/24/08,HL,SNYDER,TX,SCURRY,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$150,46,46
05/30/08,HL,CORTEZ,CO,MONTEZUMA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$175,49,49
05/14/08,HL,TATUM,NM,LEA,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED MATERIAL/WELD FAILURE,0,0,$5,0,0
05/05/08,HL,TATUM,NM,LEA,MATERIAL/WELD/EQUIP FAILURE,JOINT/FITTING/COMPONENT,0,0,$28,5,5
04/26/07,HL,IRAAN,TX,PECOS,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$3190,73,73
01/21/07,HL,CORTEZ,CO,MONTEZUMA,MATERIAL/WELD/EQUIP FAILURE,BUTT WELD,0,0,$863,98,98
10/18/06,HL,MCCAMEY,TX,UPTON,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$255,0,0
10/10/06,HL,,TX,UPTON,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$8500,19,19
08/01/06,HL,SNYDER,TX,SCURRY,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$559,307,307
05/10/06,HL,SNYDER,TX,SCURRY,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED MATERIAL/WELD FAILURE,0,0,$1501,0,0
