date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),gross_barrels_spilled_(hazliq)_(b),net_barrels_lost_(hazliq)_(b)(c)
01/17/15,HL,Not Within a Municipality,ND,NELSON,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,0,0,$169860,0,0
08/06/14,HL,ALEXANDER,ND,MCKENZIE,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0,0,$79973,0,0
03/21/14,HL,MAXBASS,ND,BOTTINEAU,CORROSION,INTERNAL,0,0,$1379751,200,0
03/06/14,HL,TRENTON,ND,WILLIAMS,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$41300,3,0
11/02/13,HL,BERTHOLD,ND,WARD,INCORRECT OPERATION,INCORRECT VALVE POSITION,0,0,$375131,9,0
10/31/13,HL,STANLEY,ND,MOUNTRAIL,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0,0,$98287,5,0
07/22/13,HL,RUGBY,ND,PIERCE,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,0,0,$737394,0,0
07/15/13,HL,YORK,ND,BENSON,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,0,0,$518642,2,0
05/07/13,HL,GRAND FORKS,ND,GRAND FORKS,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,0,0,$231412,1,0
05/02/13,HL,KNOX,ND,BENSON,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,0,0,$359706,1,0
01/26/13,HL,LEEDS,ND,BENSON,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,0,0,$158934,0,0
12/21/12,HL,TIOGA,ND,WILLIAMS,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0,0,$77332,0,0
11/13/12,HL,MINOT,ND,WARD,CORROSION,INTERNAL,0,0,$2403151,76,0
09/25/11,HL,BERTHOLD,ND,WARD,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0,0,$229250,20,0
02/25/11,HL,MINOT,ND,WARD,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,0,0,$3000,0,0
08/20/10,HL,SHERWOOD,ND,RENVILLE,CORROSION,INTERNAL,0,0,$11025,0,0
06/07/10,HL,GRENORA,ND,WILLIAMS,MATERIAL/WELD/EQUIP FAILURE,CONSTRUCTION INSTALLATION OR FABRICATION-RELATED,0,0,$10070,1,0
03/01/10,HL,CLEARBROOK,MN,CLEARWATER,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,0,0,$19080,3,0
11/05/09,HL,ALEXANDER,ND,MCKENZIE,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$20725,10,3
11/24/07,HL,MAXBASS,ND,BOTTINEAU,INCORRECT OPERATION,INCORRECT OPERATION,0,0,$10300,84,0
03/11/07,HL,SHERWOOD,ND,RENVILLE,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$32000,1,1
01/25/07,HL,STANLEY,ND,MOUNTRAIL,INCORRECT OPERATION,INCORRECT OPERATION,0,0,$75750,215,15
06/16/06,HL,NEWBURG,ND,BOTTINEAU,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED MATERIAL/WELD FAILURE,0,0,$40000,0,0
