date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),gross_barrels_spilled_(hazliq)_(b),net_barrels_lost_(hazliq)_(b)(c)
03/06/15,HL,Not Within a Municipality,ND,MCKENZIE,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,0,0,$30679,390,5
09/05/14,HL,,WY,,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$4000,15,5
06/07/14,HL,,ND,MCKENZIE,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$227700,325,25
06/01/13,HL,OSAGE,WY,WESTON,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$5500,135,5
02/16/13,HL,,WY,CAMPBELL,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,0,0,$17700,300,15
09/29/12,HL,,WY,,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0,0,$167200,20,20
12/09/11,HL,ALEXANDER ND,ND,MCKENZIE,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$59525,1000,530
12/06/11,HL,ALEXANDER,ND,MCKENZIE,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$21232,800,150
11/14/11,HL,,WY,CAMPBELL,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$1872546,1958,1905
11/13/11,HL,DICKINSON,ND,STARK,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$40343,200,80
01/04/11,HL,,WY,CONVERSE,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$19800,30,10
06/11/10,HL,,WY,,CORROSION,EXTERNAL,0,0,$7500,0,0
01/28/10,HL,DICKINSON,ND,STARK,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,0,0,$11170,20,7
08/10/09,HL,EDGERTON,WY,NATRONA,INCORRECT OPERATION,INCORRECT OPERATION,0,0,$37282,725,30
02/17/09,HL,GILLETTE,WY,CAMPBELL,CORROSION,INTERNAL,0,0,$23600,40,40
07/15/08,HL,GILLETTE,WY,CAMPBELL,CORROSION,INTERNAL,0,0,$37935,550,25
05/21/08,HL,ALEXANDER,ND,MCKENZIE,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$6282,4,4
02/12/08,HL,GUERNSEY,WY,PLATTE,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$396,3,2
01/11/08,HL,ALEXANDER,ND,MCKENZIE,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,0,0,$5889,265,5
12/22/07,HL,GILLETTE,WY,CAMPBELL,CORROSION,INTERNAL,0,0,$14500,40,40
05/08/07,HL,BAKER,MT,FALLON,MATERIAL/WELD/EQUIP FAILURE,RUPTURED OR LEAKING SEAL/PUMP PACKING,0,0,$18000,41,6
04/30/06,HL,,ND,MCKENZIE,CORROSION,INTERNAL,0,0,$26000,25,5
