date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),gross_barrels_spilled_(hazliq)_(b),net_barrels_lost_(hazliq)_(b)(c)
02/03/15,HL,Not Within a Municipality,OK,GRANT,ALL OTHER CAUSES,UNKNOWN,0,0,$1080,1,1
09/13/14,HL,HARPER,KS,HARPER,MATERIAL/WELD/EQUIP FAILURE,CONSTRUCTION INSTALLATION OR FABRICATION-RELATED,0,0,$34884,4,4
08/14/14,HL,FREEPORT,KS,HARPER,MATERIAL/WELD/EQUIP FAILURE,ENVIRONMENTAL CRACKING-RELATED,0,0,$149344,16,16
07/01/14,HL,ENID,OK,GARFIELD,MATERIAL/WELD/EQUIP FAILURE,CONSTRUCTION INSTALLATION OR FABRICATION-RELATED,0,0,$36000,4,4
06/18/14,HL,MCPHERSON,KS,MCPHERSON,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,0,0,$72230,2,2
04/01/14,HL,CONWAY,KS,MCPHERSON,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,0,0,$100026,31,31
03/15/14,HL,PRETTY PRAIRIE,KS,RENO,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$122175,2,2
12/05/13,HL,ENGLEWOOD,KS,CLARK,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0,0,$105005,0,0
09/23/13,HL,FROST,MN,FARIBAULT,MATERIAL/WELD/EQUIP FAILURE,CONSTRUCTION INSTALLATION OR FABRICATION-RELATED,0,0,$58324,16,16
09/23/13,HL,BRADGATE,IA,HUMBOLDT,MATERIAL/WELD/EQUIP FAILURE,CONSTRUCTION INSTALLATION OR FABRICATION-RELATED,0,0,$50266,4,4
08/19/13,HL,LIVERMORE,IA,HUMBOLDT,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$112822,5,5
07/01/13,HL,BRADGATE,IA,HUMBOLDT,MATERIAL/WELD/EQUIP FAILURE,CONSTRUCTION INSTALLATION OR FABRICATION-RELATED,0,0,$209666,18,18
07/01/13,HL,BRADGATE,IA,HUMBOLDT,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$188903,5,5
05/18/13,HL,DECATUR,NE,BURT,MATERIAL/WELD/EQUIP FAILURE,CONSTRUCTION INSTALLATION OR FABRICATION-RELATED,0,0,$50120,2,2
04/12/13,HL,CONWAY,KS,MCPHERSON,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$3904,5,5
01/31/13,HL,LUVERNE,IA,HUMBOLDT,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0,0,$7100,0,0
12/17/12,HL,GREENWOOD,NE,LANCASTER,MATERIAL/WELD/EQUIP FAILURE,CONSTRUCTION INSTALLATION OR FABRICATION-RELATED,0,0,$170195,23,23
09/09/12,HL,POCAHONTAS,IA,POCAHONTAS,MATERIAL/WELD/EQUIP FAILURE,CONSTRUCTION INSTALLATION OR FABRICATION-RELATED,0,0,$42494,54,54
09/05/12,HL,DENHART,IA,HANCOCK,MATERIAL/WELD/EQUIP FAILURE,CONSTRUCTION INSTALLATION OR FABRICATION-RELATED,0,0,$37739,8,8
05/19/12,HL,AMBOY,MN,BLUE EARTH,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,0,0,$68911,3,3
06/04/11,HL,BLUFF CITY,KS,HARPER,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$25030,0,0
06/01/11,HL,ONAWA,IA,MONONA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$8080,1,1
04/21/11,HL,SOLOMON,KS,SALINE,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$47150,2,2
04/20/11,HL,MANCHESTER,KS,DICKINSON,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$41125,15,15
04/14/11,HL,,OK,GARFIELD,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,0,0,$21110,1,1
12/30/10,HL,GARNER,IA,HANCOCK,CORROSION,EXTERNAL,0,0,$64515,8,8
11/15/10,HL,EARLY,IA,SAC,MATERIAL/WELD/EQUIP FAILURE,CONSTRUCTION INSTALLATION OR FABRICATION-RELATED,0,0,$67431,8,8
09/05/10,HL,MEDFORD,OK,GRANT COUNTY,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,0,0,$45060,0,0
07/23/10,HL,PICKRELL,NE,GAGE,MATERIAL/WELD/EQUIP FAILURE,CONSTRUCTION INSTALLATION OR FABRICATION-RELATED,0,0,$163161,0,0
06/30/10,HL,LANGDON,KS,RENO,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,0,0,$68152,2,2
04/28/10,HL,SCHALLER,IA,IDA,MATERIAL/WELD/EQUIP FAILURE,CONSTRUCTION INSTALLATION OR FABRICATION-RELATED,0,0,$32030,0,0
04/26/10,HL,MCPHERSON,KS,MCPHERSON,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0,0,$117653,2,2
01/12/10,HL,PAWNEE,OK,PAWNEE,MATERIAL/WELD/EQUIP FAILURE,ENVIRONMENTAL CRACKING-RELATED,0,0,$2517615,445,445
10/23/09,HL,CLAREMORE,OK,ROGERS,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED EQUIPMENT FAILURE,0,0,$80,1,1
09/30/09,HL,NEWELL,IA,BUENA VISTA,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED MATERIAL/WELD FAILURE,0,0,$25690,0,0
09/02/09,HL,LIVERMORE,IA,HUMBOLDT,MATERIAL/WELD/EQUIP FAILURE,UNSPECIFIED MATERIAL/WELD FAILURE,0,0,$33280,0,0
