date,system,city,state,county,cause,sub_cause,fatalities,injuries,propertydamage_(a),value_of_product_lost_(b)
09/05/12,GG,OFFSHORE,OCS,,CORROSION,INTERNAL,0,0,$165074,$500
01/09/12,GG,OFFSHORE,OCS,,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$1790767,$80
12/29/11,GG,OFFSHORE,OCS,,CORROSION,INTERNAL,0,0,$298327,$102000
11/22/11,GG,OFFSHORE,OCS,,CORROSION,INTERNAL,0,0,$298327,$102000
10/25/11,GG,OFFSHORE,OCS,,CORROSION,INTERNAL,0,0,$382900,$68900
08/28/11,GG,OFFSHORE,OCS,,CORROSION,INTERNAL,0,0,$194074,$124000
03/30/11,GT,OFFSHORE,OCS,,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,0,0,$8133149,$17064
11/28/10,GG,OFFSHORE,OCS,,CORROSION,INTERNAL,0,0,$308800,$8700
09/16/10,GG,OFFSHORE,OCS,,CORROSION,INTERNAL,0,0,$583000,$0
05/07/10,GG,OFFSHORE,OCS,,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,0,0,$461000,$180000
07/10/06,GT,OFFSHORE,N/A,,MATERIAL/WELD/EQUIP FAILURE,JOINT/FITTING/COMPONENT,0,0,$1319510,$119510
03/01/06,GG,OFFSHORE,OCS,,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$1500000,$0
01/15/06,GT,OFFSHORE,N/A,,ALL OTHER CAUSES,MISCELLANEOUS,0,0,$2653941,$153941
