id,furn_type,address,permit_issued,installed,lat,lon
910,Shelter ,2600 La Brea NB La Brea Ave NS Adams Bl,Yes ,Yes,34.0321356,-118.3506883
911,Shelter ,2619 La Brea SB La Brea FS Adams Bl,Yes ,Yes,34.0318469,-118.3513228
912,Shelter ,3400 La Brea NB La Brea Ave NS Jefferson Bl,Yes ,Yes,34.0252883,-118.3546583
913,Shelter ,4001 Wilshire Bl  SB Wilton Pl. NS Ingraham St.,Yes,,34.0620848,-118.3144479
914,Shelter ,8985 Venice Bl  WB Venice Bl FS Culver Bl.,Yes ,Yes,34.0273359,-118.3931007
915,Shelter ,EB Venice Bl.  EB Venice Bl NS Culver Bl,Yes ,Yes,34.0269899,-118.394558
916,Shelter ,1106 S. Fairfax Ave. NB Fairfax Ave. NS Whitworth Dr.,Yes,,34.055453,-118.364754
917,Shelter ,4406 Adams Bl  SB Crenshaw Bl FS Adams Bl,Yes,,34.0322241,-118.3354856
918,Shelter ,2855 S. Crenshaw Bl  SB Crenshaw Bl  NS 29th St.,Yes ,Yes,34.0297328,-118.3353303
919,Shelter ,2900 S. Crenshaw Bl NB Crenshaw Bl NS 29th St.,Yes,,34.0292359,-118.3346415
920,Shelter ,3015 S. Crenshaw Bl.  SB Crenshaw Bl. FS 30th St.,Yes,,34.0272009,-118.3355025
921,Shelter ,2956 Crenshaw  NB Crenshaw Bl FS 30th St.,Yes ,Yes,34.02778,-118.334687
922,Shelter ,1515 S. La Brea Ave.  SB La Brea Ave NS Venice Bl,Yes ,Yes,34.0463397,-118.3455859
923,Shelter ,4951 PicoSB La Brea Ave. NS Pico Bl,Yes ,Yes,34.048145,-118.344875
924,Shelter ,3601 S. La Brea Ave. SB La Brea Ave.  FS Rodeo Rd.,Yes ,Yes,34.0211922,-118.3561002
925,Shelter ,3601 La Brea  SB La Brea Ave. NS Coliseum St.,Yes,,34.0211922,-118.3561002
926,Shelter ,3325 Wilshire Bl.  WB Wilshire Bl NS Catalina St.,Yes ,Yes,34.0623736,-118.2947668
927,Shelter ,4627 Pico Bl.  WB Pico Bl NS Rimpau Bl,Yes,,34.049098,-118.336522
928,Shelter ,2283 Adams Bl.  WB Adams Bl NS Arlington Ave.,Yes ,Yes,34.033016,-118.317344
929,Shelter ,4000 Adams Bl.  EB Adams Bl NS Edgehill Dr.,Yes,,34.032298,-118.328824
930,Shelter ,3221 Jefferson.  WB Jefferson Bl NS 12th Ave.,Yes,,34.0258899,-118.331385
931,Shelter ,3125 S. Western Ave.  SB Western Ave. NS Jefferson Bl.,Yes,,34.025823,-118.309254
932,Shelter ,1906 S. Crenshaw  NB Crenshaw Bl. NS Washington Bl,Yes,,34.0395529,-118.3309197
933,Shelter ,1800 S. Crenshaw  SB Crenshaw NS Washington,Yes,,34.0398761,-118.3332674
934,Shelter ,4012 W. Washington  EB Washington NS 10th Ave.,Yes,,34.0396577,-118.3271678
935,Shelter ,4311 Lincoln SB Lincoln Bl FS Marina Pointe Dr.,Yes,,33.9842441,-118.4432288
936,Shelter ,4250 Lincoln NB Lincoln Bl FS Maxell Dr,Yes,,33.9858058,-118.4435159
937,Shelter ,EB Mindanao Way NS Marina Fwy,Yes ,Yes,33.9837985,-118.4378886
938,Shelter ,NB Lincoln Bl FS Mindanao Way,Yes,,33.9805146,-118.4389108
939,Shelter ,3799 Motor  SB Motor NS Venice,Yes ,Yes,34.0204836,-118.4039716
940,Shelter ,EB Olympic Bl NS Purdue,Yes ,Yes,34.0370607,-118.4431772
941,Shelter ,5570 Lincoln Bl  NB Lincoln Bl FS Jefferson Bl,Yes,,33.972728,-118.4298175
942,Shelter ,EB Manchester Ave FS Lincoln Bl,Yes,,33.9598575,-118.4192663
943,Shelter ,8300 Lincoln Bl NB Lincoln NS 83rd,Yes,,33.9625464,-118.4213096
944,Shelter ,EB Manchester Ave FS Loyola Bl,Yes ,Yes,33.9598522,-118.4166775
945,Shelter ,4770 Lincoln NB Lincoln Bl FS Fiji Way,Yes,,33.9789106,-118.4365362
946,Shelter ,11390 W. Pico Blvd.  EB Pico NS Purdue,Yes ,Yes,34.0343031,-118.4405528
947,Shelter ,SB Motor FS Venice,Yes,,34.0203622,-118.4038507
948,Shelter ,WB Venice Bl FS Meade Pl,Yes,,33.9927344,-118.4555321
949,Shelter ,SB Bundy FS National Bl,Yes ,Yes,34.0198759,-118.4449201
950,Shelter ,EB National Bl NS Sawtelle,Yes ,Yes,34.0262845,-118.4314596
951,Shelter ,EB National Bl FS Sawtelle,Yes,,34.0262845,-118.4314596
952,Shelter ,WB Jefferson NS Alla Rd.,Yes ,Yes,33.9747793,-118.424317
953,Shelter ,WB Pico NS Federal,Yes,,34.0324803,-118.4439622
954,Shelter ,11708 W. Pico Blvd  EB Pico Bl NS Barrington Ave,Yes ,Yes,34.0312576,-118.4457863
955,Shelter ,EB Sunset Bl FS Westcove Dr,Yes ,Yes,34.0573959,-118.4960094
956,Shelter ,NB PCH NS Sunset,Yes,,34.0385854,-118.5556301
957,Shelter ,WB Sunset Bl NS Allenford Ave,Yes,,34.0554408,-118.4973749
958,Shelter ,EB Sunset Bl FS Allenford Ave,Yes,,34.0554408,-118.4973749
959,Shelter ,WB Washington Bl NS Oxford Ave,Yes,,33.9866167,-118.4547458
960,Shelter ,EB Washington Bl NS Oxford Ave,Yes ,Yes,33.9866167,-118.4547458
961,Shelter ,3015 Ocean  WB Washington Bl  FS Ocean Ave,Yes ,Yes,33.982705,-118.461343
962,Shelter ,8601 S. Sepulveda Bl EB Manchester NS Sepulveda,Yes,,33.959572,-118.396668
963,Shelter ,EB Manchester Ave NS Georgetown Ave,Yes,,33.9598531,-118.413618
964,Shelter ,WB Santa Monica FS Bundy,Yes,,34.0405566,-118.4633161
965,Shelter ,WB Santa Monica NS Bundy,Yes ,Yes,34.0405566,-118.4633161
966,Shelter ,NB Pacific Ave FS Venice Bl,Yes,,33.9849925,-118.4700732
967,Shelter ,SB Bundy NS Santa Monica Bl,Yes ,Yes,34.0405566,-118.4633161
968,Shelter ,EB Santa Monica NS Bundy,Yes ,Yes,34.0405566,-118.4633161
969,Shelter ,12320 W. Pico Blvd. EB Pico Bl FS Centinela,Yes ,Yes,34.0281344,-118.4522622
970,Shelter ,12333 W. Pico Blvd. WB Pico Bl NS Centinela,Yes ,Yes,34.0282826,-118.4529959
971,Shelter ,11675 W. Pico Blvd.  WB Pico Bl NS Barrington Ave,Yes ,Yes,34.0320795,-118.4455705
972,Shelter ,Pico Blvd S/S @ I-405  EB Pico FS Sawtell,Yes ,Yes,34.035335,-118.43828
973,Shelter ,11289 W. Pico Blvd,Yes ,Yes,34.0354581,-118.4386073
974,Shelter ,EB Washington Bl FS Lincoln,Yes ,Yes,33.9904491,-118.4500274
975,Shelter ,2418 Lincoln Bl  NB Lincoln Bl NS Venice Bl,Yes,,33.9941643,-118.4518303
976,Shelter ,2418 Lincoln  SB Lincoln Bl FS Washington,Yes,,33.9941643,-118.4518303
977,Shelter ,826 Washington EB Washington Bl FS Abbott Kinney,Yes ,Yes,33.988084,-118.4547777
978,Shelter ,EB Venice Bl NS Inglewood,Yes,,34.0061425,-118.4288555
979,Shelter ,EB Venice Bl NS Lincoln Bl,Yes,,33.9940122,-118.4526478
980,Shelter ,580 Venice Bl  EB Venice Bl NS Abbott Kinney,Yes ,Yes,33.988761,-118.4625059
981,Shelter ,583 3/4 Venice  WB Venice Bl FS Abbot Kinney Bl,Yes,,33.9891212,-118.4625452
982,Shelter ,WB Washington Bl FS Abbot Kinnney Bl,Yes ,Yes,33.9882925,-118.4520509
983,Shelter ,10715 Venice Blvd. WB Venice FS Overland,Yes ,Yes,34.0188461,-118.4076126
984,Shelter ,11127 NE Venice Blvd WB Venice NS Dufresne,Yes ,Yes,34.0136976,-118.4166621
985,Shelter ,NB Sawtelle Bl. FS Olympic,Yes ,Yes,34.038187,-118.44126
986,Shelter ,NB Sawtelle Bl FS Nebraska Ave,Yes,,34.0439129,-118.446197
987,Shelter ,SB Bundy NS Olympic,Yes,,34.0323932,-118.4537356
988,Shelter ,11600 W Pico Blvd.,Yes,,34.032159,-118.443911
989,Shelter ,WB Venice Bl FS Centinela,Yes,,34.0036147,-118.4335028
990,Shelter ,WB Venice Bl NS Wade St,Yes,,34.0013887,-118.4379608
991,Shelter ,SB Lincoln FS 83 St.,Yes,,33.9626671,-118.4217997
992,Shelter ,8300 Lincoln SB Lincoln Bl NS Jefferson Bl,Yes,,33.9625464,-118.4213096
993,Shelter ,NB Bundy Dr. NS Goshen,Yes,,34.0451477,-118.4680604
994,Shelter ,SB Bundy NS Wilshire Bl.,Yes,,34.0440902,-118.467476
995,Shelter ,EB Sunset Bl NS Barrington,Yes,,34.0649877,-118.4698803
996,Shelter ,NB Barrington Ave @ Barrington Pl,Yes ,Yes,34.0640614,-118.468677
997,Shelter ,WB Sunset Bl FS Via De La Paz,Yes,,34.0480524,-118.5268976
998,Shelter ,EB Sunset NS Via De La Paz,Yes,,34.0480524,-118.5268976
999,Shelter ,CD 11 WB Sunset FS Carey****,Yes,,34.0450717,-118.5230077
1000,Shelter ,777 Temescal Canyon  SB Temescal Canyon NS Bowdoin,Yes ,Yes,34.0458651,-118.5308913
1001,Shelter ,SB Temescal Cyn NS PCH,Yes ,Yes,34.0358668,-118.5357291
1002,Shelter ,11970 Montana Ave.  NB Bundy NS Montana,Yes,,34.0507289,-118.471766
1003,Shelter ,11461 Sunset Bl.  WB Sunset FS Church Ln.,Yes,,34.0726109,-118.4685961
1004,Shelter ,5201 W Century,Yes,,33.9456934,-118.3706049
1005,Shelter ,5500 W Century  EB Century NS La Cienega,Yes ,Yes,33.9448355,-118.3766901
1006,Shelter ,5552 W Century,Yes,,33.9449735,-118.3779475
1007,Shelter ,6225 W Century(On Sepulveda),Yes,,33.9455272,-118.3961073
1008,Shelter ,WB 96th St. NS 96 Pl,Yes,,33.949005,-118.387555
1009,Shelter ,EB 96th St NS Airport Bl,Yes ,Yes,33.9494336,-118.3859443
1010,Shelter ,9840 Airport Bl. NB Airport Bl FS Century,Yes ,Yes,33.9469806,-118.386019
1011,Shelter ,WB Wilshire Bl NS Brockton Ave,Yes,,34.0459562,-118.4651886
1012,Shelter ,EB Santa Monica Bl FS Centinela,Yes ,Yes,34.0036147,-118.4335028
1013,Shelter ,11700 Santa Monica  EB Santa Monica Bl NS Barrington,Yes ,Yes,34.0434212,-118.456085
1014,Shelter ,1633 Purdue Ave  EB Santa Monica NS Purdue,Yes ,Yes,34.0448753,-118.4502967
1015,Shelter ,EB Culver Bl NS Del Mar,Yes ,Yes,33.958801,-118.4485468
1016,Shelter ,6521 Sepulveda Bl  SB Sepulveda Bl FS Centinela Ave,Yes,,33.9802183,-118.3945645
1017,Shelter ,WB Centinela Ave. FS La Tijera,Yes,,33.9773113,-118.3718916
1018,Shelter ,EB La Tijera FS 74th St.,Yes ,Yes,33.9704972,-118.3793629
1019,Shelter ,EB La Tijera FS Manchester,Yes,,33.9599181,-118.3913513
1020,Shelter ,8530 Airport BlWB Manchester Ave NS Airport Bl,Yes,,33.9602505,-118.3853504
1021,Shelter ,5820 Manchester Ave  EB Manchester Ave FS Belford Ave,Yes,,33.959807,-118.3835047
1022,Shelter ,6136 Manchester Ave  EB Manchester Ave FS Truxton Ave,Yes,,33.9593439,-118.3931436
1023,Shelter ,EB Manchester Ave FS Falmouth,Yes ,Yes,33.9588775,-118.4374196
1024,Shelter ,NB Lincoln Bl NS LMU Dr,Yes,,33.9655491,-118.4247884
1025,Shelter ,8600 Sepulveda Bl  NB Sepulveda NS Manchester,Yes,,33.9597833,-118.3961536
1026,Shelter ,8015 Sepulveda Bl  SB Sepulveda FS 80th St,Yes,,33.9659663,-118.3961429
1027,Shelter ,NS Sepulveda Bl FS 83rd St,Yes,,33.9634805,-118.3961793
1028,Shelter ,SB  Sepulveda BL FS 83rd St,Yes,,33.9634805,-118.3961793
1029,Shelter ,WB Center Dr. NS Center Dr. West,Yes,,33.9781951,-118.3931804
1030,Shelter ,6801 Park Terrace Dr  EB Center Dr NS Park Terrace Dr,Yes ,Yes,33.9775763,-118.393226
1031,Shelter ,9204 Airport Bl  NB Airport Bl NS Arbor Vitae St,Yes,,33.9523589,-118.3855054
1032,Shelter ,NB Sawtelle Bl FS Santa Monica,Yes ,Yes,34.0464856,-118.4484191
1033,Shelter ,EB Venice Bl  FS Sepulveda,Yes,,34.0129684,-118.4172361
1034,Shelter ,1600 Lincoln  NB Lincoln NS Palms,Yes,,33.9973248,-118.4588114
1035,Shelter ,835 Brooks SB Lincoln Bl NS Brooks Ave,Yes,,33.9984309,-118.463652
1036,Shelter ,1411 Lincoln SB Lincoln Bl FS California Ave,Yes,,33.9975486,-118.4607924
1037,Shelter ,2121 Lincoln Bl  SB Lincoln Bl NS Victoria Ave,Yes,,33.9948918,-118.4551708
1038,Shelter ,1606 Pacific  NB Pacific NS Windward,Yes,,33.9877448,-118.4717376
1039,Shelter ,350 Main St  NB Main St FS Sunset Ave,Yes ,Yes,34.0483282,-118.2469693
1040,Shelter ,EB Windward Ave FS Pacific,Yes,,33.9876903,-118.472259
1041,Shelter ,17383 PCH  NB PCH FS Sunset,Yes,,34.0388024,-118.5571111
1042,Shelter ,EB Century NS Aviation Bl.,Yes ,Yes,33.9455751,-118.3784871
1043,Shelter ,12404 Venice Bl.  EB Venice Bl NS Centinela Ave,Yes,,34.0031092,-118.4336978
1044,Shelter ,11704 Venice Bl.  EB Venice Bl. NS McLaughlin Ave.,Yes,,34.0082211,-118.4245838
1045,Shelter ,EB Santa Monica FS Bundy,Yes ,Yes,34.0405566,-118.4633161
1046,Shelter ,EB Jefferson Bl. FS Westlawn,Yes ,Yes,33.9792895,-118.4139023
1047,Shelter ,NB Centinella FS La Tijera,Yes,,33.9773113,-118.3718916
1048,Shelter ,EB Venice FS Sawtelle,Yes,,34.0113906,-118.4196791
1049,Shelter ,SB Barrington FS Sunset,Yes,,34.0649877,-118.4698803
1050,Shelter ,SB Inglewood Bl. NS Braddock,Yes,,33.9926551,-118.4144543
1051,Shelter ,NB Ea Way FS Jefferson,Yes,,33.97307,-118.4282727
1052,Shelter ,10800 W. Charnock Rd.  WB Charnock NS Midvale,Yes,,34.0203804,-118.4160578
1053,Shelter ,SB Lincoln Bl. FS Jefferson Bl.,Yes,,33.9720496,-118.4301534
1054,Shelter ,EB Nordhoff FS Tampa Ave,Yes,,34.2355074,-118.5535693
1055,Shelter ,9451 Corbin Ave SB Corbin FS Plummer,Yes ,Yes,34.2420042,-118.5632618
1056,Shelter ,19450 Plummer  EB Plummer St FS Shirley,Yes ,Yes,34.2422704,-118.5574869
1057,Shelter ,19481  Plummer  EB Plummer St FS Shirley,Yes ,Yes,34.2426967,-118.6065087
1058,Shelter ,18860 Nordhoff St EB Nordhoff FS Wilbur,Yes ,Yes,34.2351925,-118.5443996
1059,Shelter ,8655 Reseda Bl SB Reseda FS Parthenia,Yes ,Yes,34.227966,-118.5365987
1060,Shelter ,19059 Parthenia  WB Parthenia NS VanAlden,Yes ,Yes,34.22872,-118.548945
1061,Shelter ,9025 Balboa Bl  SB Balboa Bl FS Nordhoff,Yes,,34.2354559,-118.5030099
1062,Shelter ,9106 Balboa Bl NB Balboa Bl FS Nordhoff St,Yes ,Yes,34.2361182,-118.5021568
1063,Shelter ,WB Nordhoff St NS Lindley,Yes ,Yes,34.2354988,-118.5273871
1064,Shelter ,9500 Reseda Bl NB Reseda FS Plummer,Yes ,Yes,34.2430185,-118.5357871
1065,Shelter ,9455 Reseda Bl SB Reseda FS Plummer,Yes ,Yes,34.2424301,-118.5364424
1066,Shelter ,8316 Reseda Bl. NB Reseda FS Roscoe,Yes ,Yes,34.2211858,-118.5361027
1067,Shelter ,8301  Reseda Bl. WB Roscoe FS Reseda,Yes ,Yes,34.1944622,-118.5799016
1068,Shelter ,18460 Roscoe Bl EB Roscoe FS Reseda Bl,Yes,,34.2204477,-118.5357524
1069,Shelter ,SB Reseda Bl FS Parthenia St,Yes,,34.2283143,-118.5361504
1070,Shelter ,NB Reseda FS Parthenia,Yes,,34.2283143,-118.5361504
1071,Shelter ,9850 Reseda Bl. NB Reseda Bl NS Lassen St,Yes ,Yes,34.2496597,-118.5356278
1072,Shelter ,9859 Topanga Cyn Bl  SB Topanga FS Lassen,Yes,,34.249774,-118.6066827
1073,Shelter ,SB Topanga Canyon Bl FS Plummer St,Yes,,34.2426967,-118.6065087
1074,Shelter ,9110 Topanga Canyon Bl  NB Topanga Canyon Bl FS Nordhoff St.,Yes,,34.2357366,-118.604815
1075,Shelter ,8713 Topanga Canyon Bl  SB Topanga Canyon Bl NS Parthenia St,Yes,,34.228811,-118.603833
1076,Shelter ,11061 Balboa Bl  SB Balboa Bl FS San Fernando Mission,Yes ,Yes,34.2717135,-118.5026322
1077,Shelter ,10691 Balboa Bl  SB Balboa Bl FS Chatsworth St,Yes ,Yes,34.2645579,-118.5022909
1078,Shelter ,10201 Balboa Bl  SB Balboa Bl FS Devonshire,Yes,,34.2555926,-118.5023707
1079,Shelter ,16801 Devonshire St  WB Devonshire St FS Petit Ave,Yes,,34.2577711,-118.4982027
1080,Shelter ,17129 Devonshire St  WB Devonshire St NS Amestoy Ave,Yes,,34.2575696,-118.5069339
1081,Shelter ,17710 Devonshire EB Devonshire NS White Oak,Yes,,34.256855,-118.521421
1082,Shelter ,18101 Devonshire  WB Devonshire FS Lindley,Yes,,34.2572795,-118.527377
1083,Shelter ,18501 Devonshire St. FS Reseda Bl,Yes ,Yes,34.2576213,-118.5364596
1084,Shelter ,17656 Chatsworth St.  EB Chatsworth St. White Oak Ave,Yes ,Yes,34.2645735,-118.5194412
1085,Shelter ,10324 Zelzah Ave  NB Zelzah Ave FS Devonshire St,Yes ,Yes,34.2579218,-118.5229482
1086,Shelter ,10460 Zelzah Ave  NB Zelzah NS San Jose,Yes ,Yes,34.2610421,-118.5230592
1087,Shelter ,10501 Zelzah Ave  SB Zelzah NS San Jose St,Yes,,34.2612974,-118.5233654
1088,Shelter ,16899 Rinaldi St EB Rinaldi St NS Balboa Blvd,Yes,,34.2792914,-118.4998255
1089,Shelter ,12901 Balboa  SB Balboa FS Lisette,Yes,,34.3035619,-118.5010229
1090,Shelter ,12199 Balboa  Bl  SB Balboa NS Jolette Ave,Yes ,Yes,34.292295,-118.5042063
1091,Shelter ,11900 Balboa Bl  NB Balboa Bl FS Lorillard St,Yes,,34.2863782,-118.5011936
1092,Shelter ,19600 Rinaldi St.  EB Rinaldi St FS Corbin Ave,Yes ,Yes,34.2748059,-118.5616554
1093,Shelter ,19900 Rinaldi St.  EB Rinaldi St. FS Porter Ranch Dr.,Yes,,34.2755107,-118.5686323
1094,Shelter ,17200 Rinaldi St EB Rinaldi St FS Babbitt Ave,Yes,,34.279012,-118.507942
1095,Shelter ,17189 Rinaldi  WB Rinaldi NS Babbitt,Yes,,34.279621,-118.507944
1096,Shelter ,WB Rinaldi St  NS Balboa Bl,Yes ,Yes,34.2792814,-118.5021303
1097,Shelter ,18200 Devonshire St.  EB Devonshire FS Etiwanda,Yes,,34.257254,-118.5306156
1098,Shelter ,19300 Devonshire St  WB Devonshire St. FS Tampa Ave,Yes,,34.257263,-118.5537022
1099,Shelter ,NB Tampa Ave NS Devonshire St,Yes ,Yes,34.2572791,-118.5535701
1100,Shelter ,10301 Melvin Ave.  WB Devonshire St FS Melvin Ave,Yes,,34.257513,-118.560515
1101,Shelter ,WB Devonshire St FS Oakdale Ave (19910 Blackhawk),Yes,,34.2572713,-118.5667187
1102,Shelter ,19900 Devonshire St EB Devonshire St FS Oakdale Ave,Yes,,34.2572557,-118.5667279
1103,Shelter ,20505 Devonshire St  WB Devonshire St FS Mason Ave,Yes ,Yes,34.2574969,-118.5801264
1104,Shelter ,20516 Devonshire St EB Devonshire St. NS Mason Ave,Yes ,Yes,34.2567357,-118.5803028
1105,Shelter ,20901 Devonshire St  WB Devonshire St FS DeSoto Ave,Yes ,Yes,34.2577381,-118.5892752
1106,Shelter ,21417 Devonshire St  WB Devonshire St FS Canoga Ave,Yes ,Yes,34.2582095,-118.5977967
1107,Shelter ,21924 Devonshire St  EB Devonshire St FS Topanga Cyn Bl,Yes,,34.2569493,-118.605486
1108,Shelter ,19301 Parthenia St SB Tampa Ave NS Parthenia St,Yes,,34.2287348,-118.5541139
1109,Shelter ,10800 Tampa Ave  NB Tampa Ave FS Chatsworth St,Yes,,34.2663503,-118.5550802
1110,Shelter ,8400 Winnetka  SB Winnetka FS Chase,Yes,,34.2221674,-118.5709868
1111,Shelter ,16900 Vanowen  WB Vanowen FS Balboa,Yes ,Yes,34.1938733,-118.5011596
1112,Shelter ,20450 Lassen  NB Mason NS Lassen,Yes,,34.2496814,-118.5795587
1113,Shelter ,WB Lassen NS Corbin,Yes,,34.2499979,-118.5623207
1114,Shelter ,18000 Lassen  WB Lassen NS Lindley,Yes,,34.2499937,-118.5270507
1115,Shelter ,17200 Lassen  EB Lassen FS Louise,Yes,,34.2502876,-118.5089785
1116,Shelter ,9857 Balboa  EB Lassen NS Balboa,Yes ,Yes,34.2500374,-118.5027871
1117,Shelter ,9800 Woodley  SB Woodley FS Lassen,Yes,,34.2483345,-118.4849231
1118,Shelter ,16200 W. Lassen St  EB Lassen NS Woodley,Yes ,Yes,34.2497575,-118.4856972
1119,Shelter ,16600 Plummer  EB Plummer NS Hayvenhure St,Yes,,34.2429384,-118.4939109
1120,Shelter ,17000 Plummer  EB Plummer St NS Balboa,Yes,,34.2429915,-118.5024768
1121,Shelter ,9300 Balboa Bl  Balboa Bl FS Plummer,Yes,,34.2575159,-118.5023254
1122,Shelter ,SB Zelzah FS Plummer,Yes ,Yes,34.2431423,-118.5232653
1123,Shelter ,20100 Plummer  EB Plummer NS Winnetka,Yes,,34.2421335,-118.5716349
1124,Shelter ,20700 Plummer St  EB Plummer NS Lurline,Yes ,Yes,34.2422778,-118.5845264
1125,Shelter ,20105 Nordhoff St  WB Nordhoff FS Winnetka,Yes,,34.2325045,-118.5714712
1126,Shelter ,18300 Nordhoff  EB Nordhoff St  NS Etiwanda,Yes ,Yes,34.2353339,-118.5330578
1127,Shelter ,17100 Nordhoff  WB Nordhoff FS Amestoy,Yes,,34.2357629,-118.5058765
1128,Shelter ,8704 WoodleyNB Woodley FS Parthenia St,Yes,,34.2288041,-118.4849178
1129,Shelter ,8676 N. Lindley  NB Lindley NS Parthenia,Yes,,34.2284669,-118.5269025
1130,Shelter ,21621 Nordhoff  WB Nordhoff NS Owensmouth,Yes ,Yes,34.2359898,-118.6016274
1131,Shelter ,16900 Burbank Bl  WB Burbank FS Balboa,Yes ,Yes,34.1719504,-118.5013874
1132,Shelter ,17300 Victory  EB Victory NS Louise,Yes,,34.1866227,-118.5098762
1133,Shelter ,WB Victory FS Balboa,Yes ,Yes,34.186638,-118.5011136
1134,Shelter ,6500 Balboa Blvd SB Balboa Blvd FS Haynes St,Yes,,34.188873,-118.500748
1135,Shelter ,6700 Balboa Blvd SB Balboa Blvd FS Vanowen St,Yes,,34.191996,-118.50075
1136,Shelter ,17300 Vanowen  EB Vanowen NS Louise,Yes,,34.193599,-118.510299
1137,Shelter ,17651 Vanowen  WB Vanowen NS White Oak,Yes ,Yes,34.1943016,-118.5183456
1138,Shelter ,6754 White Oak Ave  NB White Oak NS Vanowen,Yes ,Yes,34.1936061,-118.5183058
1139,Shelter ,17643 Sherman Way  NB White Oak FS Sherman Way,Yes ,Yes,34.201527,-118.518149
1140,Shelter ,17700 Roscoe  EB Roscoe NS White Oak,Yes ,Yes,34.2206998,-118.5189786
1141,Shelter ,18251 Roscoe Blvd WB Roscoe Blvd NS Etiwanda Ave,Yes,,34.2210718,-118.531404
1142,Shelter ,18300 Roscoe EB Roscoe NS Etiwanda,Yes,,34.2200955,-118.5331136
1143,Shelter ,18900 Roscoe  WB Roscoe FS Wilbur,Yes,,34.2205667,-118.5448678
1144,Shelter ,20500 Roscoe WB Roscoe FS Mason,Yes,,34.2200428,-118.5798069
1145,Shelter ,20915 Roscoe Bl  WB Roscoe FS De Soto,Yes ,Yes,34.2201604,-118.5890435
1146,Shelter ,SB White Oak NS Hatteras St.,Yes ,Yes,34.1766838,-118.518517
1147,Shelter ,NB White Oak NS Hatteras St.,Yes,,34.1766838,-118.518517
1148,Shelter ,WB Sunset Blvd NS Gower St,Yes,,34.098033,-118.3222961
1149,Shelter ,EB Sunset Bl NS Gower St,Yes,,34.098033,-118.3222961
1150,Shelter ,6667 Sunset Bl  WB Sunset Bl NS Cherokee,Yes,,34.0980059,-118.3355321
1151,Shelter ,6767 Sunset Bl NS Gower St.,Yes,,34.0984839,-118.3381023
1152,Shelter ,WB Hollywood Bl NS Western,Yes ,Yes,34.101744,-118.3092724
1153,Shelter ,NB Highland Ave NS Sunset,Yes,,34.097984,-118.3386873
1154,Shelter ,EB Sunset Bl NS Highland Ave,Yes,,34.097984,-118.3386873
1155,Shelter ,5500 Hollywood NS Western,Yes,,34.1014609,-118.3095706
1156,Shelter ,WB Santa Monica Bl NS Gower,Yes,,34.0907439,-118.3222674
1157,Shelter ,5858 W Sunset Bl NS Van Ness,Yes,,34.098035,-118.3176632
1158,Shelter ,SB Argyle FS Hwd Bl,Yes,,34.0522342,-118.2436849
1159,Shelter ,1230 Vine St. NS Fountain,Yes,,34.0935095,-118.3266175
1160,Shelter ,EB Santa Monica Bl NS Gower,Yes,,34.0907439,-118.3222674
1161,Shelter ,6239 Santa Monica FS Vine St,Yes ,Yes,34.0907607,-118.3259306
1162,Shelter ,1522 N Van Ness Ave NS Sunset Bl,Yes,,34.098578,-118.315437
1163,Shelter ,6300 Santa Monica  Blvd. @ Vine St,Yes,,34.0907513,-118.3266366
1164,Shelter ,6301 Sta. Monica  Blvd.  WB Santa Monica FS Vine St,Yes,,34.0632454,-118.4152473
1165,Shelter ,6363 Sunset WB Sunset Bl NS Ivar Ave,Yes,,34.098836,-118.3281962
1166,Shelter ,1500 Vine NB Vine St. FS Sunset,Yes,,34.098332,-118.3262557
1167,Shelter ,WB Santa Monica Bl FS Van Ness,Yes,,34.0907661,-118.3157347
1168,Shelter ,1276 N. Western NB Western Ave NS Fountain Ave,Yes ,Yes,34.094609,-118.308832
1169,Shelter ,1100 N. Western Ave  NB Western FS Santa Monica Bl,Yes,,34.0909283,-118.3089538
1170,Shelter ,EB Santa Monica Bl NS Van Ness,Yes ,Yes,34.0907661,-118.3157347
1171,Shelter ,5480 Santa Monica Bl  EB Santa Monica Bl  FS Western Ave,Yes,,34.0905758,-118.3089086
1172,Shelter ,6211 Hollywood Bl  NB Argyle Ave FS Hollywood Bl,Yes ,Yes,34.1017937,-118.3249769
1173,Shelter ,SB Highland Ave FS Franklin Ave,Yes,,34.1052035,-118.3374615
1174,Shelter ,5454 Hollywood Bl  EB Hollywod Bl FS Western Ave,Yes,,34.1014115,-118.3087265
1175,Shelter ,WB Sunset Bl NS Orange Dr,Yes,,34.0979908,-118.3414863
1176,Shelter ,4432 W. Sunset Blvd NB Virgil NS Sunset,Yes ,Yes,34.0968992,-118.2853803
1177,Shelter ,WB Melrose Ave NS Larchmont Bl,Yes,,34.083497,-118.3236672
1178,Shelter ,WB Melrose Ave NS Windsor Bl,Yes ,Yes,34.0835082,-118.3195227
1179,Shelter ,SB Western Ave FS Romaine St,Yes ,Yes,34.0884839,-118.3091686
1180,Shelter ,1500 Vermont Ave  WB Sunset Bl NS Vermont Ave,Yes,,34.04557,-118.2910915
1181,Shelter ,EB Sunset Bl FS Vermont Ave,Yes ,Yes,34.0981686,-118.2917667
1182,Shelter ,20050 Vanowen  EB Vanowen FS Winnetka,Yes ,Yes,34.1934189,-118.5707781
1183,Shelter ,WB San Fernando Rd.  FS Delay Dr,Yes,,34.1124235,-118.2434403
