LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,KAREN BASS,R ADAM KING,MERVIN EVANS
LOS ANGELES,9001463A,3721,87,N,0,VBM PORTION,121,59,46,2
LOS ANGELES,9001463A,3721,87,N,1205,TOTAL,208,101,78,5
LOS ANGELES,9001465C,3722,116,N,1308,POLLING PLACE,130,63,48,7
LOS ANGELES,9001465C,3722,116,N,0,VBM PORTION,191,90,74,5
LOS ANGELES,9001465C,3722,116,N,1308,TOTAL,321,153,122,12
LOS ANGELES,9001470B,3724,116,N,889,POLLING PLACE,66,39,3,10
LOS ANGELES,9001470B,3724,116,N,0,VBM PORTION,53,38,7,3
LOS ANGELES,9001470B,3724,116,N,889,TOTAL,119,77,10,13
LOS ANGELES,9001471A,3725,116,N,1177,POLLING PLACE,158,116,30,2
LOS ANGELES,9001471A,3725,116,N,0,VBM PORTION,156,121,18,3
LOS ANGELES,9001471A,3725,116,N,1177,TOTAL,314,237,48,5
LOS ANGELES,9001472A,3726,116,N,1345,POLLING PLACE,195,119,58,8
LOS ANGELES,9001472A,3726,116,N,0,VBM PORTION,175,118,39,4
LOS ANGELES,9001472A,3726,116,N,1345,TOTAL,370,237,97,12
LOS ANGELES,9001474C,3728,116,N,1046,POLLING PLACE,156,101,36,3
LOS ANGELES,9001474C,3728,116,N,0,VBM PORTION,154,98,39,4
LOS ANGELES,9001474C,3728,116,N,1046,TOTAL,310,199,75,7
LOS ANGELES,9001480A,3729,85,N,1249,POLLING PLACE,76,44,18,3
LOS ANGELES,9001480A,3729,85,N,0,VBM PORTION,76,52,12,7
LOS ANGELES,9001480A,3729,85,N,1249,TOTAL,152,96,30,10
LOS ANGELES,9001485A,3732,116,N,1164,POLLING PLACE,69,47,12,5
LOS ANGELES,9001485A,3732,116,N,0,VBM PORTION,66,46,13,2
LOS ANGELES,9001485A,3732,116,N,1164,TOTAL,135,93,25,7
LOS ANGELES,9001489A,3734,157,N,1278,POLLING PLACE,122,76,20,7
LOS ANGELES,9001489A,3734,157,N,0,VBM PORTION,111,69,24,7
LOS ANGELES,9001489A,3734,157,N,1278,TOTAL,233,145,44,14
LOS ANGELES,9001490A,3735,116,N,1216,POLLING PLACE,73,50,7,6
LOS ANGELES,9001490A,3735,116,N,0,VBM PORTION,59,48,4,2
LOS ANGELES,9001490A,3735,116,N,1216,TOTAL,132,98,11,8
LOS ANGELES,9001492A,3736,116,N,1095,POLLING PLACE,112,70,17,12
LOS ANGELES,9001492A,3736,116,N,0,VBM PORTION,87,74,7,4
LOS ANGELES,9001492A,3736,116,N,1095,TOTAL,199,144,24,16
LOS ANGELES,9001502A,3738,116,N,781,POLLING PLACE,52,37,9,2
LOS ANGELES,9001502A,3738,116,N,0,VBM PORTION,53,41,7,2
LOS ANGELES,9001502A,3738,116,N,781,TOTAL,105,78,16,4
LOS ANGELES,9001514A,3739,114,N,1176,POLLING PLACE,142,98,25,11
LOS ANGELES,9001514A,3739,114,N,0,VBM PORTION,116,75,23,4
LOS ANGELES,9001514A,3739,114,N,1176,TOTAL,258,173,48,15
LOS ANGELES,9001516A,3740,114,N,1238,POLLING PLACE,170,108,44,10
LOS ANGELES,9001516A,3740,114,N,0,VBM PORTION,165,93,42,12
LOS ANGELES,9001516A,3740,114,N,1238,TOTAL,335,201,86,22
LOS ANGELES,9001522A,3741,116,N,1098,POLLING PLACE,106,77,15,9
LOS ANGELES,9001522A,3741,116,N,0,VBM PORTION,110,70,32,4
LOS ANGELES,9001522A,3741,116,N,1098,TOTAL,216,147,47,13
LOS ANGELES,9001525A,3742,116,N,1280,POLLING PLACE,119,77,28,3
LOS ANGELES,9001525A,3742,116,N,0,VBM PORTION,170,114,38,7
LOS ANGELES,9001525A,3742,116,N,1280,TOTAL,289,191,66,10
LOS ANGELES,9001528C,3743,114,N,1491,POLLING PLACE,154,111,24,5
LOS ANGELES,9001528C,3743,114,N,0,VBM PORTION,163,99,41,5
LOS ANGELES,9001528C,3743,114,N,1491,TOTAL,317,210,65,10
LOS ANGELES,9001532A,3744,116,N,1058,POLLING PLACE,69,42,16,6
LOS ANGELES,9001532A,3744,116,N,0,VBM PORTION,114,78,19,11
LOS ANGELES,9001532A,3744,116,N,1058,TOTAL,183,120,35,17
LOS ANGELES,9001533A,3745,116,N,748,POLLING PLACE,54,40,8,5
LOS ANGELES,9001533A,3745,116,N,0,VBM PORTION,62,48,3,5
LOS ANGELES,9001533A,3745,116,N,748,TOTAL,116,88,11,10
LOS ANGELES,9001535A,3746,116,N,1063,POLLING PLACE,62,42,8,6
LOS ANGELES,9001535A,3746,116,N,0,VBM PORTION,53,39,4,4
LOS ANGELES,9001535A,3746,116,N,1063,TOTAL,115,81,12,10
LOS ANGELES,9001554A,3756,156,N,1063,POLLING PLACE,172,119,19,11
LOS ANGELES,9001554A,3756,156,N,0,VBM PORTION,86,59,17,0
LOS ANGELES,9001554A,3756,156,N,1063,TOTAL,258,178,36,11
LOS ANGELES,9001557B,3757,114,N,1191,POLLING PLACE,173,110,39,7
LOS ANGELES,9001557B,3757,114,N,0,VBM PORTION,191,124,45,8
LOS ANGELES,9001557B,3757,114,N,1191,TOTAL,364,234,84,15
LOS ANGELES,9001558A,3758,157,N,1097,POLLING PLACE,154,108,28,8
LOS ANGELES,9001558A,3758,157,N,0,VBM PORTION,104,64,19,8
LOS ANGELES,9001558A,3758,157,N,1097,TOTAL,258,172,47,16
LOS ANGELES,9001559B,3759,157,N,607,POLLING PLACE,108,69,19,5
LOS ANGELES,9001559B,3759,157,N,0,VBM PORTION,105,53,39,2
LOS ANGELES,9001559B,3759,157,N,607,TOTAL,213,122,58,7
LOS ANGELES,9001560A,3760,114,N,838,POLLING PLACE,134,85,35,5
LOS ANGELES,9001560A,3760,114,N,0,VBM PORTION,123,75,30,6
LOS ANGELES,9001560A,3760,114,N,838,TOTAL,257,160,65,11
LOS ANGELES,9001562A,3761,114,N,1139,POLLING PLACE,206,129,51,10
LOS ANGELES,9001562A,3761,114,N,0,VBM PORTION,139,85,30,7
LOS ANGELES,9001562A,3761,114,N,1139,TOTAL,345,214,81,17
LOS ANGELES,9001564A,3763,114,N,1021,POLLING PLACE,172,110,38,11
LOS ANGELES,9001564A,3763,114,N,0,VBM PORTION,133,84,30,6
LOS ANGELES,9001564A,3763,114,N,1021,TOTAL,305,194,68,17
LOS ANGELES,9001565A,3764,114,N,1357,POLLING PLACE,152,106,25,13
LOS ANGELES,9001565A,3764,114,N,0,VBM PORTION,126,85,26,4
LOS ANGELES,9001565A,3764,114,N,1357,TOTAL,278,191,51,17
LOS ANGELES,9001566A,3765,114,N,1348,POLLING PLACE,173,114,32,13
LOS ANGELES,9001566A,3765,114,N,0,VBM PORTION,115,74,20,5
LOS ANGELES,9001566A,3765,114,N,1348,TOTAL,288,188,52,18
LOS ANGELES,9001569A,3766,114,N,835,POLLING PLACE,123,83,22,7
LOS ANGELES,9001569A,3766,114,N,0,VBM PORTION,80,49,21,2
LOS ANGELES,9001569A,3766,114,N,835,TOTAL,203,132,43,9
LOS ANGELES,9001570A,3767,114,N,812,POLLING PLACE,71,58,7,0
LOS ANGELES,9001570A,3767,114,N,0,VBM PORTION,101,60,26,9
LOS ANGELES,9001570A,3767,114,N,812,TOTAL,172,118,33,9
LOS ANGELES,9001580A,3773,106,N,668,POLLING PLACE,41,24,3,6
LOS ANGELES,9001580A,3773,106,N,0,VBM PORTION,20,13,3,3
LOS ANGELES,9001580A,3773,106,N,668,TOTAL,61,37,6,9
LOS ANGELES,9001582B,3774,148,N,533,POLLING PLACE,49,31,4,3
LOS ANGELES,9001582B,3774,148,N,0,VBM PORTION,13,7,2,2
LOS ANGELES,9001582B,3774,148,N,533,TOTAL,62,38,6,5
LOS ANGELES,9001582C,3775,148,N,999,POLLING PLACE,50,30,1,3
LOS ANGELES,9001582C,3775,148,N,0,VBM PORTION,24,22,1,1
LOS ANGELES,9001582C,3775,148,N,999,TOTAL,74,52,2,4
LOS ANGELES,9001583B,3776,148,N,1254,POLLING PLACE,66,43,0,6
LOS ANGELES,9001583B,3776,148,N,0,VBM PORTION,24,12,3,6
LOS ANGELES,9001583B,3776,148,N,1254,TOTAL,90,55,3,12
LOS ANGELES,9001591C,3779,148,N,1160,POLLING PLACE,67,51,2,5
LOS ANGELES,9001591C,3779,148,N,0,VBM PORTION,30,24,2,2
LOS ANGELES,9001591C,3779,148,N,1160,TOTAL,97,75,4,7
LOS ANGELES,9001617A,3788,116,N,839,POLLING PLACE,50,35,3,5
LOS ANGELES,9001617A,3788,116,N,0,VBM PORTION,41,34,2,1
LOS ANGELES,9001617A,3788,116,N,839,TOTAL,91,69,5,6
LOS ANGELES,9001622B,3791,157,N,1072,POLLING PLACE,60,39,4,12
LOS ANGELES,9001622B,3791,157,N,0,VBM PORTION,88,53,16,9
LOS ANGELES,9001622B,3791,157,N,1072,TOTAL,148,92,20,21
LOS ANGELES,9001684A,3809,148,N,1133,POLLING PLACE,69,50,3,6
LOS ANGELES,9001684A,3809,148,N,0,VBM PORTION,45,32,4,6
LOS ANGELES,9001684A,3809,148,N,1133,TOTAL,114,82,7,12
LOS ANGELES,9001711A,3819,86,N,1078,POLLING PLACE,119,98,5,4
LOS ANGELES,9001711A,3819,86,N,0,VBM PORTION,96,72,7,3
LOS ANGELES,9001711A,3819,86,N,1078,TOTAL,215,170,12,7
LOS ANGELES,9001716A,3822,116,N,1269,POLLING PLACE,89,66,5,10
LOS ANGELES,9001716A,3822,116,N,0,VBM PORTION,65,44,10,6
LOS ANGELES,9001716A,3822,116,N,1269,TOTAL,154,110,15,16
LOS ANGELES,9001719A,3824,148,N,930,POLLING PLACE,42,27,3,5
LOS ANGELES,9001719A,3824,148,N,0,VBM PORTION,29,23,1,1
LOS ANGELES,9001719A,3824,148,N,930,TOTAL,71,50,4,6
LOS ANGELES,9001725A,3826,116,N,731,POLLING PLACE,69,52,5,3
LOS ANGELES,9001725A,3826,116,N,0,VBM PORTION,39,28,2,5
LOS ANGELES,9001725A,3826,116,N,731,TOTAL,108,80,7,8
LOS ANGELES,9001729A,3829,116,N,1339,POLLING PLACE,91,68,4,5
LOS ANGELES,9001729A,3829,116,N,0,VBM PORTION,122,84,8,10
LOS ANGELES,9001729A,3829,116,N,1339,TOTAL,213,152,12,15
LOS ANGELES,9001730B,3830,116,N,961,POLLING PLACE,123,98,6,9
LOS ANGELES,9001730B,3830,116,N,0,VBM PORTION,85,71,3,3
LOS ANGELES,9001730B,3830,116,N,961,TOTAL,208,169,9,12
LOS ANGELES,9001739A,3834,106,N,577,POLLING PLACE,51,27,2,10
LOS ANGELES,9001739A,3834,106,N,0,VBM PORTION,30,20,4,2
LOS ANGELES,9001739A,3834,106,N,577,TOTAL,81,47,6,12
LOS ANGELES,9001747A,3836,148,N,1152,POLLING PLACE,73,48,7,3
LOS ANGELES,9001747A,3836,148,N,0,VBM PORTION,75,59,2,6
LOS ANGELES,9001747A,3836,148,N,1152,TOTAL,148,107,9,9
LOS ANGELES,9001751A,3837,148,N,1254,POLLING PLACE,31,19,3,1
LOS ANGELES,9001751A,3837,148,N,0,VBM PORTION,74,38,10,4
LOS ANGELES,9001751A,3837,148,N,1254,TOTAL,105,57,13,5
LOS ANGELES,9001755A,3839,148,N,1207,POLLING PLACE,84,54,7,14
LOS ANGELES,9001755A,3839,148,N,0,VBM PORTION,50,34,9,1
LOS ANGELES,9001755A,3839,148,N,1207,TOTAL,134,88,16,15
LOS ANGELES,9001757A,3840,148,N,733,POLLING PLACE,42,30,3,1
LOS ANGELES,9001757A,3840,148,N,0,VBM PORTION,21,16,3,0
LOS ANGELES,9001757A,3840,148,N,733,TOTAL,63,46,6,1
LOS ANGELES,9001762A,3843,148,N,1126,POLLING PLACE,77,51,10,7
LOS ANGELES,9001762A,3843,148,N,0,VBM PORTION,49,38,3,2
LOS ANGELES,9001762A,3843,148,N,1126,TOTAL,126,89,13,9
LOS ANGELES,9001764A,3844,116,N,1182,POLLING PLACE,76,56,5,2
LOS ANGELES,9001764A,3844,116,N,0,VBM PORTION,65,55,0,3
LOS ANGELES,9001764A,3844,116,N,1182,TOTAL,141,111,5,5
LOS ANGELES,9001765A,3845,116,N,900,POLLING PLACE,64,49,3,5
LOS ANGELES,9001765A,3845,116,N,0,VBM PORTION,39,29,2,3
LOS ANGELES,9001765A,3845,116,N,900,TOTAL,103,78,5,8
LOS ANGELES,9001767A,3846,116,N,848,POLLING PLACE,48,33,5,2
LOS ANGELES,9001767A,3846,116,N,0,VBM PORTION,55,45,3,3
LOS ANGELES,9001767A,3846,116,N,848,TOTAL,103,78,8,5
LOS ANGELES,9001768A,3847,116,N,1157,POLLING PLACE,119,74,9,12
LOS ANGELES,9001768A,3847,116,N,0,VBM PORTION,62,43,11,3
LOS ANGELES,9001768A,3847,116,N,1157,TOTAL,181,117,20,15
LOS ANGELES,9001769C,3848,116,N,1195,POLLING PLACE,125,94,6,9
LOS ANGELES,9001769C,3848,116,N,0,VBM PORTION,63,56,3,3
LOS ANGELES,9001769C,3848,116,N,1195,TOTAL,188,150,9,12
LOS ANGELES,9001770A,3849,116,N,1104,POLLING PLACE,69,47,4,11
LOS ANGELES,9001770A,3849,116,N,0,VBM PORTION,59,45,5,4
LOS ANGELES,9001770A,3849,116,N,1104,TOTAL,128,92,9,15
LOS ANGELES,9001776B,3850,116,N,1257,POLLING PLACE,75,53,5,5
LOS ANGELES,9001776B,3850,116,N,0,VBM PORTION,88,62,3,6
LOS ANGELES,9001776B,3850,116,N,1257,TOTAL,163,115,8,11
LOS ANGELES,9001777B,3851,116,N,863,POLLING PLACE,72,44,7,9
LOS ANGELES,9001777B,3851,116,N,0,VBM PORTION,61,45,4,4
LOS ANGELES,9001777B,3851,116,N,863,TOTAL,133,89,11,13
LOS ANGELES,9001779C,3852,116,N,915,POLLING PLACE,52,37,5,0
LOS ANGELES,9001779C,3852,116,N,0,VBM PORTION,49,40,1,3
LOS ANGELES,9001779C,3852,116,N,915,TOTAL,101,77,6,3
LOS ANGELES,9001782A,3855,116,N,938,POLLING PLACE,68,44,3,5
LOS ANGELES,9001782A,3855,116,N,0,VBM PORTION,45,38,3,3
LOS ANGELES,9001782A,3855,116,N,938,TOTAL,113,82,6,8
LOS ANGELES,9001782B,3856,116,N,734,POLLING PLACE,45,30,1,6
LOS ANGELES,9001782B,3856,116,N,0,VBM PORTION,30,24,0,3
LOS ANGELES,9001782B,3856,116,N,734,TOTAL,75,54,1,9
LOS ANGELES,9001783A,3857,116,N,1197,POLLING PLACE,78,56,1,7
LOS ANGELES,9001783A,3857,116,N,0,VBM PORTION,58,46,0,6
LOS ANGELES,9001783A,3857,116,N,1197,TOTAL,136,102,1,13
LOS ANGELES,9001784A,3858,116,N,1218,POLLING PLACE,93,79,3,2
LOS ANGELES,9001784A,3858,116,N,0,VBM PORTION,46,38,4,2
LOS ANGELES,9001784A,3858,116,N,1218,TOTAL,139,117,7,4
LOS ANGELES,9001785A,3859,116,N,1195,POLLING PLACE,94,72,3,3
LOS ANGELES,9001785A,3859,116,N,0,VBM PORTION,69,52,2,5
LOS ANGELES,9001785A,3859,116,N,1195,TOTAL,163,124,5,8
LOS ANGELES,9001786A,3860,116,N,962,POLLING PLACE,105,81,3,7
LOS ANGELES,9001786A,3860,116,N,0,VBM PORTION,50,44,1,3
LOS ANGELES,9001786A,3860,116,N,962,TOTAL,155,125,4,10
LOS ANGELES,9001787A,3861,116,N,983,POLLING PLACE,52,44,3,2
LOS ANGELES,9001787A,3861,116,N,0,VBM PORTION,67,50,6,7
LOS ANGELES,9001787A,3861,116,N,983,TOTAL,119,94,9,9
LOS ANGELES,9001920A,3906,141,N,1051,POLLING PLACE,86,49,5,17
LOS ANGELES,9001920A,3906,141,N,0,VBM PORTION,57,44,2,5
LOS ANGELES,9001920A,3906,141,N,1051,TOTAL,143,93,7,22
LOS ANGELES,9001929A,3910,142,N,1075,POLLING PLACE,21,11,3,2
LOS ANGELES,9001929A,3910,142,N,0,VBM PORTION,15,11,2,1
LOS ANGELES,9001929A,3910,142,N,1075,TOTAL,36,22,5,3
LOS ANGELES,9001942A,3919,148,N,709,POLLING PLACE,19,5,2,1
LOS ANGELES,9001942A,3919,148,N,0,VBM PORTION,1,0,0,0
LOS ANGELES,9001942A,3919,148,N,709,TOTAL,20,5,2,1
LOS ANGELES,9001950A,3921,147,N,614,POLLING PLACE,23,17,2,1
LOS ANGELES,9001950A,3921,147,N,0,VBM PORTION,7,2,3,2
LOS ANGELES,9001950A,3921,147,N,614,TOTAL,30,19,5,3
LOS ANGELES,9001956A,3924,148,N,1069,POLLING PLACE,52,36,6,4
LOS ANGELES,9001956A,3924,148,N,0,VBM PORTION,30,24,2,0
LOS ANGELES,9001956A,3924,148,N,1069,TOTAL,82,60,8,4
LOS ANGELES,9001961A,3926,148,N,1072,POLLING PLACE,76,43,4,8
LOS ANGELES,9001961A,3926,148,N,0,VBM PORTION,41,22,5,3
LOS ANGELES,9001961A,3926,148,N,1072,TOTAL,117,65,9,11
LOS ANGELES,9001984B,3931,116,N,1117,POLLING PLACE,82,64,9,3
LOS ANGELES,9001984B,3931,116,N,0,VBM PORTION,61,42,10,3
LOS ANGELES,9001984B,3931,116,N,1117,TOTAL,143,106,19,6
LOS ANGELES,9001985A,3932,116,N,1198,POLLING PLACE,102,70,9,10
LOS ANGELES,9001985A,3932,116,N,0,VBM PORTION,70,43,11,6
LOS ANGELES,9001985A,3932,116,N,1198,TOTAL,172,113,20,16
LOS ANGELES,9002009A,3941,116,N,894,POLLING PLACE,58,46,0,3
LOS ANGELES,9002009A,3941,116,N,0,VBM PORTION,77,53,10,7
LOS ANGELES,9002009A,3941,116,N,894,TOTAL,135,99,10,10
LOS ANGELES,9002021A,3945,148,N,1097,POLLING PLACE,41,27,2,3
LOS ANGELES,9002021A,3945,148,N,0,VBM PORTION,48,32,2,10
LOS ANGELES,9002021A,3945,148,N,1097,TOTAL,89,59,4,13
LOS ANGELES,9002021B,3946,148,N,1136,POLLING PLACE,55,38,2,3
LOS ANGELES,9002021B,3946,148,N,0,VBM PORTION,35,30,0,4
LOS ANGELES,9002021B,3946,148,N,1136,TOTAL,90,68,2,7
LOS ANGELES,9002022A,3947,148,N,1213,POLLING PLACE,55,35,3,6
LOS ANGELES,9002022A,3947,148,N,0,VBM PORTION,45,36,1,2
LOS ANGELES,9002022A,3947,148,N,1213,TOTAL,100,71,4,8
LOS ANGELES,9002024A,3948,147,N,950,POLLING PLACE,55,40,3,7
LOS ANGELES,9002024A,3948,147,N,0,VBM PORTION,16,14,1,1
LOS ANGELES,9002024A,3948,147,N,950,TOTAL,71,54,4,8
LOS ANGELES,9002025B,3949,148,N,1031,POLLING PLACE,56,31,2,8
LOS ANGELES,9002025B,3949,148,N,0,VBM PORTION,33,29,1,1
LOS ANGELES,9002025B,3949,148,N,1031,TOTAL,89,60,3,9
LOS ANGELES,9002036A,3953,148,N,1003,POLLING PLACE,40,26,3,3
LOS ANGELES,9002036A,3953,148,N,0,VBM PORTION,25,19,1,1
LOS ANGELES,9002036A,3953,148,N,1003,TOTAL,65,45,4,4
LOS ANGELES,9002067D,3966,116,N,524,POLLING PLACE,73,54,6,2
LOS ANGELES,9002067D,3966,116,N,0,VBM PORTION,71,56,7,0
LOS ANGELES,9002067D,3966,116,N,524,TOTAL,144,110,13,2
LOS ANGELES,9002068A,3967,116,N,878,POLLING PLACE,48,40,1,2
LOS ANGELES,9002068A,3967,116,N,0,VBM PORTION,45,34,1,3
LOS ANGELES,9002068A,3967,116,N,878,TOTAL,93,74,2,5
LOS ANGELES,9002069B,3968,116,N,1090,POLLING PLACE,57,41,3,2
LOS ANGELES,9002069B,3968,116,N,0,VBM PORTION,64,53,1,0
LOS ANGELES,9002069B,3968,116,N,1090,TOTAL,121,94,4,2
LOS ANGELES,9002070A,3969,116,N,1147,POLLING PLACE,165,139,3,6
LOS ANGELES,9002070A,3969,116,N,0,VBM PORTION,142,118,8,0
LOS ANGELES,9002070A,3969,116,N,1147,TOTAL,307,257,11,6
LOS ANGELES,9002073A,3971,148,N,1168,POLLING PLACE,64,51,0,7
LOS ANGELES,9002073A,3971,148,N,0,VBM PORTION,39,31,0,5
LOS ANGELES,9002073A,3971,148,N,1168,TOTAL,103,82,0,12
LOS ANGELES,9002074B,3972,148,N,915,POLLING PLACE,50,35,0,4
LOS ANGELES,9002074B,3972,148,N,0,VBM PORTION,25,19,1,3
LOS ANGELES,9002074B,3972,148,N,915,TOTAL,75,54,1,7
LOS ANGELES,9002077A,3973,148,N,1092,POLLING PLACE,74,52,4,3
LOS ANGELES,9002077A,3973,148,N,0,VBM PORTION,72,57,1,4
LOS ANGELES,9002077A,3973,148,N,1092,TOTAL,146,109,5,7
LOS ANGELES,9002080A,3974,116,N,1257,POLLING PLACE,196,163,4,7
LOS ANGELES,9002080A,3974,116,N,0,VBM PORTION,145,119,6,7
LOS ANGELES,9002080A,3974,116,N,1257,TOTAL,341,282,10,14
LOS ANGELES,9002083B,3975,116,N,1062,POLLING PLACE,144,114,5,6
LOS ANGELES,9002083B,3975,116,N,0,VBM PORTION,72,55,2,6
LOS ANGELES,9002083B,3975,116,N,1062,TOTAL,216,169,7,12
LOS ANGELES,9002086A,3976,116,N,792,POLLING PLACE,60,34,3,9
LOS ANGELES,9002086A,3976,116,N,0,VBM PORTION,55,49,0,3
LOS ANGELES,9002086A,3976,116,N,792,TOTAL,115,83,3,12
LOS ANGELES,9002086C,3977,116,N,812,POLLING PLACE,48,41,0,4
LOS ANGELES,9002086C,3977,116,N,0,VBM PORTION,44,40,2,1
LOS ANGELES,9002086C,3977,116,N,812,TOTAL,92,81,2,5
LOS ANGELES,9002087B,3978,116,N,976,POLLING PLACE,63,44,0,8
LOS ANGELES,9002087B,3978,116,N,0,VBM PORTION,39,24,1,6
LOS ANGELES,9002087B,3978,116,N,976,TOTAL,102,68,1,14
LOS ANGELES,9002090A,3980,116,N,1192,POLLING PLACE,86,67,3,5
LOS ANGELES,9002090A,3980,116,N,0,VBM PORTION,99,84,0,5
LOS ANGELES,9002090A,3980,116,N,1192,TOTAL,185,151,3,10
LOS ANGELES,9002091A,3981,116,N,1235,POLLING PLACE,136,111,3,10
LOS ANGELES,9002091A,3981,116,N,0,VBM PORTION,99,83,5,5
LOS ANGELES,9002091A,3981,116,N,1235,TOTAL,235,194,8,15
LOS ANGELES,9002095A,3982,116,N,872,POLLING PLACE,133,98,3,4
LOS ANGELES,9002095A,3982,116,N,0,VBM PORTION,69,61,2,2
LOS ANGELES,9002095A,3982,116,N,872,TOTAL,202,159,5,6
LOS ANGELES,9002097A,3983,116,N,914,POLLING PLACE,103,78,0,2
LOS ANGELES,9002097A,3983,116,N,0,VBM PORTION,78,69,0,2
LOS ANGELES,9002097A,3983,116,N,914,TOTAL,181,147,0,4
LOS ANGELES,9002097B,3984,116,N,1071,POLLING PLACE,118,104,0,4
LOS ANGELES,9002097B,3984,116,N,0,VBM PORTION,92,79,2,3
LOS ANGELES,9002097B,3984,116,N,1071,TOTAL,210,183,2,7
LOS ANGELES,9002101A,3988,116,N,1247,POLLING PLACE,104,75,2,9
LOS ANGELES,9002101A,3988,116,N,0,VBM PORTION,78,65,4,3
LOS ANGELES,9002101A,3988,116,N,1247,TOTAL,182,140,6,12
LOS ANGELES,9002102A,3989,116,N,1353,POLLING PLACE,180,120,13,14
LOS ANGELES,9002102A,3989,116,N,0,VBM PORTION,196,156,7,9
LOS ANGELES,9002102A,3989,116,N,1353,TOTAL,376,276,20,23
LOS ANGELES,9002103A,3990,116,N,1268,POLLING PLACE,135,113,1,7
LOS ANGELES,9002103A,3990,116,N,0,VBM PORTION,90,75,2,3
LOS ANGELES,9002103A,3990,116,N,1268,TOTAL,225,188,3,10
LOS ANGELES,9002105A,3991,116,N,907,POLLING PLACE,100,87,1,2
LOS ANGELES,9002105A,3991,116,N,0,VBM PORTION,85,71,1,3
LOS ANGELES,9002105A,3991,116,N,907,TOTAL,185,158,2,5
LOS ANGELES,9002107A,3992,116,N,1209,POLLING PLACE,181,155,4,6
LOS ANGELES,9002107A,3992,116,N,0,VBM PORTION,186,164,7,4
LOS ANGELES,9002107A,3992,116,N,1209,TOTAL,367,319,11,10
LOS ANGELES,9002110B,3994,116,N,884,POLLING PLACE,55,38,1,3
LOS ANGELES,9002110B,3994,116,N,0,VBM PORTION,30,19,2,2
LOS ANGELES,9002110B,3994,116,N,884,TOTAL,85,57,3,5
LOS ANGELES,9002113A,3995,116,N,948,POLLING PLACE,55,37,1,6
LOS ANGELES,9002113A,3995,116,N,0,VBM PORTION,47,26,4,2
LOS ANGELES,9002113A,3995,116,N,948,TOTAL,102,63,5,8
LOS ANGELES,9002114A,3996,116,N,1301,POLLING PLACE,77,57,3,1
LOS ANGELES,9002114A,3996,116,N,0,VBM PORTION,62,47,1,5
LOS ANGELES,9002114A,3996,116,N,1301,TOTAL,139,104,4,6
LOS ANGELES,9002116A,3997,116,N,1223,POLLING PLACE,94,70,4,5
LOS ANGELES,9002116A,3997,116,N,0,VBM PORTION,52,47,1,1
LOS ANGELES,9002116A,3997,116,N,1223,TOTAL,146,117,5,6
LOS ANGELES,9002117B,3998,116,N,887,POLLING PLACE,58,41,0,7
LOS ANGELES,9002117B,3998,116,N,0,VBM PORTION,34,25,1,4
LOS ANGELES,9002117B,3998,116,N,887,TOTAL,92,66,1,11
LOS ANGELES,9002124B,4001,116,N,1264,POLLING PLACE,118,96,2,5
LOS ANGELES,9002124B,4001,116,N,0,VBM PORTION,116,103,3,1
LOS ANGELES,9002124B,4001,116,N,1264,TOTAL,234,199,5,6
LOS ANGELES,9002126B,4003,116,N,1063,POLLING PLACE,89,65,4,5
LOS ANGELES,9002126B,4003,116,N,0,VBM PORTION,72,60,1,2
LOS ANGELES,9002126B,4003,116,N,1063,TOTAL,161,125,5,7
LOS ANGELES,9002127A,4004,116,N,917,POLLING PLACE,76,60,3,1
LOS ANGELES,9002127A,4004,116,N,0,VBM PORTION,72,58,6,0
LOS ANGELES,9002127A,4004,116,N,917,TOTAL,148,118,9,1
LOS ANGELES,9002128A,4005,116,N,1008,POLLING PLACE,147,119,3,3
LOS ANGELES,9002128A,4005,116,N,0,VBM PORTION,94,82,4,3
LOS ANGELES,9002128A,4005,116,N,1008,TOTAL,241,201,7,6
LOS ANGELES,9002129B,4006,116,N,1309,POLLING PLACE,135,93,8,7
LOS ANGELES,9002129B,4006,116,N,0,VBM PORTION,87,74,1,4
LOS ANGELES,9002129B,4006,116,N,1309,TOTAL,222,167,9,11
LOS ANGELES,9002132B,4008,116,N,1109,POLLING PLACE,150,129,3,3
LOS ANGELES,9002132B,4008,116,N,0,VBM PORTION,107,90,3,4
LOS ANGELES,9002132B,4008,116,N,1109,TOTAL,257,219,6,7
LOS ANGELES,9002135B,4009,116,N,1283,POLLING PLACE,100,79,2,3
LOS ANGELES,9002135B,4009,116,N,0,VBM PORTION,78,59,3,6
LOS ANGELES,9002135B,4009,116,N,1283,TOTAL,178,138,5,9
LOS ANGELES,9002136A,4010,116,N,1080,POLLING PLACE,62,45,2,6
LOS ANGELES,9002136A,4010,116,N,0,VBM PORTION,49,39,5,4
LOS ANGELES,9002136A,4010,116,N,1080,TOTAL,111,84,7,10
LOS ANGELES,9002137A,4011,116,N,1222,POLLING PLACE,50,34,0,9
LOS ANGELES,9002137A,4011,116,N,0,VBM PORTION,49,44,0,1
LOS ANGELES,9002137A,4011,116,N,1222,TOTAL,99,78,0,10
LOS ANGELES,9002140A,4012,116,N,767,POLLING PLACE,42,28,2,5
LOS ANGELES,9002140A,4012,116,N,0,VBM PORTION,41,31,2,3
