LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,GEORGE MCKENNA,HATTIE B MCFRAZIER,O O MANIGAULT,G HUDLEY-HAYES,RACHEL C JOHNSON,ALEX JOHNSON,SHERLETT H NEWBILL
LOS ANGELES,9001474C,3728,116,N,1046,POLLING PLACE,156,56,5,4,8,2,25,11
LOS ANGELES,9001474C,3728,116,N,0,VBM PORTION,154,47,4,6,8,6,18,9
LOS ANGELES,9001474C,3728,116,N,1046,TOTAL,310,103,9,10,16,8,43,20
LOS ANGELES,9001480A,3729,85,N,1249,POLLING PLACE,76,15,2,4,6,6,12,7
LOS ANGELES,9001480A,3729,85,N,0,VBM PORTION,76,18,3,8,4,3,11,8
LOS ANGELES,9001480A,3729,85,N,1249,TOTAL,152,33,5,12,10,9,23,15
LOS ANGELES,9001485A,3732,116,N,1164,POLLING PLACE,69,18,2,8,6,5,13,6
LOS ANGELES,9001485A,3732,116,N,0,VBM PORTION,66,16,3,7,1,2,11,4
LOS ANGELES,9001485A,3732,116,N,1164,TOTAL,135,34,5,15,7,7,24,10
LOS ANGELES,9001490A,3735,116,N,1216,POLLING PLACE,73,15,3,7,4,2,14,17
LOS ANGELES,9001490A,3735,116,N,0,VBM PORTION,59,18,3,3,5,1,12,4
LOS ANGELES,9001490A,3735,116,N,1216,TOTAL,132,33,6,10,9,3,26,21
LOS ANGELES,9001492A,3736,116,N,1095,POLLING PLACE,112,37,5,9,6,3,22,14
LOS ANGELES,9001492A,3736,116,N,0,VBM PORTION,87,22,5,5,6,6,15,13
LOS ANGELES,9001492A,3736,116,N,1095,TOTAL,199,59,10,14,12,9,37,27
LOS ANGELES,9001502A,3738,116,N,781,POLLING PLACE,52,20,4,4,4,1,6,2
LOS ANGELES,9001502A,3738,116,N,0,VBM PORTION,53,11,3,6,3,4,6,4
LOS ANGELES,9001502A,3738,116,N,781,TOTAL,105,31,7,10,7,5,12,6
LOS ANGELES,9001522A,3741,116,N,1098,POLLING PLACE,106,32,3,5,9,3,20,8
LOS ANGELES,9001522A,3741,116,N,0,VBM PORTION,110,35,1,8,2,1,13,14
LOS ANGELES,9001522A,3741,116,N,1098,TOTAL,216,67,4,13,11,4,33,22
LOS ANGELES,9001525A,3742,116,N,1280,POLLING PLACE,119,34,6,6,5,2,24,14
LOS ANGELES,9001525A,3742,116,N,0,VBM PORTION,170,51,2,13,6,5,27,16
LOS ANGELES,9001525A,3742,116,N,1280,TOTAL,289,85,8,19,11,7,51,30
LOS ANGELES,9001532A,3744,116,N,1058,POLLING PLACE,69,17,2,3,1,1,8,14
LOS ANGELES,9001532A,3744,116,N,0,VBM PORTION,114,42,3,9,5,4,19,7
LOS ANGELES,9001532A,3744,116,N,1058,TOTAL,183,59,5,12,6,5,27,21
LOS ANGELES,9001533A,3745,116,N,748,POLLING PLACE,54,16,1,6,3,2,9,9
LOS ANGELES,9001533A,3745,116,N,0,VBM PORTION,62,14,2,6,1,4,17,5
LOS ANGELES,9001533A,3745,116,N,748,TOTAL,116,30,3,12,4,6,26,14
LOS ANGELES,9001535A,3746,116,N,1063,POLLING PLACE,62,21,2,6,3,0,9,3
LOS ANGELES,9001535A,3746,116,N,0,VBM PORTION,53,11,7,3,0,2,9,4
LOS ANGELES,9001535A,3746,116,N,1063,TOTAL,115,32,9,9,3,2,18,7
LOS ANGELES,9001551A,3754,104,N,1058,POLLING PLACE,83,24,3,7,3,2,28,2
LOS ANGELES,9001551A,3754,104,N,0,VBM PORTION,78,28,3,2,4,6,10,9
LOS ANGELES,9001551A,3754,104,N,1058,TOTAL,161,52,6,9,7,8,38,11
LOS ANGELES,9001582B,3774,148,N,533,POLLING PLACE,49,19,2,5,2,3,7,4
LOS ANGELES,9001582B,3774,148,N,0,VBM PORTION,13,9,0,1,0,0,1,0
LOS ANGELES,9001582B,3774,148,N,533,TOTAL,62,28,2,6,2,3,8,4
LOS ANGELES,9001582C,3775,148,N,999,POLLING PLACE,50,23,1,2,4,2,7,4
LOS ANGELES,9001582C,3775,148,N,0,VBM PORTION,24,7,1,3,2,4,6,1
LOS ANGELES,9001582C,3775,148,N,999,TOTAL,74,30,2,5,6,6,13,5
LOS ANGELES,9001583B,3776,148,N,1254,POLLING PLACE,66,15,1,7,3,2,16,5
LOS ANGELES,9001583B,3776,148,N,0,VBM PORTION,24,9,2,3,0,2,5,0
LOS ANGELES,9001583B,3776,148,N,1254,TOTAL,90,24,3,10,3,4,21,5
LOS ANGELES,9001591C,3779,148,N,1160,POLLING PLACE,67,26,1,3,5,2,19,2
LOS ANGELES,9001591C,3779,148,N,0,VBM PORTION,30,9,2,4,2,6,4,2
LOS ANGELES,9001591C,3779,148,N,1160,TOTAL,97,35,3,7,7,8,23,4
LOS ANGELES,9001613D,3787,83,N,827,POLLING PLACE,101,30,1,8,9,3,10,7
LOS ANGELES,9001613D,3787,83,N,0,VBM PORTION,116,32,1,2,6,2,9,3
LOS ANGELES,9001613D,3787,83,N,827,TOTAL,217,62,2,10,15,5,19,10
LOS ANGELES,9001617A,3788,116,N,839,POLLING PLACE,50,15,0,4,2,1,13,9
LOS ANGELES,9001617A,3788,116,N,0,VBM PORTION,41,18,2,1,3,2,7,3
LOS ANGELES,9001617A,3788,116,N,839,TOTAL,91,33,2,5,5,3,20,12
LOS ANGELES,9001621A,3789,102,N,1050,POLLING PLACE,214,99,3,10,13,5,18,10
LOS ANGELES,9001621A,3789,102,N,0,VBM PORTION,89,38,3,1,4,1,9,5
LOS ANGELES,9001621A,3789,102,N,1050,TOTAL,303,137,6,11,17,6,27,15
LOS ANGELES,9001623A,3792,83,N,874,POLLING PLACE,108,43,0,5,10,3,11,6
LOS ANGELES,9001623A,3792,83,N,0,VBM PORTION,103,50,1,4,12,2,9,7
LOS ANGELES,9001623A,3792,83,N,874,TOTAL,211,93,1,9,22,5,20,13
LOS ANGELES,9001681A,3808,104,N,997,POLLING PLACE,74,15,1,4,4,6,20,11
LOS ANGELES,9001681A,3808,104,N,0,VBM PORTION,62,15,1,4,4,2,10,5
LOS ANGELES,9001681A,3808,104,N,997,TOTAL,136,30,2,8,8,8,30,16
LOS ANGELES,9001684A,3809,148,N,1133,POLLING PLACE,69,23,4,3,9,3,14,8
LOS ANGELES,9001684A,3809,148,N,0,VBM PORTION,45,15,1,2,1,1,11,5
LOS ANGELES,9001684A,3809,148,N,1133,TOTAL,114,38,5,5,10,4,25,13
LOS ANGELES,9001711A,3819,86,N,1078,POLLING PLACE,119,51,3,5,5,4,19,14
LOS ANGELES,9001711A,3819,86,N,0,VBM PORTION,96,26,2,3,4,3,30,6
LOS ANGELES,9001711A,3819,86,N,1078,TOTAL,215,77,5,8,9,7,49,20
LOS ANGELES,9001716A,3822,116,N,1269,POLLING PLACE,89,26,3,3,8,2,24,12
LOS ANGELES,9001716A,3822,116,N,0,VBM PORTION,65,14,3,8,6,1,15,5
LOS ANGELES,9001716A,3822,116,N,1269,TOTAL,154,40,6,11,14,3,39,17
LOS ANGELES,9001719A,3824,148,N,930,POLLING PLACE,42,11,1,3,4,3,11,1
LOS ANGELES,9001719A,3824,148,N,0,VBM PORTION,29,7,1,2,1,2,6,2
LOS ANGELES,9001719A,3824,148,N,930,TOTAL,71,18,2,5,5,5,17,3
LOS ANGELES,9001721A,3825,104,N,1100,POLLING PLACE,65,16,6,4,6,5,11,8
LOS ANGELES,9001721A,3825,104,N,0,VBM PORTION,54,7,3,6,2,1,8,6
LOS ANGELES,9001721A,3825,104,N,1100,TOTAL,119,23,9,10,8,6,19,14
LOS ANGELES,9001725A,3826,116,N,731,POLLING PLACE,69,29,2,3,5,1,17,9
LOS ANGELES,9001725A,3826,116,N,0,VBM PORTION,39,11,0,2,1,4,11,2
LOS ANGELES,9001725A,3826,116,N,731,TOTAL,108,40,2,5,6,5,28,11
LOS ANGELES,9001727A,3827,177,N,819,POLLING PLACE,80,21,3,4,2,8,20,7
LOS ANGELES,9001727A,3827,177,N,0,VBM PORTION,45,14,4,4,1,7,7,1
LOS ANGELES,9001727A,3827,177,N,819,TOTAL,125,35,7,8,3,15,27,8
LOS ANGELES,9001729A,3829,116,N,1339,POLLING PLACE,91,43,1,4,5,1,28,6
LOS ANGELES,9001729A,3829,116,N,0,VBM PORTION,122,41,2,3,8,4,28,12
LOS ANGELES,9001729A,3829,116,N,1339,TOTAL,213,84,3,7,13,5,56,18
LOS ANGELES,9001730B,3830,116,N,961,POLLING PLACE,123,50,4,3,6,5,38,6
LOS ANGELES,9001730B,3830,116,N,0,VBM PORTION,85,23,3,5,5,5,21,10
LOS ANGELES,9001730B,3830,116,N,961,TOTAL,208,73,7,8,11,10,59,16
LOS ANGELES,9001738A,3833,104,N,686,POLLING PLACE,59,12,2,8,5,3,13,9
LOS ANGELES,9001738A,3833,104,N,0,VBM PORTION,84,19,1,14,4,2,16,8
LOS ANGELES,9001738A,3833,104,N,686,TOTAL,143,31,3,22,9,5,29,17
LOS ANGELES,9001747A,3836,148,N,1152,POLLING PLACE,73,23,4,6,3,3,18,6
LOS ANGELES,9001747A,3836,148,N,0,VBM PORTION,75,33,6,2,3,3,9,4
LOS ANGELES,9001747A,3836,148,N,1152,TOTAL,148,56,10,8,6,6,27,10
LOS ANGELES,9001751A,3837,148,N,1254,POLLING PLACE,31,5,1,4,6,0,3,2
LOS ANGELES,9001751A,3837,148,N,0,VBM PORTION,74,9,0,3,0,6,14,4
LOS ANGELES,9001751A,3837,148,N,1254,TOTAL,105,14,1,7,6,6,17,6
LOS ANGELES,9001755A,3839,148,N,1207,POLLING PLACE,84,29,1,2,16,3,17,5
LOS ANGELES,9001755A,3839,148,N,0,VBM PORTION,50,15,0,6,3,3,11,4
LOS ANGELES,9001755A,3839,148,N,1207,TOTAL,134,44,1,8,19,6,28,9
LOS ANGELES,9001757A,3840,148,N,733,POLLING PLACE,42,10,3,0,3,0,10,5
LOS ANGELES,9001757A,3840,148,N,0,VBM PORTION,21,7,0,3,1,2,4,2
LOS ANGELES,9001757A,3840,148,N,733,TOTAL,63,17,3,3,4,2,14,7
LOS ANGELES,9001762A,3843,148,N,1126,POLLING PLACE,77,22,4,6,6,2,18,8
LOS ANGELES,9001762A,3843,148,N,0,VBM PORTION,49,16,0,0,6,4,12,5
LOS ANGELES,9001762A,3843,148,N,1126,TOTAL,126,38,4,6,12,6,30,13
LOS ANGELES,9001764A,3844,116,N,1182,POLLING PLACE,76,34,2,1,5,3,17,5
LOS ANGELES,9001764A,3844,116,N,0,VBM PORTION,65,18,6,3,3,0,12,10
LOS ANGELES,9001764A,3844,116,N,1182,TOTAL,141,52,8,4,8,3,29,15
LOS ANGELES,9001765A,3845,116,N,900,POLLING PLACE,64,26,1,3,2,6,15,3
LOS ANGELES,9001765A,3845,116,N,0,VBM PORTION,39,16,0,1,2,2,6,1
LOS ANGELES,9001765A,3845,116,N,900,TOTAL,103,42,1,4,4,8,21,4
LOS ANGELES,9001767A,3846,116,N,848,POLLING PLACE,48,12,0,1,2,1,19,6
LOS ANGELES,9001767A,3846,116,N,0,VBM PORTION,55,18,5,3,4,4,9,6
LOS ANGELES,9001767A,3846,116,N,848,TOTAL,103,30,5,4,6,5,28,12
LOS ANGELES,9001768A,3847,116,N,1157,POLLING PLACE,119,35,4,6,11,4,39,9
LOS ANGELES,9001768A,3847,116,N,0,VBM PORTION,62,20,4,5,7,1,14,7
LOS ANGELES,9001768A,3847,116,N,1157,TOTAL,181,55,8,11,18,5,53,16
LOS ANGELES,9001769C,3848,116,N,1195,POLLING PLACE,125,43,2,2,8,1,27,24
LOS ANGELES,9001769C,3848,116,N,0,VBM PORTION,63,9,2,4,8,3,13,16
LOS ANGELES,9001769C,3848,116,N,1195,TOTAL,188,52,4,6,16,4,40,40
LOS ANGELES,9001770A,3849,116,N,1104,POLLING PLACE,69,20,1,7,2,4,25,4
LOS ANGELES,9001770A,3849,116,N,0,VBM PORTION,59,16,4,3,2,0,20,1
LOS ANGELES,9001770A,3849,116,N,1104,TOTAL,128,36,5,10,4,4,45,5
LOS ANGELES,9001776B,3850,116,N,1257,POLLING PLACE,75,28,0,1,5,3,14,9
LOS ANGELES,9001776B,3850,116,N,0,VBM PORTION,88,25,4,2,5,9,17,8
LOS ANGELES,9001776B,3850,116,N,1257,TOTAL,163,53,4,3,10,12,31,17
LOS ANGELES,9001777B,3851,116,N,863,POLLING PLACE,72,20,2,8,5,1,17,11
LOS ANGELES,9001777B,3851,116,N,0,VBM PORTION,61,16,1,7,1,3,17,3
LOS ANGELES,9001777B,3851,116,N,863,TOTAL,133,36,3,15,6,4,34,14
LOS ANGELES,9001779C,3852,116,N,915,POLLING PLACE,52,18,1,3,2,1,11,10
LOS ANGELES,9001779C,3852,116,N,0,VBM PORTION,49,9,3,0,7,0,17,6
LOS ANGELES,9001779C,3852,116,N,915,TOTAL,101,27,4,3,9,1,28,16
LOS ANGELES,9001782A,3855,116,N,938,POLLING PLACE,68,24,4,1,2,5,15,9
LOS ANGELES,9001782A,3855,116,N,0,VBM PORTION,45,11,3,2,2,5,10,2
LOS ANGELES,9001782A,3855,116,N,938,TOTAL,113,35,7,3,4,10,25,11
LOS ANGELES,9001782B,3856,116,N,734,POLLING PLACE,45,17,1,2,3,1,13,4
LOS ANGELES,9001782B,3856,116,N,0,VBM PORTION,30,6,2,1,0,2,10,4
LOS ANGELES,9001782B,3856,116,N,734,TOTAL,75,23,3,3,3,3,23,8
LOS ANGELES,9001783A,3857,116,N,1197,POLLING PLACE,78,34,3,3,6,0,9,14
LOS ANGELES,9001783A,3857,116,N,0,VBM PORTION,58,21,0,7,3,2,14,3
LOS ANGELES,9001783A,3857,116,N,1197,TOTAL,136,55,3,10,9,2,23,17
LOS ANGELES,9001784A,3858,116,N,1218,POLLING PLACE,93,43,0,4,8,0,20,15
LOS ANGELES,9001784A,3858,116,N,0,VBM PORTION,46,14,1,0,3,2,14,1
LOS ANGELES,9001784A,3858,116,N,1218,TOTAL,139,57,1,4,11,2,34,16
LOS ANGELES,9001785A,3859,116,N,1195,POLLING PLACE,94,33,2,4,5,3,26,11
LOS ANGELES,9001785A,3859,116,N,0,VBM PORTION,69,16,2,3,8,2,19,8
LOS ANGELES,9001785A,3859,116,N,1195,TOTAL,163,49,4,7,13,5,45,19
LOS ANGELES,9001786A,3860,116,N,962,POLLING PLACE,105,33,3,4,12,0,24,12
LOS ANGELES,9001786A,3860,116,N,0,VBM PORTION,50,17,0,2,3,3,13,3
LOS ANGELES,9001786A,3860,116,N,962,TOTAL,155,50,3,6,15,3,37,15
LOS ANGELES,9001787A,3861,116,N,983,POLLING PLACE,52,20,0,8,3,0,16,3
LOS ANGELES,9001787A,3861,116,N,0,VBM PORTION,67,22,4,6,5,2,17,4
LOS ANGELES,9001787A,3861,116,N,983,TOTAL,119,42,4,14,8,2,33,7
LOS ANGELES,9001799A,3866,174,N,1206,POLLING PLACE,73,24,5,2,7,3,12,8
LOS ANGELES,9001799A,3866,174,N,0,VBM PORTION,29,2,0,3,2,1,11,2
LOS ANGELES,9001799A,3866,174,N,1206,TOTAL,102,26,5,5,9,4,23,10
LOS ANGELES,9001929A,3910,142,N,1075,POLLING PLACE,21,4,0,2,2,2,5,1
LOS ANGELES,9001929A,3910,142,N,0,VBM PORTION,15,5,3,1,0,1,1,3
LOS ANGELES,9001929A,3910,142,N,1075,TOTAL,36,9,3,3,2,3,6,4
LOS ANGELES,9001942A,3919,148,N,709,POLLING PLACE,19,1,0,2,1,0,1,1
LOS ANGELES,9001942A,3919,148,N,0,VBM PORTION,1,0,0,0,0,0,0,0
LOS ANGELES,9001942A,3919,148,N,709,TOTAL,20,1,0,2,1,0,1,1
LOS ANGELES,9001956A,3924,148,N,1069,POLLING PLACE,52,13,2,4,5,2,14,5
LOS ANGELES,9001956A,3924,148,N,0,VBM PORTION,30,10,1,1,1,2,6,5
LOS ANGELES,9001956A,3924,148,N,1069,TOTAL,82,23,3,5,6,4,20,10
LOS ANGELES,9001961A,3926,148,N,1072,POLLING PLACE,76,21,1,5,5,4,21,6
LOS ANGELES,9001961A,3926,148,N,0,VBM PORTION,41,12,0,1,7,4,5,1
LOS ANGELES,9001961A,3926,148,N,1072,TOTAL,117,33,1,6,12,8,26,7
LOS ANGELES,9001984B,3931,116,N,1117,POLLING PLACE,82,23,1,6,6,5,16,7
LOS ANGELES,9001984B,3931,116,N,0,VBM PORTION,61,15,3,3,5,7,13,2
LOS ANGELES,9001984B,3931,116,N,1117,TOTAL,143,38,4,9,11,12,29,9
LOS ANGELES,9001985A,3932,116,N,1198,POLLING PLACE,102,24,2,13,4,1,25,7
LOS ANGELES,9001985A,3932,116,N,0,VBM PORTION,70,12,2,3,2,4,13,4
LOS ANGELES,9001985A,3932,116,N,1198,TOTAL,172,36,4,16,6,5,38,11
LOS ANGELES,9002001A,3938,104,N,1137,POLLING PLACE,58,24,1,3,4,0,21,2
LOS ANGELES,9002001A,3938,104,N,0,VBM PORTION,63,14,1,5,5,2,17,5
LOS ANGELES,9002001A,3938,104,N,1137,TOTAL,121,38,2,8,9,2,38,7
LOS ANGELES,9002009A,3941,116,N,894,POLLING PLACE,58,22,3,1,5,1,13,5
LOS ANGELES,9002009A,3941,116,N,0,VBM PORTION,77,22,1,5,5,0,24,4
LOS ANGELES,9002009A,3941,116,N,894,TOTAL,135,44,4,6,10,1,37,9
LOS ANGELES,9002021A,3945,148,N,1097,POLLING PLACE,41,15,1,1,2,0,13,5
LOS ANGELES,9002021A,3945,148,N,0,VBM PORTION,48,15,1,2,1,3,15,6
LOS ANGELES,9002021A,3945,148,N,1097,TOTAL,89,30,2,3,3,3,28,11
LOS ANGELES,9002021B,3946,148,N,1136,POLLING PLACE,55,22,1,4,1,0,14,4
LOS ANGELES,9002021B,3946,148,N,0,VBM PORTION,35,8,2,3,1,4,8,2
LOS ANGELES,9002021B,3946,148,N,1136,TOTAL,90,30,3,7,2,4,22,6
LOS ANGELES,9002022A,3947,148,N,1213,POLLING PLACE,55,14,1,1,3,3,22,6
LOS ANGELES,9002022A,3947,148,N,0,VBM PORTION,45,12,0,2,4,3,15,3
LOS ANGELES,9002022A,3947,148,N,1213,TOTAL,100,26,1,3,7,6,37,9
LOS ANGELES,9002025B,3949,148,N,1031,POLLING PLACE,56,20,0,2,7,4,15,2
LOS ANGELES,9002025B,3949,148,N,0,VBM PORTION,33,5,0,3,1,5,6,1
LOS ANGELES,9002025B,3949,148,N,1031,TOTAL,89,25,0,5,8,9,21,3
LOS ANGELES,9002036A,3953,148,N,1003,POLLING PLACE,40,11,4,4,3,1,9,5
LOS ANGELES,9002036A,3953,148,N,0,VBM PORTION,25,3,0,3,3,2,9,2
LOS ANGELES,9002036A,3953,148,N,1003,TOTAL,65,14,4,7,6,3,18,7
LOS ANGELES,9002063A,3965,151,N,985,POLLING PLACE,38,12,1,2,1,2,7,4
LOS ANGELES,9002063A,3965,151,N,0,VBM PORTION,16,3,0,0,0,0,10,1
LOS ANGELES,9002063A,3965,151,N,985,TOTAL,54,15,1,2,1,2,17,5
LOS ANGELES,9002067D,3966,116,N,524,POLLING PLACE,73,33,6,2,2,0,16,8
LOS ANGELES,9002067D,3966,116,N,0,VBM PORTION,71,19,2,7,5,4,15,8
LOS ANGELES,9002067D,3966,116,N,524,TOTAL,144,52,8,9,7,4,31,16
LOS ANGELES,9002068A,3967,116,N,878,POLLING PLACE,48,13,0,3,4,5,13,5
LOS ANGELES,9002068A,3967,116,N,0,VBM PORTION,45,16,1,3,4,4,5,1
LOS ANGELES,9002068A,3967,116,N,878,TOTAL,93,29,1,6,8,9,18,6
LOS ANGELES,9002069B,3968,116,N,1090,POLLING PLACE,57,26,1,2,0,1,10,10
LOS ANGELES,9002069B,3968,116,N,0,VBM PORTION,64,26,0,6,3,1,8,7
LOS ANGELES,9002069B,3968,116,N,1090,TOTAL,121,52,1,8,3,2,18,17
LOS ANGELES,9002070A,3969,116,N,1147,POLLING PLACE,165,79,1,5,8,0,43,14
LOS ANGELES,9002070A,3969,116,N,0,VBM PORTION,142,60,6,3,4,4,29,9
LOS ANGELES,9002070A,3969,116,N,1147,TOTAL,307,139,7,8,12,4,72,23
LOS ANGELES,9002073A,3971,148,N,1168,POLLING PLACE,64,22,1,7,2,3,23,3
LOS ANGELES,9002073A,3971,148,N,0,VBM PORTION,39,13,2,1,2,0,11,6
LOS ANGELES,9002073A,3971,148,N,1168,TOTAL,103,35,3,8,4,3,34,9
LOS ANGELES,9002074B,3972,148,N,915,POLLING PLACE,50,22,1,3,2,4,10,3
LOS ANGELES,9002074B,3972,148,N,0,VBM PORTION,25,6,2,1,2,1,4,1
LOS ANGELES,9002074B,3972,148,N,915,TOTAL,75,28,3,4,4,5,14,4
LOS ANGELES,9002077A,3973,148,N,1092,POLLING PLACE,74,28,8,4,1,1,15,6
LOS ANGELES,9002077A,3973,148,N,0,VBM PORTION,72,22,5,2,6,3,12,5
LOS ANGELES,9002077A,3973,148,N,1092,TOTAL,146,50,13,6,7,4,27,11
LOS ANGELES,9002080A,3974,116,N,1257,POLLING PLACE,196,78,5,5,13,3,44,20
LOS ANGELES,9002080A,3974,116,N,0,VBM PORTION,145,62,8,5,11,1,26,7
LOS ANGELES,9002080A,3974,116,N,1257,TOTAL,341,140,13,10,24,4,70,27
LOS ANGELES,9002083B,3975,116,N,1062,POLLING PLACE,144,57,3,3,9,4,26,31
LOS ANGELES,9002083B,3975,116,N,0,VBM PORTION,72,27,5,3,3,1,10,11
LOS ANGELES,9002083B,3975,116,N,1062,TOTAL,216,84,8,6,12,5,36,42
LOS ANGELES,9002086A,3976,116,N,792,POLLING PLACE,60,26,0,4,2,0,11,5
LOS ANGELES,9002086A,3976,116,N,0,VBM PORTION,55,16,0,2,9,1,19,0
LOS ANGELES,9002086A,3976,116,N,792,TOTAL,115,42,0,6,11,1,30,5
LOS ANGELES,9002086C,3977,116,N,812,POLLING PLACE,48,13,5,2,5,2,11,5
LOS ANGELES,9002086C,3977,116,N,0,VBM PORTION,44,12,3,0,3,7,13,3
LOS ANGELES,9002086C,3977,116,N,812,TOTAL,92,25,8,2,8,9,24,8
LOS ANGELES,9002087B,3978,116,N,976,POLLING PLACE,63,28,0,1,2,3,21,2
LOS ANGELES,9002087B,3978,116,N,0,VBM PORTION,39,13,0,1,2,3,10,3
LOS ANGELES,9002087B,3978,116,N,976,TOTAL,102,41,0,2,4,6,31,5
LOS ANGELES,9002090A,3980,116,N,1192,POLLING PLACE,86,30,0,4,6,1,20,15
LOS ANGELES,9002090A,3980,116,N,0,VBM PORTION,99,36,1,3,10,2,21,13
LOS ANGELES,9002090A,3980,116,N,1192,TOTAL,185,66,1,7,16,3,41,28
LOS ANGELES,9002091A,3981,116,N,1235,POLLING PLACE,136,66,1,5,6,1,31,13
LOS ANGELES,9002091A,3981,116,N,0,VBM PORTION,99,35,3,1,4,6,30,7
LOS ANGELES,9002091A,3981,116,N,1235,TOTAL,235,101,4,6,10,7,61,20
LOS ANGELES,9002095A,3982,116,N,872,POLLING PLACE,133,75,3,1,6,0,27,14
LOS ANGELES,9002095A,3982,116,N,0,VBM PORTION,69,23,2,4,3,5,20,3
LOS ANGELES,9002095A,3982,116,N,872,TOTAL,202,98,5,5,9,5,47,17
LOS ANGELES,9002097A,3983,116,N,914,POLLING PLACE,103,52,3,3,2,2,21,11
LOS ANGELES,9002097A,3983,116,N,0,VBM PORTION,78,28,0,6,5,1,19,4
LOS ANGELES,9002097A,3983,116,N,914,TOTAL,181,80,3,9,7,3,40,15
LOS ANGELES,9002097B,3984,116,N,1071,POLLING PLACE,118,55,2,3,1,3,29,15
LOS ANGELES,9002097B,3984,116,N,0,VBM PORTION,92,26,7,1,7,2,25,4
LOS ANGELES,9002097B,3984,116,N,1071,TOTAL,210,81,9,4,8,5,54,19
LOS ANGELES,9002101A,3988,116,N,1247,POLLING PLACE,104,43,3,0,9,2,27,5
LOS ANGELES,9002101A,3988,116,N,0,VBM PORTION,78,23,2,2,5,3,20,7
LOS ANGELES,9002101A,3988,116,N,1247,TOTAL,182,66,5,2,14,5,47,12
LOS ANGELES,9002102A,3989,116,N,1353,POLLING PLACE,180,81,2,5,16,7,35,5
LOS ANGELES,9002102A,3989,116,N,0,VBM PORTION,196,63,5,2,8,6,56,17
LOS ANGELES,9002102A,3989,116,N,1353,TOTAL,376,144,7,7,24,13,91,22
LOS ANGELES,9002103A,3990,116,N,1268,POLLING PLACE,135,63,5,3,10,5,21,15
LOS ANGELES,9002103A,3990,116,N,0,VBM PORTION,90,29,7,6,3,4,14,10
LOS ANGELES,9002103A,3990,116,N,1268,TOTAL,225,92,12,9,13,9,35,25
LOS ANGELES,9002105A,3991,116,N,907,POLLING PLACE,100,47,1,2,5,2,24,14
LOS ANGELES,9002105A,3991,116,N,0,VBM PORTION,85,35,2,3,8,1,17,7
LOS ANGELES,9002105A,3991,116,N,907,TOTAL,185,82,3,5,13,3,41,21
LOS ANGELES,9002107A,3992,116,N,1209,POLLING PLACE,181,100,8,6,7,0,34,16
LOS ANGELES,9002107A,3992,116,N,0,VBM PORTION,186,86,2,1,10,3,45,10
LOS ANGELES,9002107A,3992,116,N,1209,TOTAL,367,186,10,7,17,3,79,26
LOS ANGELES,9002110B,3994,116,N,884,POLLING PLACE,55,21,2,2,2,0,15,11
LOS ANGELES,9002110B,3994,116,N,0,VBM PORTION,30,6,1,2,2,0,10,2
LOS ANGELES,9002110B,3994,116,N,884,TOTAL,85,27,3,4,4,0,25,13
LOS ANGELES,9002113A,3995,116,N,948,POLLING PLACE,55,20,1,2,2,1,15,7
LOS ANGELES,9002113A,3995,116,N,0,VBM PORTION,47,9,0,2,1,6,14,5
LOS ANGELES,9002113A,3995,116,N,948,TOTAL,102,29,1,4,3,7,29,12
LOS ANGELES,9002114A,3996,116,N,1301,POLLING PLACE,77,28,0,4,6,3,22,6
LOS ANGELES,9002114A,3996,116,N,0,VBM PORTION,62,22,1,7,3,4,14,6
LOS ANGELES,9002114A,3996,116,N,1301,TOTAL,139,50,1,11,9,7,36,12
LOS ANGELES,9002116A,3997,116,N,1223,POLLING PLACE,94,31,3,3,8,3,27,12
LOS ANGELES,9002116A,3997,116,N,0,VBM PORTION,52,19,4,1,4,1,14,4
LOS ANGELES,9002116A,3997,116,N,1223,TOTAL,146,50,7,4,12,4,41,16
LOS ANGELES,9002117B,3998,116,N,887,POLLING PLACE,58,16,1,1,2,3,17,9
LOS ANGELES,9002117B,3998,116,N,0,VBM PORTION,34,3,1,0,2,6,14,3
LOS ANGELES,9002117B,3998,116,N,887,TOTAL,92,19,2,1,4,9,31,12
LOS ANGELES,9002124B,4001,116,N,1264,POLLING PLACE,118,50,2,4,14,4,30,6
LOS ANGELES,9002124B,4001,116,N,0,VBM PORTION,116,35,8,4,7,3,34,11
LOS ANGELES,9002124B,4001,116,N,1264,TOTAL,234,85,10,8,21,7,64,17
LOS ANGELES,9002126B,4003,116,N,1063,POLLING PLACE,89,43,1,1,7,2,20,5
LOS ANGELES,9002126B,4003,116,N,0,VBM PORTION,72,26,0,1,3,1,25,5
LOS ANGELES,9002126B,4003,116,N,1063,TOTAL,161,69,1,2,10,3,45,10
LOS ANGELES,9002127A,4004,116,N,917,POLLING PLACE,76,45,1,0,3,1,12,6
LOS ANGELES,9002127A,4004,116,N,0,VBM PORTION,72,17,1,3,8,0,17,3
LOS ANGELES,9002127A,4004,116,N,917,TOTAL,148,62,2,3,11,1,29,9
LOS ANGELES,9002128A,4005,116,N,1008,POLLING PLACE,147,78,3,3,3,5,32,13
LOS ANGELES,9002128A,4005,116,N,0,VBM PORTION,94,27,6,2,5,5,31,5
LOS ANGELES,9002128A,4005,116,N,1008,TOTAL,241,105,9,5,8,10,63,18
