LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,YES,NO
IRWINDALE,3000003A,1166,66,N,0,VBM PORTION,48,32,9
IRWINDALE,3000003A,1166,66,N,765,TOTAL,123,77,26
IRWINDALE,3000004A,6075,66,Y,174,POLLING PLACE,0,0,0
IRWINDALE,3000004A,6075,66,Y,0,VBM PORTION,11,9,1
IRWINDALE,3000004A,6075,66,Y,174,TOTAL,11,9,1
KINNELOA MESA,3080002A,1167,33,N,923,POLLING PLACE,94,42,42
KINNELOA MESA,3080002A,1167,33,N,0,VBM PORTION,171,88,66
KINNELOA MESA,3080002A,1167,33,N,923,TOTAL,265,130,108
LA CANADA FLINTRIDGE,3150001A,1168,47,N,1260,POLLING PLACE,163,91,63
LA CANADA FLINTRIDGE,3150001A,1168,47,N,0,VBM PORTION,216,108,79
LA CANADA FLINTRIDGE,3150001A,1168,47,N,1260,TOTAL,379,199,142
LA CANADA FLINTRIDGE,3150004A,1169,47,N,1374,POLLING PLACE,152,98,46
LA CANADA FLINTRIDGE,3150004A,1169,47,N,0,VBM PORTION,236,121,86
LA CANADA FLINTRIDGE,3150004A,1169,47,N,1374,TOTAL,388,219,132
LA CANADA FLINTRIDGE,3150009A,1170,47,N,1300,POLLING PLACE,141,72,57
LA CANADA FLINTRIDGE,3150009A,1170,47,N,0,VBM PORTION,193,85,86
LA CANADA FLINTRIDGE,3150009A,1170,47,N,1300,TOTAL,334,157,143
LA CANADA FLINTRIDGE,3150012A,1171,47,N,440,POLLING PLACE,51,29,21
LA CANADA FLINTRIDGE,3150012A,1171,47,N,0,VBM PORTION,81,50,25
LA CANADA FLINTRIDGE,3150012A,1171,47,N,440,TOTAL,132,79,46
LA CANADA FLINTRIDGE,3150012B,1172,47,N,857,POLLING PLACE,83,41,33
LA CANADA FLINTRIDGE,3150012B,1172,47,N,0,VBM PORTION,162,89,51
LA CANADA FLINTRIDGE,3150012B,1172,47,N,857,TOTAL,245,130,84
LA CANADA FLINTRIDGE,3150013A,1173,47,N,1259,POLLING PLACE,179,109,58
LA CANADA FLINTRIDGE,3150013A,1173,47,N,0,VBM PORTION,184,92,60
LA CANADA FLINTRIDGE,3150013A,1173,47,N,1259,TOTAL,363,201,118
LA CANADA FLINTRIDGE,3150016A,1174,47,N,1368,POLLING PLACE,164,95,54
LA CANADA FLINTRIDGE,3150016A,1174,47,N,0,VBM PORTION,157,83,56
LA CANADA FLINTRIDGE,3150016A,1174,47,N,1368,TOTAL,321,178,110
LA CANADA FLINTRIDGE,3150018A,1175,47,N,1017,POLLING PLACE,118,65,45
LA CANADA FLINTRIDGE,3150018A,1175,47,N,0,VBM PORTION,173,77,69
LA CANADA FLINTRIDGE,3150018A,1175,47,N,1017,TOTAL,291,142,114
LA CANADA FLINTRIDGE,3150021A,1176,47,N,1305,POLLING PLACE,100,49,46
LA CANADA FLINTRIDGE,3150021A,1176,47,N,0,VBM PORTION,248,123,95
LA CANADA FLINTRIDGE,3150021A,1176,47,N,1305,TOTAL,348,172,141
LA CANADA FLINTRIDGE,3150023A,1177,47,N,631,POLLING PLACE,75,42,24
LA CANADA FLINTRIDGE,3150023A,1177,47,N,0,VBM PORTION,98,43,33
LA CANADA FLINTRIDGE,3150023A,1177,47,N,631,TOTAL,173,85,57
LA CANADA FLINTRIDGE,3150025A,1178,47,N,1043,POLLING PLACE,114,53,55
LA CANADA FLINTRIDGE,3150025A,1178,47,N,0,VBM PORTION,177,88,67
LA CANADA FLINTRIDGE,3150025A,1178,47,N,1043,TOTAL,291,141,122
LA CANADA FLINTRIDGE,3150037A,1179,47,N,1253,POLLING PLACE,133,74,46
LA CANADA FLINTRIDGE,3150037A,1179,47,N,0,VBM PORTION,181,97,63
LA CANADA FLINTRIDGE,3150037A,1179,47,N,1253,TOTAL,314,171,109
LA CANADA FLINTRIDGE,3150060A,1180,47,N,1412,POLLING PLACE,172,102,59
LA CANADA FLINTRIDGE,3150060A,1180,47,N,0,VBM PORTION,204,117,64
LA CANADA FLINTRIDGE,3150060A,1180,47,N,1412,TOTAL,376,219,123
LA CRESCENTA,3200001A,1181,47,N,943,POLLING PLACE,104,55,44
LA CRESCENTA,3200001A,1181,47,N,0,VBM PORTION,108,56,39
LA CRESCENTA,3200001A,1181,47,N,943,TOTAL,212,111,83
LA CRESCENTA,3200004A,1182,47,N,753,POLLING PLACE,118,77,34
LA CRESCENTA,3200004A,1182,47,N,0,VBM PORTION,110,51,36
LA CRESCENTA,3200004A,1182,47,N,753,TOTAL,228,128,70
LA CRESCENTA,3200006C,1183,47,N,1236,POLLING PLACE,87,46,35
LA CRESCENTA,3200006C,1183,47,N,0,VBM PORTION,104,48,35
LA CRESCENTA,3200006C,1183,47,N,1236,TOTAL,191,94,70
LA CRESCENTA,3200008B,1184,47,N,1296,POLLING PLACE,153,78,67
LA CRESCENTA,3200008B,1184,47,N,0,VBM PORTION,158,82,52
LA CRESCENTA,3200008B,1184,47,N,1296,TOTAL,311,160,119
LA CRESCENTA,3200010A,1185,47,N,1205,POLLING PLACE,154,97,47
LA CRESCENTA,3200010A,1185,47,N,0,VBM PORTION,145,76,42
LA CRESCENTA,3200010A,1185,47,N,1205,TOTAL,299,173,89
LA CRESCENTA,3200014A,1186,47,N,889,POLLING PLACE,119,68,44
LA CRESCENTA,3200014A,1186,47,N,0,VBM PORTION,103,58,30
LA CRESCENTA,3200014A,1186,47,N,889,TOTAL,222,126,74
LA CRESCENTA,3200014B,1187,47,N,1197,POLLING PLACE,105,65,38
LA CRESCENTA,3200014B,1187,47,N,0,VBM PORTION,107,53,39
LA CRESCENTA,3200014B,1187,47,N,1197,TOTAL,212,118,77
LA CRESCENTA,3200019A,1188,47,N,1283,POLLING PLACE,127,72,44
LA CRESCENTA,3200019A,1188,47,N,0,VBM PORTION,104,67,22
LA CRESCENTA,3200019A,1188,47,N,1283,TOTAL,231,139,66
LA HABRA HEIGHTS,3230001A,1189,133,N,535,POLLING PLACE,72,45,25
LA HABRA HEIGHTS,3230001A,1189,133,N,0,VBM PORTION,69,36,25
LA HABRA HEIGHTS,3230001A,1189,133,N,535,TOTAL,141,81,50
LA HABRA HEIGHTS,3230003A,1190,133,N,929,POLLING PLACE,114,45,63
LA HABRA HEIGHTS,3230003A,1190,133,N,0,VBM PORTION,134,68,57
LA HABRA HEIGHTS,3230003A,1190,133,N,929,TOTAL,248,113,120
LA HABRA HEIGHTS,3230004A,1191,133,N,1023,POLLING PLACE,97,52,40
LA HABRA HEIGHTS,3230004A,1191,133,N,0,VBM PORTION,169,72,66
LA HABRA HEIGHTS,3230004A,1191,133,N,1023,TOTAL,266,124,106
LA HABRA HEIGHTS,3230006A,1192,133,N,919,POLLING PLACE,89,32,52
LA HABRA HEIGHTS,3230006A,1192,133,N,0,VBM PORTION,129,53,60
LA HABRA HEIGHTS,3230006A,1192,133,N,919,TOTAL,218,85,112
LA HABRA HEIGHTS,3230009A,1193,133,N,373,POLLING PLACE,57,23,28
LA HABRA HEIGHTS,3230009A,1193,133,N,0,VBM PORTION,52,24,21
LA HABRA HEIGHTS,3230009A,1193,133,N,373,TOTAL,109,47,49
LA MIRADA,3300001A,1194,132,N,1053,POLLING PLACE,103,54,40
LA MIRADA,3300001A,1194,132,N,0,VBM PORTION,94,60,25
LA MIRADA,3300001A,1194,132,N,1053,TOTAL,197,114,65
LA MIRADA,3300003A,1195,132,N,1259,POLLING PLACE,139,75,56
LA MIRADA,3300003A,1195,132,N,0,VBM PORTION,95,61,23
LA MIRADA,3300003A,1195,132,N,1259,TOTAL,234,136,79
LA MIRADA,3300006A,1196,132,N,1010,POLLING PLACE,103,65,30
LA MIRADA,3300006A,1196,132,N,0,VBM PORTION,145,84,41
LA MIRADA,3300006A,1196,132,N,1010,TOTAL,248,149,71
LA MIRADA,3300007A,1197,132,N,1237,POLLING PLACE,127,75,48
LA MIRADA,3300007A,1197,132,N,0,VBM PORTION,106,60,27
LA MIRADA,3300007A,1197,132,N,1237,TOTAL,233,135,75
LA MIRADA,3300008C,1198,132,N,1048,POLLING PLACE,93,53,35
LA MIRADA,3300008C,1198,132,N,0,VBM PORTION,84,45,30
LA MIRADA,3300008C,1198,132,N,1048,TOTAL,177,98,65
LA MIRADA,3300009A,1199,132,N,706,POLLING PLACE,49,20,24
LA MIRADA,3300009A,1199,132,N,0,VBM PORTION,35,18,16
LA MIRADA,3300009A,1199,132,N,706,TOTAL,84,38,40
LA MIRADA,3300010A,1200,132,N,1363,POLLING PLACE,94,44,41
LA MIRADA,3300010A,1200,132,N,0,VBM PORTION,119,73,34
LA MIRADA,3300010A,1200,132,N,1363,TOTAL,213,117,75
LA MIRADA,3300014A,1201,132,N,1058,POLLING PLACE,60,40,16
LA MIRADA,3300014A,1201,132,N,0,VBM PORTION,96,46,41
LA MIRADA,3300014A,1201,132,N,1058,TOTAL,156,86,57
LA MIRADA,3300015A,1202,132,N,1178,POLLING PLACE,113,71,34
LA MIRADA,3300015A,1202,132,N,0,VBM PORTION,89,49,30
LA MIRADA,3300015A,1202,132,N,1178,TOTAL,202,120,64
LA MIRADA,3300017A,1203,132,N,1058,POLLING PLACE,102,54,42
LA MIRADA,3300017A,1203,132,N,0,VBM PORTION,143,70,47
LA MIRADA,3300017A,1203,132,N,1058,TOTAL,245,124,89
LA MIRADA,3300019A,1204,132,N,795,POLLING PLACE,89,48,38
LA MIRADA,3300019A,1204,132,N,0,VBM PORTION,92,38,40
LA MIRADA,3300019A,1204,132,N,795,TOTAL,181,86,78
LA MIRADA,3300020A,1205,132,N,906,POLLING PLACE,83,53,25
LA MIRADA,3300020A,1205,132,N,0,VBM PORTION,66,30,26
LA MIRADA,3300020A,1205,132,N,906,TOTAL,149,83,51
LA MIRADA,3300022A,1206,132,N,710,POLLING PLACE,47,31,14
LA MIRADA,3300022A,1206,132,N,0,VBM PORTION,61,34,19
LA MIRADA,3300022A,1206,132,N,710,TOTAL,108,65,33
LA MIRADA,3300023A,1207,132,N,925,POLLING PLACE,71,32,34
LA MIRADA,3300023A,1207,132,N,0,VBM PORTION,63,38,14
LA MIRADA,3300023A,1207,132,N,925,TOTAL,134,70,48
LA MIRADA,3300025A,1208,132,N,783,POLLING PLACE,79,46,30
LA MIRADA,3300025A,1208,132,N,0,VBM PORTION,44,20,12
LA MIRADA,3300025A,1208,132,N,783,TOTAL,123,66,42
LA MIRADA,3300026A,1209,132,N,857,POLLING PLACE,71,37,29
LA MIRADA,3300026A,1209,132,N,0,VBM PORTION,74,41,25
LA MIRADA,3300026A,1209,132,N,857,TOTAL,145,78,54
LA MIRADA,3300029A,1210,132,N,1057,POLLING PLACE,109,54,45
LA MIRADA,3300029A,1210,132,N,0,VBM PORTION,71,40,26
LA MIRADA,3300029A,1210,132,N,1057,TOTAL,180,94,71
LA MIRADA,3300034A,1211,132,N,1286,POLLING PLACE,95,49,41
LA MIRADA,3300034A,1211,132,N,0,VBM PORTION,109,69,32
LA MIRADA,3300034A,1211,132,N,1286,TOTAL,204,118,73
LA MIRADA,3300040A,1212,132,N,1024,POLLING PLACE,66,27,35
LA MIRADA,3300040A,1212,132,N,0,VBM PORTION,103,51,34
LA MIRADA,3300040A,1212,132,N,1024,TOTAL,169,78,69
LA MIRADA,3300042A,1213,132,N,1165,POLLING PLACE,64,38,19
LA MIRADA,3300042A,1213,132,N,0,VBM PORTION,114,58,38
LA MIRADA,3300042A,1213,132,N,1165,TOTAL,178,96,57
LA MIRADA,3300044A,1214,132,N,1222,POLLING PLACE,92,58,31
LA MIRADA,3300044A,1214,132,N,0,VBM PORTION,111,54,40
LA MIRADA,3300044A,1214,132,N,1222,TOTAL,203,112,71
LA MIRADA,3300045A,1215,132,N,1206,POLLING PLACE,177,90,72
LA MIRADA,3300045A,1215,132,N,0,VBM PORTION,128,71,35
LA MIRADA,3300045A,1215,132,N,1206,TOTAL,305,161,107
LA MIRADA,3300056A,1216,132,N,572,POLLING PLACE,130,89,28
LA MIRADA,3300056A,1216,132,N,0,VBM PORTION,143,82,39
LA MIRADA,3300056A,1216,132,N,572,TOTAL,273,171,67
LA MIRADA,3300070A,1217,132,N,1112,POLLING PLACE,85,58,19
LA MIRADA,3300070A,1217,132,N,0,VBM PORTION,71,37,27
LA MIRADA,3300070A,1217,132,N,1112,TOTAL,156,95,46
LA MIRADA,3300072A,1218,132,N,1320,POLLING PLACE,110,72,22
LA MIRADA,3300072A,1218,132,N,0,VBM PORTION,106,63,29
LA MIRADA,3300072A,1218,132,N,1320,TOTAL,216,135,51
LA MIRADA,3300073A,1219,132,N,1237,POLLING PLACE,68,43,23
LA MIRADA,3300073A,1219,132,N,0,VBM PORTION,58,38,14
LA MIRADA,3300073A,1219,132,N,1237,TOTAL,126,81,37
LA PUENTE,3330001A,1220,123,N,1186,POLLING PLACE,104,68,19
LA PUENTE,3330001A,1220,123,N,0,VBM PORTION,41,31,7
LA PUENTE,3330001A,1220,123,N,1186,TOTAL,145,99,26
LA PUENTE,3330002C,1221,123,N,462,POLLING PLACE,25,10,14
LA PUENTE,3330002C,1221,123,N,0,VBM PORTION,18,8,9
LA PUENTE,3330002C,1221,123,N,462,TOTAL,43,18,23
LA PUENTE,3330003E,1222,123,N,695,POLLING PLACE,49,32,13
LA PUENTE,3330003E,1222,123,N,0,VBM PORTION,38,22,9
LA PUENTE,3330003E,1222,123,N,695,TOTAL,87,54,22
LA PUENTE,3330004A,1223,123,N,1374,POLLING PLACE,78,52,17
LA PUENTE,3330004A,1223,123,N,0,VBM PORTION,91,61,22
LA PUENTE,3330004A,1223,123,N,1374,TOTAL,169,113,39
LA PUENTE,3330008A,1224,123,N,1089,POLLING PLACE,76,40,28
LA PUENTE,3330008A,1224,123,N,0,VBM PORTION,48,26,14
LA PUENTE,3330008A,1224,123,N,1089,TOTAL,124,66,42
LA PUENTE,3330009A,1225,123,N,1048,POLLING PLACE,52,29,14
LA PUENTE,3330009A,1225,123,N,0,VBM PORTION,45,28,11
LA PUENTE,3330009A,1225,123,N,1048,TOTAL,97,57,25
LA PUENTE,3330012A,1226,123,N,1208,POLLING PLACE,44,30,6
LA PUENTE,3330012A,1226,123,N,0,VBM PORTION,51,30,14
LA PUENTE,3330012A,1226,123,N,1208,TOTAL,95,60,20
LA PUENTE,3330013B,1227,123,N,980,POLLING PLACE,61,38,18
LA PUENTE,3330013B,1227,123,N,0,VBM PORTION,38,30,3
LA PUENTE,3330013B,1227,123,N,980,TOTAL,99,68,21
LA PUENTE,3330017A,1228,123,N,1201,POLLING PLACE,65,45,10
LA PUENTE,3330017A,1228,123,N,0,VBM PORTION,60,41,13
LA PUENTE,3330017A,1228,123,N,1201,TOTAL,125,86,23
LA PUENTE,3330018A,1229,123,N,1215,POLLING PLACE,55,33,15
LA PUENTE,3330018A,1229,123,N,0,VBM PORTION,38,25,9
LA PUENTE,3330018A,1229,123,N,1215,TOTAL,93,58,24
LA PUENTE,3330019C,1230,123,N,1092,POLLING PLACE,65,45,14
LA PUENTE,3330019C,1230,123,N,0,VBM PORTION,50,27,12
LA PUENTE,3330019C,1230,123,N,1092,TOTAL,115,72,26
LA PUENTE,3330020A,1231,123,N,1055,POLLING PLACE,46,23,19
LA PUENTE,3330020A,1231,123,N,0,VBM PORTION,51,29,15
LA PUENTE,3330020A,1231,123,N,1055,TOTAL,97,52,34
LA PUENTE,3330020B,1232,123,N,1004,POLLING PLACE,74,42,29
LA PUENTE,3330020B,1232,123,N,0,VBM PORTION,48,27,11
LA PUENTE,3330020B,1232,123,N,1004,TOTAL,122,69,40
LA PUENTE,3330021A,1233,123,N,1121,POLLING PLACE,88,39,37
LA PUENTE,3330021A,1233,123,N,0,VBM PORTION,48,32,7
LA PUENTE,3330021A,1233,123,N,1121,TOTAL,136,71,44
LA PUENTE,3330040C,1234,123,N,1072,POLLING PLACE,79,54,13
LA PUENTE,3330040C,1234,123,N,0,VBM PORTION,71,40,21
LA PUENTE,3330040C,1234,123,N,1072,TOTAL,150,94,34
LA RAMBLA,3350001A,1235,190,N,1042,POLLING PLACE,83,53,23
LA RAMBLA,3350001A,1235,190,N,0,VBM PORTION,68,51,12
LA RAMBLA,3350001A,1235,190,N,1042,TOTAL,151,104,35
LA VERNE,3400001A,1236,35,N,925,POLLING PLACE,110,69,36
LA VERNE,3400001A,1236,35,N,0,VBM PORTION,99,54,34
LA VERNE,3400001A,1236,35,N,925,TOTAL,209,123,70
LA VERNE,3400002A,1237,35,N,1037,POLLING PLACE,60,27,31
LA VERNE,3400002A,1237,35,N,0,VBM PORTION,57,35,20
LA VERNE,3400002A,1237,35,N,1037,TOTAL,117,62,51
LA VERNE,3400003A,1238,35,N,901,POLLING PLACE,88,54,27
LA VERNE,3400003A,1238,35,N,0,VBM PORTION,74,55,14
LA VERNE,3400003A,1238,35,N,901,TOTAL,162,109,41
LA VERNE,3400005A,1239,35,N,933,POLLING PLACE,114,58,50
LA VERNE,3400005A,1239,35,N,0,VBM PORTION,64,32,25
LA VERNE,3400005A,1239,35,N,933,TOTAL,178,90,75
LA VERNE,3400006A,1240,35,N,826,POLLING PLACE,72,51,16
LA VERNE,3400006A,1240,35,N,0,VBM PORTION,57,36,14
LA VERNE,3400006A,1240,35,N,826,TOTAL,129,87,30
LA VERNE,3400008A,1241,35,N,933,POLLING PLACE,123,54,59
LA VERNE,3400008A,1241,35,N,0,VBM PORTION,119,54,51
LA VERNE,3400008A,1241,35,N,933,TOTAL,242,108,110
LA VERNE,3400009A,1242,35,N,928,POLLING PLACE,104,61,36
LA VERNE,3400009A,1242,35,N,0,VBM PORTION,69,35,29
LA VERNE,3400009A,1242,35,N,928,TOTAL,173,96,65
LA VERNE,3400010A,1243,35,N,702,POLLING PLACE,75,36,36
LA VERNE,3400010A,1243,35,N,0,VBM PORTION,75,40,29
LA VERNE,3400010A,1243,35,N,702,TOTAL,150,76,65
LA VERNE,3400011A,1244,35,N,993,POLLING PLACE,94,45,40
LA VERNE,3400011A,1244,35,N,0,VBM PORTION,49,21,18
LA VERNE,3400011A,1244,35,N,993,TOTAL,143,66,58
LA VERNE,3400012A,1245,35,N,758,POLLING PLACE,68,42,25
LA VERNE,3400012A,1245,35,N,0,VBM PORTION,50,32,13
LA VERNE,3400012A,1245,35,N,758,TOTAL,118,74,38
LA VERNE,3400013A,6076,30,Y,0,POLLING PLACE,0,0,0
LA VERNE,3400013A,6076,30,Y,0,VBM PORTION,0,0,0
LA VERNE,3400013A,6076,30,Y,0,TOTAL,0,0,0
LA VERNE,3400014A,1246,35,N,599,POLLING PLACE,61,38,19
LA VERNE,3400014A,1246,35,N,0,VBM PORTION,59,31,21
LA VERNE,3400014A,1246,35,N,599,TOTAL,120,69,40
LA VERNE,3400015A,1247,35,N,749,POLLING PLACE,140,86,39
LA VERNE,3400015A,1247,35,N,0,VBM PORTION,144,94,25
LA VERNE,3400015A,1247,35,N,749,TOTAL,284,180,64
LA VERNE,3400016A,1248,35,N,907,POLLING PLACE,96,61,28
LA VERNE,3400016A,1248,35,N,0,VBM PORTION,119,81,27
LA VERNE,3400016A,1248,35,N,907,TOTAL,215,142,55
LA VERNE,3400017A,1249,35,N,792,POLLING PLACE,95,42,47
LA VERNE,3400017A,1249,35,N,0,VBM PORTION,92,54,34
LA VERNE,3400017A,1249,35,N,792,TOTAL,187,96,81
LA VERNE,3400018A,1250,35,N,1198,POLLING PLACE,109,52,52
LA VERNE,3400018A,1250,35,N,0,VBM PORTION,177,94,69
LA VERNE,3400018A,1250,35,N,1198,TOTAL,286,146,121
LA VERNE,3400019A,1251,35,N,927,POLLING PLACE,142,75,59
LA VERNE,3400019A,1251,35,N,0,VBM PORTION,124,54,53
LA VERNE,3400019A,1251,35,N,927,TOTAL,266,129,112
LA VERNE,3400021A,1252,35,N,1042,POLLING PLACE,207,134,59
LA VERNE,3400021A,1252,35,N,0,VBM PORTION,141,84,38
LA VERNE,3400021A,1252,35,N,1042,TOTAL,348,218,97
LA VERNE,3400022A,1253,35,N,751,POLLING PLACE,154,104,40
LA VERNE,3400022A,1253,35,N,0,VBM PORTION,138,87,39
LA VERNE,3400022A,1253,35,N,751,TOTAL,292,191,79
LA VERNE,3400023A,1254,35,N,1046,POLLING PLACE,98,52,37
LA VERNE,3400023A,1254,35,N,0,VBM PORTION,82,44,30
LA VERNE,3400023A,1254,35,N,1046,TOTAL,180,96,67
LA VERNE,3400024A,1255,35,N,955,POLLING PLACE,132,62,63
LA VERNE,3400024A,1255,35,N,0,VBM PORTION,73,38,28
LA VERNE,3400024A,1255,35,N,955,TOTAL,205,100,91
LA VERNE,3400025A,1256,35,N,885,POLLING PLACE,101,53,37
LA VERNE,3400025A,1256,35,N,0,VBM PORTION,55,30,21
LA VERNE,3400025A,1256,35,N,885,TOTAL,156,83,58
LA VERNE,3400052A,1257,35,N,944,POLLING PLACE,136,68,46
LA VERNE,3400052A,1257,35,N,0,VBM PORTION,113,58,45
LA VERNE,3400052A,1257,35,N,944,TOTAL,249,126,91
LA VERNE,3400053A,1258,35,N,801,POLLING PLACE,83,51,27
LA VERNE,3400053A,1258,35,N,0,VBM PORTION,73,53,12
LA VERNE,3400053A,1258,35,N,801,TOTAL,156,104,39
LADERA HEIGHTS,3430001A,1259,114,N,767,POLLING PLACE,86,75,4
LADERA HEIGHTS,3430001A,1259,114,N,0,VBM PORTION,66,45,11
LADERA HEIGHTS,3430001A,1259,114,N,767,TOTAL,152,120,15
LADERA HEIGHTS,3430003A,1260,114,N,1163,POLLING PLACE,198,159,30
LADERA HEIGHTS,3430003A,1260,114,N,0,VBM PORTION,131,90,19
LADERA HEIGHTS,3430003A,1260,114,N,1163,TOTAL,329,249,49
LADERA HEIGHTS,3430003D,6077,115,Y,1,POLLING PLACE,0,0,0
LADERA HEIGHTS,3430003D,6077,115,Y,0,VBM PORTION,0,0,0
LADERA HEIGHTS,3430003D,6077,115,Y,1,TOTAL,0,0,0
LADERA HEIGHTS,3430004A,1261,114,N,1270,POLLING PLACE,221,172,30
LADERA HEIGHTS,3430004A,1261,114,N,0,VBM PORTION,184,126,26
LADERA HEIGHTS,3430004A,1261,114,N,1270,TOTAL,405,298,56
LADERA HEIGHTS,3430007A,1262,114,N,1368,POLLING PLACE,178,150,17
LADERA HEIGHTS,3430007A,1262,114,N,0,VBM PORTION,163,116,25
LADERA HEIGHTS,3430007A,1262,114,N,1368,TOTAL,341,266,42
LADERA HEIGHTS,3430018A,1263,114,N,543,POLLING PLACE,76,57,11
LADERA HEIGHTS,3430018A,1263,114,N,0,VBM PORTION,50,39,5
LADERA HEIGHTS,3430018A,1263,114,N,543,TOTAL,126,96,16
LADERA HEIGHTS,3430020A,1264,114,N,867,POLLING PLACE,80,62,8
LADERA HEIGHTS,3430020A,1264,114,N,0,VBM PORTION,109,84,9
LADERA HEIGHTS,3430020A,1264,114,N,867,TOTAL,189,146,17
LADERA HEIGHTS,3430100C,6078,116,Y,56,POLLING PLACE,0,0,0
LADERA HEIGHTS,3430100C,6078,116,Y,0,VBM PORTION,7,6,1
LADERA HEIGHTS,3430100C,6078,116,Y,56,TOTAL,7,6,1
LAKEWOOD,3450001A,1265,169,N,863,POLLING PLACE,88,51,27
LAKEWOOD,3450001A,1265,169,N,0,VBM PORTION,53,36,11
LAKEWOOD,3450001A,1265,169,N,863,TOTAL,141,87,38
LAKEWOOD,3450002A,1266,166,N,1117,POLLING PLACE,95,62,28
LAKEWOOD,3450002A,1266,166,N,0,VBM PORTION,78,48,24
LAKEWOOD,3450002A,1266,166,N,1117,TOTAL,173,110,52
LAKEWOOD,3450003A,1267,166,N,823,POLLING PLACE,82,41,30
LAKEWOOD,3450003A,1267,166,N,0,VBM PORTION,58,30,24
LAKEWOOD,3450003A,1267,166,N,823,TOTAL,140,71,54
LAKEWOOD,3450004A,1268,166,N,951,POLLING PLACE,82,47,33
LAKEWOOD,3450004A,1268,166,N,0,VBM PORTION,78,38,37
LAKEWOOD,3450004A,1268,166,N,951,TOTAL,160,85,70
LAKEWOOD,3450007A,1269,169,N,960,POLLING PLACE,103,56,39
LAKEWOOD,3450007A,1269,169,N,0,VBM PORTION,49,34,10
LAKEWOOD,3450007A,1269,169,N,960,TOTAL,152,90,49
LAKEWOOD,3450008A,1270,166,N,876,POLLING PLACE,69,36,26
LAKEWOOD,3450008A,1270,166,N,0,VBM PORTION,58,38,13
LAKEWOOD,3450008A,1270,166,N,876,TOTAL,127,74,39
LAKEWOOD,3450009A,1271,166,N,874,POLLING PLACE,81,45,33
LAKEWOOD,3450009A,1271,166,N,0,VBM PORTION,61,36,18
LAKEWOOD,3450009A,1271,166,N,874,TOTAL,142,81,51
LAKEWOOD,3450010A,1272,166,N,1191,POLLING PLACE,137,78,48
LAKEWOOD,3450010A,1272,166,N,0,VBM PORTION,112,69,30
LAKEWOOD,3450010A,1272,166,N,1191,TOTAL,249,147,78
LAKEWOOD,3450013A,1273,169,N,1064,POLLING PLACE,74,39,30
LAKEWOOD,3450013A,1273,169,N,0,VBM PORTION,106,63,35
LAKEWOOD,3450013A,1273,169,N,1064,TOTAL,180,102,65
LAKEWOOD,3450013B,1274,169,N,1258,POLLING PLACE,111,58,36
LAKEWOOD,3450013B,1274,169,N,0,VBM PORTION,108,58,33
LAKEWOOD,3450013B,1274,169,N,1258,TOTAL,219,116,69
LAKEWOOD,3450016A,1275,166,N,1144,POLLING PLACE,102,54,39
LAKEWOOD,3450016A,1275,166,N,0,VBM PORTION,87,51,27
LAKEWOOD,3450016A,1275,166,N,1144,TOTAL,189,105,66
LAKEWOOD,3450019A,1276,166,N,1248,POLLING PLACE,116,69,42
LAKEWOOD,3450019A,1276,166,N,0,VBM PORTION,136,62,65
LAKEWOOD,3450019A,1276,166,N,1248,TOTAL,252,131,107
LAKEWOOD,3450020A,1277,169,N,1123,POLLING PLACE,90,52,33
LAKEWOOD,3450020A,1277,169,N,0,VBM PORTION,87,43,40
LAKEWOOD,3450020A,1277,169,N,1123,TOTAL,177,95,73
LAKEWOOD,3450021A,1278,166,N,1162,POLLING PLACE,112,49,59
LAKEWOOD,3450021A,1278,166,N,0,VBM PORTION,96,54,31
LAKEWOOD,3450021A,1278,166,N,1162,TOTAL,208,103,90
LAKEWOOD,3450023A,1279,166,N,1275,POLLING PLACE,131,57,67
LAKEWOOD,3450023A,1279,166,N,0,VBM PORTION,131,78,41
LAKEWOOD,3450023A,1279,166,N,1275,TOTAL,262,135,108
LAKEWOOD,3450025B,1280,169,N,781,POLLING PLACE,43,34,7
LAKEWOOD,3450025B,1280,169,N,0,VBM PORTION,42,34,4
LAKEWOOD,3450025B,1280,169,N,781,TOTAL,85,68,11
LAKEWOOD,3450028A,1281,166,N,969,POLLING PLACE,117,67,31
LAKEWOOD,3450028A,1281,166,N,0,VBM PORTION,110,52,43
LAKEWOOD,3450028A,1281,166,N,969,TOTAL,227,119,74
LAKEWOOD,3450030A,1282,169,N,893,POLLING PLACE,107,56,37
LAKEWOOD,3450030A,1282,169,N,0,VBM PORTION,54,36,15
LAKEWOOD,3450030A,1282,169,N,893,TOTAL,161,92,52
LAKEWOOD,3450030B,6079,169,Y,16,POLLING PLACE,0,0,0
LAKEWOOD,3450030B,6079,169,Y,0,VBM PORTION,0,0,0
LAKEWOOD,3450030B,6079,169,Y,16,TOTAL,0,0,0
LAKEWOOD,3450031A,1283,169,N,1069,POLLING PLACE,106,67,33
LAKEWOOD,3450031A,1283,169,N,0,VBM PORTION,87,60,21
LAKEWOOD,3450031A,1283,169,N,1069,TOTAL,193,127,54
LAKEWOOD,3450032A,1284,169,N,578,POLLING PLACE,48,25,18
LAKEWOOD,3450032A,1284,169,N,0,VBM PORTION,44,22,18
LAKEWOOD,3450032A,1284,169,N,578,TOTAL,92,47,36
