LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,NATHALIE HRIZI,DAVE JONES,TED GAINES
LA PUENTE,3330003E,1222,123,N,695,POLLING PLACE,49,2,23,15
LA PUENTE,3330003E,1222,123,N,0,VBM PORTION,38,2,19,9
LA PUENTE,3330003E,1222,123,N,695,TOTAL,87,4,42,24
LA PUENTE,3330004A,1223,123,N,1374,POLLING PLACE,78,7,36,19
LA PUENTE,3330004A,1223,123,N,0,VBM PORTION,91,3,44,25
LA PUENTE,3330004A,1223,123,N,1374,TOTAL,169,10,80,44
LA PUENTE,3330008A,1224,123,N,1089,POLLING PLACE,76,6,36,16
LA PUENTE,3330008A,1224,123,N,0,VBM PORTION,48,4,30,4
LA PUENTE,3330008A,1224,123,N,1089,TOTAL,124,10,66,20
LA PUENTE,3330009A,1225,123,N,1048,POLLING PLACE,52,5,21,8
LA PUENTE,3330009A,1225,123,N,0,VBM PORTION,45,3,24,14
LA PUENTE,3330009A,1225,123,N,1048,TOTAL,97,8,45,22
LA PUENTE,3330012A,1226,123,N,1208,POLLING PLACE,44,4,23,6
LA PUENTE,3330012A,1226,123,N,0,VBM PORTION,51,2,35,9
LA PUENTE,3330012A,1226,123,N,1208,TOTAL,95,6,58,15
LA PUENTE,3330013B,1227,123,N,980,POLLING PLACE,61,10,23,8
LA PUENTE,3330013B,1227,123,N,0,VBM PORTION,38,2,27,2
LA PUENTE,3330013B,1227,123,N,980,TOTAL,99,12,50,10
LA PUENTE,3330017A,1228,123,N,1201,POLLING PLACE,65,7,38,7
LA PUENTE,3330017A,1228,123,N,0,VBM PORTION,60,1,42,8
LA PUENTE,3330017A,1228,123,N,1201,TOTAL,125,8,80,15
LA PUENTE,3330018A,1229,123,N,1215,POLLING PLACE,55,3,30,8
LA PUENTE,3330018A,1229,123,N,0,VBM PORTION,38,2,25,7
LA PUENTE,3330018A,1229,123,N,1215,TOTAL,93,5,55,15
LA PUENTE,3330019C,1230,123,N,1092,POLLING PLACE,65,12,28,9
LA PUENTE,3330019C,1230,123,N,0,VBM PORTION,50,4,29,6
LA PUENTE,3330019C,1230,123,N,1092,TOTAL,115,16,57,15
LA PUENTE,3330020A,1231,123,N,1055,POLLING PLACE,46,4,28,6
LA PUENTE,3330020A,1231,123,N,0,VBM PORTION,51,5,20,15
LA PUENTE,3330020A,1231,123,N,1055,TOTAL,97,9,48,21
LA PUENTE,3330020B,1232,123,N,1004,POLLING PLACE,74,5,43,9
LA PUENTE,3330020B,1232,123,N,0,VBM PORTION,48,3,18,14
LA PUENTE,3330020B,1232,123,N,1004,TOTAL,122,8,61,23
LA PUENTE,3330021A,1233,123,N,1121,POLLING PLACE,88,6,38,18
LA PUENTE,3330021A,1233,123,N,0,VBM PORTION,48,2,32,7
LA PUENTE,3330021A,1233,123,N,1121,TOTAL,136,8,70,25
LA PUENTE,3330040C,1234,123,N,1072,POLLING PLACE,79,6,35,8
LA PUENTE,3330040C,1234,123,N,0,VBM PORTION,71,4,27,20
LA PUENTE,3330040C,1234,123,N,1072,TOTAL,150,10,62,28
LA RAMBLA,3350001A,1235,190,N,1042,POLLING PLACE,83,4,37,23
LA RAMBLA,3350001A,1235,190,N,0,VBM PORTION,68,5,36,21
LA RAMBLA,3350001A,1235,190,N,1042,TOTAL,151,9,73,44
LA VERNE,3400001A,1236,35,N,925,POLLING PLACE,110,3,38,49
LA VERNE,3400001A,1236,35,N,0,VBM PORTION,99,0,38,39
LA VERNE,3400001A,1236,35,N,925,TOTAL,209,3,76,88
LA VERNE,3400002A,1237,35,N,1037,POLLING PLACE,60,3,15,30
LA VERNE,3400002A,1237,35,N,0,VBM PORTION,57,3,23,19
LA VERNE,3400002A,1237,35,N,1037,TOTAL,117,6,38,49
LA VERNE,3400003A,1238,35,N,901,POLLING PLACE,88,5,33,32
LA VERNE,3400003A,1238,35,N,0,VBM PORTION,74,1,34,26
LA VERNE,3400003A,1238,35,N,901,TOTAL,162,6,67,58
LA VERNE,3400005A,1239,35,N,933,POLLING PLACE,114,4,43,52
LA VERNE,3400005A,1239,35,N,0,VBM PORTION,64,5,28,23
LA VERNE,3400005A,1239,35,N,933,TOTAL,178,9,71,75
LA VERNE,3400006A,1240,35,N,826,POLLING PLACE,72,2,37,16
LA VERNE,3400006A,1240,35,N,0,VBM PORTION,57,4,25,18
LA VERNE,3400006A,1240,35,N,826,TOTAL,129,6,62,34
LA VERNE,3400008A,1241,35,N,933,POLLING PLACE,123,0,24,72
LA VERNE,3400008A,1241,35,N,0,VBM PORTION,119,0,31,56
LA VERNE,3400008A,1241,35,N,933,TOTAL,242,0,55,128
LA VERNE,3400009A,1242,35,N,928,POLLING PLACE,104,3,33,47
LA VERNE,3400009A,1242,35,N,0,VBM PORTION,69,4,24,27
LA VERNE,3400009A,1242,35,N,928,TOTAL,173,7,57,74
LA VERNE,3400010A,1243,35,N,702,POLLING PLACE,75,2,16,43
LA VERNE,3400010A,1243,35,N,0,VBM PORTION,75,3,19,41
LA VERNE,3400010A,1243,35,N,702,TOTAL,150,5,35,84
LA VERNE,3400011A,1244,35,N,993,POLLING PLACE,94,2,43,36
LA VERNE,3400011A,1244,35,N,0,VBM PORTION,49,2,23,15
LA VERNE,3400011A,1244,35,N,993,TOTAL,143,4,66,51
LA VERNE,3400012A,1245,35,N,758,POLLING PLACE,68,0,28,26
LA VERNE,3400012A,1245,35,N,0,VBM PORTION,50,1,24,12
LA VERNE,3400012A,1245,35,N,758,TOTAL,118,1,52,38
LA VERNE,3400013A,6076,30,Y,0,POLLING PLACE,0,0,0,0
LA VERNE,3400013A,6076,30,Y,0,VBM PORTION,0,0,0,0
LA VERNE,3400013A,6076,30,Y,0,TOTAL,0,0,0,0
LA VERNE,3400014A,1246,35,N,599,POLLING PLACE,61,2,23,28
LA VERNE,3400014A,1246,35,N,0,VBM PORTION,59,5,21,23
LA VERNE,3400014A,1246,35,N,599,TOTAL,120,7,44,51
LA VERNE,3400015A,1247,35,N,749,POLLING PLACE,140,2,55,46
LA VERNE,3400015A,1247,35,N,0,VBM PORTION,144,2,54,57
LA VERNE,3400015A,1247,35,N,749,TOTAL,284,4,109,103
LA VERNE,3400016A,1248,35,N,907,POLLING PLACE,96,2,27,44
LA VERNE,3400016A,1248,35,N,0,VBM PORTION,119,7,44,44
LA VERNE,3400016A,1248,35,N,907,TOTAL,215,9,71,88
LA VERNE,3400017A,1249,35,N,792,POLLING PLACE,95,1,23,48
LA VERNE,3400017A,1249,35,N,0,VBM PORTION,92,2,25,46
LA VERNE,3400017A,1249,35,N,792,TOTAL,187,3,48,94
LA VERNE,3400018A,1250,35,N,1198,POLLING PLACE,109,2,18,73
LA VERNE,3400018A,1250,35,N,0,VBM PORTION,177,2,64,86
LA VERNE,3400018A,1250,35,N,1198,TOTAL,286,4,82,159
LA VERNE,3400019A,1251,35,N,927,POLLING PLACE,142,1,41,61
LA VERNE,3400019A,1251,35,N,0,VBM PORTION,124,1,31,58
LA VERNE,3400019A,1251,35,N,927,TOTAL,266,2,72,119
LA VERNE,3400021A,1252,35,N,1042,POLLING PLACE,207,9,63,96
LA VERNE,3400021A,1252,35,N,0,VBM PORTION,141,4,35,80
LA VERNE,3400021A,1252,35,N,1042,TOTAL,348,13,98,176
LA VERNE,3400022A,1253,35,N,751,POLLING PLACE,154,1,44,74
LA VERNE,3400022A,1253,35,N,0,VBM PORTION,138,2,33,67
LA VERNE,3400022A,1253,35,N,751,TOTAL,292,3,77,141
LA VERNE,3400023A,1254,35,N,1046,POLLING PLACE,98,3,35,37
LA VERNE,3400023A,1254,35,N,0,VBM PORTION,82,5,21,41
LA VERNE,3400023A,1254,35,N,1046,TOTAL,180,8,56,78
LA VERNE,3400024A,1255,35,N,955,POLLING PLACE,132,2,30,72
LA VERNE,3400024A,1255,35,N,0,VBM PORTION,73,2,27,26
LA VERNE,3400024A,1255,35,N,955,TOTAL,205,4,57,98
LA VERNE,3400025A,1256,35,N,885,POLLING PLACE,101,5,29,45
LA VERNE,3400025A,1256,35,N,0,VBM PORTION,55,0,24,25
LA VERNE,3400025A,1256,35,N,885,TOTAL,156,5,53,70
LA VERNE,3400052A,1257,35,N,944,POLLING PLACE,136,1,34,76
LA VERNE,3400052A,1257,35,N,0,VBM PORTION,113,1,36,60
LA VERNE,3400052A,1257,35,N,944,TOTAL,249,2,70,136
LA VERNE,3400053A,1258,35,N,801,POLLING PLACE,83,5,28,31
LA VERNE,3400053A,1258,35,N,0,VBM PORTION,73,2,31,22
LA VERNE,3400053A,1258,35,N,801,TOTAL,156,7,59,53
LADERA HEIGHTS,3430001A,1259,114,N,767,POLLING PLACE,86,0,57,5
LADERA HEIGHTS,3430001A,1259,114,N,0,VBM PORTION,66,0,40,10
LADERA HEIGHTS,3430001A,1259,114,N,767,TOTAL,152,0,97,15
LADERA HEIGHTS,3430003A,1260,114,N,1163,POLLING PLACE,198,10,130,13
LADERA HEIGHTS,3430003A,1260,114,N,0,VBM PORTION,131,5,70,18
LADERA HEIGHTS,3430003A,1260,114,N,1163,TOTAL,329,15,200,31
LADERA HEIGHTS,3430003D,6077,115,Y,1,POLLING PLACE,0,0,0,0
LADERA HEIGHTS,3430003D,6077,115,Y,0,VBM PORTION,0,0,0,0
LADERA HEIGHTS,3430003D,6077,115,Y,1,TOTAL,0,0,0,0
LADERA HEIGHTS,3430004A,1261,114,N,1270,POLLING PLACE,221,5,139,11
LADERA HEIGHTS,3430004A,1261,114,N,0,VBM PORTION,184,2,128,10
LADERA HEIGHTS,3430004A,1261,114,N,1270,TOTAL,405,7,267,21
LADERA HEIGHTS,3430007A,1262,114,N,1368,POLLING PLACE,178,2,111,9
LADERA HEIGHTS,3430007A,1262,114,N,0,VBM PORTION,163,2,93,17
LADERA HEIGHTS,3430007A,1262,114,N,1368,TOTAL,341,4,204,26
LADERA HEIGHTS,3430018A,1263,114,N,543,POLLING PLACE,76,4,51,6
LADERA HEIGHTS,3430018A,1263,114,N,0,VBM PORTION,50,1,31,2
LADERA HEIGHTS,3430018A,1263,114,N,543,TOTAL,126,5,82,8
LADERA HEIGHTS,3430020A,1264,114,N,867,POLLING PLACE,80,3,50,6
LADERA HEIGHTS,3430020A,1264,114,N,0,VBM PORTION,109,9,72,5
LADERA HEIGHTS,3430020A,1264,114,N,867,TOTAL,189,12,122,11
LADERA HEIGHTS,3430100C,6078,116,Y,56,POLLING PLACE,0,0,0,0
LADERA HEIGHTS,3430100C,6078,116,Y,0,VBM PORTION,7,1,5,0
LADERA HEIGHTS,3430100C,6078,116,Y,56,TOTAL,7,1,5,0
LAKEWOOD,3450001A,1265,169,N,863,POLLING PLACE,88,4,38,23
LAKEWOOD,3450001A,1265,169,N,0,VBM PORTION,53,1,24,22
LAKEWOOD,3450001A,1265,169,N,863,TOTAL,141,5,62,45
LAKEWOOD,3450002A,1266,166,N,1117,POLLING PLACE,95,2,30,44
LAKEWOOD,3450002A,1266,166,N,0,VBM PORTION,78,3,31,35
LAKEWOOD,3450002A,1266,166,N,1117,TOTAL,173,5,61,79
LAKEWOOD,3450003A,1267,166,N,823,POLLING PLACE,82,1,27,38
LAKEWOOD,3450003A,1267,166,N,0,VBM PORTION,58,2,22,28
LAKEWOOD,3450003A,1267,166,N,823,TOTAL,140,3,49,66
LAKEWOOD,3450004A,1268,166,N,951,POLLING PLACE,82,3,20,43
LAKEWOOD,3450004A,1268,166,N,0,VBM PORTION,78,5,16,39
LAKEWOOD,3450004A,1268,166,N,951,TOTAL,160,8,36,82
LAKEWOOD,3450007A,1269,169,N,960,POLLING PLACE,103,3,31,56
LAKEWOOD,3450007A,1269,169,N,0,VBM PORTION,49,3,18,21
LAKEWOOD,3450007A,1269,169,N,960,TOTAL,152,6,49,77
LAKEWOOD,3450008A,1270,166,N,876,POLLING PLACE,69,1,14,35
LAKEWOOD,3450008A,1270,166,N,0,VBM PORTION,58,3,22,24
LAKEWOOD,3450008A,1270,166,N,876,TOTAL,127,4,36,59
LAKEWOOD,3450009A,1271,166,N,874,POLLING PLACE,81,7,25,34
LAKEWOOD,3450009A,1271,166,N,0,VBM PORTION,61,7,29,21
LAKEWOOD,3450009A,1271,166,N,874,TOTAL,142,14,54,55
LAKEWOOD,3450010A,1272,166,N,1191,POLLING PLACE,137,3,33,67
LAKEWOOD,3450010A,1272,166,N,0,VBM PORTION,112,4,39,41
LAKEWOOD,3450010A,1272,166,N,1191,TOTAL,249,7,72,108
LAKEWOOD,3450013A,1273,169,N,1064,POLLING PLACE,74,5,28,32
LAKEWOOD,3450013A,1273,169,N,0,VBM PORTION,106,4,44,44
LAKEWOOD,3450013A,1273,169,N,1064,TOTAL,180,9,72,76
LAKEWOOD,3450013B,1274,169,N,1258,POLLING PLACE,111,5,33,43
LAKEWOOD,3450013B,1274,169,N,0,VBM PORTION,108,2,42,36
LAKEWOOD,3450013B,1274,169,N,1258,TOTAL,219,7,75,79
LAKEWOOD,3450016A,1275,166,N,1144,POLLING PLACE,102,6,31,44
LAKEWOOD,3450016A,1275,166,N,0,VBM PORTION,87,3,23,37
LAKEWOOD,3450016A,1275,166,N,1144,TOTAL,189,9,54,81
LAKEWOOD,3450019A,1276,166,N,1248,POLLING PLACE,116,7,54,40
LAKEWOOD,3450019A,1276,166,N,0,VBM PORTION,136,6,45,66
LAKEWOOD,3450019A,1276,166,N,1248,TOTAL,252,13,99,106
LAKEWOOD,3450020A,1277,169,N,1123,POLLING PLACE,90,5,37,33
LAKEWOOD,3450020A,1277,169,N,0,VBM PORTION,87,6,36,32
LAKEWOOD,3450020A,1277,169,N,1123,TOTAL,177,11,73,65
LAKEWOOD,3450021A,1278,166,N,1162,POLLING PLACE,112,3,29,57
LAKEWOOD,3450021A,1278,166,N,0,VBM PORTION,96,4,36,41
LAKEWOOD,3450021A,1278,166,N,1162,TOTAL,208,7,65,98
LAKEWOOD,3450023A,1279,166,N,1275,POLLING PLACE,131,7,41,67
LAKEWOOD,3450023A,1279,166,N,0,VBM PORTION,131,6,45,62
LAKEWOOD,3450023A,1279,166,N,1275,TOTAL,262,13,86,129
LAKEWOOD,3450025B,1280,169,N,781,POLLING PLACE,43,4,20,10
LAKEWOOD,3450025B,1280,169,N,0,VBM PORTION,42,0,23,6
LAKEWOOD,3450025B,1280,169,N,781,TOTAL,85,4,43,16
LAKEWOOD,3450028A,1281,166,N,969,POLLING PLACE,117,2,42,52
LAKEWOOD,3450028A,1281,166,N,0,VBM PORTION,110,4,35,46
LAKEWOOD,3450028A,1281,166,N,969,TOTAL,227,6,77,98
LAKEWOOD,3450030A,1282,169,N,893,POLLING PLACE,107,4,45,37
LAKEWOOD,3450030A,1282,169,N,0,VBM PORTION,54,0,20,20
LAKEWOOD,3450030A,1282,169,N,893,TOTAL,161,4,65,57
LAKEWOOD,3450030B,6079,169,Y,16,POLLING PLACE,0,0,0,0
LAKEWOOD,3450030B,6079,169,Y,0,VBM PORTION,0,0,0,0
LAKEWOOD,3450030B,6079,169,Y,16,TOTAL,0,0,0,0
LAKEWOOD,3450031A,1283,169,N,1069,POLLING PLACE,106,3,43,33
LAKEWOOD,3450031A,1283,169,N,0,VBM PORTION,87,5,38,30
LAKEWOOD,3450031A,1283,169,N,1069,TOTAL,193,8,81,63
LAKEWOOD,3450032A,1284,169,N,578,POLLING PLACE,48,0,16,19
LAKEWOOD,3450032A,1284,169,N,0,VBM PORTION,44,5,8,20
LAKEWOOD,3450032A,1284,169,N,578,TOTAL,92,5,24,39
LAKEWOOD,3450034A,1285,169,N,907,POLLING PLACE,82,1,29,31
LAKEWOOD,3450034A,1285,169,N,0,VBM PORTION,75,3,34,22
LAKEWOOD,3450034A,1285,169,N,907,TOTAL,157,4,63,53
LAKEWOOD,3450035A,1286,169,N,923,POLLING PLACE,87,2,35,32
LAKEWOOD,3450035A,1286,169,N,0,VBM PORTION,74,5,33,21
LAKEWOOD,3450035A,1286,169,N,923,TOTAL,161,7,68,53
LAKEWOOD,3450037A,1287,169,N,1006,POLLING PLACE,106,3,44,30
LAKEWOOD,3450037A,1287,169,N,0,VBM PORTION,106,4,47,36
LAKEWOOD,3450037A,1287,169,N,1006,TOTAL,212,7,91,66
LAKEWOOD,3450038A,1288,169,N,971,POLLING PLACE,98,7,39,31
LAKEWOOD,3450038A,1288,169,N,0,VBM PORTION,78,4,29,26
LAKEWOOD,3450038A,1288,169,N,971,TOTAL,176,11,68,57
LAKEWOOD,3450040A,1289,172,N,793,POLLING PLACE,90,5,33,34
LAKEWOOD,3450040A,1289,172,N,0,VBM PORTION,84,5,38,28
LAKEWOOD,3450040A,1289,172,N,793,TOTAL,174,10,71,62
LAKEWOOD,3450042A,1290,172,N,936,POLLING PLACE,99,5,42,39
LAKEWOOD,3450042A,1290,172,N,0,VBM PORTION,85,2,34,31
LAKEWOOD,3450042A,1290,172,N,936,TOTAL,184,7,76,70
LAKEWOOD,3450043A,1291,172,N,1582,POLLING PLACE,168,6,58,62
LAKEWOOD,3450043A,1291,172,N,0,VBM PORTION,178,8,47,73
LAKEWOOD,3450043A,1291,172,N,1582,TOTAL,346,14,105,135
LAKEWOOD,3450045A,1292,172,N,1037,POLLING PLACE,111,6,39,38
LAKEWOOD,3450045A,1292,172,N,0,VBM PORTION,84,4,40,32
LAKEWOOD,3450045A,1292,172,N,1037,TOTAL,195,10,79,70
LAKEWOOD,3450046A,1293,172,N,763,POLLING PLACE,87,6,30,31
LAKEWOOD,3450046A,1293,172,N,0,VBM PORTION,66,3,25,22
LAKEWOOD,3450046A,1293,172,N,763,TOTAL,153,9,55,53
LAKEWOOD,3450048A,1294,172,N,1075,POLLING PLACE,131,5,35,56
LAKEWOOD,3450048A,1294,172,N,0,VBM PORTION,103,5,38,38
LAKEWOOD,3450048A,1294,172,N,1075,TOTAL,234,10,73,94
LAKEWOOD,3450054A,1295,167,N,1678,POLLING PLACE,185,6,51,86
LAKEWOOD,3450054A,1295,167,N,0,VBM PORTION,168,6,70,68
LAKEWOOD,3450054A,1295,167,N,1678,TOTAL,353,12,121,154
LAKEWOOD,3450055A,1296,167,N,1423,POLLING PLACE,132,4,49,61
LAKEWOOD,3450055A,1296,167,N,0,VBM PORTION,133,3,46,53
LAKEWOOD,3450055A,1296,167,N,1423,TOTAL,265,7,95,114
LAKEWOOD,3450059A,1297,166,N,1520,POLLING PLACE,134,6,40,61
LAKEWOOD,3450059A,1297,166,N,0,VBM PORTION,168,8,63,66
LAKEWOOD,3450059A,1297,166,N,1520,TOTAL,302,14,103,127
LAKEWOOD,3450060A,1298,166,N,916,POLLING PLACE,77,7,28,34
LAKEWOOD,3450060A,1298,166,N,0,VBM PORTION,97,2,25,55
LAKEWOOD,3450060A,1298,166,N,916,TOTAL,174,9,53,89
LAKEWOOD,3450062A,1299,167,N,1033,POLLING PLACE,135,7,44,49
LAKEWOOD,3450062A,1299,167,N,0,VBM PORTION,90,4,41,34
LAKEWOOD,3450062A,1299,167,N,1033,TOTAL,225,11,85,83
LAKEWOOD,3450064A,1300,167,N,1587,POLLING PLACE,170,5,52,77
LAKEWOOD,3450064A,1300,167,N,0,VBM PORTION,142,8,43,67
LAKEWOOD,3450064A,1300,167,N,1587,TOTAL,312,13,95,144
LAKEWOOD,3450067A,1301,166,N,1427,POLLING PLACE,165,5,59,74
LAKEWOOD,3450067A,1301,166,N,0,VBM PORTION,170,2,73,68
LAKEWOOD,3450067A,1301,166,N,1427,TOTAL,335,7,132,142
LAKEWOOD,3450070A,1302,166,N,689,POLLING PLACE,49,7,13,20
LAKEWOOD,3450070A,1302,166,N,0,VBM PORTION,64,3,30,24
LAKEWOOD,3450070A,1302,166,N,689,TOTAL,113,10,43,44
LAKEWOOD,3450072A,1303,166,N,1212,POLLING PLACE,85,6,45,25
LAKEWOOD,3450072A,1303,166,N,0,VBM PORTION,103,7,39,39
LAKEWOOD,3450072A,1303,166,N,1212,TOTAL,188,13,84,64
LAKEWOOD,3450073A,1304,166,N,1155,POLLING PLACE,63,3,28,19
LAKEWOOD,3450073A,1304,166,N,0,VBM PORTION,49,7,28,10
LAKEWOOD,3450073A,1304,166,N,1155,TOTAL,112,10,56,29
LAKEWOOD,3450076A,1305,166,N,1035,POLLING PLACE,73,7,31,23
LAKEWOOD,3450076A,1305,166,N,0,VBM PORTION,90,3,34,42
LAKEWOOD,3450076A,1305,166,N,1035,TOTAL,163,10,65,65
LAKEWOOD,3450080A,1306,166,N,1141,POLLING PLACE,93,5,49,20
LAKEWOOD,3450080A,1306,166,N,0,VBM PORTION,90,5,45,26
LAKEWOOD,3450080A,1306,166,N,1141,TOTAL,183,10,94,46
LAKEWOOD,3450090C,1307,166,N,687,POLLING PLACE,16,1,6,7
LAKEWOOD,3450090C,1307,166,N,0,VBM PORTION,32,0,16,9
LAKEWOOD,3450090C,1307,166,N,687,TOTAL,48,1,22,16
LAKEWOOD,3450091A,1308,166,N,1290,POLLING PLACE,74,9,36,14
LAKEWOOD,3450091A,1308,166,N,0,VBM PORTION,74,6,33,27
LAKEWOOD,3450091A,1308,166,N,1290,TOTAL,148,15,69,41
LAKEWOOD,3450092A,1309,166,N,1337,POLLING PLACE,113,11,51,27
LAKEWOOD,3450092A,1309,166,N,0,VBM PORTION,79,4,28,33
LAKEWOOD,3450092A,1309,166,N,1337,TOTAL,192,15,79,60
LAMANDA,3500010B,6080,33,Y,3,POLLING PLACE,0,0,0,0
LAMANDA,3500010B,6080,33,Y,0,VBM PORTION,0,0,0,0
LAMANDA,3500010B,6080,33,Y,3,TOTAL,0,0,0,0
LAMANDA,3500016A,6081,29,Y,24,POLLING PLACE,0,0,0,0
LAMANDA,3500016A,6081,29,Y,0,VBM PORTION,2,0,0,2
LAMANDA,3500016A,6081,29,Y,24,TOTAL,2,0,0,2
LANCASTER,3550001A,1310,2,N,1380,POLLING PLACE,103,5,34,51
LANCASTER,3550001A,1310,2,N,0,VBM PORTION,90,2,37,38
LANCASTER,3550001A,1310,2,N,1380,TOTAL,193,7,71,89
LANCASTER,3550003A,1311,2,N,1124,POLLING PLACE,115,9,18,59
LANCASTER,3550003A,1311,2,N,0,VBM PORTION,120,8,26,68
LANCASTER,3550003A,1311,2,N,1124,TOTAL,235,17,44,127
LANCASTER,3550003D,1312,2,N,1395,POLLING PLACE,62,3,21,24
LANCASTER,3550003D,1312,2,N,0,VBM PORTION,111,6,32,61
LANCASTER,3550003D,1312,2,N,1395,TOTAL,173,9,53,85
LANCASTER,3550004A,1313,2,N,1634,POLLING PLACE,117,15,53,27
LANCASTER,3550004A,1313,2,N,0,VBM PORTION,171,8,81,47
LANCASTER,3550004A,1313,2,N,1634,TOTAL,288,23,134,74
LANCASTER,3550007A,1314,3,N,1240,POLLING PLACE,69,5,24,33
LANCASTER,3550007A,1314,3,N,0,VBM PORTION,106,6,42,41
LANCASTER,3550007A,1314,3,N,1240,TOTAL,175,11,66,74
LANCASTER,3550008A,1315,3,N,1363,POLLING PLACE,78,4,29,29
LANCASTER,3550008A,1315,3,N,0,VBM PORTION,90,5,38,41
LANCASTER,3550008A,1315,3,N,1363,TOTAL,168,9,67,70
LANCASTER,3550009A,1316,3,N,1336,POLLING PLACE,59,7,18,22
LANCASTER,3550009A,1316,3,N,0,VBM PORTION,70,7,29,24
LANCASTER,3550009A,1316,3,N,1336,TOTAL,129,14,47,46
LANCASTER,3550011B,1317,3,N,1314,POLLING PLACE,91,8,34,40
LANCASTER,3550011B,1317,3,N,0,VBM PORTION,112,6,42,46
LANCASTER,3550011B,1317,3,N,1314,TOTAL,203,14,76,86
LANCASTER,3550013A,1318,3,N,1235,POLLING PLACE,81,0,29,34
LANCASTER,3550013A,1318,3,N,0,VBM PORTION,71,2,26,30
LANCASTER,3550013A,1318,3,N,1235,TOTAL,152,2,55,64
LANCASTER,3550015A,1319,3,N,1519,POLLING PLACE,124,7,35,69
LANCASTER,3550015A,1319,3,N,0,VBM PORTION,111,7,35,59
LANCASTER,3550015A,1319,3,N,1519,TOTAL,235,14,70,128
LANCASTER,3550018A,1320,3,N,1211,POLLING PLACE,99,5,50,28
LANCASTER,3550018A,1320,3,N,0,VBM PORTION,87,2,45,28
LANCASTER,3550018A,1320,3,N,1211,TOTAL,186,7,95,56
LANCASTER,3550019D,1321,3,N,1152,POLLING PLACE,80,4,31,30
LANCASTER,3550019D,1321,3,N,0,VBM PORTION,132,8,40,66
LANCASTER,3550019D,1321,3,N,1152,TOTAL,212,12,71,96
LANCASTER,3550020B,1322,2,N,1436,POLLING PLACE,113,4,32,57
LANCASTER,3550020B,1322,2,N,0,VBM PORTION,143,6,45,79
LANCASTER,3550020B,1322,2,N,1436,TOTAL,256,10,77,136
LANCASTER,3550022A,1323,3,N,1340,POLLING PLACE,96,8,29,44
LANCASTER,3550022A,1323,3,N,0,VBM PORTION,103,12,49,34
LANCASTER,3550022A,1323,3,N,1340,TOTAL,199,20,78,78
LANCASTER,3550023A,1324,2,N,974,POLLING PLACE,90,1,21,53
LANCASTER,3550023A,1324,2,N,0,VBM PORTION,74,5,20,35
LANCASTER,3550023A,1324,2,N,974,TOTAL,164,6,41,88
LANCASTER,3550024A,1325,2,N,1299,POLLING PLACE,90,8,35,29
LANCASTER,3550024A,1325,2,N,0,VBM PORTION,76,4,33,26
LANCASTER,3550024A,1325,2,N,1299,TOTAL,166,12,68,55
LANCASTER,3550026A,1326,3,N,1136,POLLING PLACE,103,7,30,51
LANCASTER,3550026A,1326,3,N,0,VBM PORTION,73,5,19,35
LANCASTER,3550026A,1326,3,N,1136,TOTAL,176,12,49,86
LANCASTER,3550029A,1327,2,N,1493,POLLING PLACE,204,3,57,117
LANCASTER,3550029A,1327,2,N,0,VBM PORTION,232,6,62,132
LANCASTER,3550029A,1327,2,N,1493,TOTAL,436,9,119,249
LANCASTER,3550030B,1328,3,N,1244,POLLING PLACE,94,4,27,42
LANCASTER,3550030B,1328,3,N,0,VBM PORTION,95,4,34,37
LANCASTER,3550030B,1328,3,N,1244,TOTAL,189,8,61,79
LANCASTER,3550032A,1329,3,N,945,POLLING PLACE,65,1,15,37
LANCASTER,3550032A,1329,3,N,0,VBM PORTION,91,4,23,48
LANCASTER,3550032A,1329,3,N,945,TOTAL,156,5,38,85
LANCASTER,3550033A,1330,2,N,949,POLLING PLACE,135,7,22,85
LANCASTER,3550033A,1330,2,N,0,VBM PORTION,89,4,33,41
LANCASTER,3550033A,1330,2,N,949,TOTAL,224,11,55,126
LANCASTER,3550034A,1331,3,N,1007,POLLING PLACE,56,2,25,17
LANCASTER,3550034A,1331,3,N,0,VBM PORTION,53,2,27,22
LANCASTER,3550034A,1331,3,N,1007,TOTAL,109,4,52,39
LANCASTER,3550035B,1332,2,N,1368,POLLING PLACE,86,4,29,42
LANCASTER,3550035B,1332,2,N,0,VBM PORTION,106,5,32,55
LANCASTER,3550035B,1332,2,N,1368,TOTAL,192,9,61,97
LANCASTER,3550036A,1333,3,N,820,POLLING PLACE,58,3,19,24
LANCASTER,3550036A,1333,3,N,0,VBM PORTION,57,5,20,20
LANCASTER,3550036A,1333,3,N,820,TOTAL,115,8,39,44
LANCASTER,3550040A,1334,2,N,1389,POLLING PLACE,110,6,37,50
LANCASTER,3550040A,1334,2,N,0,VBM PORTION,125,5,40,65
LANCASTER,3550040A,1334,2,N,1389,TOTAL,235,11,77,115
LANCASTER,3550041A,1335,3,N,1161,POLLING PLACE,85,7,29,39
LANCASTER,3550041A,1335,3,N,0,VBM PORTION,103,7,28,63
LANCASTER,3550041A,1335,3,N,1161,TOTAL,188,14,57,102
LANCASTER,3550042A,1336,3,N,1325,POLLING PLACE,86,5,27,36
LANCASTER,3550042A,1336,3,N,0,VBM PORTION,82,6,28,43
LANCASTER,3550042A,1336,3,N,1325,TOTAL,168,11,55,79
