LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,PHIL WYMAN,DAVID KING,ORLY TAITZ,KAMALA D HARRIS,JOHN HAGGERTY,JONATHAN JAECH,RONALD GOLD
IRWINDALE,3000003A,1166,66,N,0,VBM PORTION,48,0,1,0,31,6,0,2
IRWINDALE,3000003A,1166,66,N,765,TOTAL,123,5,2,6,70,8,2,10
IRWINDALE,3000004A,6075,66,Y,174,POLLING PLACE,0,0,0,0,0,0,0,0
IRWINDALE,3000004A,6075,66,Y,0,VBM PORTION,11,0,0,0,9,0,0,1
IRWINDALE,3000004A,6075,66,Y,174,TOTAL,11,0,0,0,9,0,0,1
KINNELOA MESA,3080002A,1167,33,N,923,POLLING PLACE,94,6,19,1,46,2,1,12
KINNELOA MESA,3080002A,1167,33,N,0,VBM PORTION,171,10,33,4,67,4,3,24
KINNELOA MESA,3080002A,1167,33,N,923,TOTAL,265,16,52,5,113,6,4,36
LA CANADA FLINTRIDGE,3150001A,1168,47,N,1260,POLLING PLACE,163,22,33,2,74,10,2,13
LA CANADA FLINTRIDGE,3150001A,1168,47,N,0,VBM PORTION,216,26,37,0,80,11,4,31
LA CANADA FLINTRIDGE,3150001A,1168,47,N,1260,TOTAL,379,48,70,2,154,21,6,44
LA CANADA FLINTRIDGE,3150004A,1169,47,N,1374,POLLING PLACE,152,21,27,6,50,4,1,30
LA CANADA FLINTRIDGE,3150004A,1169,47,N,0,VBM PORTION,236,32,48,4,72,7,3,31
LA CANADA FLINTRIDGE,3150004A,1169,47,N,1374,TOTAL,388,53,75,10,122,11,4,61
LA CANADA FLINTRIDGE,3150009A,1170,47,N,1300,POLLING PLACE,141,17,13,4,65,5,1,18
LA CANADA FLINTRIDGE,3150009A,1170,47,N,0,VBM PORTION,193,30,20,2,81,7,6,23
LA CANADA FLINTRIDGE,3150009A,1170,47,N,1300,TOTAL,334,47,33,6,146,12,7,41
LA CANADA FLINTRIDGE,3150012A,1171,47,N,440,POLLING PLACE,51,5,8,2,20,3,1,8
LA CANADA FLINTRIDGE,3150012A,1171,47,N,0,VBM PORTION,81,7,14,1,38,5,3,4
LA CANADA FLINTRIDGE,3150012A,1171,47,N,440,TOTAL,132,12,22,3,58,8,4,12
LA CANADA FLINTRIDGE,3150012B,1172,47,N,857,POLLING PLACE,83,15,12,0,36,5,0,11
LA CANADA FLINTRIDGE,3150012B,1172,47,N,0,VBM PORTION,162,8,37,7,67,7,2,13
LA CANADA FLINTRIDGE,3150012B,1172,47,N,857,TOTAL,245,23,49,7,103,12,2,24
LA CANADA FLINTRIDGE,3150013A,1173,47,N,1259,POLLING PLACE,179,21,12,2,90,6,0,21
LA CANADA FLINTRIDGE,3150013A,1173,47,N,0,VBM PORTION,184,13,26,0,91,16,0,20
LA CANADA FLINTRIDGE,3150013A,1173,47,N,1259,TOTAL,363,34,38,2,181,22,0,41
LA CANADA FLINTRIDGE,3150016A,1174,47,N,1368,POLLING PLACE,164,16,17,3,71,15,3,27
LA CANADA FLINTRIDGE,3150016A,1174,47,N,0,VBM PORTION,157,17,27,2,56,4,1,21
LA CANADA FLINTRIDGE,3150016A,1174,47,N,1368,TOTAL,321,33,44,5,127,19,4,48
LA CANADA FLINTRIDGE,3150018A,1175,47,N,1017,POLLING PLACE,118,12,21,6,35,6,3,19
LA CANADA FLINTRIDGE,3150018A,1175,47,N,0,VBM PORTION,173,22,38,1,61,10,1,19
LA CANADA FLINTRIDGE,3150018A,1175,47,N,1017,TOTAL,291,34,59,7,96,16,4,38
LA CANADA FLINTRIDGE,3150021A,1176,47,N,1305,POLLING PLACE,100,12,16,0,41,3,1,16
LA CANADA FLINTRIDGE,3150021A,1176,47,N,0,VBM PORTION,248,45,44,2,92,10,1,27
LA CANADA FLINTRIDGE,3150021A,1176,47,N,1305,TOTAL,348,57,60,2,133,13,2,43
LA CANADA FLINTRIDGE,3150023A,1177,47,N,631,POLLING PLACE,75,9,6,2,34,4,0,11
LA CANADA FLINTRIDGE,3150023A,1177,47,N,0,VBM PORTION,98,3,18,0,33,11,0,17
LA CANADA FLINTRIDGE,3150023A,1177,47,N,631,TOTAL,173,12,24,2,67,15,0,28
LA CANADA FLINTRIDGE,3150025A,1178,47,N,1043,POLLING PLACE,114,21,15,3,28,8,0,24
LA CANADA FLINTRIDGE,3150025A,1178,47,N,0,VBM PORTION,177,18,28,3,66,3,3,37
LA CANADA FLINTRIDGE,3150025A,1178,47,N,1043,TOTAL,291,39,43,6,94,11,3,61
LA CANADA FLINTRIDGE,3150037A,1179,47,N,1253,POLLING PLACE,133,20,15,1,53,8,2,14
LA CANADA FLINTRIDGE,3150037A,1179,47,N,0,VBM PORTION,181,21,27,0,63,18,3,15
LA CANADA FLINTRIDGE,3150037A,1179,47,N,1253,TOTAL,314,41,42,1,116,26,5,29
LA CANADA FLINTRIDGE,3150060A,1180,47,N,1412,POLLING PLACE,172,19,26,4,66,4,3,21
LA CANADA FLINTRIDGE,3150060A,1180,47,N,0,VBM PORTION,204,24,31,3,88,7,4,25
LA CANADA FLINTRIDGE,3150060A,1180,47,N,1412,TOTAL,376,43,57,7,154,11,7,46
LA CRESCENTA,3200001A,1181,47,N,943,POLLING PLACE,104,6,17,2,38,6,0,20
LA CRESCENTA,3200001A,1181,47,N,0,VBM PORTION,108,5,19,1,42,9,3,18
LA CRESCENTA,3200001A,1181,47,N,943,TOTAL,212,11,36,3,80,15,3,38
LA CRESCENTA,3200004A,1182,47,N,753,POLLING PLACE,118,15,10,3,57,5,1,15
LA CRESCENTA,3200004A,1182,47,N,0,VBM PORTION,110,9,8,3,51,7,1,21
LA CRESCENTA,3200004A,1182,47,N,753,TOTAL,228,24,18,6,108,12,2,36
LA CRESCENTA,3200006C,1183,47,N,1236,POLLING PLACE,87,9,5,0,41,8,0,18
LA CRESCENTA,3200006C,1183,47,N,0,VBM PORTION,104,11,11,2,48,3,1,10
LA CRESCENTA,3200006C,1183,47,N,1236,TOTAL,191,20,16,2,89,11,1,28
LA CRESCENTA,3200008B,1184,47,N,1296,POLLING PLACE,153,18,21,5,65,6,2,18
LA CRESCENTA,3200008B,1184,47,N,0,VBM PORTION,158,16,29,4,63,7,1,21
LA CRESCENTA,3200008B,1184,47,N,1296,TOTAL,311,34,50,9,128,13,3,39
LA CRESCENTA,3200010A,1185,47,N,1205,POLLING PLACE,154,14,16,4,69,9,1,22
LA CRESCENTA,3200010A,1185,47,N,0,VBM PORTION,145,8,17,4,57,9,3,23
LA CRESCENTA,3200010A,1185,47,N,1205,TOTAL,299,22,33,8,126,18,4,45
LA CRESCENTA,3200014A,1186,47,N,889,POLLING PLACE,119,9,18,3,55,9,1,13
LA CRESCENTA,3200014A,1186,47,N,0,VBM PORTION,103,8,14,5,41,9,0,14
LA CRESCENTA,3200014A,1186,47,N,889,TOTAL,222,17,32,8,96,18,1,27
LA CRESCENTA,3200014B,1187,47,N,1197,POLLING PLACE,105,9,9,1,40,12,2,19
LA CRESCENTA,3200014B,1187,47,N,0,VBM PORTION,107,11,14,4,44,11,0,6
LA CRESCENTA,3200014B,1187,47,N,1197,TOTAL,212,20,23,5,84,23,2,25
LA CRESCENTA,3200019A,1188,47,N,1283,POLLING PLACE,127,10,9,2,64,6,6,16
LA CRESCENTA,3200019A,1188,47,N,0,VBM PORTION,104,9,10,1,45,5,0,15
LA CRESCENTA,3200019A,1188,47,N,1283,TOTAL,231,19,19,3,109,11,6,31
LA HABRA HEIGHTS,3230001A,1189,133,N,535,POLLING PLACE,72,13,5,2,23,9,2,12
LA HABRA HEIGHTS,3230001A,1189,133,N,0,VBM PORTION,69,13,17,0,16,7,2,2
LA HABRA HEIGHTS,3230001A,1189,133,N,535,TOTAL,141,26,22,2,39,16,4,14
LA HABRA HEIGHTS,3230003A,1190,133,N,929,POLLING PLACE,114,25,17,1,32,13,2,14
LA HABRA HEIGHTS,3230003A,1190,133,N,0,VBM PORTION,134,20,26,4,31,6,1,27
LA HABRA HEIGHTS,3230003A,1190,133,N,929,TOTAL,248,45,43,5,63,19,3,41
LA HABRA HEIGHTS,3230004A,1191,133,N,1023,POLLING PLACE,97,13,13,1,34,7,0,19
LA HABRA HEIGHTS,3230004A,1191,133,N,0,VBM PORTION,169,23,29,5,40,18,2,34
LA HABRA HEIGHTS,3230004A,1191,133,N,1023,TOTAL,266,36,42,6,74,25,2,53
LA HABRA HEIGHTS,3230006A,1192,133,N,919,POLLING PLACE,89,13,16,0,17,15,1,16
LA HABRA HEIGHTS,3230006A,1192,133,N,0,VBM PORTION,129,21,21,3,31,6,1,29
LA HABRA HEIGHTS,3230006A,1192,133,N,919,TOTAL,218,34,37,3,48,21,2,45
LA HABRA HEIGHTS,3230009A,1193,133,N,373,POLLING PLACE,57,12,3,3,13,3,0,14
LA HABRA HEIGHTS,3230009A,1193,133,N,0,VBM PORTION,52,15,8,0,14,4,2,2
LA HABRA HEIGHTS,3230009A,1193,133,N,373,TOTAL,109,27,11,3,27,7,2,16
LA MIRADA,3300001A,1194,132,N,1053,POLLING PLACE,103,12,8,3,25,14,2,19
LA MIRADA,3300001A,1194,132,N,0,VBM PORTION,94,13,6,5,31,8,2,15
LA MIRADA,3300001A,1194,132,N,1053,TOTAL,197,25,14,8,56,22,4,34
LA MIRADA,3300003A,1195,132,N,1259,POLLING PLACE,139,20,19,4,44,13,2,24
LA MIRADA,3300003A,1195,132,N,0,VBM PORTION,95,9,9,2,42,5,3,14
LA MIRADA,3300003A,1195,132,N,1259,TOTAL,234,29,28,6,86,18,5,38
LA MIRADA,3300006A,1196,132,N,1010,POLLING PLACE,103,10,14,0,46,5,0,11
LA MIRADA,3300006A,1196,132,N,0,VBM PORTION,145,17,22,9,52,9,1,15
LA MIRADA,3300006A,1196,132,N,1010,TOTAL,248,27,36,9,98,14,1,26
LA MIRADA,3300007A,1197,132,N,1237,POLLING PLACE,127,19,12,3,52,14,1,15
LA MIRADA,3300007A,1197,132,N,0,VBM PORTION,106,12,14,8,33,13,0,12
LA MIRADA,3300007A,1197,132,N,1237,TOTAL,233,31,26,11,85,27,1,27
LA MIRADA,3300008C,1198,132,N,1048,POLLING PLACE,93,17,8,0,31,12,0,17
LA MIRADA,3300008C,1198,132,N,0,VBM PORTION,84,10,11,4,29,5,3,14
LA MIRADA,3300008C,1198,132,N,1048,TOTAL,177,27,19,4,60,17,3,31
LA MIRADA,3300009A,1199,132,N,706,POLLING PLACE,49,13,4,1,12,6,0,7
LA MIRADA,3300009A,1199,132,N,0,VBM PORTION,35,7,6,0,10,2,2,3
LA MIRADA,3300009A,1199,132,N,706,TOTAL,84,20,10,1,22,8,2,10
LA MIRADA,3300010A,1200,132,N,1363,POLLING PLACE,94,14,3,4,42,10,1,12
LA MIRADA,3300010A,1200,132,N,0,VBM PORTION,119,12,10,6,51,8,2,24
LA MIRADA,3300010A,1200,132,N,1363,TOTAL,213,26,13,10,93,18,3,36
LA MIRADA,3300014A,1201,132,N,1058,POLLING PLACE,60,6,1,4,34,4,3,5
LA MIRADA,3300014A,1201,132,N,0,VBM PORTION,96,10,17,2,37,6,1,10
LA MIRADA,3300014A,1201,132,N,1058,TOTAL,156,16,18,6,71,10,4,15
LA MIRADA,3300015A,1202,132,N,1178,POLLING PLACE,113,18,12,8,40,4,0,25
LA MIRADA,3300015A,1202,132,N,0,VBM PORTION,89,14,7,2,35,3,1,19
LA MIRADA,3300015A,1202,132,N,1178,TOTAL,202,32,19,10,75,7,1,44
LA MIRADA,3300017A,1203,132,N,1058,POLLING PLACE,102,17,11,0,39,5,0,17
LA MIRADA,3300017A,1203,132,N,0,VBM PORTION,143,13,19,3,48,8,0,18
LA MIRADA,3300017A,1203,132,N,1058,TOTAL,245,30,30,3,87,13,0,35
LA MIRADA,3300019A,1204,132,N,795,POLLING PLACE,89,19,11,1,27,7,0,19
LA MIRADA,3300019A,1204,132,N,0,VBM PORTION,92,18,15,4,20,6,3,17
LA MIRADA,3300019A,1204,132,N,795,TOTAL,181,37,26,5,47,13,3,36
LA MIRADA,3300020A,1205,132,N,906,POLLING PLACE,83,16,4,4,30,7,3,12
LA MIRADA,3300020A,1205,132,N,0,VBM PORTION,66,10,8,1,28,4,0,3
LA MIRADA,3300020A,1205,132,N,906,TOTAL,149,26,12,5,58,11,3,15
LA MIRADA,3300022A,1206,132,N,710,POLLING PLACE,47,4,6,0,19,1,1,10
LA MIRADA,3300022A,1206,132,N,0,VBM PORTION,61,4,10,0,22,6,0,7
LA MIRADA,3300022A,1206,132,N,710,TOTAL,108,8,16,0,41,7,1,17
LA MIRADA,3300023A,1207,132,N,925,POLLING PLACE,71,17,11,3,11,6,2,13
LA MIRADA,3300023A,1207,132,N,0,VBM PORTION,63,9,9,1,19,6,3,8
LA MIRADA,3300023A,1207,132,N,925,TOTAL,134,26,20,4,30,12,5,21
LA MIRADA,3300025A,1208,132,N,783,POLLING PLACE,79,15,6,4,35,2,1,12
LA MIRADA,3300025A,1208,132,N,0,VBM PORTION,44,6,10,0,11,2,1,7
LA MIRADA,3300025A,1208,132,N,783,TOTAL,123,21,16,4,46,4,2,19
LA MIRADA,3300026A,1209,132,N,857,POLLING PLACE,71,9,8,2,20,14,2,6
LA MIRADA,3300026A,1209,132,N,0,VBM PORTION,74,8,8,1,23,9,1,12
LA MIRADA,3300026A,1209,132,N,857,TOTAL,145,17,16,3,43,23,3,18
LA MIRADA,3300029A,1210,132,N,1057,POLLING PLACE,109,20,12,2,39,2,1,17
LA MIRADA,3300029A,1210,132,N,0,VBM PORTION,71,9,11,2,24,4,1,11
LA MIRADA,3300029A,1210,132,N,1057,TOTAL,180,29,23,4,63,6,2,28
LA MIRADA,3300034A,1211,132,N,1286,POLLING PLACE,95,18,6,2,34,6,1,11
LA MIRADA,3300034A,1211,132,N,0,VBM PORTION,109,6,12,6,57,2,4,13
LA MIRADA,3300034A,1211,132,N,1286,TOTAL,204,24,18,8,91,8,5,24
LA MIRADA,3300040A,1212,132,N,1024,POLLING PLACE,66,3,14,2,19,12,0,11
LA MIRADA,3300040A,1212,132,N,0,VBM PORTION,103,10,15,2,36,4,3,17
LA MIRADA,3300040A,1212,132,N,1024,TOTAL,169,13,29,4,55,16,3,28
LA MIRADA,3300042A,1213,132,N,1165,POLLING PLACE,64,10,8,1,18,9,0,13
LA MIRADA,3300042A,1213,132,N,0,VBM PORTION,114,13,17,1,42,9,3,16
LA MIRADA,3300042A,1213,132,N,1165,TOTAL,178,23,25,2,60,18,3,29
LA MIRADA,3300044A,1214,132,N,1222,POLLING PLACE,92,17,2,2,34,8,1,11
LA MIRADA,3300044A,1214,132,N,0,VBM PORTION,111,19,17,3,40,5,3,11
LA MIRADA,3300044A,1214,132,N,1222,TOTAL,203,36,19,5,74,13,4,22
LA MIRADA,3300045A,1215,132,N,1206,POLLING PLACE,177,33,19,3,52,17,2,25
LA MIRADA,3300045A,1215,132,N,0,VBM PORTION,128,12,21,3,49,0,3,20
LA MIRADA,3300045A,1215,132,N,1206,TOTAL,305,45,40,6,101,17,5,45
LA MIRADA,3300056A,1216,132,N,572,POLLING PLACE,130,12,13,3,45,13,1,22
LA MIRADA,3300056A,1216,132,N,0,VBM PORTION,143,9,20,2,52,10,3,20
LA MIRADA,3300056A,1216,132,N,572,TOTAL,273,21,33,5,97,23,4,42
LA MIRADA,3300070A,1217,132,N,1112,POLLING PLACE,85,6,10,1,38,5,1,13
LA MIRADA,3300070A,1217,132,N,0,VBM PORTION,71,11,7,1,22,7,1,13
LA MIRADA,3300070A,1217,132,N,1112,TOTAL,156,17,17,2,60,12,2,26
LA MIRADA,3300072A,1218,132,N,1320,POLLING PLACE,110,12,6,2,50,11,2,16
LA MIRADA,3300072A,1218,132,N,0,VBM PORTION,106,9,9,7,41,9,0,14
LA MIRADA,3300072A,1218,132,N,1320,TOTAL,216,21,15,9,91,20,2,30
LA MIRADA,3300073A,1219,132,N,1237,POLLING PLACE,68,11,3,1,27,11,0,7
LA MIRADA,3300073A,1219,132,N,0,VBM PORTION,58,7,4,0,24,2,5,9
LA MIRADA,3300073A,1219,132,N,1237,TOTAL,126,18,7,1,51,13,5,16
LA PUENTE,3330001A,1220,123,N,1186,POLLING PLACE,104,5,2,0,59,4,4,6
LA PUENTE,3330001A,1220,123,N,0,VBM PORTION,41,3,1,1,27,2,1,2
LA PUENTE,3330001A,1220,123,N,1186,TOTAL,145,8,3,1,86,6,5,8
LA PUENTE,3330002C,1221,123,N,462,POLLING PLACE,25,4,0,2,12,1,3,1
LA PUENTE,3330002C,1221,123,N,0,VBM PORTION,18,0,0,1,9,2,0,3
LA PUENTE,3330002C,1221,123,N,462,TOTAL,43,4,0,3,21,3,3,4
LA PUENTE,3330003E,1222,123,N,695,POLLING PLACE,49,4,5,0,22,6,0,5
LA PUENTE,3330003E,1222,123,N,0,VBM PORTION,38,4,4,0,20,3,0,3
LA PUENTE,3330003E,1222,123,N,695,TOTAL,87,8,9,0,42,9,0,8
LA PUENTE,3330004A,1223,123,N,1374,POLLING PLACE,78,6,7,2,42,4,1,3
LA PUENTE,3330004A,1223,123,N,0,VBM PORTION,91,4,4,5,46,2,0,17
LA PUENTE,3330004A,1223,123,N,1374,TOTAL,169,10,11,7,88,6,1,20
LA PUENTE,3330008A,1224,123,N,1089,POLLING PLACE,76,7,5,0,40,1,4,7
LA PUENTE,3330008A,1224,123,N,0,VBM PORTION,48,1,2,5,31,0,1,4
LA PUENTE,3330008A,1224,123,N,1089,TOTAL,124,8,7,5,71,1,5,11
LA PUENTE,3330009A,1225,123,N,1048,POLLING PLACE,52,2,2,1,28,0,2,7
LA PUENTE,3330009A,1225,123,N,0,VBM PORTION,45,3,2,0,23,9,0,3
LA PUENTE,3330009A,1225,123,N,1048,TOTAL,97,5,4,1,51,9,2,10
LA PUENTE,3330012A,1226,123,N,1208,POLLING PLACE,44,0,4,0,25,3,0,4
LA PUENTE,3330012A,1226,123,N,0,VBM PORTION,51,4,1,1,32,4,0,5
LA PUENTE,3330012A,1226,123,N,1208,TOTAL,95,4,5,1,57,7,0,9
LA PUENTE,3330013B,1227,123,N,980,POLLING PLACE,61,1,5,1,30,5,3,5
LA PUENTE,3330013B,1227,123,N,0,VBM PORTION,38,0,2,3,29,0,0,2
LA PUENTE,3330013B,1227,123,N,980,TOTAL,99,1,7,4,59,5,3,7
LA PUENTE,3330017A,1228,123,N,1201,POLLING PLACE,65,2,2,3,49,0,2,1
LA PUENTE,3330017A,1228,123,N,0,VBM PORTION,60,1,3,1,39,2,2,3
LA PUENTE,3330017A,1228,123,N,1201,TOTAL,125,3,5,4,88,2,4,4
LA PUENTE,3330018A,1229,123,N,1215,POLLING PLACE,55,2,3,0,30,3,2,4
LA PUENTE,3330018A,1229,123,N,0,VBM PORTION,38,0,3,4,25,3,0,0
LA PUENTE,3330018A,1229,123,N,1215,TOTAL,93,2,6,4,55,6,2,4
LA PUENTE,3330019C,1230,123,N,1092,POLLING PLACE,65,3,3,3,39,2,1,3
LA PUENTE,3330019C,1230,123,N,0,VBM PORTION,50,1,1,1,39,2,1,2
LA PUENTE,3330019C,1230,123,N,1092,TOTAL,115,4,4,4,78,4,2,5
LA PUENTE,3330020A,1231,123,N,1055,POLLING PLACE,46,1,2,0,32,1,1,6
LA PUENTE,3330020A,1231,123,N,0,VBM PORTION,51,9,2,1,24,1,0,6
LA PUENTE,3330020A,1231,123,N,1055,TOTAL,97,10,4,1,56,2,1,12
LA PUENTE,3330020B,1232,123,N,1004,POLLING PLACE,74,1,3,2,53,6,1,3
LA PUENTE,3330020B,1232,123,N,0,VBM PORTION,48,1,1,3,24,2,3,8
LA PUENTE,3330020B,1232,123,N,1004,TOTAL,122,2,4,5,77,8,4,11
LA PUENTE,3330021A,1233,123,N,1121,POLLING PLACE,88,8,4,1,50,8,0,6
LA PUENTE,3330021A,1233,123,N,0,VBM PORTION,48,1,5,2,31,2,0,6
LA PUENTE,3330021A,1233,123,N,1121,TOTAL,136,9,9,3,81,10,0,12
LA PUENTE,3330040C,1234,123,N,1072,POLLING PLACE,79,4,2,3,47,2,0,6
LA PUENTE,3330040C,1234,123,N,0,VBM PORTION,71,11,6,1,39,5,1,2
LA PUENTE,3330040C,1234,123,N,1072,TOTAL,150,15,8,4,86,7,1,8
LA RAMBLA,3350001A,1235,190,N,1042,POLLING PLACE,83,11,4,2,41,7,2,5
LA RAMBLA,3350001A,1235,190,N,0,VBM PORTION,68,9,7,1,36,5,2,4
LA RAMBLA,3350001A,1235,190,N,1042,TOTAL,151,20,11,3,77,12,4,9
LA VERNE,3400001A,1236,35,N,925,POLLING PLACE,110,12,11,0,36,15,1,27
LA VERNE,3400001A,1236,35,N,0,VBM PORTION,99,6,16,4,43,6,0,15
LA VERNE,3400001A,1236,35,N,925,TOTAL,209,18,27,4,79,21,1,42
LA VERNE,3400002A,1237,35,N,1037,POLLING PLACE,60,9,11,1,16,8,1,11
LA VERNE,3400002A,1237,35,N,0,VBM PORTION,57,3,6,1,23,4,3,9
LA VERNE,3400002A,1237,35,N,1037,TOTAL,117,12,17,2,39,12,4,20
LA VERNE,3400003A,1238,35,N,901,POLLING PLACE,88,10,7,1,43,3,2,16
LA VERNE,3400003A,1238,35,N,0,VBM PORTION,74,7,6,4,32,3,5,11
LA VERNE,3400003A,1238,35,N,901,TOTAL,162,17,13,5,75,6,7,27
LA VERNE,3400005A,1239,35,N,933,POLLING PLACE,114,14,12,1,41,4,5,29
LA VERNE,3400005A,1239,35,N,0,VBM PORTION,64,4,4,4,30,3,4,12
LA VERNE,3400005A,1239,35,N,933,TOTAL,178,18,16,5,71,7,9,41
LA VERNE,3400006A,1240,35,N,826,POLLING PLACE,72,4,1,1,43,2,0,13
LA VERNE,3400006A,1240,35,N,0,VBM PORTION,57,4,5,3,28,3,1,4
LA VERNE,3400006A,1240,35,N,826,TOTAL,129,8,6,4,71,5,1,17
LA VERNE,3400008A,1241,35,N,933,POLLING PLACE,123,12,24,1,19,18,3,24
LA VERNE,3400008A,1241,35,N,0,VBM PORTION,119,9,20,1,42,13,0,22
LA VERNE,3400008A,1241,35,N,933,TOTAL,242,21,44,2,61,31,3,46
LA VERNE,3400009A,1242,35,N,928,POLLING PLACE,104,9,7,3,36,11,0,27
LA VERNE,3400009A,1242,35,N,0,VBM PORTION,69,4,9,0,29,3,2,12
LA VERNE,3400009A,1242,35,N,928,TOTAL,173,13,16,3,65,14,2,39
LA VERNE,3400010A,1243,35,N,702,POLLING PLACE,75,10,15,0,20,5,1,16
LA VERNE,3400010A,1243,35,N,0,VBM PORTION,75,4,13,2,23,4,3,21
LA VERNE,3400010A,1243,35,N,702,TOTAL,150,14,28,2,43,9,4,37
LA VERNE,3400011A,1244,35,N,993,POLLING PLACE,94,13,10,1,41,4,2,13
LA VERNE,3400011A,1244,35,N,0,VBM PORTION,49,2,1,0,25,4,3,8
LA VERNE,3400011A,1244,35,N,993,TOTAL,143,15,11,1,66,8,5,21
LA VERNE,3400012A,1245,35,N,758,POLLING PLACE,68,6,8,0,32,4,3,9
LA VERNE,3400012A,1245,35,N,0,VBM PORTION,50,3,5,0,30,3,0,2
LA VERNE,3400012A,1245,35,N,758,TOTAL,118,9,13,0,62,7,3,11
LA VERNE,3400013A,6076,30,Y,0,POLLING PLACE,0,0,0,0,0,0,0,0
LA VERNE,3400013A,6076,30,Y,0,VBM PORTION,0,0,0,0,0,0,0,0
LA VERNE,3400013A,6076,30,Y,0,TOTAL,0,0,0,0,0,0,0,0
LA VERNE,3400014A,1246,35,N,599,POLLING PLACE,61,4,5,0,30,3,2,13
LA VERNE,3400014A,1246,35,N,0,VBM PORTION,59,6,7,4,22,3,2,8
LA VERNE,3400014A,1246,35,N,599,TOTAL,120,10,12,4,52,6,4,21
LA VERNE,3400015A,1247,35,N,749,POLLING PLACE,140,5,10,4,65,12,2,19
LA VERNE,3400015A,1247,35,N,0,VBM PORTION,144,12,21,5,58,3,0,21
LA VERNE,3400015A,1247,35,N,749,TOTAL,284,17,31,9,123,15,2,40
LA VERNE,3400016A,1248,35,N,907,POLLING PLACE,96,10,18,0,26,10,1,22
LA VERNE,3400016A,1248,35,N,0,VBM PORTION,119,9,17,2,41,5,4,25
LA VERNE,3400016A,1248,35,N,907,TOTAL,215,19,35,2,67,15,5,47
LA VERNE,3400017A,1249,35,N,792,POLLING PLACE,95,11,15,2,25,5,0,27
LA VERNE,3400017A,1249,35,N,0,VBM PORTION,92,8,18,3,22,9,4,16
LA VERNE,3400017A,1249,35,N,792,TOTAL,187,19,33,5,47,14,4,43
LA VERNE,3400018A,1250,35,N,1198,POLLING PLACE,109,10,23,0,17,9,7,36
LA VERNE,3400018A,1250,35,N,0,VBM PORTION,177,13,14,7,71,5,5,40
LA VERNE,3400018A,1250,35,N,1198,TOTAL,286,23,37,7,88,14,12,76
LA VERNE,3400019A,1251,35,N,927,POLLING PLACE,142,17,18,0,48,10,2,30
LA VERNE,3400019A,1251,35,N,0,VBM PORTION,124,18,20,1,36,7,1,24
LA VERNE,3400019A,1251,35,N,927,TOTAL,266,35,38,1,84,17,3,54
LA VERNE,3400021A,1252,35,N,1042,POLLING PLACE,207,14,19,2,75,9,5,63
LA VERNE,3400021A,1252,35,N,0,VBM PORTION,141,10,26,3,39,7,2,45
LA VERNE,3400021A,1252,35,N,1042,TOTAL,348,24,45,5,114,16,7,108
LA VERNE,3400022A,1253,35,N,751,POLLING PLACE,154,9,30,0,56,12,1,25
LA VERNE,3400022A,1253,35,N,0,VBM PORTION,138,14,27,3,40,8,2,29
LA VERNE,3400022A,1253,35,N,751,TOTAL,292,23,57,3,96,20,3,54
LA VERNE,3400023A,1254,35,N,1046,POLLING PLACE,98,11,6,2,34,11,0,21
LA VERNE,3400023A,1254,35,N,0,VBM PORTION,82,11,10,4,24,4,0,16
LA VERNE,3400023A,1254,35,N,1046,TOTAL,180,22,16,6,58,15,0,37
LA VERNE,3400024A,1255,35,N,955,POLLING PLACE,132,13,12,3,36,9,1,46
LA VERNE,3400024A,1255,35,N,0,VBM PORTION,73,0,10,6,24,4,0,17
LA VERNE,3400024A,1255,35,N,955,TOTAL,205,13,22,9,60,13,1,63
LA VERNE,3400025A,1256,35,N,885,POLLING PLACE,101,11,7,4,35,8,3,22
LA VERNE,3400025A,1256,35,N,0,VBM PORTION,55,6,4,1,20,3,0,16
LA VERNE,3400025A,1256,35,N,885,TOTAL,156,17,11,5,55,11,3,38
LA VERNE,3400052A,1257,35,N,944,POLLING PLACE,136,14,19,3,43,6,2,39
LA VERNE,3400052A,1257,35,N,0,VBM PORTION,113,8,15,4,43,10,0,25
LA VERNE,3400052A,1257,35,N,944,TOTAL,249,22,34,7,86,16,2,64
LA VERNE,3400053A,1258,35,N,801,POLLING PLACE,83,8,5,3,28,5,3,21
LA VERNE,3400053A,1258,35,N,0,VBM PORTION,73,4,9,2,34,2,0,13
LA VERNE,3400053A,1258,35,N,801,TOTAL,156,12,14,5,62,7,3,34
LADERA HEIGHTS,3430001A,1259,114,N,767,POLLING PLACE,86,0,2,3,74,2,0,0
LADERA HEIGHTS,3430001A,1259,114,N,0,VBM PORTION,66,1,0,1,53,2,0,5
LADERA HEIGHTS,3430001A,1259,114,N,767,TOTAL,152,1,2,4,127,4,0,5
LADERA HEIGHTS,3430003A,1260,114,N,1163,POLLING PLACE,198,0,2,3,162,5,0,8
LADERA HEIGHTS,3430003A,1260,114,N,0,VBM PORTION,131,6,5,2,97,7,0,3
LADERA HEIGHTS,3430003A,1260,114,N,1163,TOTAL,329,6,7,5,259,12,0,11
LADERA HEIGHTS,3430003D,6077,115,Y,1,POLLING PLACE,0,0,0,0,0,0,0,0
