LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,ALAN REYNOLDS,GEORGE YANG,ERIC KOREVAAR,DAVID FENNELL,AMOS JOHNSON,GAVIN NEWSOM,RON NEHRING,JENA F GOODMAN
DUARTE,1900004A,722,70,N,624,POLLING PLACE,34,1,4,2,1,0,16,8,0
DUARTE,1900004A,722,70,N,0,VBM PORTION,32,0,4,2,0,0,23,1,2
DUARTE,1900004A,722,70,N,624,TOTAL,66,1,8,4,1,0,39,9,2
DUARTE,1900005A,723,70,N,868,POLLING PLACE,56,2,2,4,0,1,25,18,1
DUARTE,1900005A,723,70,N,0,VBM PORTION,101,4,3,9,3,0,40,31,4
DUARTE,1900005A,723,70,N,868,TOTAL,157,6,5,13,3,1,65,49,5
DUARTE,1900006A,724,70,N,1172,POLLING PLACE,98,1,7,4,4,2,52,20,1
DUARTE,1900006A,724,70,N,0,VBM PORTION,154,0,10,8,11,1,73,34,1
DUARTE,1900006A,724,70,N,1172,TOTAL,252,1,17,12,15,3,125,54,2
DUARTE,1900007A,725,70,N,1384,POLLING PLACE,140,2,17,5,10,3,50,37,5
DUARTE,1900007A,725,70,N,0,VBM PORTION,157,0,10,6,10,2,60,57,1
DUARTE,1900007A,725,70,N,1384,TOTAL,297,2,27,11,20,5,110,94,6
DUARTE,1900008A,726,70,N,968,POLLING PLACE,78,2,8,3,4,1,26,25,2
DUARTE,1900008A,726,70,N,0,VBM PORTION,91,0,9,6,9,0,37,19,2
DUARTE,1900008A,726,70,N,968,TOTAL,169,2,17,9,13,1,63,44,4
DUARTE,1900009A,727,70,N,1322,POLLING PLACE,97,2,9,9,7,1,41,19,0
DUARTE,1900009A,727,70,N,0,VBM PORTION,122,4,12,7,6,2,57,25,2
DUARTE,1900009A,727,70,N,1322,TOTAL,219,6,21,16,13,3,98,44,2
DUARTE,1900012B,728,70,N,1264,POLLING PLACE,172,5,20,3,7,0,73,49,6
DUARTE,1900012B,728,70,N,0,VBM PORTION,126,4,15,3,9,1,55,28,0
DUARTE,1900012B,728,70,N,1264,TOTAL,298,9,35,6,16,1,128,77,6
DUARTE,1900015B,729,70,N,806,POLLING PLACE,36,1,2,2,1,1,19,7,1
DUARTE,1900015B,729,70,N,0,VBM PORTION,66,2,6,6,0,0,31,9,4
DUARTE,1900015B,729,70,N,806,TOTAL,102,3,8,8,1,1,50,16,5
DUARTE,1900021C,730,70,N,995,POLLING PLACE,92,1,8,4,4,0,49,21,2
DUARTE,1900021C,730,70,N,0,VBM PORTION,108,5,6,6,4,0,48,27,4
DUARTE,1900021C,730,70,N,995,TOTAL,200,6,14,10,8,0,97,48,6
EAST ARCADIA,1940001A,731,68,N,1015,POLLING PLACE,54,1,1,9,1,1,27,5,2
EAST ARCADIA,1940001A,731,68,N,0,VBM PORTION,23,1,1,9,0,0,5,1,3
EAST ARCADIA,1940001A,731,68,N,1015,TOTAL,77,2,2,18,1,1,32,6,5
EAST ARCADIA,1940002A,732,68,N,987,POLLING PLACE,110,2,11,9,6,1,41,27,1
EAST ARCADIA,1940002A,732,68,N,0,VBM PORTION,71,2,3,5,4,0,32,17,0
EAST ARCADIA,1940002A,732,68,N,987,TOTAL,181,4,14,14,10,1,73,44,1
EAST ARCADIA,1940004A,733,68,N,445,POLLING PLACE,66,2,1,8,8,1,25,18,0
EAST ARCADIA,1940004A,733,68,N,0,VBM PORTION,45,4,1,3,0,1,18,15,0
EAST ARCADIA,1940004A,733,68,N,445,TOTAL,111,6,2,11,8,2,43,33,0
EAST ARCADIA,1940005A,734,77,N,1048,POLLING PLACE,105,3,11,6,10,1,41,21,3
EAST ARCADIA,1940005A,734,77,N,0,VBM PORTION,102,0,7,7,3,1,47,19,1
EAST ARCADIA,1940005A,734,77,N,1048,TOTAL,207,3,18,13,13,2,88,40,4
EAST ARCADIA,1940007A,735,77,N,555,POLLING PLACE,47,0,3,2,6,2,11,18,3
EAST ARCADIA,1940007A,735,77,N,0,VBM PORTION,37,0,3,2,3,0,12,11,2
EAST ARCADIA,1940007A,735,77,N,555,TOTAL,84,0,6,4,9,2,23,29,5
EAST ARCADIA,1940008A,736,68,N,870,POLLING PLACE,51,1,0,9,1,1,31,2,2
EAST ARCADIA,1940008A,736,68,N,0,VBM PORTION,21,0,2,1,0,0,13,0,0
EAST ARCADIA,1940008A,736,68,N,870,TOTAL,72,1,2,10,1,1,44,2,2
EAST ARCADIA,1940010A,737,76,N,1151,POLLING PLACE,120,1,9,4,8,0,37,49,2
EAST ARCADIA,1940010A,737,76,N,0,VBM PORTION,116,2,11,3,11,0,36,43,1
EAST ARCADIA,1940010A,737,76,N,1151,TOTAL,236,3,20,7,19,0,73,92,3
EAST ARCADIA,1940011A,738,68,N,1013,POLLING PLACE,117,0,13,2,10,2,38,39,3
EAST ARCADIA,1940011A,738,68,N,0,VBM PORTION,86,2,7,2,9,0,36,23,3
EAST ARCADIA,1940011A,738,68,N,1013,TOTAL,203,2,20,4,19,2,74,62,6
EAST ARCADIA,1940013A,739,76,N,891,POLLING PLACE,88,0,13,7,5,0,30,27,1
EAST ARCADIA,1940013A,739,76,N,0,VBM PORTION,108,3,13,2,4,1,36,34,3
EAST ARCADIA,1940013A,739,76,N,891,TOTAL,196,3,26,9,9,1,66,61,4
EAST COMPTON,1960001A,740,178,N,514,POLLING PLACE,16,2,0,3,0,0,10,0,1
EAST COMPTON,1960001A,740,178,N,0,VBM PORTION,8,0,1,2,0,0,5,0,0
EAST COMPTON,1960001A,740,178,N,514,TOTAL,24,2,1,5,0,0,15,0,1
EAST COMPTON,1960003A,741,178,N,1162,POLLING PLACE,47,4,1,1,1,0,30,1,2
EAST COMPTON,1960003A,741,178,N,0,VBM PORTION,28,0,0,1,1,0,24,2,0
EAST COMPTON,1960003A,741,178,N,1162,TOTAL,75,4,1,2,2,0,54,3,2
EAST COMPTON,1960006A,6044,178,Y,0,POLLING PLACE,0,0,0,0,0,0,0,0,0
EAST COMPTON,1960006A,6044,178,Y,0,VBM PORTION,0,0,0,0,0,0,0,0,0
EAST COMPTON,1960006A,6044,178,Y,0,TOTAL,0,0,0,0,0,0,0,0,0
EAST COMPTON,1960007A,742,178,N,826,POLLING PLACE,57,0,1,1,0,2,42,2,0
EAST COMPTON,1960007A,742,178,N,0,VBM PORTION,24,0,0,1,0,2,20,0,1
EAST COMPTON,1960007A,742,178,N,826,TOTAL,81,0,1,2,0,4,62,2,1
EAST COMPTON,1960010A,743,178,N,722,POLLING PLACE,31,0,0,2,1,0,20,1,1
EAST COMPTON,1960010A,743,178,N,0,VBM PORTION,34,1,0,0,1,2,27,0,1
EAST COMPTON,1960010A,743,178,N,722,TOTAL,65,1,0,2,2,2,47,1,2
EAST COMPTON,1960011A,744,178,N,754,POLLING PLACE,62,0,0,9,1,1,37,3,1
EAST COMPTON,1960011A,744,178,N,0,VBM PORTION,21,1,0,2,0,0,15,0,0
EAST COMPTON,1960011A,744,178,N,754,TOTAL,83,1,0,11,1,1,52,3,1
EAST COMPTON,1960030A,6045,171,Y,0,POLLING PLACE,0,0,0,0,0,0,0,0,0
EAST COMPTON,1960030A,6045,171,Y,0,VBM PORTION,0,0,0,0,0,0,0,0,0
EAST COMPTON,1960030A,6045,171,Y,0,TOTAL,0,0,0,0,0,0,0,0,0
EAST COMPTON,1960032A,745,178,N,1133,POLLING PLACE,66,1,2,13,1,1,40,1,2
EAST COMPTON,1960032A,745,178,N,0,VBM PORTION,20,1,0,2,0,0,12,0,0
EAST COMPTON,1960032A,745,178,N,1133,TOTAL,86,2,2,15,1,1,52,1,2
EAST LOS ANGELES,2000001A,746,91,N,869,POLLING PLACE,55,0,1,8,2,1,29,2,1
EAST LOS ANGELES,2000001A,746,91,N,0,VBM PORTION,25,0,0,2,0,0,19,1,2
EAST LOS ANGELES,2000001A,746,91,N,869,TOTAL,80,0,1,10,2,1,48,3,3
EAST LOS ANGELES,2000002A,747,91,N,1134,POLLING PLACE,73,0,1,14,3,1,38,1,2
EAST LOS ANGELES,2000002A,747,91,N,0,VBM PORTION,40,0,1,8,0,0,24,1,0
EAST LOS ANGELES,2000002A,747,91,N,1134,TOTAL,113,0,2,22,3,1,62,2,2
EAST LOS ANGELES,2000003A,748,91,N,1218,POLLING PLACE,111,2,1,22,2,2,56,3,1
EAST LOS ANGELES,2000003A,748,91,N,0,VBM PORTION,53,1,0,5,1,1,45,0,0
EAST LOS ANGELES,2000003A,748,91,N,1218,TOTAL,164,3,1,27,3,3,101,3,1
EAST LOS ANGELES,2000005A,749,91,N,904,POLLING PLACE,94,2,2,14,4,3,48,2,3
EAST LOS ANGELES,2000005A,749,91,N,0,VBM PORTION,17,0,0,1,0,0,12,1,0
EAST LOS ANGELES,2000005A,749,91,N,904,TOTAL,111,2,2,15,4,3,60,3,3
EAST LOS ANGELES,2000007A,750,91,N,468,POLLING PLACE,19,0,0,0,0,0,15,0,1
EAST LOS ANGELES,2000007A,750,91,N,0,VBM PORTION,11,0,0,1,0,0,9,0,1
EAST LOS ANGELES,2000007A,750,91,N,468,TOTAL,30,0,0,1,0,0,24,0,2
EAST LOS ANGELES,2000011A,751,91,N,1167,POLLING PLACE,83,1,2,9,1,2,51,1,4
EAST LOS ANGELES,2000011A,751,91,N,0,VBM PORTION,45,0,3,8,0,0,23,1,6
EAST LOS ANGELES,2000011A,751,91,N,1167,TOTAL,128,1,5,17,1,2,74,2,10
EAST LOS ANGELES,2000013A,752,91,N,883,POLLING PLACE,51,2,0,3,0,1,32,2,2
EAST LOS ANGELES,2000013A,752,91,N,0,VBM PORTION,24,2,0,5,0,0,15,0,1
EAST LOS ANGELES,2000013A,752,91,N,883,TOTAL,75,4,0,8,0,1,47,2,3
EAST LOS ANGELES,2000018C,753,91,N,1195,POLLING PLACE,87,4,0,16,1,3,49,1,4
EAST LOS ANGELES,2000018C,753,91,N,0,VBM PORTION,35,0,0,1,1,0,28,0,1
EAST LOS ANGELES,2000018C,753,91,N,1195,TOTAL,122,4,0,17,2,3,77,1,5
EAST LOS ANGELES,2000024A,754,91,N,910,POLLING PLACE,87,6,0,17,0,0,50,0,3
EAST LOS ANGELES,2000024A,754,91,N,0,VBM PORTION,27,2,1,2,0,0,17,0,2
EAST LOS ANGELES,2000024A,754,91,N,910,TOTAL,114,8,1,19,0,0,67,0,5
EAST LOS ANGELES,2000025A,755,91,N,1083,POLLING PLACE,60,1,1,6,2,3,35,4,1
EAST LOS ANGELES,2000025A,755,91,N,0,VBM PORTION,26,1,1,1,0,0,22,1,0
EAST LOS ANGELES,2000025A,755,91,N,1083,TOTAL,86,2,2,7,2,3,57,5,1
EAST LOS ANGELES,2000028A,756,91,N,1098,POLLING PLACE,75,1,5,9,6,4,37,1,1
EAST LOS ANGELES,2000028A,756,91,N,0,VBM PORTION,43,1,0,4,3,1,26,2,2
EAST LOS ANGELES,2000028A,756,91,N,1098,TOTAL,118,2,5,13,9,5,63,3,3
EAST LOS ANGELES,2000028B,757,91,N,1082,POLLING PLACE,79,3,2,11,7,2,41,3,4
EAST LOS ANGELES,2000028B,757,91,N,0,VBM PORTION,27,0,0,1,0,0,21,1,1
EAST LOS ANGELES,2000028B,757,91,N,1082,TOTAL,106,3,2,12,7,2,62,4,5
EAST LOS ANGELES,2000030A,758,91,N,790,POLLING PLACE,57,0,1,5,5,2,29,3,1
EAST LOS ANGELES,2000030A,758,91,N,0,VBM PORTION,47,0,2,5,1,0,37,0,1
EAST LOS ANGELES,2000030A,758,91,N,790,TOTAL,104,0,3,10,6,2,66,3,2
EAST LOS ANGELES,2000032A,759,91,N,1014,POLLING PLACE,79,0,2,8,1,1,37,8,5
EAST LOS ANGELES,2000032A,759,91,N,0,VBM PORTION,24,1,0,2,0,0,18,0,2
EAST LOS ANGELES,2000032A,759,91,N,1014,TOTAL,103,1,2,10,1,1,55,8,7
EAST LOS ANGELES,2000034B,760,91,N,771,POLLING PLACE,51,2,0,8,3,0,33,1,0
EAST LOS ANGELES,2000034B,760,91,N,0,VBM PORTION,26,0,0,1,1,0,16,2,2
EAST LOS ANGELES,2000034B,760,91,N,771,TOTAL,77,2,0,9,4,0,49,3,2
EAST LOS ANGELES,2000038B,761,91,N,930,POLLING PLACE,56,1,1,6,1,1,33,5,4
EAST LOS ANGELES,2000038B,761,91,N,0,VBM PORTION,15,0,0,2,1,0,8,0,0
EAST LOS ANGELES,2000038B,761,91,N,930,TOTAL,71,1,1,8,2,1,41,5,4
EAST LOS ANGELES,2000040A,762,91,N,1006,POLLING PLACE,68,1,4,13,4,1,35,1,3
EAST LOS ANGELES,2000040A,762,91,N,0,VBM PORTION,24,1,2,2,1,0,17,1,0
EAST LOS ANGELES,2000040A,762,91,N,1006,TOTAL,92,2,6,15,5,1,52,2,3
EAST LOS ANGELES,2000045A,763,91,N,943,POLLING PLACE,79,3,2,12,0,3,38,5,5
EAST LOS ANGELES,2000045A,763,91,N,0,VBM PORTION,34,0,0,4,3,0,20,3,0
EAST LOS ANGELES,2000045A,763,91,N,943,TOTAL,113,3,2,16,3,3,58,8,5
EAST LOS ANGELES,2000045B,764,91,N,1133,POLLING PLACE,93,1,2,17,9,0,41,5,1
EAST LOS ANGELES,2000045B,764,91,N,0,VBM PORTION,30,4,0,10,2,0,11,0,1
EAST LOS ANGELES,2000045B,764,91,N,1133,TOTAL,123,5,2,27,11,0,52,5,2
EAST LOS ANGELES,2000053A,765,91,N,1138,POLLING PLACE,85,5,1,12,2,0,42,5,3
EAST LOS ANGELES,2000053A,765,91,N,0,VBM PORTION,29,0,2,1,0,1,18,1,2
EAST LOS ANGELES,2000053A,765,91,N,1138,TOTAL,114,5,3,13,2,1,60,6,5
EAST LOS ANGELES,2000062A,766,91,N,760,POLLING PLACE,81,3,2,6,5,0,39,6,5
EAST LOS ANGELES,2000062A,766,91,N,0,VBM PORTION,54,1,3,6,1,1,34,1,0
EAST LOS ANGELES,2000062A,766,91,N,760,TOTAL,135,4,5,12,6,1,73,7,5
EAST LOS ANGELES,2000065A,767,91,N,855,POLLING PLACE,72,4,0,17,1,0,33,2,2
EAST LOS ANGELES,2000065A,767,91,N,0,VBM PORTION,46,0,2,3,4,1,31,0,1
EAST LOS ANGELES,2000065A,767,91,N,855,TOTAL,118,4,2,20,5,1,64,2,3
EAST LOS ANGELES,2000081A,768,91,N,1044,POLLING PLACE,66,1,0,7,5,2,32,0,5
EAST LOS ANGELES,2000081A,768,91,N,0,VBM PORTION,61,0,2,4,1,1,38,2,0
EAST LOS ANGELES,2000081A,768,91,N,1044,TOTAL,127,1,2,11,6,3,70,2,5
EAST LOS ANGELES,2000082A,769,91,N,1020,POLLING PLACE,68,0,1,10,2,3,41,2,1
EAST LOS ANGELES,2000082A,769,91,N,0,VBM PORTION,42,0,1,1,1,0,29,2,1
EAST LOS ANGELES,2000082A,769,91,N,1020,TOTAL,110,0,2,11,3,3,70,4,2
EAST LOS ANGELES,2000083A,770,91,N,1123,POLLING PLACE,85,3,2,6,3,2,46,8,2
EAST LOS ANGELES,2000083A,770,91,N,0,VBM PORTION,23,1,0,2,0,2,12,1,0
EAST LOS ANGELES,2000083A,770,91,N,1123,TOTAL,108,4,2,8,3,4,58,9,2
EAST LOS ANGELES,2000084A,771,91,N,1025,POLLING PLACE,74,2,4,13,0,2,35,2,1
EAST LOS ANGELES,2000084A,771,91,N,0,VBM PORTION,28,0,2,2,0,1,18,2,2
EAST LOS ANGELES,2000084A,771,91,N,1025,TOTAL,102,2,6,15,0,3,53,4,3
EAST LOS ANGELES,2000085A,772,91,N,1257,POLLING PLACE,96,3,2,12,3,2,49,8,1
EAST LOS ANGELES,2000085A,772,91,N,0,VBM PORTION,43,0,0,3,1,0,27,3,3
EAST LOS ANGELES,2000085A,772,91,N,1257,TOTAL,139,3,2,15,4,2,76,11,4
EAST LOS ANGELES,2000088A,773,91,N,946,POLLING PLACE,61,2,0,13,2,0,33,3,2
EAST LOS ANGELES,2000088A,773,91,N,0,VBM PORTION,34,1,2,6,0,0,20,0,0
EAST LOS ANGELES,2000088A,773,91,N,946,TOTAL,95,3,2,19,2,0,53,3,2
EAST PASADENA,2020001A,774,32,N,734,POLLING PLACE,54,1,4,1,2,0,18,19,1
EAST PASADENA,2020001A,774,32,N,0,VBM PORTION,66,0,11,3,9,0,26,13,0
EAST PASADENA,2020001A,774,32,N,734,TOTAL,120,1,15,4,11,0,44,32,1
EAST PASADENA,2020003A,775,32,N,439,POLLING PLACE,43,1,4,0,1,0,14,19,0
EAST PASADENA,2020003A,775,32,N,0,VBM PORTION,71,1,6,4,8,0,24,23,0
EAST PASADENA,2020003A,775,32,N,439,TOTAL,114,2,10,4,9,0,38,42,0
EAST PASADENA,2020004A,776,32,N,447,POLLING PLACE,30,0,3,3,4,0,14,3,1
EAST PASADENA,2020004A,776,32,N,0,VBM PORTION,61,0,4,3,3,0,24,17,0
EAST PASADENA,2020004A,776,32,N,447,TOTAL,91,0,7,6,7,0,38,20,1
EAST PASADENA,2020006A,777,33,N,720,POLLING PLACE,102,0,11,4,4,0,49,29,2
EAST PASADENA,2020006A,777,33,N,0,VBM PORTION,92,0,4,3,3,1,58,15,0
EAST PASADENA,2020006A,777,33,N,720,TOTAL,194,0,15,7,7,1,107,44,2
EAST PASADENA,2020007A,778,32,N,1138,POLLING PLACE,88,2,9,2,5,3,41,17,0
EAST PASADENA,2020007A,778,32,N,0,VBM PORTION,97,0,7,4,6,0,48,22,1
EAST PASADENA,2020007A,778,32,N,1138,TOTAL,185,2,16,6,11,3,89,39,1
EAST PASADENA,2020012A,779,32,N,620,POLLING PLACE,46,0,0,2,3,3,32,4,2
EAST PASADENA,2020012A,779,32,N,0,VBM PORTION,44,0,7,3,2,0,14,13,0
EAST PASADENA,2020012A,779,32,N,620,TOTAL,90,0,7,5,5,3,46,17,2
EAST PASADENA,2020016A,780,33,N,574,POLLING PLACE,73,1,2,4,6,1,37,16,1
EAST PASADENA,2020016A,780,33,N,0,VBM PORTION,52,0,6,3,0,0,26,15,0
EAST PASADENA,2020016A,780,33,N,574,TOTAL,125,1,8,7,6,1,63,31,1
EAST SAN GABRIEL,2040001A,781,76,N,1153,POLLING PLACE,42,2,6,0,2,0,18,10,0
EAST SAN GABRIEL,2040001A,781,76,N,0,VBM PORTION,104,1,14,5,5,1,37,27,4
EAST SAN GABRIEL,2040001A,781,76,N,1153,TOTAL,146,3,20,5,7,1,55,37,4
EAST SAN GABRIEL,2040003A,782,76,N,1312,POLLING PLACE,72,2,12,2,7,3,31,13,0
EAST SAN GABRIEL,2040003A,782,76,N,0,VBM PORTION,82,3,3,7,1,0,39,23,0
EAST SAN GABRIEL,2040003A,782,76,N,1312,TOTAL,154,5,15,9,8,3,70,36,0
EAST SAN GABRIEL,2040004A,783,76,N,1105,POLLING PLACE,86,2,7,5,9,0,35,17,4
EAST SAN GABRIEL,2040004A,783,76,N,0,VBM PORTION,112,2,11,11,7,0,41,19,4
EAST SAN GABRIEL,2040004A,783,76,N,1105,TOTAL,198,4,18,16,16,0,76,36,8
EAST SAN GABRIEL,2040010A,784,76,N,1179,POLLING PLACE,77,2,8,1,6,0,34,18,3
EAST SAN GABRIEL,2040010A,784,76,N,0,VBM PORTION,98,0,10,2,10,1,41,22,2
EAST SAN GABRIEL,2040010A,784,76,N,1179,TOTAL,175,2,18,3,16,1,75,40,5
EAST SAN GABRIEL,2040012A,785,76,N,1290,POLLING PLACE,93,2,11,3,8,1,33,32,0
EAST SAN GABRIEL,2040012A,785,76,N,0,VBM PORTION,116,5,15,3,9,0,37,31,2
EAST SAN GABRIEL,2040012A,785,76,N,1290,TOTAL,209,7,26,6,17,1,70,63,2
EAST SAN GABRIEL,2040015A,786,76,N,1106,POLLING PLACE,109,0,10,2,3,0,40,44,0
EAST SAN GABRIEL,2040015A,786,76,N,0,VBM PORTION,128,0,19,7,12,1,37,31,2
EAST SAN GABRIEL,2040015A,786,76,N,1106,TOTAL,237,0,29,9,15,1,77,75,2
EAST SAN GABRIEL,2040016B,787,76,N,977,POLLING PLACE,72,1,5,2,5,1,34,18,0
EAST SAN GABRIEL,2040016B,787,76,N,0,VBM PORTION,96,0,19,4,5,0,40,17,0
EAST SAN GABRIEL,2040016B,787,76,N,977,TOTAL,168,1,24,6,10,1,74,35,0
EAST SAN GABRIEL,2040019A,788,76,N,1273,POLLING PLACE,111,0,13,3,5,0,42,40,0
EAST SAN GABRIEL,2040019A,788,76,N,0,VBM PORTION,127,3,17,6,10,1,44,32,0
EAST SAN GABRIEL,2040019A,788,76,N,1273,TOTAL,238,3,30,9,15,1,86,72,0
EAST SAN GABRIEL,2040021A,789,76,N,1023,POLLING PLACE,105,0,13,4,10,1,48,18,3
EAST SAN GABRIEL,2040021A,789,76,N,0,VBM PORTION,126,0,11,3,9,0,55,37,4
EAST SAN GABRIEL,2040021A,789,76,N,1023,TOTAL,231,0,24,7,19,1,103,55,7
EAST WHITTIER,2050048A,790,133,N,470,POLLING PLACE,70,1,16,1,7,0,21,18,0
EAST WHITTIER,2050048A,790,133,N,0,VBM PORTION,69,0,3,2,1,0,28,29,0
EAST WHITTIER,2050048A,790,133,N,470,TOTAL,139,1,19,3,8,0,49,47,0
EL CAMINO VILLAGE,2080002A,791,186,N,1285,POLLING PLACE,48,0,3,9,1,1,24,6,1
EL CAMINO VILLAGE,2080002A,791,186,N,0,VBM PORTION,65,0,1,5,4,2,41,3,3
EL CAMINO VILLAGE,2080002A,791,186,N,1285,TOTAL,113,0,4,14,5,3,65,9,4
EL CAMINO VILLAGE,2080003A,792,186,N,649,POLLING PLACE,102,1,5,5,6,0,42,38,3
EL CAMINO VILLAGE,2080003A,792,186,N,0,VBM PORTION,41,0,6,2,1,0,15,11,0
EL CAMINO VILLAGE,2080003A,792,186,N,649,TOTAL,143,1,11,7,7,0,57,49,3
EL CAMINO VILLAGE,2080004A,793,186,N,1138,POLLING PLACE,85,3,15,4,5,0,30,23,0
EL CAMINO VILLAGE,2080004A,793,186,N,0,VBM PORTION,122,3,15,13,10,1,43,29,0
EL CAMINO VILLAGE,2080004A,793,186,N,1138,TOTAL,207,6,30,17,15,1,73,52,0
EL CAMINO VILLAGE,2080005A,794,186,N,969,POLLING PLACE,125,0,11,5,4,2,52,36,2
EL CAMINO VILLAGE,2080005A,794,186,N,0,VBM PORTION,48,0,3,6,8,2,15,10,0
EL CAMINO VILLAGE,2080005A,794,186,N,969,TOTAL,173,0,14,11,12,4,67,46,2
EL MONTE,2100001A,795,73,N,1136,POLLING PLACE,69,2,11,5,2,1,40,3,0
EL MONTE,2100001A,795,73,N,0,VBM PORTION,94,1,3,12,5,1,46,11,5
EL MONTE,2100001A,795,73,N,1136,TOTAL,163,3,14,17,7,2,86,14,5
EL MONTE,2100005A,796,73,N,1064,POLLING PLACE,44,0,1,4,1,0,20,6,2
EL MONTE,2100005A,796,73,N,0,VBM PORTION,60,2,12,7,6,3,21,5,0
EL MONTE,2100005A,796,73,N,1064,TOTAL,104,2,13,11,7,3,41,11,2
EL MONTE,2100006B,797,73,N,1075,POLLING PLACE,106,4,3,10,3,3,61,12,7
EL MONTE,2100006B,797,73,N,0,VBM PORTION,52,0,7,6,0,0,28,1,0
EL MONTE,2100006B,797,73,N,1075,TOTAL,158,4,10,16,3,3,89,13,7
EL MONTE,2100008B,798,73,N,1295,POLLING PLACE,55,3,4,5,6,0,24,5,2
EL MONTE,2100008B,798,73,N,0,VBM PORTION,69,0,13,6,2,2,38,3,0
EL MONTE,2100008B,798,73,N,1295,TOTAL,124,3,17,11,8,2,62,8,2
EL MONTE,2100013A,799,73,N,717,POLLING PLACE,35,1,1,3,4,1,21,1,1
EL MONTE,2100013A,799,73,N,0,VBM PORTION,35,0,4,0,0,0,20,4,0
EL MONTE,2100013A,799,73,N,717,TOTAL,70,1,5,3,4,1,41,5,1
EL MONTE,2100014A,800,66,N,730,POLLING PLACE,30,0,3,6,2,1,9,3,3
EL MONTE,2100014A,800,66,N,0,VBM PORTION,16,0,1,5,0,0,5,3,1
EL MONTE,2100014A,800,66,N,730,TOTAL,46,0,4,11,2,1,14,6,4
EL MONTE,2100016A,801,73,N,598,POLLING PLACE,39,0,7,4,5,1,10,6,2
EL MONTE,2100016A,801,73,N,0,VBM PORTION,53,1,2,5,4,0,23,9,0
EL MONTE,2100016A,801,73,N,598,TOTAL,92,1,9,9,9,1,33,15,2
EL MONTE,2100017A,802,73,N,1011,POLLING PLACE,62,5,3,5,3,0,28,5,2
EL MONTE,2100017A,802,73,N,0,VBM PORTION,62,0,8,10,0,1,31,3,0
EL MONTE,2100017A,802,73,N,1011,TOTAL,124,5,11,15,3,1,59,8,2
EL MONTE,2100018A,803,73,N,1257,POLLING PLACE,68,4,4,8,4,1,31,5,0
EL MONTE,2100018A,803,73,N,0,VBM PORTION,79,4,10,4,6,1,40,5,1
EL MONTE,2100018A,803,73,N,1257,TOTAL,147,8,14,12,10,2,71,10,1
EL MONTE,2100018C,804,73,N,701,POLLING PLACE,26,0,0,3,1,1,15,2,1
EL MONTE,2100018C,804,73,N,0,VBM PORTION,18,1,5,1,0,0,9,2,0
EL MONTE,2100018C,804,73,N,701,TOTAL,44,1,5,4,1,1,24,4,1
EL MONTE,2100019B,805,66,N,774,POLLING PLACE,69,5,3,13,5,0,25,4,2
EL MONTE,2100019B,805,66,N,0,VBM PORTION,42,2,1,2,2,0,24,6,0
EL MONTE,2100019B,805,66,N,774,TOTAL,111,7,4,15,7,0,49,10,2
EL MONTE,2100021A,806,66,N,1168,POLLING PLACE,90,5,6,12,6,2,43,3,6
EL MONTE,2100021A,806,66,N,0,VBM PORTION,60,1,0,6,1,0,41,6,2
EL MONTE,2100021A,806,66,N,1168,TOTAL,150,6,6,18,7,2,84,9,8
EL MONTE,2100024A,807,73,N,919,POLLING PLACE,61,1,3,8,4,0,31,4,2
EL MONTE,2100024A,807,73,N,0,VBM PORTION,45,1,6,2,4,2,17,10,1
EL MONTE,2100024A,807,73,N,919,TOTAL,106,2,9,10,8,2,48,14,3
EL MONTE,2100027A,808,66,N,1060,POLLING PLACE,40,2,1,10,2,1,15,0,2
EL MONTE,2100027A,808,66,N,0,VBM PORTION,50,0,5,12,1,1,21,5,4
EL MONTE,2100027A,808,66,N,1060,TOTAL,90,2,6,22,3,2,36,5,6
EL MONTE,2100029A,809,66,N,715,POLLING PLACE,43,1,4,4,2,2,14,5,3
EL MONTE,2100029A,809,66,N,0,VBM PORTION,30,0,4,2,0,0,18,1,1
EL MONTE,2100029A,809,66,N,715,TOTAL,73,1,8,6,2,2,32,6,4
EL MONTE,2100033A,810,66,N,954,POLLING PLACE,48,2,3,6,0,2,24,6,1
EL MONTE,2100033A,810,66,N,0,VBM PORTION,43,1,5,3,1,1,24,6,1
EL MONTE,2100033A,810,66,N,954,TOTAL,91,3,8,9,1,3,48,12,2
EL MONTE,2100034A,811,66,N,968,POLLING PLACE,29,3,3,6,0,3,11,2,0
EL MONTE,2100034A,811,66,N,0,VBM PORTION,40,0,3,8,1,0,17,7,3
EL MONTE,2100034A,811,66,N,968,TOTAL,69,3,6,14,1,3,28,9,3
EL MONTE,2100039C,812,73,N,927,POLLING PLACE,44,2,7,1,4,2,16,2,5
EL MONTE,2100039C,812,73,N,0,VBM PORTION,33,1,6,1,1,0,16,4,2
EL MONTE,2100039C,812,73,N,927,TOTAL,77,3,13,2,5,2,32,6,7
EL MONTE,2100040A,813,73,N,1123,POLLING PLACE,95,4,10,5,3,1,57,5,2
EL MONTE,2100040A,813,73,N,0,VBM PORTION,36,0,5,4,4,0,17,4,2
EL MONTE,2100040A,813,73,N,1123,TOTAL,131,4,15,9,7,1,74,9,4
