LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,JACK ORSWELL,JUDY CHU
SOUTH PASADENA,6600003A,2568,33,N,1037,POLLING PLACE,118,28,84
SOUTH PASADENA,6600003A,2568,33,N,0,VBM PORTION,100,20,68
SOUTH PASADENA,6600003A,2568,33,N,1037,TOTAL,218,48,152
SOUTH PASADENA,6600005A,2569,33,N,998,POLLING PLACE,140,42,91
SOUTH PASADENA,6600005A,2569,33,N,0,VBM PORTION,161,57,95
SOUTH PASADENA,6600005A,2569,33,N,998,TOTAL,301,99,186
SOUTH PASADENA,6600006A,2570,33,N,885,POLLING PLACE,105,25,70
SOUTH PASADENA,6600006A,2570,33,N,0,VBM PORTION,74,14,48
SOUTH PASADENA,6600006A,2570,33,N,885,TOTAL,179,39,118
SOUTH PASADENA,6600008A,2571,33,N,860,POLLING PLACE,73,16,49
SOUTH PASADENA,6600008A,2571,33,N,0,VBM PORTION,50,15,32
SOUTH PASADENA,6600008A,2571,33,N,860,TOTAL,123,31,81
SOUTH PASADENA,6600009A,2572,33,N,904,POLLING PLACE,142,39,89
SOUTH PASADENA,6600009A,2572,33,N,0,VBM PORTION,127,67,48
SOUTH PASADENA,6600009A,2572,33,N,904,TOTAL,269,106,137
SOUTH PASADENA,6600010A,2573,33,N,738,POLLING PLACE,81,14,61
SOUTH PASADENA,6600010A,2573,33,N,0,VBM PORTION,108,24,80
SOUTH PASADENA,6600010A,2573,33,N,738,TOTAL,189,38,141
SOUTH PASADENA,6600011A,2574,33,N,992,POLLING PLACE,134,32,95
SOUTH PASADENA,6600011A,2574,33,N,0,VBM PORTION,80,17,54
SOUTH PASADENA,6600011A,2574,33,N,992,TOTAL,214,49,149
SOUTH PASADENA,6600013A,2575,33,N,804,POLLING PLACE,118,32,77
SOUTH PASADENA,6600013A,2575,33,N,0,VBM PORTION,94,40,45
SOUTH PASADENA,6600013A,2575,33,N,804,TOTAL,212,72,122
SOUTH PASADENA,6600015A,2576,33,N,677,POLLING PLACE,82,29,45
SOUTH PASADENA,6600015A,2576,33,N,0,VBM PORTION,117,35,74
SOUTH PASADENA,6600015A,2576,33,N,677,TOTAL,199,64,119
SOUTH PASADENA,6600016A,2577,33,N,895,POLLING PLACE,140,37,98
SOUTH PASADENA,6600016A,2577,33,N,0,VBM PORTION,99,34,60
SOUTH PASADENA,6600016A,2577,33,N,895,TOTAL,239,71,158
SOUTH PASADENA,6600017A,2578,33,N,703,POLLING PLACE,102,29,69
SOUTH PASADENA,6600017A,2578,33,N,0,VBM PORTION,72,19,50
SOUTH PASADENA,6600017A,2578,33,N,703,TOTAL,174,48,119
SOUTH PASADENA,6600019A,2579,33,N,1216,POLLING PLACE,105,22,77
SOUTH PASADENA,6600019A,2579,33,N,0,VBM PORTION,121,31,85
SOUTH PASADENA,6600019A,2579,33,N,1216,TOTAL,226,53,162
SOUTH PASADENA,6600022A,2580,33,N,721,POLLING PLACE,91,28,58
SOUTH PASADENA,6600022A,2580,33,N,0,VBM PORTION,117,36,77
SOUTH PASADENA,6600022A,2580,33,N,721,TOTAL,208,64,135
SOUTH PASADENA,6600024A,2581,33,N,1247,POLLING PLACE,145,30,111
SOUTH PASADENA,6600024A,2581,33,N,0,VBM PORTION,147,32,98
SOUTH PASADENA,6600024A,2581,33,N,1247,TOTAL,292,62,209
SOUTH PASADENA,6600026A,2582,33,N,844,POLLING PLACE,126,43,71
SOUTH PASADENA,6600026A,2582,33,N,0,VBM PORTION,133,43,82
SOUTH PASADENA,6600026A,2582,33,N,844,TOTAL,259,86,153
SOUTH PASADENA,6600028A,2583,33,N,775,POLLING PLACE,104,32,65
SOUTH PASADENA,6600028A,2583,33,N,0,VBM PORTION,94,27,61
SOUTH PASADENA,6600028A,2583,33,N,775,TOTAL,198,59,126
SOUTH PASADENA,6600031A,2584,33,N,788,POLLING PLACE,89,27,57
SOUTH PASADENA,6600031A,2584,33,N,0,VBM PORTION,81,29,45
SOUTH PASADENA,6600031A,2584,33,N,788,TOTAL,170,56,102
SOUTH SAN GABRIEL,6650032A,2585,72,N,867,POLLING PLACE,63,17,42
SOUTH SAN GABRIEL,6650032A,2585,72,N,0,VBM PORTION,85,23,56
SOUTH SAN GABRIEL,6650032A,2585,72,N,867,TOTAL,148,40,98
SOUTH SAN GABRIEL,6650033B,2586,72,N,524,POLLING PLACE,35,13,17
SOUTH SAN GABRIEL,6650033B,2586,72,N,0,VBM PORTION,38,5,31
SOUTH SAN GABRIEL,6650033B,2586,72,N,524,TOTAL,73,18,48
SOUTH SAN GABRIEL,6650034A,2587,72,N,1011,POLLING PLACE,62,5,51
SOUTH SAN GABRIEL,6650034A,2587,72,N,0,VBM PORTION,52,11,38
SOUTH SAN GABRIEL,6650034A,2587,72,N,1011,TOTAL,114,16,89
SOUTH SAN GABRIEL,6650035A,2588,72,N,1243,POLLING PLACE,91,17,60
SOUTH SAN GABRIEL,6650035A,2588,72,N,0,VBM PORTION,94,25,63
SOUTH SAN GABRIEL,6650035A,2588,72,N,1243,TOTAL,185,42,123
TEMPLE CITY,7050001A,2631,76,N,1017,POLLING PLACE,84,28,50
TEMPLE CITY,7050001A,2631,76,N,0,VBM PORTION,94,33,58
TEMPLE CITY,7050001A,2631,76,N,1017,TOTAL,178,61,108
TEMPLE CITY,7050006A,2632,76,N,1021,POLLING PLACE,64,26,34
TEMPLE CITY,7050006A,2632,76,N,0,VBM PORTION,73,24,37
TEMPLE CITY,7050006A,2632,76,N,1021,TOTAL,137,50,71
TEMPLE CITY,7050008B,2633,76,N,825,POLLING PLACE,62,20,34
TEMPLE CITY,7050008B,2633,76,N,0,VBM PORTION,60,20,37
TEMPLE CITY,7050008B,2633,76,N,825,TOTAL,122,40,71
TEMPLE CITY,7050010A,2634,76,N,660,POLLING PLACE,53,25,23
TEMPLE CITY,7050010A,2634,76,N,0,VBM PORTION,59,23,32
TEMPLE CITY,7050010A,2634,76,N,660,TOTAL,112,48,55
TEMPLE CITY,7050011A,2635,76,N,841,POLLING PLACE,51,19,25
TEMPLE CITY,7050011A,2635,76,N,0,VBM PORTION,52,27,22
TEMPLE CITY,7050011A,2635,76,N,841,TOTAL,103,46,47
TEMPLE CITY,7050013A,2636,76,N,916,POLLING PLACE,94,40,49
TEMPLE CITY,7050013A,2636,76,N,0,VBM PORTION,73,32,30
TEMPLE CITY,7050013A,2636,76,N,916,TOTAL,167,72,79
TEMPLE CITY,7050016A,2637,76,N,1019,POLLING PLACE,120,56,49
TEMPLE CITY,7050016A,2637,76,N,0,VBM PORTION,79,22,55
TEMPLE CITY,7050016A,2637,76,N,1019,TOTAL,199,78,104
TEMPLE CITY,7050027A,2638,76,N,1393,POLLING PLACE,94,45,40
TEMPLE CITY,7050027A,2638,76,N,0,VBM PORTION,153,57,78
TEMPLE CITY,7050027A,2638,76,N,1393,TOTAL,247,102,118
TEMPLE CITY,7050043A,2639,76,N,1278,POLLING PLACE,107,45,56
TEMPLE CITY,7050043A,2639,76,N,0,VBM PORTION,145,51,86
TEMPLE CITY,7050043A,2639,76,N,1278,TOTAL,252,96,142
TEMPLE CITY,7050062A,2640,76,N,1370,POLLING PLACE,120,57,57
TEMPLE CITY,7050062A,2640,76,N,0,VBM PORTION,126,54,67
TEMPLE CITY,7050062A,2640,76,N,1370,TOTAL,246,111,124
TEMPLE CITY,7050064A,2641,76,N,1262,POLLING PLACE,108,50,52
TEMPLE CITY,7050064A,2641,76,N,0,VBM PORTION,143,39,95
TEMPLE CITY,7050064A,2641,76,N,1262,TOTAL,251,89,147
TEMPLE CITY,7050068A,2642,76,N,1255,POLLING PLACE,102,34,61
TEMPLE CITY,7050068A,2642,76,N,0,VBM PORTION,86,27,49
TEMPLE CITY,7050068A,2642,76,N,1255,TOTAL,188,61,110
TEMPLE CITY,7050070A,2643,76,N,1327,POLLING PLACE,131,59,59
TEMPLE CITY,7050070A,2643,76,N,0,VBM PORTION,97,42,48
TEMPLE CITY,7050070A,2643,76,N,1327,TOTAL,228,101,107
TEMPLE CITY,7050072A,2644,76,N,1301,POLLING PLACE,103,45,50
TEMPLE CITY,7050072A,2644,76,N,0,VBM PORTION,118,45,56
TEMPLE CITY,7050072A,2644,76,N,1301,TOTAL,221,90,106
TEMPLE CITY,7050073A,2645,76,N,837,POLLING PLACE,67,38,24
TEMPLE CITY,7050073A,2645,76,N,0,VBM PORTION,65,17,38
TEMPLE CITY,7050073A,2645,76,N,837,TOTAL,132,55,62
TEMPLE CITY,7050077A,2646,76,N,1330,POLLING PLACE,131,58,67
TEMPLE CITY,7050077A,2646,76,N,0,VBM PORTION,113,39,66
TEMPLE CITY,7050077A,2646,76,N,1330,TOTAL,244,97,133
BALLOT GROUP 1,9990001A,8001,1,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 1,9990001A,8001,1,N,0,VBM PORTION,2,0,0
BALLOT GROUP 1,9990001A,8001,1,N,0,TOTAL,1,0,0
BALLOT GROUP 4,9990004A,8004,4,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 4,9990004A,8004,4,N,0,VBM PORTION,0,0,0
BALLOT GROUP 4,9990004A,8004,4,N,0,TOTAL,0,0,0
BALLOT GROUP 29,9990029A,8029,29,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 29,9990029A,8029,29,N,0,VBM PORTION,0,0,0
BALLOT GROUP 29,9990029A,8029,29,N,0,TOTAL,0,0,0
BALLOT GROUP 31,9990031A,8031,31,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 31,9990031A,8031,31,N,0,VBM PORTION,2,0,0
BALLOT GROUP 31,9990031A,8031,31,N,0,TOTAL,1,0,0
BALLOT GROUP 32,9990032A,8032,32,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 32,9990032A,8032,32,N,0,VBM PORTION,0,0,0
BALLOT GROUP 32,9990032A,8032,32,N,0,TOTAL,0,0,0
BALLOT GROUP 33,9990033A,8033,33,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 33,9990033A,8033,33,N,0,VBM PORTION,18,4,2
BALLOT GROUP 33,9990033A,8033,33,N,0,TOTAL,9,4,2
BALLOT GROUP 38,9990038A,8038,38,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 38,9990038A,8038,38,N,0,VBM PORTION,0,0,0
BALLOT GROUP 38,9990038A,8038,38,N,0,TOTAL,0,0,0
BALLOT GROUP 44,9990044A,8044,44,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 44,9990044A,8044,44,N,0,VBM PORTION,0,0,0
BALLOT GROUP 44,9990044A,8044,44,N,0,TOTAL,0,0,0
BALLOT GROUP 67,9990067A,8067,67,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 67,9990067A,8067,67,N,0,VBM PORTION,0,0,0
BALLOT GROUP 67,9990067A,8067,67,N,0,TOTAL,0,0,0
BALLOT GROUP 69,9990069A,8069,69,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 69,9990069A,8069,69,N,0,VBM PORTION,0,0,0
BALLOT GROUP 69,9990069A,8069,69,N,0,TOTAL,0,0,0
BALLOT GROUP 71,9990071A,8071,71,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 71,9990071A,8071,71,N,0,VBM PORTION,0,0,0
BALLOT GROUP 71,9990071A,8071,71,N,0,TOTAL,0,0,0
BALLOT GROUP 72,9990072A,8072,72,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 72,9990072A,8072,72,N,0,VBM PORTION,0,0,0
BALLOT GROUP 72,9990072A,8072,72,N,0,TOTAL,0,0,0
BALLOT GROUP 76,9990076A,8076,76,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 76,9990076A,8076,76,N,0,VBM PORTION,2,0,1
BALLOT GROUP 76,9990076A,8076,76,N,0,TOTAL,1,0,1
BALLOT GROUP 78,9990078A,8078,78,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 78,9990078A,8078,78,N,0,VBM PORTION,0,0,0
BALLOT GROUP 78,9990078A,8078,78,N,0,TOTAL,0,0,0
BALLOT GROUP 93,9990093A,8093,93,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 93,9990093A,8093,93,N,0,VBM PORTION,0,0,0
BALLOT GROUP 93,9990093A,8093,93,N,0,TOTAL,0,0,0
