LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,TOM GRIEGO,STEVEN P SCHREINER,ANDREW M STEIN
LONG BEACH,3850039A,1436,178,N,950,TOTAL,77,26,26,17
LONG BEACH,3850040A,1437,192,N,1221,POLLING PLACE,38,10,7,12
LONG BEACH,3850040A,1437,192,N,0,VBM PORTION,31,7,6,9
LONG BEACH,3850040A,1437,192,N,1221,TOTAL,69,17,13,21
LONG BEACH,3850041A,1438,171,N,815,POLLING PLACE,25,7,4,9
LONG BEACH,3850041A,1438,171,N,0,VBM PORTION,43,12,9,13
LONG BEACH,3850041A,1438,171,N,815,TOTAL,68,19,13,22
LONG BEACH,3850041C,6095,171,Y,0,POLLING PLACE,0,0,0,0
LONG BEACH,3850041C,6095,171,Y,0,VBM PORTION,0,0,0,0
LONG BEACH,3850041C,6095,171,Y,0,TOTAL,0,0,0,0
LONG BEACH,3850042A,1439,172,N,854,POLLING PLACE,51,12,8,18
LONG BEACH,3850042A,1439,172,N,0,VBM PORTION,91,23,18,26
LONG BEACH,3850042A,1439,172,N,854,TOTAL,142,35,26,44
LONG BEACH,3850044D,1440,192,N,1137,POLLING PLACE,259,53,39,83
LONG BEACH,3850044D,1440,192,N,0,VBM PORTION,176,38,29,54
LONG BEACH,3850044D,1440,192,N,1137,TOTAL,435,91,68,137
LONG BEACH,3850045A,6096,192,Y,0,POLLING PLACE,0,0,0,0
LONG BEACH,3850045A,6096,192,Y,0,VBM PORTION,0,0,0,0
LONG BEACH,3850045A,6096,192,Y,0,TOTAL,0,0,0,0
LONG BEACH,3850045B,1441,192,N,996,POLLING PLACE,122,30,34,32
LONG BEACH,3850045B,1441,192,N,0,VBM PORTION,82,21,18,19
LONG BEACH,3850045B,1441,192,N,996,TOTAL,204,51,52,51
LONG BEACH,3850045C,6097,192,Y,0,POLLING PLACE,0,0,0,0
LONG BEACH,3850045C,6097,192,Y,0,VBM PORTION,0,0,0,0
LONG BEACH,3850045C,6097,192,Y,0,TOTAL,0,0,0,0
LONG BEACH,3850045J,6098,192,Y,24,POLLING PLACE,0,0,0,0
LONG BEACH,3850045J,6098,192,Y,0,VBM PORTION,7,3,3,0
LONG BEACH,3850045J,6098,192,Y,24,TOTAL,7,3,3,0
LONG BEACH,3850046A,1442,192,N,1506,POLLING PLACE,72,22,8,18
LONG BEACH,3850046A,1442,192,N,0,VBM PORTION,70,17,16,23
LONG BEACH,3850046A,1442,192,N,1506,TOTAL,142,39,24,41
LONG BEACH,3850047A,1443,192,N,1361,POLLING PLACE,52,15,10,17
LONG BEACH,3850047A,1443,192,N,0,VBM PORTION,36,7,12,10
LONG BEACH,3850047A,1443,192,N,1361,TOTAL,88,22,22,27
LONG BEACH,3850048A,1444,189,N,769,POLLING PLACE,104,19,22,34
LONG BEACH,3850048A,1444,189,N,0,VBM PORTION,98,19,26,23
LONG BEACH,3850048A,1444,189,N,769,TOTAL,202,38,48,57
LONG BEACH,3850049A,1445,192,N,1146,POLLING PLACE,82,19,16,20
LONG BEACH,3850049A,1445,192,N,0,VBM PORTION,53,16,8,16
LONG BEACH,3850049A,1445,192,N,1146,TOTAL,135,35,24,36
LONG BEACH,3850052A,1446,189,N,837,POLLING PLACE,132,33,20,32
LONG BEACH,3850052A,1446,189,N,0,VBM PORTION,132,29,22,28
LONG BEACH,3850052A,1446,189,N,837,TOTAL,264,62,42,60
LONG BEACH,3850052C,6099,189,Y,22,POLLING PLACE,0,0,0,0
LONG BEACH,3850052C,6099,189,Y,0,VBM PORTION,6,0,6,0
LONG BEACH,3850052C,6099,189,Y,22,TOTAL,6,0,6,0
LONG BEACH,3850053A,1447,192,N,1105,POLLING PLACE,105,33,15,27
LONG BEACH,3850053A,1447,192,N,0,VBM PORTION,115,31,21,32
LONG BEACH,3850053A,1447,192,N,1105,TOTAL,220,64,36,59
LONG BEACH,3850055A,1448,192,N,981,POLLING PLACE,102,29,22,26
LONG BEACH,3850055A,1448,192,N,0,VBM PORTION,127,23,29,39
LONG BEACH,3850055A,1448,192,N,981,TOTAL,229,52,51,65
LONG BEACH,3850057C,1449,171,N,487,POLLING PLACE,75,12,13,32
LONG BEACH,3850057C,1449,171,N,0,VBM PORTION,54,20,7,14
LONG BEACH,3850057C,1449,171,N,487,TOTAL,129,32,20,46
LONG BEACH,3850058A,1450,171,N,841,POLLING PLACE,42,20,7,11
LONG BEACH,3850058A,1450,171,N,0,VBM PORTION,49,13,10,16
LONG BEACH,3850058A,1450,171,N,841,TOTAL,91,33,17,27
LONG BEACH,3850059A,1451,172,N,1336,POLLING PLACE,68,20,9,20
LONG BEACH,3850059A,1451,172,N,0,VBM PORTION,87,32,22,22
LONG BEACH,3850059A,1451,172,N,1336,TOTAL,155,52,31,42
LONG BEACH,3850060A,1452,178,N,1621,POLLING PLACE,66,16,20,15
LONG BEACH,3850060A,1452,178,N,0,VBM PORTION,67,18,20,15
LONG BEACH,3850060A,1452,178,N,1621,TOTAL,133,34,40,30
LONG BEACH,3850065A,1453,192,N,984,POLLING PLACE,146,38,31,33
LONG BEACH,3850065A,1453,192,N,0,VBM PORTION,153,36,41,34
LONG BEACH,3850065A,1453,192,N,984,TOTAL,299,74,72,67
LONG BEACH,3850067B,1454,192,N,695,POLLING PLACE,113,27,25,27
LONG BEACH,3850067B,1454,192,N,0,VBM PORTION,130,36,29,27
LONG BEACH,3850067B,1454,192,N,695,TOTAL,243,63,54,54
LONG BEACH,3850069A,1455,171,N,1376,POLLING PLACE,102,29,20,24
LONG BEACH,3850069A,1455,171,N,0,VBM PORTION,94,22,24,22
LONG BEACH,3850069A,1455,171,N,1376,TOTAL,196,51,44,46
LONG BEACH,3850070A,1456,192,N,978,POLLING PLACE,147,24,27,47
LONG BEACH,3850070A,1456,192,N,0,VBM PORTION,133,26,28,34
LONG BEACH,3850070A,1456,192,N,978,TOTAL,280,50,55,81
LONG BEACH,3850071A,1457,192,N,923,POLLING PLACE,150,35,34,39
LONG BEACH,3850071A,1457,192,N,0,VBM PORTION,101,32,16,31
LONG BEACH,3850071A,1457,192,N,923,TOTAL,251,67,50,70
LONG BEACH,3850072A,1458,192,N,1061,POLLING PLACE,101,26,23,23
LONG BEACH,3850072A,1458,192,N,0,VBM PORTION,82,21,14,15
LONG BEACH,3850072A,1458,192,N,1061,TOTAL,183,47,37,38
LONG BEACH,3850075A,1459,192,N,929,POLLING PLACE,154,46,26,42
LONG BEACH,3850075A,1459,192,N,0,VBM PORTION,112,23,21,37
LONG BEACH,3850075A,1459,192,N,929,TOTAL,266,69,47,79
LONG BEACH,3850076A,1460,192,N,927,POLLING PLACE,94,23,18,26
LONG BEACH,3850076A,1460,192,N,0,VBM PORTION,114,29,30,32
LONG BEACH,3850076A,1460,192,N,927,TOTAL,208,52,48,58
LONG BEACH,3850081A,1461,192,N,1507,POLLING PLACE,233,51,38,73
LONG BEACH,3850081A,1461,192,N,0,VBM PORTION,291,64,58,70
LONG BEACH,3850081A,1461,192,N,1507,TOTAL,524,115,96,143
LONG BEACH,3850082A,1462,192,N,753,POLLING PLACE,142,28,37,43
LONG BEACH,3850082A,1462,192,N,0,VBM PORTION,96,23,22,29
LONG BEACH,3850082A,1462,192,N,753,TOTAL,238,51,59,72
LONG BEACH,3850082B,6100,192,Y,35,POLLING PLACE,0,0,0,0
LONG BEACH,3850082B,6100,192,Y,0,VBM PORTION,5,2,0,1
LONG BEACH,3850082B,6100,192,Y,35,TOTAL,5,2,0,1
LONG BEACH,3850084A,1463,192,N,869,POLLING PLACE,155,30,32,49
LONG BEACH,3850084A,1463,192,N,0,VBM PORTION,145,33,36,39
LONG BEACH,3850084A,1463,192,N,869,TOTAL,300,63,68,88
LONG BEACH,3850085A,1464,192,N,1072,POLLING PLACE,165,38,32,42
LONG BEACH,3850085A,1464,192,N,0,VBM PORTION,168,35,29,56
LONG BEACH,3850085A,1464,192,N,1072,TOTAL,333,73,61,98
LONG BEACH,3850088A,1465,192,N,598,POLLING PLACE,62,10,11,20
LONG BEACH,3850088A,1465,192,N,0,VBM PORTION,67,31,11,7
LONG BEACH,3850088A,1465,192,N,598,TOTAL,129,41,22,27
LONG BEACH,3850091A,1466,192,N,1114,POLLING PLACE,39,13,9,9
LONG BEACH,3850091A,1466,192,N,0,VBM PORTION,43,12,13,10
LONG BEACH,3850091A,1466,192,N,1114,TOTAL,82,25,22,19
LONG BEACH,3850091C,6101,192,Y,82,POLLING PLACE,0,0,0,0
LONG BEACH,3850091C,6101,192,Y,0,VBM PORTION,7,1,3,3
LONG BEACH,3850091C,6101,192,Y,82,TOTAL,7,1,3,3
LONG BEACH,3850092A,1467,192,N,1017,POLLING PLACE,107,32,17,36
LONG BEACH,3850092A,1467,192,N,0,VBM PORTION,85,23,20,24
LONG BEACH,3850092A,1467,192,N,1017,TOTAL,192,55,37,60
LONG BEACH,3850093A,1468,192,N,710,POLLING PLACE,67,13,10,21
LONG BEACH,3850093A,1468,192,N,0,VBM PORTION,80,15,22,24
LONG BEACH,3850093A,1468,192,N,710,TOTAL,147,28,32,45
LONG BEACH,3850097A,1469,192,N,1308,POLLING PLACE,135,27,17,28
LONG BEACH,3850097A,1469,192,N,0,VBM PORTION,98,30,22,22
LONG BEACH,3850097A,1469,192,N,1308,TOTAL,233,57,39,50
LONG BEACH,3850099A,1470,192,N,1110,POLLING PLACE,116,29,20,34
LONG BEACH,3850099A,1470,192,N,0,VBM PORTION,68,19,19,11
LONG BEACH,3850099A,1470,192,N,1110,TOTAL,184,48,39,45
LONG BEACH,3850100A,1471,192,N,845,POLLING PLACE,75,17,17,25
LONG BEACH,3850100A,1471,192,N,0,VBM PORTION,57,18,8,14
LONG BEACH,3850100A,1471,192,N,845,TOTAL,132,35,25,39
LONG BEACH,3850101A,1472,192,N,1008,POLLING PLACE,92,21,16,31
LONG BEACH,3850101A,1472,192,N,0,VBM PORTION,82,19,20,26
LONG BEACH,3850101A,1472,192,N,1008,TOTAL,174,40,36,57
LONG BEACH,3850102A,1473,178,N,1225,POLLING PLACE,71,20,19,13
LONG BEACH,3850102A,1473,178,N,0,VBM PORTION,57,15,13,20
LONG BEACH,3850102A,1473,178,N,1225,TOTAL,128,35,32,33
LONG BEACH,3850103A,1474,192,N,1015,POLLING PLACE,75,31,14,12
LONG BEACH,3850103A,1474,192,N,0,VBM PORTION,87,27,25,16
LONG BEACH,3850103A,1474,192,N,1015,TOTAL,162,58,39,28
LONG BEACH,3850108A,1475,192,N,818,POLLING PLACE,32,7,9,8
LONG BEACH,3850108A,1475,192,N,0,VBM PORTION,115,39,32,19
LONG BEACH,3850108A,1475,192,N,818,TOTAL,147,46,41,27
LONG BEACH,3850110A,1476,192,N,1607,POLLING PLACE,164,46,29,55
LONG BEACH,3850110A,1476,192,N,0,VBM PORTION,193,64,34,39
LONG BEACH,3850110A,1476,192,N,1607,TOTAL,357,110,63,94
LONG BEACH,3850113B,1477,192,N,1077,POLLING PLACE,53,11,8,15
LONG BEACH,3850113B,1477,192,N,0,VBM PORTION,56,24,9,10
LONG BEACH,3850113B,1477,192,N,1077,TOTAL,109,35,17,25
LONG BEACH,3850113D,6102,192,Y,31,POLLING PLACE,0,0,0,0
LONG BEACH,3850113D,6102,192,Y,0,VBM PORTION,0,0,0,0
LONG BEACH,3850113D,6102,192,Y,31,TOTAL,0,0,0,0
LONG BEACH,3850117A,1478,192,N,1305,POLLING PLACE,65,20,10,20
LONG BEACH,3850117A,1478,192,N,0,VBM PORTION,73,22,12,25
LONG BEACH,3850117A,1478,192,N,1305,TOTAL,138,42,22,45
LONG BEACH,3850120A,1479,192,N,946,POLLING PLACE,118,32,12,33
LONG BEACH,3850120A,1479,192,N,0,VBM PORTION,107,25,21,31
LONG BEACH,3850120A,1479,192,N,946,TOTAL,225,57,33,64
LONG BEACH,3850122A,1480,192,N,903,POLLING PLACE,58,17,11,12
LONG BEACH,3850122A,1480,192,N,0,VBM PORTION,52,18,9,14
LONG BEACH,3850122A,1480,192,N,903,TOTAL,110,35,20,26
LONG BEACH,3850123A,1481,192,N,938,POLLING PLACE,63,17,11,22
LONG BEACH,3850123A,1481,192,N,0,VBM PORTION,43,16,13,9
LONG BEACH,3850123A,1481,192,N,938,TOTAL,106,33,24,31
LONG BEACH,3850126A,1482,192,N,624,POLLING PLACE,92,16,17,31
LONG BEACH,3850126A,1482,192,N,0,VBM PORTION,45,12,10,14
LONG BEACH,3850126A,1482,192,N,624,TOTAL,137,28,27,45
LONG BEACH,3850128A,1483,192,N,613,POLLING PLACE,27,5,6,11
LONG BEACH,3850128A,1483,192,N,0,VBM PORTION,34,7,7,13
LONG BEACH,3850128A,1483,192,N,613,TOTAL,61,12,13,24
LONG BEACH,3850133A,1484,192,N,1199,POLLING PLACE,64,21,18,16
LONG BEACH,3850133A,1484,192,N,0,VBM PORTION,66,17,18,19
LONG BEACH,3850133A,1484,192,N,1199,TOTAL,130,38,36,35
LONG BEACH,3850134A,1485,192,N,1305,POLLING PLACE,53,17,11,15
LONG BEACH,3850134A,1485,192,N,0,VBM PORTION,31,9,11,7
LONG BEACH,3850134A,1485,192,N,1305,TOTAL,84,26,22,22
LONG BEACH,3850135A,1486,192,N,1372,POLLING PLACE,146,25,19,48
LONG BEACH,3850135A,1486,192,N,0,VBM PORTION,132,24,19,39
LONG BEACH,3850135A,1486,192,N,1372,TOTAL,278,49,38,87
LONG BEACH,3850137A,1487,192,N,1253,POLLING PLACE,81,15,14,23
LONG BEACH,3850137A,1487,192,N,0,VBM PORTION,55,10,20,15
LONG BEACH,3850137A,1487,192,N,1253,TOTAL,136,25,34,38
LONG BEACH,3850138A,1488,192,N,1032,POLLING PLACE,45,9,7,18
LONG BEACH,3850138A,1488,192,N,0,VBM PORTION,41,12,10,11
LONG BEACH,3850138A,1488,192,N,1032,TOTAL,86,21,17,29
LONG BEACH,3850144A,1489,192,N,933,POLLING PLACE,31,10,2,13
LONG BEACH,3850144A,1489,192,N,0,VBM PORTION,35,8,8,13
LONG BEACH,3850144A,1489,192,N,933,TOTAL,66,18,10,26
LONG BEACH,3850145A,1490,192,N,970,POLLING PLACE,40,6,8,17
LONG BEACH,3850145A,1490,192,N,0,VBM PORTION,37,17,5,6
LONG BEACH,3850145A,1490,192,N,970,TOTAL,77,23,13,23
LONG BEACH,3850146A,1491,192,N,1146,POLLING PLACE,49,5,9,17
LONG BEACH,3850146A,1491,192,N,0,VBM PORTION,53,23,6,9
LONG BEACH,3850146A,1491,192,N,1146,TOTAL,102,28,15,26
LONG BEACH,3850147A,1492,192,N,914,POLLING PLACE,118,27,16,30
LONG BEACH,3850147A,1492,192,N,0,VBM PORTION,85,30,20,12
LONG BEACH,3850147A,1492,192,N,914,TOTAL,203,57,36,42
LONG BEACH,3850149A,1493,192,N,1126,POLLING PLACE,93,25,17,27
LONG BEACH,3850149A,1493,192,N,0,VBM PORTION,76,27,14,24
LONG BEACH,3850149A,1493,192,N,1126,TOTAL,169,52,31,51
LONG BEACH,3850151A,1494,192,N,737,POLLING PLACE,48,8,12,18
LONG BEACH,3850151A,1494,192,N,0,VBM PORTION,22,4,5,10
LONG BEACH,3850151A,1494,192,N,737,TOTAL,70,12,17,28
LONG BEACH,3850151C,1495,192,N,517,POLLING PLACE,44,8,2,13
LONG BEACH,3850151C,1495,192,N,0,VBM PORTION,27,10,2,10
LONG BEACH,3850151C,1495,192,N,517,TOTAL,71,18,4,23
LONG BEACH,3850152A,1496,192,N,886,POLLING PLACE,106,23,13,43
LONG BEACH,3850152A,1496,192,N,0,VBM PORTION,63,13,14,17
LONG BEACH,3850152A,1496,192,N,886,TOTAL,169,36,27,60
LONG BEACH,3850153A,1497,189,N,1101,POLLING PLACE,216,43,45,61
LONG BEACH,3850153A,1497,189,N,0,VBM PORTION,169,48,32,33
LONG BEACH,3850153A,1497,189,N,1101,TOTAL,385,91,77,94
LONG BEACH,3850154A,1498,192,N,544,POLLING PLACE,51,7,7,16
LONG BEACH,3850154A,1498,192,N,0,VBM PORTION,27,7,3,10
LONG BEACH,3850154A,1498,192,N,544,TOTAL,78,14,10,26
LONG BEACH,3850154B,1499,192,N,547,POLLING PLACE,24,5,5,6
LONG BEACH,3850154B,1499,192,N,0,VBM PORTION,14,4,2,7
LONG BEACH,3850154B,1499,192,N,547,TOTAL,38,9,7,13
LONG BEACH,3850156A,1500,192,N,440,POLLING PLACE,22,6,5,5
LONG BEACH,3850156A,1500,192,N,0,VBM PORTION,15,0,7,6
LONG BEACH,3850156A,1500,192,N,440,TOTAL,37,6,12,11
LONG BEACH,3850157A,1501,192,N,1215,POLLING PLACE,93,19,16,24
LONG BEACH,3850157A,1501,192,N,0,VBM PORTION,79,27,8,19
LONG BEACH,3850157A,1501,192,N,1215,TOTAL,172,46,24,43
LONG BEACH,3850158A,1502,192,N,1071,POLLING PLACE,74,19,17,20
LONG BEACH,3850158A,1502,192,N,0,VBM PORTION,53,15,18,14
LONG BEACH,3850158A,1502,192,N,1071,TOTAL,127,34,35,34
LONG BEACH,3850159A,1503,192,N,853,POLLING PLACE,24,6,9,8
LONG BEACH,3850159A,1503,192,N,0,VBM PORTION,41,8,14,11
LONG BEACH,3850159A,1503,192,N,853,TOTAL,65,14,23,19
LONG BEACH,3850163A,1504,192,N,1011,POLLING PLACE,89,20,22,19
LONG BEACH,3850163A,1504,192,N,0,VBM PORTION,95,31,24,15
LONG BEACH,3850163A,1504,192,N,1011,TOTAL,184,51,46,34
LONG BEACH,3850164A,1505,192,N,1058,POLLING PLACE,48,13,11,11
LONG BEACH,3850164A,1505,192,N,0,VBM PORTION,49,12,8,18
LONG BEACH,3850164A,1505,192,N,1058,TOTAL,97,25,19,29
LONG BEACH,3850166B,1506,192,N,1101,POLLING PLACE,73,17,17,19
LONG BEACH,3850166B,1506,192,N,0,VBM PORTION,50,16,12,14
LONG BEACH,3850166B,1506,192,N,1101,TOTAL,123,33,29,33
LONG BEACH,3850170A,1507,192,N,1322,POLLING PLACE,100,23,22,31
LONG BEACH,3850170A,1507,192,N,0,VBM PORTION,44,16,17,7
LONG BEACH,3850170A,1507,192,N,1322,TOTAL,144,39,39,38
LONG BEACH,3850171A,1508,192,N,973,POLLING PLACE,40,7,7,17
LONG BEACH,3850171A,1508,192,N,0,VBM PORTION,47,13,8,15
LONG BEACH,3850171A,1508,192,N,973,TOTAL,87,20,15,32
LONG BEACH,3850175A,1509,192,N,894,POLLING PLACE,59,14,16,14
LONG BEACH,3850175A,1509,192,N,0,VBM PORTION,66,20,17,15
LONG BEACH,3850175A,1509,192,N,894,TOTAL,125,34,33,29
LONG BEACH,3850178A,1510,192,N,899,POLLING PLACE,76,16,17,21
LONG BEACH,3850178A,1510,192,N,0,VBM PORTION,70,16,20,11
LONG BEACH,3850178A,1510,192,N,899,TOTAL,146,32,37,32
LONG BEACH,3850179A,1511,192,N,1074,POLLING PLACE,90,30,7,20
LONG BEACH,3850179A,1511,192,N,0,VBM PORTION,164,40,36,31
LONG BEACH,3850179A,1511,192,N,1074,TOTAL,254,70,43,51
LONG BEACH,3850184A,1512,192,N,789,POLLING PLACE,90,12,22,30
LONG BEACH,3850184A,1512,192,N,0,VBM PORTION,100,23,16,29
LONG BEACH,3850184A,1512,192,N,789,TOTAL,190,35,38,59
LONG BEACH,3850190A,1513,192,N,784,POLLING PLACE,79,22,18,23
LONG BEACH,3850190A,1513,192,N,0,VBM PORTION,50,17,13,11
LONG BEACH,3850190A,1513,192,N,784,TOTAL,129,39,31,34
LONG BEACH,3850198A,1514,192,N,896,POLLING PLACE,111,19,22,29
LONG BEACH,3850198A,1514,192,N,0,VBM PORTION,119,25,27,36
LONG BEACH,3850198A,1514,192,N,896,TOTAL,230,44,49,65
LONG BEACH,3850201A,1515,192,N,985,POLLING PLACE,92,21,11,28
LONG BEACH,3850201A,1515,192,N,0,VBM PORTION,130,24,32,30
LONG BEACH,3850201A,1515,192,N,985,TOTAL,222,45,43,58
LONG BEACH,3850201C,6103,192,Y,0,POLLING PLACE,0,0,0,0
LONG BEACH,3850201C,6103,192,Y,0,VBM PORTION,0,0,0,0
LONG BEACH,3850201C,6103,192,Y,0,TOTAL,0,0,0,0
LONG BEACH,3850202A,1516,192,N,1010,POLLING PLACE,76,19,12,28
LONG BEACH,3850202A,1516,192,N,0,VBM PORTION,84,31,18,20
LONG BEACH,3850202A,1516,192,N,1010,TOTAL,160,50,30,48
LONG BEACH,3850204A,1517,192,N,1431,POLLING PLACE,120,34,17,34
LONG BEACH,3850204A,1517,192,N,0,VBM PORTION,150,37,30,46
LONG BEACH,3850204A,1517,192,N,1431,TOTAL,270,71,47,80
LONG BEACH,3850209B,1518,192,N,981,POLLING PLACE,145,24,37,55
LONG BEACH,3850209B,1518,192,N,0,VBM PORTION,139,24,26,39
LONG BEACH,3850209B,1518,192,N,981,TOTAL,284,48,63,94
LONG BEACH,3850210A,1519,192,N,768,POLLING PLACE,137,28,27,47
LONG BEACH,3850210A,1519,192,N,0,VBM PORTION,132,36,21,34
LONG BEACH,3850210A,1519,192,N,768,TOTAL,269,64,48,81
LONG BEACH,3850211A,1520,192,N,791,POLLING PLACE,94,22,22,29
LONG BEACH,3850211A,1520,192,N,0,VBM PORTION,76,12,11,24
LONG BEACH,3850211A,1520,192,N,791,TOTAL,170,34,33,53
LONG BEACH,3850212A,1521,192,N,875,POLLING PLACE,105,21,21,29
LONG BEACH,3850212A,1521,192,N,0,VBM PORTION,89,22,20,11
LONG BEACH,3850212A,1521,192,N,875,TOTAL,194,43,41,40
LONG BEACH,3850213A,1522,192,N,879,POLLING PLACE,150,22,30,45
LONG BEACH,3850213A,1522,192,N,0,VBM PORTION,171,39,15,55
LONG BEACH,3850213A,1522,192,N,879,TOTAL,321,61,45,100
LONG BEACH,3850215A,1523,189,N,1539,POLLING PLACE,239,44,45,88
LONG BEACH,3850215A,1523,189,N,0,VBM PORTION,422,88,87,116
LONG BEACH,3850215A,1523,189,N,1539,TOTAL,661,132,132,204
LONG BEACH,3850216A,1524,192,N,1282,POLLING PLACE,253,47,63,85
LONG BEACH,3850216A,1524,192,N,0,VBM PORTION,216,62,44,53
LONG BEACH,3850216A,1524,192,N,1282,TOTAL,469,109,107,138
LONG BEACH,3850222B,1525,192,N,895,POLLING PLACE,105,17,21,45
LONG BEACH,3850222B,1525,192,N,0,VBM PORTION,131,35,22,36
LONG BEACH,3850222B,1525,192,N,895,TOTAL,236,52,43,81
LONG BEACH,3850223A,1526,192,N,1014,POLLING PLACE,236,52,41,77
LONG BEACH,3850223A,1526,192,N,0,VBM PORTION,152,32,21,46
LONG BEACH,3850223A,1526,192,N,1014,TOTAL,388,84,62,123
LONG BEACH,3850226B,6104,171,Y,8,POLLING PLACE,0,0,0,0
LONG BEACH,3850226B,6104,171,Y,0,VBM PORTION,0,0,0,0
LONG BEACH,3850226B,6104,171,Y,8,TOTAL,0,0,0,0
LONG BEACH,3850227A,1527,192,N,1203,POLLING PLACE,137,32,24,27
LONG BEACH,3850227A,1527,192,N,0,VBM PORTION,92,22,21,26
LONG BEACH,3850227A,1527,192,N,1203,TOTAL,229,54,45,53
LONG BEACH,3850229A,1528,192,N,733,POLLING PLACE,68,9,14,26
LONG BEACH,3850229A,1528,192,N,0,VBM PORTION,74,21,9,20
LONG BEACH,3850229A,1528,192,N,733,TOTAL,142,30,23,46
LONG BEACH,3850233A,6105,178,Y,0,POLLING PLACE,0,0,0,0
LONG BEACH,3850233A,6105,178,Y,0,VBM PORTION,0,0,0,0
LONG BEACH,3850233A,6105,178,Y,0,TOTAL,0,0,0,0
LONG BEACH,3850236A,1529,192,N,1041,POLLING PLACE,40,9,7,13
LONG BEACH,3850236A,1529,192,N,0,VBM PORTION,38,6,13,7
LONG BEACH,3850236A,1529,192,N,1041,TOTAL,78,15,20,20
LONG BEACH,3850237B,1530,192,N,672,POLLING PLACE,69,21,11,19
LONG BEACH,3850237B,1530,192,N,0,VBM PORTION,50,24,5,11
LONG BEACH,3850237B,1530,192,N,672,TOTAL,119,45,16,30
LONG BEACH,3850238A,1531,192,N,946,POLLING PLACE,57,14,8,19
LONG BEACH,3850238A,1531,192,N,0,VBM PORTION,63,17,13,25
LONG BEACH,3850238A,1531,192,N,946,TOTAL,120,31,21,44
LONG BEACH,3850239A,1532,192,N,1016,POLLING PLACE,59,14,9,20
LONG BEACH,3850239A,1532,192,N,0,VBM PORTION,86,16,19,30
LONG BEACH,3850239A,1532,192,N,1016,TOTAL,145,30,28,50
LONG BEACH,3850244A,1533,192,N,1712,POLLING PLACE,94,22,16,26
LONG BEACH,3850244A,1533,192,N,0,VBM PORTION,164,43,36,50
LONG BEACH,3850244A,1533,192,N,1712,TOTAL,258,65,52,76
LONG BEACH,3850248A,1534,192,N,793,POLLING PLACE,108,23,18,36
LONG BEACH,3850248A,1534,192,N,0,VBM PORTION,86,13,11,27
LONG BEACH,3850248A,1534,192,N,793,TOTAL,194,36,29,63
LONG BEACH,3850249A,1535,192,N,1017,POLLING PLACE,89,20,9,30
LONG BEACH,3850249A,1535,192,N,0,VBM PORTION,48,14,7,12
LONG BEACH,3850249A,1535,192,N,1017,TOTAL,137,34,16,42
LONG BEACH,3850251A,1536,192,N,886,POLLING PLACE,127,31,14,47
LONG BEACH,3850251A,1536,192,N,0,VBM PORTION,87,20,19,30
LONG BEACH,3850251A,1536,192,N,886,TOTAL,214,51,33,77
LONG BEACH,3850254A,1537,189,N,1405,POLLING PLACE,322,58,64,85
LONG BEACH,3850254A,1537,189,N,0,VBM PORTION,339,65,81,104
LONG BEACH,3850254A,1537,189,N,1405,TOTAL,661,123,145,189
LONG BEACH,3850255A,1538,189,N,1416,POLLING PLACE,252,58,60,67
LONG BEACH,3850255A,1538,189,N,0,VBM PORTION,331,87,72,79
LONG BEACH,3850255A,1538,189,N,1416,TOTAL,583,145,132,146
LONG BEACH,3850256A,1539,189,N,829,POLLING PLACE,135,31,19,35
LONG BEACH,3850256A,1539,189,N,0,VBM PORTION,147,27,38,40
LONG BEACH,3850256A,1539,189,N,829,TOTAL,282,58,57,75
LONG BEACH,3850259A,1540,189,N,1261,POLLING PLACE,225,50,45,59
LONG BEACH,3850259A,1540,189,N,0,VBM PORTION,282,58,45,66
LONG BEACH,3850259A,1540,189,N,1261,TOTAL,507,108,90,125
LONG BEACH,3850262A,1541,189,N,1434,POLLING PLACE,273,50,35,102
LONG BEACH,3850262A,1541,189,N,0,VBM PORTION,255,43,45,82
LONG BEACH,3850262A,1541,189,N,1434,TOTAL,528,93,80,184
LONG BEACH,3850264A,1542,189,N,815,POLLING PLACE,96,20,19,25
LONG BEACH,3850264A,1542,189,N,0,VBM PORTION,68,11,11,15
LONG BEACH,3850264A,1542,189,N,815,TOTAL,164,31,30,40
LONG BEACH,3850266A,6106,192,Y,117,POLLING PLACE,0,0,0,0
LONG BEACH,3850266A,6106,192,Y,0,VBM PORTION,18,1,5,7
LONG BEACH,3850266A,6106,192,Y,117,TOTAL,18,1,5,7
LONG BEACH,3850270A,1543,189,N,855,POLLING PLACE,80,13,9,33
LONG BEACH,3850270A,1543,189,N,0,VBM PORTION,103,12,29,25
LONG BEACH,3850270A,1543,189,N,855,TOTAL,183,25,38,58
LONG BEACH,3850271A,1544,189,N,1127,POLLING PLACE,177,45,30,51
LONG BEACH,3850271A,1544,189,N,0,VBM PORTION,151,29,34,38
LONG BEACH,3850271A,1544,189,N,1127,TOTAL,328,74,64,89
LONG BEACH,3850272A,1545,189,N,1053,POLLING PLACE,170,46,32,42
LONG BEACH,3850272A,1545,189,N,0,VBM PORTION,127,23,33,31
LONG BEACH,3850272A,1545,189,N,1053,TOTAL,297,69,65,73
LONG BEACH,3850275A,1546,189,N,1163,POLLING PLACE,196,36,30,56
