LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,LUIS J RODRIGUEZ,ALMA MARIE WINSTON,EDMUND G BROWN,JANEL H BUYCKS,ANDREW BLOUNT,RAKESH K CHRISTIAN,GLENN CHAMP,NEEL KASHKARI,TIM DONNELLY,"""BO"" B AMBROZEWICZ",AKINYEMI AGBEDE,RICHARD W AGUIRRE,ROBERT NEWMAN,CINDY L SHEEHAN,JOE LEICHT
HACIENDA HEIGHTS,2630192A,1032,133,N,985,TOTAL,161,1,0,75,0,5,0,3,48,18,1,1,6,0,0,0
HACIENDA HEIGHTS,2630193C,1033,133,N,1227,POLLING PLACE,106,3,1,57,0,3,0,2,22,5,0,3,3,2,1,0
HACIENDA HEIGHTS,2630193C,1033,133,N,0,VBM PORTION,70,3,0,32,0,2,0,1,8,14,0,2,2,1,1,0
HACIENDA HEIGHTS,2630193C,1033,133,N,1227,TOTAL,176,6,1,89,0,5,0,3,30,19,0,5,5,3,2,0
HACIENDA HEIGHTS,2630195A,1034,133,N,1044,POLLING PLACE,107,2,1,61,0,1,0,2,25,12,0,1,0,0,0,0
HACIENDA HEIGHTS,2630195A,1034,133,N,0,VBM PORTION,85,3,1,42,0,1,0,2,23,10,0,0,0,0,0,0
HACIENDA HEIGHTS,2630195A,1034,133,N,1044,TOTAL,192,5,2,103,0,2,0,4,48,22,0,1,0,0,0,0
HACIENDA HEIGHTS,2630199A,1035,133,N,1204,POLLING PLACE,139,1,1,64,1,3,0,2,47,8,0,0,4,0,0,0
HACIENDA HEIGHTS,2630199A,1035,133,N,0,VBM PORTION,153,1,0,60,0,3,0,4,47,24,0,0,1,3,1,0
HACIENDA HEIGHTS,2630199A,1035,133,N,1204,TOTAL,292,2,1,124,1,6,0,6,94,32,0,0,5,3,1,0
HACIENDA HEIGHTS,2630202A,1036,133,N,1172,POLLING PLACE,99,2,2,39,1,0,1,0,32,16,1,0,1,0,1,0
HACIENDA HEIGHTS,2630202A,1036,133,N,0,VBM PORTION,98,0,0,48,2,3,0,0,22,9,0,0,4,0,0,0
HACIENDA HEIGHTS,2630202A,1036,133,N,1172,TOTAL,197,2,2,87,3,3,1,0,54,25,1,0,5,0,1,0
HACIENDA HEIGHTS,2630205A,1037,133,N,1272,POLLING PLACE,96,1,2,39,0,1,0,0,25,20,0,0,3,1,0,0
HACIENDA HEIGHTS,2630205A,1037,133,N,0,VBM PORTION,169,2,3,58,0,6,0,2,33,46,0,1,5,0,3,0
HACIENDA HEIGHTS,2630205A,1037,133,N,1272,TOTAL,265,3,5,97,0,7,0,2,58,66,0,1,8,1,3,0
HACIENDA HEIGHTS,2630206A,1038,133,N,1033,POLLING PLACE,52,2,0,32,0,0,0,0,10,4,1,0,0,1,1,0
HACIENDA HEIGHTS,2630206A,1038,133,N,0,VBM PORTION,68,3,1,39,2,3,0,2,11,1,0,0,0,0,2,0
HACIENDA HEIGHTS,2630206A,1038,133,N,1033,TOTAL,120,5,1,71,2,3,0,2,21,5,1,0,0,1,3,0
HAWAIIAN GARDENS,2650001A,1039,166,N,1190,POLLING PLACE,72,0,0,47,0,2,0,1,8,8,0,1,0,1,0,0
HAWAIIAN GARDENS,2650001A,1039,166,N,0,VBM PORTION,114,4,0,64,1,14,0,0,5,16,0,0,0,3,2,0
HAWAIIAN GARDENS,2650001A,1039,166,N,1190,TOTAL,186,4,0,111,1,16,0,1,13,24,0,1,0,4,2,0
HAWAIIAN GARDENS,2650002C,1040,166,N,899,POLLING PLACE,59,2,1,26,1,1,2,3,12,6,0,2,0,3,0,0
HAWAIIAN GARDENS,2650002C,1040,166,N,0,VBM PORTION,92,2,0,43,0,5,0,0,11,15,0,0,1,2,4,0
HAWAIIAN GARDENS,2650002C,1040,166,N,899,TOTAL,151,4,1,69,1,6,2,3,23,21,0,2,1,5,4,0
HAWAIIAN GARDENS,2650004A,1041,166,N,707,POLLING PLACE,31,3,0,13,0,1,0,3,7,0,0,1,0,0,0,0
HAWAIIAN GARDENS,2650004A,1041,166,N,0,VBM PORTION,19,0,0,6,0,0,0,1,4,6,0,0,0,0,0,1
HAWAIIAN GARDENS,2650004A,1041,166,N,707,TOTAL,50,3,0,19,0,1,0,4,11,6,0,1,0,0,0,1
HAWAIIAN GARDENS,2650005A,1042,166,N,1080,POLLING PLACE,70,0,0,45,0,1,0,1,3,10,0,1,0,2,0,0
HAWAIIAN GARDENS,2650005A,1042,166,N,0,VBM PORTION,52,1,0,29,0,1,1,0,0,8,2,2,0,0,2,0
HAWAIIAN GARDENS,2650005A,1042,166,N,1080,TOTAL,122,1,0,74,0,2,1,1,3,18,2,3,0,2,2,0
HAWAIIAN GARDENS,2650006A,1043,166,N,825,POLLING PLACE,60,5,1,36,0,2,0,0,6,2,1,2,0,2,2,0
HAWAIIAN GARDENS,2650006A,1043,166,N,0,VBM PORTION,34,0,0,24,0,2,0,0,4,2,0,1,0,0,0,0
HAWAIIAN GARDENS,2650006A,1043,166,N,825,TOTAL,94,5,1,60,0,4,0,0,10,4,1,3,0,2,2,0
HAWAIIAN GARDENS,2650006B,6059,166,Y,0,POLLING PLACE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAWAIIAN GARDENS,2650006B,6059,166,Y,0,VBM PORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAWAIIAN GARDENS,2650006B,6059,166,Y,0,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAWTHORNE,2700001A,1044,162,N,1015,POLLING PLACE,63,2,0,47,2,1,0,4,1,0,0,2,0,0,0,0
HAWTHORNE,2700001A,1044,162,N,0,VBM PORTION,29,0,1,21,0,0,0,0,0,3,0,2,0,0,0,0
HAWTHORNE,2700001A,1044,162,N,1015,TOTAL,92,2,1,68,2,1,0,4,1,3,0,4,0,0,0,0
HAWTHORNE,2700001C,6060,162,Y,47,POLLING PLACE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAWTHORNE,2700001C,6060,162,Y,0,VBM PORTION,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAWTHORNE,2700001C,6060,162,Y,47,TOTAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAWTHORNE,2700003A,1045,162,N,1109,POLLING PLACE,71,3,2,48,2,1,1,0,7,1,0,0,1,0,0,1
HAWTHORNE,2700003A,1045,162,N,0,VBM PORTION,47,0,2,27,0,0,0,0,5,4,0,2,1,0,5,0
HAWTHORNE,2700003A,1045,162,N,1109,TOTAL,118,3,4,75,2,1,1,0,12,5,0,2,2,0,5,1
HAWTHORNE,2700004A,1046,162,N,1137,POLLING PLACE,63,5,1,44,0,0,0,0,4,2,0,3,0,0,2,0
HAWTHORNE,2700004A,1046,162,N,0,VBM PORTION,63,3,1,43,0,3,0,0,2,2,0,1,0,2,0,1
HAWTHORNE,2700004A,1046,162,N,1137,TOTAL,126,8,2,87,0,3,0,0,6,4,0,4,0,2,2,1
HAWTHORNE,2700007A,1047,162,N,749,POLLING PLACE,69,1,0,33,0,0,0,0,18,12,0,1,0,2,1,0
HAWTHORNE,2700007A,1047,162,N,0,VBM PORTION,79,1,2,35,1,0,0,8,22,10,0,0,0,0,0,0
HAWTHORNE,2700007A,1047,162,N,749,TOTAL,148,2,2,68,1,0,0,8,40,22,0,1,0,2,1,0
HAWTHORNE,2700009A,1048,162,N,940,POLLING PLACE,49,1,0,33,1,1,0,0,6,3,0,1,0,1,0,0
HAWTHORNE,2700009A,1048,162,N,0,VBM PORTION,47,5,3,27,0,2,0,0,3,2,0,1,0,1,0,1
HAWTHORNE,2700009A,1048,162,N,940,TOTAL,96,6,3,60,1,3,0,0,9,5,0,2,0,2,0,1
HAWTHORNE,2700010A,1049,162,N,1022,POLLING PLACE,74,2,3,44,0,0,0,0,9,11,0,0,1,1,1,0
HAWTHORNE,2700010A,1049,162,N,0,VBM PORTION,74,1,0,47,0,4,0,1,10,9,0,1,0,0,0,1
HAWTHORNE,2700010A,1049,162,N,1022,TOTAL,148,3,3,91,0,4,0,1,19,20,0,1,1,1,1,1
HAWTHORNE,2700011A,6061,162,Y,286,POLLING PLACE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HAWTHORNE,2700011A,6061,162,Y,0,VBM PORTION,78,1,4,40,0,0,0,3,18,7,0,0,0,1,0,0
HAWTHORNE,2700011A,6061,162,Y,286,TOTAL,78,1,4,40,0,0,0,3,18,7,0,0,0,1,0,0
HAWTHORNE,2700013A,1050,162,N,1101,POLLING PLACE,55,0,1,46,1,1,0,0,1,2,0,2,0,0,0,0
HAWTHORNE,2700013A,1050,162,N,0,VBM PORTION,62,0,1,47,1,0,0,0,7,4,0,0,0,0,0,0
HAWTHORNE,2700013A,1050,162,N,1101,TOTAL,117,0,2,93,2,1,0,0,8,6,0,2,0,0,0,0
HAWTHORNE,2700014A,1051,162,N,1239,POLLING PLACE,61,3,2,42,0,2,0,0,3,0,0,3,1,0,0,0
HAWTHORNE,2700014A,1051,162,N,0,VBM PORTION,43,0,2,28,0,0,1,0,7,1,0,0,0,2,0,0
HAWTHORNE,2700014A,1051,162,N,1239,TOTAL,104,3,4,70,0,2,1,0,10,1,0,3,1,2,0,0
HAWTHORNE,2700015A,1052,162,N,961,POLLING PLACE,48,1,2,35,0,0,0,0,2,5,0,1,0,0,0,0
HAWTHORNE,2700015A,1052,162,N,0,VBM PORTION,36,0,1,27,0,1,0,0,2,1,0,1,0,0,0,0
HAWTHORNE,2700015A,1052,162,N,961,TOTAL,84,1,3,62,0,1,0,0,4,6,0,2,0,0,0,0
HAWTHORNE,2700016A,1053,162,N,939,POLLING PLACE,50,0,4,26,0,1,0,0,7,5,0,1,0,1,0,1
HAWTHORNE,2700016A,1053,162,N,0,VBM PORTION,43,1,1,28,0,1,0,0,6,2,0,0,0,1,1,0
HAWTHORNE,2700016A,1053,162,N,939,TOTAL,93,1,5,54,0,2,0,0,13,7,0,1,0,2,1,1
HAWTHORNE,2700017A,1054,162,N,1142,POLLING PLACE,62,1,1,45,0,2,0,0,8,2,0,1,0,0,0,0
HAWTHORNE,2700017A,1054,162,N,0,VBM PORTION,41,1,1,23,1,3,0,2,5,3,0,0,0,0,0,0
HAWTHORNE,2700017A,1054,162,N,1142,TOTAL,103,2,2,68,1,5,0,2,13,5,0,1,0,0,0,0
HAWTHORNE,2700019A,1055,162,N,1161,POLLING PLACE,79,1,2,47,0,2,0,1,16,4,0,1,0,1,0,0
HAWTHORNE,2700019A,1055,162,N,0,VBM PORTION,49,0,4,24,0,2,0,2,5,5,0,3,0,0,0,0
HAWTHORNE,2700019A,1055,162,N,1161,TOTAL,128,1,6,71,0,4,0,3,21,9,0,4,0,1,0,0
HAWTHORNE,2700020A,1056,162,N,1200,POLLING PLACE,74,1,1,57,1,1,0,1,5,5,0,0,0,0,1,0
HAWTHORNE,2700020A,1056,162,N,0,VBM PORTION,45,0,1,28,1,0,1,0,3,1,0,1,0,0,3,0
HAWTHORNE,2700020A,1056,162,N,1200,TOTAL,119,1,2,85,2,1,1,1,8,6,0,1,0,0,4,0
HAWTHORNE,2700021A,1057,162,N,1215,POLLING PLACE,41,0,1,30,2,1,0,2,2,2,0,0,0,0,0,0
HAWTHORNE,2700021A,1057,162,N,0,VBM PORTION,38,1,0,29,0,0,2,0,1,3,0,0,0,1,1,0
HAWTHORNE,2700021A,1057,162,N,1215,TOTAL,79,1,1,59,2,1,2,2,3,5,0,0,0,1,1,0
HAWTHORNE,2700022A,1058,162,N,1067,POLLING PLACE,59,2,3,43,1,0,0,1,2,1,0,1,0,0,1,0
HAWTHORNE,2700022A,1058,162,N,0,VBM PORTION,56,0,3,36,0,1,1,0,6,7,0,0,0,2,0,0
HAWTHORNE,2700022A,1058,162,N,1067,TOTAL,115,2,6,79,1,1,1,1,8,8,0,1,0,2,1,0
HAWTHORNE,2700023A,1059,162,N,1133,POLLING PLACE,107,1,6,63,0,0,2,1,15,7,0,1,1,3,2,1
HAWTHORNE,2700023A,1059,162,N,0,VBM PORTION,73,0,2,35,0,1,0,2,14,14,0,0,2,0,0,0
HAWTHORNE,2700023A,1059,162,N,1133,TOTAL,180,1,8,98,0,1,2,3,29,21,0,1,3,3,2,1
HAWTHORNE,2700025C,1060,162,N,1230,POLLING PLACE,96,1,1,51,0,2,0,0,19,16,0,4,0,1,0,0
HAWTHORNE,2700025C,1060,162,N,0,VBM PORTION,109,0,5,53,0,1,1,1,19,18,0,2,0,1,3,0
HAWTHORNE,2700025C,1060,162,N,1230,TOTAL,205,1,6,104,0,3,1,1,38,34,0,6,0,2,3,0
HAWTHORNE,2700028A,1061,162,N,1225,POLLING PLACE,61,2,1,48,0,1,0,0,3,1,0,0,0,0,1,0
HAWTHORNE,2700028A,1061,162,N,0,VBM PORTION,51,0,1,36,1,2,0,0,5,1,0,0,0,0,1,0
HAWTHORNE,2700028A,1061,162,N,1225,TOTAL,112,2,2,84,1,3,0,0,8,2,0,0,0,0,2,0
HAWTHORNE,2700029A,1062,162,N,1126,POLLING PLACE,69,0,2,55,1,0,0,0,4,0,0,2,0,0,1,0
HAWTHORNE,2700029A,1062,162,N,0,VBM PORTION,44,0,0,32,1,0,0,0,5,4,0,0,0,0,0,0
HAWTHORNE,2700029A,1062,162,N,1126,TOTAL,113,0,2,87,2,0,0,0,9,4,0,2,0,0,1,0
HAWTHORNE,2700039B,1063,162,N,1190,POLLING PLACE,127,0,4,58,0,0,0,0,41,22,0,0,0,0,0,0
HAWTHORNE,2700039B,1063,162,N,0,VBM PORTION,140,2,1,54,1,5,0,2,46,18,0,0,0,3,1,0
HAWTHORNE,2700039B,1063,162,N,1190,TOTAL,267,2,5,112,1,5,0,2,87,40,0,0,0,3,1,0
HAWTHORNE,2700041A,1064,162,N,1271,POLLING PLACE,131,2,1,66,0,0,0,3,32,23,1,0,0,0,0,0
HAWTHORNE,2700041A,1064,162,N,0,VBM PORTION,142,0,6,69,0,2,1,1,34,18,0,1,2,0,0,0
HAWTHORNE,2700041A,1064,162,N,1271,TOTAL,273,2,7,135,0,2,1,4,66,41,1,1,2,0,0,0
HAWTHORNE,2700043A,1065,162,N,1201,POLLING PLACE,56,0,2,43,0,0,0,1,3,4,0,2,1,0,0,0
HAWTHORNE,2700043A,1065,162,N,0,VBM PORTION,48,3,1,30,3,0,0,4,1,1,0,2,0,0,0,0
HAWTHORNE,2700043A,1065,162,N,1201,TOTAL,104,3,3,73,3,0,0,5,4,5,0,4,1,0,0,0
HAWTHORNE,2700051A,1066,162,N,1215,POLLING PLACE,47,0,0,32,2,0,2,0,1,2,0,1,0,1,0,0
HAWTHORNE,2700051A,1066,162,N,0,VBM PORTION,35,3,0,20,0,0,0,0,3,3,0,4,0,0,0,0
HAWTHORNE,2700051A,1066,162,N,1215,TOTAL,82,3,0,52,2,0,2,0,4,5,0,5,0,1,0,0
HAWTHORNE,2700090A,1067,162,N,995,POLLING PLACE,52,1,1,43,0,1,1,0,1,2,0,0,0,0,1,0
HAWTHORNE,2700090A,1067,162,N,0,VBM PORTION,45,0,0,30,2,0,0,0,2,8,0,1,0,0,2,0
HAWTHORNE,2700090A,1067,162,N,995,TOTAL,97,1,1,73,2,1,1,0,3,10,0,1,0,0,3,0
HAWTHORNE,2700091A,1068,162,N,975,POLLING PLACE,48,3,4,31,0,0,0,1,4,3,0,0,1,0,1,0
HAWTHORNE,2700091A,1068,162,N,0,VBM PORTION,24,0,2,16,0,0,0,1,1,1,0,0,0,0,0,0
HAWTHORNE,2700091A,1068,162,N,975,TOTAL,72,3,6,47,0,0,0,2,5,4,0,0,1,0,1,0
HAWTHORNE,2700092A,1069,163,N,1149,POLLING PLACE,138,1,1,124,0,0,0,0,1,3,0,1,1,0,1,0
HAWTHORNE,2700092A,1069,163,N,0,VBM PORTION,99,2,2,90,0,0,0,0,3,0,0,1,0,1,0,0
HAWTHORNE,2700092A,1069,163,N,1149,TOTAL,237,3,3,214,0,0,0,0,4,3,0,2,1,1,1,0
HAWTHORNE,2700094A,1070,163,N,1012,POLLING PLACE,170,0,4,150,1,1,0,0,2,2,0,3,0,1,1,0
HAWTHORNE,2700094A,1070,163,N,0,VBM PORTION,98,0,1,81,0,0,4,1,1,2,0,3,0,0,0,0
HAWTHORNE,2700094A,1070,163,N,1012,TOTAL,268,0,5,231,1,1,4,1,3,4,0,6,0,1,1,0
HAWTHORNE,2700101A,1071,162,N,871,POLLING PLACE,79,1,2,51,1,2,1,2,7,9,0,2,0,0,1,0
HAWTHORNE,2700101A,1071,162,N,0,VBM PORTION,34,1,1,17,0,0,0,2,4,1,0,1,0,1,0,0
HAWTHORNE,2700101A,1071,162,N,871,TOTAL,113,2,3,68,1,2,1,4,11,10,0,3,0,1,1,0
HAWTHORNE,2700103B,1072,162,N,1214,POLLING PLACE,89,2,3,47,0,0,0,2,17,16,0,1,0,0,0,0
HAWTHORNE,2700103B,1072,162,N,0,VBM PORTION,58,1,0,33,1,0,1,1,10,8,0,1,0,1,0,0
HAWTHORNE,2700103B,1072,162,N,1214,TOTAL,147,3,3,80,1,0,1,3,27,24,0,2,0,1,0,0
HAWTHORNE,2700105A,1073,162,N,1103,POLLING PLACE,55,1,1,44,0,1,0,0,2,5,0,0,0,0,0,0
HAWTHORNE,2700105A,1073,162,N,0,VBM PORTION,39,0,1,23,0,0,1,1,2,3,2,1,0,0,0,0
HAWTHORNE,2700105A,1073,162,N,1103,TOTAL,94,1,2,67,0,1,1,1,4,8,2,1,0,0,0,0
HAWTHORNE,2700106A,1074,162,N,1168,POLLING PLACE,61,2,2,48,0,0,0,1,6,0,0,1,0,1,0,0
HAWTHORNE,2700106A,1074,162,N,0,VBM PORTION,44,1,1,31,2,2,0,0,1,2,0,2,0,0,0,0
HAWTHORNE,2700106A,1074,162,N,1168,TOTAL,105,3,3,79,2,2,0,1,7,2,0,3,0,1,0,0
HAWTHORNE,2700109A,1075,162,N,985,POLLING PLACE,80,4,2,42,3,0,0,0,10,15,0,0,0,2,1,0
HAWTHORNE,2700109A,1075,162,N,0,VBM PORTION,81,2,0,44,1,3,0,0,19,10,0,0,0,1,1,0
HAWTHORNE,2700109A,1075,162,N,985,TOTAL,161,6,2,86,4,3,0,0,29,25,0,0,0,3,2,0
HAWTHORNE,2700116A,1076,162,N,1090,POLLING PLACE,42,1,0,34,0,0,0,0,3,0,0,1,1,0,0,0
HAWTHORNE,2700116A,1076,162,N,0,VBM PORTION,29,1,0,21,2,2,0,0,1,1,0,0,0,0,0,0
HAWTHORNE,2700116A,1076,162,N,1090,TOTAL,71,2,0,55,2,2,0,0,4,1,0,1,1,0,0,0
HERMOSA BEACH,2750001A,1077,181,N,1151,POLLING PLACE,146,0,0,76,0,0,0,0,33,27,0,0,0,1,6,2
HERMOSA BEACH,2750001A,1077,181,N,0,VBM PORTION,160,1,0,78,0,3,0,0,49,19,1,0,1,0,3,0
HERMOSA BEACH,2750001A,1077,181,N,1151,TOTAL,306,1,0,154,0,3,0,0,82,46,1,0,1,1,9,2
HERMOSA BEACH,2750003A,1078,181,N,975,POLLING PLACE,178,2,0,112,0,1,2,0,43,11,0,0,0,2,1,0
HERMOSA BEACH,2750003A,1078,181,N,0,VBM PORTION,116,1,0,58,1,3,0,2,30,14,0,0,2,0,0,0
HERMOSA BEACH,2750003A,1078,181,N,975,TOTAL,294,3,0,170,1,4,2,2,73,25,0,0,2,2,1,0
HERMOSA BEACH,2750003B,1079,181,N,1081,POLLING PLACE,178,1,2,95,0,1,0,1,51,18,1,0,0,0,5,0
HERMOSA BEACH,2750003B,1079,181,N,0,VBM PORTION,139,1,0,67,0,5,3,5,31,21,0,0,1,0,1,0
HERMOSA BEACH,2750003B,1079,181,N,1081,TOTAL,317,2,2,162,0,6,3,6,82,39,1,0,1,0,6,0
HERMOSA BEACH,2750004A,1080,181,N,1038,POLLING PLACE,90,4,0,48,2,0,0,1,21,10,2,0,0,0,0,0
HERMOSA BEACH,2750004A,1080,181,N,0,VBM PORTION,82,3,2,41,0,2,0,0,20,5,0,0,0,0,1,2
HERMOSA BEACH,2750004A,1080,181,N,1038,TOTAL,172,7,2,89,2,2,0,1,41,15,2,0,0,0,1,2
HERMOSA BEACH,2750008A,1081,181,N,987,POLLING PLACE,129,5,0,61,2,4,0,2,31,14,0,1,1,0,1,1
HERMOSA BEACH,2750008A,1081,181,N,0,VBM PORTION,96,2,2,34,0,2,0,2,34,16,0,0,2,0,0,0
HERMOSA BEACH,2750008A,1081,181,N,987,TOTAL,225,7,2,95,2,6,0,4,65,30,0,1,3,0,1,1
HERMOSA BEACH,2750011A,1082,181,N,1147,POLLING PLACE,121,2,0,66,0,0,0,2,28,15,1,0,0,1,1,0
HERMOSA BEACH,2750011A,1082,181,N,0,VBM PORTION,110,3,0,55,0,4,0,0,24,11,1,0,0,2,6,0
HERMOSA BEACH,2750011A,1082,181,N,1147,TOTAL,231,5,0,121,0,4,0,2,52,26,2,0,0,3,7,0
HERMOSA BEACH,2750012A,1083,181,N,1391,POLLING PLACE,147,2,1,76,1,1,0,0,36,19,0,0,0,2,1,1
HERMOSA BEACH,2750012A,1083,181,N,0,VBM PORTION,225,2,0,124,0,2,0,3,56,24,1,0,0,3,2,0
HERMOSA BEACH,2750012A,1083,181,N,1391,TOTAL,372,4,1,200,1,3,0,3,92,43,1,0,0,5,3,1
HERMOSA BEACH,2750015A,1084,181,N,1044,POLLING PLACE,115,2,0,52,0,1,0,0,39,10,0,1,2,0,0,1
HERMOSA BEACH,2750015A,1084,181,N,0,VBM PORTION,155,5,1,97,1,0,0,3,25,13,0,1,0,0,4,0
HERMOSA BEACH,2750015A,1084,181,N,1044,TOTAL,270,7,1,149,1,1,0,3,64,23,0,2,2,0,4,1
HERMOSA BEACH,2750016A,1085,181,N,907,POLLING PLACE,137,0,0,75,0,2,0,5,32,15,0,1,0,0,1,1
HERMOSA BEACH,2750016A,1085,181,N,0,VBM PORTION,119,0,0,66,0,0,0,1,27,20,0,0,0,0,3,1
HERMOSA BEACH,2750016A,1085,181,N,907,TOTAL,256,0,0,141,0,2,0,6,59,35,0,1,0,0,4,2
HERMOSA BEACH,2750017A,1086,181,N,1350,POLLING PLACE,203,1,0,122,0,4,3,3,38,26,1,2,0,0,1,0
HERMOSA BEACH,2750017A,1086,181,N,0,VBM PORTION,185,0,0,84,1,2,1,0,60,21,0,2,0,0,5,0
HERMOSA BEACH,2750017A,1086,181,N,1350,TOTAL,388,1,0,206,1,6,4,3,98,47,1,4,0,0,6,0
HERMOSA BEACH,2750019A,1087,181,N,1330,POLLING PLACE,171,1,1,94,0,0,0,4,38,20,0,1,2,2,5,0
HERMOSA BEACH,2750019A,1087,181,N,0,VBM PORTION,165,0,0,96,0,3,1,6,28,24,0,1,0,1,0,0
HERMOSA BEACH,2750019A,1087,181,N,1330,TOTAL,336,1,1,190,0,3,1,10,66,44,0,2,2,3,5,0
HERMOSA BEACH,2750023A,1088,181,N,1049,POLLING PLACE,91,5,3,51,0,0,1,4,16,4,0,0,1,1,1,0
HERMOSA BEACH,2750023A,1088,181,N,0,VBM PORTION,100,2,0,52,1,2,0,2,27,8,0,0,1,1,1,1
HERMOSA BEACH,2750023A,1088,181,N,1049,TOTAL,191,7,3,103,1,2,1,6,43,12,0,0,2,2,2,1
HIDDEN HILLS,2780001A,1089,56,N,610,POLLING PLACE,60,0,1,24,0,0,0,0,19,12,1,1,0,0,0,2
HIDDEN HILLS,2780001A,1089,56,N,0,VBM PORTION,63,0,2,24,0,3,0,2,19,8,0,1,1,0,0,0
HIDDEN HILLS,2780001A,1089,56,N,610,TOTAL,123,0,3,48,0,3,0,2,38,20,1,2,1,0,0,2
HIDDEN HILLS,2780002A,1090,56,N,726,POLLING PLACE,86,1,0,33,0,1,0,1,32,15,0,1,0,0,0,0
HIDDEN HILLS,2780002A,1090,56,N,0,VBM PORTION,59,0,0,24,0,2,0,0,26,5,0,0,0,1,0,1
HIDDEN HILLS,2780002A,1090,56,N,726,TOTAL,145,1,0,57,0,3,0,1,58,20,0,1,0,1,0,1
HUNTINGTON PARK,2850001A,1091,98,N,1158,POLLING PLACE,63,2,3,42,0,0,0,0,5,5,0,1,0,0,1,0
HUNTINGTON PARK,2850001A,1091,98,N,0,VBM PORTION,22,1,0,16,0,0,0,0,4,1,0,0,0,0,0,0
HUNTINGTON PARK,2850001A,1091,98,N,1158,TOTAL,85,3,3,58,0,0,0,0,9,6,0,1,0,0,1,0
HUNTINGTON PARK,2850002A,6062,164,Y,0,POLLING PLACE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUNTINGTON PARK,2850002A,6062,164,Y,0,VBM PORTION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUNTINGTON PARK,2850002A,6062,164,Y,0,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HUNTINGTON PARK,2850004A,1092,98,N,1048,POLLING PLACE,65,6,1,41,0,0,0,1,1,5,1,4,2,0,1,0
HUNTINGTON PARK,2850004A,1092,98,N,0,VBM PORTION,44,1,2,32,1,0,0,1,2,2,0,1,2,0,0,0
HUNTINGTON PARK,2850004A,1092,98,N,1048,TOTAL,109,7,3,73,1,0,0,2,3,7,1,5,4,0,1,0
HUNTINGTON PARK,2850005B,1093,144,N,764,POLLING PLACE,45,6,2,25,0,0,0,0,0,1,0,5,1,0,1,0
HUNTINGTON PARK,2850005B,1093,144,N,0,VBM PORTION,17,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0
HUNTINGTON PARK,2850005B,1093,144,N,764,TOTAL,62,6,3,40,0,0,0,0,0,1,0,5,1,0,1,0
HUNTINGTON PARK,2850006A,1094,98,N,1107,POLLING PLACE,51,9,1,23,0,0,0,0,2,5,0,2,2,0,1,0
HUNTINGTON PARK,2850006A,1094,98,N,0,VBM PORTION,28,0,0,22,0,1,0,0,2,0,0,0,0,0,1,0
HUNTINGTON PARK,2850006A,1094,98,N,1107,TOTAL,79,9,1,45,0,1,0,0,4,5,0,2,2,0,2,0
HUNTINGTON PARK,2850008A,1095,144,N,904,POLLING PLACE,62,5,0,45,0,0,0,0,4,1,0,0,0,2,3,0
HUNTINGTON PARK,2850008A,1095,144,N,0,VBM PORTION,16,1,0,13,0,1,0,0,0,0,0,0,1,0,0,0
HUNTINGTON PARK,2850008A,1095,144,N,904,TOTAL,78,6,0,58,0,1,0,0,4,1,0,0,1,2,3,0
HUNTINGTON PARK,2850009A,1096,98,N,720,POLLING PLACE,54,4,2,32,0,0,1,0,2,3,0,5,0,0,1,0
HUNTINGTON PARK,2850009A,1096,98,N,0,VBM PORTION,17,2,1,4,0,0,0,1,0,0,0,2,0,4,0,0
HUNTINGTON PARK,2850009A,1096,98,N,720,TOTAL,71,6,3,36,0,0,1,1,2,3,0,7,0,4,1,0
HUNTINGTON PARK,2850010A,1097,98,N,1122,POLLING PLACE,56,7,0,35,1,0,0,0,1,3,0,3,2,2,0,0
HUNTINGTON PARK,2850010A,1097,98,N,0,VBM PORTION,66,3,2,42,1,2,0,0,1,4,0,2,0,0,0,0
HUNTINGTON PARK,2850010A,1097,98,N,1122,TOTAL,122,10,2,77,2,2,0,0,2,7,0,5,2,2,0,0
HUNTINGTON PARK,2850011A,1098,98,N,1207,POLLING PLACE,79,8,2,49,0,0,0,0,6,0,2,2,1,1,0,1
HUNTINGTON PARK,2850011A,1098,98,N,0,VBM PORTION,41,1,1,20,1,0,4,4,4,1,1,1,0,2,0,0
HUNTINGTON PARK,2850011A,1098,98,N,1207,TOTAL,120,9,3,69,1,0,4,4,10,1,3,3,1,3,0,1
