LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,ARTURO E ALAS,GRACE F NAPOLITANO
EL MONTE,2100008B,798,73,N,1295,POLLING PLACE,55,13,36
EL MONTE,2100008B,798,73,N,0,VBM PORTION,69,17,44
EL MONTE,2100008B,798,73,N,1295,TOTAL,124,30,80
EL MONTE,2100013A,799,73,N,717,POLLING PLACE,35,3,28
EL MONTE,2100013A,799,73,N,0,VBM PORTION,35,6,26
EL MONTE,2100013A,799,73,N,717,TOTAL,70,9,54
EL MONTE,2100014A,800,66,N,730,POLLING PLACE,30,7,20
EL MONTE,2100014A,800,66,N,0,VBM PORTION,16,4,11
EL MONTE,2100014A,800,66,N,730,TOTAL,46,11,31
EL MONTE,2100016A,801,73,N,598,POLLING PLACE,39,15,18
EL MONTE,2100016A,801,73,N,0,VBM PORTION,53,16,30
EL MONTE,2100016A,801,73,N,598,TOTAL,92,31,48
EL MONTE,2100017A,802,73,N,1011,POLLING PLACE,62,9,40
EL MONTE,2100017A,802,73,N,0,VBM PORTION,62,8,48
EL MONTE,2100017A,802,73,N,1011,TOTAL,124,17,88
EL MONTE,2100018A,803,73,N,1257,POLLING PLACE,68,9,49
EL MONTE,2100018A,803,73,N,0,VBM PORTION,79,20,41
EL MONTE,2100018A,803,73,N,1257,TOTAL,147,29,90
EL MONTE,2100018C,804,73,N,701,POLLING PLACE,26,5,17
EL MONTE,2100018C,804,73,N,0,VBM PORTION,18,5,11
EL MONTE,2100018C,804,73,N,701,TOTAL,44,10,28
EL MONTE,2100019B,805,66,N,774,POLLING PLACE,69,9,46
EL MONTE,2100019B,805,66,N,0,VBM PORTION,42,7,33
EL MONTE,2100019B,805,66,N,774,TOTAL,111,16,79
EL MONTE,2100021A,806,66,N,1168,POLLING PLACE,90,22,55
EL MONTE,2100021A,806,66,N,0,VBM PORTION,60,11,43
EL MONTE,2100021A,806,66,N,1168,TOTAL,150,33,98
EL MONTE,2100024A,807,73,N,919,POLLING PLACE,61,8,42
EL MONTE,2100024A,807,73,N,0,VBM PORTION,45,21,19
EL MONTE,2100024A,807,73,N,919,TOTAL,106,29,61
EL MONTE,2100027A,808,66,N,1060,POLLING PLACE,40,5,25
EL MONTE,2100027A,808,66,N,0,VBM PORTION,50,9,36
EL MONTE,2100027A,808,66,N,1060,TOTAL,90,14,61
EL MONTE,2100029A,809,66,N,715,POLLING PLACE,43,8,24
EL MONTE,2100029A,809,66,N,0,VBM PORTION,30,2,26
EL MONTE,2100029A,809,66,N,715,TOTAL,73,10,50
EL MONTE,2100033A,810,66,N,954,POLLING PLACE,48,14,27
EL MONTE,2100033A,810,66,N,0,VBM PORTION,43,9,30
EL MONTE,2100033A,810,66,N,954,TOTAL,91,23,57
EL MONTE,2100034A,811,66,N,968,POLLING PLACE,29,8,19
EL MONTE,2100034A,811,66,N,0,VBM PORTION,40,16,24
EL MONTE,2100034A,811,66,N,968,TOTAL,69,24,43
EL MONTE,2100039C,812,73,N,927,POLLING PLACE,44,18,22
EL MONTE,2100039C,812,73,N,0,VBM PORTION,33,10,20
EL MONTE,2100039C,812,73,N,927,TOTAL,77,28,42
EL MONTE,2100040A,813,73,N,1123,POLLING PLACE,95,13,64
EL MONTE,2100040A,813,73,N,0,VBM PORTION,36,6,23
EL MONTE,2100040A,813,73,N,1123,TOTAL,131,19,87
EL MONTE,2100041C,814,73,N,1102,POLLING PLACE,78,20,50
EL MONTE,2100041C,814,73,N,0,VBM PORTION,55,9,42
EL MONTE,2100041C,814,73,N,1102,TOTAL,133,29,92
EL MONTE,2100047A,815,73,N,1147,POLLING PLACE,81,32,32
EL MONTE,2100047A,815,73,N,0,VBM PORTION,51,19,25
EL MONTE,2100047A,815,73,N,1147,TOTAL,132,51,57
EL MONTE,2100053A,816,73,N,988,POLLING PLACE,45,10,29
EL MONTE,2100053A,816,73,N,0,VBM PORTION,54,16,35
EL MONTE,2100053A,816,73,N,988,TOTAL,99,26,64
EL MONTE,2100101A,817,73,N,1025,POLLING PLACE,110,36,64
EL MONTE,2100101A,817,73,N,0,VBM PORTION,86,35,48
EL MONTE,2100101A,817,73,N,1025,TOTAL,196,71,112
EL MONTE,2100103A,818,73,N,1231,POLLING PLACE,77,22,44
EL MONTE,2100103A,818,73,N,0,VBM PORTION,77,24,46
EL MONTE,2100103A,818,73,N,1231,TOTAL,154,46,90
EL MONTE,2100104A,819,73,N,1237,POLLING PLACE,116,40,62
EL MONTE,2100104A,819,73,N,0,VBM PORTION,83,30,41
EL MONTE,2100104A,819,73,N,1237,TOTAL,199,70,103
EL MONTE,2100105A,820,73,N,1164,POLLING PLACE,118,42,67
EL MONTE,2100105A,820,73,N,0,VBM PORTION,68,24,37
EL MONTE,2100105A,820,73,N,1164,TOTAL,186,66,104
EL MONTE,2100106A,821,73,N,1163,POLLING PLACE,69,19,47
EL MONTE,2100106A,821,73,N,0,VBM PORTION,79,14,61
EL MONTE,2100106A,821,73,N,1163,TOTAL,148,33,108
EL MONTE,2100110A,822,73,N,1048,POLLING PLACE,49,10,36
EL MONTE,2100110A,822,73,N,0,VBM PORTION,69,22,39
EL MONTE,2100110A,822,73,N,1048,TOTAL,118,32,75
EL MONTE,2100112A,823,73,N,977,POLLING PLACE,42,8,27
EL MONTE,2100112A,823,73,N,0,VBM PORTION,71,16,53
EL MONTE,2100112A,823,73,N,977,TOTAL,113,24,80
EL MONTE,2100113A,824,73,N,715,POLLING PLACE,43,8,33
EL MONTE,2100113A,824,73,N,0,VBM PORTION,34,12,15
EL MONTE,2100113A,824,73,N,715,TOTAL,77,20,48
EL MONTE,2100115C,825,73,N,642,POLLING PLACE,25,2,22
EL MONTE,2100115C,825,73,N,0,VBM PORTION,28,6,19
EL MONTE,2100115C,825,73,N,642,TOTAL,53,8,41
EL MONTE,2100119A,826,66,N,1063,POLLING PLACE,89,13,58
EL MONTE,2100119A,826,66,N,0,VBM PORTION,51,6,42
EL MONTE,2100119A,826,66,N,1063,TOTAL,140,19,100
EL MONTE,2100120B,827,66,N,1204,POLLING PLACE,89,9,63
EL MONTE,2100120B,827,66,N,0,VBM PORTION,46,10,35
EL MONTE,2100120B,827,66,N,1204,TOTAL,135,19,98
EL MONTE,2100121A,828,66,N,806,POLLING PLACE,58,14,39
EL MONTE,2100121A,828,66,N,0,VBM PORTION,39,5,27
EL MONTE,2100121A,828,66,N,806,TOTAL,97,19,66
EL MONTE,2100122B,829,66,N,779,POLLING PLACE,58,11,42
EL MONTE,2100122B,829,66,N,0,VBM PORTION,16,1,15
EL MONTE,2100122B,829,66,N,779,TOTAL,74,12,57
EL MONTE,2100125A,830,66,N,500,POLLING PLACE,27,3,20
EL MONTE,2100125A,830,66,N,0,VBM PORTION,8,2,3
EL MONTE,2100125A,830,66,N,500,TOTAL,35,5,23
EL MONTE,2100126A,831,66,N,1053,POLLING PLACE,95,18,64
EL MONTE,2100126A,831,66,N,0,VBM PORTION,41,7,32
EL MONTE,2100126A,831,66,N,1053,TOTAL,136,25,96
FOOTHILL,2350024A,864,35,N,820,POLLING PLACE,81,34,38
FOOTHILL,2350024A,864,35,N,0,VBM PORTION,79,40,36
FOOTHILL,2350024A,864,35,N,820,TOTAL,160,74,74
FOOTHILL,2350025A,6051,35,Y,44,POLLING PLACE,0,0,0
FOOTHILL,2350025A,6051,35,Y,0,VBM PORTION,3,1,2
FOOTHILL,2350025A,6051,35,Y,44,TOTAL,3,1,2
GLENDORA,2600025B,990,70,N,830,POLLING PLACE,89,40,45
GLENDORA,2600025B,990,70,N,0,VBM PORTION,68,30,28
GLENDORA,2600025B,990,70,N,830,TOTAL,157,70,73
GLENDORA,2600026A,991,70,N,846,POLLING PLACE,69,39,22
GLENDORA,2600026A,991,70,N,0,VBM PORTION,78,41,34
GLENDORA,2600026A,991,70,N,846,TOTAL,147,80,56
GLENDORA,2600027A,992,70,N,868,POLLING PLACE,67,26,30
GLENDORA,2600027A,992,70,N,0,VBM PORTION,53,22,27
GLENDORA,2600027A,992,70,N,868,TOTAL,120,48,57
GLENDORA,2600028A,993,70,N,995,POLLING PLACE,92,46,43
GLENDORA,2600028A,993,70,N,0,VBM PORTION,63,30,31
GLENDORA,2600028A,993,70,N,995,TOTAL,155,76,74
GLENDORA,2600034A,994,70,N,579,POLLING PLACE,46,20,20
GLENDORA,2600034A,994,70,N,0,VBM PORTION,38,13,22
GLENDORA,2600034A,994,70,N,579,TOTAL,84,33,42
GLENDORA,2600040A,995,70,N,870,POLLING PLACE,88,46,27
GLENDORA,2600040A,995,70,N,0,VBM PORTION,81,43,34
GLENDORA,2600040A,995,70,N,870,TOTAL,169,89,61
GLENDORA,2600061A,998,70,N,1019,POLLING PLACE,75,29,34
GLENDORA,2600061A,998,70,N,0,VBM PORTION,94,36,51
GLENDORA,2600061A,998,70,N,1019,TOTAL,169,65,85
GLENDORA,2600067A,1002,70,N,1074,POLLING PLACE,83,45,30
GLENDORA,2600067A,1002,70,N,0,VBM PORTION,74,38,29
GLENDORA,2600067A,1002,70,N,1074,TOTAL,157,83,59
GLENDORA,2600097A,1005,70,N,1271,POLLING PLACE,73,31,35
GLENDORA,2600097A,1005,70,N,0,VBM PORTION,73,27,41
GLENDORA,2600097A,1005,70,N,1271,TOTAL,146,58,76
INDUSTRY,2930003A,6063,129,Y,1,POLLING PLACE,0,0,0
INDUSTRY,2930003A,6063,129,Y,0,VBM PORTION,0,0,0
INDUSTRY,2930003A,6063,129,Y,1,TOTAL,0,0,0
INDUSTRY,2930006A,6064,123,Y,48,POLLING PLACE,0,0,0
INDUSTRY,2930006A,6064,123,Y,0,VBM PORTION,14,9,5
INDUSTRY,2930006A,6064,123,Y,48,TOTAL,14,9,5
INDUSTRY,2930010A,6065,123,Y,42,POLLING PLACE,0,0,0
INDUSTRY,2930010A,6065,123,Y,0,VBM PORTION,12,4,7
INDUSTRY,2930010A,6065,123,Y,42,TOTAL,12,4,7
INDUSTRY,2930015A,6068,66,Y,0,POLLING PLACE,0,0,0
INDUSTRY,2930015A,6068,66,Y,0,VBM PORTION,0,0,0
INDUSTRY,2930015A,6068,66,Y,0,TOTAL,0,0,0
INDUSTRY,2930062A,6070,123,Y,6,POLLING PLACE,0,0,0
INDUSTRY,2930062A,6070,123,Y,0,VBM PORTION,2,2,0
INDUSTRY,2930062A,6070,123,Y,6,TOTAL,2,2,0
INDUSTRY,2930067A,6071,123,Y,0,POLLING PLACE,0,0,0
INDUSTRY,2930067A,6071,123,Y,0,VBM PORTION,0,0,0
INDUSTRY,2930067A,6071,123,Y,0,TOTAL,0,0,0
INDUSTRY,2930068A,6072,123,Y,0,POLLING PLACE,0,0,0
INDUSTRY,2930068A,6072,123,Y,0,VBM PORTION,0,0,0
INDUSTRY,2930068A,6072,123,Y,0,TOTAL,0,0,0
IRWINDALE,3000003A,1166,66,N,765,POLLING PLACE,75,23,42
IRWINDALE,3000003A,1166,66,N,0,VBM PORTION,48,11,36
IRWINDALE,3000003A,1166,66,N,765,TOTAL,123,34,78
IRWINDALE,3000004A,6075,66,Y,174,POLLING PLACE,0,0,0
IRWINDALE,3000004A,6075,66,Y,0,VBM PORTION,11,1,10
IRWINDALE,3000004A,6075,66,Y,174,TOTAL,11,1,10
LA PUENTE,3330001A,1220,123,N,1186,POLLING PLACE,104,17,60
LA PUENTE,3330001A,1220,123,N,0,VBM PORTION,41,7,29
LA PUENTE,3330001A,1220,123,N,1186,TOTAL,145,24,89
LA PUENTE,3330002C,1221,123,N,462,POLLING PLACE,25,8,13
LA PUENTE,3330002C,1221,123,N,0,VBM PORTION,18,5,13
LA PUENTE,3330002C,1221,123,N,462,TOTAL,43,13,26
LA PUENTE,3330003E,1222,123,N,695,POLLING PLACE,49,17,23
LA PUENTE,3330003E,1222,123,N,0,VBM PORTION,38,14,23
LA PUENTE,3330003E,1222,123,N,695,TOTAL,87,31,46
LA PUENTE,3330004A,1223,123,N,1374,POLLING PLACE,78,19,49
LA PUENTE,3330004A,1223,123,N,0,VBM PORTION,91,29,54
LA PUENTE,3330004A,1223,123,N,1374,TOTAL,169,48,103
LA PUENTE,3330008A,1224,123,N,1089,POLLING PLACE,76,20,43
LA PUENTE,3330008A,1224,123,N,0,VBM PORTION,48,9,36
LA PUENTE,3330008A,1224,123,N,1089,TOTAL,124,29,79
LA PUENTE,3330009A,1225,123,N,1048,POLLING PLACE,52,15,31
LA PUENTE,3330009A,1225,123,N,0,VBM PORTION,45,15,24
LA PUENTE,3330009A,1225,123,N,1048,TOTAL,97,30,55
LA PUENTE,3330012A,1226,123,N,1208,POLLING PLACE,44,8,27
LA PUENTE,3330012A,1226,123,N,0,VBM PORTION,51,7,36
LA PUENTE,3330012A,1226,123,N,1208,TOTAL,95,15,63
LA PUENTE,3330013B,1227,123,N,980,POLLING PLACE,61,24,29
LA PUENTE,3330013B,1227,123,N,0,VBM PORTION,38,8,26
LA PUENTE,3330013B,1227,123,N,980,TOTAL,99,32,55
LA PUENTE,3330017A,1228,123,N,1201,POLLING PLACE,65,8,47
LA PUENTE,3330017A,1228,123,N,0,VBM PORTION,60,10,44
LA PUENTE,3330017A,1228,123,N,1201,TOTAL,125,18,91
LA PUENTE,3330018A,1229,123,N,1215,POLLING PLACE,55,11,35
LA PUENTE,3330018A,1229,123,N,0,VBM PORTION,38,7,26
LA PUENTE,3330018A,1229,123,N,1215,TOTAL,93,18,61
LA PUENTE,3330019C,1230,123,N,1092,POLLING PLACE,65,11,43
LA PUENTE,3330019C,1230,123,N,0,VBM PORTION,50,13,34
LA PUENTE,3330019C,1230,123,N,1092,TOTAL,115,24,77
LA PUENTE,3330020A,1231,123,N,1055,POLLING PLACE,46,9,34
LA PUENTE,3330020A,1231,123,N,0,VBM PORTION,51,17,30
LA PUENTE,3330020A,1231,123,N,1055,TOTAL,97,26,64
LA PUENTE,3330020B,1232,123,N,1004,POLLING PLACE,74,11,47
LA PUENTE,3330020B,1232,123,N,0,VBM PORTION,48,13,30
LA PUENTE,3330020B,1232,123,N,1004,TOTAL,122,24,77
LA PUENTE,3330021A,1233,123,N,1121,POLLING PLACE,88,29,38
LA PUENTE,3330021A,1233,123,N,0,VBM PORTION,48,10,35
LA PUENTE,3330021A,1233,123,N,1121,TOTAL,136,39,73
LA PUENTE,3330040C,1234,123,N,1072,POLLING PLACE,79,10,53
LA PUENTE,3330040C,1234,123,N,0,VBM PORTION,71,21,50
LA PUENTE,3330040C,1234,123,N,1072,TOTAL,150,31,103
LA VERNE,3400001A,1236,35,N,925,POLLING PLACE,110,64,43
LA VERNE,3400001A,1236,35,N,0,VBM PORTION,99,45,43
LA VERNE,3400001A,1236,35,N,925,TOTAL,209,109,86
LA VERNE,3400002A,1237,35,N,1037,POLLING PLACE,60,40,18
LA VERNE,3400002A,1237,35,N,0,VBM PORTION,57,27,25
LA VERNE,3400002A,1237,35,N,1037,TOTAL,117,67,43
LA VERNE,3400003A,1238,35,N,901,POLLING PLACE,88,35,46
LA VERNE,3400003A,1238,35,N,0,VBM PORTION,74,25,43
LA VERNE,3400003A,1238,35,N,901,TOTAL,162,60,89
LA VERNE,3400005A,1239,35,N,933,POLLING PLACE,114,52,55
LA VERNE,3400005A,1239,35,N,0,VBM PORTION,64,24,39
LA VERNE,3400005A,1239,35,N,933,TOTAL,178,76,94
LA VERNE,3400006A,1240,35,N,826,POLLING PLACE,72,24,43
LA VERNE,3400006A,1240,35,N,0,VBM PORTION,57,19,34
LA VERNE,3400006A,1240,35,N,826,TOTAL,129,43,77
LA VERNE,3400008A,1241,35,N,933,POLLING PLACE,123,83,30
LA VERNE,3400008A,1241,35,N,0,VBM PORTION,119,60,51
LA VERNE,3400008A,1241,35,N,933,TOTAL,242,143,81
LA VERNE,3400009A,1242,35,N,928,POLLING PLACE,104,55,39
LA VERNE,3400009A,1242,35,N,0,VBM PORTION,69,27,37
LA VERNE,3400009A,1242,35,N,928,TOTAL,173,82,76
LA VERNE,3400010A,1243,35,N,702,POLLING PLACE,75,53,18
LA VERNE,3400010A,1243,35,N,0,VBM PORTION,75,44,27
LA VERNE,3400010A,1243,35,N,702,TOTAL,150,97,45
LA VERNE,3400011A,1244,35,N,993,POLLING PLACE,94,46,42
LA VERNE,3400011A,1244,35,N,0,VBM PORTION,49,17,29
LA VERNE,3400011A,1244,35,N,993,TOTAL,143,63,71
LA VERNE,3400012A,1245,35,N,758,POLLING PLACE,68,34,30
LA VERNE,3400012A,1245,35,N,0,VBM PORTION,50,9,36
LA VERNE,3400012A,1245,35,N,758,TOTAL,118,43,66
LA VERNE,3400013A,6076,30,Y,0,POLLING PLACE,0,0,0
LA VERNE,3400013A,6076,30,Y,0,VBM PORTION,0,0,0
LA VERNE,3400013A,6076,30,Y,0,TOTAL,0,0,0
LA VERNE,3400014A,1246,35,N,599,POLLING PLACE,61,30,28
LA VERNE,3400014A,1246,35,N,0,VBM PORTION,59,27,27
LA VERNE,3400014A,1246,35,N,599,TOTAL,120,57,55
LA VERNE,3400015A,1247,35,N,749,POLLING PLACE,140,51,74
LA VERNE,3400015A,1247,35,N,0,VBM PORTION,144,54,72
LA VERNE,3400015A,1247,35,N,749,TOTAL,284,105,146
LA VERNE,3400016A,1248,35,N,907,POLLING PLACE,96,59,29
LA VERNE,3400016A,1248,35,N,0,VBM PORTION,119,61,51
LA VERNE,3400016A,1248,35,N,907,TOTAL,215,120,80
LA VERNE,3400017A,1249,35,N,792,POLLING PLACE,95,59,26
LA VERNE,3400017A,1249,35,N,0,VBM PORTION,92,55,29
LA VERNE,3400017A,1249,35,N,792,TOTAL,187,114,55
LA VERNE,3400018A,1250,35,N,1198,POLLING PLACE,109,75,20
LA VERNE,3400018A,1250,35,N,0,VBM PORTION,177,91,76
LA VERNE,3400018A,1250,35,N,1198,TOTAL,286,166,96
LA VERNE,3400019A,1251,35,N,927,POLLING PLACE,142,79,52
LA VERNE,3400019A,1251,35,N,0,VBM PORTION,124,72,37
LA VERNE,3400019A,1251,35,N,927,TOTAL,266,151,89
LA VERNE,3400021A,1252,35,N,1042,POLLING PLACE,207,104,84
LA VERNE,3400021A,1252,35,N,0,VBM PORTION,141,83,51
LA VERNE,3400021A,1252,35,N,1042,TOTAL,348,187,135
LA VERNE,3400022A,1253,35,N,751,POLLING PLACE,154,74,65
LA VERNE,3400022A,1253,35,N,0,VBM PORTION,138,76,54
LA VERNE,3400022A,1253,35,N,751,TOTAL,292,150,119
LA VERNE,3400023A,1254,35,N,1046,POLLING PLACE,98,48,37
LA VERNE,3400023A,1254,35,N,0,VBM PORTION,82,44,30
LA VERNE,3400023A,1254,35,N,1046,TOTAL,180,92,67
LA VERNE,3400024A,1255,35,N,955,POLLING PLACE,132,86,31
LA VERNE,3400024A,1255,35,N,0,VBM PORTION,73,32,34
LA VERNE,3400024A,1255,35,N,955,TOTAL,205,118,65
LA VERNE,3400025A,1256,35,N,885,POLLING PLACE,101,51,38
LA VERNE,3400025A,1256,35,N,0,VBM PORTION,55,29,22
LA VERNE,3400025A,1256,35,N,885,TOTAL,156,80,60
LA VERNE,3400052A,1257,35,N,944,POLLING PLACE,136,83,47
LA VERNE,3400052A,1257,35,N,0,VBM PORTION,113,65,48
LA VERNE,3400052A,1257,35,N,944,TOTAL,249,148,95
LA VERNE,3400053A,1258,35,N,801,POLLING PLACE,83,41,36
LA VERNE,3400053A,1258,35,N,0,VBM PORTION,73,28,40
LA VERNE,3400053A,1258,35,N,801,TOTAL,156,69,76
MONROVIA,4400001A,1752,35,N,566,POLLING PLACE,55,17,34
MONROVIA,4400001A,1752,35,N,0,VBM PORTION,44,17,20
MONROVIA,4400001A,1752,35,N,566,TOTAL,99,34,54
MONROVIA,4400003A,1753,35,N,951,POLLING PLACE,116,55,53
MONROVIA,4400003A,1753,35,N,0,VBM PORTION,105,42,49
MONROVIA,4400003A,1753,35,N,951,TOTAL,221,97,102
MONROVIA,4400007A,1755,35,N,925,POLLING PLACE,121,61,51
MONROVIA,4400007A,1755,35,N,0,VBM PORTION,104,32,58
MONROVIA,4400007A,1755,35,N,925,TOTAL,225,93,109
MONROVIA,4400009A,1757,35,N,986,POLLING PLACE,136,72,54
MONROVIA,4400009A,1757,35,N,0,VBM PORTION,112,47,58
MONROVIA,4400009A,1757,35,N,986,TOTAL,248,119,112
MONROVIA,4400011A,1759,35,N,704,POLLING PLACE,81,32,39
MONROVIA,4400011A,1759,35,N,0,VBM PORTION,60,22,38
MONROVIA,4400011A,1759,35,N,704,TOTAL,141,54,77
MONROVIA,4400013A,1760,35,N,1046,POLLING PLACE,74,28,37
MONROVIA,4400013A,1760,35,N,0,VBM PORTION,86,27,53
MONROVIA,4400013A,1760,35,N,1046,TOTAL,160,55,90
MONROVIA,4400014A,1761,35,N,722,POLLING PLACE,62,26,31
MONROVIA,4400014A,1761,35,N,0,VBM PORTION,47,13,30
MONROVIA,4400014A,1761,35,N,722,TOTAL,109,39,61
MONROVIA,4400015A,1762,35,N,785,POLLING PLACE,58,19,36
MONROVIA,4400015A,1762,35,N,0,VBM PORTION,59,21,32
MONROVIA,4400015A,1762,35,N,785,TOTAL,117,40,68
MONROVIA,4400016A,1763,35,N,1329,POLLING PLACE,83,29,45
MONROVIA,4400016A,1763,35,N,0,VBM PORTION,98,27,66
MONROVIA,4400016A,1763,35,N,1329,TOTAL,181,56,111
MONROVIA,4400017A,1764,35,N,957,POLLING PLACE,59,12,44
MONROVIA,4400017A,1764,35,N,0,VBM PORTION,58,26,29
MONROVIA,4400017A,1764,35,N,957,TOTAL,117,38,73
MONROVIA,4400019A,6113,70,Y,163,POLLING PLACE,0,0,0
MONROVIA,4400019A,6113,70,Y,0,VBM PORTION,25,5,17
MONROVIA,4400019A,6113,70,Y,163,TOTAL,25,5,17
MONROVIA,4400021A,1765,35,N,815,POLLING PLACE,62,32,26
MONROVIA,4400021A,1765,35,N,0,VBM PORTION,86,32,49
MONROVIA,4400021A,1765,35,N,815,TOTAL,148,64,75
MONROVIA,4400023A,1766,35,N,862,POLLING PLACE,70,30,37
MONROVIA,4400023A,1766,35,N,0,VBM PORTION,102,42,50
MONROVIA,4400023A,1766,35,N,862,TOTAL,172,72,87
MONROVIA,4400030A,1767,35,N,992,POLLING PLACE,83,31,44
MONROVIA,4400030A,1767,35,N,0,VBM PORTION,77,32,42
MONROVIA,4400030A,1767,35,N,992,TOTAL,160,63,86
MONROVIA,4400061A,1768,35,N,905,POLLING PLACE,55,19,28
MONROVIA,4400061A,1768,35,N,0,VBM PORTION,63,21,32
MONROVIA,4400061A,1768,35,N,905,TOTAL,118,40,60
MONROVIA,4400063A,1769,35,N,767,POLLING PLACE,39,5,27
MONROVIA,4400063A,1769,35,N,0,VBM PORTION,47,6,40
MONROVIA,4400063A,1769,35,N,767,TOTAL,86,11,67
MONROVIA,4400064A,1770,35,N,976,POLLING PLACE,61,28,31
MONROVIA,4400064A,1770,35,N,0,VBM PORTION,97,30,55
MONROVIA,4400064A,1770,35,N,976,TOTAL,158,58,86
MONROVIA,4400065A,1771,35,N,930,POLLING PLACE,108,35,58
MONROVIA,4400065A,1771,35,N,0,VBM PORTION,106,46,51
MONROVIA,4400065A,1771,35,N,930,TOTAL,214,81,109
MONROVIA,4400066A,1772,35,N,1095,POLLING PLACE,77,21,49
MONROVIA,4400066A,1772,35,N,0,VBM PORTION,67,18,46
MONROVIA,4400066A,1772,35,N,1095,TOTAL,144,39,95
MONROVIA,4400067A,1773,35,N,917,POLLING PLACE,44,17,17
MONROVIA,4400067A,1773,35,N,0,VBM PORTION,59,15,41
MONROVIA,4400067A,1773,35,N,917,TOTAL,103,32,58
NORTH WHITTIER,4780008A,6122,130,Y,0,POLLING PLACE,0,0,0
NORTH WHITTIER,4780008A,6122,130,Y,0,VBM PORTION,0,0,0
NORTH WHITTIER,4780008A,6122,130,Y,0,TOTAL,0,0,0
RAMONA,5500007A,2155,66,N,494,POLLING PLACE,41,11,25
RAMONA,5500007A,2155,66,N,0,VBM PORTION,25,6,12
RAMONA,5500007A,2155,66,N,494,TOTAL,66,17,37
RAMONA,5500011A,2156,68,N,696,POLLING PLACE,54,19,31
RAMONA,5500011A,2156,68,N,0,VBM PORTION,35,20,13
RAMONA,5500011A,2156,68,N,696,TOTAL,89,39,44
RAMONA,5500098A,2157,66,N,1168,POLLING PLACE,75,22,42
RAMONA,5500098A,2157,66,N,0,VBM PORTION,41,14,27
RAMONA,5500098A,2157,66,N,1168,TOTAL,116,36,69
RAMONA,5500099A,2158,66,N,1062,POLLING PLACE,84,31,44
RAMONA,5500099A,2158,66,N,0,VBM PORTION,73,25,44
RAMONA,5500099A,2158,66,N,1062,TOTAL,157,56,88
RAMONA,5500100A,2159,68,N,1000,POLLING PLACE,64,15,43
RAMONA,5500100A,2159,68,N,0,VBM PORTION,40,14,21
RAMONA,5500100A,2159,68,N,1000,TOTAL,104,29,64
RAMONA,5500102A,2160,68,N,799,POLLING PLACE,66,24,36
RAMONA,5500102A,2160,68,N,0,VBM PORTION,49,16,32
RAMONA,5500102A,2160,68,N,799,TOTAL,115,40,68
RAMONA,5500105A,2161,68,N,778,POLLING PLACE,72,47,21
RAMONA,5500105A,2161,68,N,0,VBM PORTION,80,44,31
RAMONA,5500105A,2161,68,N,778,TOTAL,152,91,52
RAMONA,5500109A,2162,121,N,542,POLLING PLACE,54,36,15
RAMONA,5500109A,2162,121,N,0,VBM PORTION,75,41,28
RAMONA,5500109A,2162,121,N,542,TOTAL,129,77,43
RAMONA,5500110A,2163,121,N,915,POLLING PLACE,86,52,25
RAMONA,5500110A,2163,121,N,0,VBM PORTION,73,42,25
RAMONA,5500110A,2163,121,N,915,TOTAL,159,94,50
RAMONA,5500112A,2164,35,N,221,POLLING PLACE,44,26,15
RAMONA,5500112A,2164,35,N,0,VBM PORTION,32,16,11
RAMONA,5500112A,2164,35,N,221,TOTAL,76,42,26
RIO HONDO,5600086A,6140,73,Y,12,POLLING PLACE,0,0,0
RIO HONDO,5600086A,6140,73,Y,0,VBM PORTION,1,1,0
RIO HONDO,5600086A,6140,73,Y,12,TOTAL,1,1,0
SAN DIMAS,6000001B,2280,35,N,1269,POLLING PLACE,111,47,56
SAN DIMAS,6000001B,2280,35,N,0,VBM PORTION,72,33,35
SAN DIMAS,6000001B,2280,35,N,1269,TOTAL,183,80,91
SAN DIMAS,6000002A,2281,35,N,834,POLLING PLACE,103,48,46
SAN DIMAS,6000002A,2281,35,N,0,VBM PORTION,83,43,35
SAN DIMAS,6000002A,2281,35,N,834,TOTAL,186,91,81
SAN DIMAS,6000003A,2282,35,N,765,POLLING PLACE,74,39,32
SAN DIMAS,6000003A,2282,35,N,0,VBM PORTION,82,44,33
SAN DIMAS,6000003A,2282,35,N,765,TOTAL,156,83,65
SAN DIMAS,6000004A,2283,35,N,842,POLLING PLACE,100,57,36
SAN DIMAS,6000004A,2283,35,N,0,VBM PORTION,72,37,26
SAN DIMAS,6000004A,2283,35,N,842,TOTAL,172,94,62
SAN DIMAS,6000005A,2284,35,N,912,POLLING PLACE,109,52,40
SAN DIMAS,6000005A,2284,35,N,0,VBM PORTION,87,37,40
SAN DIMAS,6000005A,2284,35,N,912,TOTAL,196,89,80
SAN DIMAS,6000006A,2285,35,N,1125,POLLING PLACE,115,63,46
SAN DIMAS,6000006A,2285,35,N,0,VBM PORTION,77,35,36
SAN DIMAS,6000006A,2285,35,N,1125,TOTAL,192,98,82
SAN DIMAS,6000007A,2286,35,N,689,POLLING PLACE,70,38,27
SAN DIMAS,6000007A,2286,35,N,0,VBM PORTION,48,26,19
SAN DIMAS,6000007A,2286,35,N,689,TOTAL,118,64,46
SAN DIMAS,6000008A,2287,35,N,658,POLLING PLACE,56,33,19
