LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,SHANNON L KNIGHT,DEBRA L LOSNICK
CULVER CITY,1600003A,590,115,N,0,VBM PORTION,105,26,44
CULVER CITY,1600003A,590,115,N,1057,TOTAL,243,80,90
CULVER CITY,1600004A,591,115,N,1147,POLLING PLACE,122,36,47
CULVER CITY,1600004A,591,115,N,0,VBM PORTION,112,43,37
CULVER CITY,1600004A,591,115,N,1147,TOTAL,234,79,84
CULVER CITY,1600004D,6038,116,Y,0,POLLING PLACE,0,0,0
CULVER CITY,1600004D,6038,116,Y,0,VBM PORTION,0,0,0
CULVER CITY,1600004D,6038,116,Y,0,TOTAL,0,0,0
CULVER CITY,1600005A,592,115,N,940,POLLING PLACE,105,45,34
CULVER CITY,1600005A,592,115,N,0,VBM PORTION,91,31,38
CULVER CITY,1600005A,592,115,N,940,TOTAL,196,76,72
CULVER CITY,1600007A,593,115,N,1313,POLLING PLACE,213,67,87
CULVER CITY,1600007A,593,115,N,0,VBM PORTION,179,59,60
CULVER CITY,1600007A,593,115,N,1313,TOTAL,392,126,147
CULVER CITY,1600008A,594,115,N,1204,POLLING PLACE,303,99,122
CULVER CITY,1600008A,594,115,N,0,VBM PORTION,160,43,63
CULVER CITY,1600008A,594,115,N,1204,TOTAL,463,142,185
CULVER CITY,1600011A,595,115,N,1263,POLLING PLACE,128,40,56
CULVER CITY,1600011A,595,115,N,0,VBM PORTION,170,54,71
CULVER CITY,1600011A,595,115,N,1263,TOTAL,298,94,127
CULVER CITY,1600013B,596,115,N,1183,POLLING PLACE,253,89,75
CULVER CITY,1600013B,596,115,N,0,VBM PORTION,146,38,51
CULVER CITY,1600013B,596,115,N,1183,TOTAL,399,127,126
CULVER CITY,1600014A,597,115,N,482,POLLING PLACE,67,17,29
CULVER CITY,1600014A,597,115,N,0,VBM PORTION,93,27,40
CULVER CITY,1600014A,597,115,N,482,TOTAL,160,44,69
CULVER CITY,1600014C,6039,116,Y,0,POLLING PLACE,0,0,0
CULVER CITY,1600014C,6039,116,Y,0,VBM PORTION,0,0,0
CULVER CITY,1600014C,6039,116,Y,0,TOTAL,0,0,0
CULVER CITY,1600017B,598,115,N,1176,POLLING PLACE,80,19,30
CULVER CITY,1600017B,598,115,N,0,VBM PORTION,124,42,55
CULVER CITY,1600017B,598,115,N,1176,TOTAL,204,61,85
CULVER CITY,1600018A,599,115,N,965,POLLING PLACE,68,35,24
CULVER CITY,1600018A,599,115,N,0,VBM PORTION,70,37,22
CULVER CITY,1600018A,599,115,N,965,TOTAL,138,72,46
CULVER CITY,1600022A,600,115,N,673,POLLING PLACE,125,39,38
CULVER CITY,1600022A,600,115,N,0,VBM PORTION,78,33,25
CULVER CITY,1600022A,600,115,N,673,TOTAL,203,72,63
CULVER CITY,1600024A,601,115,N,1275,POLLING PLACE,147,52,49
CULVER CITY,1600024A,601,115,N,0,VBM PORTION,138,51,56
CULVER CITY,1600024A,601,115,N,1275,TOTAL,285,103,105
CULVER CITY,1600025A,602,115,N,999,POLLING PLACE,216,61,89
CULVER CITY,1600025A,602,115,N,0,VBM PORTION,170,49,73
CULVER CITY,1600025A,602,115,N,999,TOTAL,386,110,162
CULVER CITY,1600027C,603,115,N,664,POLLING PLACE,102,26,37
CULVER CITY,1600027C,603,115,N,0,VBM PORTION,93,20,39
CULVER CITY,1600027C,603,115,N,664,TOTAL,195,46,76
CULVER CITY,1600028A,604,115,N,1291,POLLING PLACE,167,65,56
CULVER CITY,1600028A,604,115,N,0,VBM PORTION,198,60,92
CULVER CITY,1600028A,604,115,N,1291,TOTAL,365,125,148
CULVER CITY,1600031C,605,115,N,1064,POLLING PLACE,152,43,71
CULVER CITY,1600031C,605,115,N,0,VBM PORTION,148,52,72
CULVER CITY,1600031C,605,115,N,1064,TOTAL,300,95,143
CULVER CITY,1600034A,606,115,N,1195,POLLING PLACE,220,67,84
CULVER CITY,1600034A,606,115,N,0,VBM PORTION,198,54,88
CULVER CITY,1600034A,606,115,N,1195,TOTAL,418,121,172
CULVER CITY,1600042A,607,115,N,794,POLLING PLACE,173,48,82
CULVER CITY,1600042A,607,115,N,0,VBM PORTION,137,31,71
CULVER CITY,1600042A,607,115,N,794,TOTAL,310,79,153
CULVER CITY,1600045A,608,115,N,1024,POLLING PLACE,105,33,41
CULVER CITY,1600045A,608,115,N,0,VBM PORTION,110,26,48
CULVER CITY,1600045A,608,115,N,1024,TOTAL,215,59,89
CULVER CITY,1600055A,609,115,N,1182,POLLING PLACE,153,48,61
CULVER CITY,1600055A,609,115,N,0,VBM PORTION,86,27,32
CULVER CITY,1600055A,609,115,N,1182,TOTAL,239,75,93
CULVER CITY,1600071C,6040,114,Y,1,POLLING PLACE,0,0,0
CULVER CITY,1600071C,6040,114,Y,0,VBM PORTION,0,0,0
CULVER CITY,1600071C,6040,114,Y,1,TOTAL,0,0,0
CULVER CITY,1600073A,610,115,N,1290,POLLING PLACE,138,57,49
CULVER CITY,1600073A,610,115,N,0,VBM PORTION,88,37,33
CULVER CITY,1600073A,610,115,N,1290,TOTAL,226,94,82
CULVER CITY,1600074B,611,115,N,1163,POLLING PLACE,129,61,46
CULVER CITY,1600074B,611,115,N,0,VBM PORTION,127,42,56
CULVER CITY,1600074B,611,115,N,1163,TOTAL,256,103,102
CULVER CITY,1600076A,612,115,N,1199,POLLING PLACE,133,48,58
CULVER CITY,1600076A,612,115,N,0,VBM PORTION,133,56,47
CULVER CITY,1600076A,612,115,N,1199,TOTAL,266,104,105
DEL AIRE,1680001A,613,162,N,889,POLLING PLACE,81,41,17
DEL AIRE,1680001A,613,162,N,0,VBM PORTION,58,33,14
DEL AIRE,1680001A,613,162,N,889,TOTAL,139,74,31
DEL AIRE,1680002B,614,162,N,1004,POLLING PLACE,121,61,36
DEL AIRE,1680002B,614,162,N,0,VBM PORTION,90,50,18
DEL AIRE,1680002B,614,162,N,1004,TOTAL,211,111,54
DEL AIRE,1680003A,615,162,N,917,POLLING PLACE,69,31,23
DEL AIRE,1680003A,615,162,N,0,VBM PORTION,78,38,22
DEL AIRE,1680003A,615,162,N,917,TOTAL,147,69,45
DEL AIRE,1680004A,616,162,N,807,POLLING PLACE,81,45,23
DEL AIRE,1680004A,616,162,N,0,VBM PORTION,59,39,9
DEL AIRE,1680004A,616,162,N,807,TOTAL,140,84,32
DEL AIRE,1680005A,617,162,N,432,POLLING PLACE,34,17,11
DEL AIRE,1680005A,617,162,N,0,VBM PORTION,32,20,5
DEL AIRE,1680005A,617,162,N,432,TOTAL,66,37,16
DEL AIRE,1680006C,618,162,N,673,POLLING PLACE,55,31,16
DEL AIRE,1680006C,618,162,N,0,VBM PORTION,45,22,12
DEL AIRE,1680006C,618,162,N,673,TOTAL,100,53,28
DEL AIRE,1680007A,619,162,N,1032,POLLING PLACE,99,47,25
DEL AIRE,1680007A,619,162,N,0,VBM PORTION,52,17,13
DEL AIRE,1680007A,619,162,N,1032,TOTAL,151,64,38
DEL SUR,1750001A,620,3,N,1021,POLLING PLACE,128,64,31
DEL SUR,1750001A,620,3,N,0,VBM PORTION,104,60,15
DEL SUR,1750001A,620,3,N,1021,TOTAL,232,124,46
DEL SUR,1750052A,6041,2,Y,279,POLLING PLACE,0,0,0
DEL SUR,1750052A,6041,2,Y,0,VBM PORTION,132,83,32
DEL SUR,1750052A,6041,2,Y,279,TOTAL,132,83,32
DEL SUR,1750054A,621,3,N,705,POLLING PLACE,99,57,21
DEL SUR,1750054A,621,3,N,0,VBM PORTION,91,61,15
DEL SUR,1750054A,621,3,N,705,TOTAL,190,118,36
DEL SUR,1750055A,622,2,N,1325,POLLING PLACE,208,135,29
DEL SUR,1750055A,622,2,N,0,VBM PORTION,138,79,39
DEL SUR,1750055A,622,2,N,1325,TOTAL,346,214,68
DEL SUR,1750061D,6042,2,Y,90,POLLING PLACE,0,0,0
DEL SUR,1750061D,6042,2,Y,0,VBM PORTION,27,16,4
DEL SUR,1750061D,6042,2,Y,90,TOTAL,27,16,4
DESERT,1770001A,623,3,N,1173,POLLING PLACE,122,70,27
DESERT,1770001A,623,3,N,0,VBM PORTION,59,28,13
DESERT,1770001A,623,3,N,1173,TOTAL,181,98,40
DESERT,1770004A,624,3,N,1193,POLLING PLACE,144,88,23
DESERT,1770004A,624,3,N,0,VBM PORTION,173,97,47
DESERT,1770004A,624,3,N,1193,TOTAL,317,185,70
DESERT,1770015A,625,3,N,977,POLLING PLACE,87,48,18
DESERT,1770015A,625,3,N,0,VBM PORTION,150,108,19
DESERT,1770015A,625,3,N,977,TOTAL,237,156,37
DESERT,1770016A,626,3,N,419,POLLING PLACE,42,21,10
DESERT,1770016A,626,3,N,0,VBM PORTION,51,33,8
DESERT,1770016A,626,3,N,419,TOTAL,93,54,18
DESERT,1770063A,6043,3,Y,2,POLLING PLACE,0,0,0
DESERT,1770063A,6043,3,Y,0,VBM PORTION,0,0,0
DESERT,1770063A,6043,3,Y,2,TOTAL,0,0,0
DIAMOND BAR,1780001A,627,122,N,1214,POLLING PLACE,92,43,14
DIAMOND BAR,1780001A,627,122,N,0,VBM PORTION,113,53,23
DIAMOND BAR,1780001A,627,122,N,1214,TOTAL,205,96,37
DIAMOND BAR,1780002A,628,122,N,1233,POLLING PLACE,118,65,29
DIAMOND BAR,1780002A,628,122,N,0,VBM PORTION,108,52,34
DIAMOND BAR,1780002A,628,122,N,1233,TOTAL,226,117,63
DIAMOND BAR,1780004A,629,122,N,1243,POLLING PLACE,89,51,20
DIAMOND BAR,1780004A,629,122,N,0,VBM PORTION,124,52,39
DIAMOND BAR,1780004A,629,122,N,1243,TOTAL,213,103,59
DIAMOND BAR,1780006A,630,122,N,1139,POLLING PLACE,78,38,21
DIAMOND BAR,1780006A,630,122,N,0,VBM PORTION,112,60,28
DIAMOND BAR,1780006A,630,122,N,1139,TOTAL,190,98,49
DIAMOND BAR,1780007B,631,122,N,1132,POLLING PLACE,96,50,22
DIAMOND BAR,1780007B,631,122,N,0,VBM PORTION,99,47,26
DIAMOND BAR,1780007B,631,122,N,1132,TOTAL,195,97,48
DIAMOND BAR,1780008A,632,122,N,1256,POLLING PLACE,85,44,23
DIAMOND BAR,1780008A,632,122,N,0,VBM PORTION,159,65,40
DIAMOND BAR,1780008A,632,122,N,1256,TOTAL,244,109,63
DIAMOND BAR,1780014A,633,122,N,1277,POLLING PLACE,93,56,24
DIAMOND BAR,1780014A,633,122,N,0,VBM PORTION,119,66,29
DIAMOND BAR,1780014A,633,122,N,1277,TOTAL,212,122,53
DIAMOND BAR,1780020A,634,122,N,1147,POLLING PLACE,108,50,26
DIAMOND BAR,1780020A,634,122,N,0,VBM PORTION,139,70,38
DIAMOND BAR,1780020A,634,122,N,1147,TOTAL,247,120,64
DIAMOND BAR,1780021A,635,122,N,1087,POLLING PLACE,87,46,18
DIAMOND BAR,1780021A,635,122,N,0,VBM PORTION,108,46,30
DIAMOND BAR,1780021A,635,122,N,1087,TOTAL,195,92,48
DIAMOND BAR,1780041A,636,122,N,1222,POLLING PLACE,124,64,24
DIAMOND BAR,1780041A,636,122,N,0,VBM PORTION,112,51,26
DIAMOND BAR,1780041A,636,122,N,1222,TOTAL,236,115,50
DIAMOND BAR,1780043B,637,122,N,1231,POLLING PLACE,113,57,28
DIAMOND BAR,1780043B,637,122,N,0,VBM PORTION,119,54,29
DIAMOND BAR,1780043B,637,122,N,1231,TOTAL,232,111,57
DIAMOND BAR,1780063A,638,122,N,613,POLLING PLACE,58,32,17
DIAMOND BAR,1780063A,638,122,N,0,VBM PORTION,71,33,14
DIAMOND BAR,1780063A,638,122,N,613,TOTAL,129,65,31
DIAMOND BAR,1780063B,639,122,N,928,POLLING PLACE,108,60,24
DIAMOND BAR,1780063B,639,122,N,0,VBM PORTION,79,45,18
DIAMOND BAR,1780063B,639,122,N,928,TOTAL,187,105,42
DIAMOND BAR,1780065B,640,122,N,957,POLLING PLACE,114,65,27
DIAMOND BAR,1780065B,640,122,N,0,VBM PORTION,115,47,35
DIAMOND BAR,1780065B,640,122,N,957,TOTAL,229,112,62
DIAMOND BAR,1780066A,641,122,N,898,POLLING PLACE,71,45,15
DIAMOND BAR,1780066A,641,122,N,0,VBM PORTION,88,37,20
DIAMOND BAR,1780066A,641,122,N,898,TOTAL,159,82,35
DIAMOND BAR,1780067A,642,122,N,906,POLLING PLACE,112,52,26
DIAMOND BAR,1780067A,642,122,N,0,VBM PORTION,81,40,26
DIAMOND BAR,1780067A,642,122,N,906,TOTAL,193,92,52
DIAMOND BAR,1780068A,643,122,N,1129,POLLING PLACE,96,53,25
DIAMOND BAR,1780068A,643,122,N,0,VBM PORTION,88,35,15
DIAMOND BAR,1780068A,643,122,N,1129,TOTAL,184,88,40
DIAMOND BAR,1780069A,644,122,N,1066,POLLING PLACE,64,41,9
DIAMOND BAR,1780069A,644,122,N,0,VBM PORTION,102,65,18
DIAMOND BAR,1780069A,644,122,N,1066,TOTAL,166,106,27
DIAMOND BAR,1780070A,645,122,N,1129,POLLING PLACE,99,50,25
DIAMOND BAR,1780070A,645,122,N,0,VBM PORTION,135,66,39
DIAMOND BAR,1780070A,645,122,N,1129,TOTAL,234,116,64
DIAMOND BAR,1780071C,646,122,N,1082,POLLING PLACE,61,23,15
DIAMOND BAR,1780071C,646,122,N,0,VBM PORTION,108,56,23
DIAMOND BAR,1780071C,646,122,N,1082,TOTAL,169,79,38
DIAMOND BAR,1780072A,647,122,N,883,POLLING PLACE,95,54,17
DIAMOND BAR,1780072A,647,122,N,0,VBM PORTION,73,35,19
DIAMOND BAR,1780072A,647,122,N,883,TOTAL,168,89,36
DIAMOND BAR,1780073A,648,122,N,921,POLLING PLACE,96,54,23
DIAMOND BAR,1780073A,648,122,N,0,VBM PORTION,100,59,20
DIAMOND BAR,1780073A,648,122,N,921,TOTAL,196,113,43
DIAMOND BAR,1780075A,649,122,N,950,POLLING PLACE,58,29,19
DIAMOND BAR,1780075A,649,122,N,0,VBM PORTION,88,37,36
DIAMOND BAR,1780075A,649,122,N,950,TOTAL,146,66,55
DIAMOND BAR,1780077A,650,122,N,922,POLLING PLACE,63,29,20
DIAMOND BAR,1780077A,650,122,N,0,VBM PORTION,80,31,26
DIAMOND BAR,1780077A,650,122,N,922,TOTAL,143,60,46
DIAMOND BAR,1780078A,651,122,N,1014,POLLING PLACE,66,39,14
DIAMOND BAR,1780078A,651,122,N,0,VBM PORTION,96,35,31
DIAMOND BAR,1780078A,651,122,N,1014,TOTAL,162,74,45
DIAMOND BAR,1780081A,652,122,N,654,POLLING PLACE,48,27,5
DIAMOND BAR,1780081A,652,122,N,0,VBM PORTION,56,24,14
DIAMOND BAR,1780081A,652,122,N,654,TOTAL,104,51,19
DIAMOND BAR,1780085A,653,122,N,774,POLLING PLACE,63,30,15
DIAMOND BAR,1780085A,653,122,N,0,VBM PORTION,58,22,22
DIAMOND BAR,1780085A,653,122,N,774,TOTAL,121,52,37
DIAMOND BAR,1780087A,654,122,N,608,POLLING PLACE,52,27,15
DIAMOND BAR,1780087A,654,122,N,0,VBM PORTION,58,35,11
DIAMOND BAR,1780087A,654,122,N,608,TOTAL,110,62,26
DIAMOND BAR,1780091E,655,122,N,984,POLLING PLACE,92,50,27
DIAMOND BAR,1780091E,655,122,N,0,VBM PORTION,103,52,26
DIAMOND BAR,1780091E,655,122,N,984,TOTAL,195,102,53
DIAMOND BAR,1780092A,656,122,N,741,POLLING PLACE,52,29,9
DIAMOND BAR,1780092A,656,122,N,0,VBM PORTION,88,43,18
DIAMOND BAR,1780092A,656,122,N,741,TOTAL,140,72,27
DIAMOND BAR,1780094A,657,122,N,1136,POLLING PLACE,95,45,28
DIAMOND BAR,1780094A,657,122,N,0,VBM PORTION,84,38,21
DIAMOND BAR,1780094A,657,122,N,1136,TOTAL,179,83,49
DOMINGUEZ,1800020B,658,178,N,774,POLLING PLACE,101,60,25
DOMINGUEZ,1800020B,658,178,N,0,VBM PORTION,46,21,14
DOMINGUEZ,1800020B,658,178,N,774,TOTAL,147,81,39
DOMINGUEZ,1800021A,659,178,N,834,POLLING PLACE,122,64,30
DOMINGUEZ,1800021A,659,178,N,0,VBM PORTION,58,29,18
DOMINGUEZ,1800021A,659,178,N,834,TOTAL,180,93,48
DOWNEY,1850001A,660,138,N,1115,POLLING PLACE,80,43,24
DOWNEY,1850001A,660,138,N,0,VBM PORTION,74,42,18
DOWNEY,1850001A,660,138,N,1115,TOTAL,154,85,42
DOWNEY,1850002A,661,138,N,451,POLLING PLACE,26,12,9
DOWNEY,1850002A,661,138,N,0,VBM PORTION,14,9,2
DOWNEY,1850002A,661,138,N,451,TOTAL,40,21,11
DOWNEY,1850002C,662,138,N,596,POLLING PLACE,48,28,15
DOWNEY,1850002C,662,138,N,0,VBM PORTION,28,11,5
DOWNEY,1850002C,662,138,N,596,TOTAL,76,39,20
DOWNEY,1850006B,663,138,N,709,POLLING PLACE,23,12,6
DOWNEY,1850006B,663,138,N,0,VBM PORTION,19,14,2
DOWNEY,1850006B,663,138,N,709,TOTAL,42,26,8
DOWNEY,1850008A,664,138,N,994,POLLING PLACE,122,66,34
DOWNEY,1850008A,664,138,N,0,VBM PORTION,48,29,6
DOWNEY,1850008A,664,138,N,994,TOTAL,170,95,40
DOWNEY,1850009A,665,138,N,1056,POLLING PLACE,98,54,28
DOWNEY,1850009A,665,138,N,0,VBM PORTION,81,40,29
DOWNEY,1850009A,665,138,N,1056,TOTAL,179,94,57
DOWNEY,1850010A,666,138,N,626,POLLING PLACE,56,34,12
DOWNEY,1850010A,666,138,N,0,VBM PORTION,37,13,10
DOWNEY,1850010A,666,138,N,626,TOTAL,93,47,22
DOWNEY,1850011A,667,138,N,668,POLLING PLACE,46,32,7
DOWNEY,1850011A,667,138,N,0,VBM PORTION,22,13,2
DOWNEY,1850011A,667,138,N,668,TOTAL,68,45,9
DOWNEY,1850011B,668,138,N,670,POLLING PLACE,33,15,10
DOWNEY,1850011B,668,138,N,0,VBM PORTION,25,6,14
DOWNEY,1850011B,668,138,N,670,TOTAL,58,21,24
DOWNEY,1850012A,669,138,N,794,POLLING PLACE,92,47,29
DOWNEY,1850012A,669,138,N,0,VBM PORTION,37,20,7
DOWNEY,1850012A,669,138,N,794,TOTAL,129,67,36
DOWNEY,1850013A,670,138,N,1025,POLLING PLACE,105,51,35
DOWNEY,1850013A,670,138,N,0,VBM PORTION,46,25,11
DOWNEY,1850013A,670,138,N,1025,TOTAL,151,76,46
DOWNEY,1850015A,671,138,N,1094,POLLING PLACE,119,63,35
DOWNEY,1850015A,671,138,N,0,VBM PORTION,65,37,15
DOWNEY,1850015A,671,138,N,1094,TOTAL,184,100,50
DOWNEY,1850016A,672,138,N,1168,POLLING PLACE,182,96,41
DOWNEY,1850016A,672,138,N,0,VBM PORTION,62,33,12
DOWNEY,1850016A,672,138,N,1168,TOTAL,244,129,53
DOWNEY,1850017A,673,138,N,1263,POLLING PLACE,96,51,20
DOWNEY,1850017A,673,138,N,0,VBM PORTION,69,39,21
DOWNEY,1850017A,673,138,N,1263,TOTAL,165,90,41
DOWNEY,1850019A,674,138,N,1291,POLLING PLACE,106,48,31
DOWNEY,1850019A,674,138,N,0,VBM PORTION,77,42,11
DOWNEY,1850019A,674,138,N,1291,TOTAL,183,90,42
DOWNEY,1850023A,675,138,N,880,POLLING PLACE,63,33,17
DOWNEY,1850023A,675,138,N,0,VBM PORTION,45,25,12
DOWNEY,1850023A,675,138,N,880,TOTAL,108,58,29
DOWNEY,1850024A,676,138,N,975,POLLING PLACE,101,46,31
DOWNEY,1850024A,676,138,N,0,VBM PORTION,74,37,15
DOWNEY,1850024A,676,138,N,975,TOTAL,175,83,46
DOWNEY,1850025A,677,138,N,831,POLLING PLACE,95,61,16
DOWNEY,1850025A,677,138,N,0,VBM PORTION,62,32,20
DOWNEY,1850025A,677,138,N,831,TOTAL,157,93,36
DOWNEY,1850027A,678,138,N,1012,POLLING PLACE,78,38,24
DOWNEY,1850027A,678,138,N,0,VBM PORTION,49,28,11
DOWNEY,1850027A,678,138,N,1012,TOTAL,127,66,35
DOWNEY,1850028A,679,138,N,1213,POLLING PLACE,126,56,34
DOWNEY,1850028A,679,138,N,0,VBM PORTION,85,40,19
DOWNEY,1850028A,679,138,N,1213,TOTAL,211,96,53
DOWNEY,1850029B,680,138,N,767,POLLING PLACE,102,55,32
DOWNEY,1850029B,680,138,N,0,VBM PORTION,75,35,26
DOWNEY,1850029B,680,138,N,767,TOTAL,177,90,58
DOWNEY,1850030A,681,138,N,1253,POLLING PLACE,145,81,42
DOWNEY,1850030A,681,138,N,0,VBM PORTION,71,36,20
DOWNEY,1850030A,681,138,N,1253,TOTAL,216,117,62
DOWNEY,1850031A,682,138,N,797,POLLING PLACE,55,36,12
DOWNEY,1850031A,682,138,N,0,VBM PORTION,42,27,9
DOWNEY,1850031A,682,138,N,797,TOTAL,97,63,21
DOWNEY,1850032A,683,138,N,986,POLLING PLACE,85,51,21
DOWNEY,1850032A,683,138,N,0,VBM PORTION,66,31,14
DOWNEY,1850032A,683,138,N,986,TOTAL,151,82,35
DOWNEY,1850033A,684,138,N,987,POLLING PLACE,110,66,24
DOWNEY,1850033A,684,138,N,0,VBM PORTION,58,34,15
DOWNEY,1850033A,684,138,N,987,TOTAL,168,100,39
DOWNEY,1850034B,685,138,N,807,POLLING PLACE,66,38,18
DOWNEY,1850034B,685,138,N,0,VBM PORTION,26,16,4
DOWNEY,1850034B,685,138,N,807,TOTAL,92,54,22
DOWNEY,1850038A,686,138,N,1086,POLLING PLACE,123,76,31
DOWNEY,1850038A,686,138,N,0,VBM PORTION,79,48,17
DOWNEY,1850038A,686,138,N,1086,TOTAL,202,124,48
DOWNEY,1850040A,687,138,N,895,POLLING PLACE,101,54,27
DOWNEY,1850040A,687,138,N,0,VBM PORTION,47,29,9
DOWNEY,1850040A,687,138,N,895,TOTAL,148,83,36
DOWNEY,1850041A,688,138,N,1227,POLLING PLACE,91,53,20
DOWNEY,1850041A,688,138,N,0,VBM PORTION,64,35,18
DOWNEY,1850041A,688,138,N,1227,TOTAL,155,88,38
DOWNEY,1850043A,689,138,N,944,POLLING PLACE,124,69,19
DOWNEY,1850043A,689,138,N,0,VBM PORTION,84,42,16
DOWNEY,1850043A,689,138,N,944,TOTAL,208,111,35
DOWNEY,1850045A,690,138,N,584,POLLING PLACE,82,32,27
DOWNEY,1850045A,690,138,N,0,VBM PORTION,49,35,11
DOWNEY,1850045A,690,138,N,584,TOTAL,131,67,38
DOWNEY,1850046A,691,138,N,623,POLLING PLACE,63,31,18
DOWNEY,1850046A,691,138,N,0,VBM PORTION,43,30,8
DOWNEY,1850046A,691,138,N,623,TOTAL,106,61,26
DOWNEY,1850047A,692,138,N,927,POLLING PLACE,129,69,22
DOWNEY,1850047A,692,138,N,0,VBM PORTION,72,38,17
DOWNEY,1850047A,692,138,N,927,TOTAL,201,107,39
DOWNEY,1850050A,693,138,N,946,POLLING PLACE,109,66,21
DOWNEY,1850050A,693,138,N,0,VBM PORTION,59,31,15
DOWNEY,1850050A,693,138,N,946,TOTAL,168,97,36
DOWNEY,1850051B,694,138,N,861,POLLING PLACE,130,65,34
DOWNEY,1850051B,694,138,N,0,VBM PORTION,73,41,18
DOWNEY,1850051B,694,138,N,861,TOTAL,203,106,52
DOWNEY,1850055A,695,138,N,762,POLLING PLACE,95,48,21
DOWNEY,1850055A,695,138,N,0,VBM PORTION,66,36,16
DOWNEY,1850055A,695,138,N,762,TOTAL,161,84,37
DOWNEY,1850056C,696,138,N,1176,POLLING PLACE,86,46,19
DOWNEY,1850056C,696,138,N,0,VBM PORTION,46,19,17
DOWNEY,1850056C,696,138,N,1176,TOTAL,132,65,36
DOWNEY,1850057A,697,138,N,773,POLLING PLACE,36,22,11
DOWNEY,1850057A,697,138,N,0,VBM PORTION,22,16,4
DOWNEY,1850057A,697,138,N,773,TOTAL,58,38,15
DOWNEY,1850058A,698,138,N,844,POLLING PLACE,57,31,15
DOWNEY,1850058A,698,138,N,0,VBM PORTION,31,19,7
DOWNEY,1850058A,698,138,N,844,TOTAL,88,50,22
DOWNEY,1850059A,699,138,N,438,POLLING PLACE,68,31,12
DOWNEY,1850059A,699,138,N,0,VBM PORTION,22,8,9
DOWNEY,1850059A,699,138,N,438,TOTAL,90,39,21
DOWNEY,1850062A,700,138,N,1029,POLLING PLACE,129,67,29
DOWNEY,1850062A,700,138,N,0,VBM PORTION,84,45,17
DOWNEY,1850062A,700,138,N,1029,TOTAL,213,112,46
DOWNEY,1850063A,701,138,N,805,POLLING PLACE,69,42,14
DOWNEY,1850063A,701,138,N,0,VBM PORTION,40,23,11
DOWNEY,1850063A,701,138,N,805,TOTAL,109,65,25
DOWNEY,1850064A,702,138,N,816,POLLING PLACE,45,22,12
DOWNEY,1850064A,702,138,N,0,VBM PORTION,40,22,14
DOWNEY,1850064A,702,138,N,816,TOTAL,85,44,26
DOWNEY,1850065A,703,138,N,1051,POLLING PLACE,122,69,32
DOWNEY,1850065A,703,138,N,0,VBM PORTION,70,42,18
DOWNEY,1850065A,703,138,N,1051,TOTAL,192,111,50
DOWNEY,1850067A,704,138,N,791,POLLING PLACE,112,58,32
DOWNEY,1850067A,704,138,N,0,VBM PORTION,57,23,24
DOWNEY,1850067A,704,138,N,791,TOTAL,169,81,56
DOWNEY,1850071A,705,138,N,964,POLLING PLACE,141,70,30
DOWNEY,1850071A,705,138,N,0,VBM PORTION,90,42,25
DOWNEY,1850071A,705,138,N,964,TOTAL,231,112,55
DOWNEY,1850073A,706,138,N,858,POLLING PLACE,139,64,43
DOWNEY,1850073A,706,138,N,0,VBM PORTION,85,41,25
DOWNEY,1850073A,706,138,N,858,TOTAL,224,105,68
DOWNEY,1850074B,707,138,N,708,POLLING PLACE,91,56,16
DOWNEY,1850074B,707,138,N,0,VBM PORTION,45,23,12
DOWNEY,1850074B,707,138,N,708,TOTAL,136,79,28
DOWNEY,1850076A,708,138,N,1131,POLLING PLACE,157,72,36
DOWNEY,1850076A,708,138,N,0,VBM PORTION,79,24,33
DOWNEY,1850076A,708,138,N,1131,TOTAL,236,96,69
DOWNEY,1850079A,709,138,N,1085,POLLING PLACE,191,107,46
DOWNEY,1850079A,709,138,N,0,VBM PORTION,73,32,26
DOWNEY,1850079A,709,138,N,1085,TOTAL,264,139,72
DOWNEY,1850080A,710,138,N,914,POLLING PLACE,127,69,29
DOWNEY,1850080A,710,138,N,0,VBM PORTION,62,29,14
DOWNEY,1850080A,710,138,N,914,TOTAL,189,98,43
DOWNEY,1850081A,711,138,N,1245,POLLING PLACE,116,63,25
DOWNEY,1850081A,711,138,N,0,VBM PORTION,88,43,15
DOWNEY,1850081A,711,138,N,1245,TOTAL,204,106,40
DOWNEY,1850082B,712,138,N,1080,POLLING PLACE,103,45,29
DOWNEY,1850082B,712,138,N,0,VBM PORTION,95,53,24
DOWNEY,1850082B,712,138,N,1080,TOTAL,198,98,53
DOWNEY,1850083A,713,138,N,1101,POLLING PLACE,132,70,26
DOWNEY,1850083A,713,138,N,0,VBM PORTION,73,43,18
DOWNEY,1850083A,713,138,N,1101,TOTAL,205,113,44
DOWNEY,1850089A,714,138,N,915,POLLING PLACE,72,36,24
DOWNEY,1850089A,714,138,N,0,VBM PORTION,53,25,19
DOWNEY,1850089A,714,138,N,915,TOTAL,125,61,43
DOWNEY,1850094A,715,138,N,412,POLLING PLACE,57,23,13
DOWNEY,1850094A,715,138,N,0,VBM PORTION,30,14,10
DOWNEY,1850094A,715,138,N,412,TOTAL,87,37,23
DOWNEY,1850102A,716,138,N,1117,POLLING PLACE,176,102,45
DOWNEY,1850102A,716,138,N,0,VBM PORTION,69,32,21
