LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,PAMALA F MATSUMOTO,AMY CARTER
CHARTER OAK,1100083A,475,68,N,0,VBM PORTION,59,15,29
CHARTER OAK,1100083A,475,68,N,1136,TOTAL,109,22,62
CHARTER OAK,1100084A,476,68,N,795,POLLING PLACE,57,9,40
CHARTER OAK,1100084A,476,68,N,0,VBM PORTION,48,9,26
CHARTER OAK,1100084A,476,68,N,795,TOTAL,105,18,66
CHATSWORTH,1150001A,477,10,N,807,POLLING PLACE,34,12,17
CHATSWORTH,1150001A,477,10,N,0,VBM PORTION,58,15,30
CHATSWORTH,1150001A,477,10,N,807,TOTAL,92,27,47
CHATSWORTH,1150002A,478,57,N,472,POLLING PLACE,51,17,28
CHATSWORTH,1150002A,478,57,N,0,VBM PORTION,36,10,23
CHATSWORTH,1150002A,478,57,N,472,TOTAL,87,27,51
CHATSWORTH,1150004A,6028,55,Y,2,POLLING PLACE,0,0,0
CHATSWORTH,1150004A,6028,55,Y,0,VBM PORTION,2,0,0
CHATSWORTH,1150004A,6028,55,Y,2,TOTAL,2,0,0
CHATSWORTH,1150012A,479,57,N,606,POLLING PLACE,81,15,51
CHATSWORTH,1150012A,479,57,N,0,VBM PORTION,48,4,34
CHATSWORTH,1150012A,479,57,N,606,TOTAL,129,19,85
CITRUS,1250005A,6029,69,Y,285,POLLING PLACE,0,0,0
CITRUS,1250005A,6029,69,Y,0,VBM PORTION,95,15,53
CITRUS,1250005A,6029,69,Y,285,TOTAL,95,15,53
CITRUS,1250071A,6030,33,Y,4,POLLING PLACE,0,0,0
CITRUS,1250071A,6030,33,Y,0,VBM PORTION,0,0,0
CITRUS,1250071A,6030,33,Y,4,TOTAL,0,0,0
CITRUS,1250072A,6031,66,Y,0,POLLING PLACE,0,0,0
CITRUS,1250072A,6031,66,Y,0,VBM PORTION,0,0,0
CITRUS,1250072A,6031,66,Y,0,TOTAL,0,0,0
CITRUS,1250075A,6032,29,Y,13,POLLING PLACE,0,0,0
CITRUS,1250075A,6032,29,Y,0,VBM PORTION,5,0,3
CITRUS,1250075A,6032,29,Y,13,TOTAL,5,0,3
CITRUS,1250079A,6033,67,Y,0,POLLING PLACE,0,0,0
CITRUS,1250079A,6033,67,Y,0,VBM PORTION,0,0,0
CITRUS,1250079A,6033,67,Y,0,TOTAL,0,0,0
CITRUS,1250083A,6034,68,Y,177,POLLING PLACE,0,0,0
CITRUS,1250083A,6034,68,Y,0,VBM PORTION,37,12,15
CITRUS,1250083A,6034,68,Y,177,TOTAL,37,12,15
CLAREMONT,1300001A,480,31,N,894,POLLING PLACE,69,24,32
CLAREMONT,1300001A,480,31,N,0,VBM PORTION,90,23,44
CLAREMONT,1300001A,480,31,N,894,TOTAL,159,47,76
CLAREMONT,1300002A,481,31,N,737,POLLING PLACE,89,24,44
CLAREMONT,1300002A,481,31,N,0,VBM PORTION,67,23,24
CLAREMONT,1300002A,481,31,N,737,TOTAL,156,47,68
CLAREMONT,1300003A,482,31,N,1252,POLLING PLACE,152,42,75
CLAREMONT,1300003A,482,31,N,0,VBM PORTION,96,33,51
CLAREMONT,1300003A,482,31,N,1252,TOTAL,248,75,126
CLAREMONT,1300004A,483,31,N,730,POLLING PLACE,19,6,10
CLAREMONT,1300004A,483,31,N,0,VBM PORTION,13,5,7
CLAREMONT,1300004A,483,31,N,730,TOTAL,32,11,17
CLAREMONT,1300005A,484,31,N,957,POLLING PLACE,129,42,63
CLAREMONT,1300005A,484,31,N,0,VBM PORTION,84,31,31
CLAREMONT,1300005A,484,31,N,957,TOTAL,213,73,94
CLAREMONT,1300007A,485,31,N,928,POLLING PLACE,100,40,37
CLAREMONT,1300007A,485,31,N,0,VBM PORTION,141,33,57
CLAREMONT,1300007A,485,31,N,928,TOTAL,241,73,94
CLAREMONT,1300008A,486,31,N,947,POLLING PLACE,220,137,49
CLAREMONT,1300008A,486,31,N,0,VBM PORTION,277,156,66
CLAREMONT,1300008A,486,31,N,947,TOTAL,497,293,115
CLAREMONT,1300009A,487,31,N,889,POLLING PLACE,147,54,57
CLAREMONT,1300009A,487,31,N,0,VBM PORTION,169,57,65
CLAREMONT,1300009A,487,31,N,889,TOTAL,316,111,122
CLAREMONT,1300012A,488,31,N,814,POLLING PLACE,145,61,53
CLAREMONT,1300012A,488,31,N,0,VBM PORTION,90,40,26
CLAREMONT,1300012A,488,31,N,814,TOTAL,235,101,79
CLAREMONT,1300013A,489,31,N,709,POLLING PLACE,6,2,4
CLAREMONT,1300013A,489,31,N,0,VBM PORTION,11,5,3
CLAREMONT,1300013A,489,31,N,709,TOTAL,17,7,7
CLAREMONT,1300014A,490,31,N,930,POLLING PLACE,126,36,71
CLAREMONT,1300014A,490,31,N,0,VBM PORTION,103,23,57
CLAREMONT,1300014A,490,31,N,930,TOTAL,229,59,128
CLAREMONT,1300015A,491,31,N,839,POLLING PLACE,142,44,71
CLAREMONT,1300015A,491,31,N,0,VBM PORTION,86,22,39
CLAREMONT,1300015A,491,31,N,839,TOTAL,228,66,110
CLAREMONT,1300018A,492,31,N,928,POLLING PLACE,126,33,61
CLAREMONT,1300018A,492,31,N,0,VBM PORTION,113,31,39
CLAREMONT,1300018A,492,31,N,928,TOTAL,239,64,100
CLAREMONT,1300019A,493,31,N,932,POLLING PLACE,143,42,75
CLAREMONT,1300019A,493,31,N,0,VBM PORTION,129,36,56
CLAREMONT,1300019A,493,31,N,932,TOTAL,272,78,131
CLAREMONT,1300020A,494,31,N,882,POLLING PLACE,107,38,45
CLAREMONT,1300020A,494,31,N,0,VBM PORTION,106,28,55
CLAREMONT,1300020A,494,31,N,882,TOTAL,213,66,100
CLAREMONT,1300021A,495,31,N,886,POLLING PLACE,144,60,60
CLAREMONT,1300021A,495,31,N,0,VBM PORTION,99,26,50
CLAREMONT,1300021A,495,31,N,886,TOTAL,243,86,110
CLAREMONT,1300023B,496,31,N,612,POLLING PLACE,66,21,34
CLAREMONT,1300023B,496,31,N,0,VBM PORTION,37,20,16
CLAREMONT,1300023B,496,31,N,612,TOTAL,103,41,50
CLAREMONT,1300025A,497,31,N,866,POLLING PLACE,131,52,48
CLAREMONT,1300025A,497,31,N,0,VBM PORTION,125,41,52
CLAREMONT,1300025A,497,31,N,866,TOTAL,256,93,100
CLAREMONT,1300026A,498,31,N,809,POLLING PLACE,110,32,59
CLAREMONT,1300026A,498,31,N,0,VBM PORTION,105,35,41
CLAREMONT,1300026A,498,31,N,809,TOTAL,215,67,100
CLAREMONT,1300029A,499,31,N,536,POLLING PLACE,49,20,19
CLAREMONT,1300029A,499,31,N,0,VBM PORTION,92,33,33
CLAREMONT,1300029A,499,31,N,536,TOTAL,141,53,52
CLAREMONT,1300037A,500,31,N,1195,POLLING PLACE,132,35,73
CLAREMONT,1300037A,500,31,N,0,VBM PORTION,115,26,57
CLAREMONT,1300037A,500,31,N,1195,TOTAL,247,61,130
CLAREMONT,1300039A,501,31,N,1218,POLLING PLACE,154,50,76
CLAREMONT,1300039A,501,31,N,0,VBM PORTION,171,36,85
CLAREMONT,1300039A,501,31,N,1218,TOTAL,325,86,161
CLAREMONT,1300042A,502,31,N,962,POLLING PLACE,104,36,46
CLAREMONT,1300042A,502,31,N,0,VBM PORTION,112,34,58
CLAREMONT,1300042A,502,31,N,962,TOTAL,216,70,104
CLAREMONT,1300062A,503,31,N,705,POLLING PLACE,92,31,49
CLAREMONT,1300062A,503,31,N,0,VBM PORTION,91,23,46
CLAREMONT,1300062A,503,31,N,705,TOTAL,183,54,95
CLAREMONT,1300063A,504,31,N,1074,POLLING PLACE,180,62,87
CLAREMONT,1300063A,504,31,N,0,VBM PORTION,128,26,57
CLAREMONT,1300063A,504,31,N,1074,TOTAL,308,88,144
COMMERCE,1430002A,505,135,N,696,POLLING PLACE,57,13,29
COMMERCE,1430002A,505,135,N,0,VBM PORTION,12,6,6
COMMERCE,1430002A,505,135,N,696,TOTAL,69,19,35
COMMERCE,1430003A,6035,134,Y,0,POLLING PLACE,0,0,0
COMMERCE,1430003A,6035,134,Y,0,VBM PORTION,0,0,0
COMMERCE,1430003A,6035,134,Y,0,TOTAL,0,0,0
COMMERCE,1430009A,506,135,N,1086,POLLING PLACE,73,24,30
COMMERCE,1430009A,506,135,N,0,VBM PORTION,39,6,26
COMMERCE,1430009A,506,135,N,1086,TOTAL,112,30,56
COMMERCE,1430031A,507,135,N,798,POLLING PLACE,105,30,53
COMMERCE,1430031A,507,135,N,0,VBM PORTION,48,12,28
COMMERCE,1430031A,507,135,N,798,TOTAL,153,42,81
COMMERCE,1430033A,508,135,N,1053,POLLING PLACE,61,22,25
COMMERCE,1430033A,508,135,N,0,VBM PORTION,37,19,12
COMMERCE,1430033A,508,135,N,1053,TOTAL,98,41,37
COMMERCE,1430034A,509,135,N,644,POLLING PLACE,45,18,22
COMMERCE,1430034A,509,135,N,0,VBM PORTION,32,6,20
COMMERCE,1430034A,509,135,N,644,TOTAL,77,24,42
COMMERCE,1430035A,510,135,N,1029,POLLING PLACE,57,19,28
COMMERCE,1430035A,510,135,N,0,VBM PORTION,40,12,25
COMMERCE,1430035A,510,135,N,1029,TOTAL,97,31,53
COMMERCE,1430036A,511,135,N,950,POLLING PLACE,46,16,17
COMMERCE,1430036A,511,135,N,0,VBM PORTION,29,5,17
COMMERCE,1430036A,511,135,N,950,TOTAL,75,21,34
COMPTON,1450002A,512,178,N,1212,POLLING PLACE,66,11,46
COMPTON,1450002A,512,178,N,0,VBM PORTION,36,6,28
COMPTON,1450002A,512,178,N,1212,TOTAL,102,17,74
COMPTON,1450004A,513,178,N,958,POLLING PLACE,58,8,36
COMPTON,1450004A,513,178,N,0,VBM PORTION,40,11,22
COMPTON,1450004A,513,178,N,958,TOTAL,98,19,58
COMPTON,1450005A,514,178,N,738,POLLING PLACE,77,14,53
COMPTON,1450005A,514,178,N,0,VBM PORTION,25,5,17
COMPTON,1450005A,514,178,N,738,TOTAL,102,19,70
COMPTON,1450006A,515,178,N,851,POLLING PLACE,41,13,23
COMPTON,1450006A,515,178,N,0,VBM PORTION,23,6,12
COMPTON,1450006A,515,178,N,851,TOTAL,64,19,35
COMPTON,1450007B,516,178,N,1160,POLLING PLACE,81,12,52
COMPTON,1450007B,516,178,N,0,VBM PORTION,33,9,19
COMPTON,1450007B,516,178,N,1160,TOTAL,114,21,71
COMPTON,1450008A,517,178,N,1089,POLLING PLACE,61,10,39
COMPTON,1450008A,517,178,N,0,VBM PORTION,45,13,23
COMPTON,1450008A,517,178,N,1089,TOTAL,106,23,62
COMPTON,1450010C,518,178,N,721,POLLING PLACE,64,8,50
COMPTON,1450010C,518,178,N,0,VBM PORTION,42,7,29
COMPTON,1450010C,518,178,N,721,TOTAL,106,15,79
COMPTON,1450018A,519,178,N,769,POLLING PLACE,37,4,29
COMPTON,1450018A,519,178,N,0,VBM PORTION,26,8,15
COMPTON,1450018A,519,178,N,769,TOTAL,63,12,44
COMPTON,1450020A,520,178,N,1002,POLLING PLACE,70,9,52
COMPTON,1450020A,520,178,N,0,VBM PORTION,45,12,22
COMPTON,1450020A,520,178,N,1002,TOTAL,115,21,74
COMPTON,1450022B,521,178,N,1054,POLLING PLACE,80,2,65
COMPTON,1450022B,521,178,N,0,VBM PORTION,43,9,28
COMPTON,1450022B,521,178,N,1054,TOTAL,123,11,93
COMPTON,1450024A,522,178,N,1072,POLLING PLACE,136,21,85
COMPTON,1450024A,522,178,N,0,VBM PORTION,86,20,52
COMPTON,1450024A,522,178,N,1072,TOTAL,222,41,137
COMPTON,1450027A,523,178,N,1090,POLLING PLACE,80,17,54
COMPTON,1450027A,523,178,N,0,VBM PORTION,42,15,22
COMPTON,1450027A,523,178,N,1090,TOTAL,122,32,76
COMPTON,1450028C,524,178,N,1156,POLLING PLACE,66,12,44
COMPTON,1450028C,524,178,N,0,VBM PORTION,45,8,30
COMPTON,1450028C,524,178,N,1156,TOTAL,111,20,74
COMPTON,1450030A,525,178,N,734,POLLING PLACE,60,5,45
COMPTON,1450030A,525,178,N,0,VBM PORTION,32,9,15
COMPTON,1450030A,525,178,N,734,TOTAL,92,14,60
COMPTON,1450033A,526,178,N,1086,POLLING PLACE,85,16,55
COMPTON,1450033A,526,178,N,0,VBM PORTION,25,7,15
COMPTON,1450033A,526,178,N,1086,TOTAL,110,23,70
COMPTON,1450034A,527,178,N,771,POLLING PLACE,65,11,48
COMPTON,1450034A,527,178,N,0,VBM PORTION,35,8,22
COMPTON,1450034A,527,178,N,771,TOTAL,100,19,70
COMPTON,1450036A,528,178,N,1143,POLLING PLACE,69,18,46
COMPTON,1450036A,528,178,N,0,VBM PORTION,33,15,17
COMPTON,1450036A,528,178,N,1143,TOTAL,102,33,63
COMPTON,1450040C,529,178,N,1061,POLLING PLACE,69,12,47
COMPTON,1450040C,529,178,N,0,VBM PORTION,46,11,26
COMPTON,1450040C,529,178,N,1061,TOTAL,115,23,73
COMPTON,1450042C,530,178,N,1065,POLLING PLACE,85,18,52
COMPTON,1450042C,530,178,N,0,VBM PORTION,36,9,21
COMPTON,1450042C,530,178,N,1065,TOTAL,121,27,73
COMPTON,1450043B,531,178,N,763,POLLING PLACE,85,10,59
COMPTON,1450043B,531,178,N,0,VBM PORTION,54,11,32
COMPTON,1450043B,531,178,N,763,TOTAL,139,21,91
COMPTON,1450045A,532,178,N,1015,POLLING PLACE,88,9,65
COMPTON,1450045A,532,178,N,0,VBM PORTION,52,16,26
COMPTON,1450045A,532,178,N,1015,TOTAL,140,25,91
COMPTON,1450052A,533,178,N,938,POLLING PLACE,47,12,27
COMPTON,1450052A,533,178,N,0,VBM PORTION,38,11,26
COMPTON,1450052A,533,178,N,938,TOTAL,85,23,53
COMPTON,1450062B,534,178,N,952,POLLING PLACE,33,2,22
COMPTON,1450062B,534,178,N,0,VBM PORTION,40,9,25
COMPTON,1450062B,534,178,N,952,TOTAL,73,11,47
COMPTON,1450091A,535,178,N,1142,POLLING PLACE,90,17,61
COMPTON,1450091A,535,178,N,0,VBM PORTION,57,8,25
COMPTON,1450091A,535,178,N,1142,TOTAL,147,25,86
COMPTON,1450113A,536,178,N,1120,POLLING PLACE,86,11,63
COMPTON,1450113A,536,178,N,0,VBM PORTION,39,5,29
COMPTON,1450113A,536,178,N,1120,TOTAL,125,16,92
COMPTON,1450118B,537,178,N,1004,POLLING PLACE,64,11,46
COMPTON,1450118B,537,178,N,0,VBM PORTION,52,14,29
COMPTON,1450118B,537,178,N,1004,TOTAL,116,25,75
COMPTON,1450132A,538,178,N,789,POLLING PLACE,54,14,31
COMPTON,1450132A,538,178,N,0,VBM PORTION,25,5,17
COMPTON,1450132A,538,178,N,789,TOTAL,79,19,48
COMPTON,1450133A,539,178,N,839,POLLING PLACE,38,7,26
COMPTON,1450133A,539,178,N,0,VBM PORTION,30,6,22
COMPTON,1450133A,539,178,N,839,TOTAL,68,13,48
COMPTON,1450137B,540,178,N,1027,POLLING PLACE,56,13,37
COMPTON,1450137B,540,178,N,0,VBM PORTION,55,8,42
COMPTON,1450137B,540,178,N,1027,TOTAL,111,21,79
COMPTON,1450137L,541,178,N,587,POLLING PLACE,13,3,9
COMPTON,1450137L,541,178,N,0,VBM PORTION,16,4,8
COMPTON,1450137L,541,178,N,587,TOTAL,29,7,17
COMPTON,1450142B,542,178,N,1151,POLLING PLACE,70,15,48
COMPTON,1450142B,542,178,N,0,VBM PORTION,41,6,29
COMPTON,1450142B,542,178,N,1151,TOTAL,111,21,77
COMPTON,1450144G,6036,178,Y,0,POLLING PLACE,0,0,0
COMPTON,1450144G,6036,178,Y,0,VBM PORTION,0,0,0
COMPTON,1450144G,6036,178,Y,0,TOTAL,0,0,0
COMPTON,1450147A,543,178,N,789,POLLING PLACE,77,15,50
COMPTON,1450147A,543,178,N,0,VBM PORTION,78,17,44
COMPTON,1450147A,543,178,N,789,TOTAL,155,32,94
COMPTON,1450148A,544,178,N,811,POLLING PLACE,50,15,27
COMPTON,1450148A,544,178,N,0,VBM PORTION,59,14,31
COMPTON,1450148A,544,178,N,811,TOTAL,109,29,58
COMPTON,1450149A,545,178,N,1166,POLLING PLACE,81,11,60
COMPTON,1450149A,545,178,N,0,VBM PORTION,39,7,27
COMPTON,1450149A,545,178,N,1166,TOTAL,120,18,87
COMPTON,1450152A,546,178,N,682,POLLING PLACE,62,9,44
COMPTON,1450152A,546,178,N,0,VBM PORTION,46,9,25
COMPTON,1450152A,546,178,N,682,TOTAL,108,18,69
COMPTON,1450153A,547,178,N,961,POLLING PLACE,52,12,33
COMPTON,1450153A,547,178,N,0,VBM PORTION,35,7,25
COMPTON,1450153A,547,178,N,961,TOTAL,87,19,58
COMPTON,1450154A,548,178,N,1094,POLLING PLACE,88,20,52
COMPTON,1450154A,548,178,N,0,VBM PORTION,57,12,37
COMPTON,1450154A,548,178,N,1094,TOTAL,145,32,89
COMPTON,1450155A,549,178,N,1101,POLLING PLACE,80,8,59
COMPTON,1450155A,549,178,N,0,VBM PORTION,50,4,39
COMPTON,1450155A,549,178,N,1101,TOTAL,130,12,98
COMPTON,1450157A,550,178,N,874,POLLING PLACE,66,10,45
COMPTON,1450157A,550,178,N,0,VBM PORTION,46,13,25
COMPTON,1450157A,550,178,N,874,TOTAL,112,23,70
COMPTON,1450160A,551,178,N,888,POLLING PLACE,87,12,64
COMPTON,1450160A,551,178,N,0,VBM PORTION,40,10,22
COMPTON,1450160A,551,178,N,888,TOTAL,127,22,86
COMPTON,1450163A,552,178,N,863,POLLING PLACE,64,10,37
COMPTON,1450163A,552,178,N,0,VBM PORTION,28,4,18
COMPTON,1450163A,552,178,N,863,TOTAL,92,14,55
COMPTON,1450164C,553,178,N,1069,POLLING PLACE,82,11,57
COMPTON,1450164C,553,178,N,0,VBM PORTION,41,7,30
COMPTON,1450164C,553,178,N,1069,TOTAL,123,18,87
COMPTON,1450167A,554,178,N,1121,POLLING PLACE,107,17,74
COMPTON,1450167A,554,178,N,0,VBM PORTION,58,20,24
COMPTON,1450167A,554,178,N,1121,TOTAL,165,37,98
COMPTON,1450305A,555,178,N,1265,POLLING PLACE,44,8,28
COMPTON,1450305A,555,178,N,0,VBM PORTION,47,9,29
COMPTON,1450305A,555,178,N,1265,TOTAL,91,17,57
COMPTON,1450305B,556,178,N,320,POLLING PLACE,8,4,2
COMPTON,1450305B,556,178,N,0,VBM PORTION,10,2,8
COMPTON,1450305B,556,178,N,320,TOTAL,18,6,10
COVINA,1500001A,557,68,N,348,POLLING PLACE,23,9,13
COVINA,1500001A,557,68,N,0,VBM PORTION,9,3,3
COVINA,1500001A,557,68,N,348,TOTAL,32,12,16
COVINA,1500003A,558,68,N,736,POLLING PLACE,80,22,43
COVINA,1500003A,558,68,N,0,VBM PORTION,56,11,29
COVINA,1500003A,558,68,N,736,TOTAL,136,33,72
COVINA,1500008A,559,68,N,916,POLLING PLACE,100,26,58
COVINA,1500008A,559,68,N,0,VBM PORTION,68,21,28
COVINA,1500008A,559,68,N,916,TOTAL,168,47,86
COVINA,1500009A,560,68,N,926,POLLING PLACE,104,25,61
COVINA,1500009A,560,68,N,0,VBM PORTION,80,18,42
COVINA,1500009A,560,68,N,926,TOTAL,184,43,103
COVINA,1500012A,561,68,N,1136,POLLING PLACE,105,27,56
COVINA,1500012A,561,68,N,0,VBM PORTION,69,23,30
COVINA,1500012A,561,68,N,1136,TOTAL,174,50,86
COVINA,1500014A,562,68,N,1272,POLLING PLACE,69,17,35
COVINA,1500014A,562,68,N,0,VBM PORTION,64,8,33
COVINA,1500014A,562,68,N,1272,TOTAL,133,25,68
COVINA,1500016B,563,68,N,1043,POLLING PLACE,79,21,44
COVINA,1500016B,563,68,N,0,VBM PORTION,101,26,58
COVINA,1500016B,563,68,N,1043,TOTAL,180,47,102
COVINA,1500022A,564,68,N,1209,POLLING PLACE,81,22,47
COVINA,1500022A,564,68,N,0,VBM PORTION,58,17,30
COVINA,1500022A,564,68,N,1209,TOTAL,139,39,77
COVINA,1500024A,565,68,N,1036,POLLING PLACE,70,22,34
COVINA,1500024A,565,68,N,0,VBM PORTION,73,28,30
COVINA,1500024A,565,68,N,1036,TOTAL,143,50,64
COVINA,1500025A,566,68,N,1170,POLLING PLACE,45,8,29
COVINA,1500025A,566,68,N,0,VBM PORTION,49,22,21
COVINA,1500025A,566,68,N,1170,TOTAL,94,30,50
COVINA,1500027A,567,68,N,702,POLLING PLACE,41,5,29
COVINA,1500027A,567,68,N,0,VBM PORTION,45,12,27
COVINA,1500027A,567,68,N,702,TOTAL,86,17,56
COVINA,1500029A,568,68,N,1071,POLLING PLACE,70,19,36
COVINA,1500029A,568,68,N,0,VBM PORTION,98,21,57
COVINA,1500029A,568,68,N,1071,TOTAL,168,40,93
COVINA,1500031A,569,68,N,1293,POLLING PLACE,121,26,75
COVINA,1500031A,569,68,N,0,VBM PORTION,122,33,63
COVINA,1500031A,569,68,N,1293,TOTAL,243,59,138
COVINA,1500035A,570,68,N,1096,POLLING PLACE,81,22,49
COVINA,1500035A,570,68,N,0,VBM PORTION,69,27,33
COVINA,1500035A,570,68,N,1096,TOTAL,150,49,82
COVINA,1500036C,571,68,N,1075,POLLING PLACE,86,20,50
COVINA,1500036C,571,68,N,0,VBM PORTION,76,21,42
COVINA,1500036C,571,68,N,1075,TOTAL,162,41,92
COVINA,1500037A,572,68,N,1164,POLLING PLACE,126,42,60
COVINA,1500037A,572,68,N,0,VBM PORTION,87,20,47
COVINA,1500037A,572,68,N,1164,TOTAL,213,62,107
COVINA,1500056A,573,68,N,1288,POLLING PLACE,83,22,42
COVINA,1500056A,573,68,N,0,VBM PORTION,81,19,41
COVINA,1500056A,573,68,N,1288,TOTAL,164,41,83
COVINA,1500073A,574,68,N,1295,POLLING PLACE,157,29,92
COVINA,1500073A,574,68,N,0,VBM PORTION,138,32,58
COVINA,1500073A,574,68,N,1295,TOTAL,295,61,150
COVINA,1500078A,575,68,N,1103,POLLING PLACE,75,19,40
COVINA,1500078A,575,68,N,0,VBM PORTION,85,28,36
COVINA,1500078A,575,68,N,1103,TOTAL,160,47,76
COVINA,1500082A,576,68,N,1045,POLLING PLACE,90,29,44
COVINA,1500082A,576,68,N,0,VBM PORTION,107,43,47
COVINA,1500082A,576,68,N,1045,TOTAL,197,72,91
COVINA,1500084A,577,68,N,852,POLLING PLACE,96,21,60
COVINA,1500084A,577,68,N,0,VBM PORTION,72,22,35
COVINA,1500084A,577,68,N,852,TOTAL,168,43,95
COVINA,1500086B,578,68,N,1252,POLLING PLACE,82,30,39
COVINA,1500086B,578,68,N,0,VBM PORTION,77,20,39
COVINA,1500086B,578,68,N,1252,TOTAL,159,50,78
COVINA,1500089A,579,68,N,1180,POLLING PLACE,63,11,40
COVINA,1500089A,579,68,N,0,VBM PORTION,75,16,45
COVINA,1500089A,579,68,N,1180,TOTAL,138,27,85
COVINA,1500090A,580,68,N,593,POLLING PLACE,42,12,18
COVINA,1500090A,580,68,N,0,VBM PORTION,24,8,11
COVINA,1500090A,580,68,N,593,TOTAL,66,20,29
COVINA,1500093A,581,68,N,1289,POLLING PLACE,71,12,41
COVINA,1500093A,581,68,N,0,VBM PORTION,86,24,48
COVINA,1500093A,581,68,N,1289,TOTAL,157,36,89
CUDAHY,1550001A,582,164,N,1039,POLLING PLACE,61,30,25
CUDAHY,1550001A,582,164,N,0,VBM PORTION,33,5,26
CUDAHY,1550001A,582,164,N,1039,TOTAL,94,35,51
CUDAHY,1550005A,583,164,N,1162,POLLING PLACE,60,26,30
CUDAHY,1550005A,583,164,N,0,VBM PORTION,19,8,9
CUDAHY,1550005A,583,164,N,1162,TOTAL,79,34,39
CUDAHY,1550006A,584,164,N,1163,POLLING PLACE,62,27,24
CUDAHY,1550006A,584,164,N,0,VBM PORTION,20,9,8
CUDAHY,1550006A,584,164,N,1163,TOTAL,82,36,32
CUDAHY,1550009A,585,164,N,990,POLLING PLACE,55,18,30
CUDAHY,1550009A,585,164,N,0,VBM PORTION,29,9,15
CUDAHY,1550009A,585,164,N,990,TOTAL,84,27,45
CUDAHY,1550010A,586,164,N,1043,POLLING PLACE,59,26,28
CUDAHY,1550010A,586,164,N,0,VBM PORTION,24,14,9
CUDAHY,1550010A,586,164,N,1043,TOTAL,83,40,37
CUDAHY,1550020A,587,164,N,1300,POLLING PLACE,79,34,30
CUDAHY,1550020A,587,164,N,0,VBM PORTION,37,13,16
CUDAHY,1550020A,587,164,N,1300,TOTAL,116,47,46
CULVER CITY,1600001A,588,115,N,960,POLLING PLACE,85,47,22
CULVER CITY,1600001A,588,115,N,0,VBM PORTION,78,40,20
CULVER CITY,1600001A,588,115,N,960,TOTAL,163,87,42
CULVER CITY,1600001B,6037,116,Y,0,POLLING PLACE,0,0,0
CULVER CITY,1600001B,6037,116,Y,0,VBM PORTION,0,0,0
CULVER CITY,1600001B,6037,116,Y,0,TOTAL,0,0,0
CULVER CITY,1600002A,589,115,N,782,POLLING PLACE,79,30,28
CULVER CITY,1600002A,589,115,N,0,VBM PORTION,62,25,18
CULVER CITY,1600002A,589,115,N,782,TOTAL,141,55,46
CULVER CITY,1600003A,590,115,N,1057,POLLING PLACE,138,44,55
CULVER CITY,1600003A,590,115,N,0,VBM PORTION,105,42,30
CULVER CITY,1600003A,590,115,N,1057,TOTAL,243,86,85
CULVER CITY,1600004A,591,115,N,1147,POLLING PLACE,122,50,34
CULVER CITY,1600004A,591,115,N,0,VBM PORTION,112,53,28
CULVER CITY,1600004A,591,115,N,1147,TOTAL,234,103,62
CULVER CITY,1600004D,6038,116,Y,0,POLLING PLACE,0,0,0
CULVER CITY,1600004D,6038,116,Y,0,VBM PORTION,0,0,0
CULVER CITY,1600004D,6038,116,Y,0,TOTAL,0,0,0
CULVER CITY,1600005A,592,115,N,940,POLLING PLACE,105,43,39
CULVER CITY,1600005A,592,115,N,0,VBM PORTION,91,30,41
CULVER CITY,1600005A,592,115,N,940,TOTAL,196,73,80
CULVER CITY,1600007A,593,115,N,1313,POLLING PLACE,213,93,63
CULVER CITY,1600007A,593,115,N,0,VBM PORTION,179,70,59
CULVER CITY,1600007A,593,115,N,1313,TOTAL,392,163,122
CULVER CITY,1600008A,594,115,N,1204,POLLING PLACE,303,114,110
CULVER CITY,1600008A,594,115,N,0,VBM PORTION,160,80,30
CULVER CITY,1600008A,594,115,N,1204,TOTAL,463,194,140
CULVER CITY,1600011A,595,115,N,1263,POLLING PLACE,128,57,41
CULVER CITY,1600011A,595,115,N,0,VBM PORTION,170,73,54
CULVER CITY,1600011A,595,115,N,1263,TOTAL,298,130,95
CULVER CITY,1600013B,596,115,N,1183,POLLING PLACE,253,96,78
CULVER CITY,1600013B,596,115,N,0,VBM PORTION,146,54,39
CULVER CITY,1600013B,596,115,N,1183,TOTAL,399,150,117
CULVER CITY,1600014A,597,115,N,482,POLLING PLACE,67,31,17
CULVER CITY,1600014A,597,115,N,0,VBM PORTION,93,36,35
CULVER CITY,1600014A,597,115,N,482,TOTAL,160,67,52
CULVER CITY,1600014C,6039,116,Y,0,POLLING PLACE,0,0,0
CULVER CITY,1600014C,6039,116,Y,0,VBM PORTION,0,0,0
CULVER CITY,1600014C,6039,116,Y,0,TOTAL,0,0,0
CULVER CITY,1600017B,598,115,N,1176,POLLING PLACE,80,23,28
CULVER CITY,1600017B,598,115,N,0,VBM PORTION,124,54,46
CULVER CITY,1600017B,598,115,N,1176,TOTAL,204,77,74
CULVER CITY,1600018A,599,115,N,965,POLLING PLACE,68,33,28
CULVER CITY,1600018A,599,115,N,0,VBM PORTION,70,26,33
CULVER CITY,1600018A,599,115,N,965,TOTAL,138,59,61
CULVER CITY,1600022A,600,115,N,673,POLLING PLACE,125,41,33
