LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,TRACY OKIDA,JOHN Y WONG,JOHN MORRIS,B E MANYERE,KRISH KUMAR,NESTOR VALENCIA,JEFFREY PRANG,OMAR HAROON,FRANK DIAZ JR,YVONNE AUSTIN,SANDY SUN,JOHN LOEW
LA MIRADA,3300042A,1213,132,N,1165,TOTAL,178,6,21,26,6,12,3,16,7,6,9,7,23
LA MIRADA,3300044A,1214,132,N,1222,POLLING PLACE,92,2,22,7,1,4,8,15,1,3,1,7,6
LA MIRADA,3300044A,1214,132,N,0,VBM PORTION,111,5,11,13,2,1,3,19,5,5,7,13,7
LA MIRADA,3300044A,1214,132,N,1222,TOTAL,203,7,33,20,3,5,11,34,6,8,8,20,13
LA MIRADA,3300045A,1215,132,N,1206,POLLING PLACE,177,5,24,21,6,10,5,16,17,5,5,8,14
LA MIRADA,3300045A,1215,132,N,0,VBM PORTION,128,0,12,15,0,10,3,17,2,12,5,12,4
LA MIRADA,3300045A,1215,132,N,1206,TOTAL,305,5,36,36,6,20,8,33,19,17,10,20,18
LA MIRADA,3300056A,1216,132,N,572,POLLING PLACE,130,1,12,13,2,5,1,29,6,8,5,5,12
LA MIRADA,3300056A,1216,132,N,0,VBM PORTION,143,5,23,7,0,11,2,22,4,8,5,20,8
LA MIRADA,3300056A,1216,132,N,572,TOTAL,273,6,35,20,2,16,3,51,10,16,10,25,20
LA MIRADA,3300070A,1217,132,N,1112,POLLING PLACE,85,1,7,8,3,6,3,12,5,10,1,2,9
LA MIRADA,3300070A,1217,132,N,0,VBM PORTION,71,2,7,8,2,3,1,7,7,4,8,2,8
LA MIRADA,3300070A,1217,132,N,1112,TOTAL,156,3,14,16,5,9,4,19,12,14,9,4,17
LA MIRADA,3300072A,1218,132,N,1320,POLLING PLACE,110,1,16,12,1,4,7,5,3,16,5,3,11
LA MIRADA,3300072A,1218,132,N,0,VBM PORTION,106,2,12,8,0,9,5,12,4,11,5,15,2
LA MIRADA,3300072A,1218,132,N,1320,TOTAL,216,3,28,20,1,13,12,17,7,27,10,18,13
LA MIRADA,3300073A,1219,132,N,1237,POLLING PLACE,68,2,11,8,1,1,4,6,9,6,3,5,5
LA MIRADA,3300073A,1219,132,N,0,VBM PORTION,58,5,0,3,4,4,2,8,3,6,5,4,6
LA MIRADA,3300073A,1219,132,N,1237,TOTAL,126,7,11,11,5,5,6,14,12,12,8,9,11
LA PUENTE,3330001A,1220,123,N,1186,POLLING PLACE,104,1,8,7,1,7,8,7,6,18,6,10,5
LA PUENTE,3330001A,1220,123,N,0,VBM PORTION,41,3,2,2,1,2,2,5,4,4,1,5,3
LA PUENTE,3330001A,1220,123,N,1186,TOTAL,145,4,10,9,2,9,10,12,10,22,7,15,8
LA PUENTE,3330002C,1221,123,N,462,POLLING PLACE,25,6,0,3,0,0,2,2,1,1,4,3,0
LA PUENTE,3330002C,1221,123,N,0,VBM PORTION,18,0,3,4,1,4,1,2,0,1,0,1,0
LA PUENTE,3330002C,1221,123,N,462,TOTAL,43,6,3,7,1,4,3,4,1,2,4,4,0
LA PUENTE,3330003E,1222,123,N,695,POLLING PLACE,49,0,5,4,0,5,6,3,1,11,2,3,1
LA PUENTE,3330003E,1222,123,N,0,VBM PORTION,38,0,1,2,0,1,7,8,2,5,2,0,1
LA PUENTE,3330003E,1222,123,N,695,TOTAL,87,0,6,6,0,6,13,11,3,16,4,3,2
LA PUENTE,3330004A,1223,123,N,1374,POLLING PLACE,78,2,4,6,0,9,4,7,3,12,1,6,5
LA PUENTE,3330004A,1223,123,N,0,VBM PORTION,91,3,8,8,2,9,0,10,8,14,3,4,4
LA PUENTE,3330004A,1223,123,N,1374,TOTAL,169,5,12,14,2,18,4,17,11,26,4,10,9
LA PUENTE,3330008A,1224,123,N,1089,POLLING PLACE,76,4,3,4,1,8,4,8,5,15,5,3,8
LA PUENTE,3330008A,1224,123,N,0,VBM PORTION,48,1,6,5,1,2,2,3,5,10,1,0,4
LA PUENTE,3330008A,1224,123,N,1089,TOTAL,124,5,9,9,2,10,6,11,10,25,6,3,12
LA PUENTE,3330009A,1225,123,N,1048,POLLING PLACE,52,2,1,3,0,1,4,8,5,10,1,6,5
LA PUENTE,3330009A,1225,123,N,0,VBM PORTION,45,0,4,1,2,3,4,5,2,5,7,5,2
LA PUENTE,3330009A,1225,123,N,1048,TOTAL,97,2,5,4,2,4,8,13,7,15,8,11,7
LA PUENTE,3330012A,1226,123,N,1208,POLLING PLACE,44,1,1,0,0,1,5,9,5,6,1,7,2
LA PUENTE,3330012A,1226,123,N,0,VBM PORTION,51,3,5,1,0,3,1,7,3,16,1,5,2
LA PUENTE,3330012A,1226,123,N,1208,TOTAL,95,4,6,1,0,4,6,16,8,22,2,12,4
LA PUENTE,3330013B,1227,123,N,980,POLLING PLACE,61,3,2,1,2,6,9,5,2,15,2,5,6
LA PUENTE,3330013B,1227,123,N,0,VBM PORTION,38,0,2,3,0,1,1,0,1,9,4,8,6
LA PUENTE,3330013B,1227,123,N,980,TOTAL,99,3,4,4,2,7,10,5,3,24,6,13,12
LA PUENTE,3330017A,1228,123,N,1201,POLLING PLACE,65,2,2,6,1,3,3,10,5,11,1,8,6
LA PUENTE,3330017A,1228,123,N,0,VBM PORTION,60,3,0,7,1,4,7,8,0,12,1,5,4
LA PUENTE,3330017A,1228,123,N,1201,TOTAL,125,5,2,13,2,7,10,18,5,23,2,13,10
LA PUENTE,3330018A,1229,123,N,1215,POLLING PLACE,55,0,6,2,1,6,6,2,3,6,1,10,6
LA PUENTE,3330018A,1229,123,N,0,VBM PORTION,38,0,5,5,0,1,1,5,3,7,0,3,2
LA PUENTE,3330018A,1229,123,N,1215,TOTAL,93,0,11,7,1,7,7,7,6,13,1,13,8
LA PUENTE,3330019C,1230,123,N,1092,POLLING PLACE,65,4,1,4,1,3,3,12,4,16,2,2,2
LA PUENTE,3330019C,1230,123,N,0,VBM PORTION,50,1,0,3,0,4,3,10,1,7,4,1,5
LA PUENTE,3330019C,1230,123,N,1092,TOTAL,115,5,1,7,1,7,6,22,5,23,6,3,7
LA PUENTE,3330020A,1231,123,N,1055,POLLING PLACE,46,1,2,2,0,5,3,10,3,10,1,4,3
LA PUENTE,3330020A,1231,123,N,0,VBM PORTION,51,5,0,7,1,5,3,5,3,12,0,0,3
LA PUENTE,3330020A,1231,123,N,1055,TOTAL,97,6,2,9,1,10,6,15,6,22,1,4,6
LA PUENTE,3330020B,1232,123,N,1004,POLLING PLACE,74,2,3,3,0,5,5,9,2,12,3,14,1
LA PUENTE,3330020B,1232,123,N,0,VBM PORTION,48,0,4,1,0,3,1,7,0,8,3,4,2
LA PUENTE,3330020B,1232,123,N,1004,TOTAL,122,2,7,4,0,8,6,16,2,20,6,18,3
LA PUENTE,3330021A,1233,123,N,1121,POLLING PLACE,88,3,1,2,1,2,6,15,2,15,4,23,3
LA PUENTE,3330021A,1233,123,N,0,VBM PORTION,48,0,0,2,0,4,1,4,2,12,5,6,2
LA PUENTE,3330021A,1233,123,N,1121,TOTAL,136,3,1,4,1,6,7,19,4,27,9,29,5
LA PUENTE,3330040C,1234,123,N,1072,POLLING PLACE,79,1,4,2,0,6,6,15,2,17,2,5,4
LA PUENTE,3330040C,1234,123,N,0,VBM PORTION,71,2,1,2,1,2,7,7,1,6,9,4,14
LA PUENTE,3330040C,1234,123,N,1072,TOTAL,150,3,5,4,1,8,13,22,3,23,11,9,18
LA RAMBLA,3350001A,1235,190,N,1042,POLLING PLACE,83,3,8,9,1,1,2,13,3,12,3,4,7
LA RAMBLA,3350001A,1235,190,N,0,VBM PORTION,68,1,5,5,0,1,1,9,5,10,4,5,11
LA RAMBLA,3350001A,1235,190,N,1042,TOTAL,151,4,13,14,1,2,3,22,8,22,7,9,18
LA VERNE,3400001A,1236,35,N,925,POLLING PLACE,110,5,10,23,3,7,1,23,10,7,1,3,7
LA VERNE,3400001A,1236,35,N,0,VBM PORTION,99,2,6,18,4,1,1,11,6,12,8,3,6
LA VERNE,3400001A,1236,35,N,925,TOTAL,209,7,16,41,7,8,2,34,16,19,9,6,13
LA VERNE,3400002A,1237,35,N,1037,POLLING PLACE,60,1,3,10,0,2,4,9,1,7,1,2,8
LA VERNE,3400002A,1237,35,N,0,VBM PORTION,57,5,7,7,3,2,1,3,3,1,2,4,6
LA VERNE,3400002A,1237,35,N,1037,TOTAL,117,6,10,17,3,4,5,12,4,8,3,6,14
LA VERNE,3400003A,1238,35,N,901,POLLING PLACE,88,3,3,15,3,5,2,8,11,4,4,4,6
LA VERNE,3400003A,1238,35,N,0,VBM PORTION,74,1,3,12,3,1,0,5,3,7,5,5,10
LA VERNE,3400003A,1238,35,N,901,TOTAL,162,4,6,27,6,6,2,13,14,11,9,9,16
LA VERNE,3400005A,1239,35,N,933,POLLING PLACE,114,2,5,17,4,8,6,10,10,13,4,7,9
LA VERNE,3400005A,1239,35,N,0,VBM PORTION,64,5,6,3,3,1,6,7,2,7,4,1,3
LA VERNE,3400005A,1239,35,N,933,TOTAL,178,7,11,20,7,9,12,17,12,20,8,8,12
LA VERNE,3400006A,1240,35,N,826,POLLING PLACE,72,1,2,9,1,2,1,14,6,9,2,3,4
LA VERNE,3400006A,1240,35,N,0,VBM PORTION,57,0,2,13,3,2,1,8,1,10,2,1,1
LA VERNE,3400006A,1240,35,N,826,TOTAL,129,1,4,22,4,4,2,22,7,19,4,4,5
LA VERNE,3400008A,1241,35,N,933,POLLING PLACE,123,1,14,18,2,3,1,15,9,5,1,7,12
LA VERNE,3400008A,1241,35,N,0,VBM PORTION,119,3,3,13,7,12,0,19,4,3,4,7,9
LA VERNE,3400008A,1241,35,N,933,TOTAL,242,4,17,31,9,15,1,34,13,8,5,14,21
LA VERNE,3400009A,1242,35,N,928,POLLING PLACE,104,0,9,17,4,3,1,21,8,12,3,6,5
LA VERNE,3400009A,1242,35,N,0,VBM PORTION,69,3,2,12,1,1,0,11,3,6,2,6,10
LA VERNE,3400009A,1242,35,N,928,TOTAL,173,3,11,29,5,4,1,32,11,18,5,12,15
LA VERNE,3400010A,1243,35,N,702,POLLING PLACE,75,0,3,8,3,4,0,16,11,1,2,2,6
LA VERNE,3400010A,1243,35,N,0,VBM PORTION,75,2,5,13,1,6,1,15,4,1,1,1,8
LA VERNE,3400010A,1243,35,N,702,TOTAL,150,2,8,21,4,10,1,31,15,2,3,3,14
LA VERNE,3400011A,1244,35,N,993,POLLING PLACE,94,1,10,7,4,6,3,19,8,13,4,1,7
LA VERNE,3400011A,1244,35,N,0,VBM PORTION,49,1,1,7,1,3,0,5,0,5,5,1,3
LA VERNE,3400011A,1244,35,N,993,TOTAL,143,2,11,14,5,9,3,24,8,18,9,2,10
LA VERNE,3400012A,1245,35,N,758,POLLING PLACE,68,2,4,11,4,2,0,11,7,6,0,4,5
LA VERNE,3400012A,1245,35,N,0,VBM PORTION,50,1,0,5,1,5,1,8,3,8,1,1,3
LA VERNE,3400012A,1245,35,N,758,TOTAL,118,3,4,16,5,7,1,19,10,14,1,5,8
LA VERNE,3400013A,6076,30,Y,0,POLLING PLACE,0,0,0,0,0,0,0,0,0,0,0,0,0
LA VERNE,3400013A,6076,30,Y,0,VBM PORTION,0,0,0,0,0,0,0,0,0,0,0,0,0
LA VERNE,3400013A,6076,30,Y,0,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
LA VERNE,3400014A,1246,35,N,599,POLLING PLACE,61,1,1,8,1,0,3,17,3,4,3,3,3
LA VERNE,3400014A,1246,35,N,0,VBM PORTION,59,3,0,5,3,1,0,13,3,6,6,2,2
LA VERNE,3400014A,1246,35,N,599,TOTAL,120,4,1,13,4,1,3,30,6,10,9,5,5
LA VERNE,3400015A,1247,35,N,749,POLLING PLACE,140,3,17,26,5,4,1,20,15,3,7,4,9
LA VERNE,3400015A,1247,35,N,0,VBM PORTION,144,2,7,17,3,3,1,29,16,4,8,9,6
LA VERNE,3400015A,1247,35,N,749,TOTAL,284,5,24,43,8,7,2,49,31,7,15,13,15
LA VERNE,3400016A,1248,35,N,907,POLLING PLACE,96,4,6,10,1,2,0,25,10,7,2,3,7
LA VERNE,3400016A,1248,35,N,0,VBM PORTION,119,1,8,11,4,2,2,19,9,11,10,10,6
LA VERNE,3400016A,1248,35,N,907,TOTAL,215,5,14,21,5,4,2,44,19,18,12,13,13
LA VERNE,3400017A,1249,35,N,792,POLLING PLACE,95,2,13,21,1,1,1,14,5,4,3,3,8
LA VERNE,3400017A,1249,35,N,0,VBM PORTION,92,2,11,21,1,1,1,13,3,2,2,3,8
LA VERNE,3400017A,1249,35,N,792,TOTAL,187,4,24,42,2,2,2,27,8,6,5,6,16
LA VERNE,3400018A,1250,35,N,1198,POLLING PLACE,109,2,8,17,8,1,2,13,15,4,1,4,9
LA VERNE,3400018A,1250,35,N,0,VBM PORTION,177,7,6,28,7,5,2,18,11,5,6,4,26
LA VERNE,3400018A,1250,35,N,1198,TOTAL,286,9,14,45,15,6,4,31,26,9,7,8,35
LA VERNE,3400019A,1251,35,N,927,POLLING PLACE,142,3,6,38,2,3,0,19,15,6,4,5,12
LA VERNE,3400019A,1251,35,N,0,VBM PORTION,124,2,7,23,2,7,1,25,14,3,5,2,2
LA VERNE,3400019A,1251,35,N,927,TOTAL,266,5,13,61,4,10,1,44,29,9,9,7,14
LA VERNE,3400021A,1252,35,N,1042,POLLING PLACE,207,5,5,27,7,7,3,45,17,12,13,6,28
LA VERNE,3400021A,1252,35,N,0,VBM PORTION,141,0,5,16,2,3,0,22,11,6,11,9,19
LA VERNE,3400021A,1252,35,N,1042,TOTAL,348,5,10,43,9,10,3,67,28,18,24,15,47
LA VERNE,3400022A,1253,35,N,751,POLLING PLACE,154,3,7,17,3,9,4,37,17,11,12,6,8
LA VERNE,3400022A,1253,35,N,0,VBM PORTION,138,2,12,12,2,7,3,36,7,7,4,7,14
LA VERNE,3400022A,1253,35,N,751,TOTAL,292,5,19,29,5,16,7,73,24,18,16,13,22
LA VERNE,3400023A,1254,35,N,1046,POLLING PLACE,98,5,14,6,0,7,4,12,6,5,2,1,13
LA VERNE,3400023A,1254,35,N,0,VBM PORTION,82,1,3,7,1,7,1,14,8,3,7,1,13
LA VERNE,3400023A,1254,35,N,1046,TOTAL,180,6,17,13,1,14,5,26,14,8,9,2,26
LA VERNE,3400024A,1255,35,N,955,POLLING PLACE,132,2,1,18,7,4,8,16,21,3,2,5,21
LA VERNE,3400024A,1255,35,N,0,VBM PORTION,73,1,1,11,0,3,1,11,8,8,5,6,5
LA VERNE,3400024A,1255,35,N,955,TOTAL,205,3,2,29,7,7,9,27,29,11,7,11,26
LA VERNE,3400025A,1256,35,N,885,POLLING PLACE,101,3,6,11,0,2,0,31,8,5,3,4,8
LA VERNE,3400025A,1256,35,N,0,VBM PORTION,55,1,8,9,1,2,3,11,1,5,0,0,5
LA VERNE,3400025A,1256,35,N,885,TOTAL,156,4,14,20,1,4,3,42,9,10,3,4,13
LA VERNE,3400052A,1257,35,N,944,POLLING PLACE,136,0,10,25,1,6,1,20,18,3,0,4,8
LA VERNE,3400052A,1257,35,N,0,VBM PORTION,113,4,9,11,0,10,0,15,17,5,2,10,10
LA VERNE,3400052A,1257,35,N,944,TOTAL,249,4,19,36,1,16,1,35,35,8,2,14,18
LA VERNE,3400053A,1258,35,N,801,POLLING PLACE,83,2,5,13,1,4,4,12,8,7,6,2,3
LA VERNE,3400053A,1258,35,N,0,VBM PORTION,73,1,2,11,4,5,4,11,4,4,3,0,3
LA VERNE,3400053A,1258,35,N,801,TOTAL,156,3,7,24,5,9,8,23,12,11,9,2,6
LADERA HEIGHTS,3430001A,1259,114,N,767,POLLING PLACE,86,1,6,12,0,3,0,13,14,2,11,5,3
LADERA HEIGHTS,3430001A,1259,114,N,0,VBM PORTION,66,0,2,8,2,0,0,18,4,2,7,0,3
LADERA HEIGHTS,3430001A,1259,114,N,767,TOTAL,152,1,8,20,2,3,0,31,18,4,18,5,6
LADERA HEIGHTS,3430003A,1260,114,N,1163,POLLING PLACE,198,6,10,31,8,11,4,28,34,5,17,5,11
LADERA HEIGHTS,3430003A,1260,114,N,0,VBM PORTION,131,0,6,17,3,4,0,11,17,8,4,7,14
LADERA HEIGHTS,3430003A,1260,114,N,1163,TOTAL,329,6,16,48,11,15,4,39,51,13,21,12,25
LADERA HEIGHTS,3430003D,6077,115,Y,1,POLLING PLACE,0,0,0,0,0,0,0,0,0,0,0,0,0
LADERA HEIGHTS,3430003D,6077,115,Y,0,VBM PORTION,0,0,0,0,0,0,0,0,0,0,0,0,0
LADERA HEIGHTS,3430003D,6077,115,Y,1,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
LADERA HEIGHTS,3430004A,1261,114,N,1270,POLLING PLACE,221,3,10,32,4,5,2,37,46,2,14,9,11
LADERA HEIGHTS,3430004A,1261,114,N,0,VBM PORTION,184,8,3,34,3,9,0,35,13,4,13,7,7
LADERA HEIGHTS,3430004A,1261,114,N,1270,TOTAL,405,11,13,66,7,14,2,72,59,6,27,16,18
LADERA HEIGHTS,3430007A,1262,114,N,1368,POLLING PLACE,178,3,11,32,6,3,1,26,29,4,11,6,10
LADERA HEIGHTS,3430007A,1262,114,N,0,VBM PORTION,163,3,11,23,2,7,2,26,13,2,12,9,11
LADERA HEIGHTS,3430007A,1262,114,N,1368,TOTAL,341,6,22,55,8,10,3,52,42,6,23,15,21
LADERA HEIGHTS,3430018A,1263,114,N,543,POLLING PLACE,76,2,6,10,0,3,0,9,19,4,3,7,1
LADERA HEIGHTS,3430018A,1263,114,N,0,VBM PORTION,50,0,0,4,2,0,0,8,3,1,4,2,2
LADERA HEIGHTS,3430018A,1263,114,N,543,TOTAL,126,2,6,14,2,3,0,17,22,5,7,9,3
LADERA HEIGHTS,3430020A,1264,114,N,867,POLLING PLACE,80,3,2,7,0,1,2,15,21,3,2,2,3
LADERA HEIGHTS,3430020A,1264,114,N,0,VBM PORTION,109,4,5,11,2,5,0,17,12,3,15,7,5
LADERA HEIGHTS,3430020A,1264,114,N,867,TOTAL,189,7,7,18,2,6,2,32,33,6,17,9,8
LADERA HEIGHTS,3430100C,6078,116,Y,56,POLLING PLACE,0,0,0,0,0,0,0,0,0,0,0,0,0
LADERA HEIGHTS,3430100C,6078,116,Y,0,VBM PORTION,7,0,0,0,0,0,0,2,1,0,1,0,1
LADERA HEIGHTS,3430100C,6078,116,Y,56,TOTAL,7,0,0,0,0,0,0,2,1,0,1,0,1
LAKEWOOD,3450001A,1265,169,N,863,POLLING PLACE,88,1,4,11,0,6,3,14,5,8,3,3,13
LAKEWOOD,3450001A,1265,169,N,0,VBM PORTION,53,0,2,4,1,2,1,9,3,8,1,2,10
LAKEWOOD,3450001A,1265,169,N,863,TOTAL,141,1,6,15,1,8,4,23,8,16,4,5,23
LAKEWOOD,3450002A,1266,166,N,1117,POLLING PLACE,95,8,9,11,1,4,3,3,14,11,5,6,9
LAKEWOOD,3450002A,1266,166,N,0,VBM PORTION,78,8,6,8,4,2,1,6,8,6,4,9,9
LAKEWOOD,3450002A,1266,166,N,1117,TOTAL,173,16,15,19,5,6,4,9,22,17,9,15,18
LAKEWOOD,3450003A,1267,166,N,823,POLLING PLACE,82,0,10,5,1,3,3,11,4,7,3,6,6
LAKEWOOD,3450003A,1267,166,N,0,VBM PORTION,58,0,1,6,0,2,1,9,4,15,1,3,4
LAKEWOOD,3450003A,1267,166,N,823,TOTAL,140,0,11,11,1,5,4,20,8,22,4,9,10
LAKEWOOD,3450004A,1268,166,N,951,POLLING PLACE,82,1,6,7,4,2,2,8,8,11,7,6,6
LAKEWOOD,3450004A,1268,166,N,0,VBM PORTION,78,2,15,7,1,3,0,13,10,6,3,3,6
LAKEWOOD,3450004A,1268,166,N,951,TOTAL,160,3,21,14,5,5,2,21,18,17,10,9,12
LAKEWOOD,3450007A,1269,169,N,960,POLLING PLACE,103,4,6,12,1,5,2,11,5,10,6,7,11
LAKEWOOD,3450007A,1269,169,N,0,VBM PORTION,49,0,3,1,0,1,2,4,1,6,9,5,5
LAKEWOOD,3450007A,1269,169,N,960,TOTAL,152,4,9,13,1,6,4,15,6,16,15,12,16
LAKEWOOD,3450008A,1270,166,N,876,POLLING PLACE,69,1,4,9,1,2,1,11,5,6,4,2,7
LAKEWOOD,3450008A,1270,166,N,0,VBM PORTION,58,0,8,5,0,0,3,6,3,7,2,4,8
LAKEWOOD,3450008A,1270,166,N,876,TOTAL,127,1,12,14,1,2,4,17,8,13,6,6,15
LAKEWOOD,3450009A,1271,166,N,874,POLLING PLACE,81,1,12,19,0,1,0,9,7,9,2,6,7
LAKEWOOD,3450009A,1271,166,N,0,VBM PORTION,61,3,6,6,0,0,4,3,3,11,4,5,8
LAKEWOOD,3450009A,1271,166,N,874,TOTAL,142,4,18,25,0,1,4,12,10,20,6,11,15
LAKEWOOD,3450010A,1272,166,N,1191,POLLING PLACE,137,8,20,13,2,5,2,14,11,9,8,6,11
LAKEWOOD,3450010A,1272,166,N,0,VBM PORTION,112,3,12,10,2,1,3,8,1,15,4,8,11
LAKEWOOD,3450010A,1272,166,N,1191,TOTAL,249,11,32,23,4,6,5,22,12,24,12,14,22
LAKEWOOD,3450013A,1273,169,N,1064,POLLING PLACE,74,2,3,5,1,4,2,8,10,15,1,6,5
LAKEWOOD,3450013A,1273,169,N,0,VBM PORTION,106,5,8,11,1,2,1,13,3,11,5,12,14
LAKEWOOD,3450013A,1273,169,N,1064,TOTAL,180,7,11,16,2,6,3,21,13,26,6,18,19
LAKEWOOD,3450013B,1274,169,N,1258,POLLING PLACE,111,4,12,14,0,1,2,14,12,12,0,6,8
LAKEWOOD,3450013B,1274,169,N,0,VBM PORTION,108,0,3,8,1,2,0,18,12,14,4,12,10
LAKEWOOD,3450013B,1274,169,N,1258,TOTAL,219,4,15,22,1,3,2,32,24,26,4,18,18
LAKEWOOD,3450016A,1275,166,N,1144,POLLING PLACE,102,0,13,8,0,3,3,14,8,13,5,5,2
LAKEWOOD,3450016A,1275,166,N,0,VBM PORTION,87,4,16,3,3,0,1,7,8,6,3,2,6
LAKEWOOD,3450016A,1275,166,N,1144,TOTAL,189,4,29,11,3,3,4,21,16,19,8,7,8
LAKEWOOD,3450019A,1276,166,N,1248,POLLING PLACE,116,4,25,12,3,3,1,17,8,13,3,5,6
LAKEWOOD,3450019A,1276,166,N,0,VBM PORTION,136,6,15,7,1,2,2,17,4,15,11,8,11
LAKEWOOD,3450019A,1276,166,N,1248,TOTAL,252,10,40,19,4,5,3,34,12,28,14,13,17
LAKEWOOD,3450020A,1277,169,N,1123,POLLING PLACE,90,2,8,16,1,4,1,8,8,8,5,5,10
LAKEWOOD,3450020A,1277,169,N,0,VBM PORTION,87,2,2,8,1,3,0,10,9,10,9,7,11
LAKEWOOD,3450020A,1277,169,N,1123,TOTAL,177,4,10,24,2,7,1,18,17,18,14,12,21
LAKEWOOD,3450021A,1278,166,N,1162,POLLING PLACE,112,6,17,16,1,0,0,7,8,16,2,4,17
LAKEWOOD,3450021A,1278,166,N,0,VBM PORTION,96,5,6,11,0,2,0,9,12,7,11,7,10
LAKEWOOD,3450021A,1278,166,N,1162,TOTAL,208,11,23,27,1,2,0,16,20,23,13,11,27
LAKEWOOD,3450023A,1279,166,N,1275,POLLING PLACE,131,10,14,16,4,3,1,17,10,18,5,4,15
LAKEWOOD,3450023A,1279,166,N,0,VBM PORTION,131,6,15,10,1,5,5,15,12,15,7,4,11
LAKEWOOD,3450023A,1279,166,N,1275,TOTAL,262,16,29,26,5,8,6,32,22,33,12,8,26
LAKEWOOD,3450025B,1280,169,N,781,POLLING PLACE,43,1,2,1,2,1,1,10,3,7,6,0,2
LAKEWOOD,3450025B,1280,169,N,0,VBM PORTION,42,0,0,3,2,1,2,8,1,2,6,6,1
LAKEWOOD,3450025B,1280,169,N,781,TOTAL,85,1,2,4,4,2,3,18,4,9,12,6,3
LAKEWOOD,3450028A,1281,166,N,969,POLLING PLACE,117,4,17,18,0,3,2,16,11,10,2,6,8
LAKEWOOD,3450028A,1281,166,N,0,VBM PORTION,110,2,11,13,2,2,2,8,5,13,3,12,10
LAKEWOOD,3450028A,1281,166,N,969,TOTAL,227,6,28,31,2,5,4,24,16,23,5,18,18
LAKEWOOD,3450030A,1282,169,N,893,POLLING PLACE,107,3,11,12,0,2,2,10,8,11,8,5,8
LAKEWOOD,3450030A,1282,169,N,0,VBM PORTION,54,4,5,2,1,1,0,9,7,8,2,1,2
LAKEWOOD,3450030A,1282,169,N,893,TOTAL,161,7,16,14,1,3,2,19,15,19,10,6,10
LAKEWOOD,3450030B,6079,169,Y,16,POLLING PLACE,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKEWOOD,3450030B,6079,169,Y,0,VBM PORTION,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKEWOOD,3450030B,6079,169,Y,16,TOTAL,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKEWOOD,3450031A,1283,169,N,1069,POLLING PLACE,106,4,6,6,1,3,3,14,17,11,7,4,7
LAKEWOOD,3450031A,1283,169,N,0,VBM PORTION,87,4,7,6,1,4,0,12,8,13,4,7,7
LAKEWOOD,3450031A,1283,169,N,1069,TOTAL,193,8,13,12,2,7,3,26,25,24,11,11,14
LAKEWOOD,3450032A,1284,169,N,578,POLLING PLACE,48,0,2,7,0,1,0,3,7,8,1,5,2
LAKEWOOD,3450032A,1284,169,N,0,VBM PORTION,44,1,1,6,0,0,0,4,2,0,1,3,9
LAKEWOOD,3450032A,1284,169,N,578,TOTAL,92,1,3,13,0,1,0,7,9,8,2,8,11
LAKEWOOD,3450034A,1285,169,N,907,POLLING PLACE,82,2,4,10,2,5,1,10,15,8,5,3,6
LAKEWOOD,3450034A,1285,169,N,0,VBM PORTION,75,5,6,10,0,3,0,1,9,8,11,1,3
LAKEWOOD,3450034A,1285,169,N,907,TOTAL,157,7,10,20,2,8,1,11,24,16,16,4,9
LAKEWOOD,3450035A,1286,169,N,923,POLLING PLACE,87,1,6,16,1,2,0,10,11,10,3,7,6
LAKEWOOD,3450035A,1286,169,N,0,VBM PORTION,74,1,10,13,0,0,0,4,2,8,7,4,4
LAKEWOOD,3450035A,1286,169,N,923,TOTAL,161,2,16,29,1,2,0,14,13,18,10,11,10
LAKEWOOD,3450037A,1287,169,N,1006,POLLING PLACE,106,5,3,10,0,2,0,12,9,15,5,3,11
LAKEWOOD,3450037A,1287,169,N,0,VBM PORTION,106,5,10,13,0,3,1,11,7,8,6,5,15
LAKEWOOD,3450037A,1287,169,N,1006,TOTAL,212,10,13,23,0,5,1,23,16,23,11,8,26
LAKEWOOD,3450038A,1288,169,N,971,POLLING PLACE,98,2,8,10,3,1,0,11,10,20,0,2,10
LAKEWOOD,3450038A,1288,169,N,0,VBM PORTION,78,3,6,7,0,6,0,11,0,7,6,6,7
LAKEWOOD,3450038A,1288,169,N,971,TOTAL,176,5,14,17,3,7,0,22,10,27,6,8,17
LAKEWOOD,3450040A,1289,172,N,793,POLLING PLACE,90,8,5,10,1,4,1,12,14,11,5,1,5
LAKEWOOD,3450040A,1289,172,N,0,VBM PORTION,84,1,2,11,2,1,1,14,5,14,8,8,10
LAKEWOOD,3450040A,1289,172,N,793,TOTAL,174,9,7,21,3,5,2,26,19,25,13,9,15
LAKEWOOD,3450042A,1290,172,N,936,POLLING PLACE,99,1,6,8,0,6,5,11,12,9,5,11,12
LAKEWOOD,3450042A,1290,172,N,0,VBM PORTION,85,1,4,11,1,1,0,11,7,10,8,4,6
LAKEWOOD,3450042A,1290,172,N,936,TOTAL,184,2,10,19,1,7,5,22,19,19,13,15,18
