SALE_DAY,COUNTY_CODE,GUN_TYPE,LAST_STATUS,REC_TYPE,COUNT
20160101,1,HANDGUN,APPROVED,DROS,11
20160101,1,LONGGUN,APPROVED,DROS,16
20160101,10,HANDGUN,APPROVED,DROS,10
20160101,10,LONGGUN,APPROVED,DROS,11
20160101,11,LONGGUN,APPROVED,DROS,2
20160101,12,HANDGUN,APPROVED,DROS,5
20160101,12,LONGGUN,APPROVED,DROS,8
20160101,13,HANDGUN,APPROVED,DROS,2
20160101,13,LONGGUN,APPROVED,DROS,1
20160101,14,LONGGUN,APPROVED,DROS,1
20160101,15,HANDGUN,APPROVED,DROS,10
20160101,15,LONGGUN,APPROVED,DROS,18
20160101,15,LONGGUN,DENIED,DROS,1
20160101,16,LONGGUN,APPROVED,DROS,2
20160101,17,HANDGUN,APPROVED,DROS,2
20160101,17,LONGGUN,APPROVED,DROS,1
20160101,18,HANDGUN,APPROVED,DROS,1
20160101,19,HANDGUN,APPROVED,DROS,13
20160101,19,HANDGUN,DENIED,DROS,2
20160101,19,LONGGUN,APPROVED,DROS,33
20160101,19,LONGGUN,DENIED,DROS,1
20160101,20,HANDGUN,APPROVED,DROS,4
20160101,20,LONGGUN,APPROVED,DROS,4
20160101,21,HANDGUN,APPROVED,DROS,1
20160101,21,LONGGUN,APPROVED,DROS,1
20160101,22,HANDGUN,APPROVED,DROS,1
20160101,23,LONGGUN,APPROVED,DROS,1
20160101,24,LONGGUN,APPROVED,DROS,1
20160101,26,LONGGUN,APPROVED,DROS,1
20160101,27,LONGGUN,APPROVED,DROS,4
20160101,28,HANDGUN,APPROVED,DROS,2
20160101,28,LONGGUN,APPROVED,DROS,2
20160101,29,HANDGUN,APPROVED,DROS,1
20160101,3,LONGGUN,APPROVED,DROS,2
20160101,30,HANDGUN,APPROVED,DROS,10
20160101,30,LONGGUN,APPROVED,DROS,17
20160101,31,HANDGUN,APPROVED,DROS,16
20160101,31,LONGGUN,APPROVED,DROS,18
20160101,32,HANDGUN,APPROVED,DROS,10
20160101,33,HANDGUN,APPROVED,DROS,8
20160101,33,HANDGUN,DENIED,DROS,1
20160101,33,LONGGUN,APPROVED,DROS,26
20160101,34,HANDGUN,APPROVED,DROS,34
20160101,34,LONGGUN,APPROVED,DROS,29
20160101,34,LONGGUN,DENIED,DROS,1
20160101,35,LONGGUN,APPROVED,DROS,2
20160101,36,HANDGUN,APPROVED,DROS,13
20160101,36,HANDGUN,DENIED,DROS,1
20160101,36,LONGGUN,APPROVED,DROS,25
20160101,37,HANDGUN,APPROVED,DROS,25
20160101,37,HANDGUN,DENIED,DROS,1
20160101,37,HANDGUN,PENDING,DROS,1
20160101,37,LONGGUN,APPROVED,DROS,15
20160101,38,LONGGUN,APPROVED,DROS,3
20160101,39,LONGGUN,APPROVED,DROS,6
20160101,4,HANDGUN,APPROVED,DROS,12
20160101,4,LONGGUN,APPROVED,DROS,13
20160101,40,LONGGUN,APPROVED,DROS,4
20160101,41,HANDGUN,APPROVED,DROS,2
20160101,41,LONGGUN,APPROVED,DROS,2
20160101,42,HANDGUN,APPROVED,DROS,2
20160101,42,HANDGUN,DENIED,DROS,1
20160101,42,LONGGUN,APPROVED,DROS,6
20160101,42,LONGGUN,DENIED,DROS,1
20160101,43,HANDGUN,APPROVED,DROS,13
20160101,43,LONGGUN,APPROVED,DROS,11
20160101,44,HANDGUN,APPROVED,DROS,3
20160101,44,LONGGUN,APPROVED,DROS,5
20160101,45,HANDGUN,APPROVED,DROS,7
20160101,45,LONGGUN,APPROVED,DROS,4
20160101,48,HANDGUN,APPROVED,DROS,8
20160101,48,LONGGUN,APPROVED,DROS,11
20160101,49,HANDGUN,APPROVED,DROS,1
20160101,49,LONGGUN,APPROVED,DROS,15
20160101,5,LONGGUN,APPROVED,DROS,2
20160101,50,HANDGUN,APPROVED,DROS,5
20160101,50,LONGGUN,APPROVED,DROS,13
20160101,51,HANDGUN,APPROVED,DROS,1
20160101,51,LONGGUN,APPROVED,DROS,1
20160101,52,HANDGUN,APPROVED,DROS,4
20160101,54,HANDGUN,APPROVED,DROS,2
20160101,54,LONGGUN,APPROVED,DROS,5
20160101,55,LONGGUN,APPROVED,DROS,2
20160101,56,HANDGUN,APPROVED,DROS,8
20160101,56,LONGGUN,APPROVED,DROS,9
20160101,57,HANDGUN,APPROVED,DROS,4
20160101,57,LONGGUN,APPROVED,DROS,4
20160101,58,HANDGUN,APPROVED,DROS,1
20160101,58,LONGGUN,APPROVED,DROS,2
20160101,58,LONGGUN,DENIED,DROS,1
20160101,6,HANDGUN,APPROVED,DROS,1
20160101,6,LONGGUN,APPROVED,DROS,1
20160101,7,HANDGUN,APPROVED,DROS,3
20160101,7,HANDGUN,DENIED,DROS,1
20160101,7,LONGGUN,APPROVED,DROS,6
20160101,9,HANDGUN,APPROVED,DROS,4
20160101,9,LONGGUN,APPROVED,DROS,6
20160102,1,HANDGUN,APPROVED,DROS,62
20160102,1,HANDGUN,DENIED,DROS,1
20160102,1,LONGGUN,APPROVED,DROS,51
20160102,10,HANDGUN,APPROVED,DROS,46
20160102,10,LONGGUN,APPROVED,DROS,30
20160102,11,HANDGUN,APPROVED,DROS,2
20160102,11,LONGGUN,APPROVED,DROS,3
20160102,12,HANDGUN,APPROVED,DROS,7
20160102,12,LONGGUN,APPROVED,DROS,11
20160102,13,HANDGUN,APPROVED,DROS,2
20160102,13,LONGGUN,APPROVED,DROS,1
20160102,14,HANDGUN,APPROVED,DROS,2
20160102,14,LONGGUN,APPROVED,DROS,2
20160102,15,HANDGUN,APPROVED,DROS,81
20160102,15,HANDGUN,DENIED,DROS,1
20160102,15,LONGGUN,APPROVED,DROS,49
20160102,16,HANDGUN,APPROVED,DROS,9
20160102,16,LONGGUN,APPROVED,DROS,7
20160102,17,HANDGUN,APPROVED,DROS,6
20160102,17,LONGGUN,APPROVED,DROS,4
20160102,18,HANDGUN,APPROVED,DROS,3
20160102,18,LONGGUN,APPROVED,DROS,2
20160102,19,HANDGUN,APPROVED,DROS,285
20160102,19,HANDGUN,DENIED,DROS,2
20160102,19,LONGGUN,APPROVED,DROS,246
20160102,19,LONGGUN,DENIED,DROS,3
20160102,20,HANDGUN,APPROVED,DROS,17
20160102,20,LONGGUN,APPROVED,DROS,5
20160102,21,HANDGUN,APPROVED,DROS,3
20160102,21,LONGGUN,APPROVED,DROS,5
20160102,22,HANDGUN,APPROVED,DROS,4
20160102,22,LONGGUN,APPROVED,DROS,2
20160102,23,HANDGUN,APPROVED,DROS,7
20160102,23,LONGGUN,APPROVED,DROS,4
20160102,24,HANDGUN,APPROVED,DROS,22
20160102,24,LONGGUN,APPROVED,DROS,22
20160102,25,HANDGUN,APPROVED,DROS,1
20160102,25,LONGGUN,APPROVED,DROS,2
20160102,26,HANDGUN,APPROVED,DROS,3
20160102,26,LONGGUN,APPROVED,DROS,1
20160102,27,HANDGUN,APPROVED,DROS,21
20160102,27,HANDGUN,DENIED,DROS,1
20160102,27,LONGGUN,APPROVED,DROS,13
20160102,28,HANDGUN,APPROVED,DROS,11
20160102,28,LONGGUN,APPROVED,DROS,7
20160102,29,HANDGUN,APPROVED,DROS,16
20160102,29,HANDGUN,DENIED,DROS,1
20160102,29,LONGGUN,APPROVED,DROS,5
20160102,3,HANDGUN,APPROVED,DROS,4
20160102,3,LONGGUN,APPROVED,DROS,1
20160102,30,HANDGUN,APPROVED,DROS,148
20160102,30,HANDGUN,DENIED,DROS,5
20160102,30,LONGGUN,APPROVED,DROS,114
20160102,31,HANDGUN,APPROVED,DROS,58
20160102,31,LONGGUN,APPROVED,DROS,24
20160102,32,HANDGUN,APPROVED,DROS,2
20160102,32,LONGGUN,APPROVED,DROS,3
20160102,33,HANDGUN,APPROVED,DROS,203
20160102,33,HANDGUN,DENIED,DROS,2
20160102,33,LONGGUN,APPROVED,DROS,173
20160102,33,LONGGUN,DENIED,DROS,1
20160102,34,HANDGUN,APPROVED,DROS,130
20160102,34,HANDGUN,DENIED,DROS,2
20160102,34,LONGGUN,APPROVED,DROS,81
20160102,34,LONGGUN,DENIED,DROS,1
20160102,35,HANDGUN,APPROVED,DROS,5
20160102,35,LONGGUN,APPROVED,DROS,3
20160102,36,HANDGUN,APPROVED,DROS,210
20160102,36,HANDGUN,DENIED,DROS,3
20160102,36,LONGGUN,APPROVED,DROS,124
20160102,36,LONGGUN,DENIED,DROS,1
20160102,37,HANDGUN,APPROVED,DROS,146
20160102,37,HANDGUN,DENIED,DROS,3
20160102,37,LONGGUN,APPROVED,DROS,122
20160102,38,HANDGUN,APPROVED,DROS,17
20160102,38,LONGGUN,APPROVED,DROS,7
20160102,39,HANDGUN,APPROVED,DROS,64
20160102,39,LONGGUN,APPROVED,DROS,38
20160102,4,HANDGUN,APPROVED,DROS,33
20160102,4,LONGGUN,APPROVED,DROS,14
20160102,40,HANDGUN,APPROVED,DROS,22
20160102,40,HANDGUN,DENIED,DROS,1
20160102,40,LONGGUN,APPROVED,DROS,8
20160102,41,HANDGUN,APPROVED,DROS,31
20160102,41,LONGGUN,APPROVED,DROS,21
20160102,42,HANDGUN,APPROVED,DROS,21
20160102,42,LONGGUN,APPROVED,DROS,6
20160102,43,HANDGUN,APPROVED,DROS,59
20160102,43,LONGGUN,APPROVED,DROS,43
20160102,43,LONGGUN,DENIED,DROS,1
20160102,44,HANDGUN,APPROVED,DROS,7
20160102,44,LONGGUN,APPROVED,DROS,3
20160102,44,LONGGUN,DENIED,DROS,1
20160102,45,HANDGUN,APPROVED,DROS,39
20160102,45,LONGGUN,APPROVED,DROS,26
20160102,45,LONGGUN,DENIED,DROS,1
20160102,46,LONGGUN,APPROVED,DROS,1
20160102,47,HANDGUN,APPROVED,DROS,4
20160102,47,LONGGUN,APPROVED,DROS,2
20160102,48,HANDGUN,APPROVED,DROS,43
20160102,48,HANDGUN,DENIED,DROS,2
20160102,48,LONGGUN,APPROVED,DROS,21
20160102,48,LONGGUN,DENIED,DROS,1
20160102,49,HANDGUN,APPROVED,DROS,26
20160102,49,HANDGUN,DENIED,DROS,1
20160102,49,LONGGUN,APPROVED,DROS,24
20160102,49,LONGGUN,DENIED,DROS,1
20160102,5,HANDGUN,APPROVED,DROS,9
20160102,5,LONGGUN,APPROVED,DROS,6
20160102,50,HANDGUN,APPROVED,DROS,51
20160102,50,HANDGUN,DENIED,DROS,2
20160102,50,LONGGUN,APPROVED,DROS,31
20160102,51,HANDGUN,APPROVED,DROS,13
20160102,51,HANDGUN,DENIED,DROS,1
20160102,51,LONGGUN,APPROVED,DROS,6
20160102,52,HANDGUN,APPROVED,DROS,8
20160102,52,LONGGUN,APPROVED,DROS,10
20160102,53,LONGGUN,APPROVED,DROS,2
20160102,54,HANDGUN,APPROVED,DROS,29
20160102,54,LONGGUN,APPROVED,DROS,21
20160102,55,HANDGUN,APPROVED,DROS,6
20160102,55,LONGGUN,APPROVED,DROS,4
20160102,56,HANDGUN,APPROVED,DROS,59
20160102,56,LONGGUN,APPROVED,DROS,31
20160102,57,HANDGUN,APPROVED,DROS,12
20160102,57,LONGGUN,APPROVED,DROS,6
20160102,58,HANDGUN,APPROVED,DROS,7
20160102,58,LONGGUN,APPROVED,DROS,4
20160102,6,HANDGUN,APPROVED,DROS,3
20160102,6,LONGGUN,APPROVED,DROS,2
20160102,7,HANDGUN,APPROVED,DROS,77
20160102,7,LONGGUN,APPROVED,DROS,50
20160102,7,LONGGUN,DENIED,DROS,1
20160102,8,HANDGUN,APPROVED,DROS,1
20160102,9,HANDGUN,APPROVED,DROS,23
20160102,9,LONGGUN,APPROVED,DROS,15
20160103,1,HANDGUN,APPROVED,DROS,16
20160103,1,HANDGUN,DENIED,DROS,1
20160103,1,LONGGUN,APPROVED,DROS,6
20160103,10,HANDGUN,APPROVED,DROS,20
20160103,10,LONGGUN,APPROVED,DROS,17
20160103,11,HANDGUN,APPROVED,DROS,1
20160103,12,HANDGUN,APPROVED,DROS,3
20160103,12,LONGGUN,APPROVED,DROS,6
20160103,13,LONGGUN,APPROVED,DROS,1
20160103,14,LONGGUN,APPROVED,DROS,1
20160103,15,HANDGUN,APPROVED,DROS,6
20160103,15,LONGGUN,APPROVED,DROS,6
20160103,15,LONGGUN,DENIED,DROS,1
20160103,16,HANDGUN,APPROVED,DROS,5
20160103,16,LONGGUN,APPROVED,DROS,3
20160103,17,LONGGUN,APPROVED,DROS,3
20160103,18,HANDGUN,APPROVED,DROS,2
20160103,18,LONGGUN,APPROVED,DROS,3
20160103,19,HANDGUN,APPROVED,DROS,175
20160103,19,HANDGUN,DENIED,DROS,1
20160103,19,LONGGUN,APPROVED,DROS,143
20160103,19,LONGGUN,DENIED,DROS,2
20160103,20,HANDGUN,APPROVED,DROS,6
20160103,20,LONGGUN,APPROVED,DROS,3
20160103,21,HANDGUN,APPROVED,DROS,4
20160103,21,LONGGUN,APPROVED,DROS,4
20160103,23,LONGGUN,APPROVED,DROS,2
20160103,24,HANDGUN,APPROVED,DROS,1
20160103,24,LONGGUN,APPROVED,DROS,7
20160103,25,HANDGUN,APPROVED,DROS,1
20160103,27,HANDGUN,APPROVED,DROS,9
20160103,27,LONGGUN,APPROVED,DROS,7
20160103,28,HANDGUN,APPROVED,DROS,3
20160103,28,LONGGUN,APPROVED,DROS,4
20160103,29,HANDGUN,APPROVED,DROS,1
20160103,29,LONGGUN,APPROVED,DROS,1
20160103,3,HANDGUN,APPROVED,DROS,2
20160103,3,LONGGUN,APPROVED,DROS,5
20160103,30,HANDGUN,APPROVED,DROS,99
20160103,30,HANDGUN,DENIED,DROS,2
20160103,30,LONGGUN,APPROVED,DROS,42
20160103,31,HANDGUN,APPROVED,DROS,21
20160103,31,LONGGUN,APPROVED,DROS,13
20160103,33,HANDGUN,APPROVED,DROS,112
20160103,33,HANDGUN,DENIED,DROS,3
20160103,33,LONGGUN,APPROVED,DROS,72
20160103,33,LONGGUN,DENIED,DROS,1
20160103,34,HANDGUN,APPROVED,DROS,29
20160103,34,LONGGUN,APPROVED,DROS,22
20160103,35,HANDGUN,APPROVED,DROS,2
20160103,35,LONGGUN,APPROVED,DROS,1
20160103,36,HANDGUN,APPROVED,DROS,114
20160103,36,HANDGUN,DENIED,DROS,6
20160103,36,LONGGUN,APPROVED,DROS,74
20160103,36,LONGGUN,DENIED,DROS,2
20160103,37,HANDGUN,APPROVED,DROS,57
20160103,37,HANDGUN,DENIED,DROS,1
20160103,37,LONGGUN,APPROVED,DROS,53
20160103,37,LONGGUN,DENIED,DROS,1
20160103,38,HANDGUN,APPROVED,DROS,4
20160103,38,LONGGUN,APPROVED,DROS,6
20160103,39,HANDGUN,APPROVED,DROS,24
20160103,39,LONGGUN,APPROVED,DROS,16
20160103,4,HANDGUN,APPROVED,DROS,9
20160103,4,LONGGUN,APPROVED,DROS,2
20160103,40,HANDGUN,APPROVED,DROS,3
20160103,40,LONGGUN,APPROVED,DROS,2
20160103,41,HANDGUN,APPROVED,DROS,7
20160103,41,LONGGUN,APPROVED,DROS,8
20160103,42,HANDGUN,APPROVED,DROS,6
20160103,42,LONGGUN,APPROVED,DROS,6
20160103,43,HANDGUN,APPROVED,DROS,15
20160103,43,LONGGUN,APPROVED,DROS,24
20160103,44,HANDGUN,APPROVED,DROS,7
20160103,44,LONGGUN,APPROVED,DROS,4
20160103,45,HANDGUN,APPROVED,DROS,6
20160103,45,LONGGUN,APPROVED,DROS,3
20160103,46,LONGGUN,APPROVED,DROS,1
20160103,47,HANDGUN,APPROVED,DROS,2
20160103,47,LONGGUN,APPROVED,DROS,1
20160103,48,HANDGUN,APPROVED,DROS,13
20160103,48,LONGGUN,APPROVED,DROS,6
20160103,49,HANDGUN,APPROVED,DROS,5
20160103,49,LONGGUN,APPROVED,DROS,6
20160103,5,HANDGUN,APPROVED,DROS,1
20160103,5,LONGGUN,APPROVED,DROS,2
20160103,50,HANDGUN,APPROVED,DROS,5
20160103,50,LONGGUN,APPROVED,DROS,8
20160103,51,HANDGUN,APPROVED,DROS,1
20160103,51,LONGGUN,APPROVED,DROS,3
20160103,52,HANDGUN,APPROVED,DROS,4
20160103,52,LONGGUN,APPROVED,DROS,2
20160103,53,HANDGUN,APPROVED,DROS,2
20160103,53,LONGGUN,APPROVED,DROS,2
20160103,54,HANDGUN,APPROVED,DROS,4
20160103,54,LONGGUN,APPROVED,DROS,6
20160103,55,LONGGUN,APPROVED,DROS,1
20160103,56,HANDGUN,APPROVED,DROS,33
20160103,56,LONGGUN,APPROVED,DROS,16
20160103,57,HANDGUN,APPROVED,DROS,5
20160103,57,LONGGUN,APPROVED,DROS,2
20160103,58,HANDGUN,APPROVED,DROS,6
20160103,58,LONGGUN,APPROVED,DROS,3
20160103,6,HANDGUN,APPROVED,DROS,2
20160103,7,HANDGUN,APPROVED,DROS,22
20160103,7,LONGGUN,APPROVED,DROS,22
20160103,7,LONGGUN,DENIED,DROS,3
20160103,8,LONGGUN,APPROVED,DROS,3
20160103,9,HANDGUN,APPROVED,DROS,8
20160103,9,LONGGUN,APPROVED,DROS,1
20160104,1,HANDGUN,APPROVED,CRIS,1
20160104,1,HANDGUN,APPROVED,DROS,26
20160104,1,LONGGUN,APPROVED,DROS,31
20160104,10,HANDGUN,APPROVED,CRIS,2
20160104,10,HANDGUN,APPROVED,DROS,61
20160104,10,HANDGUN,DENIED,DROS,3
20160104,10,LONGGUN,APPROVED,DROS,34
20160104,10,LONGGUN,DENIED,DROS,1
20160104,11,HANDGUN,APPROVED,DROS,4
20160104,11,HANDGUN,DENIED,DROS,1
20160104,11,LONGGUN,APPROVED,DROS,4
20160104,12,HANDGUN,APPROVED,DROS,11
20160104,12,LONGGUN,APPROVED,DROS,14
20160104,13,HANDGUN,APPROVED,DROS,3
20160104,13,LONGGUN,APPROVED,DROS,5
20160104,14,HANDGUN,APPROVED,DROS,1
20160104,14,LONGGUN,APPROVED,DROS,1
20160104,15,HANDGUN,APPROVED,CRIS,2
20160104,15,HANDGUN,APPROVED,DROS,67
20160104,15,LONGGUN,APPROVED,DROS,54
20160104,15,LONGGUN,DENIED,DROS,1
20160104,16,HANDGUN,APPROVED,DROS,16
20160104,16,LONGGUN,APPROVED,DROS,15
20160104,17,HANDGUN,APPROVED,DROS,3
20160104,17,LONGGUN,APPROVED,DROS,3
20160104,18,HANDGUN,APPROVED,DROS,2
20160104,18,LONGGUN,APPROVED,DROS,1
20160104,19,HANDGUN,APPROVED,CRIS,17
20160104,19,HANDGUN,APPROVED,DROS,306
20160104,19,HANDGUN,DENIED,DROS,7
20160104,19,LONGGUN,APPROVED,CRIS,6
20160104,19,LONGGUN,APPROVED,DROS,179
20160104,19,LONGGUN,DENIED,DROS,5
20160104,20,HANDGUN,APPROVED,DROS,8
20160104,20,LONGGUN,APPROVED,DROS,5
20160104,21,HANDGUN,APPROVED,CRIS,1
20160104,21,HANDGUN,APPROVED,DROS,4
20160104,21,LONGGUN,APPROVED,DROS,4
20160104,22,LONGGUN,APPROVED,DROS,3
20160104,23,HANDGUN,APPROVED,DROS,7
20160104,23,LONGGUN,APPROVED,DROS,4
20160104,24,HANDGUN,APPROVED,CRIS,1
20160104,24,HANDGUN,APPROVED,DROS,10
20160104,24,LONGGUN,APPROVED,CRIS,2
20160104,24,LONGGUN,APPROVED,DROS,2
20160104,25,HANDGUN,APPROVED,DROS,1
20160104,26,HANDGUN,APPROVED,DROS,1
20160104,27,HANDGUN,APPROVED,DROS,11
20160104,27,LONGGUN,APPROVED,DROS,7
20160104,28,HANDGUN,APPROVED,DROS,11
20160104,28,LONGGUN,APPROVED,DROS,12
20160104,29,HANDGUN,APPROVED,DROS,2
20160104,29,LONGGUN,APPROVED,DROS,3
20160104,3,HANDGUN,APPROVED,DROS,2
20160104,3,LONGGUN,APPROVED,DROS,1
20160104,30,HANDGUN,APPROVED,CRIS,6
20160104,30,HANDGUN,APPROVED,DROS,162
20160104,30,HANDGUN,DENIED,CRIS,1
20160104,30,HANDGUN,DENIED,DROS,1
20160104,30,LONGGUN,APPROVED,CRIS,3
20160104,30,LONGGUN,APPROVED,DROS,99
20160104,31,HANDGUN,APPROVED,CRIS,2
20160104,31,HANDGUN,APPROVED,DROS,36
20160104,31,LONGGUN,APPROVED,CRIS,1
20160104,31,LONGGUN,APPROVED,DROS,29
20160104,31,LONGGUN,DENIED,DROS,1
20160104,32,HANDGUN,APPROVED,DROS,4
20160104,33,HANDGUN,APPROVED,CRIS,5
20160104,33,HANDGUN,APPROVED,DROS,176
20160104,33,HANDGUN,DENIED,DROS,2
20160104,33,HANDGUN,PENDING,CRIS,1
20160104,33,LONGGUN,APPROVED,CRIS,1
20160104,33,LONGGUN,APPROVED,DROS,124
20160104,33,LONGGUN,DENIED,CRIS,1
20160104,33,LONGGUN,DENIED,DROS,2
20160104,34,HANDGUN,APPROVED,CRIS,7
20160104,34,HANDGUN,APPROVED,DROS,75
20160104,34,HANDGUN,DENIED,CRIS,2
20160104,34,HANDGUN,DENIED,DROS,1
20160104,34,HANDGUN,PENDING,CRIS,1
20160104,34,LONGGUN,APPROVED,CRIS,6
20160104,34,LONGGUN,APPROVED,DROS,47
20160104,34,LONGGUN,DENIED,CRIS,1
20160104,35,HANDGUN,APPROVED,DROS,3
20160104,35,LONGGUN,APPROVED,DROS,3
20160104,36,HANDGUN,APPROVED,CRIS,9
20160104,36,HANDGUN,APPROVED,DROS,184
20160104,36,HANDGUN,DENIED,DROS,2
20160104,36,HANDGUN,PENDING,CRIS,1
20160104,36,LONGGUN,APPROVED,DROS,96
20160104,36,LONGGUN,DENIED,DROS,2
20160104,37,HANDGUN,APPROVED,CRIS,3
20160104,37,HANDGUN,APPROVED,DROS,173
20160104,37,HANDGUN,DENIED,DROS,3
20160104,37,LONGGUN,APPROVED,CRIS,1
20160104,37,LONGGUN,APPROVED,DROS,101
20160104,38,HANDGUN,APPROVED,CRIS,1
20160104,38,HANDGUN,APPROVED,DROS,11
20160104,38,LONGGUN,APPROVED,DROS,4
20160104,39,HANDGUN,APPROVED,CRIS,7
20160104,39,HANDGUN,APPROVED,DROS,37
20160104,39,LONGGUN,APPROVED,CRIS,1
20160104,39,LONGGUN,APPROVED,DROS,42
20160104,4,HANDGUN,APPROVED,CRIS,2
20160104,4,HANDGUN,APPROVED,DROS,31
20160104,4,LONGGUN,APPROVED,DROS,22
20160104,40,HANDGUN,APPROVED,DROS,14
20160104,40,LONGGUN,APPROVED,DROS,9
20160104,41,HANDGUN,APPROVED,DROS,16
20160104,41,HANDGUN,DENIED,DROS,1
20160104,41,LONGGUN,APPROVED,DROS,23
20160104,42,HANDGUN,APPROVED,CRIS,1
20160104,42,HANDGUN,APPROVED,DROS,7
20160104,42,LONGGUN,APPROVED,CRIS,2
20160104,42,LONGGUN,APPROVED,DROS,14
20160104,43,HANDGUN,APPROVED,DROS,57
20160104,43,LONGGUN,APPROVED,DROS,41
20160104,44,HANDGUN,APPROVED,DROS,16
20160104,44,LONGGUN,APPROVED,CRIS,1
20160104,44,LONGGUN,APPROVED,DROS,9
20160104,45,HANDGUN,APPROVED,DROS,28
20160104,45,LONGGUN,APPROVED,CRIS,2
20160104,45,LONGGUN,APPROVED,DROS,19
20160104,45,LONGGUN,DENIED,DROS,1
20160104,47,HANDGUN,APPROVED,DROS,3
20160104,47,LONGGUN,APPROVED,DROS,6
20160104,48,HANDGUN,APPROVED,DROS,21
20160104,48,HANDGUN,DENIED,DROS,1
20160104,48,LONGGUN,APPROVED,DROS,24
20160104,49,HANDGUN,APPROVED,CRIS,4
20160104,49,HANDGUN,APPROVED,DROS,23
20160104,49,LONGGUN,APPROVED,CRIS,4
20160104,49,LONGGUN,APPROVED,DROS,28
20160104,49,LONGGUN,DENIED,DROS,1
20160104,5,HANDGUN,APPROVED,CRIS,1
20160104,5,HANDGUN,APPROVED,DROS,5
20160104,5,LONGGUN,APPROVED,CRIS,4
20160104,5,LONGGUN,APPROVED,DROS,7
20160104,50,HANDGUN,APPROVED,CRIS,4
20160104,50,HANDGUN,APPROVED,DROS,31
20160104,50,LONGGUN,APPROVED,DROS,19
20160104,51,HANDGUN,APPROVED,DROS,16
20160104,51,LONGGUN,APPROVED,DROS,7
20160104,52,HANDGUN,APPROVED,CRIS,1
20160104,52,HANDGUN,APPROVED,DROS,15
20160104,52,LONGGUN,APPROVED,DROS,7
20160104,53,LONGGUN,APPROVED,DROS,6
20160104,54,HANDGUN,APPROVED,CRIS,1
20160104,54,HANDGUN,APPROVED,DROS,27
20160104,54,HANDGUN,DENIED,DROS,1
20160104,54,LONGGUN,APPROVED,CRIS,1
20160104,54,LONGGUN,APPROVED,DROS,12
20160104,55,HANDGUN,APPROVED,DROS,2
20160104,55,LONGGUN,APPROVED,DROS,5
20160104,56,HANDGUN,APPROVED,CRIS,4
20160104,56,HANDGUN,APPROVED,DROS,52
20160104,56,HANDGUN,DENIED,DROS,1
20160104,56,LONGGUN,APPROVED,DROS,30
20160104,56,LONGGUN,DENIED,DROS,1
20160104,57,HANDGUN,APPROVED,CRIS,2
20160104,57,HANDGUN,APPROVED,DROS,4
20160104,57,LONGGUN,APPROVED,DROS,7
20160104,58,HANDGUN,APPROVED,CRIS,1
20160104,58,HANDGUN,APPROVED,DROS,5
20160104,58,LONGGUN,APPROVED,CRIS,2
20160104,58,LONGGUN,APPROVED,DROS,8
20160104,6,HANDGUN,APPROVED,DROS,2
20160104,6,LONGGUN,APPROVED,DROS,3
20160104,7,HANDGUN,APPROVED,CRIS,3
20160104,7,HANDGUN,APPROVED,DROS,33
20160104,7,LONGGUN,APPROVED,CRIS,1
20160104,7,LONGGUN,APPROVED,DROS,28
20160104,8,HANDGUN,APPROVED,DROS,3
20160104,8,LONGGUN,APPROVED,DROS,2
20160104,9,HANDGUN,APPROVED,DROS,17
20160104,9,LONGGUN,APPROVED,DROS,15
20160105,1,HANDGUN,APPROVED,DROS,52
20160105,1,HANDGUN,DENIED,DROS,2
20160105,1,LONGGUN,APPROVED,DROS,34
20160105,10,HANDGUN,APPROVED,DROS,86
20160105,10,HANDGUN,DENIED,DROS,3
20160105,10,LONGGUN,APPROVED,DROS,49
20160105,11,HANDGUN,APPROVED,DROS,3
20160105,11,LONGGUN,APPROVED,DROS,6
20160105,12,HANDGUN,APPROVED,DROS,16
20160105,12,HANDGUN,DENIED,DROS,2
20160105,12,LONGGUN,APPROVED,DROS,17
20160105,12,LONGGUN,DENIED,DROS,1
20160105,13,HANDGUN,APPROVED,DROS,8
20160105,13,HANDGUN,DENIED,DROS,1
20160105,13,LONGGUN,APPROVED,DROS,8
20160105,14,HANDGUN,APPROVED,DROS,6
20160105,14,LONGGUN,APPROVED,DROS,2
20160105,15,HANDGUN,APPROVED,DROS,87
20160105,15,HANDGUN,DENIED,DROS,5
20160105,15,LONGGUN,APPROVED,DROS,60
20160105,16,HANDGUN,APPROVED,DROS,19
20160105,16,LONGGUN,APPROVED,DROS,6
20160105,17,HANDGUN,APPROVED,DROS,3
20160105,17,LONGGUN,APPROVED,DROS,4
20160105,18,HANDGUN,APPROVED,DROS,7
20160105,18,HANDGUN,DENIED,DROS,1
20160105,18,LONGGUN,APPROVED,DROS,5
20160105,19,HANDGUN,APPROVED,CRIS,7
20160105,19,HANDGUN,APPROVED,DROS,317
20160105,19,HANDGUN,DENIED,DROS,7
20160105,19,LONGGUN,APPROVED,CRIS,2
20160105,19,LONGGUN,APPROVED,DROS,253
20160105,19,LONGGUN,DENIED,DROS,5
20160105,20,HANDGUN,APPROVED,DROS,14
20160105,20,HANDGUN,DENIED,DROS,1
20160105,20,LONGGUN,APPROVED,DROS,20
20160105,21,HANDGUN,APPROVED,DROS,7
20160105,21,LONGGUN,APPROVED,DROS,10
20160105,22,HANDGUN,APPROVED,DROS,1
20160105,22,LONGGUN,APPROVED,DROS,2
