LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,YES,NO,
EAST WHITTIER,2050001F,6071,264,Y,33,POLLING PLACE,,,,
EAST WHITTIER,2050001F,6071,264,Y,,VBM PORTION,4,2,2,
EAST WHITTIER,2050001F,6071,264,Y,33,TOTAL,4,2,2,
EAST WHITTIER,2050048A,794,264,N,456,POLLING PLACE,122,62,44,
EAST WHITTIER,2050048A,794,264,N,,VBM PORTION,53,24,19,
EAST WHITTIER,2050048A,794,264,N,456,TOTAL,175,86,63,
LA HABRA HEIGHTS,3230001A,1195,264,N,508,POLLING PLACE,109,53,44,
LA HABRA HEIGHTS,3230001A,1195,264,N,,VBM PORTION,59,20,29,
LA HABRA HEIGHTS,3230001A,1195,264,N,508,TOTAL,168,73,73,
LA HABRA HEIGHTS,3230003A,1196,264,N,894,POLLING PLACE,235,93,95,
LA HABRA HEIGHTS,3230003A,1196,264,N,,VBM PORTION,126,45,46,
LA HABRA HEIGHTS,3230003A,1196,264,N,894,TOTAL,361,138,141,
LA HABRA HEIGHTS,3230004A,1197,264,N,994,POLLING PLACE,210,93,81,
LA HABRA HEIGHTS,3230004A,1197,264,N,,VBM PORTION,171,55,79,
LA HABRA HEIGHTS,3230004A,1197,264,N,994,TOTAL,381,148,160,
LA HABRA HEIGHTS,3230006A,1198,264,N,857,POLLING PLACE,170,57,82,
LA HABRA HEIGHTS,3230006A,1198,264,N,,VBM PORTION,111,49,41,
LA HABRA HEIGHTS,3230006A,1198,264,N,857,TOTAL,281,106,123,
LA MIRADA,3300012A,6116,257,Y,,POLLING PLACE,,,,
LA MIRADA,3300012A,6116,257,Y,,VBM PORTION,,,,
LA MIRADA,3300012A,6116,257,Y,,TOTAL,,,,
SOUTH WHITTIER,6700014B,2606,257,N,736,POLLING PLACE,122,58,32,
SOUTH WHITTIER,6700014B,2606,257,N,,VBM PORTION,48,30,9,
SOUTH WHITTIER,6700014B,2606,257,N,736,TOTAL,170,88,41,
SOUTH WHITTIER,6700016A,2608,257,N,1041,POLLING PLACE,235,110,86,
SOUTH WHITTIER,6700016A,2608,257,N,,VBM PORTION,76,37,24,
SOUTH WHITTIER,6700016A,2608,257,N,1041,TOTAL,311,147,110,
SOUTH WHITTIER,6700017A,2609,257,N,1247,POLLING PLACE,237,115,95,
SOUTH WHITTIER,6700017A,2609,257,N,,VBM PORTION,80,35,29,
SOUTH WHITTIER,6700017A,2609,257,N,1247,TOTAL,317,150,124,
SOUTH WHITTIER,6700021A,2611,257,N,1211,POLLING PLACE,288,140,104,
SOUTH WHITTIER,6700021A,2611,257,N,,VBM PORTION,82,38,24,
SOUTH WHITTIER,6700021A,2611,257,N,1211,TOTAL,370,178,128,
WHITTIER,7800054A,2942,256,N,824,POLLING PLACE,148,70,59,
WHITTIER,7800054A,2942,256,N,,VBM PORTION,54,23,19,
WHITTIER,7800054A,2942,256,N,824,TOTAL,202,93,78,
WHITTIER,7800079A,2951,256,N,1064,POLLING PLACE,262,122,87,
WHITTIER,7800079A,2951,256,N,,VBM PORTION,66,40,15,
WHITTIER,7800079A,2951,256,N,1064,TOTAL,328,162,102,
WHITTIER,7800082A,2952,256,N,1120,POLLING PLACE,276,139,106,
WHITTIER,7800082A,2952,256,N,,VBM PORTION,104,54,37,
WHITTIER,7800082A,2952,256,N,1120,TOTAL,380,193,143,
WHITTIER,7800083A,2953,256,N,571,POLLING PLACE,145,64,59,
WHITTIER,7800083A,2953,256,N,,VBM PORTION,54,26,21,
WHITTIER,7800083A,2953,256,N,571,TOTAL,199,90,80,
BALLOT GROUP 256,9990256A,8256,256,N,,POLLING PLACE,,,,
BALLOT GROUP 256,9990256A,8256,256,N,,VBM PORTION,,,,
BALLOT GROUP 256,9990256A,8256,256,N,,TOTAL,,,,
BALLOT GROUP 257,9990257A,8257,257,N,,POLLING PLACE,,,,
BALLOT GROUP 257,9990257A,8257,257,N,,VBM PORTION,,,,
BALLOT GROUP 257,9990257A,8257,257,N,,TOTAL,,,,
BALLOT GROUP 264,9990264A,8264,264,N,,POLLING PLACE,,,,
BALLOT GROUP 264,9990264A,8264,264,N,,VBM PORTION,,,,
BALLOT GROUP 264,9990264A,8264,264,N,,TOTAL,,,,
