LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,YES,NO,
ACTON,0050003A,1,13,N,1044,POLLING PLACE,308,91,203,
ACTON,0050003A,1,13,N,,VBM PORTION,110,31,73,
ACTON,0050003A,1,13,N,1044,TOTAL,418,122,276,
ACTON,0050004B,2,13,N,576,POLLING PLACE,128,39,86,
ACTON,0050004B,2,13,N,,VBM PORTION,93,37,50,
ACTON,0050004B,2,13,N,576,TOTAL,221,76,136,
ACTON,0050005A,3,13,N,713,POLLING PLACE,198,53,134,
ACTON,0050005A,3,13,N,,VBM PORTION,71,30,38,
ACTON,0050005A,3,13,N,713,TOTAL,269,83,172,
ACTON,0050014A,4,23,N,695,POLLING PLACE,172,52,112,
ACTON,0050014A,4,23,N,,VBM PORTION,87,26,53,
ACTON,0050014A,4,23,N,695,TOTAL,259,78,165,
ACTON,0050022A,6001,27,Y,61,POLLING PLACE,,,,
ACTON,0050022A,6001,27,Y,,VBM PORTION,19,9,9,
ACTON,0050022A,6001,27,Y,61,TOTAL,19,9,9,
ACTON,0050025A,6002,23,Y,2,POLLING PLACE,,,,
ACTON,0050025A,6002,23,Y,,VBM PORTION,2,2,,
ACTON,0050025A,6002,23,Y,2,TOTAL,2,2,,
ACTON,0050026A,6003,29,Y,,POLLING PLACE,,,,
ACTON,0050026A,6003,29,Y,,VBM PORTION,,,,
ACTON,0050026A,6003,29,Y,,TOTAL,,,,
ACTON,0050052A,6004,96,Y,,POLLING PLACE,,,,
ACTON,0050052A,6004,96,Y,,VBM PORTION,,,,
ACTON,0050052A,6004,96,Y,,TOTAL,,,,
ACTON,0050059A,5,13,N,1169,POLLING PLACE,299,77,207,
ACTON,0050059A,5,13,N,,VBM PORTION,113,32,68,
ACTON,0050059A,5,13,N,1169,TOTAL,412,109,275,
ACTON,0050061A,6,13,N,1105,POLLING PLACE,277,78,189,
ACTON,0050061A,6,13,N,,VBM PORTION,132,54,68,
ACTON,0050061A,6,13,N,1105,TOTAL,409,132,257,
AGOURA,0070001A,7,115,N,862,POLLING PLACE,136,43,75,
AGOURA,0070001A,7,115,N,,VBM PORTION,126,48,60,
AGOURA,0070001A,7,115,N,862,TOTAL,262,91,135,
AGOURA,0070002A,6005,190,Y,101,POLLING PLACE,,,,
