LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,JANICE HAHN,ADAM SHBEITA,
LONG BEACH,3850386A,1602,370,N,1155,POLLING PLACE,207,185,9,
LONG BEACH,3850386A,1602,370,N,,VBM PORTION,42,33,5,
LONG BEACH,3850386A,1602,370,N,1155,TOTAL,249,218,14,
LONG BEACH,3850402A,1607,370,N,1209,POLLING PLACE,179,141,28,
LONG BEACH,3850402A,1607,370,N,,VBM PORTION,29,25,4,
LONG BEACH,3850402A,1607,370,N,1209,TOTAL,208,166,32,
LONG BEACH,3850546A,1619,355,N,497,POLLING PLACE,52,36,13,
LONG BEACH,3850546A,1619,355,N,,VBM PORTION,18,10,2,
LONG BEACH,3850546A,1619,355,N,497,TOTAL,70,46,15,
LONG BEACH,3850547A,1620,355,N,996,POLLING PLACE,130,104,21,
LONG BEACH,3850547A,1620,355,N,,VBM PORTION,35,28,3,
LONG BEACH,3850547A,1620,355,N,996,TOTAL,165,132,24,
LONG BEACH,3850551B,1622,355,N,725,POLLING PLACE,64,47,13,
LONG BEACH,3850551B,1622,355,N,,VBM PORTION,21,12,8,
LONG BEACH,3850551B,1622,355,N,725,TOTAL,85,59,21,
LONG BEACH,3850552A,1623,355,N,629,POLLING PLACE,71,51,10,
LONG BEACH,3850552A,1623,355,N,,VBM PORTION,32,24,6,
LONG BEACH,3850552A,1623,355,N,629,TOTAL,103,75,16,
LONG BEACH,3850552B,1624,355,N,799,POLLING PLACE,103,75,21,
LONG BEACH,3850552B,1624,355,N,,VBM PORTION,26,18,5,
LONG BEACH,3850552B,1624,355,N,799,TOTAL,129,93,26,
LONG BEACH,3850553A,1625,355,N,1004,POLLING PLACE,104,71,27,
LONG BEACH,3850553A,1625,355,N,,VBM PORTION,35,22,5,
LONG BEACH,3850553A,1625,355,N,1004,TOTAL,139,93,32,
LONG BEACH,3850660A,1656,394,N,767,POLLING PLACE,44,37,4,
LONG BEACH,3850660A,1656,394,N,,VBM PORTION,20,13,5,
LONG BEACH,3850660A,1656,394,N,767,TOTAL,64,50,9,
LONG BEACH,3850660B,1657,394,N,605,POLLING PLACE,74,49,20,
LONG BEACH,3850660B,1657,394,N,,VBM PORTION,30,26,4,
LONG BEACH,3850660B,1657,394,N,605,TOTAL,104,75,24,
LONG BEACH,3850686A,1659,352,N,1027,POLLING PLACE,73,62,9,
LONG BEACH,3850686A,1659,352,N,,VBM PORTION,22,19,1,
LONG BEACH,3850686A,1659,352,N,1027,TOTAL,95,81,10,
LYNWOOD,3990001A,1680,353,N,1012,POLLING PLACE,100,85,11,
LYNWOOD,3990001A,1680,353,N,,VBM PORTION,24,19,3,
LYNWOOD,3990001A,1680,353,N,1012,TOTAL,124,104,14,
LYNWOOD,3990001B,6149,356,Y,,POLLING PLACE,,,,
LYNWOOD,3990001B,6149,356,Y,,VBM PORTION,,,,
LYNWOOD,3990001B,6149,356,Y,,TOTAL,,,,
LYNWOOD,3990002A,1681,353,N,851,POLLING PLACE,111,92,8,
LYNWOOD,3990002A,1681,353,N,,VBM PORTION,36,30,4,
LYNWOOD,3990002A,1681,353,N,851,TOTAL,147,122,12,
LYNWOOD,3990003A,1682,353,N,915,POLLING PLACE,108,80,20,
LYNWOOD,3990003A,1682,353,N,,VBM PORTION,26,16,9,
LYNWOOD,3990003A,1682,353,N,915,TOTAL,134,96,29,
LYNWOOD,3990004A,1683,353,N,729,POLLING PLACE,110,93,10,
LYNWOOD,3990004A,1683,353,N,,VBM PORTION,23,22,,
LYNWOOD,3990004A,1683,353,N,729,TOTAL,133,115,10,
LYNWOOD,3990005A,1684,353,N,1042,POLLING PLACE,138,118,9,
LYNWOOD,3990005A,1684,353,N,,VBM PORTION,10,10,,
LYNWOOD,3990005A,1684,353,N,1042,TOTAL,148,128,9,
LYNWOOD,3990006A,1685,353,N,1150,POLLING PLACE,187,155,16,
LYNWOOD,3990006A,1685,353,N,,VBM PORTION,54,52,1,
LYNWOOD,3990006A,1685,353,N,1150,TOTAL,241,207,17,
LYNWOOD,3990007A,1686,353,N,1009,POLLING PLACE,137,109,13,
LYNWOOD,3990007A,1686,353,N,,VBM PORTION,28,22,4,
LYNWOOD,3990007A,1686,353,N,1009,TOTAL,165,131,17,
LYNWOOD,3990009A,1687,353,N,1130,POLLING PLACE,174,135,22,
LYNWOOD,3990009A,1687,353,N,,VBM PORTION,26,17,6,
LYNWOOD,3990009A,1687,353,N,1130,TOTAL,200,152,28,
LYNWOOD,3990010A,1688,353,N,1065,POLLING PLACE,96,74,17,
LYNWOOD,3990010A,1688,353,N,,VBM PORTION,34,24,6,
LYNWOOD,3990010A,1688,353,N,1065,TOTAL,130,98,23,
LYNWOOD,3990015A,1689,353,N,1137,POLLING PLACE,124,102,17,
LYNWOOD,3990015A,1689,353,N,,VBM PORTION,26,23,2,
LYNWOOD,3990015A,1689,353,N,1137,TOTAL,150,125,19,
LYNWOOD,3990016B,1690,353,N,1072,POLLING PLACE,143,113,19,
LYNWOOD,3990016B,1690,353,N,,VBM PORTION,35,32,1,
LYNWOOD,3990016B,1690,353,N,1072,TOTAL,178,145,20,
LYNWOOD,3990017A,1691,353,N,1095,POLLING PLACE,126,97,25,
LYNWOOD,3990017A,1691,353,N,,VBM PORTION,17,13,4,
LYNWOOD,3990017A,1691,353,N,1095,TOTAL,143,110,29,
LYNWOOD,3990018A,1692,353,N,1203,POLLING PLACE,175,150,16,
LYNWOOD,3990018A,1692,353,N,,VBM PORTION,41,33,6,
LYNWOOD,3990018A,1692,353,N,1203,TOTAL,216,183,22,
LYNWOOD,3990019A,1693,353,N,1180,POLLING PLACE,187,159,23,
LYNWOOD,3990019A,1693,353,N,,VBM PORTION,36,31,5,
LYNWOOD,3990019A,1693,353,N,1180,TOTAL,223,190,28,
LYNWOOD,3990028B,1694,353,N,1079,POLLING PLACE,147,119,17,
LYNWOOD,3990028B,1694,353,N,,VBM PORTION,22,18,2,
LYNWOOD,3990028B,1694,353,N,1079,TOTAL,169,137,19,
LYNWOOD,3990030A,1695,353,N,1065,POLLING PLACE,133,96,20,
LYNWOOD,3990030A,1695,353,N,,VBM PORTION,13,13,,
LYNWOOD,3990030A,1695,353,N,1065,TOTAL,146,109,20,
LYNWOOD,3990033A,1696,353,N,894,POLLING PLACE,120,102,15,
LYNWOOD,3990033A,1696,353,N,,VBM PORTION,40,39,,
LYNWOOD,3990033A,1696,353,N,894,TOTAL,160,141,15,
LYNWOOD,3990061A,1697,353,N,1049,POLLING PLACE,133,110,13,
LYNWOOD,3990061A,1697,353,N,,VBM PORTION,34,29,4,
LYNWOOD,3990061A,1697,353,N,1049,TOTAL,167,139,17,
LYNWOOD,3990062A,1698,353,N,1214,POLLING PLACE,159,136,15,
LYNWOOD,3990062A,1698,353,N,,VBM PORTION,50,46,1,
LYNWOOD,3990062A,1698,353,N,1214,TOTAL,209,182,16,
LYNWOOD,3990063A,1699,353,N,1154,POLLING PLACE,164,133,23,
LYNWOOD,3990063A,1699,353,N,,VBM PORTION,36,32,2,
LYNWOOD,3990063A,1699,353,N,1154,TOTAL,200,165,25,
LYNWOOD,3990064A,1700,353,N,1109,POLLING PLACE,147,115,22,
LYNWOOD,3990064A,1700,353,N,,VBM PORTION,33,28,3,
LYNWOOD,3990064A,1700,353,N,1109,TOTAL,180,143,25,
LYNWOOD,3990065B,1701,353,N,1016,POLLING PLACE,125,97,18,
LYNWOOD,3990065B,1701,353,N,,VBM PORTION,38,34,2,
LYNWOOD,3990065B,1701,353,N,1016,TOTAL,163,131,20,
RANCHO PALOS VERDES,5530003A,6194,395,Y,,POLLING PLACE,,,,
RANCHO PALOS VERDES,5530003A,6194,395,Y,,VBM PORTION,,,,
RANCHO PALOS VERDES,5530003A,6194,395,Y,,TOTAL,,,,
RANCHO PALOS VERDES,5530009A,6195,395,Y,,POLLING PLACE,,,,
RANCHO PALOS VERDES,5530009A,6195,395,Y,,VBM PORTION,,,,
RANCHO PALOS VERDES,5530009A,6195,395,Y,,TOTAL,,,,
SOUTH GATE,6550001A,2538,351,N,315,POLLING PLACE,52,32,15,
SOUTH GATE,6550001A,2538,351,N,,VBM PORTION,18,13,4,
SOUTH GATE,6550001A,2538,351,N,315,TOTAL,70,45,19,
SOUTH GATE,6550003A,2539,356,N,929,POLLING PLACE,120,91,21,
SOUTH GATE,6550003A,2539,356,N,,VBM PORTION,17,12,3,
SOUTH GATE,6550003A,2539,356,N,929,TOTAL,137,103,24,
SOUTH GATE,6550004A,2540,356,N,914,POLLING PLACE,128,101,17,
SOUTH GATE,6550004A,2540,356,N,,VBM PORTION,17,15,2,
SOUTH GATE,6550004A,2540,356,N,914,TOTAL,145,116,19,
SOUTH GATE,6550006A,2541,356,N,978,POLLING PLACE,137,101,24,
SOUTH GATE,6550006A,2541,356,N,,VBM PORTION,27,20,3,
SOUTH GATE,6550006A,2541,356,N,978,TOTAL,164,121,27,
SOUTH GATE,6550009A,2542,356,N,971,POLLING PLACE,107,89,14,
SOUTH GATE,6550009A,2542,356,N,,VBM PORTION,21,18,3,
SOUTH GATE,6550009A,2542,356,N,971,TOTAL,128,107,17,
SOUTH GATE,6550010A,2543,356,N,1073,POLLING PLACE,165,133,19,
SOUTH GATE,6550010A,2543,356,N,,VBM PORTION,15,11,3,
SOUTH GATE,6550010A,2543,356,N,1073,TOTAL,180,144,22,
SOUTH GATE,6550011A,2544,356,N,1178,POLLING PLACE,129,103,13,
SOUTH GATE,6550011A,2544,356,N,,VBM PORTION,39,35,3,
SOUTH GATE,6550011A,2544,356,N,1178,TOTAL,168,138,16,
SOUTH GATE,6550012B,2545,356,N,1065,POLLING PLACE,140,123,13,
SOUTH GATE,6550012B,2545,356,N,,VBM PORTION,23,21,,
SOUTH GATE,6550012B,2545,356,N,1065,TOTAL,163,144,13,
SOUTH GATE,6550015A,2546,356,N,1116,POLLING PLACE,172,125,31,
SOUTH GATE,6550015A,2546,356,N,,VBM PORTION,43,32,9,
SOUTH GATE,6550015A,2546,356,N,1116,TOTAL,215,157,40,
SOUTH GATE,6550016A,2547,356,N,957,POLLING PLACE,112,84,20,
SOUTH GATE,6550016A,2547,356,N,,VBM PORTION,19,15,1,
SOUTH GATE,6550016A,2547,356,N,957,TOTAL,131,99,21,
SOUTH GATE,6550017A,2548,356,N,1079,POLLING PLACE,145,114,22,
SOUTH GATE,6550017A,2548,356,N,,VBM PORTION,27,23,2,
SOUTH GATE,6550017A,2548,356,N,1079,TOTAL,172,137,24,
SOUTH GATE,6550018A,2549,356,N,991,POLLING PLACE,115,88,18,
SOUTH GATE,6550018A,2549,356,N,,VBM PORTION,27,21,5,
SOUTH GATE,6550018A,2549,356,N,991,TOTAL,142,109,23,
SOUTH GATE,6550019B,2550,356,N,1094,POLLING PLACE,178,130,28,
SOUTH GATE,6550019B,2550,356,N,,VBM PORTION,14,13,1,
SOUTH GATE,6550019B,2550,356,N,1094,TOTAL,192,143,29,
SOUTH GATE,6550019D,6239,350,Y,,POLLING PLACE,,,,
SOUTH GATE,6550019D,6239,350,Y,,VBM PORTION,,,,
SOUTH GATE,6550019D,6239,350,Y,,TOTAL,,,,
SOUTH GATE,6550020A,2551,356,N,1022,POLLING PLACE,148,112,20,
SOUTH GATE,6550020A,2551,356,N,,VBM PORTION,23,21,2,
SOUTH GATE,6550020A,2551,356,N,1022,TOTAL,171,133,22,
SOUTH GATE,6550021A,2552,356,N,745,POLLING PLACE,58,46,10,
SOUTH GATE,6550021A,2552,356,N,,VBM PORTION,8,8,,
SOUTH GATE,6550021A,2552,356,N,745,TOTAL,66,54,10,
SOUTH GATE,6550022A,2553,356,N,870,POLLING PLACE,123,100,15,
SOUTH GATE,6550022A,2553,356,N,,VBM PORTION,25,22,2,
SOUTH GATE,6550022A,2553,356,N,870,TOTAL,148,122,17,
SOUTH GATE,6550022B,2554,356,N,749,POLLING PLACE,72,66,4,
SOUTH GATE,6550022B,2554,356,N,,VBM PORTION,14,10,3,
SOUTH GATE,6550022B,2554,356,N,749,TOTAL,86,76,7,
SOUTH GATE,6550028A,2555,356,N,1002,POLLING PLACE,147,99,40,
SOUTH GATE,6550028A,2555,356,N,,VBM PORTION,27,24,3,
SOUTH GATE,6550028A,2555,356,N,1002,TOTAL,174,123,43,
SOUTH GATE,6550029A,2556,356,N,1077,POLLING PLACE,133,111,17,
SOUTH GATE,6550029A,2556,356,N,,VBM PORTION,27,22,2,
SOUTH GATE,6550029A,2556,356,N,1077,TOTAL,160,133,19,
SOUTH GATE,6550030C,2557,356,N,765,POLLING PLACE,129,110,15,
SOUTH GATE,6550030C,2557,356,N,,VBM PORTION,25,17,7,
SOUTH GATE,6550030C,2557,356,N,765,TOTAL,154,127,22,
SOUTH GATE,6550031A,2558,356,N,1130,POLLING PLACE,179,143,27,
SOUTH GATE,6550031A,2558,356,N,,VBM PORTION,30,23,4,
SOUTH GATE,6550031A,2558,356,N,1130,TOTAL,209,166,31,
SOUTH GATE,6550035A,2559,356,N,1228,POLLING PLACE,166,123,26,
SOUTH GATE,6550035A,2559,356,N,,VBM PORTION,37,29,3,
SOUTH GATE,6550035A,2559,356,N,1228,TOTAL,203,152,29,
SOUTH GATE,6550036A,2560,356,N,1068,POLLING PLACE,121,91,22,
SOUTH GATE,6550036A,2560,356,N,,VBM PORTION,20,15,3,
SOUTH GATE,6550036A,2560,356,N,1068,TOTAL,141,106,25,
SOUTH GATE,6550039A,2561,356,N,884,POLLING PLACE,154,113,23,
SOUTH GATE,6550039A,2561,356,N,,VBM PORTION,11,9,2,
SOUTH GATE,6550039A,2561,356,N,884,TOTAL,165,122,25,
SOUTH GATE,6550047B,2562,356,N,1055,POLLING PLACE,162,123,25,
SOUTH GATE,6550047B,2562,356,N,,VBM PORTION,34,21,12,
SOUTH GATE,6550047B,2562,356,N,1055,TOTAL,196,144,37,
SOUTH GATE,6550048A,2563,356,N,1251,POLLING PLACE,178,140,29,
SOUTH GATE,6550048A,2563,356,N,,VBM PORTION,30,25,3,
SOUTH GATE,6550048A,2563,356,N,1251,TOTAL,208,165,32,
SOUTH GATE,6550050A,2564,356,N,1029,POLLING PLACE,131,89,29,
SOUTH GATE,6550050A,2564,356,N,,VBM PORTION,30,20,8,
SOUTH GATE,6550050A,2564,356,N,1029,TOTAL,161,109,37,
SOUTH GATE,6550052A,2565,356,N,1000,POLLING PLACE,129,98,21,
SOUTH GATE,6550052A,2565,356,N,,VBM PORTION,33,28,4,
SOUTH GATE,6550052A,2565,356,N,1000,TOTAL,162,126,25,
SOUTH GATE,6550053A,2566,356,N,1227,POLLING PLACE,179,132,37,
SOUTH GATE,6550053A,2566,356,N,,VBM PORTION,41,30,10,
SOUTH GATE,6550053A,2566,356,N,1227,TOTAL,220,162,47,
SOUTH GATE,6550055A,2567,356,N,542,POLLING PLACE,94,63,22,
SOUTH GATE,6550055A,2567,356,N,,VBM PORTION,15,14,1,
SOUTH GATE,6550055A,2567,356,N,542,TOTAL,109,77,23,
SOUTH GATE,6550055B,2568,353,N,214,POLLING PLACE,15,9,5,
SOUTH GATE,6550055B,2568,353,N,,VBM PORTION,12,11,1,
SOUTH GATE,6550055B,2568,353,N,214,TOTAL,27,20,6,
SOUTH GATE,6550056A,2569,354,N,417,POLLING PLACE,62,44,11,
SOUTH GATE,6550056A,2569,354,N,,VBM PORTION,45,35,9,
SOUTH GATE,6550056A,2569,354,N,417,TOTAL,107,79,20,
SOUTH GATE,6550057A,2570,354,N,769,POLLING PLACE,122,86,29,
SOUTH GATE,6550057A,2570,354,N,,VBM PORTION,23,15,6,
SOUTH GATE,6550057A,2570,354,N,769,TOTAL,145,101,35,
SOUTH GATE,6550060A,2571,353,N,1073,POLLING PLACE,155,115,27,
SOUTH GATE,6550060A,2571,353,N,,VBM PORTION,41,34,3,
SOUTH GATE,6550060A,2571,353,N,1073,TOTAL,196,149,30,
SOUTH GATE,6550061A,2572,353,N,606,POLLING PLACE,90,65,18,
SOUTH GATE,6550061A,2572,353,N,,VBM PORTION,13,9,3,
SOUTH GATE,6550061A,2572,353,N,606,TOTAL,103,74,21,
SOUTH GATE,6550062A,2573,353,N,1127,POLLING PLACE,186,139,32,
SOUTH GATE,6550062A,2573,353,N,,VBM PORTION,39,27,8,
SOUTH GATE,6550062A,2573,353,N,1127,TOTAL,225,166,40,
SOUTH GATE,6550066C,2574,354,N,547,POLLING PLACE,82,47,27,
SOUTH GATE,6550066C,2574,354,N,,VBM PORTION,43,25,11,
SOUTH GATE,6550066C,2574,354,N,547,TOTAL,125,72,38,
WALNUT PARK,7650001A,2788,318,N,1076,POLLING PLACE,150,122,19,
WALNUT PARK,7650001A,2788,318,N,,VBM PORTION,15,11,1,
WALNUT PARK,7650001A,2788,318,N,1076,TOTAL,165,133,20,
WALNUT PARK,7650004A,2789,318,N,980,POLLING PLACE,101,83,15,
WALNUT PARK,7650004A,2789,318,N,,VBM PORTION,29,25,1,
WALNUT PARK,7650004A,2789,318,N,980,TOTAL,130,108,16,
WALNUT PARK,7650004B,6259,319,Y,,POLLING PLACE,,,,
WALNUT PARK,7650004B,6259,319,Y,,VBM PORTION,,,,
WALNUT PARK,7650004B,6259,319,Y,,TOTAL,,,,
WALNUT PARK,7650005A,2790,318,N,1015,POLLING PLACE,184,150,21,
WALNUT PARK,7650005A,2790,318,N,,VBM PORTION,21,16,1,
WALNUT PARK,7650005A,2790,318,N,1015,TOTAL,205,166,22,
WALNUT PARK,7650006A,2791,318,N,930,POLLING PLACE,145,117,17,
WALNUT PARK,7650006A,2791,318,N,,VBM PORTION,34,29,5,
WALNUT PARK,7650006A,2791,318,N,930,TOTAL,179,146,22,
WALNUT PARK,7650008A,2792,318,N,801,POLLING PLACE,165,131,24,
WALNUT PARK,7650008A,2792,318,N,,VBM PORTION,18,14,,
WALNUT PARK,7650008A,2792,318,N,801,TOTAL,183,145,24,
WALNUT PARK,7650009A,2793,318,N,766,POLLING PLACE,119,103,9,
WALNUT PARK,7650009A,2793,318,N,,VBM PORTION,24,16,5,
WALNUT PARK,7650009A,2793,318,N,766,TOTAL,143,119,14,
WEST COMPTON,7690001A,2828,366,N,772,POLLING PLACE,161,144,7,
WEST COMPTON,7690001A,2828,366,N,,VBM PORTION,42,36,4,
WEST COMPTON,7690001A,2828,366,N,772,TOTAL,203,180,11,
WEST COMPTON,7690002A,2829,366,N,863,POLLING PLACE,154,136,6,
WEST COMPTON,7690002A,2829,366,N,,VBM PORTION,35,32,1,
WEST COMPTON,7690002A,2829,366,N,863,TOTAL,189,168,7,
WEST COMPTON,7690005A,2830,366,N,948,POLLING PLACE,192,172,9,
WEST COMPTON,7690005A,2830,366,N,,VBM PORTION,23,20,2,
WEST COMPTON,7690005A,2830,366,N,948,TOTAL,215,192,11,
WEST COMPTON,7690006A,2831,372,N,784,POLLING PLACE,123,110,6,
WEST COMPTON,7690006A,2831,372,N,,VBM PORTION,41,29,8,
WEST COMPTON,7690006A,2831,372,N,784,TOTAL,164,139,14,
WILLOWBROOK,7850001A,2966,366,N,999,POLLING PLACE,112,103,4,
WILLOWBROOK,7850001A,2966,366,N,,VBM PORTION,24,21,2,
WILLOWBROOK,7850001A,2966,366,N,999,TOTAL,136,124,6,
WILLOWBROOK,7850002A,2967,356,N,823,POLLING PLACE,92,75,9,
WILLOWBROOK,7850002A,2967,356,N,,VBM PORTION,2,2,,
WILLOWBROOK,7850002A,2967,356,N,823,TOTAL,94,77,9,
WILLOWBROOK,7850003A,2968,366,N,931,POLLING PLACE,172,160,8,
WILLOWBROOK,7850003A,2968,366,N,,VBM PORTION,40,36,3,
WILLOWBROOK,7850003A,2968,366,N,931,TOTAL,212,196,11,
WILLOWBROOK,7850009A,2969,366,N,1058,POLLING PLACE,127,114,7,
WILLOWBROOK,7850009A,2969,366,N,,VBM PORTION,22,19,3,
WILLOWBROOK,7850009A,2969,366,N,1058,TOTAL,149,133,10,
WILLOWBROOK,7850011A,2970,366,N,994,POLLING PLACE,117,107,5,
WILLOWBROOK,7850011A,2970,366,N,,VBM PORTION,25,22,1,
WILLOWBROOK,7850011A,2970,366,N,994,TOTAL,142,129,6,
WILLOWBROOK,7850013A,2971,366,N,835,POLLING PLACE,109,90,5,
WILLOWBROOK,7850013A,2971,366,N,,VBM PORTION,27,23,3,
WILLOWBROOK,7850013A,2971,366,N,835,TOTAL,136,113,8,
WILLOWBROOK,7850015A,2972,366,N,852,POLLING PLACE,95,82,7,
WILLOWBROOK,7850015A,2972,366,N,,VBM PORTION,14,14,,
WILLOWBROOK,7850015A,2972,366,N,852,TOTAL,109,96,7,
WILLOWBROOK,7850017A,2973,366,N,1058,POLLING PLACE,166,131,21,
WILLOWBROOK,7850017A,2973,366,N,,VBM PORTION,28,28,,
WILLOWBROOK,7850017A,2973,366,N,1058,TOTAL,194,159,21,
WILLOWBROOK,7850024A,2974,366,N,861,POLLING PLACE,100,81,8,
WILLOWBROOK,7850024A,2974,366,N,,VBM PORTION,9,8,1,
WILLOWBROOK,7850024A,2974,366,N,861,TOTAL,109,89,9,
WILLOWBROOK,7850041B,6268,364,Y,3,POLLING PLACE,,,,
WILLOWBROOK,7850041B,6268,364,Y,,VBM PORTION,,,,
WILLOWBROOK,7850041B,6268,364,Y,3,TOTAL,,,,
WILLOWBROOK,7850042A,2975,366,N,430,POLLING PLACE,55,46,6,
WILLOWBROOK,7850042A,2975,366,N,,VBM PORTION,10,10,,
WILLOWBROOK,7850042A,2975,366,N,430,TOTAL,65,56,6,
WILLOWBROOK,7850043A,2976,366,N,829,POLLING PLACE,123,110,9,
WILLOWBROOK,7850043A,2976,366,N,,VBM PORTION,33,28,5,
WILLOWBROOK,7850043A,2976,366,N,829,TOTAL,156,138,14,
WILLOWBROOK,7850044A,2977,366,N,909,POLLING PLACE,181,173,3,
WILLOWBROOK,7850044A,2977,366,N,,VBM PORTION,45,44,,
WILLOWBROOK,7850044A,2977,366,N,909,TOTAL,226,217,3,
WILLOWBROOK,7850050A,2978,363,N,1002,POLLING PLACE,225,204,8,
WILLOWBROOK,7850050A,2978,363,N,,VBM PORTION,38,38,,
WILLOWBROOK,7850050A,2978,363,N,1002,TOTAL,263,242,8,
WILLOWBROOK,7850204A,2979,366,N,1010,POLLING PLACE,150,134,7,
WILLOWBROOK,7850204A,2979,366,N,,VBM PORTION,9,9,,
WILLOWBROOK,7850204A,2979,366,N,1010,TOTAL,159,143,7,
LOS ANGELES,9000420A,6275,393,Y,126,POLLING PLACE,,,,
LOS ANGELES,9000420A,6275,393,Y,,VBM PORTION,20,11,8,
LOS ANGELES,9000420A,6275,393,Y,126,TOTAL,20,11,8,
LOS ANGELES,9000427A,3261,393,N,1270,POLLING PLACE,159,127,18,
LOS ANGELES,9000427A,3261,393,N,,VBM PORTION,74,52,16,
LOS ANGELES,9000427A,3261,393,N,1270,TOTAL,233,179,34,
LOS ANGELES,9000545A,3329,359,N,1110,POLLING PLACE,160,142,10,
LOS ANGELES,9000545A,3329,359,N,,VBM PORTION,43,42,1,
LOS ANGELES,9000545A,3329,359,N,1110,TOTAL,203,184,11,
LOS ANGELES,9000953A,3508,368,N,907,POLLING PLACE,179,126,30,
LOS ANGELES,9000953A,3508,368,N,,VBM PORTION,45,38,4,
LOS ANGELES,9000953A,3508,368,N,907,TOTAL,224,164,34,
LOS ANGELES,9000994A,3522,368,N,947,POLLING PLACE,166,126,25,
LOS ANGELES,9000994A,3522,368,N,,VBM PORTION,37,28,6,
LOS ANGELES,9000994A,3522,368,N,947,TOTAL,203,154,31,
LOS ANGELES,9000995A,3523,368,N,969,POLLING PLACE,133,118,12,
LOS ANGELES,9000995A,3523,368,N,,VBM PORTION,29,28,,
LOS ANGELES,9000995A,3523,368,N,969,TOTAL,162,146,12,
LOS ANGELES,9001006A,3531,393,N,1060,POLLING PLACE,228,158,52,
LOS ANGELES,9001006A,3531,393,N,,VBM PORTION,105,69,25,
LOS ANGELES,9001006A,3531,393,N,1060,TOTAL,333,227,77,
LOS ANGELES,9001042A,3551,369,N,910,POLLING PLACE,99,86,9,
LOS ANGELES,9001042A,3551,369,N,,VBM PORTION,10,8,,
LOS ANGELES,9001042A,3551,369,N,910,TOTAL,109,94,9,
LOS ANGELES,9001117A,3591,369,N,1015,POLLING PLACE,93,80,6,
LOS ANGELES,9001117A,3591,369,N,,VBM PORTION,22,16,3,
LOS ANGELES,9001117A,3591,369,N,1015,TOTAL,115,96,9,
LOS ANGELES,9001147A,3601,369,N,903,POLLING PLACE,85,66,5,
LOS ANGELES,9001147A,3601,369,N,,VBM PORTION,19,18,1,
LOS ANGELES,9001147A,3601,369,N,903,TOTAL,104,84,6,
LOS ANGELES,9001188A,3620,369,N,1076,POLLING PLACE,146,116,15,
LOS ANGELES,9001188A,3620,369,N,,VBM PORTION,14,13,1,
LOS ANGELES,9001188A,3620,369,N,1076,TOTAL,160,129,16,
LOS ANGELES,9001384A,3703,368,N,790,POLLING PLACE,82,65,14,
LOS ANGELES,9001384A,3703,368,N,,VBM PORTION,11,9,2,
LOS ANGELES,9001384A,3703,368,N,790,TOTAL,93,74,16,
LOS ANGELES,9001405A,3708,393,N,1033,POLLING PLACE,184,137,34,
LOS ANGELES,9001405A,3708,393,N,,VBM PORTION,70,55,12,
LOS ANGELES,9001405A,3708,393,N,1033,TOTAL,254,192,46,
LOS ANGELES,9001439B,3726,368,N,791,POLLING PLACE,86,68,11,
LOS ANGELES,9001439B,3726,368,N,,VBM PORTION,28,20,5,
LOS ANGELES,9001439B,3726,368,N,791,TOTAL,114,88,16,
LOS ANGELES,9001483A,3750,393,N,1125,POLLING PLACE,234,166,53,
LOS ANGELES,9001483A,3750,393,N,,VBM PORTION,112,81,19,
LOS ANGELES,9001483A,3750,393,N,1125,TOTAL,346,247,72,
LOS ANGELES,9001484A,3751,393,N,1053,POLLING PLACE,183,140,36,
LOS ANGELES,9001484A,3751,393,N,,VBM PORTION,109,84,18,
LOS ANGELES,9001484A,3751,393,N,1053,TOTAL,292,224,54,
LOS ANGELES,9001587A,3796,369,N,733,POLLING PLACE,89,78,7,
LOS ANGELES,9001587A,3796,369,N,,VBM PORTION,14,11,3,
LOS ANGELES,9001587A,3796,369,N,733,TOTAL,103,89,10,
LOS ANGELES,9001602A,3801,368,N,1077,POLLING PLACE,152,125,16,
LOS ANGELES,9001602A,3801,368,N,,VBM PORTION,22,14,5,
LOS ANGELES,9001602A,3801,368,N,1077,TOTAL,174,139,21,
LOS ANGELES,9001610B,3805,393,N,1041,POLLING PLACE,209,144,43,
LOS ANGELES,9001610B,3805,393,N,,VBM PORTION,137,96,27,
LOS ANGELES,9001610B,3805,393,N,1041,TOTAL,346,240,70,
LOS ANGELES,9001780A,3872,369,N,866,POLLING PLACE,98,87,4,
LOS ANGELES,9001780A,3872,369,N,,VBM PORTION,6,5,1,
LOS ANGELES,9001780A,3872,369,N,866,TOTAL,104,92,5,
LOS ANGELES,9001827A,3894,393,N,998,POLLING PLACE,255,167,60,
LOS ANGELES,9001827A,3894,393,N,,VBM PORTION,120,68,34,
LOS ANGELES,9001827A,3894,393,N,998,TOTAL,375,235,94,
LOS ANGELES,9002338A,4120,368,N,886,POLLING PLACE,117,91,12,
LOS ANGELES,9002338A,4120,368,N,,VBM PORTION,37,36,1,
LOS ANGELES,9002338A,4120,368,N,886,TOTAL,154,127,13,
LOS ANGELES,9002534A,4205,369,N,1141,POLLING PLACE,111,101,4,
LOS ANGELES,9002534A,4205,369,N,,VBM PORTION,19,16,,
LOS ANGELES,9002534A,4205,369,N,1141,TOTAL,130,117,4,
LOS ANGELES,9002534C,4206,369,N,1141,POLLING PLACE,95,85,5,
LOS ANGELES,9002534C,4206,369,N,,VBM PORTION,20,18,1,
