LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,YES,NO,
LA MIRADA,3300001A,1200,252,N,1018,POLLING PLACE,254,98,138,
LA MIRADA,3300001A,1200,252,N,,VBM PORTION,77,29,39,
LA MIRADA,3300001A,1200,252,N,1018,TOTAL,331,127,177,
LA MIRADA,3300003A,1201,252,N,1227,POLLING PLACE,280,108,149,
LA MIRADA,3300003A,1201,252,N,,VBM PORTION,102,52,35,
LA MIRADA,3300003A,1201,252,N,1227,TOTAL,382,160,184,
LA MIRADA,3300006A,1202,252,N,956,POLLING PLACE,204,70,108,
LA MIRADA,3300006A,1202,252,N,,VBM PORTION,113,48,42,
LA MIRADA,3300006A,1202,252,N,956,TOTAL,317,118,150,
LA MIRADA,3300007A,1203,252,N,1182,POLLING PLACE,297,126,144,
LA MIRADA,3300007A,1203,252,N,,VBM PORTION,102,55,36,
LA MIRADA,3300007A,1203,252,N,1182,TOTAL,399,181,180,
LA MIRADA,3300008C,1204,252,N,997,POLLING PLACE,252,96,120,
LA MIRADA,3300008C,1204,252,N,,VBM PORTION,74,25,41,
LA MIRADA,3300008C,1204,252,N,997,TOTAL,326,121,161,
LA MIRADA,3300009A,1205,252,N,677,POLLING PLACE,132,50,66,
LA MIRADA,3300009A,1205,252,N,,VBM PORTION,46,25,15,
LA MIRADA,3300009A,1205,252,N,677,TOTAL,178,75,81,
LA MIRADA,3300010A,1206,252,N,1313,POLLING PLACE,260,107,138,
LA MIRADA,3300010A,1206,252,N,,VBM PORTION,118,53,54,
LA MIRADA,3300010A,1206,252,N,1313,TOTAL,378,160,192,
LA MIRADA,3300014A,1207,252,N,1011,POLLING PLACE,157,66,66,
LA MIRADA,3300014A,1207,252,N,,VBM PORTION,80,35,36,
LA MIRADA,3300014A,1207,252,N,1011,TOTAL,237,101,102,
LA MIRADA,3300019A,1210,252,N,773,POLLING PLACE,197,64,119,
LA MIRADA,3300019A,1210,252,N,,VBM PORTION,108,23,69,
LA MIRADA,3300019A,1210,252,N,773,TOTAL,305,87,188,
LA MIRADA,3300020A,1211,252,N,860,POLLING PLACE,206,100,81,
LA MIRADA,3300020A,1211,252,N,,VBM PORTION,50,18,30,
LA MIRADA,3300020A,1211,252,N,860,TOTAL,256,118,111,
LA MIRADA,3300022A,1212,252,N,693,POLLING PLACE,126,49,66,
LA MIRADA,3300022A,1212,252,N,,VBM PORTION,72,29,33,
LA MIRADA,3300022A,1212,252,N,693,TOTAL,198,78,99,
LA MIRADA,3300023A,1213,252,N,904,POLLING PLACE,186,67,106,
LA MIRADA,3300023A,1213,252,N,,VBM PORTION,65,36,22,
LA MIRADA,3300023A,1213,252,N,904,TOTAL,251,103,128,
LA MIRADA,3300025A,1214,252,N,736,POLLING PLACE,174,65,89,
LA MIRADA,3300025A,1214,252,N,,VBM PORTION,51,22,19,
LA MIRADA,3300025A,1214,252,N,736,TOTAL,225,87,108,
LA MIRADA,3300026A,1215,252,N,822,POLLING PLACE,177,73,94,
