LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,IAN C CALDERON,RITA TOPALIAN,
NORWALK,4800008C,1845,253,N,,VBM PORTION,57,19,35,
NORWALK,4800008C,1845,253,N,1156,TOTAL,232,116,101,
NORWALK,4800009A,1846,253,N,759,POLLING PLACE,137,77,53,
NORWALK,4800009A,1846,253,N,,VBM PORTION,28,13,14,
NORWALK,4800009A,1846,253,N,759,TOTAL,165,90,67,
NORWALK,4800010A,1847,253,N,807,POLLING PLACE,177,111,58,
NORWALK,4800010A,1847,253,N,,VBM PORTION,25,12,12,
NORWALK,4800010A,1847,253,N,807,TOTAL,202,123,70,
NORWALK,4800011A,1848,253,N,1104,POLLING PLACE,207,141,54,
NORWALK,4800011A,1848,253,N,,VBM PORTION,52,27,19,
NORWALK,4800011A,1848,253,N,1104,TOTAL,259,168,73,
NORWALK,4800013A,1849,253,N,1002,POLLING PLACE,134,91,35,
NORWALK,4800013A,1849,253,N,,VBM PORTION,32,18,12,
NORWALK,4800013A,1849,253,N,1002,TOTAL,166,109,47,
NORWALK,4800014C,1850,253,N,227,POLLING PLACE,51,30,21,
NORWALK,4800014C,1850,253,N,,VBM PORTION,14,8,6,
NORWALK,4800014C,1850,253,N,227,TOTAL,65,38,27,
NORWALK,4800016A,1852,250,N,1027,POLLING PLACE,145,92,49,
NORWALK,4800016A,1852,250,N,,VBM PORTION,33,23,8,
NORWALK,4800016A,1852,250,N,1027,TOTAL,178,115,57,
NORWALK,4800018A,1853,250,N,1009,POLLING PLACE,157,95,51,
NORWALK,4800018A,1853,250,N,,VBM PORTION,48,21,21,
NORWALK,4800018A,1853,250,N,1009,TOTAL,205,116,72,
NORWALK,4800019A,1854,250,N,637,POLLING PLACE,104,64,35,
NORWALK,4800019A,1854,250,N,,VBM PORTION,27,8,12,
NORWALK,4800019A,1854,250,N,637,TOTAL,131,72,47,
NORWALK,4800021A,1855,250,N,306,POLLING PLACE,38,27,8,
NORWALK,4800021A,1855,250,N,,VBM PORTION,16,9,6,
NORWALK,4800021A,1855,250,N,306,TOTAL,54,36,14,
NORWALK,4800021B,1856,254,N,1171,POLLING PLACE,115,74,34,
NORWALK,4800021B,1856,254,N,,VBM PORTION,48,31,11,
NORWALK,4800021B,1856,254,N,1171,TOTAL,163,105,45,
NORWALK,4800022A,1857,254,N,894,POLLING PLACE,107,63,37,
NORWALK,4800022A,1857,254,N,,VBM PORTION,43,28,12,
NORWALK,4800022A,1857,254,N,894,TOTAL,150,91,49,
NORWALK,4800023A,1858,254,N,1207,POLLING PLACE,167,95,53,
NORWALK,4800023A,1858,254,N,,VBM PORTION,66,38,27,
NORWALK,4800023A,1858,254,N,1207,TOTAL,233,133,80,
NORWALK,4800024A,1859,254,N,1149,POLLING PLACE,197,147,42,
NORWALK,4800024A,1859,254,N,,VBM PORTION,47,21,24,
NORWALK,4800024A,1859,254,N,1149,TOTAL,244,168,66,
NORWALK,4800029B,1862,254,N,968,POLLING PLACE,152,106,36,
NORWALK,4800029B,1862,254,N,,VBM PORTION,49,23,23,
NORWALK,4800029B,1862,254,N,968,TOTAL,201,129,59,
NORWALK,4800031A,1863,254,N,1065,POLLING PLACE,180,100,69,
NORWALK,4800031A,1863,254,N,,VBM PORTION,60,25,30,
NORWALK,4800031A,1863,254,N,1065,TOTAL,240,125,99,
NORWALK,4800032A,1864,254,N,929,POLLING PLACE,104,64,26,
NORWALK,4800032A,1864,254,N,,VBM PORTION,97,65,27,
NORWALK,4800032A,1864,254,N,929,TOTAL,201,129,53,
NORWALK,4800033A,1865,254,N,815,POLLING PLACE,105,72,30,
NORWALK,4800033A,1865,254,N,,VBM PORTION,22,11,10,
NORWALK,4800033A,1865,254,N,815,TOTAL,127,83,40,
NORWALK,4800034A,1866,250,N,1103,POLLING PLACE,187,101,68,
NORWALK,4800034A,1866,250,N,,VBM PORTION,104,61,35,
NORWALK,4800034A,1866,250,N,1103,TOTAL,291,162,103,
NORWALK,4800035A,1867,250,N,1102,POLLING PLACE,148,99,34,
NORWALK,4800035A,1867,250,N,,VBM PORTION,49,27,21,
NORWALK,4800035A,1867,250,N,1102,TOTAL,197,126,55,
NORWALK,4800037A,1868,254,N,994,POLLING PLACE,159,103,51,
NORWALK,4800037A,1868,254,N,,VBM PORTION,65,33,27,
NORWALK,4800037A,1868,254,N,994,TOTAL,224,136,78,
NORWALK,4800038A,1869,254,N,856,POLLING PLACE,114,66,44,
NORWALK,4800038A,1869,254,N,,VBM PORTION,51,36,11,
NORWALK,4800038A,1869,254,N,856,TOTAL,165,102,55,
NORWALK,4800053A,1878,254,N,886,POLLING PLACE,151,112,32,
NORWALK,4800053A,1878,254,N,,VBM PORTION,33,23,9,
NORWALK,4800053A,1878,254,N,886,TOTAL,184,135,41,
NORWALK,4800054A,1879,254,N,874,POLLING PLACE,93,60,29,
NORWALK,4800054A,1879,254,N,,VBM PORTION,37,25,10,
NORWALK,4800054A,1879,254,N,874,TOTAL,130,85,39,
NORWALK,4800060A,1882,253,N,1018,POLLING PLACE,148,79,61,
NORWALK,4800060A,1882,253,N,,VBM PORTION,44,25,17,
NORWALK,4800060A,1882,253,N,1018,TOTAL,192,104,78,
NORWALK,4800071A,1884,254,N,1133,POLLING PLACE,174,141,24,
NORWALK,4800071A,1884,254,N,,VBM PORTION,42,24,13,
NORWALK,4800071A,1884,254,N,1133,TOTAL,216,165,37,
NORWALK,4800076A,1885,249,N,910,POLLING PLACE,159,91,56,
NORWALK,4800076A,1885,249,N,,VBM PORTION,69,35,30,
NORWALK,4800076A,1885,249,N,910,TOTAL,228,126,86,
NORWALK,4800088A,1886,253,N,1017,POLLING PLACE,221,145,67,
NORWALK,4800088A,1886,253,N,,VBM PORTION,30,16,11,
NORWALK,4800088A,1886,253,N,1017,TOTAL,251,161,78,
PICO RIVERA,5230026A,6188,261,Y,,POLLING PLACE,,,,
PICO RIVERA,5230026A,6188,261,Y,,VBM PORTION,,,,
PICO RIVERA,5230026A,6188,261,Y,,TOTAL,,,,
RIO HONDO,5600011A,6196,261,Y,1,POLLING PLACE,,,,
RIO HONDO,5600011A,6196,261,Y,,VBM PORTION,,,,
RIO HONDO,5600011A,6196,261,Y,1,TOTAL,,,,
RIO HONDO,5600071C,6197,241,Y,,POLLING PLACE,,,,
RIO HONDO,5600071C,6197,241,Y,,VBM PORTION,,,,
RIO HONDO,5600071C,6197,241,Y,,TOTAL,,,,
RIO HONDO,5600073A,2232,242,N,512,POLLING PLACE,113,83,18,
RIO HONDO,5600073A,2232,242,N,,VBM PORTION,4,2,2,
RIO HONDO,5600073A,2232,242,N,512,TOTAL,117,85,20,
SANTA FE SPRINGS,6230001A,2446,255,N,1043,POLLING PLACE,167,93,59,
SANTA FE SPRINGS,6230001A,2446,255,N,,VBM PORTION,61,21,36,
SANTA FE SPRINGS,6230001A,2446,255,N,1043,TOTAL,228,114,95,
SANTA FE SPRINGS,6230004A,2447,255,N,970,POLLING PLACE,178,97,76,
SANTA FE SPRINGS,6230004A,2447,255,N,,VBM PORTION,46,17,24,
SANTA FE SPRINGS,6230004A,2447,255,N,970,TOTAL,224,114,100,
SANTA FE SPRINGS,6230006A,2448,255,N,1150,POLLING PLACE,191,118,63,
SANTA FE SPRINGS,6230006A,2448,255,N,,VBM PORTION,49,24,23,
SANTA FE SPRINGS,6230006A,2448,255,N,1150,TOTAL,240,142,86,
SANTA FE SPRINGS,6230008A,2449,255,N,788,POLLING PLACE,125,60,61,
SANTA FE SPRINGS,6230008A,2449,255,N,,VBM PORTION,50,29,19,
SANTA FE SPRINGS,6230008A,2449,255,N,788,TOTAL,175,89,80,
SANTA FE SPRINGS,6230009A,2450,255,N,919,POLLING PLACE,157,88,53,
SANTA FE SPRINGS,6230009A,2450,255,N,,VBM PORTION,70,38,27,
SANTA FE SPRINGS,6230009A,2450,255,N,919,TOTAL,227,126,80,
SANTA FE SPRINGS,6230010A,2451,258,N,999,POLLING PLACE,169,113,51,
SANTA FE SPRINGS,6230010A,2451,258,N,,VBM PORTION,30,21,8,
SANTA FE SPRINGS,6230010A,2451,258,N,999,TOTAL,199,134,59,
SANTA FE SPRINGS,6230011A,2452,258,N,1191,POLLING PLACE,150,94,45,
SANTA FE SPRINGS,6230011A,2452,258,N,,VBM PORTION,52,33,16,
SANTA FE SPRINGS,6230011A,2452,258,N,1191,TOTAL,202,127,61,
SANTA FE SPRINGS,6230011H,6220,255,Y,1,POLLING PLACE,,,,
SANTA FE SPRINGS,6230011H,6220,255,Y,,VBM PORTION,,,,
SANTA FE SPRINGS,6230011H,6220,255,Y,1,TOTAL,,,,
SANTA FE SPRINGS,6230018A,2453,255,N,897,POLLING PLACE,155,72,67,
SANTA FE SPRINGS,6230018A,2453,255,N,,VBM PORTION,42,14,27,
SANTA FE SPRINGS,6230018A,2453,255,N,897,TOTAL,197,86,94,
SANTA FE SPRINGS,6230051A,2454,255,N,1067,POLLING PLACE,147,88,43,
SANTA FE SPRINGS,6230051A,2454,255,N,,VBM PORTION,42,19,18,
SANTA FE SPRINGS,6230051A,2454,255,N,1067,TOTAL,189,107,61,
SANTA FE SPRINGS,6230052B,6221,255,Y,179,POLLING PLACE,,,,
SANTA FE SPRINGS,6230052B,6221,255,Y,,VBM PORTION,12,4,4,
SANTA FE SPRINGS,6230052B,6221,255,Y,179,TOTAL,12,4,4,
SANTA FE SPRINGS,6230052L,6222,251,Y,20,POLLING PLACE,,,,
SANTA FE SPRINGS,6230052L,6222,251,Y,,VBM PORTION,2,,2,
SANTA FE SPRINGS,6230052L,6222,251,Y,20,TOTAL,2,,2,
SANTA FE SPRINGS,6230052M,6223,247,Y,1,POLLING PLACE,,,,
SANTA FE SPRINGS,6230052M,6223,247,Y,,VBM PORTION,,,,
SANTA FE SPRINGS,6230052M,6223,247,Y,1,TOTAL,,,,
SANTA FE SPRINGS,6230052N,6224,259,Y,,POLLING PLACE,,,,
SANTA FE SPRINGS,6230052N,6224,259,Y,,VBM PORTION,,,,
SANTA FE SPRINGS,6230052N,6224,259,Y,,TOTAL,,,,
SANTA FE SPRINGS,6230052Q,6225,246,Y,2,POLLING PLACE,,,,
SANTA FE SPRINGS,6230052Q,6225,246,Y,,VBM PORTION,,,,
SANTA FE SPRINGS,6230052Q,6225,246,Y,2,TOTAL,,,,
SOUTH EL MONTE,6530004A,2531,242,N,1033,POLLING PLACE,171,125,36,
SOUTH EL MONTE,6530004A,2531,242,N,,VBM PORTION,35,20,14,
SOUTH EL MONTE,6530004A,2531,242,N,1033,TOTAL,206,145,50,
SOUTH EL MONTE,6530005A,2532,243,N,692,POLLING PLACE,90,72,14,
SOUTH EL MONTE,6530005A,2532,243,N,,VBM PORTION,22,17,4,
SOUTH EL MONTE,6530005A,2532,243,N,692,TOTAL,112,89,18,
SOUTH EL MONTE,6530040B,2533,242,N,313,POLLING PLACE,42,33,6,
SOUTH EL MONTE,6530040B,2533,242,N,,VBM PORTION,,,,
SOUTH EL MONTE,6530040B,2533,242,N,313,TOTAL,42,33,6,
SOUTH EL MONTE,6530041A,2534,242,N,1231,POLLING PLACE,194,128,54,
SOUTH EL MONTE,6530041A,2534,242,N,,VBM PORTION,51,40,10,
SOUTH EL MONTE,6530041A,2534,242,N,1231,TOTAL,245,168,64,
SOUTH EL MONTE,6530043B,2535,242,N,644,POLLING PLACE,80,52,21,
SOUTH EL MONTE,6530043B,2535,242,N,,VBM PORTION,32,17,14,
SOUTH EL MONTE,6530043B,2535,242,N,644,TOTAL,112,69,35,
SOUTH EL MONTE,6530045A,2536,242,N,1128,POLLING PLACE,142,102,35,
SOUTH EL MONTE,6530045A,2536,242,N,,VBM PORTION,47,34,11,
SOUTH EL MONTE,6530045A,2536,242,N,1128,TOTAL,189,136,46,
SOUTH EL MONTE,6530046A,2537,242,N,743,POLLING PLACE,105,70,33,
SOUTH EL MONTE,6530046A,2537,242,N,,VBM PORTION,34,21,7,
SOUTH EL MONTE,6530046A,2537,242,N,743,TOTAL,139,91,40,
SOUTH WHITTIER,6700001A,2596,260,N,770,POLLING PLACE,141,66,65,
SOUTH WHITTIER,6700001A,2596,260,N,,VBM PORTION,42,17,23,
SOUTH WHITTIER,6700001A,2596,260,N,770,TOTAL,183,83,88,
SOUTH WHITTIER,6700002A,2597,260,N,1209,POLLING PLACE,212,99,102,
SOUTH WHITTIER,6700002A,2597,260,N,,VBM PORTION,59,20,34,
SOUTH WHITTIER,6700002A,2597,260,N,1209,TOTAL,271,119,136,
SOUTH WHITTIER,6700003A,2598,260,N,882,POLLING PLACE,120,75,39,
SOUTH WHITTIER,6700003A,2598,260,N,,VBM PORTION,26,12,14,
SOUTH WHITTIER,6700003A,2598,260,N,882,TOTAL,146,87,53,
SOUTH WHITTIER,6700004B,2599,255,N,1074,POLLING PLACE,189,93,77,
SOUTH WHITTIER,6700004B,2599,255,N,,VBM PORTION,49,20,27,
SOUTH WHITTIER,6700004B,2599,255,N,1074,TOTAL,238,113,104,
SOUTH WHITTIER,6700007A,2600,252,N,756,POLLING PLACE,133,63,57,
SOUTH WHITTIER,6700007A,2600,252,N,,VBM PORTION,33,14,18,
SOUTH WHITTIER,6700007A,2600,252,N,756,TOTAL,166,77,75,
SOUTH WHITTIER,6700008A,2601,260,N,1163,POLLING PLACE,199,74,120,
SOUTH WHITTIER,6700008A,2601,260,N,,VBM PORTION,71,29,40,
SOUTH WHITTIER,6700008A,2601,260,N,1163,TOTAL,270,103,160,
SOUTH WHITTIER,6700009B,2602,255,N,661,POLLING PLACE,127,64,51,
SOUTH WHITTIER,6700009B,2602,255,N,,VBM PORTION,23,14,8,
SOUTH WHITTIER,6700009B,2602,255,N,661,TOTAL,150,78,59,
SOUTH WHITTIER,6700010A,2603,260,N,947,POLLING PLACE,168,82,81,
SOUTH WHITTIER,6700010A,2603,260,N,,VBM PORTION,59,28,28,
SOUTH WHITTIER,6700010A,2603,260,N,947,TOTAL,227,110,109,
SOUTH WHITTIER,6700011B,2604,260,N,1245,POLLING PLACE,235,106,117,
SOUTH WHITTIER,6700011B,2604,260,N,,VBM PORTION,79,26,45,
SOUTH WHITTIER,6700011B,2604,260,N,1245,TOTAL,314,132,162,
SOUTH WHITTIER,6700012A,2605,260,N,1300,POLLING PLACE,226,83,132,
SOUTH WHITTIER,6700012A,2605,260,N,,VBM PORTION,70,23,40,
SOUTH WHITTIER,6700012A,2605,260,N,1300,TOTAL,296,106,172,
SOUTH WHITTIER,6700014B,2606,257,N,736,POLLING PLACE,122,45,68,
SOUTH WHITTIER,6700014B,2606,257,N,,VBM PORTION,48,22,23,
SOUTH WHITTIER,6700014B,2606,257,N,736,TOTAL,170,67,91,
SOUTH WHITTIER,6700015A,2607,260,N,711,POLLING PLACE,97,50,39,
SOUTH WHITTIER,6700015A,2607,260,N,,VBM PORTION,25,14,11,
SOUTH WHITTIER,6700015A,2607,260,N,711,TOTAL,122,64,50,
SOUTH WHITTIER,6700016A,2608,257,N,1041,POLLING PLACE,235,83,144,
SOUTH WHITTIER,6700016A,2608,257,N,,VBM PORTION,76,21,53,
SOUTH WHITTIER,6700016A,2608,257,N,1041,TOTAL,311,104,197,
SOUTH WHITTIER,6700017A,2609,257,N,1247,POLLING PLACE,237,82,133,
SOUTH WHITTIER,6700017A,2609,257,N,,VBM PORTION,80,20,56,
SOUTH WHITTIER,6700017A,2609,257,N,1247,TOTAL,317,102,189,
SOUTH WHITTIER,6700019A,2610,260,N,1035,POLLING PLACE,138,101,33,
SOUTH WHITTIER,6700019A,2610,260,N,,VBM PORTION,22,15,7,
SOUTH WHITTIER,6700019A,2610,260,N,1035,TOTAL,160,116,40,
SOUTH WHITTIER,6700021A,2611,257,N,1211,POLLING PLACE,288,89,186,
SOUTH WHITTIER,6700021A,2611,257,N,,VBM PORTION,82,24,54,
SOUTH WHITTIER,6700021A,2611,257,N,1211,TOTAL,370,113,240,
SOUTH WHITTIER,6700023A,2612,260,N,852,POLLING PLACE,145,63,78,
SOUTH WHITTIER,6700023A,2612,260,N,,VBM PORTION,57,27,27,
SOUTH WHITTIER,6700023A,2612,260,N,852,TOTAL,202,90,105,
SOUTH WHITTIER,6700025A,2613,255,N,618,POLLING PLACE,80,44,31,
SOUTH WHITTIER,6700025A,2613,255,N,,VBM PORTION,16,8,7,
SOUTH WHITTIER,6700025A,2613,255,N,618,TOTAL,96,52,38,
SOUTH WHITTIER,6700052A,2614,255,N,988,POLLING PLACE,177,100,70,
SOUTH WHITTIER,6700052A,2614,255,N,,VBM PORTION,33,11,21,
SOUTH WHITTIER,6700052A,2614,255,N,988,TOTAL,210,111,91,
SOUTH WHITTIER,6700053A,2615,260,N,1024,POLLING PLACE,146,73,69,
SOUTH WHITTIER,6700053A,2615,260,N,,VBM PORTION,46,21,23,
SOUTH WHITTIER,6700053A,2615,260,N,1024,TOTAL,192,94,92,
SOUTH WHITTIER,6700054B,2616,260,N,1162,POLLING PLACE,151,82,58,
SOUTH WHITTIER,6700054B,2616,260,N,,VBM PORTION,35,18,15,
SOUTH WHITTIER,6700054B,2616,260,N,1162,TOTAL,186,100,73,
SOUTH WHITTIER,6700055A,2617,260,N,982,POLLING PLACE,129,87,36,
SOUTH WHITTIER,6700055A,2617,260,N,,VBM PORTION,32,15,15,
SOUTH WHITTIER,6700055A,2617,260,N,982,TOTAL,161,102,51,
SOUTH WHITTIER,6700056A,2618,260,N,1151,POLLING PLACE,127,83,33,
SOUTH WHITTIER,6700056A,2618,260,N,,VBM PORTION,34,21,11,
SOUTH WHITTIER,6700056A,2618,260,N,1151,TOTAL,161,104,44,
SOUTH WHITTIER,6700057A,2619,260,N,1201,POLLING PLACE,236,104,126,
SOUTH WHITTIER,6700057A,2619,260,N,,VBM PORTION,91,41,48,
SOUTH WHITTIER,6700057A,2619,260,N,1201,TOTAL,327,145,174,
SOUTH WHITTIER,6700059A,2620,260,N,919,POLLING PLACE,181,115,59,
SOUTH WHITTIER,6700059A,2620,260,N,,VBM PORTION,61,32,26,
SOUTH WHITTIER,6700059A,2620,260,N,919,TOTAL,242,147,85,
SOUTH WHITTIER,6700062A,2621,255,N,1116,POLLING PLACE,200,120,68,
SOUTH WHITTIER,6700062A,2621,255,N,,VBM PORTION,42,17,24,
SOUTH WHITTIER,6700062A,2621,255,N,1116,TOTAL,242,137,92,
SOUTH WHITTIER,6700064A,2622,255,N,896,POLLING PLACE,161,95,55,
SOUTH WHITTIER,6700064A,2622,255,N,,VBM PORTION,29,17,9,
SOUTH WHITTIER,6700064A,2622,255,N,896,TOTAL,190,112,64,
SOUTH WHITTIER,6700065A,2623,255,N,736,POLLING PLACE,126,58,64,
SOUTH WHITTIER,6700065A,2623,255,N,,VBM PORTION,39,16,22,
SOUTH WHITTIER,6700065A,2623,255,N,736,TOTAL,165,74,86,
SOUTH WHITTIER,6700068A,2624,255,N,808,POLLING PLACE,147,64,75,
SOUTH WHITTIER,6700068A,2624,255,N,,VBM PORTION,33,20,12,
SOUTH WHITTIER,6700068A,2624,255,N,808,TOTAL,180,84,87,
SOUTH WHITTIER,6700070A,2625,260,N,632,POLLING PLACE,98,42,49,
SOUTH WHITTIER,6700070A,2625,260,N,,VBM PORTION,35,17,16,
SOUTH WHITTIER,6700070A,2625,260,N,632,TOTAL,133,59,65,
SOUTH WHITTIER,6700070B,2626,260,N,672,POLLING PLACE,112,69,37,
SOUTH WHITTIER,6700070B,2626,260,N,,VBM PORTION,21,6,13,
SOUTH WHITTIER,6700070B,2626,260,N,672,TOTAL,133,75,50,
SOUTH WHITTIER,6700071C,2627,260,N,1104,POLLING PLACE,155,107,44,
SOUTH WHITTIER,6700071C,2627,260,N,,VBM PORTION,35,18,15,
SOUTH WHITTIER,6700071C,2627,260,N,1104,TOTAL,190,125,59,
VALINDA,7410002A,2740,240,N,882,POLLING PLACE,136,89,38,
VALINDA,7410002A,2740,240,N,,VBM PORTION,34,17,14,
VALINDA,7410002A,2740,240,N,882,TOTAL,170,106,52,
VALINDA,7410003B,2741,240,N,952,POLLING PLACE,125,102,20,
VALINDA,7410003B,2741,240,N,,VBM PORTION,28,19,6,
VALINDA,7410003B,2741,240,N,952,TOTAL,153,121,26,
VALINDA,7410004B,2742,240,N,977,POLLING PLACE,124,95,19,
VALINDA,7410004B,2742,240,N,,VBM PORTION,21,17,4,
VALINDA,7410004B,2742,240,N,977,TOTAL,145,112,23,
VALINDA,7410005A,2743,240,N,1101,POLLING PLACE,145,106,29,
VALINDA,7410005A,2743,240,N,,VBM PORTION,52,39,10,
VALINDA,7410005A,2743,240,N,1101,TOTAL,197,145,39,
VALINDA,7410006B,2744,240,N,1021,POLLING PLACE,143,103,27,
VALINDA,7410006B,2744,240,N,,VBM PORTION,27,17,5,
VALINDA,7410006B,2744,240,N,1021,TOTAL,170,120,32,
VALINDA,7410007A,2745,240,N,1165,POLLING PLACE,162,123,31,
VALINDA,7410007A,2745,240,N,,VBM PORTION,47,20,22,
VALINDA,7410007A,2745,240,N,1165,TOTAL,209,143,53,
VALINDA,7410008A,2746,240,N,625,POLLING PLACE,102,54,37,
VALINDA,7410008A,2746,240,N,,VBM PORTION,44,23,19,
VALINDA,7410008A,2746,240,N,625,TOTAL,146,77,56,
WHITTIER,7800001A,2919,255,N,1057,POLLING PLACE,199,65,125,
WHITTIER,7800001A,2919,255,N,,VBM PORTION,105,22,76,
WHITTIER,7800001A,2919,255,N,1057,TOTAL,304,87,201,
WHITTIER,7800001B,6265,261,Y,,POLLING PLACE,,,,
WHITTIER,7800001B,6265,261,Y,,VBM PORTION,,,,
WHITTIER,7800001B,6265,261,Y,,TOTAL,,,,
WHITTIER,7800002C,2920,255,N,938,POLLING PLACE,177,83,82,
WHITTIER,7800002C,2920,255,N,,VBM PORTION,52,18,32,
WHITTIER,7800002C,2920,255,N,938,TOTAL,229,101,114,
WHITTIER,7800004A,2921,255,N,944,POLLING PLACE,260,96,149,
WHITTIER,7800004A,2921,255,N,,VBM PORTION,82,26,53,
WHITTIER,7800004A,2921,255,N,944,TOTAL,342,122,202,
WHITTIER,7800006A,2922,255,N,558,POLLING PLACE,133,65,60,
WHITTIER,7800006A,2922,255,N,,VBM PORTION,42,11,26,
WHITTIER,7800006A,2922,255,N,558,TOTAL,175,76,86,
WHITTIER,7800008A,2923,255,N,1060,POLLING PLACE,212,106,87,
WHITTIER,7800008A,2923,255,N,,VBM PORTION,59,28,24,
WHITTIER,7800008A,2923,255,N,1060,TOTAL,271,134,111,
WHITTIER,7800010A,2924,255,N,1026,POLLING PLACE,188,62,108,
WHITTIER,7800010A,2924,255,N,,VBM PORTION,49,24,21,
WHITTIER,7800010A,2924,255,N,1026,TOTAL,237,86,129,
WHITTIER,7800012A,2925,255,N,739,POLLING PLACE,196,80,103,
WHITTIER,7800012A,2925,255,N,,VBM PORTION,59,21,32,
WHITTIER,7800012A,2925,255,N,739,TOTAL,255,101,135,
WHITTIER,7800014A,2926,255,N,1203,POLLING PLACE,202,125,72,
WHITTIER,7800014A,2926,255,N,,VBM PORTION,58,22,29,
WHITTIER,7800014A,2926,255,N,1203,TOTAL,260,147,101,
WHITTIER,7800015D,2927,255,N,1089,POLLING PLACE,231,102,115,
WHITTIER,7800015D,2927,255,N,,VBM PORTION,61,18,38,
WHITTIER,7800015D,2927,255,N,1089,TOTAL,292,120,153,
WHITTIER,7800016A,2928,255,N,1041,POLLING PLACE,125,71,49,
WHITTIER,7800016A,2928,255,N,,VBM PORTION,37,21,10,
WHITTIER,7800016A,2928,255,N,1041,TOTAL,162,92,59,
WHITTIER,7800017B,2929,255,N,802,POLLING PLACE,146,64,70,
WHITTIER,7800017B,2929,255,N,,VBM PORTION,41,20,17,
WHITTIER,7800017B,2929,255,N,802,TOTAL,187,84,87,
WHITTIER,7800022B,2930,255,N,805,POLLING PLACE,241,95,125,
WHITTIER,7800022B,2930,255,N,,VBM PORTION,85,14,65,
WHITTIER,7800022B,2930,255,N,805,TOTAL,326,109,190,
WHITTIER,7800025A,2931,255,N,416,POLLING PLACE,102,42,46,
WHITTIER,7800025A,2931,255,N,,VBM PORTION,33,14,14,
WHITTIER,7800025A,2931,255,N,416,TOTAL,135,56,60,
WHITTIER,7800031A,2932,255,N,862,POLLING PLACE,154,52,90,
WHITTIER,7800031A,2932,255,N,,VBM PORTION,44,16,27,
WHITTIER,7800031A,2932,255,N,862,TOTAL,198,68,117,
WHITTIER,7800032A,6266,261,Y,,POLLING PLACE,,,,
WHITTIER,7800032A,6266,261,Y,,VBM PORTION,,,,
WHITTIER,7800032A,6266,261,Y,,TOTAL,,,,
WHITTIER,7800035A,2933,255,N,973,POLLING PLACE,189,92,80,
WHITTIER,7800035A,2933,255,N,,VBM PORTION,37,16,18,
WHITTIER,7800035A,2933,255,N,973,TOTAL,226,108,98,
WHITTIER,7800038E,2934,255,N,642,POLLING PLACE,129,61,60,
WHITTIER,7800038E,2934,255,N,,VBM PORTION,24,8,15,
WHITTIER,7800038E,2934,255,N,642,TOTAL,153,69,75,
WHITTIER,7800042A,2935,255,N,753,POLLING PLACE,147,64,68,
WHITTIER,7800042A,2935,255,N,,VBM PORTION,81,30,46,
WHITTIER,7800042A,2935,255,N,753,TOTAL,228,94,114,
WHITTIER,7800043A,2936,255,N,498,POLLING PLACE,111,41,65,
WHITTIER,7800043A,2936,255,N,,VBM PORTION,53,9,40,
WHITTIER,7800043A,2936,255,N,498,TOTAL,164,50,105,
WHITTIER,7800044A,2937,255,N,1078,POLLING PLACE,225,98,121,
WHITTIER,7800044A,2937,255,N,,VBM PORTION,69,28,36,
WHITTIER,7800044A,2937,255,N,1078,TOTAL,294,126,157,
WHITTIER,7800048A,2938,255,N,1058,POLLING PLACE,104,60,35,
WHITTIER,7800048A,2938,255,N,,VBM PORTION,29,14,13,
WHITTIER,7800048A,2938,255,N,1058,TOTAL,133,74,48,
WHITTIER,7800049A,2939,255,N,759,POLLING PLACE,147,69,64,
WHITTIER,7800049A,2939,255,N,,VBM PORTION,25,13,10,
WHITTIER,7800049A,2939,255,N,759,TOTAL,172,82,74,
WHITTIER,7800051A,2940,255,N,1245,POLLING PLACE,345,157,162,
WHITTIER,7800051A,2940,255,N,,VBM PORTION,70,29,39,
WHITTIER,7800051A,2940,255,N,1245,TOTAL,415,186,201,
WHITTIER,7800053A,2941,255,N,1006,POLLING PLACE,205,93,105,
WHITTIER,7800053A,2941,255,N,,VBM PORTION,55,21,33,
WHITTIER,7800053A,2941,255,N,1006,TOTAL,260,114,138,
WHITTIER,7800054A,2942,256,N,824,POLLING PLACE,148,49,94,
WHITTIER,7800054A,2942,256,N,,VBM PORTION,54,13,39,
WHITTIER,7800054A,2942,256,N,824,TOTAL,202,62,133,
WHITTIER,7800057A,2943,255,N,948,POLLING PLACE,219,62,143,
WHITTIER,7800057A,2943,255,N,,VBM PORTION,86,31,52,
WHITTIER,7800057A,2943,255,N,948,TOTAL,305,93,195,
WHITTIER,7800059A,2944,255,N,1134,POLLING PLACE,170,108,55,
WHITTIER,7800059A,2944,255,N,,VBM PORTION,37,16,20,
WHITTIER,7800059A,2944,255,N,1134,TOTAL,207,124,75,
WHITTIER,7800064A,2945,255,N,960,POLLING PLACE,174,90,73,
WHITTIER,7800064A,2945,255,N,,VBM PORTION,62,26,32,
WHITTIER,7800064A,2945,255,N,960,TOTAL,236,116,105,
WHITTIER,7800066C,2946,255,N,863,POLLING PLACE,195,47,140,
WHITTIER,7800066C,2946,255,N,,VBM PORTION,106,23,78,
WHITTIER,7800066C,2946,255,N,863,TOTAL,301,70,218,
WHITTIER,7800068A,2947,255,N,1161,POLLING PLACE,261,99,146,
WHITTIER,7800068A,2947,255,N,,VBM PORTION,69,26,36,
WHITTIER,7800068A,2947,255,N,1161,TOTAL,330,125,182,
