LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,YES,NO,
MALIBU,4050002A,1702,188,N,779,POLLING PLACE,242,136,96,
MALIBU,4050002A,1702,188,N,,VBM PORTION,83,47,30,
MALIBU,4050002A,1702,188,N,779,TOTAL,325,183,126,
MALIBU,4050003A,1703,188,N,676,POLLING PLACE,221,154,60,
MALIBU,4050003A,1703,188,N,,VBM PORTION,80,40,35,
MALIBU,4050003A,1703,188,N,676,TOTAL,301,194,95,
MALIBU,4050004A,1704,188,N,602,POLLING PLACE,160,93,63,
MALIBU,4050004A,1704,188,N,,VBM PORTION,83,34,45,
MALIBU,4050004A,1704,188,N,602,TOTAL,243,127,108,
MALIBU,4050014A,1705,188,N,857,POLLING PLACE,208,134,67,
MALIBU,4050014A,1705,188,N,,VBM PORTION,93,53,34,
MALIBU,4050014A,1705,188,N,857,TOTAL,301,187,101,
MALIBU,4050051A,1706,188,N,1268,POLLING PLACE,373,221,136,
MALIBU,4050051A,1706,188,N,,VBM PORTION,126,62,57,
MALIBU,4050051A,1706,188,N,1268,TOTAL,499,283,193,
MALIBU,4050057A,1707,188,N,912,POLLING PLACE,262,145,105,
MALIBU,4050057A,1707,188,N,,VBM PORTION,109,53,52,
MALIBU,4050057A,1707,188,N,912,TOTAL,371,198,157,
MALIBU,4050059B,1708,188,N,614,POLLING PLACE,143,81,53,
MALIBU,4050059B,1708,188,N,,VBM PORTION,85,39,41,
MALIBU,4050059B,1708,188,N,614,TOTAL,228,120,94,
MALIBU,4050062A,1709,188,N,944,POLLING PLACE,311,188,115,
MALIBU,4050062A,1709,188,N,,VBM PORTION,112,44,64,
MALIBU,4050062A,1709,188,N,944,TOTAL,423,232,179,
MALIBU,4050063A,1710,188,N,913,POLLING PLACE,236,162,66,
MALIBU,4050063A,1710,188,N,,VBM PORTION,113,63,43,
MALIBU,4050063A,1710,188,N,913,TOTAL,349,225,109,
MALIBU,4050064A,1711,188,N,949,POLLING PLACE,272,154,108,
MALIBU,4050064A,1711,188,N,,VBM PORTION,132,51,73,
MALIBU,4050064A,1711,188,N,949,TOTAL,404,205,181,
BALLOT GROUP 188,9990188A,8188,188,N,,POLLING PLACE,,,,
BALLOT GROUP 188,9990188A,8188,188,N,,VBM PORTION,,,,
BALLOT GROUP 188,9990188A,8188,188,N,,TOTAL,,,,
