LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,BOBBY SHRIVER,SHEILA KUEHL,
SANTA MONICA,6250069A,2487,181,N,1149,TOTAL,459,169,221,
SANTA MONICA,6250070A,2488,181,N,1101,POLLING PLACE,301,123,155,
SANTA MONICA,6250070A,2488,181,N,,VBM PORTION,112,47,53,
SANTA MONICA,6250070A,2488,181,N,1101,TOTAL,413,170,208,
SANTA MONICA,6250071A,2489,181,N,930,POLLING PLACE,198,67,103,
SANTA MONICA,6250071A,2489,181,N,,VBM PORTION,55,20,22,
SANTA MONICA,6250071A,2489,181,N,930,TOTAL,253,87,125,
SANTA MONICA,6250072A,2490,181,N,1294,POLLING PLACE,460,150,247,
SANTA MONICA,6250072A,2490,181,N,,VBM PORTION,135,69,50,
SANTA MONICA,6250072A,2490,181,N,1294,TOTAL,595,219,297,
SANTA MONICA,6250076B,2491,181,N,878,POLLING PLACE,276,114,126,
SANTA MONICA,6250076B,2491,181,N,,VBM PORTION,68,30,30,
SANTA MONICA,6250076B,2491,181,N,878,TOTAL,344,144,156,
SANTA MONICA,6250078A,2492,181,N,826,POLLING PLACE,212,85,101,
SANTA MONICA,6250078A,2492,181,N,,VBM PORTION,47,16,21,
SANTA MONICA,6250078A,2492,181,N,826,TOTAL,259,101,122,
SANTA MONICA,6250081A,2493,181,N,1103,POLLING PLACE,372,144,183,
SANTA MONICA,6250081A,2493,181,N,,VBM PORTION,76,36,21,
SANTA MONICA,6250081A,2493,181,N,1103,TOTAL,448,180,204,
SANTA MONICA,6250083A,2494,181,N,1180,POLLING PLACE,384,171,178,
SANTA MONICA,6250083A,2494,181,N,,VBM PORTION,85,38,34,
SANTA MONICA,6250083A,2494,181,N,1180,TOTAL,469,209,212,
SANTA MONICA,6250085A,2495,181,N,1252,POLLING PLACE,324,122,150,
SANTA MONICA,6250085A,2495,181,N,,VBM PORTION,121,53,50,
SANTA MONICA,6250085A,2495,181,N,1252,TOTAL,445,175,200,
SANTA MONICA,6250089A,2496,181,N,1207,POLLING PLACE,455,206,200,
SANTA MONICA,6250089A,2496,181,N,,VBM PORTION,122,54,53,
SANTA MONICA,6250089A,2496,181,N,1207,TOTAL,577,260,253,
SANTA MONICA,6250092A,2497,181,N,1231,POLLING PLACE,346,118,197,
SANTA MONICA,6250092A,2497,181,N,,VBM PORTION,99,36,46,
SANTA MONICA,6250092A,2497,181,N,1231,TOTAL,445,154,243,
SANTA MONICA,6250094B,2498,181,N,943,POLLING PLACE,237,90,111,
SANTA MONICA,6250094B,2498,181,N,,VBM PORTION,75,28,35,
SANTA MONICA,6250094B,2498,181,N,943,TOTAL,312,118,146,
SANTA MONICA,6250095A,2499,181,N,1311,POLLING PLACE,302,133,118,
SANTA MONICA,6250095A,2499,181,N,,VBM PORTION,126,58,49,
SANTA MONICA,6250095A,2499,181,N,1311,TOTAL,428,191,167,
SANTA MONICA,6250098A,2500,181,N,1199,POLLING PLACE,326,108,166,
SANTA MONICA,6250098A,2500,181,N,,VBM PORTION,78,25,39,
SANTA MONICA,6250098A,2500,181,N,1199,TOTAL,404,133,205,
SANTA MONICA,6250106A,2501,181,N,955,POLLING PLACE,249,80,139,
SANTA MONICA,6250106A,2501,181,N,,VBM PORTION,101,33,48,
SANTA MONICA,6250106A,2501,181,N,955,TOTAL,350,113,187,
SANTA MONICA,6250107A,2502,181,N,1181,POLLING PLACE,336,135,143,
SANTA MONICA,6250107A,2502,181,N,,VBM PORTION,129,48,53,
SANTA MONICA,6250107A,2502,181,N,1181,TOTAL,465,183,196,
SANTA MONICA,6250110D,2503,181,N,910,POLLING PLACE,245,102,97,
SANTA MONICA,6250110D,2503,181,N,,VBM PORTION,60,18,35,
SANTA MONICA,6250110D,2503,181,N,910,TOTAL,305,120,132,
SANTA MONICA,6250113A,2504,181,N,1372,POLLING PLACE,294,120,132,
SANTA MONICA,6250113A,2504,181,N,,VBM PORTION,119,43,53,
SANTA MONICA,6250113A,2504,181,N,1372,TOTAL,413,163,185,
SANTA MONICA,6250121A,2505,181,N,1205,POLLING PLACE,268,111,108,
SANTA MONICA,6250121A,2505,181,N,,VBM PORTION,81,30,29,
SANTA MONICA,6250121A,2505,181,N,1205,TOTAL,349,141,137,
SANTA MONICA,6250125A,2506,181,N,1138,POLLING PLACE,354,158,145,
SANTA MONICA,6250125A,2506,181,N,,VBM PORTION,114,54,47,
SANTA MONICA,6250125A,2506,181,N,1138,TOTAL,468,212,192,
SANTA MONICA,6250127A,2507,181,N,1072,POLLING PLACE,327,109,164,
SANTA MONICA,6250127A,2507,181,N,,VBM PORTION,65,20,36,
SANTA MONICA,6250127A,2507,181,N,1072,TOTAL,392,129,200,
SANTA MONICA,6250128A,2508,181,N,878,POLLING PLACE,268,139,105,
SANTA MONICA,6250128A,2508,181,N,,VBM PORTION,117,61,35,
SANTA MONICA,6250128A,2508,181,N,878,TOTAL,385,200,140,
SANTA MONICA,6250128C,6226,182,Y,83,POLLING PLACE,,,,
SANTA MONICA,6250128C,6226,182,Y,,VBM PORTION,20,13,6,
SANTA MONICA,6250128C,6226,182,Y,83,TOTAL,20,13,6,
TOPANGA,7100001A,2655,196,N,988,POLLING PLACE,253,100,112,
TOPANGA,7100001A,2655,196,N,,VBM PORTION,107,35,53,
TOPANGA,7100001A,2655,196,N,988,TOTAL,360,135,165,
TOPANGA,7100002A,2656,196,N,966,POLLING PLACE,297,87,174,
TOPANGA,7100002A,2656,196,N,,VBM PORTION,47,23,20,
TOPANGA,7100002A,2656,196,N,966,TOTAL,344,110,194,
TOPANGA,7100004B,2657,196,N,778,POLLING PLACE,254,70,155,
TOPANGA,7100004B,2657,196,N,,VBM PORTION,49,14,28,
TOPANGA,7100004B,2657,196,N,778,TOTAL,303,84,183,
TOPANGA,7100006A,2658,196,N,650,POLLING PLACE,215,55,140,
TOPANGA,7100006A,2658,196,N,,VBM PORTION,45,14,26,
TOPANGA,7100006A,2658,196,N,650,TOTAL,260,69,166,
TOPANGA,7100007A,2659,191,N,195,POLLING PLACE,20,8,9,
TOPANGA,7100007A,2659,191,N,,VBM PORTION,36,19,12,
TOPANGA,7100007A,2659,191,N,195,TOTAL,56,27,21,
TOPANGA,7100030A,2660,196,N,777,POLLING PLACE,259,64,170,
TOPANGA,7100030A,2660,196,N,,VBM PORTION,48,10,33,
TOPANGA,7100030A,2660,196,N,777,TOTAL,307,74,203,
TOPANGA,7100032A,6249,195,Y,255,POLLING PLACE,,,,
TOPANGA,7100032A,6249,195,Y,,VBM PORTION,70,26,33,
TOPANGA,7100032A,6249,195,Y,255,TOTAL,70,26,33,
TOPANGA,7100033A,2661,195,N,1001,POLLING PLACE,295,142,111,
TOPANGA,7100033A,2661,195,N,,VBM PORTION,110,52,44,
TOPANGA,7100033A,2661,195,N,1001,TOTAL,405,194,155,
UNIVERSAL,7300001A,6252,125,Y,,POLLING PLACE,,,,
UNIVERSAL,7300001A,6252,125,Y,,VBM PORTION,,,,
UNIVERSAL,7300001A,6252,125,Y,,TOTAL,,,,
VETERANS ADMIN CENTER,7470001A,6258,221,Y,171,POLLING PLACE,,,,
VETERANS ADMIN CENTER,7470001A,6258,221,Y,,VBM PORTION,23,8,9,
VETERANS ADMIN CENTER,7470001A,6258,221,Y,171,TOTAL,23,8,9,
WEST HOLLYWOOD,7750001A,2889,180,N,982,POLLING PLACE,191,60,100,
WEST HOLLYWOOD,7750001A,2889,180,N,,VBM PORTION,54,17,24,
WEST HOLLYWOOD,7750001A,2889,180,N,982,TOTAL,245,77,124,
WEST HOLLYWOOD,7750002A,2890,180,N,1218,POLLING PLACE,201,66,109,
WEST HOLLYWOOD,7750002A,2890,180,N,,VBM PORTION,117,39,59,
WEST HOLLYWOOD,7750002A,2890,180,N,1218,TOTAL,318,105,168,
WEST HOLLYWOOD,7750003A,2891,180,N,977,POLLING PLACE,186,67,98,
WEST HOLLYWOOD,7750003A,2891,180,N,,VBM PORTION,57,20,27,
WEST HOLLYWOOD,7750003A,2891,180,N,977,TOTAL,243,87,125,
WEST HOLLYWOOD,7750004A,2892,180,N,1146,POLLING PLACE,237,66,143,
WEST HOLLYWOOD,7750004A,2892,180,N,,VBM PORTION,112,29,64,
WEST HOLLYWOOD,7750004A,2892,180,N,1146,TOTAL,349,95,207,
WEST HOLLYWOOD,7750005A,2893,180,N,1163,POLLING PLACE,238,77,137,
WEST HOLLYWOOD,7750005A,2893,180,N,,VBM PORTION,107,31,63,
WEST HOLLYWOOD,7750005A,2893,180,N,1163,TOTAL,345,108,200,
WEST HOLLYWOOD,7750006A,2894,180,N,767,POLLING PLACE,174,54,92,
WEST HOLLYWOOD,7750006A,2894,180,N,,VBM PORTION,61,20,28,
WEST HOLLYWOOD,7750006A,2894,180,N,767,TOTAL,235,74,120,
WEST HOLLYWOOD,7750007A,2895,180,N,1278,POLLING PLACE,250,69,149,
WEST HOLLYWOOD,7750007A,2895,180,N,,VBM PORTION,124,40,64,
WEST HOLLYWOOD,7750007A,2895,180,N,1278,TOTAL,374,109,213,
WEST HOLLYWOOD,7750008A,2896,180,N,911,POLLING PLACE,209,61,126,
WEST HOLLYWOOD,7750008A,2896,180,N,,VBM PORTION,88,32,46,
WEST HOLLYWOOD,7750008A,2896,180,N,911,TOTAL,297,93,172,
WEST HOLLYWOOD,7750016A,2897,180,N,1128,POLLING PLACE,223,46,149,
WEST HOLLYWOOD,7750016A,2897,180,N,,VBM PORTION,96,27,59,
WEST HOLLYWOOD,7750016A,2897,180,N,1128,TOTAL,319,73,208,
WEST HOLLYWOOD,7750017A,2898,180,N,1058,POLLING PLACE,273,70,158,
WEST HOLLYWOOD,7750017A,2898,180,N,,VBM PORTION,72,24,38,
WEST HOLLYWOOD,7750017A,2898,180,N,1058,TOTAL,345,94,196,
WEST HOLLYWOOD,7750021A,2899,180,N,1225,POLLING PLACE,282,74,173,
WEST HOLLYWOOD,7750021A,2899,180,N,,VBM PORTION,110,33,62,
WEST HOLLYWOOD,7750021A,2899,180,N,1225,TOTAL,392,107,235,
WEST HOLLYWOOD,7750023A,2900,180,N,1084,POLLING PLACE,253,83,141,
WEST HOLLYWOOD,7750023A,2900,180,N,,VBM PORTION,63,21,36,
WEST HOLLYWOOD,7750023A,2900,180,N,1084,TOTAL,316,104,177,
WEST HOLLYWOOD,7750024A,2901,180,N,1034,POLLING PLACE,167,49,102,
WEST HOLLYWOOD,7750024A,2901,180,N,,VBM PORTION,74,17,43,
WEST HOLLYWOOD,7750024A,2901,180,N,1034,TOTAL,241,66,145,
WEST HOLLYWOOD,7750026B,2902,180,N,929,POLLING PLACE,178,48,104,
WEST HOLLYWOOD,7750026B,2902,180,N,,VBM PORTION,61,25,27,
WEST HOLLYWOOD,7750026B,2902,180,N,929,TOTAL,239,73,131,
WEST HOLLYWOOD,7750030A,2903,180,N,873,POLLING PLACE,185,42,115,
WEST HOLLYWOOD,7750030A,2903,180,N,,VBM PORTION,53,15,27,
WEST HOLLYWOOD,7750030A,2903,180,N,873,TOTAL,238,57,142,
WEST HOLLYWOOD,7750036B,2904,180,N,817,POLLING PLACE,130,37,69,
WEST HOLLYWOOD,7750036B,2904,180,N,,VBM PORTION,39,13,21,
WEST HOLLYWOOD,7750036B,2904,180,N,817,TOTAL,169,50,90,
WEST HOLLYWOOD,7750043A,2905,180,N,1009,POLLING PLACE,173,52,101,
WEST HOLLYWOOD,7750043A,2905,180,N,,VBM PORTION,69,14,43,
WEST HOLLYWOOD,7750043A,2905,180,N,1009,TOTAL,242,66,144,
WEST HOLLYWOOD,7750051A,2906,180,N,860,POLLING PLACE,215,58,137,
WEST HOLLYWOOD,7750051A,2906,180,N,,VBM PORTION,85,27,45,
WEST HOLLYWOOD,7750051A,2906,180,N,860,TOTAL,300,85,182,
WEST HOLLYWOOD,7750070A,2907,180,N,1117,POLLING PLACE,238,86,140,
WEST HOLLYWOOD,7750070A,2907,180,N,,VBM PORTION,109,20,66,
WEST HOLLYWOOD,7750070A,2907,180,N,1117,TOTAL,347,106,206,
WEST HOLLYWOOD,7750072A,2908,180,N,786,POLLING PLACE,187,64,103,
WEST HOLLYWOOD,7750072A,2908,180,N,,VBM PORTION,72,23,37,
WEST HOLLYWOOD,7750072A,2908,180,N,786,TOTAL,259,87,140,
WEST HOLLYWOOD,7750077A,2909,180,N,796,POLLING PLACE,167,47,97,
WEST HOLLYWOOD,7750077A,2909,180,N,,VBM PORTION,63,21,33,
WEST HOLLYWOOD,7750077A,2909,180,N,796,TOTAL,230,68,130,
WEST HOLLYWOOD,7750077C,2910,180,N,1149,POLLING PLACE,268,84,152,
WEST HOLLYWOOD,7750077C,2910,180,N,,VBM PORTION,105,29,58,
WEST HOLLYWOOD,7750077C,2910,180,N,1149,TOTAL,373,113,210,
WEST HOLLYWOOD,7750078A,2911,180,N,848,POLLING PLACE,125,41,64,
WEST HOLLYWOOD,7750078A,2911,180,N,,VBM PORTION,53,18,24,
WEST HOLLYWOOD,7750078A,2911,180,N,848,TOTAL,178,59,88,
WEST HILLS,7760001A,2912,115,N,497,POLLING PLACE,130,65,49,
WEST HILLS,7760001A,2912,115,N,,VBM PORTION,72,32,28,
WEST HILLS,7760001A,2912,115,N,497,TOTAL,202,97,77,
WESTLAKE VILLAGE,7770001A,2913,107,N,645,POLLING PLACE,127,51,50,
WESTLAKE VILLAGE,7770001A,2913,107,N,,VBM PORTION,69,33,19,
WESTLAKE VILLAGE,7770001A,2913,107,N,645,TOTAL,196,84,69,
WESTLAKE VILLAGE,7770002A,2914,107,N,970,POLLING PLACE,267,107,118,
WESTLAKE VILLAGE,7770002A,2914,107,N,,VBM PORTION,142,56,58,
WESTLAKE VILLAGE,7770002A,2914,107,N,970,TOTAL,409,163,176,
WESTLAKE VILLAGE,7770002B,2915,107,N,1099,POLLING PLACE,291,129,106,
WESTLAKE VILLAGE,7770002B,2915,107,N,,VBM PORTION,188,73,60,
WESTLAKE VILLAGE,7770002B,2915,107,N,1099,TOTAL,479,202,166,
WESTLAKE VILLAGE,7770011A,2916,107,N,1051,POLLING PLACE,294,148,87,
WESTLAKE VILLAGE,7770011A,2916,107,N,,VBM PORTION,123,50,34,
WESTLAKE VILLAGE,7770011A,2916,107,N,1051,TOTAL,417,198,121,
WESTLAKE VILLAGE,7770011B,6264,108,Y,,POLLING PLACE,,,,
WESTLAKE VILLAGE,7770011B,6264,108,Y,,VBM PORTION,,,,
WESTLAKE VILLAGE,7770011B,6264,108,Y,,TOTAL,,,,
WESTLAKE VILLAGE,7770013A,2917,107,N,1048,POLLING PLACE,337,153,125,
WESTLAKE VILLAGE,7770013A,2917,107,N,,VBM PORTION,96,44,39,
WESTLAKE VILLAGE,7770013A,2917,107,N,1048,TOTAL,433,197,164,
WESTLAKE VILLAGE,7770080A,2918,107,N,957,POLLING PLACE,207,92,81,
WESTLAKE VILLAGE,7770080A,2918,107,N,,VBM PORTION,130,52,49,
WESTLAKE VILLAGE,7770080A,2918,107,N,957,TOTAL,337,144,130,
LOS ANGELES,9000003A,2987,320,N,777,POLLING PLACE,201,54,120,
LOS ANGELES,9000003A,2987,320,N,,VBM PORTION,47,9,22,
LOS ANGELES,9000003A,2987,320,N,777,TOTAL,248,63,142,
LOS ANGELES,9000009A,2991,55,N,759,POLLING PLACE,135,68,49,
LOS ANGELES,9000009A,2991,55,N,,VBM PORTION,30,17,11,
LOS ANGELES,9000009A,2991,55,N,759,TOTAL,165,85,60,
LOS ANGELES,9000019A,2994,55,N,798,POLLING PLACE,177,72,82,
LOS ANGELES,9000019A,2994,55,N,,VBM PORTION,58,25,24,
LOS ANGELES,9000019A,2994,55,N,798,TOTAL,235,97,106,
LOS ANGELES,9000027A,2999,55,N,1162,POLLING PLACE,158,59,77,
LOS ANGELES,9000027A,2999,55,N,,VBM PORTION,49,15,27,
LOS ANGELES,9000027A,2999,55,N,1162,TOTAL,207,74,104,
LOS ANGELES,9000042A,3009,115,N,1414,POLLING PLACE,172,80,67,
LOS ANGELES,9000042A,3009,115,N,,VBM PORTION,104,46,37,
LOS ANGELES,9000042A,3009,115,N,1414,TOTAL,276,126,104,
LOS ANGELES,9000050A,3012,212,N,124,POLLING PLACE,29,6,15,
LOS ANGELES,9000050A,3012,212,N,,VBM PORTION,13,4,5,
LOS ANGELES,9000050A,3012,212,N,124,TOTAL,42,10,20,
LOS ANGELES,9000058A,3017,126,N,1174,POLLING PLACE,223,91,107,
LOS ANGELES,9000058A,3017,126,N,,VBM PORTION,52,20,24,
LOS ANGELES,9000058A,3017,126,N,1174,TOTAL,275,111,131,
LOS ANGELES,9000060A,3018,55,N,1090,POLLING PLACE,188,96,79,
LOS ANGELES,9000060A,3018,55,N,,VBM PORTION,72,29,34,
LOS ANGELES,9000060A,3018,55,N,1090,TOTAL,260,125,113,
LOS ANGELES,9000061A,3019,55,N,1012,POLLING PLACE,134,63,53,
LOS ANGELES,9000061A,3019,55,N,,VBM PORTION,55,32,18,
LOS ANGELES,9000061A,3019,55,N,1012,TOTAL,189,95,71,
LOS ANGELES,9000062A,3020,113,N,1045,POLLING PLACE,156,66,69,
LOS ANGELES,9000062A,3020,113,N,,VBM PORTION,63,28,25,
LOS ANGELES,9000062A,3020,113,N,1045,TOTAL,219,94,94,
LOS ANGELES,9000063B,3021,113,N,1067,POLLING PLACE,147,48,78,
LOS ANGELES,9000063B,3021,113,N,,VBM PORTION,60,24,24,
LOS ANGELES,9000063B,3021,113,N,1067,TOTAL,207,72,102,
LOS ANGELES,9000064A,3022,115,N,1249,POLLING PLACE,193,94,80,
LOS ANGELES,9000064A,3022,115,N,,VBM PORTION,55,18,29,
LOS ANGELES,9000064A,3022,115,N,1249,TOTAL,248,112,109,
LOS ANGELES,9000065A,3023,113,N,853,POLLING PLACE,158,64,75,
LOS ANGELES,9000065A,3023,113,N,,VBM PORTION,57,24,25,
LOS ANGELES,9000065A,3023,113,N,853,TOTAL,215,88,100,
LOS ANGELES,9000068A,3024,59,N,812,POLLING PLACE,130,48,62,
LOS ANGELES,9000068A,3024,59,N,,VBM PORTION,45,22,18,
LOS ANGELES,9000068A,3024,59,N,812,TOTAL,175,70,80,
LOS ANGELES,9000069A,3025,55,N,791,POLLING PLACE,137,47,68,
LOS ANGELES,9000069A,3025,55,N,,VBM PORTION,29,12,14,
LOS ANGELES,9000069A,3025,55,N,791,TOTAL,166,59,82,
LOS ANGELES,9000070A,3026,55,N,810,POLLING PLACE,136,68,53,
LOS ANGELES,9000070A,3026,55,N,,VBM PORTION,27,10,11,
LOS ANGELES,9000070A,3026,55,N,810,TOTAL,163,78,64,
LOS ANGELES,9000071A,3027,115,N,1141,POLLING PLACE,175,79,75,
LOS ANGELES,9000071A,3027,115,N,,VBM PORTION,89,34,46,
LOS ANGELES,9000071A,3027,115,N,1141,TOTAL,264,113,121,
LOS ANGELES,9000072A,3028,121,N,1149,POLLING PLACE,187,90,73,
LOS ANGELES,9000072A,3028,121,N,,VBM PORTION,76,37,28,
LOS ANGELES,9000072A,3028,121,N,1149,TOTAL,263,127,101,
LOS ANGELES,9000073A,3029,121,N,1190,POLLING PLACE,347,169,124,
LOS ANGELES,9000073A,3029,121,N,,VBM PORTION,60,28,24,
LOS ANGELES,9000073A,3029,121,N,1190,TOTAL,407,197,148,
LOS ANGELES,9000074A,3030,55,N,866,POLLING PLACE,150,76,58,
LOS ANGELES,9000074A,3030,55,N,,VBM PORTION,57,23,25,
LOS ANGELES,9000074A,3030,55,N,866,TOTAL,207,99,83,
LOS ANGELES,9000078A,3032,55,N,920,POLLING PLACE,161,74,74,
LOS ANGELES,9000078A,3032,55,N,,VBM PORTION,51,23,21,
LOS ANGELES,9000078A,3032,55,N,920,TOTAL,212,97,95,
LOS ANGELES,9000079C,3033,55,N,980,POLLING PLACE,159,53,78,
LOS ANGELES,9000079C,3033,55,N,,VBM PORTION,54,31,18,
LOS ANGELES,9000079C,3033,55,N,980,TOTAL,213,84,96,
LOS ANGELES,9000080A,3034,55,N,995,POLLING PLACE,155,54,82,
LOS ANGELES,9000080A,3034,55,N,,VBM PORTION,32,9,22,
LOS ANGELES,9000080A,3034,55,N,995,TOTAL,187,63,104,
LOS ANGELES,9000082A,3035,121,N,1298,POLLING PLACE,259,117,106,
LOS ANGELES,9000082A,3035,121,N,,VBM PORTION,101,44,39,
LOS ANGELES,9000082A,3035,121,N,1298,TOTAL,360,161,145,
LOS ANGELES,9000083A,3036,126,N,990,POLLING PLACE,207,87,88,
LOS ANGELES,9000083A,3036,126,N,,VBM PORTION,44,20,18,
LOS ANGELES,9000083A,3036,126,N,990,TOTAL,251,107,106,
LOS ANGELES,9000086A,3038,126,N,948,POLLING PLACE,216,96,83,
LOS ANGELES,9000086A,3038,126,N,,VBM PORTION,61,15,26,
LOS ANGELES,9000086A,3038,126,N,948,TOTAL,277,111,109,
LOS ANGELES,9000088A,3040,121,N,1081,POLLING PLACE,148,57,79,
LOS ANGELES,9000088A,3040,121,N,,VBM PORTION,42,11,25,
LOS ANGELES,9000088A,3040,121,N,1081,TOTAL,190,68,104,
LOS ANGELES,9000089A,3041,121,N,1060,POLLING PLACE,147,55,76,
LOS ANGELES,9000089A,3041,121,N,,VBM PORTION,45,13,28,
LOS ANGELES,9000089A,3041,121,N,1060,TOTAL,192,68,104,
LOS ANGELES,9000090A,3042,59,N,1028,POLLING PLACE,180,79,81,
LOS ANGELES,9000090A,3042,59,N,,VBM PORTION,50,20,25,
LOS ANGELES,9000090A,3042,59,N,1028,TOTAL,230,99,106,
LOS ANGELES,9000092A,3043,115,N,1244,POLLING PLACE,220,91,96,
LOS ANGELES,9000092A,3043,115,N,,VBM PORTION,106,43,38,
LOS ANGELES,9000092A,3043,115,N,1244,TOTAL,326,134,134,
LOS ANGELES,9000093A,3044,59,N,908,POLLING PLACE,101,45,43,
LOS ANGELES,9000093A,3044,59,N,,VBM PORTION,51,25,23,
LOS ANGELES,9000093A,3044,59,N,908,TOTAL,152,70,66,
LOS ANGELES,9000094A,3045,59,N,869,POLLING PLACE,138,60,69,
LOS ANGELES,9000094A,3045,59,N,,VBM PORTION,42,14,19,
LOS ANGELES,9000094A,3045,59,N,869,TOTAL,180,74,88,
LOS ANGELES,9000096B,3047,115,N,1102,POLLING PLACE,161,60,73,
LOS ANGELES,9000096B,3047,115,N,,VBM PORTION,109,39,52,
LOS ANGELES,9000096B,3047,115,N,1102,TOTAL,270,99,125,
LOS ANGELES,9000097C,3048,55,N,1059,POLLING PLACE,211,99,85,
LOS ANGELES,9000097C,3048,55,N,,VBM PORTION,42,26,14,
LOS ANGELES,9000097C,3048,55,N,1059,TOTAL,253,125,99,
LOS ANGELES,9000098A,3049,115,N,1322,POLLING PLACE,165,73,71,
LOS ANGELES,9000098A,3049,115,N,,VBM PORTION,44,20,19,
LOS ANGELES,9000098A,3049,115,N,1322,TOTAL,209,93,90,
LOS ANGELES,9000099B,3050,115,N,1133,POLLING PLACE,166,71,77,
LOS ANGELES,9000099B,3050,115,N,,VBM PORTION,89,41,27,
LOS ANGELES,9000099B,3050,115,N,1133,TOTAL,255,112,104,
LOS ANGELES,9000100B,3051,115,N,1447,POLLING PLACE,204,93,85,
LOS ANGELES,9000100B,3051,115,N,,VBM PORTION,124,53,49,
LOS ANGELES,9000100B,3051,115,N,1447,TOTAL,328,146,134,
LOS ANGELES,9000101A,3052,55,N,1125,POLLING PLACE,216,103,93,
LOS ANGELES,9000101A,3052,55,N,,VBM PORTION,55,22,25,
LOS ANGELES,9000101A,3052,55,N,1125,TOTAL,271,125,118,
LOS ANGELES,9000102A,3053,121,N,1027,POLLING PLACE,163,73,70,
LOS ANGELES,9000102A,3053,121,N,,VBM PORTION,66,26,35,
LOS ANGELES,9000102A,3053,121,N,1027,TOTAL,229,99,105,
LOS ANGELES,9000107A,3055,55,N,980,POLLING PLACE,137,59,66,
LOS ANGELES,9000107A,3055,55,N,,VBM PORTION,49,20,21,
LOS ANGELES,9000107A,3055,55,N,980,TOTAL,186,79,87,
LOS ANGELES,9000110A,3056,59,N,673,POLLING PLACE,84,36,42,
LOS ANGELES,9000110A,3056,59,N,,VBM PORTION,18,9,9,
LOS ANGELES,9000110A,3056,59,N,673,TOTAL,102,45,51,
LOS ANGELES,9000113A,3057,55,N,578,POLLING PLACE,90,36,47,
LOS ANGELES,9000113A,3057,55,N,,VBM PORTION,18,7,5,
LOS ANGELES,9000113A,3057,55,N,578,TOTAL,108,43,52,
LOS ANGELES,9000115A,3058,115,N,1032,POLLING PLACE,132,52,56,
LOS ANGELES,9000115A,3058,115,N,,VBM PORTION,60,27,25,
LOS ANGELES,9000115A,3058,115,N,1032,TOTAL,192,79,81,
LOS ANGELES,9000116A,3059,59,N,1172,POLLING PLACE,150,52,79,
LOS ANGELES,9000116A,3059,59,N,,VBM PORTION,47,24,18,
LOS ANGELES,9000116A,3059,59,N,1172,TOTAL,197,76,97,
LOS ANGELES,9000119A,3061,59,N,1075,POLLING PLACE,115,49,57,
LOS ANGELES,9000119A,3061,59,N,,VBM PORTION,39,20,14,
LOS ANGELES,9000119A,3061,59,N,1075,TOTAL,154,69,71,
LOS ANGELES,9000123A,3062,59,N,786,POLLING PLACE,124,57,53,
LOS ANGELES,9000123A,3062,59,N,,VBM PORTION,31,13,11,
LOS ANGELES,9000123A,3062,59,N,786,TOTAL,155,70,64,
LOS ANGELES,9000125B,3063,59,N,1123,POLLING PLACE,139,58,62,
LOS ANGELES,9000125B,3063,59,N,,VBM PORTION,46,15,20,
LOS ANGELES,9000125B,3063,59,N,1123,TOTAL,185,73,82,
LOS ANGELES,9000126A,3064,59,N,1179,POLLING PLACE,197,77,90,
LOS ANGELES,9000126A,3064,59,N,,VBM PORTION,34,11,19,
LOS ANGELES,9000126A,3064,59,N,1179,TOTAL,231,88,109,
LOS ANGELES,9000127A,3065,124,N,1197,POLLING PLACE,187,69,90,
LOS ANGELES,9000127A,3065,124,N,,VBM PORTION,74,34,26,
LOS ANGELES,9000127A,3065,124,N,1197,TOTAL,261,103,116,
LOS ANGELES,9000128A,3066,115,N,929,POLLING PLACE,129,53,61,
LOS ANGELES,9000128A,3066,115,N,,VBM PORTION,55,29,19,
LOS ANGELES,9000128A,3066,115,N,929,TOTAL,184,82,80,
LOS ANGELES,9000129C,3067,115,N,1359,POLLING PLACE,190,88,79,
LOS ANGELES,9000129C,3067,115,N,,VBM PORTION,98,44,44,
LOS ANGELES,9000129C,3067,115,N,1359,TOTAL,288,132,123,
LOS ANGELES,9000131A,3068,113,N,1310,POLLING PLACE,227,71,112,
LOS ANGELES,9000131A,3068,113,N,,VBM PORTION,82,34,40,
LOS ANGELES,9000131A,3068,113,N,1310,TOTAL,309,105,152,
LOS ANGELES,9000132A,3069,113,N,1123,POLLING PLACE,171,72,77,
LOS ANGELES,9000132A,3069,113,N,,VBM PORTION,52,23,22,
LOS ANGELES,9000132A,3069,113,N,1123,TOTAL,223,95,99,
LOS ANGELES,9000133A,3070,113,N,697,POLLING PLACE,117,53,50,
LOS ANGELES,9000133A,3070,113,N,,VBM PORTION,37,9,20,
LOS ANGELES,9000133A,3070,113,N,697,TOTAL,154,62,70,
LOS ANGELES,9000134A,3071,55,N,701,POLLING PLACE,109,52,45,
LOS ANGELES,9000134A,3071,55,N,,VBM PORTION,23,14,8,
LOS ANGELES,9000134A,3071,55,N,701,TOTAL,132,66,53,
LOS ANGELES,9000135B,3072,124,N,1170,POLLING PLACE,164,60,85,
LOS ANGELES,9000135B,3072,124,N,,VBM PORTION,53,21,23,
LOS ANGELES,9000135B,3072,124,N,1170,TOTAL,217,81,108,
LOS ANGELES,9000136A,3073,121,N,1140,POLLING PLACE,201,83,96,
LOS ANGELES,9000136A,3073,121,N,,VBM PORTION,65,20,33,
