LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,YES,NO,
AZUSA,0550001B,6027,128,Y,76,POLLING PLACE,,,,
AZUSA,0550001B,6027,128,Y,,VBM PORTION,5,2,2,
AZUSA,0550001B,6027,128,Y,76,TOTAL,5,2,2,
AZUSA,0550002A,143,129,N,763,POLLING PLACE,152,72,76,
AZUSA,0550002A,143,129,N,,VBM PORTION,18,7,10,
AZUSA,0550002A,143,129,N,763,TOTAL,170,79,86,
AZUSA,0550008A,144,129,N,1035,POLLING PLACE,205,100,95,
AZUSA,0550008A,144,129,N,,VBM PORTION,36,25,10,
AZUSA,0550008A,144,129,N,1035,TOTAL,241,125,105,
AZUSA,0550009A,145,129,N,1156,POLLING PLACE,195,104,86,
AZUSA,0550009A,145,129,N,,VBM PORTION,55,24,25,
AZUSA,0550009A,145,129,N,1156,TOTAL,250,128,111,
AZUSA,0550010A,146,129,N,1139,POLLING PLACE,195,107,81,
AZUSA,0550010A,146,129,N,,VBM PORTION,50,34,15,
AZUSA,0550010A,146,129,N,1139,TOTAL,245,141,96,
AZUSA,0550010B,147,129,N,518,POLLING PLACE,66,41,20,
AZUSA,0550010B,147,129,N,,VBM PORTION,17,6,8,
AZUSA,0550010B,147,129,N,518,TOTAL,83,47,28,
AZUSA,0550010E,6028,128,Y,279,POLLING PLACE,,,,
AZUSA,0550010E,6028,128,Y,,VBM PORTION,24,21,3,
AZUSA,0550010E,6028,128,Y,279,TOTAL,24,21,3,
AZUSA,0550011A,148,129,N,627,POLLING PLACE,108,45,54,
AZUSA,0550011A,148,129,N,,VBM PORTION,73,35,36,
AZUSA,0550011A,148,129,N,627,TOTAL,181,80,90,
AZUSA,0550012A,149,129,N,599,POLLING PLACE,84,46,32,
AZUSA,0550012A,149,129,N,,VBM PORTION,18,15,3,
AZUSA,0550012A,149,129,N,599,TOTAL,102,61,35,
AZUSA,0550012E,150,129,N,738,POLLING PLACE,87,51,32,
AZUSA,0550012E,150,129,N,,VBM PORTION,45,23,17,
AZUSA,0550012E,150,129,N,738,TOTAL,132,74,49,
AZUSA,0550023B,151,128,N,915,POLLING PLACE,136,84,49,
AZUSA,0550023B,151,128,N,,VBM PORTION,48,35,12,
AZUSA,0550023B,151,128,N,915,TOTAL,184,119,61,
AZUSA,0550025B,152,129,N,488,POLLING PLACE,87,56,25,
AZUSA,0550025B,152,129,N,,VBM PORTION,20,14,5,
AZUSA,0550025B,152,129,N,488,TOTAL,107,70,30,
AZUSA,0550073A,153,129,N,830,POLLING PLACE,146,73,63,
AZUSA,0550073A,153,129,N,,VBM PORTION,63,32,27,
AZUSA,0550073A,153,129,N,830,TOTAL,209,105,90,
AZUSA,0550074A,154,129,N,1124,POLLING PLACE,197,81,101,
AZUSA,0550074A,154,129,N,,VBM PORTION,62,29,28,
AZUSA,0550074A,154,129,N,1124,TOTAL,259,110,129,
AZUSA,0550076A,155,128,N,561,POLLING PLACE,80,50,26,
AZUSA,0550076A,155,128,N,,VBM PORTION,24,15,6,
AZUSA,0550076A,155,128,N,561,TOTAL,104,65,32,
AZUSA,0550078A,156,129,N,1177,POLLING PLACE,175,111,56,
AZUSA,0550078A,156,129,N,,VBM PORTION,57,28,25,
AZUSA,0550078A,156,129,N,1177,TOTAL,232,139,81,
AZUSA,0550079A,157,128,N,940,POLLING PLACE,195,73,115,
AZUSA,0550079A,157,128,N,,VBM PORTION,174,69,94,
AZUSA,0550079A,157,128,N,940,TOTAL,369,142,209,
AZUSA,0550080A,158,129,N,1155,POLLING PLACE,224,95,115,
AZUSA,0550080A,158,129,N,,VBM PORTION,78,27,47,
AZUSA,0550080A,158,129,N,1155,TOTAL,302,122,162,
AZUSA,0550081A,159,129,N,569,POLLING PLACE,117,51,61,
AZUSA,0550081A,159,129,N,,VBM PORTION,54,28,23,
AZUSA,0550081A,159,129,N,569,TOTAL,171,79,84,
AZUSA,0550084B,160,129,N,868,POLLING PLACE,185,79,96,
AZUSA,0550084B,160,129,N,,VBM PORTION,72,28,42,
AZUSA,0550084B,160,129,N,868,TOTAL,257,107,138,
AZUSA,0550085A,161,129,N,922,POLLING PLACE,186,91,89,
AZUSA,0550085A,161,129,N,,VBM PORTION,70,25,43,
AZUSA,0550085A,161,129,N,922,TOTAL,256,116,132,
AZUSA,0550086A,162,130,N,759,POLLING PLACE,189,72,109,
AZUSA,0550086A,162,130,N,,VBM PORTION,63,21,40,
AZUSA,0550086A,162,130,N,759,TOTAL,252,93,149,
CHARTER OAK,1100001A,466,128,N,542,POLLING PLACE,99,68,28,
CHARTER OAK,1100001A,466,128,N,,VBM PORTION,14,9,5,
CHARTER OAK,1100001A,466,128,N,542,TOTAL,113,77,33,
