LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,YES,NO,
ACTON,0050003A,1,13,N,1044,POLLING PLACE,308,107,108,
ACTON,0050003A,1,13,N,,VBM PORTION,110,36,34,
ACTON,0050003A,1,13,N,1044,TOTAL,418,143,142,
ACTON,0050004B,2,13,N,576,POLLING PLACE,128,40,28,
ACTON,0050004B,2,13,N,,VBM PORTION,93,20,31,
ACTON,0050004B,2,13,N,576,TOTAL,221,60,59,
ACTON,0050005A,3,13,N,713,POLLING PLACE,198,67,62,
ACTON,0050005A,3,13,N,,VBM PORTION,71,26,23,
ACTON,0050005A,3,13,N,713,TOTAL,269,93,85,
ACTON,0050014A,4,23,N,695,POLLING PLACE,172,48,56,
ACTON,0050014A,4,23,N,,VBM PORTION,87,26,22,
ACTON,0050014A,4,23,N,695,TOTAL,259,74,78,
ACTON,0050022A,6001,27,Y,61,POLLING PLACE,,,,
ACTON,0050022A,6001,27,Y,,VBM PORTION,19,4,8,
ACTON,0050022A,6001,27,Y,61,TOTAL,19,4,8,
ACTON,0050025A,6002,23,Y,2,POLLING PLACE,,,,
ACTON,0050025A,6002,23,Y,,VBM PORTION,2,2,,
ACTON,0050025A,6002,23,Y,2,TOTAL,2,2,,
ACTON,0050026A,6003,29,Y,,POLLING PLACE,,,,
ACTON,0050026A,6003,29,Y,,VBM PORTION,,,,
ACTON,0050026A,6003,29,Y,,TOTAL,,,,
ACTON,0050052A,6004,96,Y,,POLLING PLACE,,,,
ACTON,0050052A,6004,96,Y,,VBM PORTION,,,,
ACTON,0050052A,6004,96,Y,,TOTAL,,,,
ACTON,0050059A,5,13,N,1169,POLLING PLACE,299,93,102,
ACTON,0050059A,5,13,N,,VBM PORTION,113,35,28,
ACTON,0050059A,5,13,N,1169,TOTAL,412,128,130,
ACTON,0050061A,6,13,N,1105,POLLING PLACE,277,90,99,
ACTON,0050061A,6,13,N,,VBM PORTION,132,50,38,
ACTON,0050061A,6,13,N,1105,TOTAL,409,140,137,
AGOURA,0070001A,7,115,N,862,POLLING PLACE,136,51,26,
AGOURA,0070001A,7,115,N,,VBM PORTION,126,44,29,
AGOURA,0070001A,7,115,N,862,TOTAL,262,95,55,
AGOURA,0070002A,6005,190,Y,101,POLLING PLACE,,,,
AGOURA,0070002A,6005,190,Y,,VBM PORTION,15,5,5,
AGOURA,0070002A,6005,190,Y,101,TOTAL,15,5,5,
AGOURA,0070004A,8,190,N,710,POLLING PLACE,168,68,49,
AGOURA,0070004A,8,190,N,,VBM PORTION,84,45,12,
AGOURA,0070004A,8,190,N,710,TOTAL,252,113,61,
AGOURA,0070004C,9,191,N,369,POLLING PLACE,143,69,24,
AGOURA,0070004C,9,191,N,,VBM PORTION,42,13,7,
AGOURA,0070004C,9,191,N,369,TOTAL,185,82,31,
AGOURA,0070004M,6006,189,Y,77,POLLING PLACE,,,,
AGOURA,0070004M,6006,189,Y,,VBM PORTION,11,5,2,
AGOURA,0070004M,6006,189,Y,77,TOTAL,11,5,2,
AGOURA,0070006A,10,191,N,1083,POLLING PLACE,306,154,40,
AGOURA,0070006A,10,191,N,,VBM PORTION,132,58,23,
AGOURA,0070006A,10,191,N,1083,TOTAL,438,212,63,
AGOURA,0070027A,6007,190,Y,1,POLLING PLACE,,,,
AGOURA,0070027A,6007,190,Y,,VBM PORTION,,,,
AGOURA,0070027A,6007,190,Y,1,TOTAL,,,,
AGOURA,0070040A,6008,190,Y,89,POLLING PLACE,,,,
AGOURA,0070040A,6008,190,Y,,VBM PORTION,17,3,1,
AGOURA,0070040A,6008,190,Y,89,TOTAL,17,3,1,
AGOURA,0070041A,11,189,N,675,POLLING PLACE,193,65,49,
AGOURA,0070041A,11,189,N,,VBM PORTION,67,26,11,
AGOURA,0070041A,11,189,N,675,TOTAL,260,91,60,
AGOURA,0070207A,6009,189,Y,43,POLLING PLACE,,,,
AGOURA,0070207A,6009,189,Y,,VBM PORTION,9,3,3,
AGOURA,0070207A,6009,189,Y,43,TOTAL,9,3,3,
AGOURA HILLS,0080001B,12,193,N,1135,POLLING PLACE,279,124,54,
AGOURA HILLS,0080001B,12,193,N,,VBM PORTION,122,57,16,
AGOURA HILLS,0080001B,12,193,N,1135,TOTAL,401,181,70,
AGOURA HILLS,0080002A,13,190,N,1051,POLLING PLACE,195,95,27,
AGOURA HILLS,0080002A,13,190,N,,VBM PORTION,93,47,14,
AGOURA HILLS,0080002A,13,190,N,1051,TOTAL,288,142,41,
AGOURA HILLS,0080012A,14,193,N,1263,POLLING PLACE,312,132,48,
