LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,BEN ALLEN,SANDRA FLUKE,
LOS ANGELES,9003406A,4344,325,N,,VBM PORTION,47,20,19,
LOS ANGELES,9003406A,4344,325,N,677,TOTAL,194,96,73,
LOS ANGELES,9003431A,4346,183,N,788,POLLING PLACE,164,103,38,
LOS ANGELES,9003431A,4346,183,N,,VBM PORTION,143,84,40,
LOS ANGELES,9003431A,4346,183,N,788,TOTAL,307,187,78,
LOS ANGELES,9003468A,4352,183,N,457,POLLING PLACE,119,74,30,
LOS ANGELES,9003468A,4352,183,N,,VBM PORTION,65,39,18,
LOS ANGELES,9003468A,4352,183,N,457,TOTAL,184,113,48,
LOS ANGELES,9003552A,4355,220,N,875,POLLING PLACE,47,26,20,
LOS ANGELES,9003552A,4355,220,N,,VBM PORTION,4,2,2,
LOS ANGELES,9003552A,4355,220,N,875,TOTAL,51,28,22,
LOS ANGELES,9003958A,4378,186,N,1136,POLLING PLACE,256,98,124,
LOS ANGELES,9003958A,4378,186,N,,VBM PORTION,88,45,33,
LOS ANGELES,9003958A,4378,186,N,1136,TOTAL,344,143,157,
LOS ANGELES,9004116A,4383,327,N,894,POLLING PLACE,162,73,77,
LOS ANGELES,9004116A,4383,327,N,,VBM PORTION,59,24,30,
LOS ANGELES,9004116A,4383,327,N,894,TOTAL,221,97,107,
LOS ANGELES,9004216A,4390,179,N,773,POLLING PLACE,95,45,36,
LOS ANGELES,9004216A,4390,179,N,,VBM PORTION,27,14,10,
LOS ANGELES,9004216A,4390,179,N,773,TOTAL,122,59,46,
LOS ANGELES,9004229A,4394,179,N,922,POLLING PLACE,183,66,99,
LOS ANGELES,9004229A,4394,179,N,,VBM PORTION,44,22,19,
LOS ANGELES,9004229A,4394,179,N,922,TOTAL,227,88,118,
LOS ANGELES,9005300A,4436,186,N,1051,POLLING PLACE,220,100,99,
LOS ANGELES,9005300A,4436,186,N,,VBM PORTION,70,39,24,
LOS ANGELES,9005300A,4436,186,N,1051,TOTAL,290,139,123,
LOS ANGELES,9005305A,4438,186,N,716,POLLING PLACE,170,60,91,
LOS ANGELES,9005305A,4438,186,N,,VBM PORTION,68,28,29,
LOS ANGELES,9005305A,4438,186,N,716,TOTAL,238,88,120,
LOS ANGELES,9005310A,4439,183,N,1051,POLLING PLACE,197,77,105,
LOS ANGELES,9005310A,4439,183,N,,VBM PORTION,58,14,33,
LOS ANGELES,9005310A,4439,183,N,1051,TOTAL,255,91,138,
LOS ANGELES,9005312C,4440,183,N,853,POLLING PLACE,151,48,89,
LOS ANGELES,9005312C,4440,183,N,,VBM PORTION,43,13,28,
LOS ANGELES,9005312C,4440,183,N,853,TOTAL,194,61,117,
LOS ANGELES,9005386A,4448,320,N,864,POLLING PLACE,177,63,97,
LOS ANGELES,9005386A,4448,320,N,,VBM PORTION,43,10,23,
LOS ANGELES,9005386A,4448,320,N,864,TOTAL,220,73,120,
LOS ANGELES,9005389A,4449,183,N,656,POLLING PLACE,148,71,58,
LOS ANGELES,9005389A,4449,183,N,,VBM PORTION,48,25,18,
LOS ANGELES,9005389A,4449,183,N,656,TOTAL,196,96,76,
LOS ANGELES,9005428A,4455,183,N,778,POLLING PLACE,222,129,60,
LOS ANGELES,9005428A,4455,183,N,,VBM PORTION,82,44,26,
LOS ANGELES,9005428A,4455,183,N,778,TOTAL,304,173,86,
LOS ANGELES,9005816A,4477,185,N,1194,POLLING PLACE,180,88,74,
LOS ANGELES,9005816A,4477,185,N,,VBM PORTION,83,44,27,
LOS ANGELES,9005816A,4477,185,N,1194,TOTAL,263,132,101,
LOS ANGELES,9005818A,4478,185,N,1083,POLLING PLACE,220,111,87,
LOS ANGELES,9005818A,4478,185,N,,VBM PORTION,70,29,30,
LOS ANGELES,9005818A,4478,185,N,1083,TOTAL,290,140,117,
LOS ANGELES,9005821A,4479,185,N,1244,POLLING PLACE,259,132,105,
LOS ANGELES,9005821A,4479,185,N,,VBM PORTION,80,39,26,
LOS ANGELES,9005821A,4479,185,N,1244,TOTAL,339,171,131,
LOS ANGELES,9005826A,4480,183,N,1278,POLLING PLACE,285,175,91,
LOS ANGELES,9005826A,4480,183,N,,VBM PORTION,144,88,39,
LOS ANGELES,9005826A,4480,183,N,1278,TOTAL,429,263,130,
LOS ANGELES,9005827A,4481,183,N,1122,POLLING PLACE,171,82,65,
LOS ANGELES,9005827A,4481,183,N,,VBM PORTION,72,42,19,
LOS ANGELES,9005827A,4481,183,N,1122,TOTAL,243,124,84,
LOS ANGELES,9005833A,4482,183,N,1098,POLLING PLACE,205,93,89,
LOS ANGELES,9005833A,4482,183,N,,VBM PORTION,82,42,28,
LOS ANGELES,9005833A,4482,183,N,1098,TOTAL,287,135,117,
LOS ANGELES,9005916B,4484,183,N,748,POLLING PLACE,228,136,62,
LOS ANGELES,9005916B,4484,183,N,,VBM PORTION,85,54,20,
LOS ANGELES,9005916B,4484,183,N,748,TOTAL,313,190,82,
LOS ANGELES,9005919A,4485,183,N,763,POLLING PLACE,220,153,37,
LOS ANGELES,9005919A,4485,183,N,,VBM PORTION,99,69,13,
LOS ANGELES,9005919A,4485,183,N,763,TOTAL,319,222,50,
LOS ANGELES,9005920A,4486,183,N,788,POLLING PLACE,219,122,66,
LOS ANGELES,9005920A,4486,183,N,,VBM PORTION,79,46,19,
LOS ANGELES,9005920A,4486,183,N,788,TOTAL,298,168,85,
LOS ANGELES,9005921A,4487,183,N,712,POLLING PLACE,176,103,51,
LOS ANGELES,9005921A,4487,183,N,,VBM PORTION,97,65,27,
LOS ANGELES,9005921A,4487,183,N,712,TOTAL,273,168,78,
LOS ANGELES,9005923A,4488,183,N,1071,POLLING PLACE,261,164,71,
LOS ANGELES,9005923A,4488,183,N,,VBM PORTION,157,86,41,
LOS ANGELES,9005923A,4488,183,N,1071,TOTAL,418,250,112,
LOS ANGELES,9005924A,4489,183,N,1111,POLLING PLACE,279,170,74,
LOS ANGELES,9005924A,4489,183,N,,VBM PORTION,150,99,34,
LOS ANGELES,9005924A,4489,183,N,1111,TOTAL,429,269,108,
LOS ANGELES,9005925A,4490,183,N,1063,POLLING PLACE,276,154,92,
LOS ANGELES,9005925A,4490,183,N,,VBM PORTION,125,63,39,
LOS ANGELES,9005925A,4490,183,N,1063,TOTAL,401,217,131,
LOS ANGELES,9005928C,4491,183,N,1112,POLLING PLACE,276,169,78,
LOS ANGELES,9005928C,4491,183,N,,VBM PORTION,140,86,35,
LOS ANGELES,9005928C,4491,183,N,1112,TOTAL,416,255,113,
LOS ANGELES,9005931A,4492,183,N,969,POLLING PLACE,280,149,106,
LOS ANGELES,9005931A,4492,183,N,,VBM PORTION,126,77,34,
LOS ANGELES,9005931A,4492,183,N,969,TOTAL,406,226,140,
LOS ANGELES,9005934A,4493,325,N,1031,POLLING PLACE,195,91,90,
LOS ANGELES,9005934A,4493,325,N,,VBM PORTION,69,27,33,
LOS ANGELES,9005934A,4493,325,N,1031,TOTAL,264,118,123,
LOS ANGELES,9005936A,4494,322,N,870,POLLING PLACE,245,90,125,
LOS ANGELES,9005936A,4494,322,N,,VBM PORTION,40,14,21,
LOS ANGELES,9005936A,4494,322,N,870,TOTAL,285,104,146,
LOS ANGELES,9005937A,4495,322,N,713,POLLING PLACE,129,46,65,
LOS ANGELES,9005937A,4495,322,N,,VBM PORTION,34,11,19,
LOS ANGELES,9005937A,4495,322,N,713,TOTAL,163,57,84,
LOS ANGELES,9006344A,4544,327,N,736,POLLING PLACE,187,80,76,
LOS ANGELES,9006344A,4544,327,N,,VBM PORTION,76,35,31,
LOS ANGELES,9006344A,4544,327,N,736,TOTAL,263,115,107,
LOS ANGELES,9007221A,4621,186,N,1065,POLLING PLACE,258,106,125,
LOS ANGELES,9007221A,4621,186,N,,VBM PORTION,56,26,26,
LOS ANGELES,9007221A,4621,186,N,1065,TOTAL,314,132,151,
LOS ANGELES,9007228B,4623,186,N,1376,POLLING PLACE,266,114,116,
LOS ANGELES,9007228B,4623,186,N,,VBM PORTION,85,25,47,
LOS ANGELES,9007228B,4623,186,N,1376,TOTAL,351,139,163,
LOS ANGELES,9007230A,4625,183,N,1026,POLLING PLACE,177,56,107,
LOS ANGELES,9007230A,4625,183,N,,VBM PORTION,78,31,44,
LOS ANGELES,9007230A,4625,183,N,1026,TOTAL,255,87,151,
LOS ANGELES,9007367A,4635,179,N,1160,POLLING PLACE,226,80,131,
LOS ANGELES,9007367A,4635,179,N,,VBM PORTION,106,45,46,
LOS ANGELES,9007367A,4635,179,N,1160,TOTAL,332,125,177,
LOS ANGELES,9007377A,4636,185,N,1181,POLLING PLACE,246,138,79,
LOS ANGELES,9007377A,4636,185,N,,VBM PORTION,76,39,31,
LOS ANGELES,9007377A,4636,185,N,1181,TOTAL,322,177,110,
LOS ANGELES,9007382A,4637,185,N,1168,POLLING PLACE,231,105,89,
LOS ANGELES,9007382A,4637,185,N,,VBM PORTION,85,46,22,
LOS ANGELES,9007382A,4637,185,N,1168,TOTAL,316,151,111,
LOS ANGELES,9007385A,4638,224,N,881,POLLING PLACE,169,70,71,
LOS ANGELES,9007385A,4638,224,N,,VBM PORTION,48,17,20,
LOS ANGELES,9007385A,4638,224,N,881,TOTAL,217,87,91,
LOS ANGELES,9007388A,4639,185,N,1117,POLLING PLACE,182,77,79,
LOS ANGELES,9007388A,4639,185,N,,VBM PORTION,69,34,25,
LOS ANGELES,9007388A,4639,185,N,1117,TOTAL,251,111,104,
LOS ANGELES,9007679A,4644,183,N,857,POLLING PLACE,153,83,45,
LOS ANGELES,9007679A,4644,183,N,,VBM PORTION,141,92,29,
LOS ANGELES,9007679A,4644,183,N,857,TOTAL,294,175,74,
LOS ANGELES,9007683A,4645,183,N,1030,POLLING PLACE,346,188,129,
LOS ANGELES,9007683A,4645,183,N,,VBM PORTION,114,72,30,
LOS ANGELES,9007683A,4645,183,N,1030,TOTAL,460,260,159,
LOS ANGELES,9007689A,4646,183,N,1179,POLLING PLACE,286,157,89,
LOS ANGELES,9007689A,4646,183,N,,VBM PORTION,137,81,34,
LOS ANGELES,9007689A,4646,183,N,1179,TOTAL,423,238,123,
LOS ANGELES,9007693B,4647,183,N,1316,POLLING PLACE,301,189,80,
LOS ANGELES,9007693B,4647,183,N,,VBM PORTION,160,98,37,
LOS ANGELES,9007693B,4647,183,N,1316,TOTAL,461,287,117,
LOS ANGELES,9007697A,4648,183,N,1278,POLLING PLACE,375,220,100,
LOS ANGELES,9007697A,4648,183,N,,VBM PORTION,143,88,36,
LOS ANGELES,9007697A,4648,183,N,1278,TOTAL,518,308,136,
BALLOT GROUP 100,9990100A,8100,100,N,,POLLING PLACE,,,,
BALLOT GROUP 100,9990100A,8100,100,N,,VBM PORTION,,,,
BALLOT GROUP 100,9990100A,8100,100,N,,TOTAL,,,,
BALLOT GROUP 127,9990127A,8127,127,N,,POLLING PLACE,,,,
BALLOT GROUP 127,9990127A,8127,127,N,,VBM PORTION,,,,
BALLOT GROUP 127,9990127A,8127,127,N,,TOTAL,,,,
BALLOT GROUP 179,9990179A,8179,179,N,,POLLING PLACE,,,,
BALLOT GROUP 179,9990179A,8179,179,N,,VBM PORTION,,,,
BALLOT GROUP 179,9990179A,8179,179,N,,TOTAL,,,,
BALLOT GROUP 180,9990180A,8180,180,N,,POLLING PLACE,,,,
BALLOT GROUP 180,9990180A,8180,180,N,,VBM PORTION,,,,
BALLOT GROUP 180,9990180A,8180,180,N,,TOTAL,,,,
BALLOT GROUP 181,9990181A,8181,181,N,,POLLING PLACE,,,,
BALLOT GROUP 181,9990181A,8181,181,N,,VBM PORTION,,,,
BALLOT GROUP 181,9990181A,8181,181,N,,TOTAL,,,,
BALLOT GROUP 182,9990182A,8182,182,N,,POLLING PLACE,,,,
BALLOT GROUP 182,9990182A,8182,182,N,,VBM PORTION,,,,
BALLOT GROUP 182,9990182A,8182,182,N,,TOTAL,,,,
BALLOT GROUP 183,9990183A,8183,183,N,,POLLING PLACE,,,,
BALLOT GROUP 183,9990183A,8183,183,N,,VBM PORTION,,,,
BALLOT GROUP 183,9990183A,8183,183,N,,TOTAL,,,,
BALLOT GROUP 184,9990184A,8184,184,N,,POLLING PLACE,,,,
BALLOT GROUP 184,9990184A,8184,184,N,,VBM PORTION,,,,
BALLOT GROUP 184,9990184A,8184,184,N,,TOTAL,,,,
BALLOT GROUP 185,9990185A,8185,185,N,,POLLING PLACE,,,,
BALLOT GROUP 185,9990185A,8185,185,N,,VBM PORTION,,,,
BALLOT GROUP 185,9990185A,8185,185,N,,TOTAL,,,,
BALLOT GROUP 186,9990186A,8186,186,N,,POLLING PLACE,,,,
BALLOT GROUP 186,9990186A,8186,186,N,,VBM PORTION,,,,
BALLOT GROUP 186,9990186A,8186,186,N,,TOTAL,,,,
BALLOT GROUP 220,9990220A,8220,220,N,,POLLING PLACE,,,,
BALLOT GROUP 220,9990220A,8220,220,N,,VBM PORTION,,,,
BALLOT GROUP 220,9990220A,8220,220,N,,TOTAL,,,,
BALLOT GROUP 221,9990221A,8221,221,N,,POLLING PLACE,,,,
BALLOT GROUP 221,9990221A,8221,221,N,,VBM PORTION,,,,
BALLOT GROUP 221,9990221A,8221,221,N,,TOTAL,,,,
BALLOT GROUP 222,9990222A,8222,222,N,,POLLING PLACE,,,,
BALLOT GROUP 222,9990222A,8222,222,N,,VBM PORTION,,,,
BALLOT GROUP 222,9990222A,8222,222,N,,TOTAL,,,,
BALLOT GROUP 223,9990223A,8223,223,N,,POLLING PLACE,,,,
BALLOT GROUP 223,9990223A,8223,223,N,,VBM PORTION,,,,
BALLOT GROUP 223,9990223A,8223,223,N,,TOTAL,,,,
BALLOT GROUP 224,9990224A,8224,224,N,,POLLING PLACE,,,,
BALLOT GROUP 224,9990224A,8224,224,N,,VBM PORTION,,,,
BALLOT GROUP 224,9990224A,8224,224,N,,TOTAL,,,,
BALLOT GROUP 320,9990320A,8320,320,N,,POLLING PLACE,,,,
BALLOT GROUP 320,9990320A,8320,320,N,,VBM PORTION,,,,
BALLOT GROUP 320,9990320A,8320,320,N,,TOTAL,,,,
BALLOT GROUP 321,9990321A,8321,321,N,,POLLING PLACE,,,,
BALLOT GROUP 321,9990321A,8321,321,N,,VBM PORTION,,,,
BALLOT GROUP 321,9990321A,8321,321,N,,TOTAL,,,,
BALLOT GROUP 322,9990322A,8322,322,N,,POLLING PLACE,,,,
BALLOT GROUP 322,9990322A,8322,322,N,,VBM PORTION,,,,
BALLOT GROUP 322,9990322A,8322,322,N,,TOTAL,,,,
BALLOT GROUP 323,9990323A,8323,323,N,,POLLING PLACE,,,,
BALLOT GROUP 323,9990323A,8323,323,N,,VBM PORTION,,,,
BALLOT GROUP 323,9990323A,8323,323,N,,TOTAL,,,,
BALLOT GROUP 324,9990324A,8324,324,N,,POLLING PLACE,,,,
BALLOT GROUP 324,9990324A,8324,324,N,,VBM PORTION,,,,
BALLOT GROUP 324,9990324A,8324,324,N,,TOTAL,,,,
BALLOT GROUP 325,9990325A,8325,325,N,,POLLING PLACE,,,,
BALLOT GROUP 325,9990325A,8325,325,N,,VBM PORTION,,,,
BALLOT GROUP 325,9990325A,8325,325,N,,TOTAL,,,,
BALLOT GROUP 326,9990326A,8326,326,N,,POLLING PLACE,,,,
BALLOT GROUP 326,9990326A,8326,326,N,,VBM PORTION,,,,
BALLOT GROUP 326,9990326A,8326,326,N,,TOTAL,,,,
BALLOT GROUP 327,9990327A,8327,327,N,,POLLING PLACE,,,,
BALLOT GROUP 327,9990327A,8327,327,N,,VBM PORTION,,,,
BALLOT GROUP 327,9990327A,8327,327,N,,TOTAL,,,,
BALLOT GROUP 328,9990328A,8328,328,N,,POLLING PLACE,,,,
BALLOT GROUP 328,9990328A,8328,328,N,,VBM PORTION,,,,
BALLOT GROUP 328,9990328A,8328,328,N,,TOTAL,,,,
BALLOT GROUP 329,9990329A,8329,329,N,,POLLING PLACE,,,,
BALLOT GROUP 329,9990329A,8329,329,N,,VBM PORTION,,,,
BALLOT GROUP 329,9990329A,8329,329,N,,TOTAL,,,,
BALLOT GROUP 374,9990374A,8374,374,N,,POLLING PLACE,,,,
BALLOT GROUP 374,9990374A,8374,374,N,,VBM PORTION,,,,
BALLOT GROUP 374,9990374A,8374,374,N,,TOTAL,,,,
BALLOT GROUP 375,9990375A,8375,375,N,,POLLING PLACE,,,,
BALLOT GROUP 375,9990375A,8375,375,N,,VBM PORTION,,,,
BALLOT GROUP 375,9990375A,8375,375,N,,TOTAL,,,,
BALLOT GROUP 376,9990376A,8376,376,N,,POLLING PLACE,,,,
BALLOT GROUP 376,9990376A,8376,376,N,,VBM PORTION,,,,
BALLOT GROUP 376,9990376A,8376,376,N,,TOTAL,,,,
BALLOT GROUP 377,9990377A,8377,377,N,,POLLING PLACE,,,,
BALLOT GROUP 377,9990377A,8377,377,N,,VBM PORTION,,,,
BALLOT GROUP 377,9990377A,8377,377,N,,TOTAL,,,,
BALLOT GROUP 378,9990378A,8378,378,N,,POLLING PLACE,,,,
BALLOT GROUP 378,9990378A,8378,378,N,,VBM PORTION,,,,
BALLOT GROUP 378,9990378A,8378,378,N,,TOTAL,,,,
BALLOT GROUP 379,9990379A,8379,379,N,,POLLING PLACE,,,,
BALLOT GROUP 379,9990379A,8379,379,N,,VBM PORTION,,,,
BALLOT GROUP 379,9990379A,8379,379,N,,TOTAL,,,,
BALLOT GROUP 380,9990380A,8380,380,N,,POLLING PLACE,,,,
BALLOT GROUP 380,9990380A,8380,380,N,,VBM PORTION,,,,
BALLOT GROUP 380,9990380A,8380,380,N,,TOTAL,,,,
BALLOT GROUP 381,9990381A,8381,381,N,,POLLING PLACE,,,,
BALLOT GROUP 381,9990381A,8381,381,N,,VBM PORTION,,,,
BALLOT GROUP 381,9990381A,8381,381,N,,TOTAL,,,,
BALLOT GROUP 382,9990382A,8382,382,N,,POLLING PLACE,,,,
BALLOT GROUP 382,9990382A,8382,382,N,,VBM PORTION,,,,
BALLOT GROUP 382,9990382A,8382,382,N,,TOTAL,,,,
BALLOT GROUP 383,9990383A,8383,383,N,,POLLING PLACE,,,,
BALLOT GROUP 383,9990383A,8383,383,N,,VBM PORTION,,,,
BALLOT GROUP 383,9990383A,8383,383,N,,TOTAL,,,,
BALLOT GROUP 388,9990388A,8388,388,N,,POLLING PLACE,,,,
BALLOT GROUP 388,9990388A,8388,388,N,,VBM PORTION,,,,
BALLOT GROUP 388,9990388A,8388,388,N,,TOTAL,,,,
