LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,YES,NO,
ACTON,0050003A,1,13,N,1044,POLLING PLACE,308,92,110,
ACTON,0050003A,1,13,N,,VBM PORTION,110,35,31,
ACTON,0050003A,1,13,N,1044,TOTAL,418,127,141,
ACTON,0050004B,2,13,N,576,POLLING PLACE,128,35,31,
ACTON,0050004B,2,13,N,,VBM PORTION,93,22,26,
ACTON,0050004B,2,13,N,576,TOTAL,221,57,57,
ACTON,0050005A,3,13,N,713,POLLING PLACE,198,60,65,
ACTON,0050005A,3,13,N,,VBM PORTION,71,24,25,
ACTON,0050005A,3,13,N,713,TOTAL,269,84,90,
ACTON,0050014A,4,23,N,695,POLLING PLACE,172,50,59,
ACTON,0050014A,4,23,N,,VBM PORTION,87,22,26,
ACTON,0050014A,4,23,N,695,TOTAL,259,72,85,
ACTON,0050022A,6001,27,Y,61,POLLING PLACE,,,,
ACTON,0050022A,6001,27,Y,,VBM PORTION,19,2,7,
ACTON,0050022A,6001,27,Y,61,TOTAL,19,2,7,
ACTON,0050025A,6002,23,Y,2,POLLING PLACE,,,,
ACTON,0050025A,6002,23,Y,,VBM PORTION,2,2,,
ACTON,0050025A,6002,23,Y,2,TOTAL,2,2,,
ACTON,0050026A,6003,29,Y,,POLLING PLACE,,,,
ACTON,0050026A,6003,29,Y,,VBM PORTION,,,,
ACTON,0050026A,6003,29,Y,,TOTAL,,,,
ACTON,0050052A,6004,96,Y,,POLLING PLACE,,,,
ACTON,0050052A,6004,96,Y,,VBM PORTION,,,,
ACTON,0050052A,6004,96,Y,,TOTAL,,,,
ACTON,0050059A,5,13,N,1169,POLLING PLACE,299,86,92,
ACTON,0050059A,5,13,N,,VBM PORTION,113,30,29,
ACTON,0050059A,5,13,N,1169,TOTAL,412,116,121,
ACTON,0050061A,6,13,N,1105,POLLING PLACE,277,95,93,
ACTON,0050061A,6,13,N,,VBM PORTION,132,46,43,
ACTON,0050061A,6,13,N,1105,TOTAL,409,141,136,
AGOURA,0070001A,7,115,N,862,POLLING PLACE,136,49,24,
AGOURA,0070001A,7,115,N,,VBM PORTION,126,43,27,
AGOURA,0070001A,7,115,N,862,TOTAL,262,92,51,
AGOURA,0070002A,6005,190,Y,101,POLLING PLACE,,,,
AGOURA,0070002A,6005,190,Y,,VBM PORTION,15,6,2,
AGOURA,0070002A,6005,190,Y,101,TOTAL,15,6,2,
AGOURA,0070004A,8,190,N,710,POLLING PLACE,168,57,56,
AGOURA,0070004A,8,190,N,,VBM PORTION,84,31,17,
AGOURA,0070004A,8,190,N,710,TOTAL,252,88,73,
AGOURA,0070004C,9,191,N,369,POLLING PLACE,143,65,20,
AGOURA,0070004C,9,191,N,,VBM PORTION,42,17,6,
AGOURA,0070004C,9,191,N,369,TOTAL,185,82,26,
AGOURA,0070004M,6006,189,Y,77,POLLING PLACE,,,,
AGOURA,0070004M,6006,189,Y,,VBM PORTION,11,3,3,
AGOURA,0070004M,6006,189,Y,77,TOTAL,11,3,3,
AGOURA,0070006A,10,191,N,1083,POLLING PLACE,306,140,42,
AGOURA,0070006A,10,191,N,,VBM PORTION,132,54,22,
AGOURA,0070006A,10,191,N,1083,TOTAL,438,194,64,
AGOURA,0070027A,6007,190,Y,1,POLLING PLACE,,,,
AGOURA,0070027A,6007,190,Y,,VBM PORTION,,,,
AGOURA,0070027A,6007,190,Y,1,TOTAL,,,,
AGOURA,0070040A,6008,190,Y,89,POLLING PLACE,,,,
AGOURA,0070040A,6008,190,Y,,VBM PORTION,17,3,2,
AGOURA,0070040A,6008,190,Y,89,TOTAL,17,3,2,
AGOURA,0070041A,11,189,N,675,POLLING PLACE,193,56,57,
AGOURA,0070041A,11,189,N,,VBM PORTION,67,26,9,
AGOURA,0070041A,11,189,N,675,TOTAL,260,82,66,
AGOURA,0070207A,6009,189,Y,43,POLLING PLACE,,,,
AGOURA,0070207A,6009,189,Y,,VBM PORTION,9,3,3,
AGOURA,0070207A,6009,189,Y,43,TOTAL,9,3,3,
AGOURA HILLS,0080001B,12,193,N,1135,POLLING PLACE,279,102,60,
AGOURA HILLS,0080001B,12,193,N,,VBM PORTION,122,43,24,
AGOURA HILLS,0080001B,12,193,N,1135,TOTAL,401,145,84,
AGOURA HILLS,0080002A,13,190,N,1051,POLLING PLACE,195,79,38,
AGOURA HILLS,0080002A,13,190,N,,VBM PORTION,93,45,12,
AGOURA HILLS,0080002A,13,190,N,1051,TOTAL,288,124,50,
AGOURA HILLS,0080012A,14,193,N,1263,POLLING PLACE,312,121,53,
AGOURA HILLS,0080012A,14,193,N,,VBM PORTION,173,59,34,
AGOURA HILLS,0080012A,14,193,N,1263,TOTAL,485,180,87,
AGOURA HILLS,0080021B,15,189,N,825,POLLING PLACE,209,84,40,
AGOURA HILLS,0080021B,15,189,N,,VBM PORTION,77,33,11,
AGOURA HILLS,0080021B,15,189,N,825,TOTAL,286,117,51,
AGOURA HILLS,0080025A,16,193,N,971,POLLING PLACE,264,115,44,
AGOURA HILLS,0080025A,16,193,N,,VBM PORTION,109,37,11,
AGOURA HILLS,0080025A,16,193,N,971,TOTAL,373,152,55,
AGOURA HILLS,0080034A,17,193,N,1031,POLLING PLACE,288,127,44,
AGOURA HILLS,0080034A,17,193,N,,VBM PORTION,126,48,26,
AGOURA HILLS,0080034A,17,193,N,1031,TOTAL,414,175,70,
AGOURA HILLS,0080038A,18,190,N,1202,POLLING PLACE,319,112,81,
AGOURA HILLS,0080038A,18,190,N,,VBM PORTION,141,44,31,
AGOURA HILLS,0080038A,18,190,N,1202,TOTAL,460,156,112,
AGOURA HILLS,0080047A,19,189,N,788,POLLING PLACE,199,85,37,
AGOURA HILLS,0080047A,19,189,N,,VBM PORTION,87,34,14,
AGOURA HILLS,0080047A,19,189,N,788,TOTAL,286,119,51,
AGOURA HILLS,0080050A,20,193,N,1192,POLLING PLACE,328,126,61,
AGOURA HILLS,0080050A,20,193,N,,VBM PORTION,141,58,32,
AGOURA HILLS,0080050A,20,193,N,1192,TOTAL,469,184,93,
AGOURA HILLS,0080052A,21,193,N,1070,POLLING PLACE,284,126,52,
AGOURA HILLS,0080052A,21,193,N,,VBM PORTION,120,53,21,
AGOURA HILLS,0080052A,21,193,N,1070,TOTAL,404,179,73,
AGOURA HILLS,0080053A,22,193,N,1438,POLLING PLACE,328,121,55,
AGOURA HILLS,0080053A,22,193,N,,VBM PORTION,172,56,37,
AGOURA HILLS,0080053A,22,193,N,1438,TOTAL,500,177,92,
AGOURA HILLS,0080070A,23,193,N,1201,POLLING PLACE,310,128,52,
AGOURA HILLS,0080070A,23,193,N,,VBM PORTION,148,53,29,
AGOURA HILLS,0080070A,23,193,N,1201,TOTAL,458,181,81,
AGUA DULCE,0090003A,24,35,N,958,POLLING PLACE,283,89,85,
AGUA DULCE,0090003A,24,35,N,,VBM PORTION,115,39,27,
AGUA DULCE,0090003A,24,35,N,958,TOTAL,398,128,112,
AGUA DULCE,0090004A,25,35,N,729,POLLING PLACE,187,50,57,
AGUA DULCE,0090004A,25,35,N,,VBM PORTION,76,26,8,
AGUA DULCE,0090004A,25,35,N,729,TOTAL,263,76,65,
AGUA DULCE,0090004C,26,35,N,484,POLLING PLACE,131,36,49,
AGUA DULCE,0090004C,26,35,N,,VBM PORTION,63,11,24,
AGUA DULCE,0090004C,26,35,N,484,TOTAL,194,47,73,
AGUA DULCE,0090005B,6010,13,Y,167,POLLING PLACE,,,,
AGUA DULCE,0090005B,6010,13,Y,,VBM PORTION,22,6,11,
AGUA DULCE,0090005B,6010,13,Y,167,TOTAL,22,6,11,
AGUA DULCE,0090006A,6011,48,Y,64,POLLING PLACE,,,,
AGUA DULCE,0090006A,6011,48,Y,,VBM PORTION,6,1,,
AGUA DULCE,0090006A,6011,48,Y,64,TOTAL,6,1,,
AGUA DULCE,0090007B,6012,34,Y,2,POLLING PLACE,,,,
AGUA DULCE,0090007B,6012,34,Y,,VBM PORTION,2,,,
AGUA DULCE,0090007B,6012,34,Y,2,TOTAL,2,,,
AGUA DULCE,0090009A,6013,63,Y,,POLLING PLACE,,,,
AGUA DULCE,0090009A,6013,63,Y,,VBM PORTION,,,,
AGUA DULCE,0090009A,6013,63,Y,,TOTAL,,,,
AGUA DULCE,0090012A,6014,63,Y,5,POLLING PLACE,,,,
AGUA DULCE,0090012A,6014,63,Y,,VBM PORTION,,,,
AGUA DULCE,0090012A,6014,63,Y,5,TOTAL,,,,
AGUA DULCE,0090017A,6015,51,Y,,POLLING PLACE,,,,
AGUA DULCE,0090017A,6015,51,Y,,VBM PORTION,,,,
AGUA DULCE,0090017A,6015,51,Y,,TOTAL,,,,
ALHAMBRA,0150001A,27,150,N,914,POLLING PLACE,208,113,29,
ALHAMBRA,0150001A,27,150,N,,VBM PORTION,70,31,13,
ALHAMBRA,0150001A,27,150,N,914,TOTAL,278,144,42,
ALHAMBRA,0150003B,28,150,N,692,POLLING PLACE,128,60,23,
ALHAMBRA,0150003B,28,150,N,,VBM PORTION,46,30,4,
ALHAMBRA,0150003B,28,150,N,692,TOTAL,174,90,27,
ALHAMBRA,0150004A,29,150,N,1148,POLLING PLACE,245,119,51,
ALHAMBRA,0150004A,29,150,N,,VBM PORTION,105,36,19,
ALHAMBRA,0150004A,29,150,N,1148,TOTAL,350,155,70,
ALHAMBRA,0150005D,6016,149,Y,,POLLING PLACE,,,,
ALHAMBRA,0150005D,6016,149,Y,,VBM PORTION,,,,
ALHAMBRA,0150005D,6016,149,Y,,TOTAL,,,,
ALHAMBRA,0150005E,6017,153,Y,,POLLING PLACE,,,,
ALHAMBRA,0150005E,6017,153,Y,,VBM PORTION,,,,
ALHAMBRA,0150005E,6017,153,Y,,TOTAL,,,,
ALHAMBRA,0150007A,30,150,N,1201,POLLING PLACE,190,88,44,
ALHAMBRA,0150007A,30,150,N,,VBM PORTION,64,33,7,
ALHAMBRA,0150007A,30,150,N,1201,TOTAL,254,121,51,
ALHAMBRA,0150008A,31,150,N,1120,POLLING PLACE,180,89,39,
ALHAMBRA,0150008A,31,150,N,,VBM PORTION,62,27,10,
ALHAMBRA,0150008A,31,150,N,1120,TOTAL,242,116,49,
ALHAMBRA,0150011A,32,149,N,1247,POLLING PLACE,279,131,41,
ALHAMBRA,0150011A,32,149,N,,VBM PORTION,113,54,18,
ALHAMBRA,0150011A,32,149,N,1247,TOTAL,392,185,59,
ALHAMBRA,0150012A,33,150,N,1049,POLLING PLACE,164,88,31,
ALHAMBRA,0150012A,33,150,N,,VBM PORTION,75,29,8,
ALHAMBRA,0150012A,33,150,N,1049,TOTAL,239,117,39,
ALHAMBRA,0150014A,34,150,N,1027,POLLING PLACE,148,81,24,
ALHAMBRA,0150014A,34,150,N,,VBM PORTION,57,29,2,
ALHAMBRA,0150014A,34,150,N,1027,TOTAL,205,110,26,
ALHAMBRA,0150015A,35,150,N,883,POLLING PLACE,210,85,57,
ALHAMBRA,0150015A,35,150,N,,VBM PORTION,76,33,9,
ALHAMBRA,0150015A,35,150,N,883,TOTAL,286,118,66,
ALHAMBRA,0150016F,36,150,N,823,POLLING PLACE,176,80,35,
ALHAMBRA,0150016F,36,150,N,,VBM PORTION,73,18,22,
