LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,DAVID SANCHEZ,L ROYBAL-ALLARD,
LOS ANGELES,9001563A,3783,311,N,978,TOTAL,136,36,83,
LOS ANGELES,9001706A,3834,315,N,472,POLLING PLACE,89,32,49,
LOS ANGELES,9001706A,3834,315,N,,VBM PORTION,22,2,17,
LOS ANGELES,9001706A,3834,315,N,472,TOTAL,111,34,66,
LOS ANGELES,9001706D,3835,316,N,891,POLLING PLACE,109,44,61,
LOS ANGELES,9001706D,3835,316,N,,VBM PORTION,25,8,16,
LOS ANGELES,9001706D,3835,316,N,891,TOTAL,134,52,77,
LOS ANGELES,9001708A,3836,310,N,377,POLLING PLACE,46,13,29,
LOS ANGELES,9001708A,3836,310,N,,VBM PORTION,6,2,4,
LOS ANGELES,9001708A,3836,310,N,377,TOTAL,52,15,33,
LOS ANGELES,9001708F,3837,311,N,494,POLLING PLACE,78,36,42,
LOS ANGELES,9001708F,3837,311,N,,VBM PORTION,5,1,4,
LOS ANGELES,9001708F,3837,311,N,494,TOTAL,83,37,46,
LOS ANGELES,9001712A,3839,311,N,1046,POLLING PLACE,105,39,54,
LOS ANGELES,9001712A,3839,311,N,,VBM PORTION,34,7,24,
LOS ANGELES,9001712A,3839,311,N,1046,TOTAL,139,46,78,
LOS ANGELES,9001927A,3929,310,N,1131,POLLING PLACE,99,26,63,
LOS ANGELES,9001927A,3929,310,N,,VBM PORTION,30,8,21,
LOS ANGELES,9001927A,3929,310,N,1131,TOTAL,129,34,84,
LOS ANGELES,9001930A,3932,310,N,95,POLLING PLACE,9,7,2,
LOS ANGELES,9001930A,3932,310,N,,VBM PORTION,7,3,3,
LOS ANGELES,9001930A,3932,310,N,95,TOTAL,16,10,5,
LOS ANGELES,9001932B,3934,310,N,1073,POLLING PLACE,156,66,82,
LOS ANGELES,9001932B,3934,310,N,,VBM PORTION,23,4,17,
LOS ANGELES,9001932B,3934,310,N,1073,TOTAL,179,70,99,
LOS ANGELES,9001940D,3936,316,N,626,POLLING PLACE,71,36,29,
LOS ANGELES,9001940D,3936,316,N,,VBM PORTION,11,4,6,
LOS ANGELES,9001940D,3936,316,N,626,TOTAL,82,40,35,
LOS ANGELES,9001941A,3937,310,N,861,POLLING PLACE,94,26,62,
LOS ANGELES,9001941A,3937,310,N,,VBM PORTION,14,3,10,
LOS ANGELES,9001941A,3937,310,N,861,TOTAL,108,29,72,
LOS ANGELES,9001943A,3939,310,N,933,POLLING PLACE,155,49,87,
LOS ANGELES,9001943A,3939,310,N,,VBM PORTION,39,9,28,
LOS ANGELES,9001943A,3939,310,N,933,TOTAL,194,58,115,
LOS ANGELES,9001966A,3948,311,N,1156,POLLING PLACE,122,51,63,
LOS ANGELES,9001966A,3948,311,N,,VBM PORTION,28,8,18,
LOS ANGELES,9001966A,3948,311,N,1156,TOTAL,150,59,81,
LOS ANGELES,9001966B,3949,311,N,970,POLLING PLACE,142,60,75,
LOS ANGELES,9001966B,3949,311,N,,VBM PORTION,18,3,13,
LOS ANGELES,9001966B,3949,311,N,970,TOTAL,160,63,88,
LOS ANGELES,9001980A,3951,316,N,757,POLLING PLACE,108,46,51,
LOS ANGELES,9001980A,3951,316,N,,VBM PORTION,16,5,8,
LOS ANGELES,9001980A,3951,316,N,757,TOTAL,124,51,59,
LOS ANGELES,9001987A,3954,316,N,1116,POLLING PLACE,129,48,70,
LOS ANGELES,9001987A,3954,316,N,,VBM PORTION,23,4,19,
LOS ANGELES,9001987A,3954,316,N,1116,TOTAL,152,52,89,
LOS ANGELES,9001991A,3955,316,N,1177,POLLING PLACE,139,38,88,
LOS ANGELES,9001991A,3955,316,N,,VBM PORTION,36,5,26,
LOS ANGELES,9001991A,3955,316,N,1177,TOTAL,175,43,114,
LOS ANGELES,9001993B,3956,316,N,750,POLLING PLACE,105,43,45,
LOS ANGELES,9001993B,3956,316,N,,VBM PORTION,19,6,12,
LOS ANGELES,9001993B,3956,316,N,750,TOTAL,124,49,57,
LOS ANGELES,9001998A,3957,316,N,1096,POLLING PLACE,123,39,77,
LOS ANGELES,9001998A,3957,316,N,,VBM PORTION,14,6,7,
LOS ANGELES,9001998A,3957,316,N,1096,TOTAL,137,45,84,
LOS ANGELES,9002005A,3961,311,N,755,POLLING PLACE,87,34,39,
LOS ANGELES,9002005A,3961,311,N,,VBM PORTION,21,2,18,
LOS ANGELES,9002005A,3961,311,N,755,TOTAL,108,36,57,
LOS ANGELES,9002010A,3963,311,N,1107,POLLING PLACE,105,35,57,
LOS ANGELES,9002010A,3963,311,N,,VBM PORTION,20,3,14,
LOS ANGELES,9002010A,3963,311,N,1107,TOTAL,125,38,71,
LOS ANGELES,9002027A,3970,311,N,1156,POLLING PLACE,167,52,94,
LOS ANGELES,9002027A,3970,311,N,,VBM PORTION,22,6,14,
LOS ANGELES,9002027A,3970,311,N,1156,TOTAL,189,58,108,
LOS ANGELES,9002033B,3972,311,N,921,POLLING PLACE,93,33,49,
LOS ANGELES,9002033B,3972,311,N,,VBM PORTION,14,3,11,
LOS ANGELES,9002033B,3972,311,N,921,TOTAL,107,36,60,
LOS ANGELES,9002037A,3974,311,N,1016,POLLING PLACE,122,43,69,
LOS ANGELES,9002037A,3974,311,N,,VBM PORTION,26,9,15,
LOS ANGELES,9002037A,3974,311,N,1016,TOTAL,148,52,84,
LOS ANGELES,9002039A,3975,311,N,1063,POLLING PLACE,114,54,49,
LOS ANGELES,9002039A,3975,311,N,,VBM PORTION,32,8,21,
LOS ANGELES,9002039A,3975,311,N,1063,TOTAL,146,62,70,
LOS ANGELES,9002042A,3976,311,N,1035,POLLING PLACE,150,44,93,
LOS ANGELES,9002042A,3976,311,N,,VBM PORTION,29,5,21,
LOS ANGELES,9002042A,3976,311,N,1035,TOTAL,179,49,114,
LOS ANGELES,9002043A,3977,311,N,1123,POLLING PLACE,161,42,96,
LOS ANGELES,9002043A,3977,311,N,,VBM PORTION,21,6,11,
LOS ANGELES,9002043A,3977,311,N,1123,TOTAL,182,48,107,
LOS ANGELES,9002050A,3982,311,N,1192,POLLING PLACE,128,42,77,
LOS ANGELES,9002050A,3982,311,N,,VBM PORTION,34,3,28,
LOS ANGELES,9002050A,3982,311,N,1192,TOTAL,162,45,105,
LOS ANGELES,9002344A,4125,311,N,1016,POLLING PLACE,125,35,75,
LOS ANGELES,9002344A,4125,311,N,,VBM PORTION,12,2,9,
LOS ANGELES,9002344A,4125,311,N,1016,TOTAL,137,37,84,
LOS ANGELES,9002350A,4129,315,N,457,POLLING PLACE,55,21,33,
LOS ANGELES,9002350A,4129,315,N,,VBM PORTION,6,1,4,
LOS ANGELES,9002350A,4129,315,N,457,TOTAL,61,22,37,
LOS ANGELES,9002821A,4280,310,N,475,POLLING PLACE,61,23,33,
LOS ANGELES,9002821A,4280,310,N,,VBM PORTION,8,4,3,
LOS ANGELES,9002821A,4280,310,N,475,TOTAL,69,27,36,
LOS ANGELES,9002880A,6335,218,Y,,POLLING PLACE,,,,
LOS ANGELES,9002880A,6335,218,Y,,VBM PORTION,,,,
LOS ANGELES,9002880A,6335,218,Y,,TOTAL,,,,
LOS ANGELES,9002929A,4305,316,N,710,POLLING PLACE,89,37,46,
LOS ANGELES,9002929A,4305,316,N,,VBM PORTION,12,4,7,
LOS ANGELES,9002929A,4305,316,N,710,TOTAL,101,41,53,
LOS ANGELES,9005217B,4432,311,N,954,POLLING PLACE,96,37,50,
LOS ANGELES,9005217B,4432,311,N,,VBM PORTION,17,3,13,
LOS ANGELES,9005217B,4432,311,N,954,TOTAL,113,40,63,
BALLOT GROUP 201,9990201A,8201,201,N,,POLLING PLACE,,,,
BALLOT GROUP 201,9990201A,8201,201,N,,VBM PORTION,,,,
BALLOT GROUP 201,9990201A,8201,201,N,,TOTAL,,,,
BALLOT GROUP 218,9990218A,8218,218,N,,POLLING PLACE,,,,
BALLOT GROUP 218,9990218A,8218,218,N,,VBM PORTION,,,,
BALLOT GROUP 218,9990218A,8218,218,N,,TOTAL,,,,
BALLOT GROUP 219,9990219A,8219,219,N,,POLLING PLACE,,,,
BALLOT GROUP 219,9990219A,8219,219,N,,VBM PORTION,,,,
BALLOT GROUP 219,9990219A,8219,219,N,,TOTAL,,,,
BALLOT GROUP 289,9990289A,8289,289,N,,POLLING PLACE,,,,
BALLOT GROUP 289,9990289A,8289,289,N,,VBM PORTION,,,,
BALLOT GROUP 289,9990289A,8289,289,N,,TOTAL,,,,
BALLOT GROUP 290,9990290A,8290,290,N,,POLLING PLACE,,,,
BALLOT GROUP 290,9990290A,8290,290,N,,VBM PORTION,,,,
BALLOT GROUP 290,9990290A,8290,290,N,,TOTAL,,,,
BALLOT GROUP 291,9990291A,8291,291,N,,POLLING PLACE,,,,
BALLOT GROUP 291,9990291A,8291,291,N,,VBM PORTION,,,,
BALLOT GROUP 291,9990291A,8291,291,N,,TOTAL,,,,
BALLOT GROUP 292,9990292A,8292,292,N,,POLLING PLACE,,,,
BALLOT GROUP 292,9990292A,8292,292,N,,VBM PORTION,,,,
BALLOT GROUP 292,9990292A,8292,292,N,,TOTAL,,,,
BALLOT GROUP 293,9990293A,8293,293,N,,POLLING PLACE,,,,
BALLOT GROUP 293,9990293A,8293,293,N,,VBM PORTION,,,,
BALLOT GROUP 293,9990293A,8293,293,N,,TOTAL,,,,
BALLOT GROUP 294,9990294A,8294,294,N,,POLLING PLACE,,,,
BALLOT GROUP 294,9990294A,8294,294,N,,VBM PORTION,,,,
BALLOT GROUP 294,9990294A,8294,294,N,,TOTAL,,,,
BALLOT GROUP 295,9990295A,8295,295,N,,POLLING PLACE,,,,
BALLOT GROUP 295,9990295A,8295,295,N,,VBM PORTION,,,,
BALLOT GROUP 295,9990295A,8295,295,N,,TOTAL,,,,
BALLOT GROUP 296,9990296A,8296,296,N,,POLLING PLACE,,,,
BALLOT GROUP 296,9990296A,8296,296,N,,VBM PORTION,,,,
BALLOT GROUP 296,9990296A,8296,296,N,,TOTAL,,,,
BALLOT GROUP 297,9990297A,8297,297,N,,POLLING PLACE,,,,
BALLOT GROUP 297,9990297A,8297,297,N,,VBM PORTION,,,,
BALLOT GROUP 297,9990297A,8297,297,N,,TOTAL,,,,
BALLOT GROUP 298,9990298A,8298,298,N,,POLLING PLACE,,,,
BALLOT GROUP 298,9990298A,8298,298,N,,VBM PORTION,,,,
BALLOT GROUP 298,9990298A,8298,298,N,,TOTAL,,,,
BALLOT GROUP 299,9990299A,8299,299,N,,POLLING PLACE,,,,
BALLOT GROUP 299,9990299A,8299,299,N,,VBM PORTION,,,,
BALLOT GROUP 299,9990299A,8299,299,N,,TOTAL,,,,
BALLOT GROUP 300,9990300A,8300,300,N,,POLLING PLACE,,,,
BALLOT GROUP 300,9990300A,8300,300,N,,VBM PORTION,,,,
BALLOT GROUP 300,9990300A,8300,300,N,,TOTAL,,,,
BALLOT GROUP 301,9990301A,8301,301,N,,POLLING PLACE,,,,
BALLOT GROUP 301,9990301A,8301,301,N,,VBM PORTION,,,,
BALLOT GROUP 301,9990301A,8301,301,N,,TOTAL,,,,
BALLOT GROUP 302,9990302A,8302,302,N,,POLLING PLACE,,,,
BALLOT GROUP 302,9990302A,8302,302,N,,VBM PORTION,,,,
BALLOT GROUP 302,9990302A,8302,302,N,,TOTAL,,,,
BALLOT GROUP 303,9990303A,8303,303,N,,POLLING PLACE,,,,
BALLOT GROUP 303,9990303A,8303,303,N,,VBM PORTION,,,,
BALLOT GROUP 303,9990303A,8303,303,N,,TOTAL,,,,
BALLOT GROUP 304,9990304A,8304,304,N,,POLLING PLACE,,,,
BALLOT GROUP 304,9990304A,8304,304,N,,VBM PORTION,,,,
BALLOT GROUP 304,9990304A,8304,304,N,,TOTAL,,,,
BALLOT GROUP 305,9990305A,8305,305,N,,POLLING PLACE,,,,
BALLOT GROUP 305,9990305A,8305,305,N,,VBM PORTION,,,,
BALLOT GROUP 305,9990305A,8305,305,N,,TOTAL,,,,
BALLOT GROUP 306,9990306A,8306,306,N,,POLLING PLACE,,,,
BALLOT GROUP 306,9990306A,8306,306,N,,VBM PORTION,,,,
BALLOT GROUP 306,9990306A,8306,306,N,,TOTAL,,,,
BALLOT GROUP 310,9990310A,8310,310,N,,POLLING PLACE,,,,
BALLOT GROUP 310,9990310A,8310,310,N,,VBM PORTION,,,,
BALLOT GROUP 310,9990310A,8310,310,N,,TOTAL,,,,
BALLOT GROUP 311,9990311A,8311,311,N,,POLLING PLACE,,,,
BALLOT GROUP 311,9990311A,8311,311,N,,VBM PORTION,,,,
BALLOT GROUP 311,9990311A,8311,311,N,,TOTAL,,,,
BALLOT GROUP 314,9990314A,8314,314,N,,POLLING PLACE,,,,
BALLOT GROUP 314,9990314A,8314,314,N,,VBM PORTION,,,,
BALLOT GROUP 314,9990314A,8314,314,N,,TOTAL,,,,
BALLOT GROUP 315,9990315A,8315,315,N,,POLLING PLACE,,,,
BALLOT GROUP 315,9990315A,8315,315,N,,VBM PORTION,,,,
BALLOT GROUP 315,9990315A,8315,315,N,,TOTAL,,,,
BALLOT GROUP 316,9990316A,8316,316,N,,POLLING PLACE,,,,
BALLOT GROUP 316,9990316A,8316,316,N,,VBM PORTION,,,,
BALLOT GROUP 316,9990316A,8316,316,N,,TOTAL,,,,
BALLOT GROUP 317,9990317A,8317,317,N,,POLLING PLACE,,,,
BALLOT GROUP 317,9990317A,8317,317,N,,VBM PORTION,,,,
BALLOT GROUP 317,9990317A,8317,317,N,,TOTAL,,,,
BALLOT GROUP 347,9990347A,8347,347,N,,POLLING PLACE,,,,
BALLOT GROUP 347,9990347A,8347,347,N,,VBM PORTION,,,,
BALLOT GROUP 347,9990347A,8347,347,N,,TOTAL,,,,
BALLOT GROUP 348,9990348A,8348,348,N,,POLLING PLACE,,,,
BALLOT GROUP 348,9990348A,8348,348,N,,VBM PORTION,,,,
BALLOT GROUP 348,9990348A,8348,348,N,,TOTAL,,,,
BALLOT GROUP 349,9990349A,8349,349,N,,POLLING PLACE,,,,
BALLOT GROUP 349,9990349A,8349,349,N,,VBM PORTION,,,,
BALLOT GROUP 349,9990349A,8349,349,N,,TOTAL,,,,
