LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,YES,NO,
ACTON,0050003A,1,13,N,1044,POLLING PLACE,308,91,111,
ACTON,0050003A,1,13,N,,VBM PORTION,110,35,32,
ACTON,0050003A,1,13,N,1044,TOTAL,418,126,143,
ACTON,0050004B,2,13,N,576,POLLING PLACE,128,36,30,
ACTON,0050004B,2,13,N,,VBM PORTION,93,15,32,
ACTON,0050004B,2,13,N,576,TOTAL,221,51,62,
ACTON,0050005A,3,13,N,713,POLLING PLACE,198,64,62,
ACTON,0050005A,3,13,N,,VBM PORTION,71,26,23,
ACTON,0050005A,3,13,N,713,TOTAL,269,90,85,
ACTON,0050014A,4,23,N,695,POLLING PLACE,172,47,54,
ACTON,0050014A,4,23,N,,VBM PORTION,87,21,26,
ACTON,0050014A,4,23,N,695,TOTAL,259,68,80,
ACTON,0050022A,6001,27,Y,61,POLLING PLACE,,,,
ACTON,0050022A,6001,27,Y,,VBM PORTION,19,4,7,
ACTON,0050022A,6001,27,Y,61,TOTAL,19,4,7,
ACTON,0050025A,6002,23,Y,2,POLLING PLACE,,,,
ACTON,0050025A,6002,23,Y,,VBM PORTION,2,2,,
ACTON,0050025A,6002,23,Y,2,TOTAL,2,2,,
ACTON,0050026A,6003,29,Y,,POLLING PLACE,,,,
ACTON,0050026A,6003,29,Y,,VBM PORTION,,,,
ACTON,0050026A,6003,29,Y,,TOTAL,,,,
ACTON,0050052A,6004,96,Y,,POLLING PLACE,,,,
ACTON,0050052A,6004,96,Y,,VBM PORTION,,,,
ACTON,0050052A,6004,96,Y,,TOTAL,,,,
ACTON,0050059A,5,13,N,1169,POLLING PLACE,299,95,82,
ACTON,0050059A,5,13,N,,VBM PORTION,113,33,28,
ACTON,0050059A,5,13,N,1169,TOTAL,412,128,110,
ACTON,0050061A,6,13,N,1105,POLLING PLACE,277,89,94,
ACTON,0050061A,6,13,N,,VBM PORTION,132,49,39,
ACTON,0050061A,6,13,N,1105,TOTAL,409,138,133,
AGOURA,0070001A,7,115,N,862,POLLING PLACE,136,42,22,
AGOURA,0070001A,7,115,N,,VBM PORTION,126,36,31,
AGOURA,0070001A,7,115,N,862,TOTAL,262,78,53,
AGOURA,0070002A,6005,190,Y,101,POLLING PLACE,,,,
AGOURA,0070002A,6005,190,Y,,VBM PORTION,15,7,3,
AGOURA,0070002A,6005,190,Y,101,TOTAL,15,7,3,
AGOURA,0070004A,8,190,N,710,POLLING PLACE,168,47,60,
AGOURA,0070004A,8,190,N,,VBM PORTION,84,30,15,
AGOURA,0070004A,8,190,N,710,TOTAL,252,77,75,
AGOURA,0070004C,9,191,N,369,POLLING PLACE,143,59,24,
AGOURA,0070004C,9,191,N,,VBM PORTION,42,13,7,
AGOURA,0070004C,9,191,N,369,TOTAL,185,72,31,
AGOURA,0070004M,6006,189,Y,77,POLLING PLACE,,,,
AGOURA,0070004M,6006,189,Y,,VBM PORTION,11,5,2,
AGOURA,0070004M,6006,189,Y,77,TOTAL,11,5,2,
AGOURA,0070006A,10,191,N,1083,POLLING PLACE,306,138,45,
AGOURA,0070006A,10,191,N,,VBM PORTION,132,56,19,
AGOURA,0070006A,10,191,N,1083,TOTAL,438,194,64,
AGOURA,0070027A,6007,190,Y,1,POLLING PLACE,,,,
AGOURA,0070027A,6007,190,Y,,VBM PORTION,,,,
AGOURA,0070027A,6007,190,Y,1,TOTAL,,,,
AGOURA,0070040A,6008,190,Y,89,POLLING PLACE,,,,
AGOURA,0070040A,6008,190,Y,,VBM PORTION,17,3,2,
AGOURA,0070040A,6008,190,Y,89,TOTAL,17,3,2,
AGOURA,0070041A,11,189,N,675,POLLING PLACE,193,58,52,
AGOURA,0070041A,11,189,N,,VBM PORTION,67,26,10,
AGOURA,0070041A,11,189,N,675,TOTAL,260,84,62,
AGOURA,0070207A,6009,189,Y,43,POLLING PLACE,,,,
AGOURA,0070207A,6009,189,Y,,VBM PORTION,9,2,3,
AGOURA,0070207A,6009,189,Y,43,TOTAL,9,2,3,
AGOURA HILLS,0080001B,12,193,N,1135,POLLING PLACE,279,97,66,
AGOURA HILLS,0080001B,12,193,N,,VBM PORTION,122,45,21,
AGOURA HILLS,0080001B,12,193,N,1135,TOTAL,401,142,87,
AGOURA HILLS,0080002A,13,190,N,1051,POLLING PLACE,195,83,33,
AGOURA HILLS,0080002A,13,190,N,,VBM PORTION,93,44,15,
AGOURA HILLS,0080002A,13,190,N,1051,TOTAL,288,127,48,
AGOURA HILLS,0080012A,14,193,N,1263,POLLING PLACE,312,121,46,
AGOURA HILLS,0080012A,14,193,N,,VBM PORTION,173,59,38,
AGOURA HILLS,0080012A,14,193,N,1263,TOTAL,485,180,84,
AGOURA HILLS,0080021B,15,189,N,825,POLLING PLACE,209,86,39,
AGOURA HILLS,0080021B,15,189,N,,VBM PORTION,77,30,13,
AGOURA HILLS,0080021B,15,189,N,825,TOTAL,286,116,52,
AGOURA HILLS,0080025A,16,193,N,971,POLLING PLACE,264,109,47,
AGOURA HILLS,0080025A,16,193,N,,VBM PORTION,109,31,15,
AGOURA HILLS,0080025A,16,193,N,971,TOTAL,373,140,62,
AGOURA HILLS,0080034A,17,193,N,1031,POLLING PLACE,288,121,49,
AGOURA HILLS,0080034A,17,193,N,,VBM PORTION,126,47,26,
