LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,YES,NO,
ACTON,0050003A,1,13,N,1044,POLLING PLACE,308,98,196,
ACTON,0050003A,1,13,N,,VBM PORTION,110,33,72,
ACTON,0050003A,1,13,N,1044,TOTAL,418,131,268,
ACTON,0050004B,2,13,N,576,POLLING PLACE,128,51,74,
ACTON,0050004B,2,13,N,,VBM PORTION,93,20,67,
ACTON,0050004B,2,13,N,576,TOTAL,221,71,141,
ACTON,0050005A,3,13,N,713,POLLING PLACE,198,78,115,
ACTON,0050005A,3,13,N,,VBM PORTION,71,25,40,
ACTON,0050005A,3,13,N,713,TOTAL,269,103,155,
ACTON,0050014A,4,23,N,695,POLLING PLACE,172,75,93,
ACTON,0050014A,4,23,N,,VBM PORTION,87,29,48,
ACTON,0050014A,4,23,N,695,TOTAL,259,104,141,
ACTON,0050022A,6001,27,Y,61,POLLING PLACE,,,,
ACTON,0050022A,6001,27,Y,,VBM PORTION,19,6,13,
ACTON,0050022A,6001,27,Y,61,TOTAL,19,6,13,
ACTON,0050025A,6002,23,Y,2,POLLING PLACE,,,,
ACTON,0050025A,6002,23,Y,,VBM PORTION,2,2,,
ACTON,0050025A,6002,23,Y,2,TOTAL,2,2,,
ACTON,0050026A,6003,29,Y,,POLLING PLACE,,,,
ACTON,0050026A,6003,29,Y,,VBM PORTION,,,,
ACTON,0050026A,6003,29,Y,,TOTAL,,,,
ACTON,0050052A,6004,96,Y,,POLLING PLACE,,,,
ACTON,0050052A,6004,96,Y,,VBM PORTION,,,,
ACTON,0050052A,6004,96,Y,,TOTAL,,,,
ACTON,0050059A,5,13,N,1169,POLLING PLACE,299,111,178,
ACTON,0050059A,5,13,N,,VBM PORTION,113,43,61,
ACTON,0050059A,5,13,N,1169,TOTAL,412,154,239,
ACTON,0050061A,6,13,N,1105,POLLING PLACE,277,87,185,
ACTON,0050061A,6,13,N,,VBM PORTION,132,53,72,
ACTON,0050061A,6,13,N,1105,TOTAL,409,140,257,
AGOURA,0070001A,7,115,N,862,POLLING PLACE,136,70,56,
AGOURA,0070001A,7,115,N,,VBM PORTION,126,61,51,
AGOURA,0070001A,7,115,N,862,TOTAL,262,131,107,
AGOURA,0070002A,6005,190,Y,101,POLLING PLACE,,,,
AGOURA,0070002A,6005,190,Y,,VBM PORTION,15,9,3,
AGOURA,0070002A,6005,190,Y,101,TOTAL,15,9,3,
AGOURA,0070004A,8,190,N,710,POLLING PLACE,168,96,62,
AGOURA,0070004A,8,190,N,,VBM PORTION,84,38,40,
AGOURA,0070004A,8,190,N,710,TOTAL,252,134,102,
AGOURA,0070004C,9,191,N,369,POLLING PLACE,143,96,41,
AGOURA,0070004C,9,191,N,,VBM PORTION,42,21,17,
AGOURA,0070004C,9,191,N,369,TOTAL,185,117,58,
AGOURA,0070004M,6006,189,Y,77,POLLING PLACE,,,,
AGOURA,0070004M,6006,189,Y,,VBM PORTION,11,7,3,
AGOURA,0070004M,6006,189,Y,77,TOTAL,11,7,3,
AGOURA,0070006A,10,191,N,1083,POLLING PLACE,306,184,104,
AGOURA,0070006A,10,191,N,,VBM PORTION,132,81,41,
AGOURA,0070006A,10,191,N,1083,TOTAL,438,265,145,
AGOURA,0070027A,6007,190,Y,1,POLLING PLACE,,,,
AGOURA,0070027A,6007,190,Y,,VBM PORTION,,,,
AGOURA,0070027A,6007,190,Y,1,TOTAL,,,,
AGOURA,0070040A,6008,190,Y,89,POLLING PLACE,,,,
AGOURA,0070040A,6008,190,Y,,VBM PORTION,17,11,3,
AGOURA,0070040A,6008,190,Y,89,TOTAL,17,11,3,
AGOURA,0070041A,11,189,N,675,POLLING PLACE,193,121,57,
AGOURA,0070041A,11,189,N,,VBM PORTION,67,41,21,
AGOURA,0070041A,11,189,N,675,TOTAL,260,162,78,
AGOURA,0070207A,6009,189,Y,43,POLLING PLACE,,,,
AGOURA,0070207A,6009,189,Y,,VBM PORTION,9,7,2,
AGOURA,0070207A,6009,189,Y,43,TOTAL,9,7,2,
AGOURA HILLS,0080001B,12,193,N,1135,POLLING PLACE,279,135,129,
AGOURA HILLS,0080001B,12,193,N,,VBM PORTION,122,64,46,
AGOURA HILLS,0080001B,12,193,N,1135,TOTAL,401,199,175,
AGOURA HILLS,0080002A,13,190,N,1051,POLLING PLACE,195,117,76,
AGOURA HILLS,0080002A,13,190,N,,VBM PORTION,93,58,29,
AGOURA HILLS,0080002A,13,190,N,1051,TOTAL,288,175,105,
AGOURA HILLS,0080012A,14,193,N,1263,POLLING PLACE,312,164,124,
AGOURA HILLS,0080012A,14,193,N,,VBM PORTION,173,83,69,
AGOURA HILLS,0080012A,14,193,N,1263,TOTAL,485,247,193,
AGOURA HILLS,0080021B,15,189,N,825,POLLING PLACE,209,120,84,
AGOURA HILLS,0080021B,15,189,N,,VBM PORTION,77,47,22,
AGOURA HILLS,0080021B,15,189,N,825,TOTAL,286,167,106,
AGOURA HILLS,0080025A,16,193,N,971,POLLING PLACE,264,155,93,
AGOURA HILLS,0080025A,16,193,N,,VBM PORTION,109,49,52,
AGOURA HILLS,0080025A,16,193,N,971,TOTAL,373,204,145,
AGOURA HILLS,0080034A,17,193,N,1031,POLLING PLACE,288,151,121,
AGOURA HILLS,0080034A,17,193,N,,VBM PORTION,126,60,56,
AGOURA HILLS,0080034A,17,193,N,1031,TOTAL,414,211,177,
AGOURA HILLS,0080038A,18,190,N,1202,POLLING PLACE,319,156,150,
AGOURA HILLS,0080038A,18,190,N,,VBM PORTION,141,80,47,
AGOURA HILLS,0080038A,18,190,N,1202,TOTAL,460,236,197,
AGOURA HILLS,0080047A,19,189,N,788,POLLING PLACE,199,116,75,
AGOURA HILLS,0080047A,19,189,N,,VBM PORTION,87,41,39,
AGOURA HILLS,0080047A,19,189,N,788,TOTAL,286,157,114,
AGOURA HILLS,0080050A,20,193,N,1192,POLLING PLACE,328,188,107,
AGOURA HILLS,0080050A,20,193,N,,VBM PORTION,141,65,63,
AGOURA HILLS,0080050A,20,193,N,1192,TOTAL,469,253,170,
AGOURA HILLS,0080052A,21,193,N,1070,POLLING PLACE,284,161,101,
AGOURA HILLS,0080052A,21,193,N,,VBM PORTION,120,63,47,
AGOURA HILLS,0080052A,21,193,N,1070,TOTAL,404,224,148,
AGOURA HILLS,0080053A,22,193,N,1438,POLLING PLACE,328,175,115,
AGOURA HILLS,0080053A,22,193,N,,VBM PORTION,172,82,75,
AGOURA HILLS,0080053A,22,193,N,1438,TOTAL,500,257,190,
AGOURA HILLS,0080070A,23,193,N,1201,POLLING PLACE,310,156,128,
AGOURA HILLS,0080070A,23,193,N,,VBM PORTION,148,67,57,
AGOURA HILLS,0080070A,23,193,N,1201,TOTAL,458,223,185,
AGUA DULCE,0090003A,24,35,N,958,POLLING PLACE,283,120,155,
AGUA DULCE,0090003A,24,35,N,,VBM PORTION,115,47,59,
AGUA DULCE,0090003A,24,35,N,958,TOTAL,398,167,214,
AGUA DULCE,0090004A,25,35,N,729,POLLING PLACE,187,63,118,
AGUA DULCE,0090004A,25,35,N,,VBM PORTION,76,37,29,
AGUA DULCE,0090004A,25,35,N,729,TOTAL,263,100,147,
AGUA DULCE,0090004C,26,35,N,484,POLLING PLACE,131,53,73,
AGUA DULCE,0090004C,26,35,N,,VBM PORTION,63,20,36,
AGUA DULCE,0090004C,26,35,N,484,TOTAL,194,73,109,
AGUA DULCE,0090005B,6010,13,Y,167,POLLING PLACE,,,,
AGUA DULCE,0090005B,6010,13,Y,,VBM PORTION,22,11,10,
