SchoolCode	SchoolName	EthnicityRace	Grade	PrimaryResidency	UnaccompaniedYouthIndicator	RunawayYouthIndicator	StartDate	EnrollmentStatusCode	ExitDate	SINFStartDate	EngLangAcqStatus	TitleIMigrant	SpecialEducation
6027288	Barton (Clara) Elementary	Hispanic	6	120-Temporarily Doubled Up	N	N	7/8/15	10-Primary enrollment	6/30/16	4/23/13	EL  	N	N
6027288	Barton (Clara) Elementary	Hispanic	6	130-Temporarily Unsheltered	N	N	7/8/15	10-Primary enrollment	6/30/16	2/4/13	RFEP	N	N
6027288	Barton (Clara) Elementary	Hispanic	KN	120-Temporarily Doubled Up	N	N	7/8/15	10-Primary enrollment	6/30/16	7/21/15	EL  	N	N
6027288	Barton (Clara) Elementary	Hispanic	4	120-Temporarily Doubled Up	N	N	8/19/15	10-Primary enrollment	6/30/16	9/6/11	EL  	N	N
6027288	Barton (Clara) Elementary	Hispanic	KN	100-Temporary Shelters	N	N	9/22/15	10-Primary enrollment	10/9/15	9/16/13	EO  	N	N
6027288	Barton (Clara) Elementary	Hispanic	KN	100-Temporary Shelters	N	N	11/5/15	10-Primary enrollment	6/30/16	8/24/15	EO  	N	N
6027288	Barton (Clara) Elementary	Hispanic	2	120-Temporarily Doubled Up	N	N	7/8/15	10-Primary enrollment	6/30/16	6/3/13	EL  	N	N
6027288	Barton (Clara) Elementary	Hispanic	2	120-Temporarily Doubled Up	N	N	7/8/15	10-Primary enrollment	6/30/16	8/20/13	EO  	N	N
6027288	Barton (Clara) Elementary	Hispanic	5	120-Temporarily Doubled Up	N	N	7/8/15	10-Primary enrollment	6/30/16	3/18/14	RFEP	N	N
6027288	Barton (Clara) Elementary	Hispanic	4	120-Temporarily Doubled Up	N	N	7/8/15	10-Primary enrollment	6/30/16	7/24/12	EO  	N	N
6027288	Barton (Clara) Elementary	Hispanic	4	130-Temporarily Unsheltered	N	N	7/8/15	10-Primary enrollment	6/30/16	8/20/13	EO  	N	N
6027288	Barton (Clara) Elementary	Hispanic	1	120-Temporarily Doubled Up	N	N	7/8/15	10-Primary enrollment	6/30/16	8/21/14	EL  	N	N
6027288	Barton (Clara) Elementary	Hispanic	3	120-Temporarily Doubled Up	N	N	9/2/15	10-Primary enrollment	6/30/16	9/7/12	EO  	N	N
6027288	Barton (Clara) Elementary	Hispanic	3	100-Temporary Shelters	N	N	2/9/16	10-Primary enrollment	6/30/16	8/27/12	EO  	N	N
6027288	Barton (Clara) Elementary	Hispanic	2	100-Temporary Shelters	N	N	2/9/16	10-Primary enrollment	6/30/16	8/27/15	EO  	N	N
6027288	Barton (Clara) Elementary	Hispanic	KN	100-Temporary Shelters	N	N	1/13/16	10-Primary enrollment	1/15/16	8/19/15	EO  	N	N
6027288	Barton (Clara) Elementary	Hispanic	2	120-Temporarily Doubled Up	N	N	7/16/15	10-Primary enrollment	6/30/16	3/10/14	EO  	N	N
6027288	Barton (Clara) Elementary	Hispanic	1	120-Temporarily Doubled Up	N	N	7/8/15	10-Primary enrollment	6/30/16	8/26/13	EL  	N	N
6027288	Barton (Clara) Elementary	Hispanic	3	130-Temporarily Unsheltered	N	N	7/8/15	10-Primary enrollment	6/30/16	8/20/13	EO  	N	N
6027288	Barton (Clara) Elementary	Hispanic	1	120-Temporarily Doubled Up	N	N	7/8/15	10-Primary enrollment	6/30/16	8/21/14	EL  	N	N
6027288	Barton (Clara) Elementary	Hispanic	KN	120-Temporarily Doubled Up	N	N	7/8/15	10-Primary enrollment	6/30/16	7/22/15	EL  	N	Y
6027288	Barton (Clara) Elementary	Hispanic	3	120-Temporarily Doubled Up	N	N	7/8/15	10-Primary enrollment	6/30/16	3/11/14	RFEP	N	N
6027288	Barton (Clara) Elementary	White	4	100-Temporary Shelters	N	N	7/8/15	10-Primary enrollment	12/14/15	4/17/14	EO  	N	N
6027288	Barton (Clara) Elementary	Hispanic	1	120-Temporarily Doubled Up	N	N	7/8/15	10-Primary enrollment	6/30/16	8/21/14	EL  	N	N
6027288	Barton (Clara) Elementary	Hispanic	KN	120-Temporarily Doubled Up	N	N	7/8/15	10-Primary enrollment	6/30/16	7/16/15	EL  	N	N
6027288	Barton (Clara) Elementary	Hispanic	KN	120-Temporarily Doubled Up	N	N	7/8/15	10-Primary enrollment	6/30/16	8/21/14	EL  	N	N
6027288	Barton (Clara) Elementary	White	5	120-Temporarily Doubled Up	N	N	7/8/15	10-Primary enrollment	6/30/16	8/5/13	EO  	N	N
6027288	Barton (Clara) Elementary	Hispanic	3	120-Temporarily Doubled Up	N	N	7/8/15	10-Primary enrollment	6/30/16	8/22/12	EL  	N	N
6027288	Barton (Clara) Elementary	Hispanic	2	100-Temporary Shelters	N	N	11/2/15	10-Primary enrollment	6/30/16	8/27/13	EO  	N	N
6027288	Barton (Clara) Elementary	Hispanic	3	100-Temporary Shelters	N	N	11/5/15	10-Primary enrollment	6/30/16	7/5/13	EO  	N	N
6027288	Barton (Clara) Elementary	Hispanic	2	120-Temporarily Doubled Up	N	N	7/8/15	10-Primary enrollment	12/8/15	8/27/13	EO  	N	N
6027288	Barton (Clara) Elementary	Hispanic	4	120-Temporarily Doubled Up	N	N	7/8/15	10-Primary enrollment	5/16/16	1/18/12	EO  	N	N
6027288	Barton (Clara) Elementary	White	3	100-Temporary Shelters	N	N	7/8/15	10-Primary enrollment	12/15/15	4/17/14	EO  	N	N
6027288	Barton (Clara) Elementary	Hispanic	4	100-Temporary Shelters	N	N	11/2/15	10-Primary enrollment	6/30/16	8/24/11	EO  	N	N
6027288	Barton (Clara) Elementary	Black/African Am	KN	120-Temporarily Doubled Up	N	N	5/18/15	10-Primary enrollment	7/8/15	9/1/15	EO  	N	N
6027288	Barton (Clara) Elementary	Hispanic	5	120-Temporarily Doubled Up	N	N	7/8/15	10-Primary enrollment	6/30/16	9/17/10	EL  	N	N
6027288	Barton (Clara) Elementary	Hispanic	KN	120-Temporarily Doubled Up	N	N	7/8/15	10-Primary enrollment	6/30/16	8/31/15	EL  	N	N
6027288	Barton (Clara) Elementary	Hispanic	6	120-Temporarily Doubled Up	N	N	7/8/15	10-Primary enrollment	6/30/16	8/20/09	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	5	120-Temporarily Doubled Up	N	N	7/8/15	10-Primary enrollment	6/30/16	2/4/14	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	KN	120-Temporarily Doubled Up	N	N	7/8/15	10-Primary enrollment	6/30/16	8/18/15	EL  	N	Y
6027429	Edison (Thomas) Elementary	Hispanic	KN	120-Temporarily Doubled Up	N	N	7/8/15	10-Primary enrollment	6/30/16	7/14/15	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	6	120-Temporarily Doubled Up	N	N	7/8/15	10-Primary enrollment	6/30/16	7/14/09	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	6	120-Temporarily Doubled Up	N	N	7/8/15	10-Primary enrollment	6/30/16	2/4/14	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	2	120-Temporarily Doubled Up	N	N	7/8/15	10-Primary enrollment	6/30/16	8/22/12	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	4	110-Hotels/motels	N	N	7/8/15	10-Primary enrollment	11/20/15	9/6/11	EO  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	5	120-Temporarily Doubled Up	N	N	7/8/15	10-Primary enrollment	6/30/16	9/9/10	EL  	N	Y
6027429	Edison (Thomas) Elementary	Hispanic	2	120-Temporarily Doubled Up	N	N	7/8/15	10-Primary enrollment	6/30/16	8/14/12	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	KN	120-Temporarily Doubled Up	N	N	7/8/15	10-Primary enrollment	6/30/16	8/19/15	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	6	120-Temporarily Doubled Up	N	N	7/8/15	10-Primary enrollment	6/30/16	7/16/09	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	KN	120-Temporarily Doubled Up	N	N	7/8/15	10-Primary enrollment	5/24/16	7/16/15	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	3	110-Hotels/motels	N	N	7/8/15	10-Primary enrollment	6/30/16	7/20/12	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	4	120-Temporarily Doubled Up	N	N	7/8/15	10-Primary enrollment	6/30/16	7/25/11	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	1	120-Temporarily Doubled Up	N	N	7/8/15	10-Primary enrollment	6/30/16	7/8/14	EL  	N	N
6027429	Edison (Thomas) Elementary	Asian	KN	120-Temporarily Doubled Up	N	N	8/12/15	10-Primary enrollment	6/30/16	8/20/15	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	6	120-Temporarily Doubled Up	N	N	7/8/15	10-Primary enrollment	6/30/16	9/29/09	IFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	KN	120-Temporarily Doubled Up	N	N	7/8/15	10-Primary enrollment	6/30/16	7/21/15	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	KN	120-Temporarily Doubled Up	N	N	7/8/15	10-Primary enrollment	2/26/16	7/27/15	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	KN	120-Temporarily Doubled Up	N	N	7/8/15	10-Primary enrollment	6/30/16	7/14/15	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	2	120-Temporarily Doubled Up	N	N	8/7/15	10-Primary enrollment	6/30/16	8/29/13	EL  	N	Y
6027429	Edison (Thomas) Elementary	Missing	KN	120-Temporarily Doubled Up	N	N	7/8/15	10-Primary enrollment	11/20/15	7/9/15	EO  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	3	120-Temporarily Doubled Up	N	N	7/8/15	10-Primary enrollment	6/30/16	7/26/12	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	4	120-Temporarily Doubled Up	N	N	7/8/15	10-Primary enrollment	6/30/16	7/21/11	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	4	120-Temporarily Doubled Up	N	N	10/20/15	10-Primary enrollment	5/13/16	8/25/11	EL  	N	Y
6027429	Edison (Thomas) Elementary	Hispanic	5	120-Temporarily Doubled Up	N	N	7/8/15	10-Primary enrollment	6/30/16	8/13/13	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	1	120-Temporarily Doubled Up	N	N	7/8/15	10-Primary enrollment	6/30/16	8/14/13	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	5	120-Temporarily Doubled Up	N	N	7/8/15	10-Primary enrollment	6/30/16	7/22/10	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	1	120-Temporarily Doubled Up	N	N	7/8/15	10-Primary enrollment	6/30/16	8/12/14	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	3	110-Hotels/motels	N	N	7/8/15	10-Primary enrollment	6/30/16	7/20/12	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	5	120-Temporarily Doubled Up	N	N	7/8/15	10-Primary enrollment	6/30/16	8/13/13	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	KN	120-Temporarily Doubled Up	N	N	7/8/15	10-Primary enrollment	6/30/16	7/15/15	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	3	120-Temporarily Doubled Up	N	N	7/8/15	10-Primary enrollment	6/30/16	9/6/12	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	3	110-Hotels/motels	N	N	7/8/15	10-Primary enrollment	6/30/16	8/1/12	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	KN	120-Temporarily Doubled Up	N	N	7/8/15	10-Primary enrollment	6/30/16	8/4/14	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	3	120-Temporarily Doubled Up	N	N	7/8/15	10-Primary enrollment	1/29/16	8/1/12	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	KN	120-Temporarily Doubled Up	N	N	7/8/15	10-Primary enrollment	6/30/16	8/4/14	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	6	120-Temporarily Doubled Up	N	N	7/8/15	10-Primary enrollment	6/30/16	8/20/09	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	1	120-Temporarily Doubled Up	N	N	7/8/15	10-Primary enrollment	6/30/16	2/3/14	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	1	120-Temporarily Doubled Up	N	N	7/8/15	10-Primary enrollment	6/30/16	7/8/14	EL  	N	Y
6027429	Edison (Thomas) Elementary	Hispanic	KN	120-Temporarily Doubled Up	N	N	7/8/15	10-Primary enrollment	6/30/16	7/21/15	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	KN	120-Temporarily Doubled Up	N	N	7/8/15	10-Primary enrollment	6/30/16	8/14/15	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	5	120-Temporarily Doubled Up	N	N	7/8/15	10-Primary enrollment	6/30/16	8/12/13	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	3	120-Temporarily Doubled Up	N	N	7/8/15	10-Primary enrollment	6/30/16	7/9/12	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	3	120-Temporarily Doubled Up	N	N	7/8/15	10-Primary enrollment	6/30/16	7/28/15	RFEP	N	N
6027429	Edison (Thomas) Elementary	Hispanic	3	120-Temporarily Doubled Up	N	N	7/8/15	10-Primary enrollment	9/16/15	8/6/12	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	3	120-Temporarily Doubled Up	N	N	11/5/15	10-Primary enrollment	4/15/16	8/6/12	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	KN	120-Temporarily Doubled Up	N	N	7/8/15	10-Primary enrollment	6/30/16	8/17/15	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	5	120-Temporarily Doubled Up	N	N	7/8/15	10-Primary enrollment	6/30/16	7/26/10	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	3	120-Temporarily Doubled Up	N	N	7/8/15	10-Primary enrollment	6/30/16	8/15/12	EL  	N	Y
6027429	Edison (Thomas) Elementary	Hispanic	2	120-Temporarily Doubled Up	N	N	7/8/15	10-Primary enrollment	6/30/16	8/9/13	EL  	N	N
6027429	Edison (Thomas) Elementary	Hispanic	6	110-Hotels/motels	N	N	7/8/15	10-Primary enrollment	6/30/16	9/7/10	EL  	N	Y
6027429	Edison (Thomas) Elementary	Hispanic	4	120-Temporarily Doubled Up	N	N	7/8/15	10-Primary enrollment	12/22/15	7/28/14	RFEP	Y	N
