LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,ED CHAU,ESTHELA T SIEGRIST
SIERRA MADRE,6400001A,6161,76,Y,0,POLLING PLACE,0,0,0
SIERRA MADRE,6400001A,6161,76,Y,0,VBM PORTION,0,0,0
SIERRA MADRE,6400001A,6161,76,Y,0,TOTAL,0,0,0
SOUTH EL MONTE,6530002A,2525,74,N,1159,POLLING PLACE,42,19,21
SOUTH EL MONTE,6530002A,2525,74,N,0,VBM PORTION,50,40,10
SOUTH EL MONTE,6530002A,2525,74,N,1159,TOTAL,92,59,31
SOUTH SAN GABRIEL,6650010A,6162,74,Y,212,POLLING PLACE,0,0,0
SOUTH SAN GABRIEL,6650010A,6162,74,Y,0,VBM PORTION,24,15,7
SOUTH SAN GABRIEL,6650010A,6162,74,Y,212,TOTAL,24,15,7
SOUTH SAN GABRIEL,6650032A,2585,72,N,867,POLLING PLACE,63,36,20
SOUTH SAN GABRIEL,6650032A,2585,72,N,0,VBM PORTION,85,47,21
SOUTH SAN GABRIEL,6650032A,2585,72,N,867,TOTAL,148,83,41
SOUTH SAN GABRIEL,6650033B,2586,72,N,524,POLLING PLACE,35,18,15
SOUTH SAN GABRIEL,6650033B,2586,72,N,0,VBM PORTION,38,28,9
SOUTH SAN GABRIEL,6650033B,2586,72,N,524,TOTAL,73,46,24
SOUTH SAN GABRIEL,6650034A,2587,72,N,1011,POLLING PLACE,62,47,12
SOUTH SAN GABRIEL,6650034A,2587,72,N,0,VBM PORTION,52,27,20
SOUTH SAN GABRIEL,6650034A,2587,72,N,1011,TOTAL,114,74,32
SOUTH SAN GABRIEL,6650035A,2588,72,N,1243,POLLING PLACE,91,56,22
SOUTH SAN GABRIEL,6650035A,2588,72,N,0,VBM PORTION,94,59,27
SOUTH SAN GABRIEL,6650035A,2588,72,N,1243,TOTAL,185,115,49
TEMPLE CITY,7050001A,2631,76,N,1017,POLLING PLACE,84,53,22
TEMPLE CITY,7050001A,2631,76,N,0,VBM PORTION,94,58,27
TEMPLE CITY,7050001A,2631,76,N,1017,TOTAL,178,111,49
TEMPLE CITY,7050006A,2632,76,N,1021,POLLING PLACE,64,39,21
TEMPLE CITY,7050006A,2632,76,N,0,VBM PORTION,73,36,25
TEMPLE CITY,7050006A,2632,76,N,1021,TOTAL,137,75,46
TEMPLE CITY,7050008B,2633,76,N,825,POLLING PLACE,62,43,19
TEMPLE CITY,7050008B,2633,76,N,0,VBM PORTION,60,35,14
TEMPLE CITY,7050008B,2633,76,N,825,TOTAL,122,78,33
TEMPLE CITY,7050010A,2634,76,N,660,POLLING PLACE,53,20,27
TEMPLE CITY,7050010A,2634,76,N,0,VBM PORTION,59,33,21
TEMPLE CITY,7050010A,2634,76,N,660,TOTAL,112,53,48
TEMPLE CITY,7050011A,2635,76,N,841,POLLING PLACE,51,22,26
TEMPLE CITY,7050011A,2635,76,N,0,VBM PORTION,52,20,27
TEMPLE CITY,7050011A,2635,76,N,841,TOTAL,103,42,53
TEMPLE CITY,7050013A,2636,76,N,916,POLLING PLACE,94,45,41
TEMPLE CITY,7050013A,2636,76,N,0,VBM PORTION,73,28,32
TEMPLE CITY,7050013A,2636,76,N,916,TOTAL,167,73,73
TEMPLE CITY,7050016A,2637,76,N,1019,POLLING PLACE,120,44,59
TEMPLE CITY,7050016A,2637,76,N,0,VBM PORTION,79,53,20
TEMPLE CITY,7050016A,2637,76,N,1019,TOTAL,199,97,79
TEMPLE CITY,7050027A,2638,76,N,1393,POLLING PLACE,94,44,38
TEMPLE CITY,7050027A,2638,76,N,0,VBM PORTION,153,78,48
TEMPLE CITY,7050027A,2638,76,N,1393,TOTAL,247,122,86
TEMPLE CITY,7050043A,2639,76,N,1278,POLLING PLACE,107,56,40
TEMPLE CITY,7050043A,2639,76,N,0,VBM PORTION,145,79,52
TEMPLE CITY,7050043A,2639,76,N,1278,TOTAL,252,135,92
TEMPLE CITY,7050062A,2640,76,N,1370,POLLING PLACE,120,57,60
TEMPLE CITY,7050062A,2640,76,N,0,VBM PORTION,126,63,51
TEMPLE CITY,7050062A,2640,76,N,1370,TOTAL,246,120,111
TEMPLE CITY,7050064A,2641,76,N,1262,POLLING PLACE,108,55,44
TEMPLE CITY,7050064A,2641,76,N,0,VBM PORTION,143,91,35
TEMPLE CITY,7050064A,2641,76,N,1262,TOTAL,251,146,79
TEMPLE CITY,7050068A,2642,76,N,1255,POLLING PLACE,102,66,31
TEMPLE CITY,7050068A,2642,76,N,0,VBM PORTION,86,56,23
TEMPLE CITY,7050068A,2642,76,N,1255,TOTAL,188,122,54
TEMPLE CITY,7050070A,2643,76,N,1327,POLLING PLACE,131,55,62
TEMPLE CITY,7050070A,2643,76,N,0,VBM PORTION,97,45,40
TEMPLE CITY,7050070A,2643,76,N,1327,TOTAL,228,100,102
TEMPLE CITY,7050072A,2644,76,N,1301,POLLING PLACE,103,46,52
TEMPLE CITY,7050072A,2644,76,N,0,VBM PORTION,118,50,45
TEMPLE CITY,7050072A,2644,76,N,1301,TOTAL,221,96,97
TEMPLE CITY,7050073A,2645,76,N,837,POLLING PLACE,67,26,35
TEMPLE CITY,7050073A,2645,76,N,0,VBM PORTION,65,36,23
TEMPLE CITY,7050073A,2645,76,N,837,TOTAL,132,62,58
TEMPLE CITY,7050077A,2646,76,N,1330,POLLING PLACE,131,68,54
TEMPLE CITY,7050077A,2646,76,N,0,VBM PORTION,113,59,40
TEMPLE CITY,7050077A,2646,76,N,1330,TOTAL,244,127,94
BALLOT GROUP 71,9990071A,8071,71,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 71,9990071A,8071,71,N,0,VBM PORTION,0,0,0
BALLOT GROUP 71,9990071A,8071,71,N,0,TOTAL,0,0,0
BALLOT GROUP 72,9990072A,8072,72,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 72,9990072A,8072,72,N,0,VBM PORTION,0,0,0
BALLOT GROUP 72,9990072A,8072,72,N,0,TOTAL,0,0,0
BALLOT GROUP 73,9990073A,8073,73,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 73,9990073A,8073,73,N,0,VBM PORTION,10,2,2
BALLOT GROUP 73,9990073A,8073,73,N,0,TOTAL,5,2,2
BALLOT GROUP 74,9990074A,8074,74,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 74,9990074A,8074,74,N,0,VBM PORTION,0,0,0
BALLOT GROUP 74,9990074A,8074,74,N,0,TOTAL,0,0,0
BALLOT GROUP 75,9990075A,8075,75,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 75,9990075A,8075,75,N,0,VBM PORTION,0,0,0
BALLOT GROUP 75,9990075A,8075,75,N,0,TOTAL,0,0,0
BALLOT GROUP 76,9990076A,8076,76,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 76,9990076A,8076,76,N,0,VBM PORTION,2,1,0
BALLOT GROUP 76,9990076A,8076,76,N,0,TOTAL,1,1,0
BALLOT GROUP 77,9990077A,8077,77,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 77,9990077A,8077,77,N,0,VBM PORTION,0,0,0
BALLOT GROUP 77,9990077A,8077,77,N,0,TOTAL,0,0,0
BALLOT GROUP 78,9990078A,8078,78,N,0,POLLING PLACE,0,0,0
BALLOT GROUP 78,9990078A,8078,78,N,0,VBM PORTION,0,0,0
BALLOT GROUP 78,9990078A,8078,78,N,0,TOTAL,0,0,0
