LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,BETTY T YEE,LAURA WELLS,TAMMY D BLAIR,JOHN A PEREZ,DAVID EVANS,ASHLEY SWEARENGIN
LANCASTER,3550007A,1314,3,N,1240,TOTAL,175,24,12,10,31,33,53
LANCASTER,3550008A,1315,3,N,1363,POLLING PLACE,78,11,3,8,14,14,17
LANCASTER,3550008A,1315,3,N,0,VBM PORTION,90,12,3,3,24,9,34
LANCASTER,3550008A,1315,3,N,1363,TOTAL,168,23,6,11,38,23,51
LANCASTER,3550009A,1316,3,N,1336,POLLING PLACE,59,9,2,6,7,11,17
LANCASTER,3550009A,1316,3,N,0,VBM PORTION,70,11,5,6,12,9,20
LANCASTER,3550009A,1316,3,N,1336,TOTAL,129,20,7,12,19,20,37
LANCASTER,3550011B,1317,3,N,1314,POLLING PLACE,91,20,2,4,13,18,28
LANCASTER,3550011B,1317,3,N,0,VBM PORTION,112,28,5,7,10,21,34
LANCASTER,3550011B,1317,3,N,1314,TOTAL,203,48,7,11,23,39,62
LANCASTER,3550013A,1318,3,N,1235,POLLING PLACE,81,13,4,3,9,19,23
LANCASTER,3550013A,1318,3,N,0,VBM PORTION,71,12,3,6,7,5,28
LANCASTER,3550013A,1318,3,N,1235,TOTAL,152,25,7,9,16,24,51
LANCASTER,3550015A,1319,3,N,1519,POLLING PLACE,124,11,6,4,19,27,39
LANCASTER,3550015A,1319,3,N,0,VBM PORTION,111,18,5,5,16,21,40
LANCASTER,3550015A,1319,3,N,1519,TOTAL,235,29,11,9,35,48,79
LANCASTER,3550018A,1320,3,N,1211,POLLING PLACE,99,13,2,5,35,9,23
LANCASTER,3550018A,1320,3,N,0,VBM PORTION,87,18,4,7,16,10,26
LANCASTER,3550018A,1320,3,N,1211,TOTAL,186,31,6,12,51,19,49
LANCASTER,3550019D,1321,3,N,1152,POLLING PLACE,80,8,4,0,26,11,23
LANCASTER,3550019D,1321,3,N,0,VBM PORTION,132,18,9,4,15,34,48
LANCASTER,3550019D,1321,3,N,1152,TOTAL,212,26,13,4,41,45,71
LANCASTER,3550020B,1322,2,N,1436,POLLING PLACE,113,16,4,2,15,28,35
LANCASTER,3550020B,1322,2,N,0,VBM PORTION,143,11,6,4,16,40,56
LANCASTER,3550020B,1322,2,N,1436,TOTAL,256,27,10,6,31,68,91
LANCASTER,3550022A,1323,3,N,1340,POLLING PLACE,96,9,8,1,13,25,25
LANCASTER,3550022A,1323,3,N,0,VBM PORTION,103,22,6,7,19,20,25
LANCASTER,3550022A,1323,3,N,1340,TOTAL,199,31,14,8,32,45,50
LANCASTER,3550023A,1324,2,N,974,POLLING PLACE,90,12,1,0,7,20,39
LANCASTER,3550023A,1324,2,N,0,VBM PORTION,74,14,3,4,8,11,27
LANCASTER,3550023A,1324,2,N,974,TOTAL,164,26,4,4,15,31,66
LANCASTER,3550024A,1325,2,N,1299,POLLING PLACE,90,14,4,4,20,21,19
LANCASTER,3550024A,1325,2,N,0,VBM PORTION,76,17,1,2,13,12,17
LANCASTER,3550024A,1325,2,N,1299,TOTAL,166,31,5,6,33,33,36
LANCASTER,3550026A,1326,3,N,1136,POLLING PLACE,103,21,7,6,13,18,34
LANCASTER,3550026A,1326,3,N,0,VBM PORTION,73,8,8,3,3,12,21
LANCASTER,3550026A,1326,3,N,1136,TOTAL,176,29,15,9,16,30,55
LANCASTER,3550029A,1327,2,N,1493,POLLING PLACE,204,23,5,3,30,32,93
LANCASTER,3550029A,1327,2,N,0,VBM PORTION,232,28,2,7,20,46,110
LANCASTER,3550029A,1327,2,N,1493,TOTAL,436,51,7,10,50,78,203
LANCASTER,3550030B,1328,3,N,1244,POLLING PLACE,94,6,1,1,19,26,28
LANCASTER,3550030B,1328,3,N,0,VBM PORTION,95,11,6,8,16,20,26
LANCASTER,3550030B,1328,3,N,1244,TOTAL,189,17,7,9,35,46,54
LANCASTER,3550032A,1329,3,N,945,POLLING PLACE,65,4,0,1,7,18,28
LANCASTER,3550032A,1329,3,N,0,VBM PORTION,91,9,3,2,10,22,36
LANCASTER,3550032A,1329,3,N,945,TOTAL,156,13,3,3,17,40,64
LANCASTER,3550033A,1330,2,N,949,POLLING PLACE,135,8,2,4,15,38,54
LANCASTER,3550033A,1330,2,N,0,VBM PORTION,89,6,3,6,16,18,34
LANCASTER,3550033A,1330,2,N,949,TOTAL,224,14,5,10,31,56,88
LANCASTER,3550034A,1331,3,N,1007,POLLING PLACE,56,8,0,3,19,6,12
LANCASTER,3550034A,1331,3,N,0,VBM PORTION,53,10,2,8,7,11,12
LANCASTER,3550034A,1331,3,N,1007,TOTAL,109,18,2,11,26,17,24
LANCASTER,3550035B,1332,2,N,1368,POLLING PLACE,86,8,1,1,21,18,29
LANCASTER,3550035B,1332,2,N,0,VBM PORTION,106,11,5,2,18,25,37
LANCASTER,3550035B,1332,2,N,1368,TOTAL,192,19,6,3,39,43,66
LANCASTER,3550036A,1333,3,N,820,POLLING PLACE,58,7,3,1,14,9,16
LANCASTER,3550036A,1333,3,N,0,VBM PORTION,57,8,6,3,10,5,16
LANCASTER,3550036A,1333,3,N,820,TOTAL,115,15,9,4,24,14,32
LANCASTER,3550040A,1334,2,N,1389,POLLING PLACE,110,11,2,4,28,21,31
LANCASTER,3550040A,1334,2,N,0,VBM PORTION,125,21,7,2,15,21,50
LANCASTER,3550040A,1334,2,N,1389,TOTAL,235,32,9,6,43,42,81
LANCASTER,3550041A,1335,3,N,1161,POLLING PLACE,85,9,5,1,17,26,18
LANCASTER,3550041A,1335,3,N,0,VBM PORTION,103,4,6,0,13,29,41
LANCASTER,3550041A,1335,3,N,1161,TOTAL,188,13,11,1,30,55,59
LANCASTER,3550042A,1336,3,N,1325,POLLING PLACE,86,8,7,3,20,15,23
LANCASTER,3550042A,1336,3,N,0,VBM PORTION,82,21,1,7,7,13,28
LANCASTER,3550042A,1336,3,N,1325,TOTAL,168,29,8,10,27,28,51
LANCASTER,3550044A,1337,2,N,1178,POLLING PLACE,96,9,2,1,8,37,29
LANCASTER,3550044A,1337,2,N,0,VBM PORTION,124,14,2,2,14,34,45
LANCASTER,3550044A,1337,2,N,1178,TOTAL,220,23,4,3,22,71,74
LANCASTER,3550045A,1338,2,N,1457,POLLING PLACE,90,11,0,5,16,18,32
LANCASTER,3550045A,1338,2,N,0,VBM PORTION,127,14,5,6,13,24,49
LANCASTER,3550045A,1338,2,N,1457,TOTAL,217,25,5,11,29,42,81
LANCASTER,3550047B,1339,2,N,619,POLLING PLACE,27,2,2,0,7,5,8
LANCASTER,3550047B,1339,2,N,0,VBM PORTION,52,15,3,1,7,7,14
LANCASTER,3550047B,1339,2,N,619,TOTAL,79,17,5,1,14,12,22
LANCASTER,3550048A,1340,3,N,1158,POLLING PLACE,66,9,1,0,16,14,18
LANCASTER,3550048A,1340,3,N,0,VBM PORTION,87,15,4,4,16,14,29
LANCASTER,3550048A,1340,3,N,1158,TOTAL,153,24,5,4,32,28,47
LANCASTER,3550050A,1341,3,N,1275,POLLING PLACE,49,6,3,1,12,11,11
LANCASTER,3550050A,1341,3,N,0,VBM PORTION,73,14,2,5,16,9,21
LANCASTER,3550050A,1341,3,N,1275,TOTAL,122,20,5,6,28,20,32
LANCASTER,3550053A,1342,2,N,1272,POLLING PLACE,86,13,3,5,22,13,22
LANCASTER,3550053A,1342,2,N,0,VBM PORTION,97,12,2,4,21,19,30
LANCASTER,3550053A,1342,2,N,1272,TOTAL,183,25,5,9,43,32,52
LANCASTER,3550054A,1343,3,N,1216,POLLING PLACE,79,12,3,4,13,8,30
LANCASTER,3550054A,1343,3,N,0,VBM PORTION,77,11,3,3,12,23,20
LANCASTER,3550054A,1343,3,N,1216,TOTAL,156,23,6,7,25,31,50
LANCASTER,3550058A,1344,3,N,841,POLLING PLACE,87,4,2,1,10,34,28
LANCASTER,3550058A,1344,3,N,0,VBM PORTION,92,8,1,2,7,26,43
LANCASTER,3550058A,1344,3,N,841,TOTAL,179,12,3,3,17,60,71
LANCASTER,3550059A,1345,3,N,984,POLLING PLACE,113,13,2,4,14,30,40
LANCASTER,3550059A,1345,3,N,0,VBM PORTION,101,8,0,3,11,31,35
LANCASTER,3550059A,1345,3,N,984,TOTAL,214,21,2,7,25,61,75
LANCASTER,3550060A,1346,2,N,1099,POLLING PLACE,131,18,5,0,9,30,57
LANCASTER,3550060A,1346,2,N,0,VBM PORTION,132,7,0,3,23,26,68
LANCASTER,3550060A,1346,2,N,1099,TOTAL,263,25,5,3,32,56,125
LANCASTER,3550061A,1347,3,N,1420,POLLING PLACE,145,18,11,4,15,28,55
LANCASTER,3550061A,1347,3,N,0,VBM PORTION,109,10,5,5,12,25,41
LANCASTER,3550061A,1347,3,N,1420,TOTAL,254,28,16,9,27,53,96
LANCASTER,3550064A,1348,2,N,1542,POLLING PLACE,98,9,4,4,14,30,31
LANCASTER,3550064A,1348,2,N,0,VBM PORTION,128,23,4,5,19,21,44
LANCASTER,3550064A,1348,2,N,1542,TOTAL,226,32,8,9,33,51,75
LANCASTER,3550065A,1349,3,N,1377,POLLING PLACE,175,16,6,2,22,30,78
LANCASTER,3550065A,1349,3,N,0,VBM PORTION,235,12,6,4,27,53,105
LANCASTER,3550065A,1349,3,N,1377,TOTAL,410,28,12,6,49,83,183
LANCASTER,3550069A,1350,2,N,894,POLLING PLACE,49,4,1,1,5,11,20
LANCASTER,3550069A,1350,2,N,0,VBM PORTION,65,5,1,7,12,13,19
LANCASTER,3550069A,1350,2,N,894,TOTAL,114,9,2,8,17,24,39
LANCASTER,3550075A,1351,2,N,1231,POLLING PLACE,89,14,2,1,23,9,29
LANCASTER,3550075A,1351,2,N,0,VBM PORTION,62,9,3,0,9,11,27
LANCASTER,3550075A,1351,2,N,1231,TOTAL,151,23,5,1,32,20,56
LANCASTER,3550077A,1352,3,N,1260,POLLING PLACE,86,18,4,2,21,11,20
LANCASTER,3550077A,1352,3,N,0,VBM PORTION,87,18,8,2,14,19,21
LANCASTER,3550077A,1352,3,N,1260,TOTAL,173,36,12,4,35,30,41
LANCASTER,3550079A,1353,3,N,1406,POLLING PLACE,127,13,5,4,16,28,49
LANCASTER,3550079A,1353,3,N,0,VBM PORTION,170,25,13,8,15,21,73
LANCASTER,3550079A,1353,3,N,1406,TOTAL,297,38,18,12,31,49,122
LANCASTER,3550080A,1354,2,N,1075,POLLING PLACE,87,11,2,1,10,17,33
LANCASTER,3550080A,1354,2,N,0,VBM PORTION,96,11,2,6,7,16,43
LANCASTER,3550080A,1354,2,N,1075,TOTAL,183,22,4,7,17,33,76
LANCASTER,3550083A,1355,3,N,1436,POLLING PLACE,74,9,4,3,20,12,16
LANCASTER,3550083A,1355,3,N,0,VBM PORTION,90,14,6,6,12,24,20
LANCASTER,3550083A,1355,3,N,1436,TOTAL,164,23,10,9,32,36,36
LANCASTER,3550085A,6082,3,Y,0,POLLING PLACE,0,0,0,0,0,0,0
LANCASTER,3550085A,6082,3,Y,0,VBM PORTION,0,0,0,0,0,0,0
LANCASTER,3550085A,6082,3,Y,0,TOTAL,0,0,0,0,0,0,0
LANCASTER,3550086B,1356,2,N,1194,POLLING PLACE,71,11,4,2,11,10,26
LANCASTER,3550086B,1356,2,N,0,VBM PORTION,92,19,2,1,15,14,36
LANCASTER,3550086B,1356,2,N,1194,TOTAL,163,30,6,3,26,24,62
LANCASTER,3550087A,1357,3,N,1238,POLLING PLACE,42,13,0,2,7,5,4
LANCASTER,3550087A,1357,3,N,0,VBM PORTION,33,6,2,3,8,6,3
LANCASTER,3550087A,1357,3,N,1238,TOTAL,75,19,2,5,15,11,7
LANCASTER,3550088A,1358,3,N,1266,POLLING PLACE,88,9,6,1,17,17,28
LANCASTER,3550088A,1358,3,N,0,VBM PORTION,128,22,2,10,16,16,45
LANCASTER,3550088A,1358,3,N,1266,TOTAL,216,31,8,11,33,33,73
LANCASTER,3550089B,1359,3,N,1405,POLLING PLACE,102,13,4,4,18,22,31
LANCASTER,3550089B,1359,3,N,0,VBM PORTION,116,12,8,4,14,31,37
LANCASTER,3550089B,1359,3,N,1405,TOTAL,218,25,12,8,32,53,68
LANCASTER,3550093B,1360,3,N,930,POLLING PLACE,52,12,0,4,13,13,7
LANCASTER,3550093B,1360,3,N,0,VBM PORTION,53,8,0,2,11,15,16
LANCASTER,3550093B,1360,3,N,930,TOTAL,105,20,0,6,24,28,23
LANCASTER,3550094A,1361,2,N,1526,POLLING PLACE,126,13,1,2,18,36,48
LANCASTER,3550094A,1361,2,N,0,VBM PORTION,175,31,4,6,17,28,71
LANCASTER,3550094A,1361,2,N,1526,TOTAL,301,44,5,8,35,64,119
LANCASTER,3550095A,1362,3,N,1504,POLLING PLACE,93,13,2,6,20,15,21
LANCASTER,3550095A,1362,3,N,0,VBM PORTION,113,19,3,14,11,17,36
LANCASTER,3550095A,1362,3,N,1504,TOTAL,206,32,5,20,31,32,57
LANCASTER,3550096A,1363,3,N,1396,POLLING PLACE,77,9,4,6,23,12,15
LANCASTER,3550096A,1363,3,N,0,VBM PORTION,73,15,7,8,4,15,22
LANCASTER,3550096A,1363,3,N,1396,TOTAL,150,24,11,14,27,27,37
LANCASTER,3550097A,1364,2,N,1296,POLLING PLACE,102,9,4,0,10,21,47
LANCASTER,3550097A,1364,2,N,0,VBM PORTION,161,17,8,7,26,19,68
LANCASTER,3550097A,1364,2,N,1296,TOTAL,263,26,12,7,36,40,115
LANCASTER,3550098A,1365,3,N,1439,POLLING PLACE,82,6,3,1,11,19,30
LANCASTER,3550098A,1365,3,N,0,VBM PORTION,95,18,2,2,21,13,22
LANCASTER,3550098A,1365,3,N,1439,TOTAL,177,24,5,3,32,32,52
LANCASTER,3550099B,1366,3,N,1109,POLLING PLACE,45,4,4,2,8,8,17
LANCASTER,3550099B,1366,3,N,0,VBM PORTION,59,6,4,3,17,8,16
LANCASTER,3550099B,1366,3,N,1109,TOTAL,104,10,8,5,25,16,33
LANCASTER,3550101A,6083,2,Y,54,POLLING PLACE,0,0,0,0,0,0,0
LANCASTER,3550101A,6083,2,Y,0,VBM PORTION,20,1,3,0,2,5,9
LANCASTER,3550101A,6083,2,Y,54,TOTAL,20,1,3,0,2,5,9
LANCASTER,3550101B,1367,2,N,669,POLLING PLACE,51,7,3,0,9,14,14
LANCASTER,3550101B,1367,2,N,0,VBM PORTION,57,5,1,3,11,12,25
LANCASTER,3550101B,1367,2,N,669,TOTAL,108,12,4,3,20,26,39
LANCASTER,3550101E,1368,2,N,830,POLLING PLACE,71,7,5,1,8,12,33
LANCASTER,3550101E,1368,2,N,0,VBM PORTION,66,6,1,1,8,16,29
LANCASTER,3550101E,1368,2,N,830,TOTAL,137,13,6,2,16,28,62
LANCASTER,3550107A,1369,2,N,1333,POLLING PLACE,88,13,3,3,17,18,26
LANCASTER,3550107A,1369,2,N,0,VBM PORTION,96,14,3,0,21,16,37
LANCASTER,3550107A,1369,2,N,1333,TOTAL,184,27,6,3,38,34,63
LAWNDALE,3650001A,1370,162,N,1083,POLLING PLACE,61,3,7,8,21,11,4
LAWNDALE,3650001A,1370,162,N,0,VBM PORTION,79,16,5,8,20,14,9
LAWNDALE,3650001A,1370,162,N,1083,TOTAL,140,19,12,16,41,25,13
LAWNDALE,3650002A,1371,162,N,1052,POLLING PLACE,77,6,2,4,33,12,11
LAWNDALE,3650002A,1371,162,N,0,VBM PORTION,56,16,4,3,11,5,13
LAWNDALE,3650002A,1371,162,N,1052,TOTAL,133,22,6,7,44,17,24
LAWNDALE,3650004A,1372,162,N,984,POLLING PLACE,63,5,5,6,23,6,12
LAWNDALE,3650004A,1372,162,N,0,VBM PORTION,49,9,10,0,9,9,7
LAWNDALE,3650004A,1372,162,N,984,TOTAL,112,14,15,6,32,15,19
LAWNDALE,3650005A,1373,162,N,1041,POLLING PLACE,58,13,3,4,22,2,6
LAWNDALE,3650005A,1373,162,N,0,VBM PORTION,42,12,4,3,12,2,3
LAWNDALE,3650005A,1373,162,N,1041,TOTAL,100,25,7,7,34,4,9
LAWNDALE,3650006A,1374,162,N,1073,POLLING PLACE,98,16,4,4,34,15,11
LAWNDALE,3650006A,1374,162,N,0,VBM PORTION,41,3,1,1,11,9,11
LAWNDALE,3650006A,1374,162,N,1073,TOTAL,139,19,5,5,45,24,22
LAWNDALE,3650007A,1375,162,N,1092,POLLING PLACE,45,3,6,6,16,6,3
LAWNDALE,3650007A,1375,162,N,0,VBM PORTION,94,13,9,14,17,10,21
LAWNDALE,3650007A,1375,162,N,1092,TOTAL,139,16,15,20,33,16,24
LAWNDALE,3650009A,1376,162,N,931,POLLING PLACE,56,5,8,4,15,10,5
LAWNDALE,3650009A,1376,162,N,0,VBM PORTION,47,7,9,3,9,8,8
LAWNDALE,3650009A,1376,162,N,931,TOTAL,103,12,17,7,24,18,13
LAWNDALE,3650011A,1377,162,N,882,POLLING PLACE,50,11,4,3,19,2,9
LAWNDALE,3650011A,1377,162,N,0,VBM PORTION,40,5,0,3,14,7,6
LAWNDALE,3650011A,1377,162,N,882,TOTAL,90,16,4,6,33,9,15
LAWNDALE,3650012A,1378,162,N,956,POLLING PLACE,82,12,6,2,29,9,18
LAWNDALE,3650012A,1378,162,N,0,VBM PORTION,40,9,0,1,15,3,9
LAWNDALE,3650012A,1378,162,N,956,TOTAL,122,21,6,3,44,12,27
LAWNDALE,3650013A,1379,162,N,1046,POLLING PLACE,74,14,3,6,22,7,12
LAWNDALE,3650013A,1379,162,N,0,VBM PORTION,58,7,5,3,19,8,10
LAWNDALE,3650013A,1379,162,N,1046,TOTAL,132,21,8,9,41,15,22
LAWNDALE,3650014A,1380,162,N,953,POLLING PLACE,46,4,5,5,10,5,13
LAWNDALE,3650014A,1380,162,N,0,VBM PORTION,37,2,7,4,7,10,6
LAWNDALE,3650014A,1380,162,N,953,TOTAL,83,6,12,9,17,15,19
LAWNDALE,3650015A,1381,162,N,1264,POLLING PLACE,74,15,3,4,24,10,10
LAWNDALE,3650015A,1381,162,N,0,VBM PORTION,55,13,0,7,15,2,15
LAWNDALE,3650015A,1381,162,N,1264,TOTAL,129,28,3,11,39,12,25
LAWNDALE,3650018A,1382,162,N,1041,POLLING PLACE,52,17,3,8,4,8,7
LAWNDALE,3650018A,1382,162,N,0,VBM PORTION,37,5,3,4,7,8,7
LAWNDALE,3650018A,1382,162,N,1041,TOTAL,89,22,6,12,11,16,14
LENNOX,3670001A,1383,162,N,723,POLLING PLACE,54,12,2,2,21,5,4
LENNOX,3670001A,1383,162,N,0,VBM PORTION,18,1,2,1,7,1,5
LENNOX,3670001A,1383,162,N,723,TOTAL,72,13,4,3,28,6,9
LENNOX,3670005A,1384,162,N,1054,POLLING PLACE,35,3,1,5,18,3,1
LENNOX,3670005A,1384,162,N,0,VBM PORTION,29,5,0,0,16,3,1
LENNOX,3670005A,1384,162,N,1054,TOTAL,64,8,1,5,34,6,2
LENNOX,3670007A,1385,162,N,1015,POLLING PLACE,45,5,5,3,19,4,2
LENNOX,3670007A,1385,162,N,0,VBM PORTION,21,2,1,2,7,2,2
LENNOX,3670007A,1385,162,N,1015,TOTAL,66,7,6,5,26,6,4
LENNOX,3670030A,1386,162,N,602,POLLING PLACE,33,6,6,1,13,1,4
LENNOX,3670030A,1386,162,N,0,VBM PORTION,17,2,2,2,7,2,1
LENNOX,3670030A,1386,162,N,602,TOTAL,50,8,8,3,20,3,5
LENNOX,3670031A,1387,162,N,1012,POLLING PLACE,57,5,5,9,19,3,2
LENNOX,3670031A,1387,162,N,0,VBM PORTION,31,3,0,7,8,2,7
LENNOX,3670031A,1387,162,N,1012,TOTAL,88,8,5,16,27,5,9
LENNOX,3670032A,1388,162,N,998,POLLING PLACE,53,10,3,2,22,2,8
LENNOX,3670032A,1388,162,N,0,VBM PORTION,30,0,2,2,13,1,8
LENNOX,3670032A,1388,162,N,998,TOTAL,83,10,5,4,35,3,16
LENNOX,3670033A,1389,162,N,1033,POLLING PLACE,23,3,0,1,15,2,1
LENNOX,3670033A,1389,162,N,0,VBM PORTION,24,3,1,6,12,2,0
LENNOX,3670033A,1389,162,N,1033,TOTAL,47,6,1,7,27,4,1
LEONA VALLEY,3680001A,1390,3,N,1077,POLLING PLACE,209,11,4,3,12,52,103
LEONA VALLEY,3680001A,1390,3,N,0,VBM PORTION,109,10,1,3,6,24,57
LEONA VALLEY,3680001A,1390,3,N,1077,TOTAL,318,21,5,6,18,76,160
LITTLEROCK,3700001A,1391,3,N,806,POLLING PLACE,96,14,3,3,11,15,37
LITTLEROCK,3700001A,1391,3,N,0,VBM PORTION,51,3,6,0,8,11,18
LITTLEROCK,3700001A,1391,3,N,806,TOTAL,147,17,9,3,19,26,55
LITTLEROCK,3700003A,6084,4,Y,3,POLLING PLACE,0,0,0,0,0,0,0
LITTLEROCK,3700003A,6084,4,Y,0,VBM PORTION,0,0,0,0,0,0,0
LITTLEROCK,3700003A,6084,4,Y,3,TOTAL,0,0,0,0,0,0,0
LITTLEROCK,3700040A,1392,3,N,919,POLLING PLACE,90,7,6,1,21,19,32
LITTLEROCK,3700040A,1392,3,N,0,VBM PORTION,81,7,0,3,9,19,34
LITTLEROCK,3700040A,1392,3,N,919,TOTAL,171,14,6,4,30,38,66
LITTLEROCK,3700042B,1393,3,N,821,POLLING PLACE,67,7,6,1,7,16,22
LITTLEROCK,3700042B,1393,3,N,0,VBM PORTION,65,8,4,2,8,16,23
LITTLEROCK,3700042B,1393,3,N,821,TOTAL,132,15,10,3,15,32,45
LITTLEROCK,3700043A,1394,3,N,911,POLLING PLACE,71,12,5,1,25,10,15
LITTLEROCK,3700043A,1394,3,N,0,VBM PORTION,58,12,3,8,13,9,9
LITTLEROCK,3700043A,1394,3,N,911,TOTAL,129,24,8,9,38,19,24
LITTLEROCK,3700044A,1395,3,N,975,POLLING PLACE,62,6,2,2,18,11,16
LITTLEROCK,3700044A,1395,3,N,0,VBM PORTION,73,12,1,4,16,10,29
LITTLEROCK,3700044A,1395,3,N,975,TOTAL,135,18,3,6,34,21,45
LITTLEROCK,3700046A,1396,3,N,1085,POLLING PLACE,77,10,5,3,20,18,11
LITTLEROCK,3700046A,1396,3,N,0,VBM PORTION,75,12,3,1,12,17,25
LITTLEROCK,3700046A,1396,3,N,1085,TOTAL,152,22,8,4,32,35,36
LLANO,3750003A,6085,3,Y,107,POLLING PLACE,0,0,0,0,0,0,0
LLANO,3750003A,6085,3,Y,0,VBM PORTION,9,1,0,1,3,3,0
LLANO,3750003A,6085,3,Y,107,TOTAL,9,1,0,1,3,3,0
LLANO,3750005A,1397,3,N,622,POLLING PLACE,124,10,7,1,7,34,47
LLANO,3750005A,1397,3,N,0,VBM PORTION,114,6,6,5,9,24,46
LLANO,3750005A,1397,3,N,622,TOTAL,238,16,13,6,16,58,93
LLANO,3750009A,6086,29,Y,0,POLLING PLACE,0,0,0,0,0,0,0
LLANO,3750009A,6086,29,Y,0,VBM PORTION,0,0,0,0,0,0,0
LLANO,3750009A,6086,29,Y,0,TOTAL,0,0,0,0,0,0,0
LLANO,3750012A,6087,1,Y,30,POLLING PLACE,0,0,0,0,0,0,0
LLANO,3750012A,6087,1,Y,0,VBM PORTION,4,0,0,0,0,2,2
LLANO,3750012A,6087,1,Y,30,TOTAL,4,0,0,0,0,2,2
LLANO,3750047A,6088,4,Y,100,POLLING PLACE,0,0,0,0,0,0,0
LLANO,3750047A,6088,4,Y,0,VBM PORTION,28,2,0,1,1,3,20
LLANO,3750047A,6088,4,Y,100,TOTAL,28,2,0,1,1,3,20
LOMITA,3800001A,1398,183,N,929,POLLING PLACE,104,16,7,2,24,7,42
LOMITA,3800001A,1398,183,N,0,VBM PORTION,92,23,2,3,15,14,28
LOMITA,3800001A,1398,183,N,929,TOTAL,196,39,9,5,39,21,70
LOMITA,3800002A,1399,183,N,993,POLLING PLACE,69,14,6,1,14,6,22
LOMITA,3800002A,1399,183,N,0,VBM PORTION,90,13,6,2,12,17,34
LOMITA,3800002A,1399,183,N,993,TOTAL,159,27,12,3,26,23,56
LOMITA,3800003A,1400,183,N,999,POLLING PLACE,114,12,4,0,32,21,33
LOMITA,3800003A,1400,183,N,0,VBM PORTION,66,9,7,3,13,9,15
LOMITA,3800003A,1400,183,N,999,TOTAL,180,21,11,3,45,30,48
LOMITA,3800004A,1401,183,N,1280,POLLING PLACE,95,17,4,0,21,12,34
LOMITA,3800004A,1401,183,N,0,VBM PORTION,117,27,5,4,13,30,30
LOMITA,3800004A,1401,183,N,1280,TOTAL,212,44,9,4,34,42,64
LOMITA,3800006A,1402,183,N,1172,POLLING PLACE,101,19,5,1,22,8,39
LOMITA,3800006A,1402,183,N,0,VBM PORTION,99,11,15,3,21,16,26
LOMITA,3800006A,1402,183,N,1172,TOTAL,200,30,20,4,43,24,65
LOMITA,3800007A,1403,183,N,1288,POLLING PLACE,111,18,4,3,20,22,37
LOMITA,3800007A,1403,183,N,0,VBM PORTION,153,30,3,3,29,21,46
LOMITA,3800007A,1403,183,N,1288,TOTAL,264,48,7,6,49,43,83
LOMITA,3800010A,1404,183,N,953,POLLING PLACE,122,11,5,5,20,23,48
LOMITA,3800010A,1404,183,N,0,VBM PORTION,98,16,3,6,14,17,31
LOMITA,3800010A,1404,183,N,953,TOTAL,220,27,8,11,34,40,79
LOMITA,3800012A,1405,183,N,988,POLLING PLACE,101,14,3,3,22,12,33
LOMITA,3800012A,1405,183,N,0,VBM PORTION,84,13,6,3,17,8,28
LOMITA,3800012A,1405,183,N,988,TOTAL,185,27,9,6,39,20,61
LOMITA,3800013A,1406,183,N,1357,POLLING PLACE,120,30,2,3,15,14,49
LOMITA,3800013A,1406,183,N,0,VBM PORTION,130,18,6,8,26,20,43
LOMITA,3800013A,1406,183,N,1357,TOTAL,250,48,8,11,41,34,92
LOMITA,3800017A,1407,183,N,1278,POLLING PLACE,136,19,6,4,13,25,59
LOMITA,3800017A,1407,183,N,0,VBM PORTION,119,21,1,8,23,28,30
LOMITA,3800017A,1407,183,N,1278,TOTAL,255,40,7,12,36,53,89
LONG BEACH,3850001A,1408,178,N,1060,POLLING PLACE,60,17,1,3,30,1,1
LONG BEACH,3850001A,1408,178,N,0,VBM PORTION,51,10,2,9,20,5,3
LONG BEACH,3850001A,1408,178,N,1060,TOTAL,111,27,3,12,50,6,4
LONG BEACH,3850001C,6089,178,Y,4,POLLING PLACE,0,0,0,0,0,0,0
LONG BEACH,3850001C,6089,178,Y,0,VBM PORTION,1,0,0,0,1,0,0
LONG BEACH,3850001C,6089,178,Y,4,TOTAL,1,0,0,0,1,0,0
LONG BEACH,3850001D,6090,178,Y,1,POLLING PLACE,0,0,0,0,0,0,0
LONG BEACH,3850001D,6090,178,Y,0,VBM PORTION,0,0,0,0,0,0,0
LONG BEACH,3850001D,6090,178,Y,1,TOTAL,0,0,0,0,0,0,0
LONG BEACH,3850001E,6091,178,Y,0,POLLING PLACE,0,0,0,0,0,0,0
LONG BEACH,3850001E,6091,178,Y,0,VBM PORTION,0,0,0,0,0,0,0
LONG BEACH,3850001E,6091,178,Y,0,TOTAL,0,0,0,0,0,0,0
LONG BEACH,3850002A,6092,192,Y,3,POLLING PLACE,0,0,0,0,0,0,0
LONG BEACH,3850002A,6092,192,Y,0,VBM PORTION,0,0,0,0,0,0,0
LONG BEACH,3850002A,6092,192,Y,3,TOTAL,0,0,0,0,0,0,0
LONG BEACH,3850003A,1409,192,N,438,POLLING PLACE,11,3,1,0,1,0,2
LONG BEACH,3850003A,1409,192,N,0,VBM PORTION,4,1,1,0,0,2,0
LONG BEACH,3850003A,1409,192,N,438,TOTAL,15,4,2,0,1,2,2
LONG BEACH,3850004A,1410,178,N,1206,POLLING PLACE,99,12,5,13,43,10,3
