LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,YES,NO
LONG BEACH,3850069A,1455,171,N,0,VBM PORTION,94,48,35
LONG BEACH,3850069A,1455,171,N,1376,TOTAL,196,107,67
LONG BEACH,3850070A,1456,192,N,978,POLLING PLACE,147,72,48
LONG BEACH,3850070A,1456,192,N,0,VBM PORTION,133,78,31
LONG BEACH,3850070A,1456,192,N,978,TOTAL,280,150,79
LONG BEACH,3850071A,1457,192,N,923,POLLING PLACE,150,88,42
LONG BEACH,3850071A,1457,192,N,0,VBM PORTION,101,56,28
LONG BEACH,3850071A,1457,192,N,923,TOTAL,251,144,70
LONG BEACH,3850072A,1458,192,N,1061,POLLING PLACE,101,54,37
LONG BEACH,3850072A,1458,192,N,0,VBM PORTION,82,43,28
LONG BEACH,3850072A,1458,192,N,1061,TOTAL,183,97,65
LONG BEACH,3850075A,1459,192,N,929,POLLING PLACE,154,88,49
LONG BEACH,3850075A,1459,192,N,0,VBM PORTION,112,47,51
LONG BEACH,3850075A,1459,192,N,929,TOTAL,266,135,100
LONG BEACH,3850076A,1460,192,N,927,POLLING PLACE,94,53,24
LONG BEACH,3850076A,1460,192,N,0,VBM PORTION,114,66,30
LONG BEACH,3850076A,1460,192,N,927,TOTAL,208,119,54
LONG BEACH,3850081A,1461,192,N,1507,POLLING PLACE,233,139,68
LONG BEACH,3850081A,1461,192,N,0,VBM PORTION,291,151,91
LONG BEACH,3850081A,1461,192,N,1507,TOTAL,524,290,159
LONG BEACH,3850082A,1462,192,N,753,POLLING PLACE,142,82,40
LONG BEACH,3850082A,1462,192,N,0,VBM PORTION,96,52,34
LONG BEACH,3850082A,1462,192,N,753,TOTAL,238,134,74
LONG BEACH,3850082B,6100,192,Y,35,POLLING PLACE,0,0,0
LONG BEACH,3850082B,6100,192,Y,0,VBM PORTION,5,4,0
LONG BEACH,3850082B,6100,192,Y,35,TOTAL,5,4,0
LONG BEACH,3850084A,1463,192,N,869,POLLING PLACE,155,81,54
LONG BEACH,3850084A,1463,192,N,0,VBM PORTION,145,81,47
LONG BEACH,3850084A,1463,192,N,869,TOTAL,300,162,101
LONG BEACH,3850085A,1464,192,N,1072,POLLING PLACE,165,101,37
LONG BEACH,3850085A,1464,192,N,0,VBM PORTION,168,88,55
LONG BEACH,3850085A,1464,192,N,1072,TOTAL,333,189,92
LONG BEACH,3850088A,1465,192,N,598,POLLING PLACE,62,43,9
LONG BEACH,3850088A,1465,192,N,0,VBM PORTION,67,39,19
LONG BEACH,3850088A,1465,192,N,598,TOTAL,129,82,28
LONG BEACH,3850091A,1466,192,N,1114,POLLING PLACE,39,19,16
LONG BEACH,3850091A,1466,192,N,0,VBM PORTION,43,24,13
LONG BEACH,3850091A,1466,192,N,1114,TOTAL,82,43,29
LONG BEACH,3850091C,6101,192,Y,82,POLLING PLACE,0,0,0
LONG BEACH,3850091C,6101,192,Y,0,VBM PORTION,7,5,1
LONG BEACH,3850091C,6101,192,Y,82,TOTAL,7,5,1
LONG BEACH,3850092A,1467,192,N,1017,POLLING PLACE,107,59,31
LONG BEACH,3850092A,1467,192,N,0,VBM PORTION,85,48,20
LONG BEACH,3850092A,1467,192,N,1017,TOTAL,192,107,51
LONG BEACH,3850093A,1468,192,N,710,POLLING PLACE,67,45,19
LONG BEACH,3850093A,1468,192,N,0,VBM PORTION,80,46,20
LONG BEACH,3850093A,1468,192,N,710,TOTAL,147,91,39
LONG BEACH,3850097A,1469,192,N,1308,POLLING PLACE,135,62,33
LONG BEACH,3850097A,1469,192,N,0,VBM PORTION,98,46,33
LONG BEACH,3850097A,1469,192,N,1308,TOTAL,233,108,66
LONG BEACH,3850099A,1470,192,N,1110,POLLING PLACE,116,57,29
LONG BEACH,3850099A,1470,192,N,0,VBM PORTION,68,38,12
LONG BEACH,3850099A,1470,192,N,1110,TOTAL,184,95,41
LONG BEACH,3850100A,1471,192,N,845,POLLING PLACE,75,40,26
LONG BEACH,3850100A,1471,192,N,0,VBM PORTION,57,32,17
LONG BEACH,3850100A,1471,192,N,845,TOTAL,132,72,43
LONG BEACH,3850101A,1472,192,N,1008,POLLING PLACE,92,56,24
LONG BEACH,3850101A,1472,192,N,0,VBM PORTION,82,47,21
LONG BEACH,3850101A,1472,192,N,1008,TOTAL,174,103,45
LONG BEACH,3850102A,1473,178,N,1225,POLLING PLACE,71,45,22
LONG BEACH,3850102A,1473,178,N,0,VBM PORTION,57,41,11
LONG BEACH,3850102A,1473,178,N,1225,TOTAL,128,86,33
LONG BEACH,3850103A,1474,192,N,1015,POLLING PLACE,75,44,20
LONG BEACH,3850103A,1474,192,N,0,VBM PORTION,87,51,25
LONG BEACH,3850103A,1474,192,N,1015,TOTAL,162,95,45
LONG BEACH,3850108A,1475,192,N,818,POLLING PLACE,32,22,5
LONG BEACH,3850108A,1475,192,N,0,VBM PORTION,115,66,37
LONG BEACH,3850108A,1475,192,N,818,TOTAL,147,88,42
LONG BEACH,3850110A,1476,192,N,1607,POLLING PLACE,164,112,34
LONG BEACH,3850110A,1476,192,N,0,VBM PORTION,193,113,56
LONG BEACH,3850110A,1476,192,N,1607,TOTAL,357,225,90
LONG BEACH,3850113B,1477,192,N,1077,POLLING PLACE,53,33,8
LONG BEACH,3850113B,1477,192,N,0,VBM PORTION,56,26,18
LONG BEACH,3850113B,1477,192,N,1077,TOTAL,109,59,26
LONG BEACH,3850113D,6102,192,Y,31,POLLING PLACE,0,0,0
LONG BEACH,3850113D,6102,192,Y,0,VBM PORTION,0,0,0
LONG BEACH,3850113D,6102,192,Y,31,TOTAL,0,0,0
LONG BEACH,3850117A,1478,192,N,1305,POLLING PLACE,65,37,16
LONG BEACH,3850117A,1478,192,N,0,VBM PORTION,73,38,24
LONG BEACH,3850117A,1478,192,N,1305,TOTAL,138,75,40
LONG BEACH,3850120A,1479,192,N,946,POLLING PLACE,118,63,30
LONG BEACH,3850120A,1479,192,N,0,VBM PORTION,107,64,30
LONG BEACH,3850120A,1479,192,N,946,TOTAL,225,127,60
LONG BEACH,3850122A,1480,192,N,903,POLLING PLACE,58,32,18
LONG BEACH,3850122A,1480,192,N,0,VBM PORTION,52,31,15
LONG BEACH,3850122A,1480,192,N,903,TOTAL,110,63,33
LONG BEACH,3850123A,1481,192,N,938,POLLING PLACE,63,37,17
LONG BEACH,3850123A,1481,192,N,0,VBM PORTION,43,24,11
LONG BEACH,3850123A,1481,192,N,938,TOTAL,106,61,28
LONG BEACH,3850126A,1482,192,N,624,POLLING PLACE,92,60,19
LONG BEACH,3850126A,1482,192,N,0,VBM PORTION,45,29,11
LONG BEACH,3850126A,1482,192,N,624,TOTAL,137,89,30
LONG BEACH,3850128A,1483,192,N,613,POLLING PLACE,27,15,11
LONG BEACH,3850128A,1483,192,N,0,VBM PORTION,34,15,13
LONG BEACH,3850128A,1483,192,N,613,TOTAL,61,30,24
LONG BEACH,3850133A,1484,192,N,1199,POLLING PLACE,64,45,14
LONG BEACH,3850133A,1484,192,N,0,VBM PORTION,66,37,21
LONG BEACH,3850133A,1484,192,N,1199,TOTAL,130,82,35
LONG BEACH,3850134A,1485,192,N,1305,POLLING PLACE,53,31,10
LONG BEACH,3850134A,1485,192,N,0,VBM PORTION,31,24,4
LONG BEACH,3850134A,1485,192,N,1305,TOTAL,84,55,14
LONG BEACH,3850135A,1486,192,N,1372,POLLING PLACE,146,100,32
LONG BEACH,3850135A,1486,192,N,0,VBM PORTION,132,75,38
LONG BEACH,3850135A,1486,192,N,1372,TOTAL,278,175,70
LONG BEACH,3850137A,1487,192,N,1253,POLLING PLACE,81,45,16
LONG BEACH,3850137A,1487,192,N,0,VBM PORTION,55,35,15
LONG BEACH,3850137A,1487,192,N,1253,TOTAL,136,80,31
LONG BEACH,3850138A,1488,192,N,1032,POLLING PLACE,45,32,6
LONG BEACH,3850138A,1488,192,N,0,VBM PORTION,41,23,14
LONG BEACH,3850138A,1488,192,N,1032,TOTAL,86,55,20
LONG BEACH,3850144A,1489,192,N,933,POLLING PLACE,31,21,10
LONG BEACH,3850144A,1489,192,N,0,VBM PORTION,35,25,8
LONG BEACH,3850144A,1489,192,N,933,TOTAL,66,46,18
LONG BEACH,3850145A,1490,192,N,970,POLLING PLACE,40,24,10
LONG BEACH,3850145A,1490,192,N,0,VBM PORTION,37,17,15
LONG BEACH,3850145A,1490,192,N,970,TOTAL,77,41,25
LONG BEACH,3850146A,1491,192,N,1146,POLLING PLACE,49,26,13
LONG BEACH,3850146A,1491,192,N,0,VBM PORTION,53,25,15
LONG BEACH,3850146A,1491,192,N,1146,TOTAL,102,51,28
LONG BEACH,3850147A,1492,192,N,914,POLLING PLACE,118,68,32
LONG BEACH,3850147A,1492,192,N,0,VBM PORTION,85,37,37
LONG BEACH,3850147A,1492,192,N,914,TOTAL,203,105,69
LONG BEACH,3850149A,1493,192,N,1126,POLLING PLACE,93,60,20
LONG BEACH,3850149A,1493,192,N,0,VBM PORTION,76,43,28
LONG BEACH,3850149A,1493,192,N,1126,TOTAL,169,103,48
LONG BEACH,3850151A,1494,192,N,737,POLLING PLACE,48,28,14
LONG BEACH,3850151A,1494,192,N,0,VBM PORTION,22,13,6
LONG BEACH,3850151A,1494,192,N,737,TOTAL,70,41,20
LONG BEACH,3850151C,1495,192,N,517,POLLING PLACE,44,19,6
LONG BEACH,3850151C,1495,192,N,0,VBM PORTION,27,20,5
LONG BEACH,3850151C,1495,192,N,517,TOTAL,71,39,11
LONG BEACH,3850152A,1496,192,N,886,POLLING PLACE,106,59,36
LONG BEACH,3850152A,1496,192,N,0,VBM PORTION,63,41,15
LONG BEACH,3850152A,1496,192,N,886,TOTAL,169,100,51
LONG BEACH,3850153A,1497,189,N,1101,POLLING PLACE,216,105,81
LONG BEACH,3850153A,1497,189,N,0,VBM PORTION,169,76,61
LONG BEACH,3850153A,1497,189,N,1101,TOTAL,385,181,142
LONG BEACH,3850154A,1498,192,N,544,POLLING PLACE,51,34,6
LONG BEACH,3850154A,1498,192,N,0,VBM PORTION,27,18,3
LONG BEACH,3850154A,1498,192,N,544,TOTAL,78,52,9
LONG BEACH,3850154B,1499,192,N,547,POLLING PLACE,24,14,4
LONG BEACH,3850154B,1499,192,N,0,VBM PORTION,14,5,5
LONG BEACH,3850154B,1499,192,N,547,TOTAL,38,19,9
LONG BEACH,3850156A,1500,192,N,440,POLLING PLACE,22,11,3
LONG BEACH,3850156A,1500,192,N,0,VBM PORTION,15,6,6
LONG BEACH,3850156A,1500,192,N,440,TOTAL,37,17,9
LONG BEACH,3850157A,1501,192,N,1215,POLLING PLACE,93,63,17
LONG BEACH,3850157A,1501,192,N,0,VBM PORTION,79,42,29
LONG BEACH,3850157A,1501,192,N,1215,TOTAL,172,105,46
LONG BEACH,3850158A,1502,192,N,1071,POLLING PLACE,74,43,20
LONG BEACH,3850158A,1502,192,N,0,VBM PORTION,53,28,20
LONG BEACH,3850158A,1502,192,N,1071,TOTAL,127,71,40
LONG BEACH,3850159A,1503,192,N,853,POLLING PLACE,24,17,6
LONG BEACH,3850159A,1503,192,N,0,VBM PORTION,41,19,14
LONG BEACH,3850159A,1503,192,N,853,TOTAL,65,36,20
LONG BEACH,3850163A,1504,192,N,1011,POLLING PLACE,89,50,15
LONG BEACH,3850163A,1504,192,N,0,VBM PORTION,95,58,26
LONG BEACH,3850163A,1504,192,N,1011,TOTAL,184,108,41
LONG BEACH,3850164A,1505,192,N,1058,POLLING PLACE,48,31,10
LONG BEACH,3850164A,1505,192,N,0,VBM PORTION,49,25,12
LONG BEACH,3850164A,1505,192,N,1058,TOTAL,97,56,22
LONG BEACH,3850166B,1506,192,N,1101,POLLING PLACE,73,49,17
LONG BEACH,3850166B,1506,192,N,0,VBM PORTION,50,32,12
LONG BEACH,3850166B,1506,192,N,1101,TOTAL,123,81,29
LONG BEACH,3850170A,1507,192,N,1322,POLLING PLACE,100,54,21
LONG BEACH,3850170A,1507,192,N,0,VBM PORTION,44,23,13
LONG BEACH,3850170A,1507,192,N,1322,TOTAL,144,77,34
LONG BEACH,3850171A,1508,192,N,973,POLLING PLACE,40,30,3
LONG BEACH,3850171A,1508,192,N,0,VBM PORTION,47,31,10
LONG BEACH,3850171A,1508,192,N,973,TOTAL,87,61,13
LONG BEACH,3850175A,1509,192,N,894,POLLING PLACE,59,33,17
LONG BEACH,3850175A,1509,192,N,0,VBM PORTION,66,38,20
LONG BEACH,3850175A,1509,192,N,894,TOTAL,125,71,37
LONG BEACH,3850178A,1510,192,N,899,POLLING PLACE,76,41,25
LONG BEACH,3850178A,1510,192,N,0,VBM PORTION,70,43,12
LONG BEACH,3850178A,1510,192,N,899,TOTAL,146,84,37
LONG BEACH,3850179A,1511,192,N,1074,POLLING PLACE,90,55,24
LONG BEACH,3850179A,1511,192,N,0,VBM PORTION,164,88,40
LONG BEACH,3850179A,1511,192,N,1074,TOTAL,254,143,64
LONG BEACH,3850184A,1512,192,N,789,POLLING PLACE,90,51,23
LONG BEACH,3850184A,1512,192,N,0,VBM PORTION,100,59,27
LONG BEACH,3850184A,1512,192,N,789,TOTAL,190,110,50
LONG BEACH,3850190A,1513,192,N,784,POLLING PLACE,79,55,15
LONG BEACH,3850190A,1513,192,N,0,VBM PORTION,50,31,13
LONG BEACH,3850190A,1513,192,N,784,TOTAL,129,86,28
LONG BEACH,3850198A,1514,192,N,896,POLLING PLACE,111,62,33
LONG BEACH,3850198A,1514,192,N,0,VBM PORTION,119,70,38
LONG BEACH,3850198A,1514,192,N,896,TOTAL,230,132,71
LONG BEACH,3850201A,1515,192,N,985,POLLING PLACE,92,71,13
LONG BEACH,3850201A,1515,192,N,0,VBM PORTION,130,73,40
LONG BEACH,3850201A,1515,192,N,985,TOTAL,222,144,53
LONG BEACH,3850201C,6103,192,Y,0,POLLING PLACE,0,0,0
LONG BEACH,3850201C,6103,192,Y,0,VBM PORTION,0,0,0
LONG BEACH,3850201C,6103,192,Y,0,TOTAL,0,0,0
LONG BEACH,3850202A,1516,192,N,1010,POLLING PLACE,76,44,23
LONG BEACH,3850202A,1516,192,N,0,VBM PORTION,84,47,32
LONG BEACH,3850202A,1516,192,N,1010,TOTAL,160,91,55
LONG BEACH,3850204A,1517,192,N,1431,POLLING PLACE,120,82,24
LONG BEACH,3850204A,1517,192,N,0,VBM PORTION,150,98,31
LONG BEACH,3850204A,1517,192,N,1431,TOTAL,270,180,55
LONG BEACH,3850209B,1518,192,N,981,POLLING PLACE,145,84,35
LONG BEACH,3850209B,1518,192,N,0,VBM PORTION,139,68,41
LONG BEACH,3850209B,1518,192,N,981,TOTAL,284,152,76
LONG BEACH,3850210A,1519,192,N,768,POLLING PLACE,137,94,30
LONG BEACH,3850210A,1519,192,N,0,VBM PORTION,132,82,31
LONG BEACH,3850210A,1519,192,N,768,TOTAL,269,176,61
LONG BEACH,3850211A,1520,192,N,791,POLLING PLACE,94,68,19
LONG BEACH,3850211A,1520,192,N,0,VBM PORTION,76,45,23
LONG BEACH,3850211A,1520,192,N,791,TOTAL,170,113,42
LONG BEACH,3850212A,1521,192,N,875,POLLING PLACE,105,56,29
LONG BEACH,3850212A,1521,192,N,0,VBM PORTION,89,57,23
LONG BEACH,3850212A,1521,192,N,875,TOTAL,194,113,52
LONG BEACH,3850213A,1522,192,N,879,POLLING PLACE,150,92,42
LONG BEACH,3850213A,1522,192,N,0,VBM PORTION,171,74,66
LONG BEACH,3850213A,1522,192,N,879,TOTAL,321,166,108
LONG BEACH,3850215A,1523,189,N,1539,POLLING PLACE,239,129,74
LONG BEACH,3850215A,1523,189,N,0,VBM PORTION,422,223,127
LONG BEACH,3850215A,1523,189,N,1539,TOTAL,661,352,201
LONG BEACH,3850216A,1524,192,N,1282,POLLING PLACE,253,149,70
LONG BEACH,3850216A,1524,192,N,0,VBM PORTION,216,100,79
LONG BEACH,3850216A,1524,192,N,1282,TOTAL,469,249,149
LONG BEACH,3850222B,1525,192,N,895,POLLING PLACE,105,64,32
LONG BEACH,3850222B,1525,192,N,0,VBM PORTION,131,69,38
LONG BEACH,3850222B,1525,192,N,895,TOTAL,236,133,70
LONG BEACH,3850223A,1526,192,N,1014,POLLING PLACE,236,141,72
LONG BEACH,3850223A,1526,192,N,0,VBM PORTION,152,70,58
LONG BEACH,3850223A,1526,192,N,1014,TOTAL,388,211,130
LONG BEACH,3850226B,6104,171,Y,8,POLLING PLACE,0,0,0
LONG BEACH,3850226B,6104,171,Y,0,VBM PORTION,0,0,0
LONG BEACH,3850226B,6104,171,Y,8,TOTAL,0,0,0
LONG BEACH,3850227A,1527,192,N,1203,POLLING PLACE,137,80,40
LONG BEACH,3850227A,1527,192,N,0,VBM PORTION,92,57,29
LONG BEACH,3850227A,1527,192,N,1203,TOTAL,229,137,69
LONG BEACH,3850229A,1528,192,N,733,POLLING PLACE,68,44,17
LONG BEACH,3850229A,1528,192,N,0,VBM PORTION,74,44,23
LONG BEACH,3850229A,1528,192,N,733,TOTAL,142,88,40
LONG BEACH,3850233A,6105,178,Y,0,POLLING PLACE,0,0,0
LONG BEACH,3850233A,6105,178,Y,0,VBM PORTION,0,0,0
LONG BEACH,3850233A,6105,178,Y,0,TOTAL,0,0,0
LONG BEACH,3850236A,1529,192,N,1041,POLLING PLACE,40,22,13
LONG BEACH,3850236A,1529,192,N,0,VBM PORTION,38,27,6
LONG BEACH,3850236A,1529,192,N,1041,TOTAL,78,49,19
LONG BEACH,3850237B,1530,192,N,672,POLLING PLACE,69,43,13
LONG BEACH,3850237B,1530,192,N,0,VBM PORTION,50,31,12
LONG BEACH,3850237B,1530,192,N,672,TOTAL,119,74,25
LONG BEACH,3850238A,1531,192,N,946,POLLING PLACE,57,36,14
LONG BEACH,3850238A,1531,192,N,0,VBM PORTION,63,41,16
LONG BEACH,3850238A,1531,192,N,946,TOTAL,120,77,30
LONG BEACH,3850239A,1532,192,N,1016,POLLING PLACE,59,38,16
LONG BEACH,3850239A,1532,192,N,0,VBM PORTION,86,51,24
LONG BEACH,3850239A,1532,192,N,1016,TOTAL,145,89,40
LONG BEACH,3850244A,1533,192,N,1712,POLLING PLACE,94,56,28
LONG BEACH,3850244A,1533,192,N,0,VBM PORTION,164,90,46
LONG BEACH,3850244A,1533,192,N,1712,TOTAL,258,146,74
LONG BEACH,3850248A,1534,192,N,793,POLLING PLACE,108,63,29
LONG BEACH,3850248A,1534,192,N,0,VBM PORTION,86,44,25
LONG BEACH,3850248A,1534,192,N,793,TOTAL,194,107,54
LONG BEACH,3850249A,1535,192,N,1017,POLLING PLACE,89,55,24
LONG BEACH,3850249A,1535,192,N,0,VBM PORTION,48,26,15
LONG BEACH,3850249A,1535,192,N,1017,TOTAL,137,81,39
LONG BEACH,3850251A,1536,192,N,886,POLLING PLACE,127,84,28
LONG BEACH,3850251A,1536,192,N,0,VBM PORTION,87,51,26
LONG BEACH,3850251A,1536,192,N,886,TOTAL,214,135,54
LONG BEACH,3850254A,1537,189,N,1405,POLLING PLACE,322,156,121
LONG BEACH,3850254A,1537,189,N,0,VBM PORTION,339,172,117
LONG BEACH,3850254A,1537,189,N,1405,TOTAL,661,328,238
LONG BEACH,3850255A,1538,189,N,1416,POLLING PLACE,252,136,77
LONG BEACH,3850255A,1538,189,N,0,VBM PORTION,331,155,112
LONG BEACH,3850255A,1538,189,N,1416,TOTAL,583,291,189
LONG BEACH,3850256A,1539,189,N,829,POLLING PLACE,135,77,43
LONG BEACH,3850256A,1539,189,N,0,VBM PORTION,147,80,47
LONG BEACH,3850256A,1539,189,N,829,TOTAL,282,157,90
LONG BEACH,3850259A,1540,189,N,1261,POLLING PLACE,225,113,85
LONG BEACH,3850259A,1540,189,N,0,VBM PORTION,282,135,96
LONG BEACH,3850259A,1540,189,N,1261,TOTAL,507,248,181
LONG BEACH,3850262A,1541,189,N,1434,POLLING PLACE,273,158,83
LONG BEACH,3850262A,1541,189,N,0,VBM PORTION,255,137,79
LONG BEACH,3850262A,1541,189,N,1434,TOTAL,528,295,162
LONG BEACH,3850264A,1542,189,N,815,POLLING PLACE,96,54,28
LONG BEACH,3850264A,1542,189,N,0,VBM PORTION,68,31,27
LONG BEACH,3850264A,1542,189,N,815,TOTAL,164,85,55
LONG BEACH,3850266A,6106,192,Y,117,POLLING PLACE,0,0,0
LONG BEACH,3850266A,6106,192,Y,0,VBM PORTION,18,6,9
LONG BEACH,3850266A,6106,192,Y,117,TOTAL,18,6,9
LONG BEACH,3850270A,1543,189,N,855,POLLING PLACE,80,45,20
LONG BEACH,3850270A,1543,189,N,0,VBM PORTION,103,59,24
LONG BEACH,3850270A,1543,189,N,855,TOTAL,183,104,44
LONG BEACH,3850271A,1544,189,N,1127,POLLING PLACE,177,104,54
LONG BEACH,3850271A,1544,189,N,0,VBM PORTION,151,75,49
LONG BEACH,3850271A,1544,189,N,1127,TOTAL,328,179,103
LONG BEACH,3850272A,1545,189,N,1053,POLLING PLACE,170,103,57
LONG BEACH,3850272A,1545,189,N,0,VBM PORTION,127,72,42
LONG BEACH,3850272A,1545,189,N,1053,TOTAL,297,175,99
LONG BEACH,3850275A,1546,189,N,1163,POLLING PLACE,196,110,60
LONG BEACH,3850275A,1546,189,N,0,VBM PORTION,208,112,64
LONG BEACH,3850275A,1546,189,N,1163,TOTAL,404,222,124
LONG BEACH,3850276A,1547,189,N,1206,POLLING PLACE,232,133,56
LONG BEACH,3850276A,1547,189,N,0,VBM PORTION,233,123,72
LONG BEACH,3850276A,1547,189,N,1206,TOTAL,465,256,128
LONG BEACH,3850280A,1548,189,N,1267,POLLING PLACE,261,148,75
LONG BEACH,3850280A,1548,189,N,0,VBM PORTION,318,160,108
LONG BEACH,3850280A,1548,189,N,1267,TOTAL,579,308,183
LONG BEACH,3850285A,1549,189,N,1082,POLLING PLACE,232,122,74
LONG BEACH,3850285A,1549,189,N,0,VBM PORTION,206,89,83
LONG BEACH,3850285A,1549,189,N,1082,TOTAL,438,211,157
LONG BEACH,3850286A,1550,192,N,1461,POLLING PLACE,86,48,18
LONG BEACH,3850286A,1550,192,N,0,VBM PORTION,134,80,33
LONG BEACH,3850286A,1550,192,N,1461,TOTAL,220,128,51
LONG BEACH,3850287A,1551,189,N,905,POLLING PLACE,146,74,53
LONG BEACH,3850287A,1551,189,N,0,VBM PORTION,170,80,45
LONG BEACH,3850287A,1551,189,N,905,TOTAL,316,154,98
LONG BEACH,3850290A,1552,189,N,1275,POLLING PLACE,193,101,67
LONG BEACH,3850290A,1552,189,N,0,VBM PORTION,287,141,83
LONG BEACH,3850290A,1552,189,N,1275,TOTAL,480,242,150
LONG BEACH,3850293B,1553,189,N,890,POLLING PLACE,124,73,35
LONG BEACH,3850293B,1553,189,N,0,VBM PORTION,175,90,57
LONG BEACH,3850293B,1553,189,N,890,TOTAL,299,163,92
LONG BEACH,3850294A,1554,189,N,883,POLLING PLACE,127,81,32
LONG BEACH,3850294A,1554,189,N,0,VBM PORTION,91,47,31
LONG BEACH,3850294A,1554,189,N,883,TOTAL,218,128,63
LONG BEACH,3850294B,6107,189,Y,0,POLLING PLACE,0,0,0
LONG BEACH,3850294B,6107,189,Y,0,VBM PORTION,0,0,0
LONG BEACH,3850294B,6107,189,Y,0,TOTAL,0,0,0
LONG BEACH,3850295A,1555,189,N,820,POLLING PLACE,140,90,38
LONG BEACH,3850295A,1555,189,N,0,VBM PORTION,137,84,34
LONG BEACH,3850295A,1555,189,N,820,TOTAL,277,174,72
LONG BEACH,3850296A,1556,192,N,1400,POLLING PLACE,51,30,13
LONG BEACH,3850296A,1556,192,N,0,VBM PORTION,29,18,8
LONG BEACH,3850296A,1556,192,N,1400,TOTAL,80,48,21
LONG BEACH,3850302A,1557,189,N,700,POLLING PLACE,162,77,62
LONG BEACH,3850302A,1557,189,N,0,VBM PORTION,134,69,46
LONG BEACH,3850302A,1557,189,N,700,TOTAL,296,146,108
LONG BEACH,3850302D,1558,189,N,722,POLLING PLACE,172,89,52
LONG BEACH,3850302D,1558,189,N,0,VBM PORTION,118,68,37
LONG BEACH,3850302D,1558,189,N,722,TOTAL,290,157,89
LONG BEACH,3850304A,1559,189,N,685,POLLING PLACE,100,53,36
LONG BEACH,3850304A,1559,189,N,0,VBM PORTION,101,61,25
LONG BEACH,3850304A,1559,189,N,685,TOTAL,201,114,61
LONG BEACH,3850305A,1560,189,N,765,POLLING PLACE,121,62,43
LONG BEACH,3850305A,1560,189,N,0,VBM PORTION,133,69,46
LONG BEACH,3850305A,1560,189,N,765,TOTAL,254,131,89
LONG BEACH,3850306A,1561,189,N,719,POLLING PLACE,129,66,44
LONG BEACH,3850306A,1561,189,N,0,VBM PORTION,108,53,37
LONG BEACH,3850306A,1561,189,N,719,TOTAL,237,119,81
LONG BEACH,3850307A,1562,171,N,449,POLLING PLACE,27,12,10
LONG BEACH,3850307A,1562,171,N,0,VBM PORTION,45,27,16
LONG BEACH,3850307A,1562,171,N,449,TOTAL,72,39,26
LONG BEACH,3850308A,1563,192,N,1004,POLLING PLACE,170,108,37
LONG BEACH,3850308A,1563,192,N,0,VBM PORTION,127,69,34
LONG BEACH,3850308A,1563,192,N,1004,TOTAL,297,177,71
LONG BEACH,3850309A,1564,192,N,854,POLLING PLACE,93,62,24
LONG BEACH,3850309A,1564,192,N,0,VBM PORTION,148,71,52
LONG BEACH,3850309A,1564,192,N,854,TOTAL,241,133,76
LONG BEACH,3850315A,1565,192,N,426,POLLING PLACE,74,35,34
LONG BEACH,3850315A,1565,192,N,0,VBM PORTION,63,37,13
LONG BEACH,3850315A,1565,192,N,426,TOTAL,137,72,47
LONG BEACH,3850316A,1566,192,N,884,POLLING PLACE,128,66,44
LONG BEACH,3850316A,1566,192,N,0,VBM PORTION,166,81,64
LONG BEACH,3850316A,1566,192,N,884,TOTAL,294,147,108
LONG BEACH,3850319A,1567,192,N,853,POLLING PLACE,125,65,50
LONG BEACH,3850319A,1567,192,N,0,VBM PORTION,118,60,47
LONG BEACH,3850319A,1567,192,N,853,TOTAL,243,125,97
LONG BEACH,3850321A,1568,189,N,889,POLLING PLACE,127,69,47
LONG BEACH,3850321A,1568,189,N,0,VBM PORTION,135,74,42
LONG BEACH,3850321A,1568,189,N,889,TOTAL,262,143,89
LONG BEACH,3850323A,1569,192,N,568,POLLING PLACE,33,19,9
LONG BEACH,3850323A,1569,192,N,0,VBM PORTION,24,19,5
LONG BEACH,3850323A,1569,192,N,568,TOTAL,57,38,14
LONG BEACH,3850324A,1570,189,N,1181,POLLING PLACE,204,121,59
LONG BEACH,3850324A,1570,189,N,0,VBM PORTION,153,79,48
LONG BEACH,3850324A,1570,189,N,1181,TOTAL,357,200,107
LONG BEACH,3850328A,1571,189,N,941,POLLING PLACE,173,92,50
LONG BEACH,3850328A,1571,189,N,0,VBM PORTION,163,91,49
LONG BEACH,3850328A,1571,189,N,941,TOTAL,336,183,99
LONG BEACH,3850333A,1572,192,N,1538,POLLING PLACE,100,67,22
LONG BEACH,3850333A,1572,192,N,0,VBM PORTION,142,80,43
LONG BEACH,3850333A,1572,192,N,1538,TOTAL,242,147,65
LONG BEACH,3850335A,1573,192,N,904,POLLING PLACE,196,121,58
LONG BEACH,3850335A,1573,192,N,0,VBM PORTION,170,78,64
LONG BEACH,3850335A,1573,192,N,904,TOTAL,366,199,122
LONG BEACH,3850336A,1574,192,N,677,POLLING PLACE,122,71,37
LONG BEACH,3850336A,1574,192,N,0,VBM PORTION,112,63,33
LONG BEACH,3850336A,1574,192,N,677,TOTAL,234,134,70
LONG BEACH,3850337A,1575,192,N,880,POLLING PLACE,141,83,48
LONG BEACH,3850337A,1575,192,N,0,VBM PORTION,152,82,44
LONG BEACH,3850337A,1575,192,N,880,TOTAL,293,165,92
