LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,HELEN KIM,ALISON M ESTRADA
INGLEWOOD,2950017A,1122,162,N,0,VBM PORTION,56,7,27
INGLEWOOD,2950017A,1122,162,N,952,TOTAL,114,21,64
INGLEWOOD,2950018A,1123,162,N,1197,POLLING PLACE,187,48,102
INGLEWOOD,2950018A,1123,162,N,0,VBM PORTION,130,34,62
INGLEWOOD,2950018A,1123,162,N,1197,TOTAL,317,82,164
INGLEWOOD,2950019A,1124,162,N,1243,POLLING PLACE,27,6,13
INGLEWOOD,2950019A,1124,162,N,0,VBM PORTION,30,9,19
INGLEWOOD,2950019A,1124,162,N,1243,TOTAL,57,15,32
INGLEWOOD,2950020A,1125,162,N,1078,POLLING PLACE,136,34,75
INGLEWOOD,2950020A,1125,162,N,0,VBM PORTION,95,35,36
INGLEWOOD,2950020A,1125,162,N,1078,TOTAL,231,69,111
INGLEWOOD,2950022A,1126,162,N,970,POLLING PLACE,144,38,78
INGLEWOOD,2950022A,1126,162,N,0,VBM PORTION,82,21,43
INGLEWOOD,2950022A,1126,162,N,970,TOTAL,226,59,121
INGLEWOOD,2950022B,1127,163,N,256,POLLING PLACE,30,4,21
INGLEWOOD,2950022B,1127,163,N,0,VBM PORTION,27,12,8
INGLEWOOD,2950022B,1127,163,N,256,TOTAL,57,16,29
INGLEWOOD,2950023A,1128,162,N,723,POLLING PLACE,83,27,39
INGLEWOOD,2950023A,1128,162,N,0,VBM PORTION,77,26,26
INGLEWOOD,2950023A,1128,162,N,723,TOTAL,160,53,65
INGLEWOOD,2950024A,1129,162,N,840,POLLING PLACE,81,20,39
INGLEWOOD,2950024A,1129,162,N,0,VBM PORTION,59,26,14
INGLEWOOD,2950024A,1129,162,N,840,TOTAL,140,46,53
INGLEWOOD,2950025A,1130,160,N,1014,POLLING PLACE,83,24,31
INGLEWOOD,2950025A,1130,160,N,0,VBM PORTION,44,13,23
INGLEWOOD,2950025A,1130,160,N,1014,TOTAL,127,37,54
INGLEWOOD,2950026A,1131,162,N,925,POLLING PLACE,107,38,47
INGLEWOOD,2950026A,1131,162,N,0,VBM PORTION,53,13,27
INGLEWOOD,2950026A,1131,162,N,925,TOTAL,160,51,74
INGLEWOOD,2950026B,6073,163,Y,79,POLLING PLACE,0,0,0
INGLEWOOD,2950026B,6073,163,Y,0,VBM PORTION,6,1,3
INGLEWOOD,2950026B,6073,163,Y,79,TOTAL,6,1,3
INGLEWOOD,2950028A,1132,162,N,557,POLLING PLACE,46,9,26
INGLEWOOD,2950028A,1132,162,N,0,VBM PORTION,27,8,16
INGLEWOOD,2950028A,1132,162,N,557,TOTAL,73,17,42
INGLEWOOD,2950029A,1133,162,N,932,POLLING PLACE,65,22,35
INGLEWOOD,2950029A,1133,162,N,0,VBM PORTION,71,22,42
INGLEWOOD,2950029A,1133,162,N,932,TOTAL,136,44,77
INGLEWOOD,2950030A,1134,162,N,1061,POLLING PLACE,49,13,28
INGLEWOOD,2950030A,1134,162,N,0,VBM PORTION,59,20,22
INGLEWOOD,2950030A,1134,162,N,1061,TOTAL,108,33,50
INGLEWOOD,2950031A,1135,162,N,803,POLLING PLACE,46,10,26
INGLEWOOD,2950031A,1135,162,N,0,VBM PORTION,26,11,10
INGLEWOOD,2950031A,1135,162,N,803,TOTAL,72,21,36
INGLEWOOD,2950033A,1136,162,N,1008,POLLING PLACE,32,6,20
INGLEWOOD,2950033A,1136,162,N,0,VBM PORTION,28,9,15
INGLEWOOD,2950033A,1136,162,N,1008,TOTAL,60,15,35
INGLEWOOD,2950037C,1137,162,N,676,POLLING PLACE,36,9,19
INGLEWOOD,2950037C,1137,162,N,0,VBM PORTION,22,3,14
INGLEWOOD,2950037C,1137,162,N,676,TOTAL,58,12,33
INGLEWOOD,2950039A,1138,162,N,1260,POLLING PLACE,77,21,41
INGLEWOOD,2950039A,1138,162,N,0,VBM PORTION,53,22,24
INGLEWOOD,2950039A,1138,162,N,1260,TOTAL,130,43,65
INGLEWOOD,2950040A,1139,162,N,1138,POLLING PLACE,62,13,43
INGLEWOOD,2950040A,1139,162,N,0,VBM PORTION,32,8,22
INGLEWOOD,2950040A,1139,162,N,1138,TOTAL,94,21,65
INGLEWOOD,2950041A,1140,162,N,1142,POLLING PLACE,74,27,39
INGLEWOOD,2950041A,1140,162,N,0,VBM PORTION,57,23,27
INGLEWOOD,2950041A,1140,162,N,1142,TOTAL,131,50,66
INGLEWOOD,2950042A,1141,162,N,1091,POLLING PLACE,80,28,41
INGLEWOOD,2950042A,1141,162,N,0,VBM PORTION,53,15,29
INGLEWOOD,2950042A,1141,162,N,1091,TOTAL,133,43,70
INGLEWOOD,2950044A,1142,162,N,915,POLLING PLACE,44,20,20
INGLEWOOD,2950044A,1142,162,N,0,VBM PORTION,32,14,16
INGLEWOOD,2950044A,1142,162,N,915,TOTAL,76,34,36
INGLEWOOD,2950047B,1143,162,N,1034,POLLING PLACE,42,19,18
INGLEWOOD,2950047B,1143,162,N,0,VBM PORTION,38,11,23
INGLEWOOD,2950047B,1143,162,N,1034,TOTAL,80,30,41
INGLEWOOD,2950048A,1144,162,N,1014,POLLING PLACE,52,8,38
INGLEWOOD,2950048A,1144,162,N,0,VBM PORTION,32,10,13
INGLEWOOD,2950048A,1144,162,N,1014,TOTAL,84,18,51
INGLEWOOD,2950050A,1145,162,N,1059,POLLING PLACE,54,15,29
INGLEWOOD,2950050A,1145,162,N,0,VBM PORTION,45,17,22
INGLEWOOD,2950050A,1145,162,N,1059,TOTAL,99,32,51
INGLEWOOD,2950052A,1146,162,N,1082,POLLING PLACE,76,24,41
INGLEWOOD,2950052A,1146,162,N,0,VBM PORTION,33,10,14
INGLEWOOD,2950052A,1146,162,N,1082,TOTAL,109,34,55
INGLEWOOD,2950057A,1147,162,N,1021,POLLING PLACE,100,22,61
INGLEWOOD,2950057A,1147,162,N,0,VBM PORTION,44,9,29
INGLEWOOD,2950057A,1147,162,N,1021,TOTAL,144,31,90
INGLEWOOD,2950063A,1148,162,N,984,POLLING PLACE,118,32,55
INGLEWOOD,2950063A,1148,162,N,0,VBM PORTION,89,22,48
INGLEWOOD,2950063A,1148,162,N,984,TOTAL,207,54,103
INGLEWOOD,2950067A,1149,162,N,1130,POLLING PLACE,102,26,62
INGLEWOOD,2950067A,1149,162,N,0,VBM PORTION,78,30,35
INGLEWOOD,2950067A,1149,162,N,1130,TOTAL,180,56,97
INGLEWOOD,2950072A,1150,162,N,966,POLLING PLACE,61,21,31
INGLEWOOD,2950072A,1150,162,N,0,VBM PORTION,48,15,26
INGLEWOOD,2950072A,1150,162,N,966,TOTAL,109,36,57
INGLEWOOD,2950073A,1151,160,N,888,POLLING PLACE,65,14,36
INGLEWOOD,2950073A,1151,160,N,0,VBM PORTION,68,17,36
INGLEWOOD,2950073A,1151,160,N,888,TOTAL,133,31,72
INGLEWOOD,2950075A,1152,162,N,1310,POLLING PLACE,85,20,43
INGLEWOOD,2950075A,1152,162,N,0,VBM PORTION,54,18,22
INGLEWOOD,2950075A,1152,162,N,1310,TOTAL,139,38,65
INGLEWOOD,2950076A,1153,162,N,1104,POLLING PLACE,77,19,48
INGLEWOOD,2950076A,1153,162,N,0,VBM PORTION,58,18,28
INGLEWOOD,2950076A,1153,162,N,1104,TOTAL,135,37,76
INGLEWOOD,2950080A,1154,160,N,957,POLLING PLACE,87,30,43
INGLEWOOD,2950080A,1154,160,N,0,VBM PORTION,43,11,26
INGLEWOOD,2950080A,1154,160,N,957,TOTAL,130,41,69
INGLEWOOD,2950084A,1155,160,N,808,POLLING PLACE,46,12,27
INGLEWOOD,2950084A,1155,160,N,0,VBM PORTION,44,7,28
INGLEWOOD,2950084A,1155,160,N,808,TOTAL,90,19,55
INGLEWOOD,2950087A,1156,160,N,968,POLLING PLACE,77,18,42
INGLEWOOD,2950087A,1156,160,N,0,VBM PORTION,85,25,42
INGLEWOOD,2950087A,1156,160,N,968,TOTAL,162,43,84
INGLEWOOD,2950088A,1157,160,N,1312,POLLING PLACE,172,44,95
INGLEWOOD,2950088A,1157,160,N,0,VBM PORTION,157,43,77
INGLEWOOD,2950088A,1157,160,N,1312,TOTAL,329,87,172
INGLEWOOD,2950090A,1158,114,N,229,POLLING PLACE,38,16,14
INGLEWOOD,2950090A,1158,114,N,0,VBM PORTION,35,10,19
INGLEWOOD,2950090A,1158,114,N,229,TOTAL,73,26,33
INGLEWOOD,2950092A,1159,162,N,995,POLLING PLACE,59,15,36
INGLEWOOD,2950092A,1159,162,N,0,VBM PORTION,48,9,29
INGLEWOOD,2950092A,1159,162,N,995,TOTAL,107,24,65
INGLEWOOD,2950095A,1160,162,N,935,POLLING PLACE,106,37,48
INGLEWOOD,2950095A,1160,162,N,0,VBM PORTION,78,20,44
INGLEWOOD,2950095A,1160,162,N,935,TOTAL,184,57,92
INGLEWOOD,2950141A,1161,162,N,641,POLLING PLACE,36,15,17
INGLEWOOD,2950141A,1161,162,N,0,VBM PORTION,20,9,9
INGLEWOOD,2950141A,1161,162,N,641,TOTAL,56,24,26
INGLEWOOD,2950146A,1162,162,N,921,POLLING PLACE,36,6,23
INGLEWOOD,2950146A,1162,162,N,0,VBM PORTION,31,9,14
INGLEWOOD,2950146A,1162,162,N,921,TOTAL,67,15,37
INGLEWOOD,2950146G,6074,163,Y,4,POLLING PLACE,0,0,0
INGLEWOOD,2950146G,6074,163,Y,0,VBM PORTION,1,0,1
INGLEWOOD,2950146G,6074,163,Y,4,TOTAL,1,0,1
INGLEWOOD,2950147A,1163,162,N,834,POLLING PLACE,61,15,37
INGLEWOOD,2950147A,1163,162,N,0,VBM PORTION,37,7,24
INGLEWOOD,2950147A,1163,162,N,834,TOTAL,98,22,61
INGLEWOOD,2950149A,1164,162,N,1173,POLLING PLACE,75,27,31
INGLEWOOD,2950149A,1164,162,N,0,VBM PORTION,52,17,29
INGLEWOOD,2950149A,1164,162,N,1173,TOTAL,127,44,60
INGLEWOOD,2950152A,1165,162,N,833,POLLING PLACE,165,42,82
INGLEWOOD,2950152A,1165,162,N,0,VBM PORTION,58,12,34
INGLEWOOD,2950152A,1165,162,N,833,TOTAL,223,54,116
IRWINDALE,3000003A,1166,66,N,765,POLLING PLACE,75,23,31
IRWINDALE,3000003A,1166,66,N,0,VBM PORTION,48,7,32
IRWINDALE,3000003A,1166,66,N,765,TOTAL,123,30,63
IRWINDALE,3000004A,6075,66,Y,174,POLLING PLACE,0,0,0
IRWINDALE,3000004A,6075,66,Y,0,VBM PORTION,11,6,4
IRWINDALE,3000004A,6075,66,Y,174,TOTAL,11,6,4
KINNELOA MESA,3080002A,1167,33,N,923,POLLING PLACE,94,25,43
KINNELOA MESA,3080002A,1167,33,N,0,VBM PORTION,171,32,100
KINNELOA MESA,3080002A,1167,33,N,923,TOTAL,265,57,143
LA CANADA FLINTRIDGE,3150001A,1168,47,N,1260,POLLING PLACE,163,52,74
LA CANADA FLINTRIDGE,3150001A,1168,47,N,0,VBM PORTION,216,81,98
LA CANADA FLINTRIDGE,3150001A,1168,47,N,1260,TOTAL,379,133,172
LA CANADA FLINTRIDGE,3150004A,1169,47,N,1374,POLLING PLACE,152,44,67
LA CANADA FLINTRIDGE,3150004A,1169,47,N,0,VBM PORTION,236,53,124
LA CANADA FLINTRIDGE,3150004A,1169,47,N,1374,TOTAL,388,97,191
LA CANADA FLINTRIDGE,3150009A,1170,47,N,1300,POLLING PLACE,141,46,65
LA CANADA FLINTRIDGE,3150009A,1170,47,N,0,VBM PORTION,193,63,74
LA CANADA FLINTRIDGE,3150009A,1170,47,N,1300,TOTAL,334,109,139
LA CANADA FLINTRIDGE,3150012A,1171,47,N,440,POLLING PLACE,51,20,20
LA CANADA FLINTRIDGE,3150012A,1171,47,N,0,VBM PORTION,81,21,35
LA CANADA FLINTRIDGE,3150012A,1171,47,N,440,TOTAL,132,41,55
LA CANADA FLINTRIDGE,3150012B,1172,47,N,857,POLLING PLACE,83,23,37
LA CANADA FLINTRIDGE,3150012B,1172,47,N,0,VBM PORTION,162,36,75
LA CANADA FLINTRIDGE,3150012B,1172,47,N,857,TOTAL,245,59,112
LA CANADA FLINTRIDGE,3150013A,1173,47,N,1259,POLLING PLACE,179,47,93
LA CANADA FLINTRIDGE,3150013A,1173,47,N,0,VBM PORTION,184,63,77
LA CANADA FLINTRIDGE,3150013A,1173,47,N,1259,TOTAL,363,110,170
LA CANADA FLINTRIDGE,3150016A,1174,47,N,1368,POLLING PLACE,164,61,69
LA CANADA FLINTRIDGE,3150016A,1174,47,N,0,VBM PORTION,157,50,79
LA CANADA FLINTRIDGE,3150016A,1174,47,N,1368,TOTAL,321,111,148
LA CANADA FLINTRIDGE,3150018A,1175,47,N,1017,POLLING PLACE,118,32,59
LA CANADA FLINTRIDGE,3150018A,1175,47,N,0,VBM PORTION,173,38,84
LA CANADA FLINTRIDGE,3150018A,1175,47,N,1017,TOTAL,291,70,143
LA CANADA FLINTRIDGE,3150021A,1176,47,N,1305,POLLING PLACE,100,26,47
LA CANADA FLINTRIDGE,3150021A,1176,47,N,0,VBM PORTION,248,49,136
LA CANADA FLINTRIDGE,3150021A,1176,47,N,1305,TOTAL,348,75,183
LA CANADA FLINTRIDGE,3150023A,1177,47,N,631,POLLING PLACE,75,15,31
LA CANADA FLINTRIDGE,3150023A,1177,47,N,0,VBM PORTION,98,30,31
LA CANADA FLINTRIDGE,3150023A,1177,47,N,631,TOTAL,173,45,62
LA CANADA FLINTRIDGE,3150025A,1178,47,N,1043,POLLING PLACE,114,48,46
LA CANADA FLINTRIDGE,3150025A,1178,47,N,0,VBM PORTION,177,51,91
LA CANADA FLINTRIDGE,3150025A,1178,47,N,1043,TOTAL,291,99,137
LA CANADA FLINTRIDGE,3150037A,1179,47,N,1253,POLLING PLACE,133,28,72
LA CANADA FLINTRIDGE,3150037A,1179,47,N,0,VBM PORTION,181,54,75
LA CANADA FLINTRIDGE,3150037A,1179,47,N,1253,TOTAL,314,82,147
LA CANADA FLINTRIDGE,3150060A,1180,47,N,1412,POLLING PLACE,172,54,83
LA CANADA FLINTRIDGE,3150060A,1180,47,N,0,VBM PORTION,204,63,92
LA CANADA FLINTRIDGE,3150060A,1180,47,N,1412,TOTAL,376,117,175
LA CRESCENTA,3200001A,1181,47,N,943,POLLING PLACE,104,39,40
LA CRESCENTA,3200001A,1181,47,N,0,VBM PORTION,108,26,56
LA CRESCENTA,3200001A,1181,47,N,943,TOTAL,212,65,96
LA CRESCENTA,3200004A,1182,47,N,753,POLLING PLACE,118,40,51
LA CRESCENTA,3200004A,1182,47,N,0,VBM PORTION,110,24,56
LA CRESCENTA,3200004A,1182,47,N,753,TOTAL,228,64,107
LA CRESCENTA,3200006C,1183,47,N,1236,POLLING PLACE,87,21,46
LA CRESCENTA,3200006C,1183,47,N,0,VBM PORTION,104,38,40
LA CRESCENTA,3200006C,1183,47,N,1236,TOTAL,191,59,86
LA CRESCENTA,3200008B,1184,47,N,1296,POLLING PLACE,153,46,75
LA CRESCENTA,3200008B,1184,47,N,0,VBM PORTION,158,53,69
LA CRESCENTA,3200008B,1184,47,N,1296,TOTAL,311,99,144
LA CRESCENTA,3200010A,1185,47,N,1205,POLLING PLACE,154,57,59
LA CRESCENTA,3200010A,1185,47,N,0,VBM PORTION,145,52,62
LA CRESCENTA,3200010A,1185,47,N,1205,TOTAL,299,109,121
LA CRESCENTA,3200014A,1186,47,N,889,POLLING PLACE,119,28,66
LA CRESCENTA,3200014A,1186,47,N,0,VBM PORTION,103,33,44
LA CRESCENTA,3200014A,1186,47,N,889,TOTAL,222,61,110
LA CRESCENTA,3200014B,1187,47,N,1197,POLLING PLACE,105,47,46
LA CRESCENTA,3200014B,1187,47,N,0,VBM PORTION,107,37,46
LA CRESCENTA,3200014B,1187,47,N,1197,TOTAL,212,84,92
LA CRESCENTA,3200019A,1188,47,N,1283,POLLING PLACE,127,48,65
LA CRESCENTA,3200019A,1188,47,N,0,VBM PORTION,104,42,46
LA CRESCENTA,3200019A,1188,47,N,1283,TOTAL,231,90,111
LA HABRA HEIGHTS,3230001A,1189,133,N,535,POLLING PLACE,72,28,34
LA HABRA HEIGHTS,3230001A,1189,133,N,0,VBM PORTION,69,14,37
LA HABRA HEIGHTS,3230001A,1189,133,N,535,TOTAL,141,42,71
LA HABRA HEIGHTS,3230003A,1190,133,N,929,POLLING PLACE,114,38,54
LA HABRA HEIGHTS,3230003A,1190,133,N,0,VBM PORTION,134,50,57
LA HABRA HEIGHTS,3230003A,1190,133,N,929,TOTAL,248,88,111
LA HABRA HEIGHTS,3230004A,1191,133,N,1023,POLLING PLACE,97,30,47
LA HABRA HEIGHTS,3230004A,1191,133,N,0,VBM PORTION,169,39,98
LA HABRA HEIGHTS,3230004A,1191,133,N,1023,TOTAL,266,69,145
LA HABRA HEIGHTS,3230006A,1192,133,N,919,POLLING PLACE,89,21,46
LA HABRA HEIGHTS,3230006A,1192,133,N,0,VBM PORTION,129,48,59
LA HABRA HEIGHTS,3230006A,1192,133,N,919,TOTAL,218,69,105
LA HABRA HEIGHTS,3230009A,1193,133,N,373,POLLING PLACE,57,17,18
LA HABRA HEIGHTS,3230009A,1193,133,N,0,VBM PORTION,52,18,17
LA HABRA HEIGHTS,3230009A,1193,133,N,373,TOTAL,109,35,35
LA MIRADA,3300001A,1194,132,N,1053,POLLING PLACE,103,29,47
LA MIRADA,3300001A,1194,132,N,0,VBM PORTION,94,35,38
LA MIRADA,3300001A,1194,132,N,1053,TOTAL,197,64,85
LA MIRADA,3300003A,1195,132,N,1259,POLLING PLACE,139,67,49
LA MIRADA,3300003A,1195,132,N,0,VBM PORTION,95,36,46
LA MIRADA,3300003A,1195,132,N,1259,TOTAL,234,103,95
LA MIRADA,3300006A,1196,132,N,1010,POLLING PLACE,103,55,41
LA MIRADA,3300006A,1196,132,N,0,VBM PORTION,145,81,37
LA MIRADA,3300006A,1196,132,N,1010,TOTAL,248,136,78
LA MIRADA,3300007A,1197,132,N,1237,POLLING PLACE,127,54,47
LA MIRADA,3300007A,1197,132,N,0,VBM PORTION,106,36,52
LA MIRADA,3300007A,1197,132,N,1237,TOTAL,233,90,99
LA MIRADA,3300008C,1198,132,N,1048,POLLING PLACE,93,34,43
LA MIRADA,3300008C,1198,132,N,0,VBM PORTION,84,30,30
LA MIRADA,3300008C,1198,132,N,1048,TOTAL,177,64,73
LA MIRADA,3300009A,1199,132,N,706,POLLING PLACE,49,21,17
LA MIRADA,3300009A,1199,132,N,0,VBM PORTION,35,13,16
LA MIRADA,3300009A,1199,132,N,706,TOTAL,84,34,33
LA MIRADA,3300010A,1200,132,N,1363,POLLING PLACE,94,27,50
LA MIRADA,3300010A,1200,132,N,0,VBM PORTION,119,53,51
LA MIRADA,3300010A,1200,132,N,1363,TOTAL,213,80,101
LA MIRADA,3300014A,1201,132,N,1058,POLLING PLACE,60,25,21
LA MIRADA,3300014A,1201,132,N,0,VBM PORTION,96,54,29
LA MIRADA,3300014A,1201,132,N,1058,TOTAL,156,79,50
LA MIRADA,3300015A,1202,132,N,1178,POLLING PLACE,113,44,53
LA MIRADA,3300015A,1202,132,N,0,VBM PORTION,89,44,32
LA MIRADA,3300015A,1202,132,N,1178,TOTAL,202,88,85
LA MIRADA,3300017A,1203,132,N,1058,POLLING PLACE,102,39,41
LA MIRADA,3300017A,1203,132,N,0,VBM PORTION,143,53,46
LA MIRADA,3300017A,1203,132,N,1058,TOTAL,245,92,87
LA MIRADA,3300019A,1204,132,N,795,POLLING PLACE,89,45,35
LA MIRADA,3300019A,1204,132,N,0,VBM PORTION,92,28,40
LA MIRADA,3300019A,1204,132,N,795,TOTAL,181,73,75
LA MIRADA,3300020A,1205,132,N,906,POLLING PLACE,83,34,33
LA MIRADA,3300020A,1205,132,N,0,VBM PORTION,66,25,31
LA MIRADA,3300020A,1205,132,N,906,TOTAL,149,59,64
LA MIRADA,3300022A,1206,132,N,710,POLLING PLACE,47,18,20
LA MIRADA,3300022A,1206,132,N,0,VBM PORTION,61,14,35
LA MIRADA,3300022A,1206,132,N,710,TOTAL,108,32,55
LA MIRADA,3300023A,1207,132,N,925,POLLING PLACE,71,27,34
LA MIRADA,3300023A,1207,132,N,0,VBM PORTION,63,16,31
LA MIRADA,3300023A,1207,132,N,925,TOTAL,134,43,65
LA MIRADA,3300025A,1208,132,N,783,POLLING PLACE,79,38,27
LA MIRADA,3300025A,1208,132,N,0,VBM PORTION,44,15,21
LA MIRADA,3300025A,1208,132,N,783,TOTAL,123,53,48
LA MIRADA,3300026A,1209,132,N,857,POLLING PLACE,71,31,26
LA MIRADA,3300026A,1209,132,N,0,VBM PORTION,74,33,32
LA MIRADA,3300026A,1209,132,N,857,TOTAL,145,64,58
LA MIRADA,3300029A,1210,132,N,1057,POLLING PLACE,109,52,37
LA MIRADA,3300029A,1210,132,N,0,VBM PORTION,71,25,29
LA MIRADA,3300029A,1210,132,N,1057,TOTAL,180,77,66
LA MIRADA,3300034A,1211,132,N,1286,POLLING PLACE,95,42,32
LA MIRADA,3300034A,1211,132,N,0,VBM PORTION,109,57,40
LA MIRADA,3300034A,1211,132,N,1286,TOTAL,204,99,72
LA MIRADA,3300040A,1212,132,N,1024,POLLING PLACE,66,25,27
LA MIRADA,3300040A,1212,132,N,0,VBM PORTION,103,32,39
LA MIRADA,3300040A,1212,132,N,1024,TOTAL,169,57,66
LA MIRADA,3300042A,1213,132,N,1165,POLLING PLACE,64,27,28
LA MIRADA,3300042A,1213,132,N,0,VBM PORTION,114,41,49
LA MIRADA,3300042A,1213,132,N,1165,TOTAL,178,68,77
LA MIRADA,3300044A,1214,132,N,1222,POLLING PLACE,92,31,49
LA MIRADA,3300044A,1214,132,N,0,VBM PORTION,111,52,46
LA MIRADA,3300044A,1214,132,N,1222,TOTAL,203,83,95
LA MIRADA,3300045A,1215,132,N,1206,POLLING PLACE,177,80,62
LA MIRADA,3300045A,1215,132,N,0,VBM PORTION,128,52,47
LA MIRADA,3300045A,1215,132,N,1206,TOTAL,305,132,109
LA MIRADA,3300056A,1216,132,N,572,POLLING PLACE,130,55,46
LA MIRADA,3300056A,1216,132,N,0,VBM PORTION,143,60,57
LA MIRADA,3300056A,1216,132,N,572,TOTAL,273,115,103
LA MIRADA,3300070A,1217,132,N,1112,POLLING PLACE,85,32,30
LA MIRADA,3300070A,1217,132,N,0,VBM PORTION,71,19,40
LA MIRADA,3300070A,1217,132,N,1112,TOTAL,156,51,70
LA MIRADA,3300072A,1218,132,N,1320,POLLING PLACE,110,48,43
LA MIRADA,3300072A,1218,132,N,0,VBM PORTION,106,41,50
LA MIRADA,3300072A,1218,132,N,1320,TOTAL,216,89,93
LA MIRADA,3300073A,1219,132,N,1237,POLLING PLACE,68,25,35
LA MIRADA,3300073A,1219,132,N,0,VBM PORTION,58,22,27
LA MIRADA,3300073A,1219,132,N,1237,TOTAL,126,47,62
LA PUENTE,3330001A,1220,123,N,1186,POLLING PLACE,104,50,41
LA PUENTE,3330001A,1220,123,N,0,VBM PORTION,41,22,16
LA PUENTE,3330001A,1220,123,N,1186,TOTAL,145,72,57
LA PUENTE,3330002C,1221,123,N,462,POLLING PLACE,25,4,16
LA PUENTE,3330002C,1221,123,N,0,VBM PORTION,18,7,10
LA PUENTE,3330002C,1221,123,N,462,TOTAL,43,11,26
LA PUENTE,3330003E,1222,123,N,695,POLLING PLACE,49,14,25
LA PUENTE,3330003E,1222,123,N,0,VBM PORTION,38,6,27
LA PUENTE,3330003E,1222,123,N,695,TOTAL,87,20,52
LA PUENTE,3330004A,1223,123,N,1374,POLLING PLACE,78,21,37
LA PUENTE,3330004A,1223,123,N,0,VBM PORTION,91,33,39
LA PUENTE,3330004A,1223,123,N,1374,TOTAL,169,54,76
LA PUENTE,3330008A,1224,123,N,1089,POLLING PLACE,76,27,39
LA PUENTE,3330008A,1224,123,N,0,VBM PORTION,48,22,21
LA PUENTE,3330008A,1224,123,N,1089,TOTAL,124,49,60
LA PUENTE,3330009A,1225,123,N,1048,POLLING PLACE,52,12,30
LA PUENTE,3330009A,1225,123,N,0,VBM PORTION,45,12,29
LA PUENTE,3330009A,1225,123,N,1048,TOTAL,97,24,59
LA PUENTE,3330012A,1226,123,N,1208,POLLING PLACE,44,16,24
LA PUENTE,3330012A,1226,123,N,0,VBM PORTION,51,11,36
LA PUENTE,3330012A,1226,123,N,1208,TOTAL,95,27,60
LA PUENTE,3330013B,1227,123,N,980,POLLING PLACE,61,14,38
LA PUENTE,3330013B,1227,123,N,0,VBM PORTION,38,12,19
LA PUENTE,3330013B,1227,123,N,980,TOTAL,99,26,57
LA PUENTE,3330017A,1228,123,N,1201,POLLING PLACE,65,22,33
LA PUENTE,3330017A,1228,123,N,0,VBM PORTION,60,23,29
LA PUENTE,3330017A,1228,123,N,1201,TOTAL,125,45,62
LA PUENTE,3330018A,1229,123,N,1215,POLLING PLACE,55,17,30
LA PUENTE,3330018A,1229,123,N,0,VBM PORTION,38,13,21
LA PUENTE,3330018A,1229,123,N,1215,TOTAL,93,30,51
LA PUENTE,3330019C,1230,123,N,1092,POLLING PLACE,65,22,33
LA PUENTE,3330019C,1230,123,N,0,VBM PORTION,50,20,22
LA PUENTE,3330019C,1230,123,N,1092,TOTAL,115,42,55
LA PUENTE,3330020A,1231,123,N,1055,POLLING PLACE,46,11,31
LA PUENTE,3330020A,1231,123,N,0,VBM PORTION,51,14,32
LA PUENTE,3330020A,1231,123,N,1055,TOTAL,97,25,63
LA PUENTE,3330020B,1232,123,N,1004,POLLING PLACE,74,19,44
LA PUENTE,3330020B,1232,123,N,0,VBM PORTION,48,15,18
LA PUENTE,3330020B,1232,123,N,1004,TOTAL,122,34,62
LA PUENTE,3330021A,1233,123,N,1121,POLLING PLACE,88,18,60
LA PUENTE,3330021A,1233,123,N,0,VBM PORTION,48,18,24
LA PUENTE,3330021A,1233,123,N,1121,TOTAL,136,36,84
LA PUENTE,3330040C,1234,123,N,1072,POLLING PLACE,79,24,43
LA PUENTE,3330040C,1234,123,N,0,VBM PORTION,71,23,33
LA PUENTE,3330040C,1234,123,N,1072,TOTAL,150,47,76
LA RAMBLA,3350001A,1235,190,N,1042,POLLING PLACE,83,27,34
LA RAMBLA,3350001A,1235,190,N,0,VBM PORTION,68,17,41
LA RAMBLA,3350001A,1235,190,N,1042,TOTAL,151,44,75
LA VERNE,3400001A,1236,35,N,925,POLLING PLACE,110,31,63
LA VERNE,3400001A,1236,35,N,0,VBM PORTION,99,29,47
LA VERNE,3400001A,1236,35,N,925,TOTAL,209,60,110
LA VERNE,3400002A,1237,35,N,1037,POLLING PLACE,60,20,30
LA VERNE,3400002A,1237,35,N,0,VBM PORTION,57,13,31
LA VERNE,3400002A,1237,35,N,1037,TOTAL,117,33,61
LA VERNE,3400003A,1238,35,N,901,POLLING PLACE,88,39,27
LA VERNE,3400003A,1238,35,N,0,VBM PORTION,74,25,27
LA VERNE,3400003A,1238,35,N,901,TOTAL,162,64,54
LA VERNE,3400005A,1239,35,N,933,POLLING PLACE,114,35,58
LA VERNE,3400005A,1239,35,N,0,VBM PORTION,64,18,30
LA VERNE,3400005A,1239,35,N,933,TOTAL,178,53,88
LA VERNE,3400006A,1240,35,N,826,POLLING PLACE,72,24,29
LA VERNE,3400006A,1240,35,N,0,VBM PORTION,57,8,35
LA VERNE,3400006A,1240,35,N,826,TOTAL,129,32,64
LA VERNE,3400008A,1241,35,N,933,POLLING PLACE,123,49,48
LA VERNE,3400008A,1241,35,N,0,VBM PORTION,119,47,47
LA VERNE,3400008A,1241,35,N,933,TOTAL,242,96,95
LA VERNE,3400009A,1242,35,N,928,POLLING PLACE,104,37,59
