LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,JUVENTINO GOMEZ,HILDA L SOLIS,A  A SAUCEDO HOOD
SOUTH GATE,6550003A,2533,165,N,989,POLLING PLACE,41,8,26,3
SOUTH GATE,6550003A,2533,165,N,0,VBM PORTION,23,2,14,1
SOUTH GATE,6550003A,2533,165,N,989,TOTAL,64,10,40,4
SOUTH GATE,6550004A,2534,165,N,976,POLLING PLACE,51,7,39,2
SOUTH GATE,6550004A,2534,165,N,0,VBM PORTION,24,3,16,3
SOUTH GATE,6550004A,2534,165,N,976,TOTAL,75,10,55,5
SOUTH GATE,6550006A,2535,165,N,1028,POLLING PLACE,39,6,25,4
SOUTH GATE,6550006A,2535,165,N,0,VBM PORTION,38,7,17,7
SOUTH GATE,6550006A,2535,165,N,1028,TOTAL,77,13,42,11
SOUTH GATE,6550009A,2536,165,N,1044,POLLING PLACE,45,3,31,7
SOUTH GATE,6550009A,2536,165,N,0,VBM PORTION,24,4,13,4
SOUTH GATE,6550009A,2536,165,N,1044,TOTAL,69,7,44,11
SOUTH GATE,6550010A,2537,165,N,1131,POLLING PLACE,78,11,58,3
SOUTH GATE,6550010A,2537,165,N,0,VBM PORTION,19,1,15,1
SOUTH GATE,6550010A,2537,165,N,1131,TOTAL,97,12,73,4
SOUTH GATE,6550011A,2538,165,N,1265,POLLING PLACE,48,4,33,5
SOUTH GATE,6550011A,2538,165,N,0,VBM PORTION,38,8,22,7
SOUTH GATE,6550011A,2538,165,N,1265,TOTAL,86,12,55,12
SOUTH GATE,6550012B,2539,165,N,1137,POLLING PLACE,64,6,44,6
SOUTH GATE,6550012B,2539,165,N,0,VBM PORTION,29,2,22,4
SOUTH GATE,6550012B,2539,165,N,1137,TOTAL,93,8,66,10
SOUTH GATE,6550015A,2540,165,N,1146,POLLING PLACE,64,12,35,11
SOUTH GATE,6550015A,2540,165,N,0,VBM PORTION,48,6,35,3
SOUTH GATE,6550015A,2540,165,N,1146,TOTAL,112,18,70,14
SOUTH GATE,6550016A,2541,165,N,989,POLLING PLACE,42,8,27,4
SOUTH GATE,6550016A,2541,165,N,0,VBM PORTION,29,1,15,10
SOUTH GATE,6550016A,2541,165,N,989,TOTAL,71,9,42,14
SOUTH GATE,6550017A,2542,165,N,1149,POLLING PLACE,66,7,44,7
SOUTH GATE,6550017A,2542,165,N,0,VBM PORTION,33,3,19,5
SOUTH GATE,6550017A,2542,165,N,1149,TOTAL,99,10,63,12
SOUTH GATE,6550018A,2543,165,N,1036,POLLING PLACE,42,8,30,2
SOUTH GATE,6550018A,2543,165,N,0,VBM PORTION,38,4,25,8
SOUTH GATE,6550018A,2543,165,N,1036,TOTAL,80,12,55,10
SOUTH GATE,6550019B,2544,165,N,1164,POLLING PLACE,55,5,36,10
SOUTH GATE,6550019B,2544,165,N,0,VBM PORTION,32,3,21,4
SOUTH GATE,6550019B,2544,165,N,1164,TOTAL,87,8,57,14
SOUTH GATE,6550020A,2545,165,N,1066,POLLING PLACE,51,6,39,2
SOUTH GATE,6550020A,2545,165,N,0,VBM PORTION,28,1,24,3
SOUTH GATE,6550020A,2545,165,N,1066,TOTAL,79,7,63,5
SOUTH GATE,6550021A,2546,165,N,790,POLLING PLACE,13,2,9,2
SOUTH GATE,6550021A,2546,165,N,0,VBM PORTION,20,1,17,1
SOUTH GATE,6550021A,2546,165,N,790,TOTAL,33,3,26,3
SOUTH GATE,6550022A,2547,165,N,940,POLLING PLACE,50,4,36,5
SOUTH GATE,6550022A,2547,165,N,0,VBM PORTION,26,5,15,4
SOUTH GATE,6550022A,2547,165,N,940,TOTAL,76,9,51,9
SOUTH GATE,6550022B,2548,165,N,795,POLLING PLACE,31,4,23,0
SOUTH GATE,6550022B,2548,165,N,0,VBM PORTION,19,2,10,1
SOUTH GATE,6550022B,2548,165,N,795,TOTAL,50,6,33,1
SOUTH GATE,6550028A,2549,165,N,1036,POLLING PLACE,65,8,39,12
SOUTH GATE,6550028A,2549,165,N,0,VBM PORTION,39,7,27,3
SOUTH GATE,6550028A,2549,165,N,1036,TOTAL,104,15,66,15
SOUTH GATE,6550029A,2550,165,N,1139,POLLING PLACE,61,14,37,2
SOUTH GATE,6550029A,2550,165,N,0,VBM PORTION,30,4,18,4
SOUTH GATE,6550029A,2550,165,N,1139,TOTAL,91,18,55,6
SOUTH GATE,6550030C,2551,165,N,797,POLLING PLACE,63,10,40,4
SOUTH GATE,6550030C,2551,165,N,0,VBM PORTION,25,4,17,2
SOUTH GATE,6550030C,2551,165,N,797,TOTAL,88,14,57,6
SOUTH GATE,6550031A,2552,165,N,1186,POLLING PLACE,48,2,36,5
SOUTH GATE,6550031A,2552,165,N,0,VBM PORTION,35,0,30,3
SOUTH GATE,6550031A,2552,165,N,1186,TOTAL,83,2,66,8
SOUTH GATE,6550035A,2553,165,N,1277,POLLING PLACE,62,5,46,2
SOUTH GATE,6550035A,2553,165,N,0,VBM PORTION,41,8,21,3
SOUTH GATE,6550035A,2553,165,N,1277,TOTAL,103,13,67,5
SOUTH GATE,6550036A,2554,165,N,1105,POLLING PLACE,50,9,34,4
SOUTH GATE,6550036A,2554,165,N,0,VBM PORTION,21,9,9,1
SOUTH GATE,6550036A,2554,165,N,1105,TOTAL,71,18,43,5
SOUTH GATE,6550039A,2555,165,N,924,POLLING PLACE,63,10,37,2
SOUTH GATE,6550039A,2555,165,N,0,VBM PORTION,17,5,11,1
SOUTH GATE,6550039A,2555,165,N,924,TOTAL,80,15,48,3
SOUTH GATE,6550047B,2556,165,N,1114,POLLING PLACE,60,11,37,6
SOUTH GATE,6550047B,2556,165,N,0,VBM PORTION,33,5,18,5
SOUTH GATE,6550047B,2556,165,N,1114,TOTAL,93,16,55,11
SOUTH GATE,6550048A,2557,165,N,1312,POLLING PLACE,60,9,37,6
SOUTH GATE,6550048A,2557,165,N,0,VBM PORTION,33,1,22,6
SOUTH GATE,6550048A,2557,165,N,1312,TOTAL,93,10,59,12
SOUTH GATE,6550050A,2558,165,N,1060,POLLING PLACE,52,6,29,6
SOUTH GATE,6550050A,2558,165,N,0,VBM PORTION,40,5,22,6
SOUTH GATE,6550050A,2558,165,N,1060,TOTAL,92,11,51,12
SOUTH GATE,6550052A,2559,165,N,1035,POLLING PLACE,46,9,23,8
SOUTH GATE,6550052A,2559,165,N,0,VBM PORTION,38,3,25,4
SOUTH GATE,6550052A,2559,165,N,1035,TOTAL,84,12,48,12
SOUTH GATE,6550053A,2560,165,N,1272,POLLING PLACE,62,7,39,9
SOUTH GATE,6550053A,2560,165,N,0,VBM PORTION,42,6,20,12
SOUTH GATE,6550053A,2560,165,N,1272,TOTAL,104,13,59,21
SOUTH GATE,6550055A,2561,165,N,794,POLLING PLACE,46,5,26,4
SOUTH GATE,6550055A,2561,165,N,0,VBM PORTION,30,4,16,6
SOUTH GATE,6550055A,2561,165,N,794,TOTAL,76,9,42,10
SOUTH GATE,6550056A,2562,165,N,434,POLLING PLACE,28,2,14,6
SOUTH GATE,6550056A,2562,165,N,0,VBM PORTION,53,10,21,18
SOUTH GATE,6550056A,2562,165,N,434,TOTAL,81,12,35,24
SOUTH GATE,6550060A,2563,165,N,1118,POLLING PLACE,80,8,48,11
SOUTH GATE,6550060A,2563,165,N,0,VBM PORTION,56,6,37,8
SOUTH GATE,6550060A,2563,165,N,1118,TOTAL,136,14,85,19
SOUTH GATE,6550061A,2564,165,N,632,POLLING PLACE,38,10,16,6
SOUTH GATE,6550061A,2564,165,N,0,VBM PORTION,19,1,5,7
SOUTH GATE,6550061A,2564,165,N,632,TOTAL,57,11,21,13
SOUTH GATE,6550062A,2565,165,N,1170,POLLING PLACE,76,8,46,11
SOUTH GATE,6550062A,2565,165,N,0,VBM PORTION,54,6,20,15
SOUTH GATE,6550062A,2565,165,N,1170,TOTAL,130,14,66,26
SOUTH GATE,6550066C,2566,165,N,558,POLLING PLACE,32,5,17,4
SOUTH GATE,6550066C,2566,165,N,0,VBM PORTION,43,7,21,12
SOUTH GATE,6550066C,2566,165,N,558,TOTAL,75,12,38,16
SOUTH SAN GABRIEL,6650010A,6162,74,Y,212,POLLING PLACE,0,0,0,0
SOUTH SAN GABRIEL,6650010A,6162,74,Y,0,VBM PORTION,24,2,14,3
SOUTH SAN GABRIEL,6650010A,6162,74,Y,212,TOTAL,24,2,14,3
SOUTH SAN GABRIEL,6650032A,2585,72,N,867,POLLING PLACE,63,3,44,10
SOUTH SAN GABRIEL,6650032A,2585,72,N,0,VBM PORTION,85,10,40,15
SOUTH SAN GABRIEL,6650032A,2585,72,N,867,TOTAL,148,13,84,25
SOUTH SAN GABRIEL,6650033B,2586,72,N,524,POLLING PLACE,35,3,19,12
SOUTH SAN GABRIEL,6650033B,2586,72,N,0,VBM PORTION,38,7,20,7
SOUTH SAN GABRIEL,6650033B,2586,72,N,524,TOTAL,73,10,39,19
SOUTH SAN GABRIEL,6650034A,2587,72,N,1011,POLLING PLACE,62,6,46,8
SOUTH SAN GABRIEL,6650034A,2587,72,N,0,VBM PORTION,52,5,36,6
SOUTH SAN GABRIEL,6650034A,2587,72,N,1011,TOTAL,114,11,82,14
SOUTH SAN GABRIEL,6650035A,2588,72,N,1243,POLLING PLACE,91,7,63,8
SOUTH SAN GABRIEL,6650035A,2588,72,N,0,VBM PORTION,94,11,57,15
SOUTH SAN GABRIEL,6650035A,2588,72,N,1243,TOTAL,185,18,120,23
VALINDA,7410002A,2731,123,N,937,POLLING PLACE,43,4,23,8
VALINDA,7410002A,2731,123,N,0,VBM PORTION,51,7,29,10
VALINDA,7410002A,2731,123,N,937,TOTAL,94,11,52,18
VALINDA,7410003B,2732,123,N,996,POLLING PLACE,41,2,33,4
VALINDA,7410003B,2732,123,N,0,VBM PORTION,36,1,24,7
VALINDA,7410003B,2732,123,N,996,TOTAL,77,3,57,11
VALINDA,7410004B,2733,123,N,1037,POLLING PLACE,48,3,41,2
VALINDA,7410004B,2733,123,N,0,VBM PORTION,33,5,14,2
VALINDA,7410004B,2733,123,N,1037,TOTAL,81,8,55,4
VALINDA,7410005A,2734,123,N,1176,POLLING PLACE,61,7,39,13
VALINDA,7410005A,2734,123,N,0,VBM PORTION,42,4,19,10
VALINDA,7410005A,2734,123,N,1176,TOTAL,103,11,58,23
VALINDA,7410006B,2735,123,N,1064,POLLING PLACE,62,8,42,7
VALINDA,7410006B,2735,123,N,0,VBM PORTION,36,3,23,4
VALINDA,7410006B,2735,123,N,1064,TOTAL,98,11,65,11
VALINDA,7410007A,2736,123,N,1225,POLLING PLACE,61,7,39,12
VALINDA,7410007A,2736,123,N,0,VBM PORTION,58,15,22,8
VALINDA,7410007A,2736,123,N,1225,TOTAL,119,22,61,20
VALINDA,7410008A,2737,123,N,644,POLLING PLACE,37,3,19,8
VALINDA,7410008A,2737,123,N,0,VBM PORTION,64,6,33,14
VALINDA,7410008A,2737,123,N,644,TOTAL,101,9,52,22
VALINDA,7410010A,2738,66,N,856,POLLING PLACE,35,8,19,6
VALINDA,7410010A,2738,66,N,0,VBM PORTION,31,3,17,4
VALINDA,7410010A,2738,66,N,856,TOTAL,66,11,36,10
VALINDA,7410011B,2739,66,N,1032,POLLING PLACE,71,14,39,15
VALINDA,7410011B,2739,66,N,0,VBM PORTION,46,12,23,9
VALINDA,7410011B,2739,66,N,1032,TOTAL,117,26,62,24
VALINDA,7410015A,2740,66,N,1117,POLLING PLACE,65,5,43,4
VALINDA,7410015A,2740,66,N,0,VBM PORTION,57,4,41,4
VALINDA,7410015A,2740,66,N,1117,TOTAL,122,9,84,8
VALINDA,7410016A,2741,66,N,994,POLLING PLACE,79,9,54,8
VALINDA,7410016A,2741,66,N,0,VBM PORTION,49,10,26,4
VALINDA,7410016A,2741,66,N,994,TOTAL,128,19,80,12
VALINDA,7410017A,2742,66,N,1120,POLLING PLACE,60,6,44,4
VALINDA,7410017A,2742,66,N,0,VBM PORTION,50,8,30,8
VALINDA,7410017A,2742,66,N,1120,TOTAL,110,14,74,12
VALINDA,7410020A,2743,66,N,1098,POLLING PLACE,65,9,41,10
VALINDA,7410020A,2743,66,N,0,VBM PORTION,34,7,19,1
VALINDA,7410020A,2743,66,N,1098,TOTAL,99,16,60,11
VALINDA,7410025A,2744,66,N,1140,POLLING PLACE,73,7,45,9
VALINDA,7410025A,2744,66,N,0,VBM PORTION,63,14,31,12
VALINDA,7410025A,2744,66,N,1140,TOTAL,136,21,76,21
VALINDA,7410027A,2745,66,N,778,POLLING PLACE,37,3,23,4
VALINDA,7410027A,2745,66,N,0,VBM PORTION,28,5,16,3
VALINDA,7410027A,2745,66,N,778,TOTAL,65,8,39,7
VALINDA,7410029A,2746,66,N,1192,POLLING PLACE,61,11,36,8
VALINDA,7410029A,2746,66,N,0,VBM PORTION,64,10,31,9
VALINDA,7410029A,2746,66,N,1192,TOTAL,125,21,67,17
VALINDA,7410086B,2747,66,N,668,POLLING PLACE,47,7,31,7
VALINDA,7410086B,2747,66,N,0,VBM PORTION,23,3,17,2
VALINDA,7410086B,2747,66,N,668,TOTAL,70,10,48,9
VALINDA,7410130A,2748,66,N,1045,POLLING PLACE,78,8,51,8
VALINDA,7410130A,2748,66,N,0,VBM PORTION,48,0,35,6
VALINDA,7410130A,2748,66,N,1045,TOTAL,126,8,86,14
VALINDA,7410150A,2749,66,N,1147,POLLING PLACE,55,3,31,13
VALINDA,7410150A,2749,66,N,0,VBM PORTION,43,6,21,11
VALINDA,7410150A,2749,66,N,1147,TOTAL,98,9,52,24
VALINDA,7410154A,2750,66,N,642,POLLING PLACE,31,1,26,3
VALINDA,7410154A,2750,66,N,0,VBM PORTION,35,2,24,6
VALINDA,7410154A,2750,66,N,642,TOTAL,66,3,50,9
VALINDA,7410154B,2751,66,N,1193,POLLING PLACE,68,6,42,13
VALINDA,7410154B,2751,66,N,0,VBM PORTION,37,10,11,3
VALINDA,7410154B,2751,66,N,1193,TOTAL,105,16,53,16
VERNON,7450002A,6170,164,Y,0,POLLING PLACE,0,0,0,0
VERNON,7450002A,6170,164,Y,0,VBM PORTION,0,0,0,0
VERNON,7450002A,6170,164,Y,0,TOTAL,0,0,0,0
VERNON,7450003A,6171,164,Y,0,POLLING PLACE,0,0,0,0
VERNON,7450003A,6171,164,Y,0,VBM PORTION,0,0,0,0
VERNON,7450003A,6171,164,Y,0,TOTAL,0,0,0,0
VERNON,7450011A,6172,98,Y,60,POLLING PLACE,0,0,0,0
VERNON,7450011A,6172,98,Y,0,VBM PORTION,14,4,5,2
VERNON,7450011A,6172,98,Y,60,TOTAL,14,4,5,2
WALNUT,7600002A,2760,120,N,590,POLLING PLACE,37,4,20,5
WALNUT,7600002A,2760,120,N,0,VBM PORTION,57,11,29,6
WALNUT,7600002A,2760,120,N,590,TOTAL,94,15,49,11
WALNUT,7600002D,2761,120,N,671,POLLING PLACE,58,10,30,11
WALNUT,7600002D,2761,120,N,0,VBM PORTION,42,3,17,11
WALNUT,7600002D,2761,120,N,671,TOTAL,100,13,47,22
WALNUT,7600003A,2762,120,N,866,POLLING PLACE,84,17,37,16
WALNUT,7600003A,2762,120,N,0,VBM PORTION,95,11,41,19
WALNUT,7600003A,2762,120,N,866,TOTAL,179,28,78,35
WALNUT,7600004A,2763,120,N,1071,POLLING PLACE,67,11,37,11
WALNUT,7600004A,2763,120,N,0,VBM PORTION,80,10,29,18
WALNUT,7600004A,2763,120,N,1071,TOTAL,147,21,66,29
WALNUT,7600006A,2764,120,N,1370,POLLING PLACE,100,15,40,26
WALNUT,7600006A,2764,120,N,0,VBM PORTION,126,31,61,15
WALNUT,7600006A,2764,120,N,1370,TOTAL,226,46,101,41
WALNUT,7600006B,2765,120,N,978,POLLING PLACE,45,8,22,8
WALNUT,7600006B,2765,120,N,0,VBM PORTION,68,3,24,12
WALNUT,7600006B,2765,120,N,978,TOTAL,113,11,46,20
WALNUT,7600007A,2766,120,N,1229,POLLING PLACE,86,10,34,24
WALNUT,7600007A,2766,120,N,0,VBM PORTION,140,17,70,18
WALNUT,7600007A,2766,120,N,1229,TOTAL,226,27,104,42
WALNUT,7600008A,2767,120,N,1283,POLLING PLACE,75,13,29,19
WALNUT,7600008A,2767,120,N,0,VBM PORTION,108,13,42,25
WALNUT,7600008A,2767,120,N,1283,TOTAL,183,26,71,44
WALNUT,7600009A,2768,120,N,1009,POLLING PLACE,60,6,35,8
WALNUT,7600009A,2768,120,N,0,VBM PORTION,76,4,35,18
WALNUT,7600009A,2768,120,N,1009,TOTAL,136,10,70,26
WALNUT,7600011A,2769,120,N,1089,POLLING PLACE,65,16,24,14
WALNUT,7600011A,2769,120,N,0,VBM PORTION,120,18,37,24
WALNUT,7600011A,2769,120,N,1089,TOTAL,185,34,61,38
WALNUT,7600012A,2770,120,N,933,POLLING PLACE,87,9,44,20
WALNUT,7600012A,2770,120,N,0,VBM PORTION,82,9,34,12
WALNUT,7600012A,2770,120,N,933,TOTAL,169,18,78,32
WALNUT,7600017A,2771,120,N,1312,POLLING PLACE,117,24,49,30
WALNUT,7600017A,2771,120,N,0,VBM PORTION,144,17,58,35
WALNUT,7600017A,2771,120,N,1312,TOTAL,261,41,107,65
WALNUT,7600018A,2772,120,N,994,POLLING PLACE,59,6,24,16
WALNUT,7600018A,2772,120,N,0,VBM PORTION,112,17,44,16
WALNUT,7600018A,2772,120,N,994,TOTAL,171,23,68,32
WALNUT,7600030A,2773,120,N,1148,POLLING PLACE,77,12,36,21
WALNUT,7600030A,2773,120,N,0,VBM PORTION,85,11,48,14
WALNUT,7600030A,2773,120,N,1148,TOTAL,162,23,84,35
WALNUT,7600031A,2774,120,N,1123,POLLING PLACE,74,8,31,20
WALNUT,7600031A,2774,120,N,0,VBM PORTION,82,10,37,17
WALNUT,7600031A,2774,120,N,1123,TOTAL,156,18,68,37
WALNUT,7600032A,2775,120,N,1389,POLLING PLACE,90,13,35,18
WALNUT,7600032A,2775,120,N,0,VBM PORTION,139,10,54,34
WALNUT,7600032A,2775,120,N,1389,TOTAL,229,23,89,52
WALNUT,7600033A,2776,120,N,947,POLLING PLACE,66,12,27,11
WALNUT,7600033A,2776,120,N,0,VBM PORTION,102,20,38,16
WALNUT,7600033A,2776,120,N,947,TOTAL,168,32,65,27
WALNUT PARK,7650001A,2777,145,N,1135,POLLING PLACE,73,10,49,4
WALNUT PARK,7650001A,2777,145,N,0,VBM PORTION,32,4,25,1
WALNUT PARK,7650001A,2777,145,N,1135,TOTAL,105,14,74,5
WALNUT PARK,7650004A,2778,145,N,1029,POLLING PLACE,69,4,54,5
WALNUT PARK,7650004A,2778,145,N,0,VBM PORTION,21,2,13,5
WALNUT PARK,7650004A,2778,145,N,1029,TOTAL,90,6,67,10
WALNUT PARK,7650005A,2779,145,N,1073,POLLING PLACE,63,6,42,8
WALNUT PARK,7650005A,2779,145,N,0,VBM PORTION,19,4,14,0
WALNUT PARK,7650005A,2779,145,N,1073,TOTAL,82,10,56,8
WALNUT PARK,7650006A,2780,145,N,972,POLLING PLACE,61,6,37,11
WALNUT PARK,7650006A,2780,145,N,0,VBM PORTION,32,7,17,5
WALNUT PARK,7650006A,2780,145,N,972,TOTAL,93,13,54,16
WALNUT PARK,7650008A,2781,145,N,854,POLLING PLACE,74,7,49,6
WALNUT PARK,7650008A,2781,145,N,0,VBM PORTION,21,1,12,3
WALNUT PARK,7650008A,2781,145,N,854,TOTAL,95,8,61,9
WALNUT PARK,7650009A,2782,145,N,785,POLLING PLACE,58,10,37,7
WALNUT PARK,7650009A,2782,145,N,0,VBM PORTION,22,3,10,6
WALNUT PARK,7650009A,2782,145,N,785,TOTAL,80,13,47,13
WEST COVINA,7700001A,2820,66,N,1085,POLLING PLACE,77,8,51,9
WEST COVINA,7700001A,2820,66,N,0,VBM PORTION,72,7,42,12
WEST COVINA,7700001A,2820,66,N,1085,TOTAL,149,15,93,21
WEST COVINA,7700002A,2821,66,N,908,POLLING PLACE,43,10,15,13
WEST COVINA,7700002A,2821,66,N,0,VBM PORTION,49,9,21,10
WEST COVINA,7700002A,2821,66,N,908,TOTAL,92,19,36,23
WEST COVINA,7700003A,2822,66,N,983,POLLING PLACE,51,6,31,11
WEST COVINA,7700003A,2822,66,N,0,VBM PORTION,51,6,25,11
WEST COVINA,7700003A,2822,66,N,983,TOTAL,102,12,56,22
WEST COVINA,7700004A,2823,66,N,1046,POLLING PLACE,81,18,35,18
WEST COVINA,7700004A,2823,66,N,0,VBM PORTION,76,11,42,10
WEST COVINA,7700004A,2823,66,N,1046,TOTAL,157,29,77,28
WEST COVINA,7700008A,2824,66,N,570,POLLING PLACE,44,3,23,9
WEST COVINA,7700008A,2824,66,N,0,VBM PORTION,30,3,16,7
WEST COVINA,7700008A,2824,66,N,570,TOTAL,74,6,39,16
WEST COVINA,7700008B,2825,66,N,1170,POLLING PLACE,62,7,35,12
WEST COVINA,7700008B,2825,66,N,0,VBM PORTION,104,7,57,19
WEST COVINA,7700008B,2825,66,N,1170,TOTAL,166,14,92,31
WEST COVINA,7700011A,2826,66,N,988,POLLING PLACE,99,13,45,20
WEST COVINA,7700011A,2826,66,N,0,VBM PORTION,62,4,33,13
WEST COVINA,7700011A,2826,66,N,988,TOTAL,161,17,78,33
WEST COVINA,7700012A,2827,66,N,945,POLLING PLACE,70,14,34,14
WEST COVINA,7700012A,2827,66,N,0,VBM PORTION,65,12,26,14
WEST COVINA,7700012A,2827,66,N,945,TOTAL,135,26,60,28
WEST COVINA,7700012C,2828,66,N,1054,POLLING PLACE,86,11,42,24
WEST COVINA,7700012C,2828,66,N,0,VBM PORTION,84,18,40,16
WEST COVINA,7700012C,2828,66,N,1054,TOTAL,170,29,82,40
WEST COVINA,7700014B,2829,66,N,1195,POLLING PLACE,54,5,38,8
WEST COVINA,7700014B,2829,66,N,0,VBM PORTION,78,7,46,8
WEST COVINA,7700014B,2829,66,N,1195,TOTAL,132,12,84,16
WEST COVINA,7700015B,2830,66,N,966,POLLING PLACE,78,8,37,17
WEST COVINA,7700015B,2830,66,N,0,VBM PORTION,74,10,42,10
WEST COVINA,7700015B,2830,66,N,966,TOTAL,152,18,79,27
WEST COVINA,7700016A,2831,66,N,1270,POLLING PLACE,91,14,49,15
WEST COVINA,7700016A,2831,66,N,0,VBM PORTION,102,11,55,17
WEST COVINA,7700016A,2831,66,N,1270,TOTAL,193,25,104,32
WEST COVINA,7700019B,2832,66,N,762,POLLING PLACE,57,4,27,16
WEST COVINA,7700019B,2832,66,N,0,VBM PORTION,60,8,23,17
WEST COVINA,7700019B,2832,66,N,762,TOTAL,117,12,50,33
WEST COVINA,7700020C,2833,66,N,899,POLLING PLACE,81,15,35,18
WEST COVINA,7700020C,2833,66,N,0,VBM PORTION,104,17,54,18
WEST COVINA,7700020C,2833,66,N,899,TOTAL,185,32,89,36
WEST COVINA,7700021B,2834,119,N,991,POLLING PLACE,69,21,20,15
WEST COVINA,7700021B,2834,119,N,0,VBM PORTION,103,13,44,22
WEST COVINA,7700021B,2834,119,N,991,TOTAL,172,34,64,37
WEST COVINA,7700022A,2835,66,N,1254,POLLING PLACE,94,14,52,20
WEST COVINA,7700022A,2835,66,N,0,VBM PORTION,100,16,57,14
WEST COVINA,7700022A,2835,66,N,1254,TOTAL,194,30,109,34
WEST COVINA,7700024A,2836,66,N,806,POLLING PLACE,88,9,48,17
WEST COVINA,7700024A,2836,66,N,0,VBM PORTION,67,6,29,14
WEST COVINA,7700024A,2836,66,N,806,TOTAL,155,15,77,31
WEST COVINA,7700024B,2837,66,N,705,POLLING PLACE,64,10,36,12
WEST COVINA,7700024B,2837,66,N,0,VBM PORTION,47,5,26,6
WEST COVINA,7700024B,2837,66,N,705,TOTAL,111,15,62,18
WEST COVINA,7700026A,2838,66,N,1211,POLLING PLACE,114,24,50,26
WEST COVINA,7700026A,2838,66,N,0,VBM PORTION,123,14,64,21
WEST COVINA,7700026A,2838,66,N,1211,TOTAL,237,38,114,47
WEST COVINA,7700027A,2839,66,N,979,POLLING PLACE,65,9,45,10
WEST COVINA,7700027A,2839,66,N,0,VBM PORTION,121,11,63,15
WEST COVINA,7700027A,2839,66,N,979,TOTAL,186,20,108,25
WEST COVINA,7700028A,2840,66,N,794,POLLING PLACE,62,5,38,12
WEST COVINA,7700028A,2840,66,N,0,VBM PORTION,30,2,19,5
WEST COVINA,7700028A,2840,66,N,794,TOTAL,92,7,57,17
WEST COVINA,7700031A,2841,66,N,1003,POLLING PLACE,77,5,38,23
WEST COVINA,7700031A,2841,66,N,0,VBM PORTION,56,8,24,14
WEST COVINA,7700031A,2841,66,N,1003,TOTAL,133,13,62,37
WEST COVINA,7700033A,2842,66,N,1301,POLLING PLACE,80,10,42,17
WEST COVINA,7700033A,2842,66,N,0,VBM PORTION,80,9,33,18
WEST COVINA,7700033A,2842,66,N,1301,TOTAL,160,19,75,35
WEST COVINA,7700037A,2843,66,N,1080,POLLING PLACE,78,6,51,16
WEST COVINA,7700037A,2843,66,N,0,VBM PORTION,80,9,48,15
WEST COVINA,7700037A,2843,66,N,1080,TOTAL,158,15,99,31
WEST COVINA,7700038A,2844,66,N,1108,POLLING PLACE,56,7,36,7
WEST COVINA,7700038A,2844,66,N,0,VBM PORTION,68,5,41,15
WEST COVINA,7700038A,2844,66,N,1108,TOTAL,124,12,77,22
WEST COVINA,7700039A,2845,66,N,884,POLLING PLACE,64,11,26,9
WEST COVINA,7700039A,2845,66,N,0,VBM PORTION,61,6,30,14
WEST COVINA,7700039A,2845,66,N,884,TOTAL,125,17,56,23
WEST COVINA,7700040A,2846,66,N,1309,POLLING PLACE,95,13,49,18
WEST COVINA,7700040A,2846,66,N,0,VBM PORTION,69,3,33,18
WEST COVINA,7700040A,2846,66,N,1309,TOTAL,164,16,82,36
WEST COVINA,7700056A,2847,119,N,574,POLLING PLACE,45,5,22,11
WEST COVINA,7700056A,2847,119,N,0,VBM PORTION,44,6,23,9
WEST COVINA,7700056A,2847,119,N,574,TOTAL,89,11,45,20
WEST COVINA,7700056C,2848,119,N,780,POLLING PLACE,23,0,13,5
WEST COVINA,7700056C,2848,119,N,0,VBM PORTION,61,8,24,10
WEST COVINA,7700056C,2848,119,N,780,TOTAL,84,8,37,15
WEST COVINA,7700073A,2849,119,N,537,POLLING PLACE,30,2,20,1
WEST COVINA,7700073A,2849,119,N,0,VBM PORTION,28,1,17,7
WEST COVINA,7700073A,2849,119,N,537,TOTAL,58,3,37,8
WEST COVINA,7700079A,2850,119,N,966,POLLING PLACE,56,6,37,10
WEST COVINA,7700079A,2850,119,N,0,VBM PORTION,58,11,27,9
WEST COVINA,7700079A,2850,119,N,966,TOTAL,114,17,64,19
WEST COVINA,7700079B,2851,119,N,639,POLLING PLACE,36,5,19,9
WEST COVINA,7700079B,2851,119,N,0,VBM PORTION,68,9,25,14
WEST COVINA,7700079B,2851,119,N,639,TOTAL,104,14,44,23
WEST COVINA,7700080A,2852,119,N,728,POLLING PLACE,67,7,36,12
WEST COVINA,7700080A,2852,119,N,0,VBM PORTION,48,5,25,7
WEST COVINA,7700080A,2852,119,N,728,TOTAL,115,12,61,19
WEST COVINA,7700114A,2853,119,N,942,POLLING PLACE,48,6,26,10
WEST COVINA,7700114A,2853,119,N,0,VBM PORTION,72,11,34,13
WEST COVINA,7700114A,2853,119,N,942,TOTAL,120,17,60,23
WEST COVINA,7700115A,2854,119,N,677,POLLING PLACE,42,2,30,6
WEST COVINA,7700115A,2854,119,N,0,VBM PORTION,71,9,29,20
WEST COVINA,7700115A,2854,119,N,677,TOTAL,113,11,59,26
WEST COVINA,7700116A,2855,119,N,808,POLLING PLACE,51,9,32,6
WEST COVINA,7700116A,2855,119,N,0,VBM PORTION,59,1,31,10
