LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,YES,NO,
SANTA MONICA,6250001A,2455,181,N,893,POLLING PLACE,294,125,144,
SANTA MONICA,6250001A,2455,181,N,,VBM PORTION,112,55,40,
SANTA MONICA,6250001A,2455,181,N,893,TOTAL,406,180,184,
SANTA MONICA,6250003C,2456,181,N,1011,POLLING PLACE,301,121,153,
SANTA MONICA,6250003C,2456,181,N,,VBM PORTION,129,74,41,
SANTA MONICA,6250003C,2456,181,N,1011,TOTAL,430,195,194,
SANTA MONICA,6250005A,2457,181,N,1184,POLLING PLACE,356,136,185,
SANTA MONICA,6250005A,2457,181,N,,VBM PORTION,89,33,42,
SANTA MONICA,6250005A,2457,181,N,1184,TOTAL,445,169,227,
SANTA MONICA,6250006A,2458,181,N,1079,POLLING PLACE,375,155,168,
SANTA MONICA,6250006A,2458,181,N,,VBM PORTION,90,39,41,
SANTA MONICA,6250006A,2458,181,N,1079,TOTAL,465,194,209,
SANTA MONICA,6250008A,2459,181,N,1132,POLLING PLACE,262,118,116,
SANTA MONICA,6250008A,2459,181,N,,VBM PORTION,161,84,62,
SANTA MONICA,6250008A,2459,181,N,1132,TOTAL,423,202,178,
SANTA MONICA,6250010E,2460,181,N,1102,POLLING PLACE,267,104,131,
SANTA MONICA,6250010E,2460,181,N,,VBM PORTION,90,36,39,
SANTA MONICA,6250010E,2460,181,N,1102,TOTAL,357,140,170,
SANTA MONICA,6250011A,2461,181,N,1103,POLLING PLACE,237,92,114,
SANTA MONICA,6250011A,2461,181,N,,VBM PORTION,110,56,33,
SANTA MONICA,6250011A,2461,181,N,1103,TOTAL,347,148,147,
SANTA MONICA,6250015B,2462,181,N,1247,POLLING PLACE,369,158,174,
SANTA MONICA,6250015B,2462,181,N,,VBM PORTION,153,72,63,
SANTA MONICA,6250015B,2462,181,N,1247,TOTAL,522,230,237,
SANTA MONICA,6250016A,2463,181,N,1328,POLLING PLACE,358,153,173,
SANTA MONICA,6250016A,2463,181,N,,VBM PORTION,109,51,45,
